pXC50,N.070,nArNHR,ATS6m,IDMT,LPRS,ATSC8m,ATS7v,Eig11_EA.ri.,ON0,X0,ATS7p,ATS7s,Psi_i_0,GMTI,IDET,SMTI,IAC,TIC0,Eig10_AEA.dm.,PHI,ATS8s,ATSC8i,Eta_epsi,S1K,AECC,MSD,HVcpx,ON1,Dz,SpMax8_Bh.s.,ATSC6i,ATSC7i,X0sol,Eig09_EA.ri.,Sv,Psi_e_0,X2,GMTIV,Chi0_EA.ri.,IDE,Chi1_EA.ri.,ATS8e,ICR,SMTIV,Eta_C,DECC,SpMin3_Bh.m.,SpAD_AEA.dm.,Eta_alpha,S0K,Eta_betaS,SAtot,Eig09_EA,SM03_AEA.dm.,Eig06_AEA.dm.,ATSC7p,ATS5v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,X1,Eig11_AEA.dm.,HDcpx,IDM,Sp,SpMaxA_AEA.ri.
7.125,0,0,3.755,12506.2,120.352,13.882,3.506,0.497,12.583,17.441,3.626,5.189,17.814,7370.0,1034.92,6974.0,68.322,68.322,1.043,4.242,5.188,0.896,25.133,16.529,9.64,6.027,3.283,5.25,52.5,3.467,1.065,0.905,18.148,1.109,28.642,9.179,11.72,19252.0,17.352,3.45,14.949,4.191,2.695,11572.0,21.451,1.523,1.807,45.192,12.667,111.342,15.75,442.405,1.113,1.113,1.796,6.439,3.751,16.712,16.712,16.712,16.712,16.712,12.004,0.77,1.679,7.981,30.892,0.154
6.551,0,0,4.03,14504.6,127.617,6.885,3.356,0.497,13.083,18.148,3.395,5.332,17.288,8355.0,1153.65,7924.0,72.006,72.006,1.044,4.552,5.481,0.912,27.243,17.255,10.385,6.389,3.373,5.458,60.0,4.12,1.245,0.928,16.355,1.158,25.926,10.075,12.288,37103.0,18.421,3.55,16.325,3.951,2.749,16902.0,18.445,1.615,1.51,44.805,12.357,117.457,17.5,377.745,1.19,1.19,2.446,5.078,3.59,17.342,17.342,17.342,17.342,17.342,12.477,0.773,1.689,8.09,25.875,0.141
6.932,0,0,3.554,7139.08,94.311,6.935,3.051,0.467,9.5,14.071,3.145,4.884,14.471,4766.0,681.964,4406.0,50.283,50.283,0.767,3.24,4.583,0.464,20.133,12.659,8.667,5.229,3.139,4.583,45.5,3.288,0.625,0.616,14.778,0.863,21.524,7.653,9.128,16208.0,15.577,3.247,13.235,3.488,2.529,8298.0,12.371,1.333,1.51,37.933,10.467,88.239,14.75,317.412,0.94,0.94,1.706,3.483,3.268,14.792,14.792,14.792,14.792,14.792,10.399,0.618,1.631,7.475,22.335,0.171
6.738,0,0,3.73,12506.2,120.352,7.883,3.259,0.497,12.583,17.441,3.258,5.53,16.494,7370.0,1034.92,6974.0,63.558,63.558,1.043,4.043,5.377,0.889,25.976,16.222,9.64,6.027,3.283,5.25,58.0,3.91,0.874,0.961,15.648,1.003,24.201,9.63,11.72,33368.0,17.737,3.45,15.671,3.838,2.695,15028.0,17.25,1.523,1.51,44.016,11.824,111.342,17.5,351.99,1.113,1.113,2.054,3.854,3.443,16.712,16.712,16.712,16.712,16.712,12.004,0.771,1.679,7.981,23.909,0.149
6.799,0,0,3.545,7139.08,94.311,7.856,3.159,0.468,9.5,14.071,3.285,4.833,14.731,4766.0,681.964,4406.0,51.765,51.765,0.767,3.317,4.659,0.518,19.933,12.779,8.667,5.229,3.139,4.583,44.5,3.287,0.637,0.618,14.778,0.863,22.535,7.678,9.128,14544.0,15.432,3.247,12.995,3.646,2.529,7874.0,12.901,1.333,1.51,37.933,10.667,88.239,13.75,328.051,0.94,0.94,1.706,4.202,3.343,14.792,14.792,14.792,14.792,14.792,10.399,0.618,1.631,7.475,23.847,0.171
7.009,0,0,3.521,6063.95,87.877,11.587,3.102,-0.186,10.333,14.113,3.241,4.996,13.776,3646.0,599.998,3610.0,58.897,58.897,0.618,3.721,5.051,0.537,20.6,13.525,7.95,4.973,3.035,4.361,43.5,3.281,0.71,0.629,14.82,0.509,21.776,7.331,8.846,12724.0,13.989,3.158,11.788,3.73,2.484,6861.0,14.909,1.26,1.662,35.565,10.0,86.439,12.75,344.24,0.618,0.618,1.711,4.704,3.344,13.43,13.43,13.43,13.43,13.43,9.648,0.467,1.619,7.341,23.063,0.186
6.339,0,0,3.592,7173.7,94.379,13.216,3.198,0.149,10.833,14.82,3.314,5.08,14.517,4203.0,681.877,4162.0,63.34,63.34,0.756,4.22,5.12,0.591,21.967,14.481,8.667,5.238,3.134,4.694,46.0,3.282,0.768,0.661,15.527,0.509,22.997,7.709,8.987,14631.0,15.037,3.247,12.353,3.88,2.529,7890.0,16.075,1.333,1.662,37.026,10.433,92.239,13.5,371.025,0.618,0.618,1.711,4.916,3.436,14.301,14.301,14.301,14.301,14.301,10.186,0.618,1.633,7.48,24.273,0.178
6.334,0,0,3.592,7173.7,94.379,13.216,3.198,0.149,10.833,14.82,3.314,5.08,14.517,4203.0,681.877,4162.0,63.34,63.34,0.756,4.22,5.12,0.591,21.967,14.481,8.667,5.238,3.134,4.694,46.0,3.282,0.768,0.661,15.527,0.509,22.997,7.709,8.987,14631.0,15.037,3.247,12.353,3.88,2.529,7890.0,16.075,1.333,1.662,37.026,10.433,92.239,13.5,371.025,0.618,0.618,1.711,4.916,3.436,14.301,14.301,14.301,14.301,14.301,10.186,0.618,1.633,7.48,24.273,0.178
6.471,0,0,3.674,8255.8,100.543,15.435,3.346,0.317,11.333,15.527,3.483,5.222,15.334,4708.0,754.991,4670.0,67.511,67.511,0.875,4.741,5.226,0.687,23.267,15.441,8.727,5.358,3.141,5.028,48.0,3.414,0.894,0.838,16.234,0.512,24.523,8.095,9.178,15554.0,15.879,3.268,12.783,4.041,2.517,8626.0,17.9,1.322,1.662,38.258,10.933,98.107,14.0,397.102,0.618,0.618,1.711,6.651,3.555,15.171,15.171,15.171,15.171,15.171,10.724,0.664,1.647,7.623,26.034,0.171
5.888,0,0,3.667,8130.73,100.22,15.928,3.359,0.407,11.667,15.69,3.499,5.201,15.349,4628.0,743.577,4598.0,67.234,67.234,0.73,4.455,5.273,0.733,23.2,15.441,8.136,5.26,3.044,4.806,47.5,3.467,0.965,0.84,16.397,0.615,24.83,8.098,9.776,14514.0,15.156,3.219,12.746,4.072,2.447,8289.0,19.083,1.331,1.662,39.05,11.0,96.107,13.75,400.149,0.707,0.707,1.753,6.007,3.573,14.637,14.637,14.637,14.637,14.637,10.559,0.618,1.648,7.627,26.585,0.171
5.616,0,0,3.592,6942.4,93.707,12.964,3.254,-0.111,11.25,15.035,3.39,5.125,14.511,4051.0,665.107,4027.0,63.153,63.153,0.618,3.717,5.208,0.661,21.9,14.481,8.0,5.037,3.034,4.458,45.5,3.467,0.816,0.729,15.742,0.509,23.303,7.715,9.736,13461.0,14.294,3.167,12.277,3.935,2.47,7467.0,17.548,1.238,1.662,37.579,10.5,90.239,13.25,376.607,0.618,0.618,1.711,5.577,3.454,13.748,13.748,13.748,13.748,13.748,9.971,0.565,1.634,7.489,24.824,0.186
6.416,0,0,3.644,8304.12,100.724,11.019,3.227,0.508,10.333,14.941,3.329,5.0,15.294,5372.0,761.724,4990.0,61.165,61.165,0.718,3.641,4.94,0.612,22.1,13.854,8.773,5.432,3.166,4.778,48.0,3.297,0.778,0.699,15.648,0.701,23.271,8.039,9.646,17904.0,15.946,3.298,13.449,3.816,2.534,9280.0,15.863,1.36,1.662,39.542,10.9,98.107,14.75,352.428,0.776,0.776,1.711,4.577,3.44,15.292,15.292,15.292,15.292,15.292,10.81,0.618,1.645,7.611,24.307,0.164
5.779,0,0,3.802,10948.8,113.619,16.701,3.452,0.608,11.667,16.518,3.567,5.19,16.758,6661.0,940.574,6251.0,65.134,65.134,1.101,4.167,5.113,0.725,24.052,15.486,9.458,5.809,3.265,5.194,51.333,3.572,0.894,0.841,17.372,1.031,26.25,8.779,10.634,20901.0,17.033,3.408,14.369,4.052,2.72,11233.0,17.782,1.542,1.789,42.971,11.948,110.039,15.5,395.915,1.069,1.069,2.228,5.485,3.597,16.447,16.447,16.447,16.447,16.447,11.704,0.792,1.669,7.866,27.585,0.153
5.398,0,0,3.821,13771.6,126.233,15.861,3.573,0.687,13.417,18.311,3.659,5.577,17.657,7883.0,1118.15,7506.0,70.454,70.454,1.214,4.396,5.634,1.259,26.976,17.354,9.577,6.001,3.274,5.444,58.5,3.997,1.139,1.186,16.518,1.079,27.244,9.983,12.25,30903.0,18.01,3.44,15.774,4.237,2.701,15044.0,20.771,1.533,1.673,46.051,12.624,117.457,16.5,394.026,1.118,1.118,2.138,6.382,3.683,17.212,17.212,17.212,17.212,17.212,12.415,0.871,1.692,8.106,27.938,0.144
4.0,0,0,3.859,13794.3,126.284,16.573,3.595,0.621,13.417,18.311,3.686,5.621,17.657,7891.0,1118.99,7516.0,70.454,70.454,1.206,4.396,5.546,1.206,26.976,17.354,9.615,6.015,3.273,5.444,58.5,4.037,1.078,1.204,16.518,1.078,27.244,9.982,12.259,30939.0,18.018,3.443,15.79,4.306,2.687,15068.0,20.735,1.491,1.672,45.826,12.624,117.457,16.5,394.026,1.118,1.118,2.086,6.531,3.674,17.212,17.212,17.212,17.212,17.212,12.415,0.782,1.692,8.105,27.938,0.144
4.0,0,0,4.112,18640.8,145.032,24.8,3.985,1.0,14.5,20.217,4.068,5.85,20.387,9923.0,1397.9,9558.0,80.575,80.575,1.335,5.819,5.893,1.316,29.7,19.471,10.069,6.133,3.294,6.5,62.0,3.905,1.513,1.458,20.571,1.184,32.917,10.691,12.336,27188.0,20.546,3.443,16.595,4.706,2.68,15988.0,23.531,1.322,1.827,51.01,14.1,132.881,18.0,503.334,1.221,1.221,2.415,10.152,4.025,19.991,19.991,19.991,19.991,19.991,14.169,1.133,1.728,8.454,34.671,0.131
4.0,0,0,4.139,20828.9,152.105,19.229,3.89,1.004,15.75,21.303,3.926,5.985,20.161,10827.0,1514.09,10489.0,87.758,87.758,1.341,5.809,5.96,1.455,31.91,20.828,9.767,6.346,3.289,6.472,68.5,4.475,1.355,1.499,19.51,1.225,31.2,11.545,13.712,44152.0,20.997,3.481,17.92,4.556,2.644,21382.0,25.276,1.413,1.786,52.151,14.29,142.452,19.25,465.496,1.306,1.306,2.501,8.22,3.891,19.996,19.996,19.996,19.996,19.996,14.364,1.243,1.735,8.547,31.608,0.128
5.398,0,0,3.596,14205.7,127.073,11.338,3.448,1.0,13.083,18.148,3.441,5.615,17.355,8182.0,1142.32,7760.0,66.882,66.882,1.088,4.002,5.52,1.02,27.21,16.406,10.269,6.238,3.359,5.5,59.5,3.994,1.018,1.046,15.648,1.079,26.584,9.984,12.074,30430.0,17.962,3.515,15.365,4.125,2.763,15172.0,16.441,1.598,1.856,43.981,11.79,113.457,17.0,368.986,1.116,1.116,1.829,4.744,3.554,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.69,8.094,26.097,0.144
4.0,0,1,3.606,14205.7,127.073,12.721,3.468,1.0,13.083,18.148,3.48,5.608,17.452,8182.0,1142.32,7760.0,64.979,64.979,1.078,4.002,5.528,1.059,27.143,16.406,10.269,6.238,3.359,5.5,59.0,3.923,1.146,1.096,15.648,1.079,26.891,9.964,12.074,29594.0,17.899,3.515,15.249,4.175,2.763,14952.0,16.571,1.598,1.862,44.005,11.857,111.457,17.0,371.023,1.116,1.116,1.779,4.726,3.594,17.419,17.419,17.419,17.419,17.419,12.504,1.0,1.69,8.094,26.648,0.144
4.602,0,0,3.843,15466.1,132.831,11.671,3.514,1.0,13.917,19.018,3.516,5.675,17.973,8677.0,1228.35,8276.0,67.902,67.902,1.15,4.065,5.65,1.075,27.91,17.083,10.222,6.174,3.357,5.722,61.5,4.442,1.158,1.096,16.518,1.093,27.584,10.457,12.485,32738.0,18.363,3.5,15.525,4.191,2.769,16268.0,17.537,1.58,1.865,47.156,12.29,119.627,17.25,384.149,1.135,1.135,1.915,4.924,3.678,17.971,17.971,17.971,17.971,17.971,12.932,1.06,1.702,8.214,27.097,0.14
4.585,0,0,3.902,16976.7,138.941,12.833,3.645,1.0,14.417,19.725,3.631,6.156,18.727,9292.0,1319.93,8902.0,67.054,67.054,1.291,4.394,5.656,1.174,28.543,17.86,10.214,6.171,3.347,6.056,63.0,4.458,1.501,1.396,17.225,1.125,28.891,10.774,12.698,34428.0,19.267,3.492,16.049,4.259,2.753,17316.0,18.926,1.531,1.872,49.546,12.857,125.851,17.75,413.303,1.18,1.18,2.301,5.3,3.817,18.842,18.842,18.842,18.842,18.842,13.47,1.12,1.714,8.33,28.648,0.136
5.588,0,0,3.912,15466.1,132.831,13.686,3.528,1.0,13.917,19.018,3.568,5.666,18.102,8677.0,1228.35,8276.0,73.554,73.554,1.17,4.35,5.643,1.102,28.176,17.539,10.222,6.174,3.357,5.722,61.5,4.437,1.182,1.128,16.807,1.086,27.771,10.499,12.485,33586.0,18.692,3.5,16.048,4.194,2.769,16502.0,17.964,1.58,1.852,47.213,12.624,119.627,17.25,391.89,1.135,1.135,2.066,5.676,3.7,17.971,17.971,17.971,17.971,17.971,12.932,1.0,1.702,8.214,27.745,0.14
5.325,0,0,4.109,16761.9,138.587,14.345,3.569,1.0,14.833,19.941,3.593,5.752,18.62,9176.0,1316.32,8800.0,78.263,78.263,1.181,4.264,5.778,1.127,29.643,18.305,10.179,6.111,3.338,5.833,64.5,4.652,1.302,1.149,17.691,1.158,28.486,11.317,13.321,36814.0,19.019,3.482,16.572,4.269,2.764,17856.0,18.662,1.561,1.857,48.976,12.957,123.851,18.0,400.96,1.219,1.219,2.084,5.846,3.777,18.313,18.313,18.313,18.313,18.313,13.265,1.0,1.713,8.327,28.199,0.142
7.2,0,0,3.791,10614.9,116.049,19.614,3.634,0.335,13.167,17.715,3.737,5.654,17.401,5938.0,940.163,5796.0,67.56,67.56,1.008,3.636,5.447,0.898,26.033,15.878,8.44,4.963,3.055,5.5,54.0,3.942,1.299,1.159,17.715,1.152,28.203,9.17,11.005,16149.0,17.453,3.134,14.249,4.427,2.459,9657.0,18.415,1.178,1.691,43.567,11.767,114.096,16.5,397.042,1.286,1.286,2.189,7.958,3.984,16.964,16.964,16.964,16.964,16.964,12.045,0.831,1.689,8.029,29.262,0.156
5.8,0,2,3.645,15262.5,128.946,13.398,3.44,0.994,13.667,18.518,3.454,5.541,17.162,8186.0,1185.92,8027.0,68.928,68.928,1.197,5.176,5.659,0.718,27.167,17.484,11.115,6.77,3.441,5.75,58.5,4.098,0.873,0.832,18.518,1.098,27.073,9.518,11.347,31428.0,17.67,3.649,14.345,4.173,2.907,15873.0,14.34,1.893,1.8,43.158,11.833,116.211,17.25,422.475,1.161,1.161,2.109,4.854,3.588,17.361,17.361,17.361,17.361,17.361,12.525,1.0,1.688,8.08,26.892,0.142
5.0,0,1,4.108,22764.7,154.829,30.973,3.991,0.983,15.333,21.087,4.064,5.938,21.322,12191.0,1632.89,11623.0,92.617,92.617,1.47,6.714,5.805,1.394,32.514,21.29,12.633,7.163,3.589,6.611,65.25,4.03,1.441,1.604,21.217,1.323,34.718,11.116,13.109,34433.0,21.132,3.754,17.491,4.807,3.095,19846.0,28.331,2.233,1.91,49.994,14.886,143.207,20.0,529.972,1.417,1.417,2.419,10.393,3.947,20.334,20.334,20.334,20.334,20.334,14.529,1.099,1.728,8.504,36.597,0.124
5.0,1,1,3.224,4721.0,79.957,14.76,3.119,-0.381,9.833,13.405,3.342,5.081,13.517,2834.0,501.252,2858.0,51.718,51.718,0.14,3.03,4.749,0.509,20.4,12.24,7.316,4.312,2.825,4.222,40.5,3.539,0.914,0.74,13.405,0.318,22.268,6.979,8.276,6570.0,13.229,2.931,10.859,4.082,2.479,4446.0,13.699,1.208,1.771,31.612,9.0,80.711,13.0,324.173,0.345,0.345,1.614,5.646,3.534,12.939,12.939,12.939,12.939,12.939,9.203,-0.179,1.611,7.219,23.597,0.202
6.107,0,1,4.009,22060.0,153.883,24.151,3.919,1.0,15.75,21.303,4.007,5.92,20.759,11635.0,1603.43,11195.0,80.858,80.858,1.497,5.189,5.782,1.199,30.467,19.931,11.6,6.924,3.46,6.389,64.5,4.274,1.306,1.296,21.553,1.36,33.61,11.224,13.864,36599.0,20.163,3.686,16.876,4.623,2.978,19996.0,20.562,1.96,1.936,53.04,14.533,137.207,18.5,487.53,1.372,1.372,2.52,9.274,4.031,19.833,19.833,19.833,19.833,19.833,14.326,1.0,1.729,8.508,35.12,0.127
5.6,0,0,4.206,31187.9,172.531,30.762,3.852,0.842,17.333,23.087,3.911,5.974,22.123,15582.0,1989.89,15165.0,110.37,110.37,1.715,9.496,6.259,1.354,36.462,25.123,14.594,8.526,3.756,7.139,72.25,4.361,1.404,1.567,22.7,1.501,36.025,12.008,13.821,51922.0,21.919,4.012,18.01,4.704,3.243,28255.0,33.636,2.531,1.86,51.932,15.738,150.0,20.75,575.156,1.606,1.606,2.71,9.927,3.848,21.19,21.19,21.19,21.19,21.19,15.346,1.399,1.741,8.671,37.642,0.121
5.0,0,1,4.366,51240.4,219.503,23.789,4.208,1.387,20.25,27.57,4.214,6.634,26.449,25702.0,2972.38,24093.0,104.655,104.655,1.829,7.146,6.205,1.98,40.81,26.09,14.769,8.641,3.82,8.278,87.0,4.687,2.306,2.324,25.07,1.698,41.756,14.942,18.024,83160.0,26.516,4.011,22.486,4.881,3.234,43633.0,30.899,2.26,1.976,66.191,17.99,201.376,26.25,599.144,1.775,1.775,2.59,11.889,4.226,25.814,25.814,25.814,25.814,25.814,18.652,1.804,1.794,9.274,42.159,0.098
5.0,0,1,4.384,30760.9,179.981,22.3,4.054,1.224,17.333,23.819,4.091,6.219,23.015,16087.0,2095.78,15175.0,88.421,88.421,1.817,5.724,6.046,1.414,34.348,21.998,12.382,7.157,3.522,7.306,75.333,4.608,1.966,1.667,22.579,1.678,35.797,12.643,15.313,58975.0,23.346,3.736,19.613,4.613,3.069,29191.0,26.121,1.934,1.937,59.491,16.052,162.974,22.25,512.954,1.879,1.879,2.6,10.125,4.187,22.878,22.878,22.878,22.878,22.878,16.402,1.379,1.763,8.88,35.995,0.112
5.0,0,0,3.695,17729.0,136.523,21.488,3.681,0.493,14.167,19.225,3.765,5.626,18.659,9435.0,1326.57,9211.0,77.82,77.82,1.014,6.242,5.563,0.961,29.4,19.109,12.778,7.249,3.607,6.139,59.0,4.186,1.141,1.072,19.225,1.0,30.971,9.878,11.371,26932.0,18.986,3.779,15.025,4.53,3.115,15682.0,18.751,2.173,1.81,43.138,12.6,124.382,17.5,478.033,1.0,1.0,2.168,8.165,3.8,18.342,18.342,18.342,18.342,18.342,13.084,1.0,1.697,8.178,32.239,0.135
5.7,1,1,3.033,4070.7,74.598,7.557,2.839,-0.488,8.667,12.372,2.975,4.876,12.613,2695.0,443.806,2607.0,45.759,45.759,0.18,2.847,4.392,0.332,18.5,11.026,7.0,4.256,2.838,4.0,38.5,3.518,0.752,0.557,12.372,0.099,20.214,6.594,7.657,7032.0,12.751,2.901,10.332,3.453,2.241,4311.0,10.318,1.0,1.761,29.393,8.5,71.059,12.25,292.971,0.107,0.107,1.398,3.711,3.367,12.483,12.483,12.483,12.483,12.483,8.843,-0.296,1.591,7.055,21.074,0.2
5.6,0,0,3.776,11822.0,118.685,18.786,3.768,0.983,12.167,17.225,3.845,5.621,17.231,6899.0,991.396,6547.0,61.634,61.634,1.0,3.945,5.586,1.15,24.781,15.401,9.16,5.563,3.168,5.444,54.0,3.674,1.097,1.122,16.355,1.0,27.323,9.185,10.997,21419.0,17.429,3.305,14.339,4.486,2.623,11639.0,14.937,1.299,1.921,42.412,11.819,104.096,16.0,388.63,1.0,1.0,1.832,7.218,3.768,17.154,17.154,17.154,17.154,17.154,12.204,1.0,1.687,8.015,27.978,0.149
6.191,0,1,4.381,40531.6,197.773,34.875,4.216,1.166,19.0,25.656,4.291,6.218,25.373,19781.0,2504.59,19083.0,109.996,109.996,2.215,9.127,6.095,1.526,39.571,26.743,14.556,8.319,3.765,8.167,78.167,4.387,1.697,1.649,26.656,1.479,41.755,13.269,15.234,56853.0,25.536,3.976,20.636,4.969,3.288,32774.0,35.284,2.469,1.889,61.514,17.429,182.117,24.25,660.512,1.711,1.711,2.869,12.79,4.252,24.488,24.488,24.488,24.488,24.488,17.427,1.905,1.775,9.031,44.006,0.107
4.7,0,1,2.915,3559.88,69.584,7.197,2.879,-0.593,7.833,11.502,3.018,4.625,11.957,2471.0,398.585,2367.0,38.494,38.494,-0.458,2.527,4.258,0.359,16.4,9.943,7.118,4.325,2.872,3.806,35.5,3.317,0.518,0.473,11.502,0.041,19.171,6.215,7.139,6167.0,12.168,2.931,9.736,3.448,2.207,3828.0,7.938,0.962,1.501,27.745,8.2,65.487,11.0,272.999,0.043,0.043,1.269,3.448,3.128,11.983,11.983,11.983,11.983,11.983,8.433,-0.618,1.57,6.872,20.063,0.211
5.0,0,0,3.875,14422.1,124.003,20.114,3.493,0.625,13.25,17.864,3.732,5.218,18.061,8015.0,1119.21,7787.0,83.595,83.595,1.077,6.182,5.096,0.81,28.367,18.869,11.8,7.128,3.515,5.361,54.0,3.605,0.985,1.03,18.571,0.98,30.157,9.286,11.476,19920.0,17.048,3.731,14.413,4.129,2.953,12486.0,26.424,2.0,1.565,44.023,12.433,107.342,16.25,497.131,1.0,1.0,2.279,10.196,3.614,16.419,16.419,16.419,16.419,16.419,11.915,0.946,1.672,7.942,32.841,0.16
5.0,0,0,4.488,46468.6,215.456,43.594,4.469,1.509,18.5,26.509,4.562,6.387,28.163,25302.0,2871.9,22801.0,99.456,99.456,1.903,5.952,6.266,2.205,39.533,24.081,13.769,7.828,3.685,8.333,82.5,4.214,2.432,2.42,26.509,1.809,44.858,14.516,17.53,59288.0,27.369,3.876,22.853,5.254,3.214,35103.0,35.82,2.146,2.005,71.333,18.667,198.131,26.25,607.106,1.877,1.877,2.655,17.217,4.532,26.999,26.999,26.999,26.999,26.999,19.081,1.582,1.797,9.281,47.074,0.098
5.959,0,1,4.196,34026.1,183.346,30.95,4.106,1.203,17.333,23.916,4.162,6.137,23.634,17155.0,2176.99,16431.0,104.576,104.576,1.929,8.298,6.058,1.61,37.4,24.361,13.382,7.881,3.68,7.611,75.333,4.368,1.615,1.625,23.545,1.4,38.257,12.575,14.513,54173.0,23.947,3.881,19.543,4.887,3.253,29467.0,29.189,2.369,1.925,56.393,16.0,168.974,23.0,583.706,1.533,1.533,2.464,10.748,4.098,23.162,23.162,23.162,23.162,23.162,16.529,1.494,1.763,8.882,39.563,0.111
5.6,0,0,4.625,28638.5,181.497,51.171,4.625,1.323,17.167,24.104,4.705,6.531,25.224,15429.0,1977.84,14253.0,94.602,94.602,1.923,5.602,6.422,2.485,36.8,22.293,9.743,5.908,3.221,7.472,75.0,4.232,2.715,2.852,24.104,1.704,40.552,13.061,15.892,36566.0,24.38,3.324,20.498,5.405,2.119,22158.0,34.267,0.993,1.959,63.666,16.6,177.525,23.75,559.77,1.857,1.857,2.483,19.81,4.562,23.93,23.93,23.93,23.93,23.93,17.008,1.502,1.78,9.037,42.523,0.111
5.0,0,0,3.857,15509.0,132.838,22.034,3.727,0.574,14.167,19.129,3.755,5.861,18.636,8592.0,1237.64,8254.0,79.908,79.908,1.233,4.598,5.74,1.072,29.614,17.922,10.667,6.212,3.355,5.778,60.5,4.058,1.336,1.316,18.259,1.341,29.828,10.005,12.287,25146.0,18.49,3.526,15.754,4.533,2.883,14278.0,22.503,1.654,1.837,47.189,12.386,128.382,18.25,445.539,1.479,1.479,2.206,7.274,3.768,17.947,17.947,17.947,17.947,17.947,12.936,1.095,1.702,8.21,30.415,0.141
5.6,0,0,3.728,14404.3,127.422,18.844,3.509,0.432,15.083,19.32,3.548,6.095,17.261,7003.0,1132.61,7220.0,80.233,80.233,1.289,6.169,5.637,0.815,28.633,19.672,9.808,6.273,3.268,5.861,58.5,4.674,1.021,0.917,19.57,1.056,28.314,9.849,11.401,26938.0,17.369,3.485,13.877,4.316,2.662,14305.0,18.539,1.544,1.782,45.194,12.167,120.211,16.25,460.024,1.151,1.151,2.375,5.87,3.733,16.903,16.903,16.903,16.903,16.903,12.273,1.053,1.692,8.106,29.063,0.159
5.788,0,0,3.667,17472.8,136.221,18.622,3.64,1.0,13.167,18.64,3.746,5.517,19.228,10189.0,1308.79,9503.0,70.906,70.906,1.111,5.079,5.379,0.97,27.867,17.564,11.889,7.121,3.544,5.917,57.0,3.753,1.23,1.148,18.64,1.181,31.542,9.933,11.767,24084.0,18.793,3.729,15.279,4.42,2.967,14739.0,19.934,1.901,1.849,44.903,12.933,124.382,16.75,459.267,1.233,1.233,2.012,7.822,3.805,18.516,18.516,18.516,18.516,18.516,13.187,1.0,1.696,8.18,33.33,0.136
7.0,0,0,4.152,11727.3,121.865,11.113,3.575,0.991,13.0,17.999,3.598,5.937,17.874,7005.0,1016.1,6554.0,61.503,61.503,1.443,3.169,5.445,0.597,25.286,15.438,8.231,4.97,3.007,5.444,56.333,3.999,1.034,0.863,18.499,1.32,27.649,9.651,12.085,23195.0,17.794,3.126,15.206,4.018,2.519,12026.0,18.337,1.343,1.858,49.362,12.514,120.211,17.0,371.983,1.414,1.414,2.391,6.559,3.964,17.585,17.585,17.585,17.585,17.585,12.542,1.088,1.701,8.15,28.04,0.149
5.7,0,0,3.266,5501.99,85.905,16.21,3.246,-0.416,10.083,14.002,3.429,4.944,14.366,3387.0,558.641,3310.0,63.205,63.205,0.151,3.703,4.844,0.672,22.1,13.5,7.1,4.409,2.859,4.389,43.5,3.645,0.82,0.764,14.252,0.699,23.369,7.653,8.756,9046.0,13.918,2.94,11.408,4.16,2.243,5539.0,14.651,1.02,1.815,33.511,9.7,84.439,13.0,348.427,0.719,0.719,1.53,6.085,3.599,13.584,13.584,13.584,13.584,13.584,9.694,-0.119,1.625,7.375,24.904,0.204
5.0,1,1,4.025,23148.3,155.478,23.773,3.657,0.983,17.083,22.052,3.69,6.013,20.279,11502.0,1636.3,11404.0,100.387,100.387,1.403,6.558,5.847,1.003,34.862,22.35,12.033,7.355,3.497,6.5,69.5,4.721,1.518,1.329,20.561,1.354,32.661,11.441,13.658,44179.0,19.929,3.762,16.573,4.55,2.944,22526.0,25.976,2.036,1.782,51.698,13.738,141.207,20.0,508.634,1.451,1.451,2.587,6.467,3.925,19.342,19.342,19.342,19.342,19.342,14.112,1.245,1.725,8.489,33.222,0.133
5.209,0,1,4.146,19614.2,146.72,15.167,3.748,0.924,15.167,20.543,3.865,5.693,20.121,10610.0,1477.32,10153.0,80.895,80.895,1.677,5.724,5.367,0.934,29.105,20.081,11.517,6.704,3.449,6.361,61.667,4.045,1.253,1.032,21.897,1.317,32.33,10.684,12.726,35161.0,20.289,3.639,16.867,4.302,2.935,18655.0,23.796,2.017,1.85,53.001,14.695,134.881,19.0,497.176,1.336,1.336,2.623,8.419,3.963,19.524,19.524,19.524,19.524,19.524,13.974,1.295,1.719,8.404,34.171,0.133
5.6,0,0,3.768,28122.8,165.259,24.074,3.801,0.961,14.5,21.045,3.902,5.624,22.392,15952.0,1866.61,14696.0,85.467,85.467,1.698,5.884,5.623,1.171,32.733,20.056,14.968,8.413,3.829,6.889,66.5,3.82,1.319,1.243,21.045,1.235,35.805,11.444,13.239,39438.0,22.345,4.014,18.12,4.642,3.389,23308.0,26.065,2.614,1.945,55.109,14.667,144.825,20.5,515.786,1.415,1.415,2.418,9.249,3.95,21.8,21.8,21.8,21.8,21.8,15.314,1.258,1.73,8.556,37.551,0.123
