pXC50,nBO,nCsp2,nCsp3,nSK,nBM,nC,nHet,nBT,Se,nAT,Mi,MW,Sv,Si,C.,Sp,nH,nAB,nX,nDB,Mv,nF,Me,RBN,SCBO,X.,nO,nHM,O.,Mp
6.215,45,6,25,42,8,31,11,95,91.77,92,1.138,606.92,52.678,104.719,33.7,56.91,50,5,0,3,0.573,0,0.998,14,50.5,0.0,6,1,6.5,0.619
7.699,50,12,23,46,14,35,11,100,95.77,96,1.132,654.96,56.678,108.719,36.5,60.91,50,11,0,3,0.59,0,0.998,14,58.5,0.0,6,1,6.3,0.634
6.156,48,22,13,43,21,35,8,85,79.84,80,1.119,618.65,51.346,89.485,43.8,54.802,37,18,2,3,0.642,0,0.998,10,60.0,2.5,3,2,3.8,0.685
4.699,67,26,23,63,28,49,14,132,127.628,128,1.133,864.21,76.431,144.995,38.3,81.302,65,24,0,4,0.597,0,0.997,20,83.0,0.0,7,0,5.5,0.635
6.416,49,22,12,44,21,34,10,83,78.607,78,1.118,655.06,51.361,87.223,43.6,54.353,34,18,3,3,0.658,0,1.008,10,61.0,3.8,4,3,5.1,0.697
6.64,50,22,13,45,21,35,10,85,80.581,80,1.121,715.53,52.754,89.666,43.8,56.091,35,18,4,3,0.659,1,1.007,10,62.0,5.0,3,3,3.8,0.701
4.523,65,24,18,62,29,42,20,122,120.145,119,1.139,877.06,72.214,135.556,35.3,76.103,57,22,0,7,0.607,0,1.01,25,83.0,0.0,9,1,7.6,0.64
4.0,32,8,17,31,8,25,6,72,70.301,71,1.137,432.67,39.911,80.723,35.2,43.296,40,6,0,2,0.562,0,0.99,10,37.0,0.0,4,0,5.6,0.61
4.0,40,14,16,39,14,30,9,85,83.825,84,1.137,543.78,48.416,95.471,35.7,51.733,45,12,0,2,0.576,0,0.998,16,48.0,0.0,6,0,7.1,0.616
7.268,51,22,12,46,21,34,12,83,79.821,78,1.132,674.59,51.684,88.298,43.6,53.307,32,18,5,3,0.663,3,1.023,10,63.0,6.4,4,2,5.1,0.683
6.824,49,12,23,46,14,35,11,101,97.654,98,1.134,656.98,57.205,111.134,35.7,61.671,52,11,0,3,0.584,0,0.996,16,57.5,0.0,6,1,6.1,0.629
4.432,24,7,13,24,7,20,4,58,56.996,58,1.139,334.56,31.901,66.059,34.5,35.103,34,6,0,1,0.55,0,0.983,11,28.0,0.0,2,0,3.4,0.605
6.538,55,9,33,53,9,42,11,127,123.741,125,1.141,745.18,69.0,142.576,33.6,75.092,72,6,0,3,0.552,0,0.99,23,61.0,0.0,7,0,5.6,0.601
5.367,40,8,22,38,8,30,8,88,85.49,86,1.137,532.8,48.448,97.803,34.9,52.251,48,6,0,2,0.563,0,0.994,13,45.0,0.0,6,0,7.0,0.608
7.62,43,8,26,41,8,34,7,99,95.697,97,1.137,572.92,53.84,110.254,35.1,58.842,56,6,0,2,0.555,0,0.987,16,48.0,0.0,5,0,5.2,0.607
5.092,40,8,23,38,8,31,7,90,87.047,88,1.136,530.83,49.26,100.008,35.2,53.557,50,6,0,2,0.56,0,0.989,13,45.0,0.0,5,0,5.7,0.609
7.921,55,13,26,53,15,39,14,118,115.745,116,1.143,742.09,65.904,132.58,33.6,70.541,63,11,0,4,0.568,0,0.998,22,64.5,0.0,7,0,6.0,0.608
6.0,57,20,20,54,22,40,14,112,109.21,109,1.137,746.02,64.797,123.919,36.7,68.495,55,17,0,5,0.594,0,1.002,21,70.5,0.0,7,0,6.4,0.628
8.578,56,9,33,54,9,42,12,128,125.068,126,1.141,761.18,69.715,143.785,33.3,75.546,72,6,0,3,0.553,0,0.993,24,62.0,0.0,8,0,6.3,0.6
6.699,53,13,26,51,15,39,12,115,112.315,113,1.14,711.07,64.168,128.872,34.5,69.08,62,11,0,4,0.568,0,0.994,21,62.5,0.0,6,0,5.3,0.611
7.569,38,7,21,36,7,28,8,83,80.563,81,1.142,526.21,46.009,92.541,34.6,49.927,45,6,2,1,0.568,1,0.995,12,42.0,2.5,3,1,3.7,0.616
8.553,47,8,28,45,8,36,9,108,104.894,106,1.14,632.0,58.63,120.792,34.0,63.825,61,6,0,2,0.553,0,0.99,19,52.0,0.0,6,0,5.7,0.602
8.391,54,9,32,52,9,41,11,124,120.857,122,1.141,731.15,67.474,139.161,33.6,73.331,70,6,0,3,0.553,0,0.991,23,60.0,0.0,7,0,5.7,0.601
6.57,64,20,26,61,22,46,15,132,128.614,129,1.139,845.22,74.979,146.908,35.7,80.069,68,17,0,5,0.581,0,0.997,23,77.5,0.0,7,0,5.4,0.621
7.854,53,9,31,51,9,40,11,120,117.199,118,1.139,718.1,65.64,134.457,33.9,71.018,67,6,0,3,0.556,0,0.993,23,59.0,0.0,8,0,6.8,0.602
8.587,59,9,35,56,9,44,12,133,128.952,130,1.14,787.22,72.242,148.2,33.8,78.308,74,6,0,3,0.556,0,0.992,24,65.0,0.0,8,0,6.2,0.602
8.245,62,21,22,60,23,43,17,126,124.166,124,1.142,833.17,72.441,141.659,34.7,76.796,64,17,0,6,0.584,0,1.001,24,76.5,0.0,7,0,5.6,0.619
6.0,57,26,14,54,28,40,14,106,103.559,103,1.133,739.96,63.216,116.673,38.8,66.211,49,23,0,5,0.614,0,1.005,21,73.5,0.0,7,0,6.8,0.643
7.77,56,13,27,54,15,40,14,121,118.628,119,1.143,756.12,67.431,135.995,33.6,72.302,65,11,0,4,0.567,0,0.997,23,65.5,0.0,7,0,5.9,0.608
6.469,41,8,25,40,8,33,7,97,94.697,96,1.138,560.91,52.84,109.254,34.4,57.842,56,6,0,2,0.55,0,0.986,17,46.0,0.0,5,0,5.2,0.603
4.796,44,26,10,41,26,36,5,85,80.748,82,1.12,547.8,50.503,91.803,43.9,54.393,41,24,0,2,0.616,0,0.985,16,58.0,0.0,2,0,2.4,0.663
5.886,47,8,29,45,8,37,8,109,105.675,107,1.137,631.01,59.136,121.709,34.6,64.58,62,6,0,2,0.553,0,0.988,19,52.0,0.0,6,0,5.6,0.604
6.538,47,8,29,45,8,37,8,109,105.675,107,1.137,631.01,59.136,121.709,34.6,64.58,62,6,0,2,0.553,0,0.988,19,52.0,0.0,6,0,5.6,0.604
5.244,42,26,8,39,26,34,5,79,74.981,76,1.118,519.74,47.449,84.972,44.7,50.87,37,24,0,2,0.624,0,0.987,14,56.0,0.0,2,0,2.6,0.669
8.292,58,14,30,55,15,44,11,126,121.974,123,1.136,765.16,69.947,139.745,35.8,75.569,68,12,0,3,0.569,0,0.992,23,67.0,0.0,7,0,5.7,0.614
8.409,58,12,31,55,14,43,12,128,123.85,125,1.14,767.19,70.275,142.533,34.4,76.126,70,11,0,3,0.562,0,0.991,24,66.5,0.0,6,0,4.8,0.609
8.521,44,8,25,42,8,33,9,98,95.468,96,1.138,590.89,53.743,109.258,34.4,57.989,54,6,0,2,0.56,0,0.994,16,49.0,0.0,7,0,7.3,0.604
7.77,59,18,24,56,21,42,14,120,116.861,117,1.138,776.1,68.377,133.164,35.9,72.779,61,17,0,4,0.584,0,0.999,22,71.5,0.0,7,0,6.0,0.622
8.447,55,9,33,53,9,42,11,128,124.515,126,1.142,744.2,69.307,143.865,33.3,75.643,73,6,0,3,0.55,0,0.988,24,61.0,0.0,6,0,4.8,0.6
8.509,47,8,28,45,8,36,9,107,104.119,105,1.138,632.98,58.324,119.503,34.3,63.273,60,6,0,2,0.555,0,0.992,19,52.0,0.0,7,0,6.7,0.603
6.0,47,6,27,44,8,33,11,101,97.537,98,1.138,634.98,55.731,111.55,33.7,60.432,54,5,0,3,0.569,0,0.995,15,52.5,0.0,6,1,6.1,0.617
8.671,60,9,35,57,9,44,13,134,130.279,131,1.141,803.22,72.957,149.41,33.6,78.762,74,6,0,3,0.557,0,0.994,24,66.0,0.0,9,0,6.9,0.601
7.357,45,8,27,43,8,35,8,103,99.908,101,1.137,602.95,56.082,114.879,34.7,61.058,58,6,0,2,0.555,0,0.989,17,50.0,0.0,6,0,5.9,0.605
6.432,51,12,24,47,14,36,11,103,98.654,99,1.133,668.99,58.205,112.134,36.4,62.671,52,11,0,3,0.588,0,0.997,15,59.5,0.0,6,1,6.1,0.633
4.0,40,15,13,36,15,28,8,74,69.93,70,1.135,491.67,42.822,79.478,40.0,45.296,34,12,1,3,0.612,1,0.999,6,49.0,1.4,2,0,2.9,0.647
5.398,42,8,26,41,8,34,7,100,97.581,99,1.138,574.94,54.367,112.669,34.3,59.603,58,6,0,2,0.549,0,0.986,18,47.0,0.0,5,0,5.1,0.602
7.481,47,6,27,44,8,33,11,101,97.537,98,1.138,634.98,55.731,111.55,33.7,60.432,54,5,0,3,0.569,0,0.995,15,52.5,0.0,6,1,6.1,0.617
7.174,38,7,22,36,7,29,7,86,83.123,84,1.143,505.8,46.708,96.012,34.5,50.83,48,6,1,1,0.556,1,0.99,12,42.0,1.2,3,0,3.6,0.605
7.518,37,7,21,35,7,28,7,83,80.239,81,1.143,491.77,45.181,92.597,34.6,49.069,46,6,1,1,0.558,1,0.991,13,41.0,1.2,3,0,3.7,0.606
6.903,38,7,21,36,7,28,8,83,80.374,81,1.138,542.66,46.453,92.146,34.6,50.847,45,6,2,1,0.573,0,0.992,13,42.0,2.5,3,2,3.7,0.628
6.31,36,7,21,34,7,28,6,83,79.727,81,1.139,473.78,44.798,92.258,34.6,49.131,47,6,0,1,0.553,0,0.984,12,40.0,0.0,3,0,3.7,0.607
6.108,49,8,28,47,10,36,11,109,106.523,107,1.137,681.05,60.225,121.633,33.6,65.376,60,6,0,4,0.563,0,0.996,19,56.0,0.0,8,1,7.5,0.611
6.114,48,8,28,46,9,36,10,108,105.196,106,1.136,665.05,59.511,120.423,34.0,64.921,60,6,0,3,0.561,0,0.992,19,54.0,0.0,7,1,6.6,0.612
5.432,39,8,22,37,8,30,7,87,84.163,85,1.136,516.8,47.733,96.593,35.3,51.796,48,6,0,2,0.562,0,0.99,13,44.0,0.0,5,0,5.9,0.609
6.511,34,7,19,32,7,26,6,77,73.959,75,1.139,445.72,41.745,85.427,34.7,45.609,43,6,0,1,0.557,0,0.986,11,38.0,0.0,3,0,4.0,0.608
6.812,38,7,22,36,7,29,7,86,82.934,84,1.138,522.25,47.152,95.617,34.5,51.751,48,6,1,1,0.561,0,0.987,13,42.0,1.2,3,1,3.6,0.616
6.721,36,7,20,34,7,27,7,80,77.167,78,1.138,494.19,44.099,88.786,34.6,48.228,44,6,1,1,0.565,0,0.989,12,40.0,1.3,3,1,3.8,0.618
7.237,36,7,20,34,7,27,7,80,77.356,78,1.143,477.74,43.655,89.182,34.6,47.307,44,6,1,1,0.56,1,0.992,12,40.0,1.3,3,0,3.8,0.607
7.328,37,7,21,35,7,28,7,83,80.239,81,1.143,491.77,45.181,92.597,34.6,49.069,46,6,1,1,0.558,1,0.991,12,41.0,1.2,3,0,3.7,0.606
6.502,36,7,20,34,7,27,7,80,77.167,78,1.138,494.19,44.099,88.786,34.6,48.228,44,6,1,1,0.565,0,0.989,11,40.0,1.3,3,1,3.8,0.618
7.194,36,7,21,34,7,28,6,83,79.727,81,1.139,473.78,44.798,92.258,34.6,49.131,47,6,0,1,0.553,0,0.984,12,40.0,0.0,3,0,3.7,0.607
9.315,37,7,21,35,7,28,7,83,80.05,81,1.138,508.22,45.626,92.202,34.6,49.989,46,6,1,1,0.563,0,0.988,12,41.0,1.2,3,1,3.7,0.617
7.921,37,7,21,35,7,28,7,83,79.956,81,1.137,552.67,45.823,92.099,34.6,50.484,46,6,1,1,0.566,0,0.987,12,41.0,1.2,3,1,3.7,0.623
6.79,37,7,22,35,7,29,6,86,82.61,84,1.139,487.81,46.325,95.673,34.5,50.893,49,6,0,1,0.551,0,0.983,13,41.0,0.0,3,0,3.6,0.606
6.783,35,7,20,33,7,27,6,80,76.843,78,1.139,459.75,43.271,88.842,34.6,47.37,45,6,0,1,0.555,0,0.985,11,39.0,0.0,3,0,3.8,0.607
6.821,37,7,21,35,7,28,7,83,80.05,81,1.138,508.22,45.626,92.202,34.6,49.989,46,6,1,1,0.563,0,0.988,12,41.0,1.2,3,1,3.7,0.617
6.545,38,7,23,36,7,30,6,89,85.494,87,1.139,501.84,47.852,99.088,34.5,52.654,51,6,0,1,0.55,0,0.983,13,42.0,0.0,3,0,3.4,0.605
7.471,38,7,22,36,7,29,7,87,83.937,85,1.14,503.81,47.04,96.882,34.1,51.347,49,6,0,1,0.553,0,0.987,13,42.0,0.0,4,0,4.7,0.604
7.215,37,7,21,35,7,28,7,83,80.239,81,1.143,491.77,45.181,92.597,34.6,49.069,46,6,1,1,0.558,1,0.991,12,41.0,1.2,3,0,3.7,0.606
7.249,38,7,21,36,8,29,7,84,80.945,82,1.138,498.79,46.293,93.341,35.4,50.376,46,6,0,1,0.565,0,0.987,12,44.0,0.0,3,0,3.7,0.614
7.553,38,7,21,36,7,28,8,83,80.563,81,1.142,526.21,46.009,92.541,34.6,49.927,45,6,2,1,0.568,1,0.995,12,42.0,2.5,3,1,3.7,0.616
6.433,37,7,20,35,7,27,8,80,77.679,78,1.143,512.18,44.482,89.126,34.6,48.165,43,6,2,1,0.57,1,0.996,12,41.0,2.6,3,1,3.8,0.618
6.215,37,7,20,35,7,27,8,80,77.49,78,1.138,528.63,44.926,88.73,34.6,49.086,43,6,2,1,0.576,0,0.993,12,41.0,2.6,3,2,3.8,0.629
8.398,37,7,21,35,7,28,7,83,80.05,81,1.138,508.22,45.626,92.202,34.6,49.989,46,6,1,1,0.563,0,0.988,13,41.0,1.2,3,1,3.7,0.617
6.35,36,7,21,34,7,28,6,83,79.727,81,1.139,473.78,44.798,92.258,34.6,49.131,47,6,0,1,0.553,0,0.984,13,40.0,0.0,3,0,3.7,0.607
6.0,40,8,22,38,8,30,8,89,86.265,87,1.139,531.82,48.755,99.092,34.5,52.802,49,6,0,2,0.56,0,0.992,13,45.0,0.0,5,0,5.7,0.607
8.081,49,12,23,46,14,35,11,101,97.654,98,1.134,656.98,57.205,111.134,35.7,61.671,52,11,0,3,0.584,0,0.996,16,57.5,0.0,6,1,6.1,0.629
8.185,45,8,26,43,8,34,9,101,98.352,99,1.138,604.92,55.27,112.673,34.3,59.751,56,6,0,2,0.558,0,0.993,17,50.0,0.0,7,0,7.1,0.604
6.0,38,8,22,37,8,30,7,88,86.047,87,1.138,518.82,48.26,99.008,34.5,52.557,50,6,0,2,0.555,0,0.989,15,43.0,0.0,5,0,5.7,0.604
7.553,51,12,23,49,16,35,14,107,105.068,105,1.141,705.04,60.489,119.756,33.3,64.898,56,11,0,5,0.576,0,1.001,19,61.5,0.0,7,1,6.7,0.618
6.41,40,7,22,38,7,29,9,86,84.148,84,1.151,541.78,47.475,96.692,34.5,50.705,46,6,3,1,0.565,3,1.002,12,44.0,3.6,3,0,3.6,0.604
7.161,41,7,22,39,7,29,10,87,85.476,85,1.152,557.78,48.19,97.901,34.1,51.16,46,6,3,1,0.567,3,1.006,13,45.0,3.5,4,0,4.7,0.602
7.066,46,21,13,42,20,34,8,86,81.727,82,1.124,590.22,50.76,92.165,41.5,54.16,40,18,1,2,0.619,0,0.997,12,57.0,1.2,4,1,4.9,0.66
6.796,47,10,27,45,9,37,8,107,103.792,105,1.136,628.99,58.609,119.294,35.2,63.819,60,6,0,3,0.558,0,0.988,19,53.0,0.0,6,0,5.7,0.608
7.056,48,21,12,43,20,33,10,80,75.978,75,1.126,647.03,49.698,84.484,44.0,52.319,32,18,5,2,0.663,2,1.013,10,59.0,6.7,2,3,2.7,0.698
6.556,54,26,13,49,26,39,10,96,91.014,91,1.118,700.36,58.189,101.71,42.9,62.023,42,23,1,3,0.639,0,1.0,14,68.5,1.1,5,2,5.5,0.682
6.194,49,22,15,45,21,37,8,94,89.498,90,1.125,611.85,54.701,101.261,41.1,58.279,45,18,0,3,0.608,0,0.994,14,61.0,0.0,5,0,5.6,0.648
6.0,38,8,21,36,8,29,7,84,81.279,82,1.136,502.77,46.206,93.178,35.4,50.035,46,6,0,2,0.563,0,0.991,13,43.0,0.0,5,0,6.1,0.61
7.081,58,15,29,55,15,44,11,125,121.199,122,1.135,766.14,69.64,138.457,36.1,75.018,67,12,0,3,0.571,0,0.993,23,67.0,0.0,8,0,6.6,0.615
7.066,48,22,13,44,21,35,9,88,84.054,84,1.124,618.23,52.475,94.375,41.7,55.614,40,18,1,3,0.625,0,1.001,12,60.0,1.2,5,1,6.0,0.662
5.807,49,22,13,44,21,35,9,85,80.163,80,1.118,653.09,52.173,89.429,43.8,55.659,36,18,3,3,0.652,0,1.002,10,61.0,3.8,3,3,3.8,0.696
6.59,51,22,13,46,21,35,11,85,81.0,80,1.121,705.52,53.384,89.712,43.8,56.455,34,18,5,3,0.667,1,1.012,10,63.0,6.3,3,4,3.8,0.706
7.469,51,22,12,46,21,34,12,83,79.632,78,1.127,691.04,52.128,87.902,43.6,54.228,32,18,5,3,0.668,2,1.021,10,63.0,6.4,4,3,5.1,0.695
7.252,54,23,15,49,22,38,11,95,90.265,90,1.121,768.63,58.161,100.864,42.2,62.137,41,18,3,4,0.646,0,1.003,14,67.0,3.3,4,3,4.4,0.69
7.484,46,9,25,45,11,34,11,103,101.53,102,1.138,652.01,57.478,116.091,33.3,62.404,57,6,0,5,0.564,0,0.995,18,54.0,0.0,7,1,6.9,0.612
6.889,45,21,12,41,20,33,8,83,78.843,79,1.123,576.19,49.233,88.75,41.8,52.398,38,18,1,2,0.623,0,0.998,12,56.0,1.3,4,1,5.1,0.663
8.041,52,22,15,47,21,37,10,93,88.261,88,1.122,678.71,55.829,98.734,42.0,59.233,41,18,2,3,0.634,0,1.003,13,64.0,2.3,5,2,5.7,0.673
7.638,47,18,14,42,19,32,10,83,78.134,78,1.122,627.69,50.028,87.488,41.0,53.694,36,17,2,2,0.641,0,1.002,10,57.5,2.6,3,3,3.8,0.688
6.914,47,22,13,43,21,35,8,88,83.73,84,1.124,583.79,51.647,94.431,41.7,54.756,41,18,0,3,0.615,0,0.997,12,59.0,0.0,5,0,6.0,0.652
7.398,52,22,14,47,21,36,11,89,84.698,84,1.119,717.56,55.243,93.997,42.9,58.733,37,18,4,3,0.658,0,1.008,10,64.0,4.8,4,4,4.8,0.699
6.341,51,22,15,46,21,37,9,93,87.938,88,1.123,644.27,55.002,98.79,42.0,58.375,42,18,1,3,0.625,0,0.999,13,63.0,1.1,5,1,5.7,0.663
7.222,51,22,14,46,21,36,10,88,83.371,83,1.118,701.56,54.528,92.788,43.4,58.279,37,18,4,3,0.657,0,1.004,10,63.0,4.8,3,4,3.6,0.702
5.398,63,27,20,59,28,47,12,123,118.432,119,1.13,805.13,71.641,134.457,39.5,76.319,60,24,0,4,0.602,0,0.995,19,79.0,0.0,6,0,5.0,0.641
8.386,53,9,32,51,9,41,10,122,118.755,120,1.139,716.13,66.452,136.662,34.2,72.325,69,6,0,3,0.554,0,0.99,23,59.0,0.0,7,0,5.8,0.603
6.886,56,28,13,51,27,41,10,99,94.145,94,1.119,728.77,60.356,105.149,43.6,63.995,43,24,2,3,0.642,0,1.002,14,71.0,2.1,5,2,5.3,0.681
5.125,46,22,12,42,21,34,8,85,80.847,81,1.124,569.76,50.121,91.016,42.0,52.995,39,18,0,3,0.619,0,0.998,12,58.0,0.0,5,0,6.2,0.654
8.149,51,22,13,46,21,35,11,86,81.814,81,1.118,703.53,53.716,90.582,43.2,56.972,35,18,4,3,0.663,0,1.01,10,63.0,4.9,4,4,4.9,0.703
6.77,56,27,13,51,28,40,11,100,95.225,95,1.119,730.39,60.43,106.335,42.1,64.239,44,24,1,4,0.636,0,1.002,15,72.0,1.1,6,2,6.3,0.676
5.959,49,22,12,44,21,34,10,83,78.607,78,1.118,655.06,51.361,87.223,43.6,54.353,34,18,3,3,0.658,0,1.008,10,61.0,3.8,4,3,5.1,0.697
6.443,57,21,19,55,23,40,15,113,111.312,111,1.139,761.04,65.818,126.417,36.0,69.501,56,17,0,6,0.593,0,1.003,22,71.5,0.0,7,0,6.3,0.626
9.202,63,21,23,60,23,44,16,125,122.29,122,1.138,831.14,72.113,138.872,36.1,76.239,62,17,0,6,0.591,0,1.002,24,77.5,0.0,8,0,6.6,0.625
7.745,53,21,17,48,21,38,10,99,93.927,94,1.127,654.88,57.437,105.969,40.4,60.739,46,18,0,3,0.611,0,0.999,14,65.0,0.0,6,0,6.4,0.646
8.626,64,21,24,61,23,45,16,128,125.174,125,1.138,845.17,73.64,142.287,36.0,78.001,64,17,0,6,0.589,0,1.001,24,78.5,0.0,8,0,6.4,0.624
7.097,61,27,16,58,29,43,15,115,112.428,112,1.134,795.05,68.291,127.002,38.4,71.739,54,23,0,6,0.61,0,1.004,22,78.5,0.0,7,0,6.3,0.641
7.444,48,21,12,43,20,33,10,80,75.978,75,1.126,647.03,49.698,84.484,44.0,52.319,32,18,5,2,0.663,2,1.013,10,59.0,6.7,2,3,2.7,0.698
5.801,49,22,13,44,21,35,9,85,80.163,80,1.118,653.09,52.173,89.429,43.8,55.659,36,18,3,3,0.652,0,1.002,10,61.0,3.8,3,3,3.8,0.696
6.382,50,22,13,45,21,35,10,87,82.494,82,1.121,650.65,52.776,91.904,42.7,55.711,37,18,2,3,0.644,0,1.006,11,62.0,2.4,5,2,6.1,0.679
5.721,50,22,14,45,21,36,9,89,84.05,84,1.12,648.68,53.588,94.109,42.9,57.017,39,18,2,3,0.638,0,1.001,11,62.0,2.4,4,2,4.8,0.679
8.432,58,9,34,55,9,43,12,130,126.068,127,1.14,773.19,70.715,144.785,33.9,76.546,72,6,0,3,0.557,0,0.993,23,64.0,0.0,8,0,6.3,0.603
5.854,41,7,22,39,7,29,10,86,84.472,84,1.15,576.22,48.302,96.636,34.5,51.563,45,6,4,1,0.575,3,1.006,13,45.0,4.8,3,1,3.6,0.614
7.436,57,9,34,54,9,43,11,129,124.741,126,1.139,757.19,70.0,143.576,34.1,76.092,72,6,0,3,0.556,0,0.99,20,63.0,0.0,7,0,5.6,0.604
7.699,38,7,21,36,7,28,8,83,80.752,81,1.147,509.76,45.565,92.937,34.6,49.006,45,6,2,1,0.563,2,0.997,12,42.0,2.5,3,0,3.7,0.605
8.309,59,9,35,56,9,44,12,134,129.726,131,1.141,786.24,72.549,149.489,33.6,78.859,75,6,0,3,0.554,0,0.99,24,65.0,0.0,7,0,5.3,0.602
7.26,35,7,20,33,7,27,6,80,76.843,78,1.139,459.75,43.271,88.842,34.6,47.37,45,6,0,1,0.555,0,0.985,12,39.0,0.0,3,0,3.8,0.607
6.117,35,7,19,33,7,26,7,77,74.283,75,1.138,480.16,42.572,85.371,34.7,46.466,42,6,1,1,0.568,0,0.99,11,39.0,1.3,3,1,4.0,0.62
7.699,48,13,23,47,15,36,11,105,103.446,104,1.14,655.98,59.093,118.543,34.6,63.552,57,11,0,4,0.568,0,0.995,20,57.5,0.0,6,0,5.8,0.611
7.174,37,7,22,35,7,29,6,86,82.61,84,1.139,487.81,46.325,95.673,34.5,50.893,49,6,0,1,0.551,0,0.983,12,41.0,0.0,3,0,3.6,0.606
8.699,52,12,27,50,15,39,11,115,111.846,113,1.137,714.14,64.145,128.499,34.5,70.029,63,11,0,4,0.568,0,0.99,21,61.5,0.0,5,1,4.4,0.62
8.398,51,12,27,49,14,39,10,114,110.519,112,1.137,698.14,63.43,127.29,34.8,69.575,63,11,0,3,0.566,0,0.987,21,59.5,0.0,4,1,3.6,0.621
6.77,61,21,22,59,23,43,16,123,121.29,121,1.139,819.13,71.113,137.872,35.5,75.239,62,17,0,6,0.588,0,1.002,24,75.5,0.0,8,0,6.6,0.622
7.561,65,26,22,62,28,48,14,130,126.628,127,1.134,852.2,75.431,143.995,37.8,80.302,65,23,0,5,0.594,0,0.997,24,81.5,0.0,7,0,5.5,0.632
7.886,41,12,16,38,17,28,10,81,77.941,78,1.14,524.74,45.943,88.886,35.9,48.796,40,15,0,2,0.589,0,0.999,12,50.5,0.0,4,0,5.1,0.626
8.699,53,12,27,51,16,39,12,116,113.174,114,1.138,730.14,64.86,129.709,34.2,70.484,63,11,0,5,0.569,0,0.993,21,63.5,0.0,6,1,5.3,0.618
8.699,39,8,22,39,8,30,9,92,91.359,92,1.143,551.86,50.523,105.131,32.6,54.779,53,6,0,2,0.549,0,0.993,19,44.0,0.0,6,0,6.5,0.595
8.699,34,7,19,34,7,26,8,80,79.607,80,1.142,482.74,43.921,91.387,32.5,47.489,46,6,0,1,0.549,0,0.995,18,38.0,0.0,6,0,7.5,0.594
8.523,35,7,20,35,7,27,8,83,82.49,83,1.142,496.77,45.448,94.803,32.5,49.251,48,6,0,1,0.548,0,0.994,19,39.0,0.0,6,0,7.2,0.593
7.796,37,7,20,37,9,27,10,85,84.894,85,1.14,544.84,47.35,96.932,31.8,51.353,48,6,0,3,0.557,0,0.999,19,43.0,0.0,7,1,8.2,0.604
8.189,40,7,23,40,9,30,10,94,93.545,94,1.14,586.93,51.93,107.178,31.9,56.637,54,6,0,3,0.552,0,0.995,20,46.0,0.0,7,1,7.4,0.603
8.461,39,8,19,38,12,27,11,85,83.919,84,1.147,534.79,47.238,96.341,32.1,50.535,46,11,0,1,0.562,0,0.999,19,45.5,0.0,5,0,6.0,0.602
6.469,34,8,18,34,8,26,8,78,77.723,78,1.141,480.72,43.394,88.972,33.3,46.728,44,6,0,2,0.556,0,0.996,17,39.0,0.0,6,0,7.7,0.599
8.699,41,7,25,40,7,32,8,98,95.799,97,1.142,563.92,52.862,110.752,33.0,57.847,57,6,0,1,0.545,0,0.988,19,45.0,0.0,5,0,5.2,0.596
8.699,37,8,20,37,8,28,9,85,84.818,85,1.141,524.78,47.163,97.012,32.9,50.705,48,6,0,2,0.555,0,0.998,20,42.0,0.0,7,0,8.2,0.597
6.658,34,7,18,34,9,25,9,78,77.799,78,1.14,500.78,43.581,88.892,32.1,47.375,44,6,0,3,0.559,0,0.997,16,40.0,0.0,6,1,7.7,0.607
8.523,39,8,23,39,8,31,8,94,92.916,94,1.142,549.89,51.335,107.337,33.0,56.086,55,6,0,2,0.546,0,0.988,19,44.0,0.0,5,0,5.3,0.597
7.585,39,12,20,38,13,32,6,90,87.494,89,1.136,525.86,49.852,101.088,36.0,54.654,51,12,0,1,0.56,0,0.983,16,46.0,0.0,3,0,3.4,0.614
9.277,40,8,23,40,8,31,9,95,94.243,95,1.143,565.89,52.05,108.547,32.6,56.54,55,6,0,2,0.548,0,0.992,19,45.0,0.0,6,0,6.3,0.595
8.523,39,8,22,39,8,30,9,92,91.359,92,1.143,551.86,50.523,105.131,32.6,54.779,53,6,0,2,0.549,0,0.993,20,44.0,0.0,6,0,6.5,0.595
7.638,37,12,17,36,13,29,7,82,80.17,81,1.136,499.77,45.986,92.052,35.8,49.824,45,12,0,1,0.568,0,0.99,16,44.0,0.0,4,0,4.9,0.615
8.523,37,8,20,37,8,28,9,86,85.592,86,1.143,523.8,47.469,98.301,32.6,51.256,49,6,0,2,0.552,0,0.995,19,42.0,0.0,6,0,7.0,0.596
7.2,34,8,18,34,8,26,8,79,78.498,79,1.143,479.74,43.701,90.261,32.9,47.279,45,6,0,2,0.553,0,0.994,16,39.0,0.0,5,0,6.3,0.598
7.846,35,8,18,35,8,26,9,79,79.05,79,1.142,496.72,44.109,90.182,32.9,47.182,44,6,0,2,0.558,0,1.001,18,40.0,0.0,7,0,8.9,0.597
8.699,35,7,20,35,7,27,8,83,82.49,83,1.142,496.77,45.448,94.803,32.5,49.251,48,6,0,1,0.548,0,0.994,19,39.0,0.0,6,0,7.2,0.593
7.959,37,8,20,37,8,28,9,85,84.818,85,1.141,524.78,47.163,97.012,32.9,50.705,48,6,0,2,0.555,0,0.998,20,42.0,0.0,7,0,8.2,0.597
9.101,38,8,21,38,8,29,9,89,88.476,89,1.143,537.83,48.996,101.716,32.6,53.018,51,6,0,2,0.551,0,0.994,20,43.0,0.0,6,0,6.7,0.596
