pXC50,nCsp2,Ui,Eig07_EA.bo.,Eta_betaP,Eig06_EA.bo.,piID,Eig03_EA.bo.,SM13_AEA.ri.,Eta_beta,C.,PCD,SpMaxA_AEA.ed.,Eta_FL,piPC03,piPC02,SM02_EA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,Eig12_AEA.bo.,Eig09_AEA.bo.,Eig07_AEA.bo.,Eig15_AEA.dm.,SpMaxA_EA,SpMaxA_EA.ed.,piPC05,piPC08,Eig09_EA.bo.,piPC01,SCBO,Eig08_AEA.bo.,Eig12_AEA.ri.,S0K,SpMaxA_AEA.ri.,Eig15_AEA.bo.,Eig12_EA.ri.,nBM,Uc,Eig12_EA,SM06_AEA.dm.,ZM2Kup,piPC04,SpMaxA_AEA.bo.,piPC06,SpAD_EA.bo.,ZM2Per,ZM2V,Eig08_EA,SM02_AEA.dm.,Chi1_EA.ed.,Eig13_AEA.bo.,Eig08_AEA.ed.,ZM2MulPer,Eig05_AEA.bo.,Mi,nC,Eig12_EA.bo.,SpMax6_Bh.m.,piPC07,Eig09_AEA.ri.,Eig14_AEA.bo.,Eig07_AEA.ed.,Eta_F,P_VSA_e_2,SM02_AEA.bo.,C.028,ZM1Per,Eig06_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.
4.216,23,3.858,2.657,26.5,2.969,12.816,3.669,3.669,48.75,43.8,4.715,0.159,9.707,5.11,4.551,5.239,3.05,3.05,2.5,2.962,3.358,1.0,0.076,0.238,6.135,7.03,2.094,3.98,52.5,3.035,2.0,178.117,0.101,2.176,1.0,25,4.7,1.0,1.0,543.115,5.653,0.111,6.364,75.768,817.68,530.0,1.724,1.724,6.96,2.5,4.438,563.252,3.679,1.118,28,1.5,3.277,6.732,2.596,2.235,4.828,37.94,221.821,5.186,1,751.85,3.628,4.429,4.429
4.416,13,3.0,1.575,14.5,2.055,8.747,3.168,3.168,29.25,42.5,2.185,0.284,6.404,4.57,4.06,4.745,2.558,2.558,0.932,1.911,2.58,-0.002,0.133,0.466,5.533,5.497,0.851,3.497,32.0,2.5,0.554,101.284,0.167,0.5,-0.376,13,3.807,-0.399,-0.399,403.152,5.032,0.178,5.584,46.918,597.72,371.0,1.0,1.0,4.065,0.807,3.414,400.85,3.352,1.14,17,-0.482,2.891,5.649,1.637,0.617,3.917,24.16,163.914,4.736,0,621.03,2.943,2.275,2.275
4.569,13,3.0,2.317,13.5,2.601,9.152,3.425,3.425,30.0,41.1,2.19,0.241,5.52,4.727,4.263,4.949,3.078,3.078,1.184,2.641,3.184,-0.088,0.113,0.406,5.762,5.983,1.646,3.638,37.0,2.65,0.792,114.617,0.147,0.634,-0.08,13,3.807,-0.094,-0.094,433.395,5.211,0.153,5.901,56.959,647.2,401.0,1.285,1.285,4.523,0.803,4.377,435.214,3.797,1.143,23,-0.112,3.223,6.064,2.186,0.756,4.837,26.221,190.628,4.963,0,654.7,3.383,3.92,3.92
5.364,13,3.0,1.886,14.5,1.949,8.404,3.209,3.209,27.0,43.2,2.126,0.281,5.74,4.505,3.989,4.673,2.033,2.033,0.761,1.715,2.819,-0.8,0.134,0.415,5.448,5.339,0.591,3.401,29.0,1.859,0.365,92.239,0.177,0.03,-0.577,13,3.807,-0.601,-0.601,311.971,4.94,0.196,5.445,42.191,464.29,300.0,0.599,0.599,3.673,0.584,3.12,322.89,2.897,1.122,16,-0.754,2.9,5.377,1.386,0.324,4.04,19.43,148.498,4.615,0,468.82,2.832,1.337,1.337
4.0,7,2.807,-0.191,11.0,0.683,6.939,2.749,2.749,20.5,35.7,1.496,0.452,4.13,4.065,3.773,4.454,1.846,1.846,0.066,0.755,1.164,-1.438,0.211,0.76,4.941,4.967,-1.185,3.135,22.0,1.0,-0.211,62.0,0.266,-0.577,-1.069,9,3.322,-1.116,-1.116,258.846,4.547,0.303,5.167,32.269,410.03,267.0,-0.603,-0.603,2.666,-0.169,2.305,291.303,2.747,1.124,10,-1.844,2.385,5.206,0.008,-0.5,2.785,14.505,65.972,4.376,0,421.69,1.824,-1.594,-1.594
4.499,15,3.322,1.881,16.0,2.109,10.303,3.308,3.308,32.5,44.0,2.928,0.237,6.241,4.849,4.23,4.916,2.453,2.453,2.0,2.5,2.82,-0.209,0.113,0.397,5.948,6.858,1.5,3.664,38.0,2.662,1.829,114.211,0.146,0.717,0.828,17,4.17,0.898,0.898,340.812,5.448,0.162,6.176,55.893,522.1,336.0,1.259,1.259,5.311,1.988,3.603,354.261,3.257,1.114,22,1.0,3.083,6.525,2.096,1.153,3.72,21.913,171.898,4.875,0,471.08,2.94,2.842,2.842
6.24,23,3.954,2.549,26.5,2.74,11.975,3.518,3.518,46.75,50.0,4.081,0.198,9.545,5.16,4.538,5.226,3.107,3.107,2.298,2.848,3.265,0.618,0.094,0.325,6.344,7.838,1.982,3.902,48.5,3.143,1.803,140.452,0.123,2.118,0.804,28,4.858,0.813,0.813,519.504,5.814,0.135,6.794,71.193,764.48,493.0,1.656,1.656,6.082,2.169,4.506,521.482,3.701,1.111,23,1.201,3.178,7.329,2.381,2.118,4.643,34.992,167.683,5.11,4,681.5,3.389,4.577,4.577
4.0,13,3.322,1.845,16.5,2.104,9.402,3.694,3.694,31.0,41.5,2.391,0.279,5.733,4.691,4.22,4.905,2.413,2.413,1.132,2.54,2.795,-0.504,0.13,0.469,5.684,6.096,1.527,3.584,35.0,2.658,0.711,108.039,0.165,0.662,-0.159,15,4.0,-0.187,-0.187,359.799,5.2,0.186,5.822,51.955,595.93,384.0,1.251,1.251,4.246,1.0,3.97,411.305,3.258,1.117,17,-0.231,3.062,5.982,2.141,0.684,4.059,23.043,99.057,4.844,0,570.61,2.944,3.1,3.1
4.398,22,3.7,2.482,23.5,2.786,11.538,3.744,3.744,42.25,51.1,3.645,0.198,8.9,4.996,4.425,5.112,3.066,3.066,2.5,2.867,3.288,0.742,0.094,0.312,6.104,7.062,1.921,3.829,45.0,2.956,1.912,139.207,0.124,1.406,0.903,21,4.459,0.932,0.932,508.879,5.52,0.136,6.346,65.382,742.11,475.0,1.536,1.536,5.559,1.909,4.491,507.885,3.719,1.109,24,1.362,3.0,6.682,2.416,1.478,4.879,33.889,179.109,5.059,0,716.06,3.48,4.43,4.43
4.26,13,3.0,1.856,14.5,2.027,8.624,3.216,3.216,28.5,43.2,2.155,0.297,6.159,4.538,4.043,4.727,2.102,2.102,0.821,1.774,2.806,-0.441,0.138,0.487,5.491,5.409,0.641,3.466,31.0,2.571,0.376,99.287,0.174,0.218,-0.539,13,3.807,-0.575,-0.575,391.637,4.987,0.186,5.509,45.737,580.72,361.0,1.114,1.114,3.918,0.634,3.494,388.684,2.969,1.14,16,-0.749,2.975,5.597,1.448,0.584,4.141,23.365,147.788,4.71,0,604.39,2.889,2.548,2.548
4.0,13,3.322,1.846,17.0,2.104,9.542,3.721,3.721,33.0,40.0,2.383,0.274,6.079,4.779,4.263,4.949,2.414,2.414,1.248,2.54,2.795,-0.072,0.126,0.486,5.724,6.192,1.527,3.638,37.0,2.735,0.874,118.211,0.159,0.684,-0.005,15,4.0,-0.006,-0.006,393.858,5.232,0.177,5.874,55.124,674.53,430.0,1.329,1.329,4.488,1.132,4.006,461.004,3.259,1.114,18,-0.007,3.18,6.064,2.226,1.0,4.259,25.851,142.266,4.905,0,641.95,2.944,3.391,3.391
4.0,13,3.322,1.711,17.0,1.83,8.627,3.609,3.609,29.75,41.9,2.335,0.329,5.795,4.559,4.127,4.812,2.526,2.526,0.886,1.254,2.658,-1.0,0.154,0.554,5.551,5.97,-0.03,3.466,31.0,2.639,0.161,90.239,0.195,0.295,-0.759,15,4.0,-0.815,-0.815,349.943,5.075,0.22,5.688,45.656,589.07,381.0,1.131,1.131,3.606,0.659,3.476,410.46,3.271,1.113,13,-1.09,2.966,5.779,0.851,0.483,3.982,21.825,91.34,4.71,0,597.11,2.777,2.556,2.556
4.0,13,3.322,1.991,17.0,2.269,9.147,3.456,3.456,33.75,37.5,2.108,0.254,6.711,4.575,4.205,4.89,2.454,2.454,1.305,2.5,2.863,-0.293,0.118,0.416,5.451,5.787,1.5,3.638,37.0,2.506,1.068,108.211,0.151,0.692,0.104,15,4.0,0.109,0.109,370.147,5.001,0.171,5.496,53.824,588.54,382.0,1.209,1.209,4.848,1.231,3.584,411.166,3.369,1.131,18,0.121,2.922,5.68,2.0,1.0,4.046,25.246,113.391,4.875,0,555.41,3.08,2.985,2.985
4.0,6,3.0,1.279,12.5,1.819,8.042,3.746,3.746,25.5,28.6,1.617,0.358,4.874,4.514,4.119,4.804,2.272,2.272,0.655,1.0,2.312,-1.0,0.17,0.633,5.633,6.108,-0.435,3.367,28.0,1.371,0.0,77.684,0.213,0.0,-0.744,10,3.459,-1.0,-1.0,429.558,5.068,0.236,6.038,43.446,721.32,446.0,0.039,0.039,2.973,0.301,3.219,482.824,3.103,1.173,8,-1.056,2.531,6.271,0.551,0.0,3.883,22.963,49.048,4.714,0,709.26,2.748,0.112,0.112
4.0,4,2.807,0.965,6.0,1.237,7.317,2.463,2.463,16.25,38.6,1.965,0.271,3.165,3.871,3.497,4.174,1.713,1.713,0.252,1.827,2.145,-1.003,0.13,0.336,4.382,4.99,0.142,3.258,25.0,1.914,0.185,86.439,0.181,-0.248,-0.727,4,2.322,-0.759,-0.759,189.818,4.06,0.217,4.625,30.109,274.39,183.0,0.401,0.401,4.047,0.0,2.52,195.373,2.875,1.128,17,-0.787,2.925,4.779,1.082,-0.147,2.847,11.573,133.816,4.431,0,299.53,2.679,0.68,0.68
4.0,5,2.0,1.011,3.5,1.414,6.297,2.096,2.096,14.0,34.5,0.85,0.233,1.984,3.258,3.296,3.97,1.615,1.615,0.644,1.483,2.024,-0.958,0.112,0.259,3.401,3.526,0.4,3.178,23.0,1.86,0.403,92.239,0.162,-0.092,-0.598,3,2.0,-0.601,-0.601,142.667,3.332,0.178,3.466,28.667,197.6,136.0,0.698,0.698,4.918,0.42,2.639,144.64,2.635,1.136,19,-0.662,3.092,3.497,1.379,0.115,2.95,6.556,80.589,4.248,0,226.04,2.453,1.303,1.303
4.0,3,1.585,0.912,2.5,1.239,5.768,1.9,1.9,12.5,33.3,0.416,0.245,1.441,3.091,3.178,3.85,1.56,1.56,0.449,1.3,1.929,-1.198,0.118,0.273,3.091,2.996,0.234,3.091,21.0,1.699,0.213,84.439,0.171,-0.266,-0.787,2,1.585,-0.795,-0.795,129.667,3.091,0.187,3.091,26.348,178.67,123.0,0.569,0.569,4.668,0.218,2.505,130.809,2.582,1.138,18,-0.818,3.038,3.045,1.227,-0.082,2.839,4.898,64.171,4.159,0,206.3,2.263,1.05,1.05
4.0,5,2.0,0.844,3.5,1.154,6.127,2.094,2.094,13.0,34.7,0.875,0.259,1.984,3.178,3.219,3.892,1.583,1.583,0.382,1.215,1.904,-1.311,0.124,0.288,3.332,3.466,0.059,3.091,21.0,1.55,0.036,78.711,0.18,-0.456,-0.943,3,2.0,-1.0,-1.0,134.667,3.258,0.197,3.401,26.118,186.08,128.0,0.422,0.422,4.418,0.0,2.355,136.317,2.618,1.136,17,-1.0,2.955,3.434,1.056,-0.148,2.712,6.364,75.52,4.159,0,214.52,2.192,0.768,0.768
4.349,5,2.0,1.233,3.5,1.559,6.449,2.097,2.097,15.0,34.4,0.825,0.212,1.984,3.332,3.367,4.043,1.654,1.654,0.83,1.785,2.264,-0.652,0.102,0.236,3.466,3.584,0.696,3.258,25.0,1.949,0.748,104.042,0.147,0.216,-0.254,3,2.0,-0.254,-0.254,150.667,3.401,0.161,3.526,31.215,209.12,144.0,0.911,0.911,5.418,0.668,2.863,152.964,2.661,1.136,21,-0.265,3.196,3.555,1.634,0.45,3.132,6.722,85.658,4.331,0,237.56,2.594,1.734,1.734
4.0,5,2.0,1.591,3.5,1.674,6.828,2.097,2.097,18.0,34.2,0.75,0.166,1.984,3.526,3.555,4.234,1.837,1.837,1.58,2.184,2.618,0.185,0.08,0.185,3.638,3.738,1.165,3.466,31.0,2.437,1.496,136.881,0.116,0.868,0.495,3,2.0,0.495,0.495,174.667,3.584,0.127,3.689,38.858,243.68,168.0,1.319,1.319,6.918,1.349,3.295,177.933,2.84,1.137,27,0.523,3.362,3.714,2.133,1.133,3.47,7.125,100.865,4.543,0,272.12,2.678,2.582,2.582
4.0,1,1.0,1.64,1.5,1.747,6.444,1.958,1.958,18.5,32.7,0.054,0.141,0.898,3.497,3.584,4.263,1.836,1.836,1.897,2.382,2.641,0.47,0.068,0.157,3.434,3.332,1.378,3.555,34.0,2.519,1.884,168.219,0.098,1.339,0.883,1,1.0,0.884,0.884,176.667,3.466,0.108,3.401,43.08,246.36,170.0,1.509,1.509,8.168,1.717,3.496,179.504,2.837,1.14,32,0.889,3.444,3.367,2.371,1.53,3.624,3.758,85.771,4.635,0,272.98,2.748,2.983,2.983
4.0,1,1.0,1.683,1.5,1.917,6.612,2.44,2.44,19.5,30.0,0.054,0.222,3.297,3.829,3.689,4.369,2.033,2.033,1.44,2.055,2.685,0.558,0.105,0.349,4.025,3.784,1.05,3.466,31.0,2.334,1.363,145.207,0.137,0.926,0.393,1,1.0,0.434,0.434,325.697,3.892,0.138,3.97,42.524,466.48,296.0,1.319,1.319,5.856,1.367,3.667,314.473,3.033,1.146,21,0.434,3.217,3.85,1.946,1.28,3.811,16.02,50.906,4.682,0,525.82,2.917,2.592,2.592
4.0,5,2.0,-1.5,6.5,-1.402,5.579,1.5,1.5,12.0,37.5,1.223,0.599,2.62,3.504,3.068,3.738,-0.365,-0.365,0.0,-0.52,-0.044,0.0,0.29,0.783,4.386,0.0,-3.0,2.565,12.0,-0.5,0.0,28.529,0.396,0.0,0.0,6,2.807,0.0,0.0,125.01,3.899,0.445,3.876,16.867,178.8,118.0,-1.712,-1.712,1.659,0.0,0.586,127.039,0.939,1.135,6,0.0,1.418,2.784,-1.037,0.0,0.907,6.164,30.757,3.676,1,190.7,0.5,-4.224,-4.224
4.1,16,3.644,2.166,22.5,2.211,11.004,3.591,3.591,39.5,45.2,3.819,0.233,7.849,4.919,4.321,5.007,2.864,2.864,1.689,2.786,3.051,0.408,0.111,0.38,5.989,7.063,1.778,3.726,40.5,3.01,1.359,124.382,0.143,0.984,0.414,19,4.322,0.474,0.474,451.925,5.509,0.158,6.283,58.063,699.4,453.0,1.358,1.358,4.891,1.417,4.335,485.788,3.554,1.114,19,0.548,3.051,6.675,2.0,1.201,4.447,28.791,164.026,4.958,1,667.32,3.329,3.873,3.873
4.309,21,3.907,2.675,27.0,2.88,11.133,3.669,3.669,47.0,44.0,3.773,0.177,9.924,4.911,4.449,5.136,3.026,3.026,2.5,2.888,3.432,1.0,0.083,0.252,5.886,6.126,1.995,3.892,48.0,2.937,2.0,147.245,0.112,1.252,1.0,23,4.585,1.0,1.0,539.475,5.382,0.126,5.935,68.008,762.88,501.0,1.528,1.528,6.086,2.5,4.173,536.936,3.669,1.123,22,1.5,3.34,6.131,2.319,1.851,4.753,38.344,153.892,5.091,0,760.02,3.571,3.839,3.839
4.0,12,3.392,1.932,16.5,1.985,9.428,3.118,3.118,30.5,47.1,2.608,0.289,6.052,4.646,4.073,4.758,2.408,2.408,1.36,2.237,2.858,-0.284,0.137,0.489,5.585,6.525,1.043,3.541,33.5,2.415,0.803,98.107,0.175,0.399,-0.11,14,3.907,-0.122,-0.122,363.663,5.206,0.19,5.872,47.025,589.5,374.0,0.907,0.907,4.124,0.981,3.264,400.416,3.31,1.098,16,-0.175,3.01,6.193,1.694,0.685,3.727,20.528,188.175,4.777,0,542.93,3.152,1.821,1.821
4.826,16,3.7,2.175,21.0,2.294,10.973,3.775,3.775,37.25,43.6,3.804,0.228,7.641,4.95,4.353,5.04,2.727,2.727,1.768,2.804,3.023,0.276,0.11,0.353,6.057,7.121,1.826,3.714,40.0,2.871,1.31,120.211,0.144,0.963,0.352,20,4.392,0.392,0.392,470.419,5.523,0.162,6.409,58.444,699.84,452.0,1.414,1.414,4.645,1.304,3.919,485.348,3.451,1.116,17,0.591,3.052,6.777,2.2,1.0,4.172,28.252,138.109,4.934,0,675.07,3.032,3.193,3.193
4.52,11,3.392,1.992,17.0,2.268,8.956,3.696,3.696,31.25,39.0,2.387,0.257,5.913,4.631,4.123,4.808,2.47,2.47,1.469,2.234,3.139,-0.11,0.12,0.39,5.219,6.021,1.113,3.57,34.5,2.845,0.717,100.039,0.159,0.384,-0.236,14,3.907,-0.25,-0.25,370.405,5.09,0.174,5.349,48.739,587.21,379.0,1.082,1.082,4.194,1.0,3.509,409.304,3.232,1.123,16,-0.423,2.998,5.661,1.702,0.625,3.963,20.717,156.607,4.802,0,556.35,3.23,2.246,2.246
4.052,22,3.858,2.238,26.0,2.716,12.842,3.68,3.68,45.75,50.0,4.843,0.197,9.391,5.147,4.505,5.193,2.991,2.991,2.5,2.886,3.064,0.79,0.093,0.32,6.375,7.552,2.025,3.882,47.5,2.919,1.984,143.207,0.122,1.671,0.983,25,4.7,1.0,1.0,507.574,5.77,0.135,6.687,69.973,751.69,483.0,1.534,1.534,5.993,2.235,4.366,513.925,3.648,1.111,23,1.5,3.163,7.157,2.412,2.179,4.454,34.333,160.777,5.098,2,681.3,3.322,4.209,4.209
5.854,12,3.087,1.207,13.0,1.475,8.425,2.828,2.828,23.75,44.4,2.461,0.362,5.235,4.426,3.845,4.527,1.907,1.907,0.409,0.877,2.352,-1.615,0.17,0.57,5.406,6.242,-0.45,3.277,25.5,2.268,-0.018,69.487,0.223,-0.49,-0.981,13,3.807,-1.0,-1.0,280.411,5.004,0.246,5.682,36.839,400.47,263.0,0.777,0.777,3.178,0.155,3.0,281.758,2.815,1.122,12,-1.431,2.457,6.031,0.606,-0.087,3.405,16.167,84.561,4.463,0,389.57,2.531,1.471,1.471
5.349,24,3.954,2.689,28.0,2.976,13.02,3.669,3.669,51.75,43.8,4.803,0.151,10.559,5.128,4.603,5.291,3.051,3.051,2.527,3.033,3.515,1.0,0.072,0.227,6.154,7.077,2.168,4.034,55.5,3.358,2.0,191.421,0.096,2.178,1.0,26,4.755,1.0,1.0,599.782,5.664,0.106,6.394,79.961,894.86,580.0,1.972,1.972,7.308,2.5,4.681,618.876,3.684,1.118,28,1.5,3.384,6.761,2.597,2.5,4.828,42.675,213.906,5.246,1,850.33,3.64,5.199,5.199
4.004,25,4.0,2.762,27.5,2.805,12.131,3.695,3.695,52.0,46.0,3.777,0.159,10.556,5.229,4.656,5.345,3.025,3.025,2.659,3.212,3.456,1.192,0.076,0.257,6.291,7.328,2.382,4.06,57.0,3.404,2.194,191.421,0.098,2.285,1.184,26,4.755,1.204,1.204,602.356,5.788,0.108,6.536,83.105,913.12,587.0,2.023,2.023,7.258,2.5,5.022,625.089,3.699,1.112,29,1.719,3.379,6.934,2.785,2.5,5.127,43.215,216.764,5.291,0,850.09,3.562,5.744,5.744
5.788,9,2.585,1.024,9.0,1.61,8.259,2.805,2.805,19.5,44.8,1.667,0.363,3.468,4.266,3.773,4.454,1.968,1.968,0.333,1.214,2.149,-1.34,0.172,0.608,5.325,6.129,-0.073,3.219,24.0,1.78,-0.022,69.487,0.224,-0.5,-0.966,8,3.17,-1.0,-1.0,243.372,4.811,0.235,5.562,35.872,381.89,245.0,0.631,0.631,3.077,0.086,3.358,259.156,2.881,1.112,13,-1.339,2.748,5.82,0.82,-0.198,3.479,10.886,59.823,4.494,0,376.27,2.707,1.676,1.676
5.079,13,3.17,2.299,14.0,2.927,10.56,3.664,3.664,34.5,39.3,2.174,0.234,6.8,5.029,4.425,5.112,2.995,2.995,2.334,2.997,3.147,0.708,0.109,0.455,6.045,7.107,2.089,3.784,43.0,3.057,1.914,156.0,0.137,1.109,0.902,11,3.585,0.901,0.901,528.666,5.581,0.142,6.377,66.595,804.27,500.0,1.675,1.675,4.852,1.752,4.951,534.419,3.838,1.129,22,1.183,3.166,6.74,2.641,1.286,5.366,37.443,84.295,5.162,0,747.01,3.789,4.78,4.78
5.886,11,2.907,1.206,11.5,1.475,8.042,2.811,2.811,21.25,44.8,2.201,0.396,4.455,4.402,3.823,4.505,1.957,1.957,0.26,0.742,2.303,-1.686,0.185,0.64,5.34,6.107,-0.947,3.199,23.5,1.043,-0.018,58.0,0.241,-0.49,-1.0,12,3.7,-1.0,-1.0,237.892,4.973,0.265,5.544,35.11,350.84,227.0,-0.169,-0.169,2.8,-0.315,2.547,242.452,2.847,1.118,13,-1.432,2.559,5.955,0.288,-0.323,3.434,13.616,86.874,4.416,0,323.92,2.531,-0.387,-0.387
4.125,10,3.087,2.234,13.5,2.378,10.131,3.378,3.378,32.25,38.6,2.409,0.212,5.663,4.833,4.273,4.959,2.57,2.57,2.0,2.51,3.115,0.618,0.1,0.363,5.854,6.859,1.513,3.726,40.5,2.786,1.953,132.881,0.129,1.597,0.95,13,3.807,0.958,0.958,425.163,5.397,0.138,6.163,60.366,627.08,402.0,1.564,1.564,5.677,1.834,4.349,426.265,3.375,1.136,22,1.0,3.027,6.519,2.262,1.618,4.657,23.279,88.029,4.996,0,544.89,3.305,3.927,3.927
5.046,14,3.524,2.405,18.0,2.703,11.106,3.215,3.215,37.0,40.4,3.297,0.214,6.565,5.002,4.413,5.1,2.854,2.854,1.883,3.005,3.184,0.545,0.101,0.353,6.08,7.021,2.225,3.773,42.5,3.109,1.417,140.881,0.131,1.115,0.471,18,4.248,0.584,0.584,501.411,5.64,0.144,6.41,63.344,810.76,515.0,1.745,1.745,5.348,1.803,4.69,547.405,3.6,1.113,19,0.658,3.224,6.743,2.443,1.199,5.06,24.275,182.567,5.029,1,744.53,3.48,5.022,5.022
5.097,10,3.248,1.907,15.0,2.336,9.626,2.986,2.986,30.0,41.7,2.573,0.246,5.055,4.736,4.151,4.836,2.608,2.608,1.527,2.432,3.109,-0.045,0.117,0.393,5.932,7.03,1.0,3.597,35.5,2.53,1.21,112.096,0.153,0.731,0.233,13,3.807,0.241,0.241,328.891,5.314,0.171,6.31,50.638,509.84,329.0,1.359,1.359,4.665,1.229,3.587,351.166,3.4,1.12,20,0.289,3.05,6.705,2.0,1.0,4.214,19.381,128.573,4.842,1,475.82,3.29,3.012,3.012
4.745,18,3.7,2.321,23.0,2.551,12.642,3.704,3.704,43.75,44.2,4.325,0.197,8.385,5.147,4.503,5.19,2.983,2.983,2.5,2.872,3.106,0.962,0.093,0.328,6.299,7.475,1.986,3.871,47.0,3.047,2.0,149.58,0.12,1.683,1.0,23,4.585,1.0,1.0,511.56,5.775,0.133,6.614,70.544,780.35,497.0,1.548,1.548,5.775,2.306,4.525,528.916,3.697,1.118,23,1.5,3.192,7.055,2.468,1.839,4.906,31.938,172.895,5.115,0,694.15,3.277,4.28,4.28
4.921,16,3.644,2.53,22.5,2.602,11.128,3.536,3.536,40.0,47.6,3.557,0.212,7.679,4.956,4.357,5.043,2.832,2.832,1.838,2.886,3.308,0.503,0.102,0.329,6.156,7.143,1.755,3.75,41.5,3.043,1.442,128.382,0.134,1.071,0.47,19,4.322,0.5,0.5,449.081,5.557,0.151,6.459,59.927,684.89,438.0,1.534,1.534,5.08,1.701,4.36,469.165,3.484,1.108,20,0.688,3.056,6.801,2.179,1.321,4.666,27.891,161.689,4.992,1,639.38,3.41,4.202,4.202
4.699,16,3.644,2.528,21.5,2.616,10.672,3.653,3.653,37.5,45.8,3.438,0.229,7.083,4.958,4.357,5.043,2.957,2.957,1.534,2.82,3.296,0.334,0.109,0.366,6.147,7.106,1.906,3.726,40.5,3.108,1.261,128.382,0.143,0.96,0.271,19,4.322,0.277,0.277,386.172,5.536,0.159,6.459,58.624,597.65,386.0,1.414,1.414,4.753,1.517,4.213,414.143,3.579,1.112,22,0.329,3.05,6.802,2.33,1.227,4.735,26.474,171.108,4.972,1,549.37,3.403,3.625,3.625
4.658,16,3.644,2.287,21.5,2.398,10.494,3.558,3.558,36.75,48.7,3.443,0.242,7.002,4.869,4.277,4.963,2.778,2.778,1.26,2.66,3.181,-0.034,0.115,0.383,6.052,6.944,1.73,3.676,38.5,2.92,0.883,114.096,0.151,0.886,-0.065,19,4.322,-0.07,-0.07,381.035,5.467,0.169,6.338,54.616,599.13,388.0,1.338,1.338,4.65,1.181,3.892,414.543,3.407,1.104,19,-0.09,3.107,6.673,2.165,1.11,4.425,25.075,157.528,4.9,1,582.17,3.322,3.15,3.15
4.796,16,3.644,2.534,22.0,2.744,10.761,3.604,3.604,39.0,44.9,3.447,0.219,7.397,4.933,4.344,5.03,2.892,2.892,1.939,2.593,3.338,0.139,0.105,0.347,6.144,7.085,1.5,3.75,41.5,3.239,1.363,130.606,0.137,1.113,0.41,19,4.322,0.462,0.462,413.627,5.539,0.153,6.461,59.018,630.9,408.0,1.509,1.509,5.182,1.391,4.378,435.919,3.529,1.114,22,0.699,3.151,6.831,2.018,1.325,4.767,28.063,175.223,4.978,1,591.22,3.391,4.093,4.093
5.097,16,3.585,2.273,18.0,2.466,11.328,3.338,3.338,32.5,50.0,3.966,0.261,6.019,5.027,4.35,5.037,2.614,2.614,1.122,2.621,3.021,-0.676,0.124,0.425,6.212,7.299,1.613,3.638,37.0,2.966,0.721,104.042,0.159,0.657,-0.195,21,4.459,-0.227,-0.227,387.055,5.7,0.179,6.546,56.402,650.31,412.0,1.467,1.467,4.291,0.926,4.226,437.311,3.317,1.09,17,-0.285,3.14,6.922,2.068,0.857,4.398,19.764,157.173,4.875,1,592.1,3.183,3.562,3.562
4.824,16,3.644,2.393,22.0,2.572,10.696,3.546,3.546,38.5,45.7,3.463,0.22,7.47,4.931,4.331,5.017,2.852,2.852,1.655,2.866,3.182,0.332,0.106,0.341,6.112,7.105,1.755,3.726,40.5,3.045,1.239,126.382,0.139,1.102,0.304,19,4.322,0.339,0.339,405.718,5.506,0.156,6.408,57.864,620.87,401.0,1.414,1.414,4.844,1.524,3.997,430.625,3.55,1.112,21,0.466,3.092,6.739,2.177,1.122,4.68,27.743,172.689,4.958,1,584.14,3.365,3.207,3.207
4.125,10,3.087,2.213,13.5,2.483,9.953,3.405,3.405,33.75,37.9,2.014,0.201,5.673,4.888,4.353,5.04,2.749,2.749,2.212,2.699,3.091,0.735,0.095,0.357,5.877,6.877,1.726,3.795,43.5,3.024,2.0,151.245,0.122,1.605,1.0,13,3.807,1.0,1.0,447.163,5.428,0.126,6.168,65.044,662.94,424.0,1.712,1.712,5.864,2.079,4.629,451.713,3.524,1.137,25,1.197,3.23,6.512,2.589,2.0,4.938,24.951,105.68,5.092,0,572.93,3.342,4.815,4.815
4.125,17,3.755,2.561,22.0,2.77,12.135,3.934,3.934,47.5,41.2,3.341,0.159,8.721,5.276,4.663,5.352,3.068,3.068,2.723,3.111,3.37,1.167,0.075,0.273,6.358,7.411,2.298,4.052,56.5,3.283,2.37,191.421,0.097,2.417,1.354,23,4.585,1.391,1.391,604.54,5.879,0.103,6.673,85.242,923.75,589.0,2.027,2.027,7.343,2.51,4.965,623.822,3.801,1.128,28,1.777,3.455,7.041,2.717,2.494,5.21,36.777,157.211,5.324,1,795.5,3.57,5.791,5.791
4.125,16,3.524,2.431,20.0,2.587,10.848,3.55,3.55,43.0,40.9,2.582,0.175,8.137,5.065,4.503,5.19,2.78,2.78,2.5,3.065,3.324,1.0,0.082,0.3,6.08,7.017,2.197,3.942,50.5,3.161,2.07,167.525,0.107,2.0,1.064,19,4.322,1.099,1.099,519.98,5.616,0.114,6.311,75.214,768.38,494.0,1.834,1.834,6.828,2.494,4.666,523.169,3.601,1.132,27,1.5,3.446,6.672,2.679,2.422,4.965,33.872,134.775,5.205,0,668.1,3.379,4.916,4.916
