pXC50,nC,SCBO,nCL,RBN,nBO,Sp,Si,Se,MW,nCsp3,nF,nBT,nX,nHet,X.,nAT,Mi,nH,nSK,Sv,nCsp,nTB,N.,nBM,nCsp2,C.,RBF,nAB
6.796,21,37.0,1,6,29,32.392,52.511,47.018,368.89,7,0,50,1,5,2.1,47,1.117,21,26,30.568,0,0,4.3,14,14,44.7,0.12,12
5.481,22,38.0,0,7,30,33.75,57.192,50.905,364.48,8,0,54,0,5,0.0,51,1.121,24,27,31.982,0,0,3.9,14,14,43.1,0.13,12
5.538,21,37.0,0,6,29,31.472,52.907,47.207,352.44,7,1,50,1,5,2.1,47,1.126,21,26,30.124,0,0,4.3,14,14,44.7,0.12,12
5.678,23,37.0,0,7,29,35.819,61.813,54.345,364.53,9,0,57,0,4,0.0,55,1.124,28,27,33.321,0,0,3.6,14,14,41.8,0.123,12
5.557,24,39.0,0,6,31,36.819,62.813,55.345,376.54,10,0,59,0,4,0.0,56,1.122,28,28,34.321,0,0,3.6,14,14,42.9,0.102,12
4.824,20,44.0,0,5,32,31.449,52.24,47.08,392.43,3,1,49,1,9,2.2,46,1.136,17,29,31.102,0,0,13.0,23,17,43.5,0.102,22
6.767,26,50.0,0,6,36,38.461,58.99,52.949,440.58,2,1,57,1,6,1.9,53,1.113,21,32,36.397,0,0,7.5,28,24,49.1,0.105,28
7.046,20,36.5,0,7,28,33.222,55.405,48.832,370.54,6,1,51,1,6,2.0,49,1.131,23,26,30.924,0,0,8.2,17,14,40.8,0.137,17
6.361,22,42.5,0,6,31,33.148,51.286,46.291,391.5,2,1,49,1,6,2.2,46,1.115,18,28,31.564,0,0,6.5,23,20,47.8,0.122,23
7.314,22,45.5,0,6,33,33.205,54.156,48.862,403.45,2,1,51,1,8,2.1,48,1.128,18,30,32.608,0,0,10.4,24,20,45.8,0.118,23
6.018,24,44.5,0,6,33,37.222,59.405,52.832,418.58,4,1,56,1,6,1.9,53,1.121,23,30,34.924,0,0,7.5,23,20,45.3,0.107,23
7.155,24,44.5,0,6,33,37.222,59.405,52.832,418.58,4,1,56,1,6,1.9,53,1.121,23,30,34.924,0,0,7.5,23,20,45.3,0.107,23
6.215,26,47.5,0,9,36,41.199,67.445,59.927,462.64,6,1,63,1,7,1.7,60,1.124,27,33,38.692,0,0,6.7,23,20,43.3,0.143,23
5.0,27,55.0,0,12,41,43.682,74.604,66.967,516.61,5,0,69,0,11,0.0,66,1.13,28,38,42.497,0,0,9.1,25,22,40.9,0.174,22
4.963,20,43.5,0,3,33,33.313,57.233,50.512,392.49,6,1,54,1,9,2.0,50,1.145,21,29,32.242,0,0,16.0,21,14,40.0,0.056,21
4.848,21,46.5,0,3,35,34.767,59.442,52.84,420.5,6,1,56,1,10,1.9,52,1.143,21,31,33.957,0,0,15.4,22,15,40.4,0.054,21
4.385,20,48.5,0,4,36,35.87,60.571,54.243,456.56,6,1,57,1,12,1.9,53,1.143,21,32,34.859,0,0,15.1,23,14,37.7,0.07,21
4.829,21,45.0,0,6,33,33.211,55.655,49.963,406.46,4,1,52,1,9,2.0,49,1.136,19,30,32.629,0,0,12.2,23,17,42.9,0.115,22
4.903,17,38.0,0,2,27,26.017,41.99,37.658,320.36,1,1,40,1,7,2.7,37,1.135,13,24,25.619,0,0,16.2,22,16,45.9,0.05,22
7.202,22,45.5,0,5,32,31.989,50.532,45.651,385.43,2,1,48,1,7,2.2,45,1.123,16,29,31.366,1,1,11.1,24,19,48.9,0.104,23
6.038,22,45.5,0,6,33,33.205,54.156,48.862,403.45,2,1,51,1,8,2.1,48,1.128,18,30,32.608,0,0,10.4,24,20,45.8,0.118,23
6.0,29,56.5,0,8,41,43.04,69.691,62.287,492.6,3,1,66,1,8,1.6,62,1.124,25,37,41.494,0,0,9.7,30,26,46.8,0.121,29
6.83,29,57.5,0,8,41,42.279,67.276,60.403,490.58,3,1,64,1,8,1.7,60,1.121,23,37,40.968,1,1,10.0,30,25,48.3,0.125,29
6.648,22,45.5,0,6,33,33.205,54.156,48.862,403.45,2,1,51,1,8,2.1,48,1.128,18,30,32.608,0,0,10.4,24,20,45.8,0.118,23
7.255,29,56.5,0,8,41,43.04,69.691,62.287,492.6,3,1,66,1,8,1.6,62,1.124,25,37,41.494,0,0,9.7,30,26,46.8,0.121,29
7.347,17,34.5,0,6,26,28.392,46.369,41.509,344.45,3,1,43,1,7,2.4,41,1.131,17,24,27.058,0,0,9.8,17,14,41.5,0.14,17
7.456,20,38.5,0,6,30,32.915,54.199,48.276,384.52,6,1,51,1,7,2.1,48,1.129,21,27,31.112,0,0,8.3,17,14,41.7,0.118,17
6.194,23,43.5,0,6,32,34.909,54.701,49.174,405.53,3,1,52,1,6,2.0,49,1.116,20,29,33.091,0,0,6.1,23,20,46.9,0.115,23
7.481,22,42.5,0,5,31,33.148,51.286,46.291,391.5,2,1,49,1,6,2.2,46,1.115,18,28,31.564,0,0,6.5,23,20,47.8,0.102,23
8.0,19,36.5,0,7,28,31.915,53.199,47.276,372.51,5,1,49,1,7,2.1,47,1.132,21,26,30.112,0,0,8.5,17,14,40.4,0.143,17
6.745,20,38.5,0,5,30,32.915,54.199,48.276,384.52,6,1,51,1,7,2.1,48,1.129,21,27,31.112,0,0,8.3,17,14,41.7,0.098,17
6.266,20,38.5,0,6,30,32.364,52.91,47.502,385.5,6,1,50,1,7,2.1,47,1.126,20,27,30.805,0,0,6.4,17,14,42.6,0.12,17
6.535,21,39.5,0,9,31,35.892,61.239,54.371,416.57,7,1,56,1,8,1.9,54,1.134,25,29,33.88,0,0,7.4,17,14,38.9,0.161,17
7.824,18,35.5,0,7,27,30.154,49.784,44.392,358.48,4,1,46,1,7,2.3,44,1.131,19,25,28.585,0,0,9.1,17,14,40.9,0.152,17
7.469,20,37.5,0,7,29,33.677,56.614,50.16,386.54,6,1,52,1,7,2.0,50,1.132,23,27,31.639,0,0,8.0,17,14,40.0,0.135,17
4.301,21,41.5,0,4,30,31.904,48.74,44.222,375.48,2,0,47,0,6,0.0,44,1.108,17,27,30.369,0,0,6.8,20,19,47.7,0.085,17
5.873,26,46.5,0,7,35,40.745,66.235,58.6,446.64,6,1,62,1,6,1.7,59,1.123,27,32,37.978,0,0,6.8,23,20,44.1,0.113,23
6.762,22,43.5,0,6,32,33.637,52.914,47.578,408.51,2,2,50,2,7,4.3,47,1.126,18,29,32.254,0,0,8.5,23,20,46.8,0.12,23
6.585,22,45.5,0,5,32,31.989,50.532,45.651,385.43,2,1,48,1,7,2.2,45,1.123,16,29,31.366,1,1,11.1,24,19,48.9,0.104,23
7.06,29,56.5,0,7,40,41.824,66.066,59.076,474.58,3,1,63,1,7,1.7,59,1.12,23,36,40.253,1,1,10.2,30,25,49.2,0.111,29
6.463,21,44.5,0,5,32,31.995,52.03,46.752,388.44,1,1,49,1,8,2.2,46,1.131,17,29,31.387,0,0,13.0,24,20,45.7,0.102,23
7.259,29,56.5,0,8,41,43.04,69.691,62.287,492.6,3,1,66,1,8,1.6,62,1.124,25,37,41.494,0,0,9.7,30,26,46.8,0.121,29
6.066,22,45.5,0,5,32,31.989,50.532,45.651,385.43,2,1,48,1,7,2.2,45,1.123,16,29,31.366,1,1,11.1,24,19,48.9,0.104,23
6.503,24,48.5,0,6,35,37.347,55.495,50.142,446.61,2,1,54,1,7,2.0,50,1.11,19,31,35.057,0,0,8.0,27,22,48.0,0.111,27
6.701,24,46.5,0,6,35,37.097,60.084,53.858,454.56,4,3,56,3,8,5.7,53,1.134,21,32,35.691,0,0,7.5,23,20,45.3,0.107,23
6.606,26,49.5,0,5,38,39.858,64.5,57.741,480.6,6,3,61,3,8,5.3,57,1.132,23,34,38.217,0,0,7.0,23,20,45.6,0.082,23
7.959,22,42.5,0,5,34,36.313,61.709,55.069,448.56,8,3,57,3,9,5.6,54,1.143,23,31,34.932,0,0,7.4,17,14,40.7,0.088,17
7.509,22,39.5,0,5,31,35.983,59.82,52.716,396.58,8,1,56,1,6,1.9,53,1.129,25,28,33.451,0,0,7.5,17,14,41.5,0.089,17
7.824,22,39.5,0,5,31,35.983,59.82,52.716,396.58,8,1,56,1,6,1.9,53,1.129,25,28,33.451,0,0,7.5,17,14,41.5,0.089,17
7.02,29,56.5,0,7,40,41.824,66.066,59.076,474.58,3,1,63,1,7,1.7,59,1.12,23,36,40.253,1,1,10.2,30,25,49.2,0.111,29
6.0,22,45.5,0,6,33,33.205,54.156,48.862,403.45,2,1,51,1,8,2.1,48,1.128,18,30,32.608,0,0,10.4,24,20,45.8,0.118,23
7.108,29,56.5,0,8,41,43.04,69.691,62.287,492.6,3,1,66,1,8,1.6,62,1.124,25,37,41.494,0,0,9.7,30,26,46.8,0.121,29
6.0,22,45.5,0,6,33,33.205,54.156,48.862,403.45,2,1,51,1,8,2.1,48,1.128,18,30,32.608,0,0,10.4,24,20,45.8,0.118,23
7.959,20,36.5,0,6,28,33.222,55.405,48.832,370.54,6,1,51,1,6,2.0,49,1.131,23,26,30.924,0,0,8.2,17,14,40.8,0.118,17
7.585,21,37.5,0,7,29,34.983,58.82,51.716,384.57,7,1,54,1,6,1.9,52,1.131,25,27,32.451,0,0,7.7,17,14,40.4,0.13,17
7.222,20,41.0,0,6,30,31.392,49.369,44.509,380.48,2,1,47,1,7,2.3,44,1.122,17,27,30.058,0,0,9.1,22,18,45.5,0.128,22
7.155,21,42.5,0,6,31,32.944,51.658,46.283,391.51,2,1,49,1,7,2.2,46,1.123,18,28,31.365,0,0,10.9,23,19,45.7,0.122,23
6.622,21,44.0,0,6,33,34.222,53.174,48.167,446.56,3,3,50,3,9,6.4,47,1.131,17,30,32.824,0,0,8.5,22,18,44.7,0.12,22
7.097,22,39.5,0,6,31,35.983,59.82,52.716,396.58,8,1,56,1,6,1.9,53,1.129,25,28,33.451,0,0,7.5,17,14,41.5,0.107,17
8.046,23,40.5,0,6,32,37.745,63.235,55.6,410.61,9,1,59,1,6,1.8,56,1.129,27,29,34.978,0,0,7.1,17,14,41.1,0.102,17
6.0,29,56.5,0,8,41,43.04,69.691,62.287,492.6,3,1,66,1,8,1.6,62,1.124,25,37,41.494,0,0,9.7,30,26,46.8,0.121,29
7.699,22,39.5,0,5,31,35.983,59.82,52.716,396.58,8,1,56,1,6,1.9,53,1.129,25,28,33.451,0,0,7.5,17,14,41.5,0.089,17
7.638,20,36.5,0,7,28,33.222,55.405,48.832,370.54,6,1,51,1,6,2.0,49,1.131,23,26,30.924,0,0,8.2,17,14,40.8,0.137,17
6.9,21,37.5,0,7,29,34.983,58.82,51.716,384.57,7,1,54,1,6,1.9,52,1.131,25,27,32.451,0,0,7.7,17,14,40.4,0.13,17
7.444,24,43.5,0,6,35,39.381,67.33,59.509,460.62,10,3,62,3,8,5.1,59,1.141,27,32,37.271,0,0,6.8,17,14,40.7,0.097,17
7.377,24,42.5,0,8,34,39.961,67.86,59.81,440.64,10,1,63,1,7,1.7,60,1.131,29,31,37.219,0,0,6.7,17,14,40.0,0.127,17
7.42,23,42.5,0,8,34,38.654,65.654,58.254,442.61,9,1,61,1,8,1.7,58,1.132,27,31,36.407,0,0,6.9,17,14,39.7,0.131,17
6.836,21,39.5,0,9,31,35.892,61.239,54.371,416.57,7,1,56,1,8,1.9,54,1.134,25,29,33.88,0,0,7.4,17,14,38.9,0.161,17
6.445,26,44.5,0,9,36,43.483,74.69,65.578,468.7,12,1,69,1,7,1.5,66,1.132,33,33,40.273,0,0,6.1,17,14,39.4,0.13,17
8.523,24,43.5,0,8,35,40.415,69.069,61.138,456.64,10,1,64,1,8,1.6,61,1.132,29,32,37.934,0,0,6.6,17,14,39.3,0.125,17
7.086,25,45.5,0,7,34,38.983,62.82,55.716,432.61,5,1,59,1,6,1.8,56,1.122,25,31,36.451,0,0,7.1,23,20,44.6,0.119,23
7.634,21,38.5,0,5,30,34.222,56.405,49.832,382.55,7,1,53,1,6,2.0,50,1.128,23,27,31.924,0,0,8.0,17,14,42.0,0.094,17
7.886,22,39.5,0,5,31,35.983,59.82,52.716,396.58,8,1,56,1,6,1.9,53,1.129,25,28,33.451,0,0,7.5,17,14,41.5,0.089,17
7.469,21,39.5,0,6,31,34.858,59.5,52.741,420.55,7,3,54,3,8,5.8,52,1.144,23,29,33.217,0,0,7.7,17,14,40.4,0.111,17
7.009,21,42.5,0,6,31,32.944,51.658,46.283,391.51,2,1,49,1,7,2.2,46,1.123,18,28,31.365,0,0,10.9,23,19,45.7,0.122,23
7.032,25,47.5,0,7,36,38.858,63.5,56.741,468.59,5,3,59,3,8,5.4,56,1.134,23,33,37.217,0,0,7.1,23,20,44.6,0.119,23
6.719,29,57.5,0,8,41,42.279,67.276,60.403,490.58,3,1,64,1,8,1.7,60,1.121,23,37,40.968,1,1,10.0,30,25,48.3,0.125,29
7.31,26,48.5,0,8,37,40.62,66.915,59.625,482.62,6,3,62,3,8,5.1,59,1.134,25,34,38.744,0,0,6.8,23,20,44.1,0.129,23
6.854,29,56.5,0,7,40,41.824,66.066,59.076,474.58,3,1,63,1,7,1.7,59,1.12,23,36,40.253,1,1,10.2,30,25,49.2,0.111,29
7.203,24,48.5,0,6,35,35.302,56.236,50.309,410.49,4,1,54,1,7,2.0,50,1.125,19,31,34.199,1,1,12.0,24,19,48.0,0.111,23
5.4,18,42.5,1,6,31,32.449,48.059,43.833,430.98,2,0,46,1,10,2.3,43,1.118,15,28,30.679,0,0,14.0,22,16,41.9,0.13,21
5.0,18,37.5,0,4,29,31.466,52.026,46.2,368.51,5,0,49,0,8,0.0,46,1.131,20,26,29.718,0,0,13.0,17,13,39.1,0.082,17
5.409,22,37.5,0,4,28,33.296,55.983,49.578,348.48,5,0,52,0,4,0.0,50,1.12,24,26,31.267,0,0,4.0,18,17,44.0,0.077,17
5.4,27,55.0,1,6,41,40.489,63.851,58.505,518.96,3,1,61,2,10,3.5,57,1.12,20,37,39.897,0,0,7.0,26,24,47.4,0.098,24
6.569,27,47.0,0,8,37,42.705,74.272,66.094,464.61,11,0,69,0,7,0.0,66,1.125,32,34,40.519,0,0,3.0,18,16,40.9,0.116,16
5.0,27,51.5,0,9,38,41.767,69.687,62.211,469.59,5,0,65,0,8,0.0,62,1.124,27,35,40.046,0,0,8.1,25,22,43.5,0.138,23
6.131,15,28.5,0,2,20,20.205,31.123,28.36,239.26,0,1,30,1,3,3.6,28,1.112,10,18,19.754,0,0,3.6,17,15,53.6,0.067,17
5.0,20,35.0,0,4,26,29.983,50.279,44.92,323.42,5,0,47,0,4,0.0,45,1.117,21,24,28.434,0,0,2.2,17,15,44.4,0.085,16
7.464,31,55.0,0,7,42,47.256,79.561,70.869,511.67,10,0,75,0,7,0.0,71,1.121,33,38,44.825,0,0,4.2,24,21,43.7,0.093,22
4.6,21,36.5,0,4,28,32.086,53.856,47.469,333.47,6,0,51,0,4,0.0,48,1.122,23,25,30.047,0,0,6.3,17,15,43.8,0.078,17
4.6,20,34.5,0,3,26,29.319,47.943,42.483,304.42,5,0,46,0,3,0.0,43,1.115,20,23,27.499,0,0,4.7,17,15,46.5,0.065,17
8.854,30,54.0,0,5,42,46.046,77.434,68.76,496.66,10,0,74,0,7,0.0,69,1.122,32,37,43.605,0,0,5.8,23,20,43.5,0.068,22
9.097,29,53.0,0,5,41,44.836,75.308,66.65,481.65,10,0,72,0,7,0.0,67,1.124,31,36,42.385,0,0,7.5,23,19,43.3,0.069,22
4.407,16,31.0,0,2,25,25.273,43.787,40.36,320.32,4,0,41,0,7,0.0,39,1.123,16,23,25.218,0,0,0.0,12,12,41.0,0.049,12
6.921,18,36.0,0,2,25,24.762,37.911,34.236,289.33,0,1,37,1,4,2.9,34,1.115,12,22,24.082,0,0,8.8,22,18,52.9,0.054,22
6.001,21,37.0,0,6,29,34.307,59.979,52.781,366.51,8,0,55,0,6,0.0,53,1.132,26,27,32.31,0,0,7.5,14,13,39.6,0.109,12
6.553,19,37.0,0,2,26,26.523,41.326,37.12,303.36,1,1,40,1,4,2.7,37,1.117,14,23,25.608,0,0,8.1,22,18,51.4,0.05,22
6.824,19,37.0,0,2,26,26.523,41.326,37.12,303.36,1,1,40,1,4,2.7,37,1.117,14,23,25.608,0,0,8.1,22,18,51.4,0.05,22
6.824,19,37.0,0,2,26,26.523,41.326,37.12,303.36,1,1,40,1,4,2.7,37,1.117,14,23,25.608,0,0,8.1,22,18,51.4,0.05,22
6.699,19,40.0,0,2,29,26.336,42.345,38.658,357.33,1,4,40,4,7,10.8,37,1.144,11,26,26.758,0,0,8.1,22,18,51.4,0.05,22
5.762,22,47.0,0,5,35,34.296,58.46,53.098,457.45,3,3,53,3,11,5.9,51,1.146,18,33,34.616,0,0,9.8,21,19,43.1,0.094,18
7.347,23,47.0,0,5,35,35.051,59.377,53.88,456.46,3,3,54,3,10,5.8,52,1.142,19,33,35.121,0,0,7.7,21,20,44.2,0.093,18
6.854,19,40.0,0,2,27,26.006,38.994,35.454,314.34,0,1,38,1,5,2.9,35,1.114,11,24,25.576,1,1,11.4,23,18,54.3,0.053,22
6.77,23,43.0,0,4,32,33.262,53.781,48.098,373.46,5,1,52,1,5,2.1,48,1.12,20,28,31.904,0,0,6.3,22,18,47.9,0.077,22
6.742,22,38.0,0,6,30,36.069,63.394,55.665,380.54,9,0,58,0,6,0.0,56,1.132,28,28,33.837,0,0,7.1,14,13,39.3,0.103,12
8.5,26,49.0,2,9,38,42.79,69.781,62.414,512.48,7,0,65,2,9,3.2,62,1.125,27,35,40.513,0,0,8.1,20,19,41.9,0.138,18
5.2,25,47.5,0,8,37,39.461,67.944,60.505,450.56,9,1,64,1,8,1.7,60,1.132,27,33,37.935,0,0,6.7,21,16,41.7,0.125,21
8.699,22,41.5,0,7,33,36.892,62.239,55.371,428.58,8,1,58,1,8,1.8,55,1.132,25,30,34.88,0,0,7.3,17,14,40.0,0.121,17
7.444,25,48.5,0,9,36,39.131,62.824,56.487,462.59,4,1,59,1,8,1.8,56,1.122,23,33,37.354,0,0,7.1,24,21,44.6,0.153,23
9.097,26,46.5,0,4,34,37.086,58.856,52.469,393.52,5,0,57,0,4,0.0,53,1.11,23,30,35.047,0,0,5.7,24,21,49.1,0.07,23
9.222,23,39.5,0,5,30,34.296,56.983,50.578,360.49,7,0,54,0,4,0.0,51,1.117,24,27,32.267,0,0,3.9,18,16,45.1,0.093,17
7.721,22,41.5,0,9,32,36.892,62.239,55.371,428.58,7,1,57,1,8,1.8,55,1.132,25,30,34.88,0,0,7.3,18,15,40.0,0.158,17
8.699,21,40.5,0,7,32,35.131,58.824,52.487,414.55,7,1,55,1,8,1.9,52,1.131,23,29,33.354,0,0,7.7,17,14,40.4,0.127,17
6.398,27,52.5,0,12,40,46.313,75.418,67.323,540.65,7,1,70,1,10,1.5,67,1.126,30,37,43.099,0,0,6.0,24,20,40.3,0.171,23
6.319,25,51.0,0,5,36,36.818,58.106,52.123,420.51,2,0,56,0,7,0.0,52,1.117,20,32,35.531,0,0,11.5,29,23,48.1,0.089,28
8.959,20,38.5,0,3,28,30.569,50.524,44.803,332.44,5,0,48,0,5,0.0,45,1.123,20,25,29.015,0,0,8.9,21,15,44.4,0.063,21
6.0,29,57.5,0,8,41,42.279,67.276,60.403,490.58,3,1,64,1,8,1.7,60,1.121,23,37,40.968,1,1,10.0,30,25,48.3,0.125,29
6.0,21,44.5,0,4,31,30.779,48.406,43.542,370.42,1,1,46,1,7,2.3,43,1.126,15,28,30.146,1,1,14.0,24,19,48.8,0.087,23
6.0,21,44.5,0,5,32,31.995,52.03,46.752,388.44,1,1,49,1,8,2.2,46,1.131,17,29,31.387,0,0,13.0,24,20,45.7,0.102,23
6.0,29,56.5,0,7,40,41.824,66.066,59.076,474.58,3,1,63,1,7,1.7,59,1.12,23,36,40.253,1,1,10.2,30,25,49.2,0.111,29
5.398,17,37.0,0,3,29,28.177,49.915,44.334,362.4,6,3,46,3,9,7.0,43,1.161,17,26,27.966,0,0,14.0,16,11,39.5,0.065,16
9.523,22,43.5,0,3,33,34.79,58.647,52.116,389.5,7,0,56,0,7,0.0,52,1.128,23,29,33.278,0,0,9.6,21,15,42.3,0.054,21
4.0,10,29.5,0,3,20,19.631,25.089,24.073,295.39,0,0,25,0,8,0.0,23,1.091,5,18,18.582,0,0,13.0,17,10,43.5,0.12,15
7.886,25,45.5,0,8,34,38.983,62.82,55.716,432.61,5,1,59,1,6,1.8,56,1.122,25,31,36.451,0,0,7.1,23,20,44.6,0.136,23
9.222,22,39.5,0,5,30,33.54,56.066,49.796,361.48,7,0,53,0,5,0.0,50,1.121,23,27,31.762,0,0,6.0,18,15,44.0,0.094,17
9.0,22,42.5,0,5,33,33.353,57.085,51.334,415.45,7,3,53,3,8,6.0,50,1.142,20,30,32.912,0,0,6.0,18,15,44.0,0.094,17
6.0,29,56.5,0,7,40,41.824,66.066,59.076,474.58,3,1,63,1,7,1.7,59,1.12,23,36,40.253,1,1,10.2,30,25,49.2,0.111,29
6.0,22,45.5,0,5,32,31.989,50.532,45.651,385.43,2,1,48,1,7,2.2,45,1.123,16,29,31.366,1,1,11.1,24,19,48.9,0.104,23
7.796,21,42.5,0,2,32,33.58,56.521,50.007,374.49,6,0,54,0,7,0.0,50,1.13,22,28,32.058,0,0,12.0,21,15,42.0,0.037,21
9.097,22,42.5,0,5,33,33.353,57.085,51.334,415.45,7,3,53,3,8,6.0,50,1.142,20,30,32.912,0,0,6.0,18,15,44.0,0.094,17
6.458,29,53.5,0,8,39,42.983,66.82,59.716,480.65,3,1,64,1,6,1.7,60,1.114,25,35,40.451,0,0,6.7,29,26,48.3,0.125,29
8.62,25,45.5,0,7,36,40.074,68.893,60.767,431.59,10,0,65,0,7,0.0,61,1.129,29,32,37.858,0,0,8.2,18,15,41.0,0.108,17
5.0,21,43.5,0,5,34,37.017,66.268,58.531,425.55,11,0,61,0,10,0.0,58,1.143,27,31,35.562,2,1,12.1,16,8,36.2,0.082,15
5.398,18,38.0,0,3,30,29.387,52.042,46.443,377.41,7,3,48,3,9,6.7,45,1.156,18,27,29.186,0,0,11.1,16,11,40.0,0.063,16
8.721,25,45.5,0,7,36,40.074,68.893,60.767,431.59,10,0,65,0,7,0.0,61,1.129,29,32,37.858,0,0,8.2,18,15,41.0,0.108,17
8.921,23,42.5,0,4,33,35.546,59.564,52.898,388.51,8,0,57,0,6,0.0,53,1.124,24,29,33.783,0,0,7.5,18,15,43.4,0.07,17
9.301,20,39.5,0,4,29,31.574,53.023,46.905,347.46,5,0,50,0,6,0.0,47,1.128,21,26,30.036,0,0,10.6,21,15,42.6,0.08,21
8.959,24,43.5,0,4,34,37.307,62.979,55.781,402.54,9,0,60,0,6,0.0,56,1.125,26,30,35.31,0,0,7.1,18,15,42.9,0.067,17
6.74,22,41.5,0,4,32,33.784,56.149,50.014,374.48,7,0,54,0,6,0.0,50,1.123,22,28,32.256,0,0,8.0,18,15,44.0,0.074,17
6.182,17,35.5,0,4,27,26.745,43.68,39.618,367.4,3,4,40,4,8,10.5,38,1.149,13,25,26.472,0,0,7.9,17,14,44.7,0.1,17
7.167,24,44.5,0,7,33,37.222,59.405,52.832,418.58,4,1,56,1,6,1.9,53,1.121,23,30,34.924,0,0,7.5,23,20,45.3,0.125,23
7.553,24,45.5,0,5,34,36.461,56.99,50.949,416.56,4,1,55,1,6,2.0,51,1.117,21,30,34.397,0,0,7.8,23,20,47.1,0.091,23
7.328,25,46.5,0,5,35,38.222,60.405,53.832,430.59,5,1,58,1,6,1.9,54,1.119,23,31,35.924,0,0,7.4,23,20,46.3,0.086,23
6.386,19,38.0,0,3,27,28.171,42.246,38.196,335.43,1,1,41,1,5,2.6,38,1.112,14,24,26.795,0,0,7.9,22,18,50.0,0.073,22
6.672,16,32.5,0,4,24,25.108,39.586,35.709,317.39,2,2,37,2,6,5.7,35,1.131,13,22,24.179,0,0,8.6,17,14,45.7,0.108,17
9.523,21,42.5,0,2,32,33.029,55.232,49.232,375.47,6,0,53,0,7,0.0,49,1.127,21,28,31.751,0,0,10.2,21,15,42.9,0.038,21
9.398,20,39.5,0,4,29,31.023,51.734,46.131,348.44,5,0,49,0,6,0.0,46,1.125,20,26,29.73,0,0,8.7,21,15,43.5,0.082,21
9.398,26,49.5,0,4,36,37.33,58.939,52.687,406.52,5,0,58,0,5,0.0,53,1.112,22,31,35.542,0,0,7.5,27,21,49.1,0.069,27
9.699,21,43.5,1,3,33,33.887,55.176,49.556,409.91,6,0,53,1,8,2.0,49,1.126,20,29,32.579,0,0,10.2,21,15,42.9,0.057,21
9.097,26,50.5,0,4,39,41.319,69.976,61.985,456.6,10,0,67,0,8,0.0,62,1.129,28,34,39.353,0,0,9.7,22,16,41.9,0.06,21
6.0,24,48.5,0,6,35,35.302,56.236,50.309,410.49,4,1,54,1,7,2.0,50,1.125,19,31,34.199,1,1,12.0,24,19,48.0,0.111,23
8.699,25,45.5,0,4,33,35.324,55.441,49.585,379.49,4,0,54,0,4,0.0,50,1.109,21,29,33.52,0,0,6.0,24,21,50.0,0.074,23
9.301,22,42.5,0,5,32,34.336,57.438,50.789,373.5,7,0,55,0,6,0.0,51,1.126,23,28,32.563,0,0,9.8,21,15,43.1,0.091,21
9.523,23,44.5,0,4,34,36.552,62.062,55.0,403.53,8,0,59,0,7,0.0,55,1.128,25,30,34.805,0,0,9.1,21,15,41.8,0.068,21
8.77,27,50.5,0,5,38,41.313,68.478,60.883,453.59,7,0,65,0,7,0.0,61,1.123,27,34,39.331,0,0,8.2,24,20,44.3,0.077,23
6.42,26,48.0,0,4,36,38.756,63.69,57.007,427.54,6,0,61,0,6,0.0,57,1.117,25,32,37.003,0,0,5.3,23,20,45.6,0.066,22
7.06,18,34.0,0,3,25,26.801,43.611,38.818,291.38,4,0,42,0,4,0.0,39,1.118,17,22,25.467,0,0,7.7,17,14,46.2,0.071,16
7.31,26,48.0,0,4,36,38.546,62.564,55.898,424.54,5,0,60,0,6,0.0,56,1.117,24,32,36.783,0,0,7.1,21,21,46.4,0.067,18
7.057,13,28.0,6,2,22,23.625,29.574,28.898,406.89,1,0,28,6,8,22.2,27,1.095,6,21,22.555,0,0,0.0,12,12,48.1,0.071,12
6.959,25,47.0,0,4,35,37.546,61.564,54.898,412.53,5,0,59,0,6,0.0,55,1.119,24,31,35.783,0,0,7.3,23,20,45.5,0.068,22
6.071,29,52.5,0,6,40,46.029,75.019,66.4,497.72,7,0,71,0,7,0.0,67,1.12,31,36,42.857,0,0,7.5,24,22,43.3,0.085,23
7.009,20,37.5,0,4,28,30.017,49.235,44.029,333.42,5,0,47,0,5,0.0,44,1.119,19,25,28.708,0,0,6.8,18,15,45.5,0.085,17
8.328,26,50.0,0,4,38,40.006,66.272,59.327,455.56,5,0,63,0,8,0.0,59,1.123,25,34,38.519,0,0,8.5,21,21,44.1,0.063,18
7.31,19,37.0,0,3,28,29.262,48.318,43.247,334.41,4,0,46,0,6,0.0,43,1.124,18,25,28.203,0,0,9.3,15,15,44.2,0.065,12
7.77,27,50.5,0,5,38,40.762,67.189,60.109,454.57,6,0,64,0,7,0.0,60,1.12,26,34,39.025,0,0,6.7,24,21,45.0,0.078,23
6.31,20,35.5,0,3,26,28.557,45.528,40.6,302.4,4,0,44,0,3,0.0,41,1.11,18,23,26.972,0,0,4.9,18,16,48.8,0.068,17
5.602,29,50.5,0,5,38,43.375,71.6,63.221,450.63,7,0,68,0,5,0.0,64,1.119,30,34,40.649,0,0,6.3,24,22,45.3,0.074,23
8.174,24,44.5,0,4,33,34.87,52.783,48.113,401.51,4,0,52,0,5,0.0,48,1.1,19,29,33.094,0,0,2.1,20,20,50.0,0.077,17
6.538,27,49.0,0,4,37,39.756,64.69,58.007,439.55,5,0,62,0,6,0.0,58,1.115,25,33,38.003,0,0,5.2,21,22,46.6,0.065,18
