pXC50,SpMax1_Bh.e.,piPC08,SpMax1_Bh.i.,piPC07,SRW07,SRW09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,CATS2D_04_AP,SM14_EA.bo.,SaasN,SM13_EA.bo.,SpMax1_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM11_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,piPC10,NaasN,Eig01_AEA.ri.,SpMax_AEA.ri.,C.043,piPC06,SM15_EA.ed.,SM07_EA.bo.,SM14_EA.ed.,SpDiam_EA.ed.,SM13_EA.ed.,D.Dtr09,SM08_EA.bo.,SaaN,SpMAD_EA.ed.,SpMAD_EA.dm.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,piPC04,D.Dtr05,piPC09,PW3,piPC05,C.030,nR09,CATS2D_02_PL,SM12_EA.ed.,SRW05,nPyrazoles,SM12_EA.dm.,SM14_EA.dm.,Eig04_AEA.ed.,Eta_sh_y,SM04_EA.dm.,nR05,nPyrimidines,SpDiam_AEA.ri.,SM08_EA.dm.,SM10_EA.dm.,SpAD_EA.dm.,SM02_EA.dm.,SM11_EA.ed.
5.419,4.115,7.196,4.128,6.791,0.0,0.0,11.27,11.27,11.27,0,21.21,0.0,19.695,4.081,18.226,22.7,16.698,4.531,4.531,7.531,4.531,13.708,15.272,7.636,0,4.211,4.211,0,6.346,36.38,10.721,33.977,18.664,31.561,0.0,12.377,0.0,4.386,0.148,3.234,3.234,5.234,3.234,5.353,0.0,7.589,0.351,5.969,0,0,0,29.173,0.0,0,2.115,2.314,5.102,0.338,1.447,0,0,5.315,1.743,1.924,3.561,1.418,26.754
5.651,4.117,7.2,4.129,6.775,0.0,0.0,11.531,11.531,11.531,0,21.263,0.0,19.743,4.083,18.265,22.76,16.732,4.552,4.552,7.552,4.552,13.729,15.298,7.652,0,4.238,4.238,0,6.322,36.708,10.73,34.276,18.794,31.837,0.0,12.389,0.0,4.383,0.22,3.25,3.25,5.25,3.25,5.374,0.0,7.582,0.351,5.98,0,0,0,29.417,0.0,0,2.153,2.337,5.09,0.343,1.676,0,0,5.342,1.843,1.986,5.281,1.724,26.974
5.0,4.119,7.425,4.129,7.001,0.0,0.0,11.271,11.271,11.271,0,21.296,0.0,19.787,4.097,18.338,22.772,16.812,4.533,4.533,7.533,4.533,13.848,15.417,8.079,0,4.216,4.216,0,6.53,36.388,10.885,33.985,18.666,31.571,0.0,12.558,0.0,4.465,0.069,3.235,3.235,5.235,3.235,5.56,0.0,7.885,0.35,6.187,0,0,0,29.184,0.0,0,0.283,0.217,5.103,0.368,0.739,0,0,5.315,0.469,0.366,1.72,0.908,26.766
5.65,4.045,6.916,4.06,6.536,0.0,0.0,10.388,10.388,10.388,0,20.062,0.0,18.622,4.005,17.301,21.422,15.827,4.13,4.13,7.13,4.13,13.036,14.574,7.556,0,4.114,4.114,0,6.084,35.28,10.239,32.973,17.283,30.651,0.0,11.905,0.0,4.242,0.203,3.136,3.136,5.136,3.136,5.252,0.0,7.296,0.341,5.82,0,0,0,28.361,0.0,0,2.153,2.337,5.065,0.312,1.676,0,0,5.217,1.843,1.986,5.281,1.724,26.032
5.094,4.016,6.03,4.035,5.844,0.0,0.0,11.216,11.216,11.216,0,20.003,0.0,18.56,3.975,17.188,21.401,15.724,4.16,4.16,7.16,4.16,12.893,14.4,5.937,0,4.17,4.17,0,5.579,36.276,10.064,33.87,18.585,31.451,0.0,11.667,0.0,4.308,0.333,3.205,3.205,5.205,3.205,4.886,0.0,6.236,0.344,5.419,0,0,0,29.056,0.0,0,6.88,7.91,5.013,0.345,2.906,0,0,5.274,4.831,5.852,6.669,2.202,26.631
5.0,4.12,7.437,4.13,6.995,0.0,0.0,11.293,11.293,11.293,1,21.339,0.0,19.833,4.087,18.383,22.814,16.86,4.534,4.534,7.534,4.534,13.893,15.46,8.09,0,4.223,4.223,0,6.533,36.498,10.924,34.1,18.692,31.69,0.0,12.594,0.0,4.471,0.069,3.243,3.243,5.243,3.243,5.569,0.0,7.873,0.358,6.182,0,0,2,29.307,0.0,0,0.283,0.217,5.11,0.379,0.739,0,0,5.322,0.469,0.366,1.72,0.908,26.893
5.553,4.05,6.823,4.057,6.487,4.443,6.293,11.241,11.241,11.241,0,20.338,0.0,18.891,4.017,17.508,21.747,16.045,4.238,4.238,7.238,4.238,13.207,14.713,7.261,0,4.197,4.197,0,6.071,36.346,10.369,33.946,18.62,31.534,0.0,11.977,0.0,4.322,0.211,3.221,3.221,5.221,3.221,5.257,47.735,7.12,0.349,5.706,0,0,0,29.149,2.398,0,2.153,2.337,5.097,0.332,1.676,1,0,5.304,1.843,1.986,5.281,1.724,26.735
5.0,4.114,7.165,4.126,6.757,4.443,6.26,11.237,11.237,11.237,0,21.202,0.0,19.687,4.079,18.216,22.693,16.686,4.531,4.531,7.531,4.531,13.693,15.26,7.564,0,4.202,4.202,0,6.32,36.306,10.704,33.899,18.625,31.48,0.0,12.362,0.0,4.344,0.116,3.22,3.22,5.22,3.22,5.344,45.542,7.543,0.346,5.935,0,0,0,29.086,2.398,0,1.684,1.791,5.106,0.348,1.286,1,0,5.312,1.476,1.578,2.78,1.249,26.662
5.456,4.061,7.216,4.074,6.851,0.0,0.0,11.242,11.242,11.242,0,20.505,0.0,19.053,4.024,17.717,21.883,16.236,4.242,4.242,7.242,4.242,13.431,14.972,7.944,0,4.199,4.199,0,6.397,36.365,10.627,33.97,18.621,31.564,0.0,12.29,0.0,4.216,0.27,3.222,3.222,5.222,3.222,5.591,0.0,7.609,0.342,6.146,0,0,0,29.188,0.0,0,7.259,8.348,5.949,0.315,3.156,0,0,5.304,5.105,6.175,10.008,2.516,26.783
4.523,4.128,7.607,4.143,7.146,0.0,0.0,11.622,11.622,11.622,0,21.377,0.0,19.874,4.091,18.425,22.85,16.904,4.523,4.523,7.523,4.523,13.939,15.502,8.307,0,4.254,4.254,0,6.647,36.932,10.969,34.506,19.255,32.071,0.0,12.635,0.0,4.411,0.17,3.271,3.271,5.271,3.271,5.675,0.0,8.046,0.355,6.295,0,0,0,29.661,0.0,0,2.153,2.337,5.8,0.341,1.676,0,0,5.36,1.843,1.986,5.281,1.724,27.223
5.699,4.058,7.18,4.071,6.781,0.0,0.0,11.242,11.242,11.242,0,20.44,0.0,18.982,4.02,17.647,21.819,16.158,4.24,4.24,7.24,4.24,13.345,14.899,7.902,0,4.197,4.197,0,6.339,36.349,10.535,33.95,18.619,31.54,0.0,12.219,0.0,4.179,0.217,3.221,3.221,5.221,3.221,5.545,0.0,7.586,0.338,6.11,0,0,0,29.157,0.0,0,2.966,3.205,5.427,0.299,2.181,0,0,5.304,2.523,2.737,7.583,2.111,26.745
6.161,4.015,6.57,4.028,6.313,0.0,0.0,10.305,10.305,10.305,0,19.956,0.0,18.532,3.976,17.24,21.289,15.783,4.07,4.07,7.07,4.07,13.042,14.562,7.199,0,4.086,4.086,0,6.057,35.083,10.298,32.777,17.229,30.454,0.0,11.941,0.0,4.138,0.388,3.117,3.117,5.117,3.117,5.295,0.0,6.98,0.337,5.817,0,0,0,28.167,0.0,0,9.219,10.639,5.371,0.309,3.764,0,0,5.194,6.397,7.803,11.652,2.805,25.839
5.089,4.083,7.01,4.101,6.701,0.0,0.0,10.305,10.305,10.305,0,20.919,0.0,19.447,4.036,18.056,22.34,16.559,4.336,4.336,7.336,4.336,13.675,15.224,7.098,0,4.086,4.086,0,6.391,35.238,10.787,32.944,17.229,30.634,0.0,12.451,0.0,4.155,0.249,3.117,3.117,5.117,3.117,5.581,0.0,7.293,0.336,6.147,0,0,0,28.359,0.0,0,2.227,2.383,5.386,0.302,2.019,0,0,5.202,2.016,2.101,8.721,2.148,26.043
5.695,4.013,6.541,4.025,6.186,0.0,0.0,10.305,10.305,10.305,0,19.904,0.0,18.477,6.88,17.187,21.237,15.727,4.07,4.07,7.07,4.07,12.986,14.508,7.128,0,4.086,4.086,0,5.931,35.081,10.247,32.774,17.229,30.45,0.0,11.888,0.0,4.173,0.261,3.117,3.117,5.117,3.117,5.224,0.0,6.921,0.332,5.755,0,0,0,28.162,0.0,0,2.966,3.205,5.334,0.298,2.181,0,0,5.194,2.523,2.737,7.583,2.111,25.832
5.0,4.115,7.227,4.127,6.846,0.0,0.0,11.263,11.263,11.263,0,21.241,0.0,19.728,4.081,18.277,22.721,16.746,4.531,4.531,7.531,4.531,13.779,15.354,7.69,0,4.21,4.21,0,6.419,36.374,10.821,33.974,18.656,31.562,0.0,12.501,0.0,4.372,0.176,3.232,3.232,5.232,3.232,5.535,0.0,7.627,0.351,6.131,0,0,0,29.18,0.0,0,2.124,2.318,5.851,0.355,1.596,0,0,5.316,1.783,1.943,5.091,1.667,26.766
5.0,4.11,7.26,4.123,6.828,0.0,0.0,11.237,11.237,11.237,0,21.214,0.0,19.699,4.076,18.23,22.704,16.7,4.533,4.533,7.533,4.533,13.708,15.277,7.728,0,4.191,4.191,0,6.37,36.305,10.718,33.898,18.625,31.478,0.0,12.384,0.0,4.258,0.148,3.22,3.22,5.22,3.22,5.348,0.0,7.66,0.352,5.969,0,0,0,29.084,0.0,0,3.962,4.495,5.103,0.354,1.94,0,0,5.295,2.915,3.434,3.409,1.558,26.659
6.076,4.018,6.614,4.03,6.347,0.0,0.0,10.305,10.305,10.305,0,20.05,0.0,18.63,3.978,17.329,21.389,15.879,4.07,4.07,7.07,4.07,13.134,14.64,7.225,0,4.086,4.086,0,6.048,35.151,10.387,32.855,17.229,30.542,0.0,12.006,0.0,4.179,0.342,3.117,3.117,5.117,3.117,5.321,0.0,6.981,0.341,5.837,0,0,0,28.266,0.0,0,6.898,7.918,5.417,0.328,3.202,0,0,5.195,4.913,5.891,10.932,2.629,25.948
5.31,4.054,7.092,4.068,6.744,0.0,0.0,11.242,11.242,11.242,0,20.412,0.0,18.96,4.019,17.598,21.807,16.123,4.241,4.241,7.241,4.241,13.294,14.823,7.779,0,4.198,4.198,0,6.281,36.348,10.465,33.948,18.619,31.537,0.0,12.107,0.0,4.286,0.334,3.221,3.221,5.221,3.221,5.381,0.0,7.469,0.349,5.949,0,0,0,29.153,0.0,0,9.218,10.638,5.337,0.331,3.679,0,0,5.303,6.387,7.8,9.351,2.631,26.739
5.959,4.033,6.89,4.048,6.495,0.0,0.0,10.874,10.874,10.874,0,20.188,0.0,18.747,3.995,17.417,21.557,15.946,4.167,4.167,7.167,4.167,13.155,14.685,7.618,0,4.148,4.148,0,6.121,35.847,10.364,33.479,18.036,31.099,0.0,12.015,0.0,4.194,0.182,3.176,3.176,5.176,3.176,5.324,0.0,7.3,0.337,5.88,0,0,0,28.748,0.0,0,2.153,2.337,5.403,0.32,1.676,0,0,5.253,1.843,1.986,5.281,1.724,26.364
4.523,4.061,7.113,4.072,6.749,0.0,0.0,11.583,11.583,11.583,0,20.649,0.0,19.19,4.028,17.802,22.064,16.324,4.3,4.3,7.3,4.3,13.464,14.987,7.733,0,4.246,4.246,0,6.306,36.863,10.605,34.439,19.193,32.006,0.0,12.228,0.0,4.334,0.288,3.263,3.263,5.263,3.263,5.435,0.0,7.469,0.355,6.004,0,0,0,29.598,0.0,0,6.887,7.913,5.742,0.35,3.048,0,0,5.351,4.867,5.868,8.63,2.417,27.163
5.338,4.007,6.373,4.019,6.099,0.0,0.0,10.305,10.305,10.305,0,19.825,0.0,18.39,3.969,17.102,21.159,15.631,4.07,4.07,7.07,4.07,12.88,14.421,6.746,0,4.086,4.086,0,5.836,35.079,10.13,32.772,17.229,30.447,0.0,11.802,0.0,3.996,0.291,3.117,3.117,5.117,3.117,5.198,0.0,6.637,0.327,5.693,0,0,0,28.157,0.0,0,2.227,2.383,5.338,0.271,2.019,0,0,5.2,2.016,2.101,8.721,2.148,25.826
6.027,4.012,6.349,4.027,6.048,0.0,0.0,10.305,10.305,10.305,0,19.729,0.0,18.306,3.971,16.973,21.094,15.527,4.07,4.07,7.07,4.07,12.758,14.251,6.706,0,4.086,4.086,0,5.757,35.08,9.999,32.772,17.229,30.448,0.0,11.593,0.0,4.102,0.25,3.117,3.117,5.117,3.117,4.986,0.0,6.646,0.331,5.485,0,0,0,28.158,0.0,0,2.191,2.36,5.285,0.29,1.862,0,0,5.194,1.933,2.045,7.001,1.958,25.827
5.398,4.016,6.577,4.029,6.323,0.0,0.0,10.325,10.325,10.325,0,19.965,0.0,18.539,3.977,17.246,21.3,15.788,4.075,4.075,7.075,4.075,13.043,14.564,7.198,0,4.089,4.089,0,6.03,35.112,10.298,32.804,17.219,30.479,0.0,11.942,0.0,4.138,0.388,3.119,3.119,5.119,3.119,5.295,0.0,6.978,0.338,5.83,0,0,0,28.188,0.0,0,9.219,10.639,5.285,0.309,3.764,0,0,5.195,6.397,7.803,11.652,2.805,25.858
4.721,3.998,6.198,4.011,6.021,0.0,0.0,10.745,10.745,10.745,0,19.835,0.0,18.415,3.958,17.084,21.197,15.639,4.082,4.082,7.082,4.082,12.871,14.366,6.566,0,4.107,4.107,0,5.701,35.712,10.104,33.36,17.879,30.996,0.0,11.705,0.0,4.155,0.345,3.13,3.13,5.13,3.13,5.036,0.0,6.488,0.34,5.521,0,0,0,28.659,0.0,0,6.887,7.913,5.025,0.322,3.048,0,0,5.212,4.867,5.868,8.63,2.417,26.289
5.495,4.051,6.846,4.071,6.557,4.949,7.195,11.713,11.713,11.713,0,20.346,0.0,18.918,4.013,17.585,21.711,16.131,4.149,4.149,7.149,4.149,13.351,14.857,7.414,0,4.297,4.297,0,6.18,36.978,10.571,34.538,18.862,32.091,128.244,12.186,0.0,4.454,0.301,3.308,3.308,5.308,3.308,5.513,65.345,7.195,0.351,6.013,0,1,0,29.666,2.398,0,4.146,4.683,5.741,0.366,2.521,1,0,5.402,3.193,3.644,10.526,2.393,27.22
5.0,4.004,5.508,4.037,5.314,0.0,0.0,9.641,9.641,9.641,0,18.352,0.0,16.958,3.93,15.86,19.503,14.409,3.608,3.608,6.608,3.608,11.853,13.392,5.766,0,3.994,3.994,0,5.037,34.161,9.281,31.923,16.108,29.665,0.0,10.963,0.0,4.03,0.307,3.009,3.009,5.009,3.009,4.626,0.0,5.752,0.324,5.057,0,0,0,27.442,0.0,0,3.676,4.146,4.408,0.265,2.126,0,0,5.098,2.793,3.22,6.453,1.981,25.172
5.921,4.204,7.883,4.205,7.381,4.844,7.066,11.674,11.674,11.674,0,22.168,0.0,20.593,4.18,19.047,23.731,17.465,4.854,4.854,7.854,4.854,14.351,15.958,8.579,0,4.288,4.288,0,6.845,36.938,11.249,34.502,19.239,32.058,148.25,12.933,0.0,4.488,0.176,3.293,3.293,5.293,3.293,5.76,36.657,8.19,0.349,6.384,0,2,0,29.638,2.398,0,2.153,2.337,5.475,0.36,1.676,1,0,5.395,1.843,1.986,5.281,1.724,27.193
5.959,3.957,5.743,3.967,5.506,4.443,6.293,9.643,9.643,9.643,0,19.014,0.0,17.66,4.23,16.384,20.319,15.005,3.841,3.841,6.565,3.841,12.349,13.785,5.845,0,3.94,3.94,0,5.299,34.166,9.678,31.927,16.122,29.669,0.0,11.237,0.0,4.096,0.264,3.012,3.012,5.012,3.012,4.758,45.232,5.778,0.328,5.01,0,0,0,27.446,2.398,0,2.153,2.337,4.414,0.275,1.676,1,0,5.064,1.843,1.986,5.281,1.724,25.176
6.301,4.05,6.863,4.071,6.528,4.949,7.195,11.712,11.712,11.712,0,20.326,0.0,18.898,4.011,17.568,21.689,16.115,4.148,4.148,7.148,4.148,13.339,14.845,7.406,0,4.297,4.297,0,6.188,36.973,10.565,34.532,18.857,32.084,138.837,12.179,0.0,4.451,0.301,3.308,3.308,5.308,3.308,5.504,71.291,7.189,0.352,6.007,0,1,0,29.658,2.398,0,4.146,4.683,5.748,0.366,2.521,1,0,5.402,3.193,3.644,10.526,2.393,27.212
5.444,4.095,7.003,4.099,6.592,4.727,6.843,10.941,10.941,10.941,0,21.174,0.0,19.664,4.326,18.193,22.664,16.671,4.521,4.521,7.521,4.521,13.686,15.243,7.448,0,4.135,4.135,0,6.189,35.969,10.704,33.597,18.139,31.215,78.437,12.352,0.0,4.338,0.211,3.175,3.175,5.175,3.175,5.352,40.966,7.103,0.341,5.84,0,1,0,28.858,2.398,0,2.153,2.337,5.041,0.317,1.676,1,0,5.26,1.843,1.986,5.281,1.724,26.472
5.721,3.979,6.172,3.998,6.036,0.0,0.0,9.647,9.647,9.647,0,19.273,0.0,17.882,4.099,16.642,20.555,15.213,3.883,3.883,6.883,3.883,12.544,14.043,6.603,0,3.946,3.946,0,5.708,34.18,9.863,31.942,16.12,29.686,0.0,11.494,0.0,4.081,0.592,3.014,3.014,5.014,3.014,4.955,0.0,6.545,0.331,5.449,0,0,0,27.466,0.0,0,14.467,16.759,5.035,0.282,5.454,0,0,5.11,9.902,12.18,13.621,3.449,25.199
5.108,3.985,6.003,4.006,5.741,0.0,0.0,10.137,10.137,10.137,1,19.525,0.0,18.115,3.939,16.821,20.854,15.38,3.988,3.988,6.988,3.988,12.646,14.149,6.311,0,4.026,4.026,0,5.497,34.903,9.906,32.613,16.932,30.307,0.0,11.529,0.0,4.143,0.24,3.067,3.067,5.067,3.067,4.889,0.0,6.21,0.333,5.347,0,0,2,28.031,0.0,0,2.153,2.337,4.783,0.312,1.676,0,0,5.13,1.843,1.986,5.281,1.724,25.715
4.0,4.007,6.527,4.037,6.219,0.0,0.0,9.688,9.688,9.688,0,19.715,0.0,18.28,4.03,17.001,21.038,15.526,4.031,4.031,7.031,4.031,12.775,14.321,6.993,0,3.976,3.976,0,5.854,34.231,10.018,31.988,16.159,29.727,0.0,11.695,4.752,4.071,0.219,3.022,3.022,5.022,3.022,5.055,0.0,6.801,0.33,5.637,0,0,0,27.502,0.0,0,0.544,0.424,5.017,0.285,1.294,0,0,5.079,0.861,0.69,5.04,1.593,25.231
4.0,4.01,6.57,4.039,6.287,0.0,0.0,9.689,9.689,9.689,0,19.731,0.0,18.297,3.966,17.017,21.055,15.544,4.033,4.033,7.033,4.033,12.794,14.338,7.092,0,3.977,3.977,0,5.902,34.237,10.037,31.996,16.163,29.737,0.0,11.712,4.78,4.031,0.282,3.023,3.023,5.023,3.023,5.083,0.0,6.882,0.336,5.66,0,0,0,27.513,0.0,0,0.718,0.571,5.224,0.282,1.557,0,0,5.081,1.087,0.89,6.76,1.856,25.244
5.367,4.057,7.113,4.069,6.715,0.0,0.0,11.254,11.254,11.254,0,20.428,0.0,18.978,4.02,17.616,21.824,16.145,4.245,4.245,7.245,4.245,13.327,14.843,7.746,0,4.202,4.202,0,6.265,36.562,10.521,34.176,18.648,31.781,0.0,12.134,0.0,4.475,0.226,3.228,3.228,5.228,3.228,5.391,0.0,7.446,0.321,5.955,0,0,0,29.41,0.0,0,2.191,2.36,5.988,0.295,1.862,0,0,5.309,1.933,2.045,7.001,1.958,27.015
5.405,4.018,6.6,4.03,6.343,0.0,0.0,10.305,10.305,10.305,0,20.024,0.0,18.605,3.978,17.307,21.36,15.859,4.07,4.07,7.07,4.07,13.12,14.625,7.214,0,4.086,4.086,0,6.073,35.132,10.381,32.834,17.229,30.521,0.0,11.998,0.0,4.177,0.342,3.117,3.117,5.117,3.117,5.31,0.0,6.986,0.341,5.83,0,0,0,28.243,0.0,0,6.898,7.918,5.428,0.328,3.202,0,0,5.194,4.913,5.891,10.932,2.629,25.926
5.509,4.123,7.572,4.127,7.111,4.727,6.843,11.643,11.643,11.643,0,21.469,0.0,19.96,4.331,18.495,22.954,16.974,4.562,4.562,7.562,4.562,13.993,15.551,8.276,0,4.256,4.256,0,6.612,36.961,11.009,34.533,19.284,32.096,85.412,12.659,0.0,4.488,0.176,3.281,3.281,5.281,3.281,5.658,44.209,7.897,0.357,6.217,0,1,0,29.684,2.398,0,2.153,2.337,5.788,0.346,1.676,1,0,5.372,1.843,1.986,5.281,1.724,27.245
5.364,4.037,6.691,4.054,6.461,4.949,7.195,11.689,11.689,11.689,0,20.525,0.0,19.089,4.001,17.73,21.91,16.272,4.146,4.146,7.146,4.146,13.459,14.963,7.005,0,4.291,4.291,0,6.171,37.032,10.647,34.599,18.826,32.159,134.002,12.247,0.0,4.444,0.323,3.301,3.301,5.301,3.301,5.498,68.894,6.921,0.358,5.977,0,1,0,29.741,2.398,0,4.003,4.5,5.686,0.371,2.568,1,0,5.403,3.135,3.543,11.299,2.475,27.3
5.569,4.059,7.135,4.071,6.766,0.0,0.0,11.256,11.256,11.256,0,20.482,0.0,19.033,4.023,17.667,21.88,16.196,4.249,4.249,7.249,4.249,13.369,14.887,7.8,0,4.203,4.203,0,6.303,36.389,10.542,33.993,18.654,31.586,0.0,12.164,0.0,4.274,0.278,3.226,3.226,5.226,3.226,5.418,0.0,7.51,0.345,5.985,0,0,0,29.208,0.0,0,6.887,7.913,5.906,0.337,3.048,0,0,5.309,4.867,5.868,8.63,2.417,26.8
4.0,3.931,5.478,3.962,5.15,0.0,0.0,7.939,7.939,7.939,0,18.398,0.0,16.986,4.048,15.916,19.53,14.434,3.589,3.589,6.589,3.589,11.87,13.459,6.089,0,3.686,3.686,0,4.969,31.197,9.287,29.18,13.939,27.082,0.0,11.04,0.0,3.781,0.575,2.778,2.778,4.778,2.778,4.601,0.0,5.872,0.301,4.987,0,0,0,25.099,0.0,0,16.092,18.658,4.618,0.248,5.833,0,0,4.832,10.959,13.525,9.78,3.367,22.972
5.886,4.115,7.144,4.131,6.75,0.0,0.0,11.182,11.182,11.182,0,21.324,0.0,19.803,4.077,18.326,22.822,16.793,4.568,4.568,7.568,4.568,13.795,15.362,7.643,0,4.19,4.19,0,6.35,36.291,10.805,33.899,18.584,31.495,0.0,12.462,0.0,4.338,0.196,3.202,3.202,5.202,3.202,5.436,0.0,7.524,0.345,6.02,0,0,0,29.119,0.0,0,2.153,2.337,5.204,0.342,1.676,0,0,5.295,1.843,1.986,5.281,1.724,26.712
5.0,4.301,8.516,4.335,7.957,5.861,8.032,13.192,13.192,13.192,0,22.867,0.0,21.255,4.284,19.663,24.473,18.05,5.085,5.085,8.085,5.085,14.861,16.488,9.309,0,4.489,4.489,0,7.336,38.731,11.684,36.164,21.192,33.594,154.047,13.367,4.11,5.112,0.16,3.509,3.509,5.509,3.509,6.02,65.571,8.905,0.381,6.714,0,4,0,31.039,3.434,0,2.943,3.287,5.756,0.502,1.786,3,0,5.566,2.296,2.61,4.0,1.641,28.47
4.523,3.936,5.263,3.966,5.063,0.0,0.0,7.078,7.078,7.078,0,17.914,0.0,16.454,3.867,15.475,18.972,13.932,3.531,3.531,6.531,3.531,11.401,13.068,5.448,0,3.583,3.583,0,4.812,29.959,8.85,28.037,12.234,26.065,0.0,10.707,0.0,3.47,0.175,2.589,2.589,4.589,2.589,4.444,0.0,5.512,0.295,4.892,0,0,0,24.167,0.0,0,0.334,0.252,3.661,0.163,0.938,0,0,4.686,0.57,0.438,3.32,1.235,22.169
5.0,4.039,6.831,4.071,6.492,0.0,0.0,11.235,11.235,11.235,0,20.064,0.0,18.635,4.001,17.336,21.404,15.872,4.096,4.096,7.096,4.096,13.112,14.644,7.405,0,4.179,4.179,0,6.139,36.322,10.347,33.92,18.622,31.507,0.0,12.009,0.0,4.343,0.242,3.219,3.219,5.219,3.219,5.398,0.0,7.214,0.345,5.924,0,0,0,29.121,0.0,0,3.078,3.468,5.297,0.361,1.967,0,0,5.254,2.392,2.714,7.025,1.964,26.705
4.0,4.043,6.887,4.07,6.493,0.0,0.0,11.802,11.802,11.802,0,20.182,0.0,18.75,4.156,17.417,21.547,15.958,4.141,4.141,7.141,4.141,13.171,14.681,7.447,0,4.248,4.248,0,6.086,37.42,10.386,34.973,19.345,32.519,0.0,11.996,0.0,4.501,0.592,3.356,3.356,5.356,3.356,5.238,0.0,7.264,0.333,5.822,0,0,0,30.08,0.0,0,16.184,18.834,5.418,0.276,5.937,0,0,5.413,10.957,13.555,18.351,3.717,27.622
4.914,4.048,7.018,4.068,6.779,0.0,0.0,11.032,11.032,11.032,0,20.79,0.0,19.365,4.003,17.996,22.186,16.562,4.237,4.237,7.237,4.237,13.784,15.244,7.353,0,4.186,4.186,0,6.515,36.884,11.03,34.516,18.549,32.132,0.0,12.564,0.0,4.245,0.34,3.213,3.213,5.213,3.213,5.806,0.0,7.239,0.345,6.252,0,0,0,29.784,0.0,0,9.488,11.032,6.322,0.377,3.907,0,0,5.301,6.466,7.96,22.764,3.257,27.394
4.481,4.038,6.979,4.059,6.716,0.0,0.0,11.032,11.032,11.032,0,20.495,0.0,19.09,3.99,17.757,21.858,16.339,4.079,4.079,7.079,4.079,13.608,15.061,7.292,0,4.186,4.186,0,6.466,36.562,10.899,34.216,18.549,31.851,0.0,12.434,0.0,4.197,0.345,3.201,3.201,5.201,3.201,5.769,0.0,7.187,0.341,6.206,0,0,0,29.525,0.0,0,9.488,11.032,6.322,0.366,3.907,0,0,5.301,6.466,7.96,22.764,3.257,27.155
4.975,4.081,7.421,4.095,7.005,0.0,0.0,11.619,11.619,11.619,0,20.75,0.0,19.282,4.043,17.907,22.159,16.412,4.313,4.313,7.313,4.313,13.546,15.1,8.13,0,4.251,4.251,0,6.512,36.927,10.674,34.501,19.253,32.066,0.0,12.352,0.0,4.309,0.16,3.267,3.267,5.267,3.267,5.624,0.0,7.81,0.348,6.218,0,0,0,29.657,0.0,0,2.153,2.337,5.803,0.317,1.676,0,0,5.356,1.843,1.986,5.281,1.724,27.219
5.0,4.119,7.433,4.129,6.987,0.0,0.0,11.27,11.27,11.27,0,21.289,0.0,19.779,4.095,18.331,22.765,16.805,4.533,4.533,7.533,4.533,13.841,15.41,8.091,0,4.215,4.215,0,6.542,36.382,10.881,33.978,18.664,31.563,0.0,12.554,0.0,4.455,0.069,3.234,3.234,5.234,3.234,5.552,0.0,7.878,0.351,6.187,0,0,0,29.175,0.0,0,0.283,0.217,5.103,0.368,0.739,0,0,5.314,0.469,0.366,1.72,0.908,26.757
5.0,4.112,7.146,4.124,6.743,4.443,6.26,11.235,11.235,11.235,0,21.202,0.0,19.686,4.078,18.215,22.693,16.685,4.531,4.531,7.531,4.531,13.691,15.258,7.527,0,4.201,4.201,0,6.308,36.302,10.703,33.894,18.622,31.475,0.0,12.36,0.0,4.283,0.18,3.219,3.219,5.219,3.219,5.339,51.72,7.525,0.344,5.933,0,0,0,29.08,2.398,0,1.743,1.831,5.23,0.337,1.55,1,0,5.311,1.604,1.666,4.5,1.603,26.655
5.879,4.004,6.25,4.015,5.98,0.0,0.0,10.305,10.305,10.305,0,19.728,0.0,18.304,3.967,16.969,21.093,15.522,4.07,4.07,7.07,4.07,12.748,14.244,6.445,0,4.086,4.086,0,5.704,35.077,9.977,32.768,17.229,30.442,0.0,11.575,0.0,4.075,0.304,3.117,3.117,5.117,3.117,4.908,0.0,6.478,0.328,5.42,0,0,0,28.149,0.0,0,2.191,2.36,4.93,0.298,1.862,0,0,5.191,1.933,2.045,7.001,1.958,25.815
5.013,4.081,7.411,4.098,7.025,4.949,7.195,11.713,11.713,11.713,0,20.893,0.0,19.442,4.043,18.07,22.293,16.597,4.245,4.245,7.245,4.245,13.755,15.278,8.094,0,4.297,4.297,0,6.583,37.368,10.913,34.932,19.108,32.488,139.376,12.539,0.0,4.549,0.263,3.309,3.309,5.309,3.309,5.779,70.997,7.784,0.362,6.327,0,1,0,30.065,2.398,0,4.146,4.683,5.994,0.383,2.521,1,0,5.403,3.193,3.644,10.526,2.393,27.617
