pXC50,ATS8i,SddssS,nS..O.2,P_VSA_s_1,CATS2D_08_LL,NddssS,S.110,ATSC3p,SdO,SpMax3_Bh.v.,ATSC4p,ATSC2p,ATSC1p,ATS1p,CATS2D_07_LL,ATSC6p,ATS2p,ATSC5p,ATSC3v,DBI,nS,SpMax3_Bh.e.,P_VSA_LogP_3,Sp,X2v,SpMin6_Bh.s.,MATS6e,X4sol,AMR,X1v,ATSC2v,VvdwMG,Vx,ATSC4m,ATS4p,ATS3p,ATSC8p,ATSC5m,X1sol,X5v,ATSC4v,ATSC1v,ATSC3m,ATSC7p,ATS1v,ATS5v,ATSC8m,Eta_alpha,ATS4m,SpMin2_Bh.v.,ATS4v,X0sol,X4v,GATS8p,ATS5m,ATS3v,ATS6p,SpDiam_EA.bo.,X0v,X1Kup,ATS5p,HDcpx,ATSC5v,CATS2D_01_LL,ZM1Mad,ATSC7m,O.058,VvdwZAZ,SpMax3_Bh.i.
6.71,5.661,0.0,0,0.0,12,0,0,18.086,0.0,3.662,18.065,14.414,9.251,4.035,16,17.711,4.398,18.132,27.561,5.196,0,3.816,147.853,57.728,10.366,1.082,-0.037,8.576,166.551,15.415,21.857,330.136,797.292,53.156,4.518,4.528,16.443,52.073,19.347,3.097,27.806,13.67,50.93,17.115,3.959,4.282,44.745,18.767,4.043,2.027,4.322,27.644,4.778,0.992,3.933,4.349,4.452,6.8,24.87,15.237,4.502,1.779,28.065,16,181.308,46.18,0,578.68,3.88
6.87,5.694,0.0,0,0.0,14,0,0,18.786,0.0,3.669,18.762,14.978,9.594,4.066,18,18.263,4.43,18.826,28.576,5.292,0,3.821,147.853,59.49,10.72,1.111,-0.056,8.752,171.152,15.915,22.671,339.729,820.698,54.756,4.551,4.561,17.255,53.646,19.847,3.222,28.814,14.162,52.559,17.78,3.988,4.314,46.038,19.267,4.067,2.027,4.352,28.351,4.955,1.014,3.959,4.379,4.486,6.8,25.577,15.737,4.536,1.785,29.065,17,185.308,47.907,0,595.98,3.884
5.87,6.06,0.0,0,0.0,17,0,0,23.319,24.997,3.682,23.071,18.732,11.836,4.292,22,23.318,4.665,23.042,36.119,6.557,0,3.833,147.853,74.978,13.867,1.171,-0.037,11.058,215.248,20.328,28.592,432.194,1046.31,72.863,4.788,4.798,23.932,72.196,25.528,4.015,36.055,17.526,70.867,24.046,4.222,4.612,70.819,24.733,4.394,2.028,4.615,37.326,6.126,1.01,4.396,4.63,4.791,6.8,32.546,20.111,4.788,1.848,36.185,20,246.736,71.9,2,768.68,3.895
7.13,5.199,0.0,0,0.0,1,0,0,15.254,13.271,3.641,17.293,10.402,5.993,3.58,4,16.815,4.048,16.072,19.75,3.464,1,3.796,66.514,33.603,10.016,0.825,-0.095,8.473,95.379,10.354,13.829,189.444,454.003,51.727,4.317,4.282,11.481,47.093,11.554,4.857,21.985,7.961,40.819,12.582,3.484,4.158,29.581,11.4,4.139,2.038,4.13,16.79,6.303,0.956,4.11,4.105,4.285,7.044,15.532,9.046,4.324,1.668,19.933,12,165.615,35.358,1,329.77,3.846
8.2,5.136,0.0,0,0.0,9,0,0,13.348,0.0,3.743,15.377,9.253,5.365,3.595,16,13.611,4.052,14.87,18.878,3.162,0,3.808,137.446,33.358,7.684,0.609,0.066,7.936,98.873,9.22,13.152,185.455,444.269,37.338,4.274,4.267,11.446,37.085,11.666,3.687,21.488,7.461,33.002,13.489,3.527,4.062,28.67,11.733,3.816,1.976,4.096,16.571,4.939,1.062,3.812,4.128,4.219,7.036,14.436,9.172,4.23,1.677,20.877,16,137.183,32.626,0,321.87,3.841
5.459,5.619,0.0,0,0.0,11,0,0,15.077,11.885,3.743,18.133,10.562,6.128,3.729,22,19.124,4.181,19.013,21.758,3.873,0,3.808,94.762,38.887,8.816,0.782,-0.014,8.75,114.85,10.658,15.334,218.098,523.92,43.431,4.502,4.421,17.693,47.32,13.582,4.351,26.131,8.711,37.827,20.071,3.66,4.39,47.305,13.633,4.026,1.978,4.32,19.562,5.652,1.071,4.168,4.276,4.606,7.06,17.104,10.591,4.552,1.723,27.716,19,156.35,51.254,1,382.13,3.841
9.786,5.226,0.0,0,0.0,9,0,0,15.198,0.0,3.743,18.557,9.854,5.59,3.668,16,13.839,4.151,17.006,21.906,3.674,0,3.808,94.762,36.29,9.083,0.684,-0.083,8.671,105.469,10.084,14.328,203.046,487.193,43.615,4.481,4.437,12.634,41.968,12.56,4.482,26.768,8.004,36.072,14.417,3.595,4.207,31.759,12.8,3.945,2.038,4.28,18.2,5.846,1.139,3.954,4.288,4.322,7.11,15.988,10.023,4.389,1.7,24.863,19,147.469,35.018,0,354.72,3.841
9.398,5.074,0.0,0,0.0,11,0,0,11.617,13.12,3.743,11.766,8.211,4.875,3.533,16,9.642,3.967,10.161,15.6,3.536,0,3.808,137.446,31.745,7.024,0.606,-0.23,8.1,96.02,8.946,10.89,180.927,433.223,32.704,4.029,4.124,11.209,30.31,12.176,3.018,15.338,6.269,30.46,10.729,3.5,3.921,27.99,11.9,3.927,2.054,3.956,17.278,4.028,1.112,3.942,4.041,3.988,7.138,14.175,8.855,3.951,1.688,12.566,14,147.382,27.163,1,319.51,3.841
6.62,5.227,0.0,0,0.0,9,0,0,13.952,12.729,3.743,16.478,9.547,5.517,3.634,16,15.295,4.098,16.503,19.546,3.606,0,3.808,94.762,34.813,8.035,0.632,-0.169,8.748,103.691,9.674,13.367,196.116,470.282,39.998,4.386,4.339,12.301,42.855,12.609,3.972,22.773,7.468,33.705,14.955,3.576,4.246,32.727,12.567,4.041,1.977,4.24,18.148,5.306,1.062,4.106,4.214,4.344,7.157,15.344,9.613,4.369,1.702,22.628,19,148.843,38.405,1,345.32,3.841
8.74,5.465,0.0,0,0.0,17,0,0,16.442,13.667,3.806,18.218,11.106,6.386,3.833,17,14.719,4.29,16.554,22.033,3.606,0,3.887,123.191,42.409,10.113,0.825,-0.165,11.521,127.122,12.309,14.808,235.561,566.528,46.781,4.449,4.489,17.096,45.338,16.207,5.212,24.449,8.339,41.343,16.302,3.796,4.274,42.176,15.9,4.203,2.091,4.329,22.253,6.347,1.059,4.214,4.388,4.379,7.105,18.912,12.19,4.37,1.755,22.078,19,199.515,39.426,1,415.69,3.922
8.1,5.264,0.0,0,0.0,9,0,0,14.427,0.0,3.743,17.199,9.891,5.722,3.642,16,16.45,4.108,17.558,20.599,3.317,0,3.808,137.446,35.12,8.064,0.704,-0.07,8.404,103.749,9.666,14.116,195.047,467.674,40.312,4.408,4.352,12.655,42.856,12.226,3.977,24.231,7.99,34.394,15.455,3.571,4.226,32.325,12.233,3.929,1.977,4.225,17.278,5.348,1.039,3.974,4.205,4.371,7.058,15.143,9.612,4.399,1.69,24.754,19,139.854,38.325,0,339.17,3.841
5.0,5.462,0.0,0,0.0,7,0,0,12.129,24.652,3.567,11.675,10.047,6.37,3.726,8,11.918,4.087,11.517,19.517,5.196,0,3.741,73.926,43.097,7.735,0.881,-0.052,6.224,124.914,11.529,15.761,255.324,614.751,41.63,4.17,4.203,11.98,40.286,15.062,1.997,18.86,9.665,41.624,12.281,3.671,4.034,40.942,14.5,3.884,1.982,4.029,22.736,3.096,0.982,3.929,4.056,4.192,6.625,18.92,11.387,4.165,1.733,18.505,8,147.776,41.752,2,451.37,3.797
8.678,5.45,0.0,0,0.0,17,0,0,17.91,13.91,3.804,20.007,12.348,7.112,3.906,13,17.851,4.372,19.078,24.295,4.183,0,3.886,123.191,45.932,10.967,0.825,-0.141,12.29,136.569,13.174,16.701,254.745,613.339,51.846,4.574,4.58,17.392,49.666,17.09,5.563,26.905,9.443,44.914,16.494,3.862,4.365,41.083,16.9,4.292,1.999,4.449,23.882,6.994,1.142,4.222,4.478,4.432,7.468,20.542,13.05,4.491,1.767,25.734,22,210.85,44.044,1,450.29,3.912
9.337,4.893,0.0,0,0.0,4,0,0,13.431,13.045,3.704,15.412,9.221,5.11,3.558,10,10.134,4.031,12.302,15.825,3.873,2,3.74,95.886,31.659,9.356,0.673,-0.266,9.553,96.487,10.286,10.849,181.731,435.183,47.173,4.123,4.164,12.538,36.515,12.42,4.07,17.303,6.035,36.526,10.88,3.477,3.853,34.528,12.067,4.243,1.79,3.986,17.493,5.932,1.244,4.024,4.028,3.909,6.808,15.368,8.57,3.967,1.676,13.494,4,192.307,30.785,1,311.23,3.748
6.15,5.945,0.0,0,0.0,8,0,0,22.257,0.0,3.684,22.485,17.767,11.444,4.247,12,21.752,4.613,22.571,34.523,6.0,0,3.836,183.874,72.069,12.927,1.143,-0.058,10.167,206.331,19.329,27.481,410.871,994.286,66.85,4.741,4.746,20.437,65.358,23.847,3.825,34.839,17.232,64.678,21.228,4.167,4.506,58.521,23.067,4.245,2.024,4.536,34.008,5.882,0.989,4.153,4.557,4.687,6.8,30.82,19.104,4.731,1.828,35.185,17,220.083,59.788,0,721.78,3.898
9.137,5.412,0.0,0,0.0,9,0,0,18.049,13.692,3.804,21.12,12.696,7.117,3.883,11,18.604,4.332,19.59,22.264,4.416,2,3.886,100.584,44.466,11.725,0.784,-0.179,12.153,135.159,13.819,15.699,251.886,606.362,62.403,4.513,4.487,19.51,52.162,16.998,5.236,24.538,8.893,47.353,17.761,3.802,4.304,50.014,16.567,4.454,1.985,4.354,23.435,7.614,1.172,4.312,4.34,4.409,7.153,20.837,12.09,4.459,1.753,24.143,9,237.415,49.913,1,435.75,3.912
8.967,5.373,0.0,0,0.0,16,0,0,17.123,13.66,3.804,18.735,11.785,6.839,3.875,12,16.022,4.336,17.47,22.87,4.183,0,3.886,165.875,44.625,10.552,0.825,-0.165,12.29,133.314,12.898,15.491,249.149,599.684,49.589,4.5,4.528,15.919,48.045,17.09,5.348,24.925,8.787,44.149,15.018,3.843,4.307,38.646,16.733,4.3,1.999,4.396,23.882,6.72,1.11,4.231,4.442,4.346,7.468,19.989,12.758,4.402,1.767,22.933,19,213.618,41.243,1,441.78,3.912
5.923,5.602,0.0,0,0.0,15,0,0,15.964,0.0,3.743,19.16,10.848,6.204,3.799,30,21.788,4.256,20.838,22.806,3.24,0,3.808,142.144,40.427,9.095,0.86,-0.026,10.043,122.069,11.157,15.539,222.837,535.482,42.373,4.585,4.494,19.079,46.357,14.271,4.738,27.156,8.799,36.982,22.887,3.724,4.516,45.238,14.4,4.116,1.981,4.412,19.684,6.145,1.074,4.26,4.348,4.743,7.22,17.375,11.125,4.675,1.733,29.573,26,162.415,51.887,0,385.7,3.841
9.638,5.1,0.0,0,0.0,6,0,0,13.188,13.011,3.672,12.866,9.699,5.406,3.535,11,10.943,4.016,11.471,17.314,3.536,1,3.759,69.285,31.154,8.255,0.739,-0.263,8.498,91.385,9.754,12.62,174.991,418.738,40.704,4.044,4.13,11.899,36.888,11.63,3.437,16.071,6.88,38.106,11.363,3.466,3.876,33.521,11.233,4.041,1.888,3.935,16.217,5.47,1.088,3.94,3.993,3.967,6.628,14.264,8.861,3.971,1.664,13.454,8,161.664,31.726,1,307.58,3.789
8.65,5.431,0.0,0,0.0,16,0,0,16.627,13.642,3.806,18.71,11.164,6.389,3.84,18,15.043,4.314,16.923,22.437,3.937,0,3.887,165.875,42.409,10.272,0.825,-0.165,11.867,127.264,12.259,14.913,235.561,566.528,47.753,4.487,4.518,16.587,46.607,16.09,5.398,25.022,8.339,41.391,15.868,3.8,4.282,40.888,15.9,4.26,2.004,4.373,22.468,6.621,1.063,4.206,4.423,4.364,7.468,18.874,12.152,4.377,1.754,22.278,22,202.075,39.841,1,415.69,3.922
6.17,5.423,0.0,0,0.0,11,0,0,16.594,12.385,3.58,18.819,11.703,6.623,3.678,12,14.234,4.18,17.435,24.08,2.646,0,3.726,18.952,36.859,9.245,0.875,-0.026,8.489,102.267,10.667,16.945,201.16,482.591,47.545,4.492,4.443,14.078,45.659,12.059,5.02,27.131,9.351,42.663,12.941,3.601,4.155,37.947,12.067,3.955,2.052,4.291,17.552,6.431,1.044,3.822,4.283,4.216,5.858,16.194,10.591,4.372,1.686,25.391,15,146.946,36.578,1,363.02,3.767
9.444,5.452,0.0,0,0.0,16,0,0,17.052,13.757,3.804,18.479,11.773,6.916,3.874,10,16.314,4.32,17.534,22.383,4.183,0,3.886,165.875,45.08,10.555,0.825,-0.155,12.408,134.419,13.056,15.159,253.146,609.435,51.043,4.489,4.516,16.864,49.676,17.573,5.146,24.199,8.678,45.147,15.893,3.852,4.352,42.15,17.067,4.362,2.084,4.406,24.589,6.481,1.105,4.322,4.447,4.393,7.324,20.397,12.889,4.429,1.774,22.781,14,221.826,43.439,1,450.57,3.912
9.4,5.135,0.0,0,0.0,9,0,0,13.367,0.0,3.743,15.456,9.113,5.161,3.622,16,13.03,4.084,14.797,19.229,3.317,0,3.808,94.762,34.148,7.841,0.622,-0.092,8.404,102.671,9.47,13.066,191.99,460.216,36.335,4.351,4.32,11.456,36.479,12.226,3.845,22.218,7.297,31.99,13.42,3.552,4.15,28.855,12.3,3.89,1.977,4.173,17.278,5.146,1.109,3.925,4.176,4.276,7.11,14.936,9.43,4.311,1.69,21.511,19,139.108,32.603,0,336.1,3.841
6.264,5.74,0.0,0,0.0,36,0,0,16.925,14.235,3.827,19.294,11.69,6.747,3.879,39,20.022,4.327,19.709,24.019,3.937,0,3.9,142.144,44.648,9.898,0.877,-0.151,10.806,135.023,12.318,16.635,249.885,601.478,48.004,4.582,4.543,22.266,50.886,16.165,4.693,27.263,9.433,41.185,22.529,3.815,4.491,54.29,16.133,4.226,2.011,4.433,22.675,6.256,1.043,4.343,4.411,4.693,7.164,19.49,12.252,4.617,1.765,27.872,25,184.35,54.792,1,437.45,3.933
8.943,4.829,0.0,0,0.0,10,0,0,11.642,13.146,3.621,12.009,8.133,4.654,3.54,12,8.625,4.013,9.878,15.25,3.24,0,3.688,118.493,30.983,7.383,0.606,-0.255,9.407,95.098,9.029,10.487,173.534,415.183,31.621,4.078,4.175,9.1,28.159,12.176,3.624,15.356,5.829,29.395,8.742,3.514,3.861,21.814,11.9,3.983,1.999,4.009,17.018,4.699,1.14,3.879,4.106,3.846,7.468,14.02,8.938,3.899,1.686,12.028,15,157.382,22.559,1,307.15,3.723
8.347,5.494,0.0,0,0.0,15,0,0,17.831,13.595,3.621,19.082,12.525,7.197,3.846,15,16.098,4.32,17.357,25.093,4.359,0,3.742,118.493,43.694,10.451,0.848,-0.106,10.985,125.573,12.702,17.577,242.144,582.591,51.186,4.508,4.527,16.767,49.293,15.572,5.369,26.589,9.818,46.637,16.071,3.791,4.288,43.069,15.4,4.248,1.999,4.38,22.184,6.67,1.014,4.172,4.411,4.366,7.468,19.315,12.595,4.406,1.747,23.996,20,190.075,43.363,1,429.57,3.809
5.963,4.52,0.0,0,0.0,0,0,0,9.187,0.0,3.504,10.606,6.608,3.999,3.39,2,9.313,3.788,9.845,11.989,2.915,1,3.695,75.81,27.512,6.43,0.469,-0.078,7.006,88.952,7.854,8.879,158.815,379.269,28.503,3.949,3.957,6.836,24.51,10.162,2.773,13.715,5.413,25.081,8.038,3.303,3.708,17.182,10.133,3.679,1.906,3.761,14.303,3.663,0.965,3.514,3.796,3.792,7.073,12.859,7.043,3.892,1.624,12.997,6,133.786,21.203,0,268.45,3.776
9.745,5.392,0.0,0,0.0,8,0,0,16.678,13.424,3.805,19.128,11.439,6.363,3.815,16,15.9,4.272,17.59,20.349,4.183,2,3.887,143.268,40.943,11.031,0.775,-0.185,11.73,125.854,12.904,13.906,232.701,559.551,54.538,4.409,4.41,18.963,48.998,15.998,5.078,22.42,7.78,44.587,17.297,3.736,4.225,50.689,15.567,4.42,2.004,4.267,22.02,7.194,1.098,4.289,4.274,4.364,7.153,19.169,11.192,4.354,1.739,20.885,11,228.64,45.656,1,401.15,3.922
6.339,5.765,-3.626,0,5.807,34,1,1,18.698,26.546,3.827,21.432,12.537,7.234,3.922,33,23.675,4.367,22.672,24.805,4.301,1,3.934,164.356,45.75,11.811,0.902,-0.041,11.708,138.6,13.839,16.844,258.347,622.126,54.98,4.642,4.592,23.685,59.766,17.299,5.733,28.622,9.493,47.187,25.46,3.844,4.529,63.694,16.8,4.335,2.047,4.47,23.848,7.396,1.023,4.458,4.446,4.773,7.695,20.623,12.407,4.69,1.772,30.244,23,230.99,67.666,2,450.09,3.97
5.91,4.898,0.0,0,0.0,3,0,0,9.777,0.0,3.512,11.615,7.364,4.529,3.474,7,11.475,3.875,11.666,14.099,3.24,0,3.671,66.334,30.387,6.381,0.613,-0.032,6.582,93.566,8.024,10.817,173.534,415.183,27.663,4.1,4.041,9.075,28.169,10.665,2.44,16.784,6.502,23.354,11.05,3.405,3.933,22.488,10.8,3.674,1.955,3.934,15.527,3.354,1.199,3.69,3.906,4.081,7.182,13.712,7.967,4.098,1.654,16.933,15,117.136,28.65,0,299.2,3.75
9.268,5.505,0.0,0,0.0,16,0,0,16.598,13.739,3.806,18.473,11.183,6.479,3.838,16,15.355,4.299,16.973,21.945,3.937,0,3.887,165.875,42.864,10.276,0.825,-0.152,11.985,128.368,12.417,14.583,239.557,576.279,49.213,4.476,4.506,17.52,48.316,16.573,5.196,24.291,8.231,42.343,16.759,3.81,4.329,44.612,16.233,4.325,2.085,4.383,23.175,6.381,1.06,4.299,4.428,4.411,7.324,19.282,12.283,4.405,1.763,22.112,17,210.283,41.95,1,424.48,3.922
8.3,5.355,0.0,0,0.0,9,0,0,16.27,0.0,3.743,20.133,10.587,6.111,3.687,16,17.132,4.174,19.525,23.265,3.674,0,3.808,137.446,37.262,9.306,0.776,-0.067,8.671,106.548,10.28,15.34,206.103,494.651,47.278,4.531,4.466,14.077,47.839,12.56,4.614,28.548,8.663,38.474,16.363,3.614,4.279,35.675,12.733,3.983,2.042,4.327,18.2,6.047,1.092,4.002,4.313,4.413,7.058,16.195,10.205,4.47,1.7,27.759,19,148.215,40.488,0,357.79,3.841
9.678,4.915,0.0,0,0.0,7,0,0,11.673,13.024,3.724,11.879,8.346,4.779,3.52,12,9.679,3.96,10.471,14.407,3.536,1,3.774,116.666,30.631,7.583,0.63,-0.267,8.674,94.854,9.31,10.202,175.801,420.714,34.105,3.99,4.073,10.954,30.8,12.13,3.131,14.031,5.776,31.593,10.538,3.465,3.85,28.828,11.733,4.042,2.009,3.906,16.924,4.624,1.179,3.97,3.971,3.931,7.145,14.245,8.416,3.913,1.677,11.618,9,165.664,28.463,1,306.06,3.791
9.509,5.423,0.0,0,0.0,12,0,0,17.115,13.537,3.804,18.578,11.998,6.972,3.861,12,17.202,4.298,18.102,21.956,4.416,1,3.886,164.047,44.273,10.752,0.796,-0.17,11.557,133.07,13.179,15.166,251.416,605.216,52.236,4.443,4.457,17.907,50.978,17.044,4.855,23.554,8.722,46.376,16.86,3.808,4.3,45.811,16.567,4.344,2.011,4.327,23.788,6.646,1.132,4.295,4.348,4.398,7.145,20.214,12.236,4.41,1.761,22.498,13,221.901,47.408,1,440.69,3.912
5.272,5.58,0.0,0,0.0,9,0,0,14.815,11.662,3.743,17.652,10.274,5.763,3.703,16,18.059,4.165,18.387,21.464,3.873,0,3.808,94.762,38.131,8.624,0.749,-0.012,8.75,113.527,10.446,14.877,215.3,517.093,43.288,4.489,4.41,15.538,47.118,13.582,4.287,25.635,8.286,37.196,18.273,3.644,4.376,46.238,13.533,4.028,1.978,4.311,19.562,5.615,1.033,4.174,4.267,4.572,7.06,16.681,10.37,4.533,1.723,27.088,19,157.543,50.734,1,375.83,3.841
7.06,5.253,0.0,0,0.0,9,0,0,15.199,0.0,3.692,16.711,10.451,6.086,3.659,12,14.959,4.131,15.722,21.467,3.391,0,3.797,109.017,36.716,9.103,0.825,-0.051,8.623,103.611,10.398,15.009,203.434,488.14,45.334,4.375,4.35,12.467,43.156,12.516,3.516,23.464,8.522,39.091,13.111,3.598,4.218,33.35,12.567,4.087,1.99,4.239,18.2,5.391,1.045,4.013,4.214,4.287,7.141,16.208,10.3,4.349,1.699,21.77,14,153.418,33.758,0,351.92,3.846
7.7,5.253,0.0,0,0.0,9,0,0,15.199,0.0,3.692,16.711,10.451,6.086,3.659,12,14.959,4.131,15.722,21.467,3.391,0,3.797,109.017,36.716,9.103,0.825,-0.051,8.623,103.611,10.398,15.009,203.434,488.14,45.334,4.375,4.35,12.467,43.156,12.516,3.516,23.464,8.522,39.091,13.111,3.598,4.218,33.35,12.567,4.087,1.99,4.239,18.2,5.391,1.045,4.013,4.214,4.287,7.141,16.208,10.3,4.349,1.699,21.77,14,153.418,33.758,0,351.92,3.846
6.12,5.253,0.0,0,0.0,9,0,0,15.199,0.0,3.692,16.711,10.451,6.086,3.659,12,14.959,4.131,15.722,21.467,3.391,0,3.797,109.017,36.716,9.103,0.825,-0.051,8.623,103.611,10.398,15.009,203.434,488.14,45.334,4.375,4.35,12.467,43.156,12.516,3.516,23.464,8.522,39.091,13.111,3.598,4.218,33.35,12.567,4.087,1.99,4.239,18.2,5.391,1.045,4.013,4.214,4.287,7.141,16.208,10.3,4.349,1.699,21.77,14,153.418,33.758,0,351.92,3.846
6.44,5.154,0.0,0,0.0,9,0,0,13.469,0.0,3.689,14.284,9.8,5.727,3.613,12,14.071,4.062,14.274,18.915,3.0,0,3.797,109.017,34.574,7.808,0.825,-0.055,8.294,100.813,9.777,13.818,192.378,461.163,38.711,4.254,4.23,11.176,38.639,12.193,3.175,19.705,7.861,35.13,12.43,3.555,4.15,29.88,12.067,4.025,1.958,4.143,17.278,4.798,1.028,3.962,4.106,4.229,7.137,15.156,9.7,4.271,1.688,19.499,14,145.057,31.872,0,333.3,3.846
8.631,5.253,0.0,0,0.0,9,0,0,15.199,0.0,3.692,16.711,10.451,6.086,3.659,12,14.959,4.131,15.722,21.467,3.391,0,3.797,109.017,36.716,9.103,0.825,-0.051,8.623,103.611,10.398,15.009,203.434,488.14,45.334,4.375,4.35,12.467,43.156,12.516,3.516,23.464,8.522,39.091,13.111,3.598,4.218,33.35,12.567,4.087,1.99,4.239,18.2,5.391,1.045,4.013,4.214,4.287,7.141,16.208,10.3,4.349,1.699,21.77,14,153.418,33.758,0,351.92,3.846
7.76,5.211,0.0,0,0.0,9,0,0,15.113,0.0,3.692,16.512,10.418,6.035,3.653,12,14.368,4.122,14.979,21.53,2.915,0,3.797,66.334,36.262,8.96,0.825,-0.119,8.188,102.289,10.296,15.149,199.438,478.389,41.082,4.338,4.329,12.205,38.699,12.15,3.557,23.466,8.6,36.989,12.955,3.58,4.153,30.241,12.233,3.928,1.99,4.163,17.278,5.374,1.016,3.918,4.161,4.253,6.926,15.839,10.213,4.3,1.687,20.895,16,142.65,31.225,0,343.13,3.846
7.5,5.005,0.0,0,0.0,9,0,0,12.58,0.0,3.743,14.557,8.621,5.207,3.599,12,12.58,4.036,13.606,17.121,3.391,0,3.808,156.398,34.432,8.078,0.575,-0.02,8.623,102.479,9.453,11.873,194.652,466.711,37.924,4.259,4.232,10.401,36.157,12.516,2.634,19.652,6.994,31.288,10.842,3.554,4.131,27.032,12.567,4.058,1.99,4.154,18.2,4.399,1.037,3.98,4.129,4.155,7.234,15.482,9.355,4.236,1.699,17.98,14,153.418,26.923,0,333.1,3.841
7.99,5.253,0.0,0,0.0,9,0,0,15.199,0.0,3.692,16.711,10.451,6.086,3.659,12,14.959,4.131,15.722,21.467,3.391,0,3.797,109.017,36.716,9.103,0.825,-0.051,8.623,103.611,10.398,15.009,203.434,488.14,45.334,4.375,4.35,12.467,43.156,12.516,3.516,23.464,8.522,39.091,13.111,3.598,4.218,33.35,12.567,4.087,1.99,4.239,18.2,5.391,1.045,4.013,4.214,4.287,7.141,16.208,10.3,4.349,1.699,21.77,14,153.418,33.758,0,351.92,3.846
5.49,5.154,0.0,0,0.0,9,0,0,13.469,0.0,3.689,14.284,9.8,5.727,3.613,12,14.071,4.062,14.274,18.915,3.0,0,3.797,109.017,34.574,7.808,0.825,-0.055,8.294,100.813,9.777,13.818,192.378,461.163,38.711,4.254,4.23,11.176,38.639,12.193,3.175,19.705,7.861,35.13,12.43,3.555,4.15,29.88,12.067,4.025,1.958,4.143,17.278,4.798,1.028,3.962,4.106,4.229,7.137,15.156,9.7,4.271,1.688,19.499,14,145.057,31.872,0,333.3,3.846
8.34,5.154,0.0,0,0.0,9,0,0,13.469,0.0,3.689,14.284,9.8,5.727,3.613,12,14.071,4.062,14.274,18.915,3.0,0,3.797,109.017,34.574,7.808,0.825,-0.055,8.294,100.813,9.777,13.818,192.378,461.163,38.711,4.254,4.23,11.176,38.639,12.193,3.175,19.705,7.861,35.13,12.43,3.555,4.15,29.88,12.067,4.025,1.958,4.143,17.278,4.798,1.028,3.962,4.106,4.229,7.137,15.156,9.7,4.271,1.688,19.499,14,145.057,31.872,0,333.3,3.846
7.19,4.835,0.0,0,0.0,9,0,0,10.63,0.0,3.743,11.496,7.815,4.686,3.542,12,10.963,3.948,11.093,14.606,2.449,0,3.808,113.715,31.836,6.633,0.562,-0.097,7.858,98.434,8.725,10.79,179.6,429.983,27.668,4.079,4.071,8.902,27.598,11.826,2.317,15.752,6.368,25.972,9.859,3.489,3.988,21.617,11.733,3.823,1.926,3.96,16.355,3.784,1.012,3.828,3.947,4.053,6.962,14.06,8.663,4.094,1.676,14.701,16,134.289,23.028,0,305.69,3.841
7.22,5.154,0.0,0,0.0,9,0,0,13.469,0.0,3.689,14.284,9.8,5.727,3.613,12,14.071,4.062,14.274,18.915,3.0,0,3.797,109.017,34.574,7.808,0.825,-0.055,8.294,100.813,9.777,13.818,192.378,461.163,38.711,4.254,4.23,11.176,38.639,12.193,3.175,19.705,7.861,35.13,12.43,3.555,4.15,29.88,12.067,4.025,1.958,4.143,17.278,4.798,1.028,3.962,4.106,4.229,7.137,15.156,9.7,4.271,1.688,19.499,14,145.057,31.872,0,333.3,3.846
6.77,5.423,0.0,0,0.0,11,0,0,16.594,12.385,3.58,18.819,11.703,6.623,3.678,12,14.234,4.18,17.435,24.08,2.646,0,3.726,18.952,36.859,9.245,0.875,-0.026,8.489,102.267,10.667,16.945,201.16,482.591,47.545,4.492,4.443,14.078,45.659,12.059,5.02,27.131,9.351,42.663,12.941,3.601,4.155,37.947,12.067,3.955,2.052,4.291,17.552,6.431,1.044,3.822,4.283,4.216,5.858,16.194,10.591,4.372,1.686,25.391,15,146.946,36.578,1,363.02,3.767
7.53,4.886,0.0,0,0.0,9,0,0,10.791,0.0,3.743,11.765,7.892,4.784,3.549,12,11.587,3.96,11.909,14.445,3.0,0,3.808,156.398,32.29,6.783,0.539,-0.024,8.294,99.68,8.832,10.573,183.596,439.734,30.273,4.123,4.097,9.179,30.874,12.193,2.292,15.313,6.261,27.101,10.089,3.509,4.057,23.655,12.067,3.994,1.926,4.048,17.278,3.806,1.034,3.927,4.01,4.089,7.232,14.43,8.755,4.148,1.688,15.335,14,145.057,24.826,0,314.48,3.841
6.85,5.115,0.0,0,0.0,9,0,0,13.383,0.0,3.689,14.05,9.761,5.664,3.606,12,13.451,4.052,13.487,19.013,2.449,0,3.797,66.334,34.12,7.665,0.825,-0.122,7.858,99.49,9.675,13.973,188.382,451.412,34.789,4.213,4.207,10.952,34.335,11.826,3.216,19.819,7.946,33.136,12.232,3.536,4.08,27.484,11.733,3.855,1.959,4.058,16.355,4.781,1.006,3.861,4.046,4.193,6.904,14.786,9.613,4.218,1.676,18.664,16,134.289,29.559,0,324.51,3.846
6.66,5.228,0.0,0,0.0,0,0,0,10.894,26.74,3.46,11.366,8.234,5.159,3.637,2,10.854,4.029,11.853,15.572,4.123,0,3.677,159.293,37.887,7.224,0.874,-0.091,9.615,122.96,10.431,11.486,227.357,546.512,34.685,4.221,4.197,11.371,37.583,15.506,2.531,15.972,6.765,34.426,10.409,3.642,4.176,34.736,14.6,4.317,1.921,4.205,23.087,3.639,1.206,4.263,4.168,4.164,7.517,17.572,10.242,4.214,1.752,16.638,4,177.51,34.183,2,405.9,3.761
