pXC50,P_VSA_v_2,SAacc,P_VSA_p_2,TPSA.NO.,GMTI,SpMin4_Bh.e.,X0v,SpMax5_Bh.e.,CSI,SMTIV,X0sol,SpMax5_Bh.i.,SpMaxA_EA.ri.,UNIP,Xu,Psi_i_s,SMTI,SpMin5_Bh.i.,RDCHI,SpMaxA_AEA.ri.,IDDM,Sv,Eig07_EA,SM15_AEA.bo.,SpMaxA_EA,Eta_epsi,Eig15_EA.ed.,SM10_AEA.ri.,ECC,ON1,LPRS,SpMin5_Bh.v.,SpMax6_Bh.s.,Chi0_EA.ed.,X1sol,SpMin5_Bh.e.,SpMaxA_AEA.bo.,ATS1v,Dz,IVDM,X1,IDM,SpMax4_Bh.s.,SpMin5_Bh.m.,X1Mad,SpMaxA_AEA.ed.,ATS8p,MDDD,TIC5,BID,nSK,Psi_e_0,Eig15_EA,SM09_AEA.dm.,CID,Chi0_EA.ri.,VAR,SpMax8_Bh.s.,Chi0_EA.bo.,TIC4,TIC2,VvdwZAZ,Eig07_AEA.ri.,Eig15_AEA.ri.,Uindex,SpMin4_Bh.p.
6.301,59.941,59.941,59.941,41.99,9754.0,1.623,15.112,3.337,741.0,14156.0,18.192,3.393,0.105,123.0,26.214,54.5,9326.0,1.232,4.065,0.14,4.67,31.552,1.425,1.425,0.105,26.967,-1.087,-1.087,346.0,5.889,132.382,1.526,3.912,11.005,12.72,1.286,0.154,3.526,54.0,4.655,12.72,8.04,4.581,1.546,12.509,0.221,3.522,30.391,261.438,3.302,26,9.604,-0.458,-0.458,3.99,17.932,114.0,3.777,15.548,261.438,214.609,341.07,2.402,0.549,44.871,1.797
6.602,81.941,81.941,81.941,60.45,22555.0,1.789,20.349,3.634,1215.0,34522.0,25.167,3.662,0.077,200.0,33.881,78.0,21403.0,1.579,4.85,0.103,5.139,42.036,1.938,1.938,0.078,36.7,1.831,1.831,566.0,8.222,201.623,1.748,4.525,15.029,17.64,1.607,0.113,3.805,76.0,5.121,17.64,9.021,4.83,1.753,17.115,0.167,4.051,48.568,318.49,3.615,36,13.222,0.817,0.817,4.314,25.346,208.0,4.274,21.529,318.49,275.677,460.59,2.934,1.78,62.375,1.917
6.523,92.941,92.941,92.941,69.68,17489.0,1.673,18.862,3.546,1046.0,28221.0,23.305,3.594,0.086,171.0,31.753,73.167,16976.0,1.492,4.624,0.115,5.01,38.75,1.697,1.697,0.086,35.367,0.785,0.785,497.0,7.722,180.67,1.716,4.431,14.07,16.19,1.544,0.125,3.698,71.0,4.997,16.19,8.768,4.83,1.739,15.523,0.186,3.977,45.324,300.265,3.531,33,12.122,0.518,0.518,4.219,23.442,193.0,4.285,20.203,300.265,272.681,431.36,2.65,1.383,64.469,1.87
6.0,81.941,81.941,81.941,60.45,22181.0,1.778,22.152,3.629,1158.0,33383.0,26.296,3.673,0.077,201.0,34.43,77.5,21720.0,1.577,4.848,0.103,5.18,45.67,1.932,1.932,0.078,40.4,1.725,1.725,555.0,8.722,207.959,1.803,4.32,15.818,18.122,1.615,0.113,3.862,78.0,5.157,18.122,9.129,4.83,1.832,17.597,0.167,4.37,48.456,394.897,3.641,37,13.667,0.801,0.801,4.328,26.028,201.0,4.225,22.935,394.897,345.703,509.07,2.897,1.767,76.933,1.92
6.921,81.941,81.941,81.941,60.45,19539.0,1.743,20.738,3.597,1098.0,29901.0,24.882,3.634,0.082,185.0,33.038,74.5,19062.0,1.553,4.698,0.109,5.098,42.616,1.932,1.932,0.082,37.8,0.785,0.785,524.0,8.222,193.883,1.739,4.321,14.688,17.122,1.589,0.119,3.795,74.0,5.074,17.122,8.954,4.83,1.751,16.597,0.176,4.216,45.851,353.224,3.588,35,12.905,0.518,0.518,4.274,24.614,196.0,4.218,21.52,353.224,319.74,474.47,2.897,1.383,70.58,1.918
6.347,59.941,59.941,59.941,41.99,9963.0,1.646,15.344,3.468,704.0,14702.0,18.736,3.511,0.104,117.0,26.66,56.833,9546.0,1.403,4.107,0.139,4.725,32.552,1.404,1.404,0.104,27.667,-1.249,-1.249,329.0,6.222,137.169,1.619,4.056,11.968,13.326,1.439,0.151,3.555,56.0,4.724,13.326,8.188,4.688,1.604,13.109,0.225,3.771,28.091,243.294,3.339,27,9.963,-0.517,-0.517,4.028,18.896,124.0,3.771,16.305,243.294,206.764,355.73,2.378,0.511,47.166,1.845
6.77,89.861,89.861,59.941,41.99,15644.0,1.716,17.97,3.577,939.0,25657.0,21.02,3.621,0.089,162.0,30.746,78.0,15140.0,1.536,4.455,0.119,4.971,37.373,1.742,1.742,0.089,33.995,-0.133,-0.133,444.0,7.222,172.467,1.727,4.561,13.262,14.72,1.577,0.13,3.684,69.0,4.94,15.508,8.683,4.897,1.745,15.056,0.192,3.896,37.219,307.008,3.501,32,11.876,-0.056,-0.056,4.185,21.779,170.0,4.244,18.805,307.008,271.034,417.13,2.7,0.929,61.43,1.899
6.0,81.941,81.941,81.941,60.45,24486.0,1.764,22.437,3.668,1213.0,35331.0,26.581,3.708,0.074,206.0,35.02,78.333,23356.0,1.563,4.955,0.098,5.219,46.67,1.932,1.932,0.074,41.1,1.96,1.96,568.0,8.75,214.37,1.793,4.355,16.045,18.657,1.595,0.107,3.903,80.0,5.202,18.657,9.209,4.83,1.86,18.134,0.159,4.418,47.632,393.333,3.667,38,14.069,0.848,0.848,4.364,26.809,204.0,4.255,23.719,393.333,346.339,514.01,2.897,1.812,67.444,1.92
7.222,59.941,59.941,59.941,41.99,15003.0,1.683,18.344,3.565,945.0,21657.0,21.891,3.619,0.092,158.0,30.19,64.167,14474.0,1.526,4.464,0.122,4.923,38.133,1.696,1.696,0.092,32.267,-0.083,-0.083,446.0,7.056,166.522,1.739,4.183,13.074,15.114,1.579,0.133,3.703,64.0,4.904,15.114,8.58,4.674,1.772,14.897,0.197,4.027,38.125,300.265,3.471,31,11.437,-0.037,-0.037,4.157,21.205,168.0,3.872,18.357,300.265,268.681,422.29,2.68,0.942,58.539,1.871
6.432,115.996,115.996,115.996,85.59,13735.0,1.616,16.668,3.386,938.0,21499.0,20.924,3.427,0.095,144.0,29.108,69.333,12951.0,1.247,4.297,0.127,4.871,33.971,1.751,1.751,0.098,31.5,0.194,0.194,431.0,6.722,157.846,1.556,4.337,12.354,14.652,1.292,0.138,3.595,65.0,4.851,14.652,8.465,4.889,1.571,14.07,0.206,3.665,37.893,283.668,3.44,30,11.112,0.075,0.075,4.14,21.058,154.0,4.037,18.491,283.668,262.058,376.55,2.726,1.065,47.496,1.79
5.456,106.895,104.996,106.895,81.29,13300.0,1.537,17.207,3.511,865.0,19942.0,21.087,3.569,0.095,140.0,28.955,67.5,12578.0,1.378,4.247,0.128,4.871,34.805,1.745,1.745,0.098,32.033,0.278,0.278,398.0,6.583,157.003,1.67,4.235,11.996,14.525,1.449,0.138,3.612,64.5,4.839,14.525,8.475,4.865,1.665,13.997,0.206,3.763,36.88,292.465,3.44,30,11.141,0.107,0.107,4.136,20.629,146.0,3.953,18.275,292.465,273.71,381.4,2.717,1.102,47.396,1.744
6.602,104.996,104.996,104.996,76.36,13555.0,1.621,17.183,3.408,907.0,20264.0,21.087,3.452,0.096,142.0,29.025,67.5,12784.0,1.304,4.252,0.128,4.873,34.783,1.751,1.751,0.098,31.333,0.072,0.072,416.0,6.583,157.473,1.558,4.22,12.027,14.525,1.345,0.139,3.625,64.0,4.839,14.525,8.468,4.858,1.566,14.1,0.206,3.742,36.427,293.254,3.44,30,11.135,0.028,0.028,4.137,20.509,154.0,3.895,18.016,287.254,265.254,385.06,2.727,0.997,47.49,1.802
5.301,104.996,104.996,104.996,76.36,14692.0,1.635,17.837,3.517,942.0,21698.0,21.794,3.574,0.093,150.0,29.82,69.167,13912.0,1.471,4.337,0.124,4.92,36.31,1.753,1.753,0.095,32.633,0.294,0.294,434.0,6.833,164.485,1.709,4.234,12.496,15.025,1.526,0.134,3.664,66.0,4.888,15.025,8.567,4.86,1.75,14.603,0.2,3.826,39.02,306.965,3.471,31,11.52,0.113,0.113,4.169,21.217,164.0,3.954,18.852,306.965,283.455,402.36,2.732,1.107,49.835,1.818
6.0,104.996,104.996,104.996,76.36,16477.0,1.673,18.545,3.531,1030.0,24115.0,22.501,3.587,0.09,163.0,30.789,70.667,15596.0,1.475,4.457,0.12,4.965,37.837,1.803,1.803,0.093,33.933,0.609,0.609,475.0,7.083,172.499,1.718,4.243,12.996,15.525,1.53,0.13,3.703,68.0,4.936,15.525,8.652,4.862,1.754,15.1,0.194,3.889,42.508,326.904,3.502,32,11.896,0.273,0.273,4.2,21.923,180.0,3.984,19.56,326.904,297.784,419.66,2.786,1.257,52.375,1.846
5.886,104.996,104.996,104.996,76.36,14692.0,1.622,17.837,3.515,942.0,21796.0,21.794,3.572,0.093,150.0,29.82,69.167,13912.0,1.468,4.337,0.124,4.92,36.31,1.753,1.753,0.095,32.633,0.294,0.294,434.0,6.833,164.485,1.708,4.238,12.496,15.025,1.524,0.134,3.664,66.0,4.888,15.025,8.567,4.862,1.749,14.596,0.2,3.823,39.02,298.965,3.471,31,11.516,0.113,0.113,4.169,21.224,164.0,3.969,18.852,298.965,281.355,402.36,2.727,1.107,49.835,1.816
5.921,147.679,147.679,147.679,96.59,12542.0,1.615,15.707,3.362,849.0,19872.0,20.217,3.409,0.098,134.0,28.244,69.833,11766.0,1.228,4.209,0.131,4.825,32.444,1.75,1.75,0.101,30.2,-0.194,-0.194,387.0,6.389,150.636,1.523,4.463,11.853,14.114,1.279,0.142,3.558,63.0,4.8,14.114,8.37,4.897,1.521,13.618,0.212,3.563,33.565,267.121,3.407,29,10.756,-0.085,-0.085,4.107,20.049,144.0,4.008,17.568,267.121,245.511,359.25,2.725,0.89,45.141,1.784
6.0,104.996,104.996,104.996,76.36,12602.0,1.616,16.394,3.358,874.0,20508.0,20.717,3.407,0.098,135.0,28.275,67.944,11824.0,1.228,4.214,0.131,4.825,32.557,1.75,1.75,0.101,29.819,-0.265,-0.265,399.0,6.389,150.773,1.521,4.302,11.851,14.403,1.279,0.142,3.563,62.333,4.8,14.114,8.367,4.894,1.52,13.38,0.212,3.575,34.214,260.078,3.407,29,10.739,-0.117,-0.117,4.107,20.145,144.0,4.01,17.568,260.078,238.469,365.67,2.723,0.872,45.161,1.777
7.071,81.941,81.941,81.941,60.45,19399.0,1.758,20.954,3.597,1096.0,29733.0,25.098,3.633,0.084,184.0,33.001,74.917,18932.0,1.554,4.649,0.113,5.098,42.616,1.932,1.932,0.087,37.8,0.785,0.785,523.0,7.972,193.632,1.736,4.376,14.156,16.897,1.588,0.119,3.795,74.0,5.057,16.897,8.952,4.83,1.749,16.371,0.182,4.219,45.445,342.469,3.588,35,12.9,0.518,0.518,4.27,24.039,196.0,4.244,20.943,342.469,314.494,474.47,2.897,1.383,70.612,1.92
8.699,70.941,70.941,70.941,51.22,15956.0,1.716,18.7,3.578,999.0,23995.0,22.598,3.621,0.089,165.0,30.865,67.833,15436.0,1.539,4.514,0.118,4.97,38.848,1.574,1.574,0.089,33.733,0.68,0.68,473.0,7.389,173.062,1.731,4.318,13.601,15.652,1.58,0.129,3.714,67.0,4.951,15.652,8.68,4.75,1.75,15.28,0.191,4.018,39.113,337.65,3.501,32,11.793,0.415,0.415,4.188,22.255,170.0,3.932,19.305,337.65,288.087,431.08,2.562,1.316,61.438,1.899
6.222,115.996,115.996,115.996,85.59,16029.0,1.621,18.246,3.569,1008.0,24457.0,22.501,3.631,0.09,160.0,30.664,72.667,15231.0,1.513,4.439,0.12,4.964,37.025,1.832,1.832,0.092,34.1,0.62,0.62,467.0,7.056,171.806,1.772,4.37,13.006,15.508,1.575,0.13,3.675,69.0,4.936,15.508,8.66,4.887,1.806,14.94,0.194,3.815,43.0,314.253,3.502,32,11.882,0.24,0.24,4.2,22.028,174.0,4.035,19.483,314.253,292.643,411.15,2.794,1.211,52.252,1.819
6.456,104.996,104.996,104.996,76.36,14692.0,1.626,17.837,3.516,942.0,21746.0,21.794,3.573,0.093,150.0,29.82,69.167,13912.0,1.469,4.337,0.124,4.92,36.31,1.753,1.753,0.095,32.633,0.294,0.294,434.0,6.833,164.485,1.708,4.237,12.496,15.025,1.524,0.134,3.664,66.0,4.888,15.025,8.567,4.862,1.749,14.6,0.2,3.826,39.02,306.965,3.471,31,11.517,0.113,0.113,4.169,21.216,164.0,3.961,18.852,306.965,283.355,402.36,2.728,1.107,49.835,1.816
6.602,104.996,104.996,104.996,76.36,15517.0,1.675,18.708,3.519,965.0,22830.0,22.665,3.575,0.09,154.0,30.457,71.0,14747.0,1.471,4.358,0.12,4.967,37.837,2.085,2.085,0.093,33.933,0.306,0.306,446.0,7.0,170.796,1.709,4.288,12.616,15.419,1.525,0.13,3.703,68.0,4.925,15.419,8.669,4.862,1.75,14.995,0.194,3.979,39.391,326.149,3.502,32,11.899,0.116,0.116,4.197,21.665,168.0,3.961,19.3,326.149,294.274,419.66,3.065,1.109,52.193,1.847
6.155,104.996,104.996,104.996,76.36,12542.0,1.616,17.224,3.357,849.0,20346.0,21.217,3.406,0.098,134.0,28.244,66.583,11766.0,1.229,4.209,0.131,4.825,32.755,1.75,1.75,0.101,29.2,-0.194,-0.194,387.0,6.389,150.636,1.521,4.214,11.853,14.692,1.279,0.142,3.569,61.75,4.8,14.114,8.37,4.865,1.52,13.116,0.212,3.622,33.565,260.078,3.407,29,10.745,-0.085,-0.085,4.107,20.173,144.0,3.892,17.568,260.078,238.469,369.74,2.724,0.884,45.141,1.775
7.481,151.961,151.961,151.961,107.95,19949.0,1.601,23.166,3.57,1071.0,33165.0,27.656,3.637,0.075,182.0,34.268,86.667,20155.0,1.46,4.527,0.103,5.216,45.77,2.035,2.035,0.079,45.533,1.386,1.386,524.0,9.028,210.593,1.724,4.58,15.482,18.396,1.516,0.112,3.834,85.0,5.159,18.396,9.219,4.909,1.751,17.245,0.164,4.488,47.0,419.467,3.668,38,14.128,0.657,0.657,4.347,27.04,208.0,4.457,24.467,400.222,351.003,507.92,2.971,1.564,80.105,1.803
5.745,104.996,104.996,104.996,76.36,11597.0,1.616,15.337,3.355,816.0,17673.0,19.347,3.407,0.101,127.0,27.466,64.167,10817.0,1.227,4.162,0.135,4.776,31.73,1.524,1.524,0.104,28.733,-0.277,-0.277,370.0,6.222,143.888,1.524,4.211,11.715,13.72,1.28,0.146,3.54,60.0,4.76,13.72,8.266,4.868,1.521,13.295,0.219,3.532,31.102,260.078,3.374,28,10.377,-0.124,-0.124,4.077,19.561,134.0,3.89,17.146,260.078,232.568,350.46,2.497,0.87,42.868,1.783
6.0,104.996,104.996,104.996,76.36,13043.0,1.57,17.13,3.491,860.0,19545.0,21.087,3.553,0.095,138.0,28.839,67.667,12358.0,1.445,4.216,0.128,4.873,34.783,1.694,1.694,0.098,31.333,0.216,0.216,396.0,6.583,156.544,1.694,4.229,11.996,14.525,1.507,0.138,3.625,64.0,4.839,14.525,8.48,4.861,1.739,14.1,0.206,3.773,35.591,287.254,3.44,30,11.138,0.084,0.084,4.138,20.509,148.0,3.949,18.145,287.254,267.645,385.06,2.661,1.086,47.35,1.779
6.0,104.996,104.996,104.996,76.36,20471.0,1.733,19.959,3.562,1214.0,29373.0,23.916,3.624,0.085,192.0,32.687,73.667,19370.0,1.487,4.694,0.114,5.053,40.89,1.872,1.872,0.088,36.533,1.617,1.617,561.0,7.583,188.725,1.756,4.253,13.996,16.525,1.545,0.123,3.775,72.0,5.026,16.525,8.816,4.862,1.781,16.1,0.184,4.014,49.682,367.42,3.56,34,12.653,0.746,0.746,4.258,23.337,212.0,4.05,20.974,367.42,319.836,454.26,2.864,1.756,57.609,1.883
4.721,41.91,41.91,41.91,35.75,5188.0,1.336,11.951,3.119,400.0,7388.0,14.518,3.17,0.122,62.0,21.072,44.167,4648.0,1.124,3.498,0.163,4.435,24.633,1.443,1.443,0.126,21.933,-2.006,-2.006,172.0,4.667,98.177,1.479,3.912,9.102,10.899,1.157,0.176,3.344,47.0,4.43,10.899,7.638,4.364,1.434,10.491,0.266,3.088,13.545,180.117,3.149,22,8.119,-0.764,-0.764,3.871,15.888,56.0,3.478,13.793,178.117,149.711,254.82,2.437,0.213,26.799,1.528
4.394,19.91,19.91,19.91,17.29,6038.0,1.45,15.061,3.209,482.0,8833.0,17.397,3.253,0.123,77.0,22.94,47.028,5795.0,1.264,3.505,0.16,4.555,29.138,1.489,1.489,0.123,24.586,-2.418,-2.418,221.0,4.972,112.041,1.477,3.879,8.962,11.72,1.311,0.17,3.479,49.333,4.495,11.432,7.87,4.29,1.439,10.965,0.263,3.542,18.625,201.849,3.23,24,8.864,-0.88,-0.88,3.923,16.146,73.0,3.591,14.072,201.849,183.443,316.71,2.479,0.008,33.822,1.661
5.268,19.91,19.91,19.91,17.29,3638.0,1.341,11.639,2.898,314.0,5609.0,14.027,2.958,0.137,52.0,19.238,40.111,3417.0,1.006,3.239,0.184,4.297,23.031,1.275,1.275,0.143,19.386,-2.792,-2.792,140.0,4.306,85.649,1.227,3.61,8.229,10.115,1.055,0.199,3.27,41.333,4.278,9.826,7.373,4.348,1.239,9.36,0.3,2.839,11.5,162.465,3.061,20,7.363,-1.075,-1.075,3.763,14.226,48.0,3.395,12.086,160.465,128.955,247.51,2.238,-0.099,25.952,1.518
5.187,80.28,78.381,80.28,17.29,5439.0,1.453,15.005,3.201,438.0,7190.0,16.277,3.253,0.128,71.0,22.088,42.694,5185.0,1.264,3.451,0.166,4.495,29.196,1.442,1.442,0.128,22.75,-2.782,-2.782,199.0,4.806,105.571,1.495,3.674,8.823,11.932,1.319,0.176,3.559,46.333,4.445,11.038,7.749,4.175,1.479,10.175,0.274,3.734,16.802,201.849,3.19,23,8.551,-1.0,-1.0,3.886,15.562,66.0,3.501,13.649,199.849,173.849,319.71,2.436,0.0,31.812,1.57
4.498,19.91,19.91,19.91,17.29,6038.0,1.454,14.927,3.276,482.0,7909.0,16.897,3.337,0.123,77.0,22.94,44.917,5795.0,1.328,3.505,0.16,4.555,29.838,1.489,1.489,0.123,24.8,-2.418,-2.418,221.0,4.972,112.041,1.586,3.711,8.962,11.432,1.39,0.17,3.5,49.0,4.495,11.432,7.87,4.257,1.613,11.274,0.263,3.61,18.625,218.039,3.23,24,8.882,-0.88,-0.88,3.923,16.009,73.0,3.588,14.072,218.039,196.878,318.8,2.479,0.096,33.822,1.661
4.226,23.034,23.034,23.034,20.53,8023.0,1.531,14.488,3.293,583.0,9920.0,16.64,3.344,0.109,89.0,24.224,45.5,7227.0,1.359,3.858,0.146,4.613,30.332,1.443,1.443,0.113,25.6,-0.946,-0.946,254.0,5.389,119.975,1.682,3.674,10.504,12.382,1.438,0.158,3.53,51.5,4.616,12.382,7.968,4.311,1.7,12.121,0.238,3.443,21.84,234.078,3.268,25,9.277,-0.35,-0.35,3.987,17.921,90.0,3.586,15.862,232.078,200.568,317.44,2.437,0.627,32.199,1.739
4.429,19.91,19.91,19.91,17.29,3702.0,1.34,11.639,2.898,344.0,5759.0,14.027,2.958,0.137,53.0,19.328,40.111,3475.0,1.006,3.255,0.184,4.294,23.031,1.239,1.239,0.143,19.386,-3.0,-3.0,153.0,4.306,85.968,1.223,3.674,8.192,10.115,1.054,0.199,3.27,41.333,4.278,9.826,7.362,4.349,1.236,9.36,0.3,2.9,12.0,154.465,3.06,20,7.361,-1.061,-1.061,3.763,14.226,60.0,3.475,12.086,152.465,126.465,247.51,2.192,-0.087,26.007,1.516
6.046,19.91,19.91,19.91,17.29,5439.0,1.45,14.005,3.202,438.0,7190.0,16.027,3.254,0.128,71.0,22.088,43.25,5185.0,1.263,3.451,0.166,4.495,28.311,1.442,1.442,0.128,23.5,-2.782,-2.782,199.0,4.806,105.571,1.496,3.674,8.823,11.038,1.318,0.176,3.453,47.0,4.445,11.038,7.749,4.255,1.479,10.88,0.274,3.492,16.802,201.849,3.19,23,8.506,-1.0,-1.0,3.886,15.562,66.0,3.501,13.649,199.849,173.849,301.5,2.436,0.0,31.812,1.661
4.951,19.91,19.91,19.91,17.29,3219.0,1.342,10.582,2.897,297.0,4456.0,12.656,2.958,0.143,48.0,18.371,36.333,2997.0,1.006,3.189,0.193,4.222,22.204,1.154,1.154,0.149,18.3,-2.784,-2.784,131.0,4.139,79.567,1.229,3.608,8.106,9.433,1.056,0.208,3.238,39.0,4.22,9.433,7.224,4.08,1.239,9.275,0.314,2.668,10.366,154.465,3.013,19,7.007,-1.076,-1.076,3.719,13.642,46.0,3.365,11.663,148.465,114.326,232.3,2.112,-0.1,24.179,1.521
4.818,19.91,19.91,19.91,17.29,2769.0,1.383,10.652,2.896,256.0,4044.0,12.303,2.957,0.149,44.0,17.399,34.167,2574.0,1.13,3.099,0.202,4.146,20.864,1.0,1.0,0.156,17.267,-3.839,-3.839,112.0,3.889,73.395,1.299,3.486,7.606,9.387,1.159,0.218,3.192,37.0,4.142,8.933,7.072,4.035,1.243,8.287,0.329,2.216,9.333,143.207,2.964,18,6.645,-1.524,-1.524,3.666,13.138,34.0,3.072,11.086,141.207,123.697,218.85,1.925,-0.569,22.455,1.507
5.959,23.034,23.034,23.034,20.53,9796.0,1.487,16.065,3.321,670.0,12001.0,18.217,3.39,0.102,105.0,25.904,48.833,8916.0,1.3,3.983,0.137,4.727,33.386,1.443,1.443,0.106,28.2,-0.443,-0.443,295.0,5.833,133.647,1.593,3.786,11.146,13.293,1.362,0.148,3.616,55.5,4.716,13.293,8.19,4.345,1.674,13.032,0.223,3.631,24.59,284.009,3.34,27,10.029,-0.184,-0.184,4.058,19.13,100.0,3.674,17.069,282.009,242.499,352.04,2.437,0.806,35.909,1.687
5.658,19.91,19.91,19.91,17.29,6010.0,1.45,15.061,3.205,459.0,8761.0,17.397,3.253,0.123,76.0,22.91,47.028,5767.0,1.264,3.503,0.16,4.556,29.138,1.495,1.495,0.123,24.586,-2.593,-2.593,210.0,4.972,111.926,1.476,3.972,8.96,11.72,1.311,0.17,3.479,49.333,4.495,11.432,7.875,4.265,1.444,10.965,0.263,3.598,18.278,201.849,3.23,24,8.864,-1.0,-1.0,3.923,16.146,72.0,3.522,14.072,201.849,183.443,316.71,2.489,0.0,33.791,1.661
4.0,36.695,36.695,36.695,30.18,3219.0,1.333,10.452,2.897,297.0,4630.0,12.656,2.958,0.143,48.0,18.371,37.333,2997.0,1.002,3.189,0.193,4.222,21.698,1.154,1.154,0.149,18.4,-2.784,-2.784,131.0,4.139,79.567,1.227,3.609,8.106,9.433,1.052,0.208,3.208,39.5,4.22,9.433,7.224,4.108,1.239,9.2,0.314,2.53,10.366,156.0,3.013,19,6.993,-1.076,-1.076,3.719,13.707,46.0,3.37,11.663,154.0,131.735,226.0,2.103,-0.103,24.179,1.517
5.036,23.034,23.034,23.034,20.53,9019.0,1.494,15.642,3.464,645.0,12568.0,18.64,3.529,0.105,106.0,25.927,52.5,8645.0,1.418,3.919,0.141,4.723,32.859,1.443,1.443,0.109,27.6,-0.632,-0.632,296.0,6.139,134.048,1.688,4.105,11.523,13.296,1.481,0.153,3.574,55.5,4.706,13.296,8.194,4.678,1.729,13.035,0.23,3.644,26.272,258.423,3.34,27,9.952,-0.34,-0.34,4.042,19.214,108.0,3.674,16.895,256.423,224.913,359.12,2.437,0.638,40.334,1.683
4.883,23.034,23.034,23.034,20.53,17143.0,1.816,19.885,3.641,903.0,19714.0,22.037,3.703,0.083,151.0,30.603,57.167,15369.0,1.432,4.502,0.112,5.02,42.02,1.729,1.729,0.086,35.4,2.086,2.086,396.0,7.194,174.712,1.711,4.079,14.047,16.365,1.493,0.121,3.846,67.5,5.017,16.365,8.789,4.366,1.732,16.114,0.182,4.262,32.006,337.05,3.532,33,12.317,0.83,0.83,4.259,23.599,116.0,3.674,21.552,335.05,273.101,443.48,2.712,1.802,43.279,1.936
5.092,19.91,19.91,19.91,17.29,3574.0,1.342,11.639,2.898,312.0,5460.0,14.027,2.958,0.137,51.0,19.159,40.111,3360.0,1.006,3.219,0.185,4.298,23.031,1.414,1.414,0.143,19.386,-2.788,-2.788,139.0,4.333,85.306,1.228,3.612,8.266,10.132,1.056,0.2,3.27,41.333,4.278,9.843,7.381,4.344,1.239,9.393,0.302,2.768,11.2,162.465,3.061,20,7.367,-1.075,-1.075,3.763,14.252,46.0,3.443,12.111,157.71,125.71,247.51,2.343,-0.1,25.912,1.521
4.0,52.91,52.91,52.91,44.98,6297.0,1.352,14.575,3.303,468.0,9774.0,17.389,3.355,0.113,77.0,23.453,51.833,6071.0,1.163,3.55,0.152,4.618,28.928,1.443,1.443,0.118,26.6,-1.132,-1.132,215.0,5.694,117.063,1.563,4.264,10.137,12.262,1.227,0.164,3.445,54.0,4.579,12.262,8.025,4.512,1.581,11.65,0.247,3.644,17.84,212.869,3.269,25,9.198,-0.554,-0.554,3.967,18.21,74.0,3.595,15.748,202.604,181.585,310.57,2.437,0.377,35.624,1.558
5.143,62.593,62.593,62.593,37.52,3702.0,1.34,10.952,2.899,344.0,5525.0,13.527,2.958,0.137,53.0,19.328,42.0,3475.0,1.007,3.255,0.184,4.294,22.918,1.239,1.239,0.143,19.767,-3.0,-3.0,153.0,4.306,85.968,1.231,3.674,8.192,9.826,1.055,0.199,3.263,42.0,4.278,9.826,7.362,4.503,1.237,9.597,0.3,2.774,12.0,160.974,3.06,20,7.369,-1.061,-1.061,3.763,14.13,60.0,3.492,12.086,158.974,132.974,241.09,2.197,-0.08,26.007,1.524
5.432,36.695,36.695,36.695,29.02,12094.0,1.723,18.121,3.341,739.0,17062.0,21.001,3.409,0.095,115.0,28.077,57.611,11170.0,1.287,4.124,0.125,4.875,36.213,1.879,1.879,0.096,30.686,0.13,0.13,331.0,6.472,152.645,1.549,3.966,12.216,14.959,1.347,0.136,3.695,61.833,4.859,14.67,8.516,4.409,1.595,14.119,0.205,3.957,29.022,294.457,3.441,30,11.102,0.05,0.05,4.156,21.03,128.0,3.884,18.183,294.457,258.192,385.67,2.863,1.0,41.549,1.873
4.301,19.91,19.91,19.91,16.13,4475.0,1.35,13.179,3.293,353.0,5839.0,14.941,3.363,0.13,56.0,20.824,40.0,4226.0,1.216,3.352,0.17,4.432,27.311,1.414,1.414,0.131,22.8,-2.057,-2.057,159.0,4.806,97.16,1.526,3.726,9.149,10.826,1.285,0.185,3.421,45.0,4.418,10.826,7.67,4.0,1.579,10.645,0.279,3.339,13.306,211.46,3.149,22,8.164,-0.87,-0.87,3.854,15.519,70.0,3.474,13.658,211.46,177.95,286.84,2.394,0.111,29.49,1.523
7.398,70.941,70.941,70.941,51.22,14316.0,1.709,19.142,3.586,941.0,21290.0,22.313,3.636,0.089,163.0,30.29,64.167,14297.0,1.545,4.431,0.121,4.923,39.428,1.546,1.546,0.089,34.833,-0.098,-0.098,460.0,7.361,167.244,1.758,4.23,13.356,15.118,1.594,0.132,3.704,65.0,4.898,15.118,8.587,4.522,1.789,14.745,0.192,4.144,39.908,370.163,3.47,31,11.47,-0.042,-0.042,4.143,21.471,159.0,3.935,19.208,370.163,316.679,444.96,2.52,0.939,73.285,1.883
7.398,80.448,80.448,80.448,64.36,15381.0,1.708,19.395,3.576,954.0,22730.0,22.761,3.613,0.094,160.0,30.733,67.0,15032.0,1.559,4.457,0.124,4.967,39.616,1.806,1.806,0.094,35.7,0.593,0.593,454.0,7.417,172.407,1.771,4.192,13.556,15.601,1.603,0.137,3.726,68.0,4.94,15.601,8.683,4.687,1.782,15.111,0.199,4.146,41.344,370.665,3.501,32,11.86,0.373,0.373,4.187,22.211,170.0,4.021,19.789,370.665,317.836,430.49,2.811,1.279,61.402,1.888
