pXC50,SpMin3_Bh.i.,SpMin4_Bh.m.,SpMin6_Bh.v.,ATS2i,SpMin4_Bh.e.,SpMin5_Bh.i.,SpMin3_Bh.e.,SpMax5_Bh.i.,SpMin4_Bh.v.,SpMin6_Bh.m.,SpMin8_Bh.e.,SpMin4_Bh.i.,SpMin3_Bh.p.,Mp,SpMax5_Bh.p.,SpMin5_Bh.v.,SpMax5_Bh.e.,SpMax5_Bh.v.,TIC2,SpMin4_Bh.s.,TIC3,SpMax3_Bh.p.,ATS1i,SpMin3_Bh.v.,SpMin5_Bh.e.,SpMax3_Bh.v.,MDDD,SpMin8_Bh.m.,CSI,IDMT,SpMin6_Bh.e.,Chi1_EA.ed.,SpMin5_Bh.p.,Si,Eta_betaS,TIC1,AECC,nBT,SpMin8_Bh.v.,ATS2e,UNIP,ECC,Eig11_EA.bo.,ATS5i,Xu,Chi1_EA.ri.,nH,RDCHI,SpMin6_Bh.p.,ATS3e,P_VSA_m_2,SpMin4_Bh.p.,ATS3i,SpMax6_Bh.i.,VAR,ON1,SpMax4_Bh.i.,LPRS,ON0V,Chi0_EA.ed.,ISIZ,nAT,SpMin8_Bh.i.,SpMin3_Bh.s.,ATS1e,SpMin7_Bh.v.,ON1V,CIC0,Sv,SssNH
4.301,1.493,1.411,1.117,4.227,1.246,0.964,1.537,3.067,1.452,1.161,0.644,1.211,1.672,0.755,2.893,1.209,3.016,2.885,125.181,0.525,153.71,3.433,3.713,1.698,1.005,3.425,12.39,0.867,337.0,6329.55,0.904,4.017,1.197,36.202,13.25,104.651,7.19,36,0.857,4.109,56,151.0,-0.207,4.369,20.096,12.199,12,3.288,1.092,4.311,132.087,1.469,4.463,2.972,48,4.5,3.369,91.726,6.483,8.436,166.465,33,0.595,0.812,3.627,1.032,1.983,3.47,23.579,0.0
5.362,1.172,1.27,0.91,3.961,1.128,0.867,1.231,2.953,1.421,0.821,0.0,1.035,1.493,0.774,2.769,1.067,2.896,2.755,95.947,0.375,102.702,3.025,3.456,1.499,0.885,3.048,9.917,0.075,225.0,3595.63,0.73,3.047,1.041,28.86,11.0,91.192,6.471,27,0.121,3.848,42,110.0,-0.881,4.164,16.922,9.724,9,2.903,0.884,3.808,99.597,1.405,3.897,2.748,42,3.972,3.237,69.676,5.46,6.813,122.211,26,0.0,0.558,3.402,0.686,1.275,2.606,18.781,0.0
4.67,1.345,1.417,1.107,4.257,1.154,0.857,1.429,3.009,1.347,1.181,0.771,1.13,1.684,0.718,2.812,1.308,2.874,2.767,114.955,0.469,134.955,3.257,3.706,1.7,0.934,3.26,12.997,0.943,323.0,5110.93,0.886,3.475,1.239,36.617,12.0,98.955,7.895,35,0.964,4.096,54,150.0,-0.868,4.438,18.806,10.725,14,3.128,1.062,4.26,112.2,1.381,4.417,2.925,52,4.139,3.29,81.631,6.65,7.407,166.465,33,0.711,0.786,3.601,1.032,1.847,3.452,22.106,0.0
6.149,1.31,1.181,1.107,4.063,1.106,1.048,1.328,3.103,1.396,1.04,0.588,1.093,1.837,0.738,2.747,1.291,3.082,2.813,111.372,0.218,124.881,3.269,3.625,1.679,1.055,3.32,17.796,0.787,411.0,8779.86,0.886,3.993,1.334,32.632,15.0,95.107,8.522,31,0.859,4.016,72,196.0,-0.141,4.22,21.949,12.79,6,3.311,1.062,4.234,96.548,1.503,4.329,2.925,76,4.944,3.497,105.006,5.493,8.467,140.881,29,0.559,0.327,3.571,0.909,1.562,2.758,22.262,0.0
5.291,1.024,1.055,0.579,3.523,0.886,0.782,1.057,2.714,1.107,0.381,0.0,0.821,1.229,0.891,2.459,0.872,2.648,2.451,68.711,0.042,72.711,3.034,3.14,1.202,0.746,3.048,8.747,0.0,223.0,2576.27,0.38,2.817,0.842,20.694,9.25,64.711,7.133,20,0.0,3.459,39,107.0,-1.5,3.34,15.369,8.466,4,2.809,0.503,3.552,127.667,1.062,3.68,2.29,39,3.444,2.925,59.285,3.66,6.096,80.711,19,0.0,0.218,3.098,0.23,1.019,2.278,15.793,0.0
5.488,1.167,1.126,0.918,3.846,1.084,0.799,1.217,2.842,1.349,0.664,0.0,1.043,1.508,0.794,2.625,1.02,2.769,2.602,98.529,0.169,103.284,3.067,3.403,1.514,0.795,3.15,12.222,0.079,264.0,4385.82,0.757,3.173,0.983,26.738,11.75,93.774,7.167,25,0.129,3.774,49,129.0,-1.08,3.975,17.929,10.153,6,2.972,0.896,3.804,91.898,1.378,3.888,2.767,42,4.083,3.276,75.913,4.826,6.953,110.039,24,0.0,0.382,3.359,0.575,1.183,2.315,18.464,0.0
4.955,1.179,1.12,0.99,3.926,0.871,0.804,1.194,2.94,1.079,0.927,0.0,0.854,1.42,0.761,2.733,1.026,2.893,2.735,90.445,0.181,112.096,3.165,3.448,1.378,0.853,3.167,10.383,0.343,272.0,4086.8,0.81,3.319,1.004,27.968,11.25,72.793,7.0,27,0.209,3.846,46,126.0,-0.832,3.868,17.648,10.335,7,3.001,0.997,4.071,98.292,1.068,4.204,2.843,42,3.861,2.958,74.65,4.652,6.947,116.096,25,0.0,0.346,3.384,0.749,1.413,2.79,18.797,0.0
5.01,1.305,1.211,1.067,4.045,1.034,0.868,1.326,2.953,1.25,1.041,0.601,0.98,1.465,0.836,2.771,1.107,2.897,2.758,114.452,0.273,134.452,3.597,3.609,1.45,0.886,3.497,14.993,0.568,393.0,7320.37,0.885,4.109,1.062,32.884,13.25,95.207,8.714,32,0.721,3.956,65,183.0,-0.051,4.157,20.812,12.363,9,3.412,1.041,4.139,141.751,1.249,4.298,2.925,70,4.639,3.158,94.816,5.436,8.58,147.207,30,0.607,0.382,3.539,0.913,1.63,3.02,23.201,3.324
5.67,1.314,1.181,1.221,4.242,1.141,1.073,1.33,3.368,1.415,1.068,0.62,1.135,1.837,0.74,3.03,1.355,3.363,3.086,134.955,0.218,148.465,3.276,3.753,1.679,1.077,3.325,26.483,0.787,576.0,15524.4,0.955,4.535,1.45,37.54,18.0,118.691,10.296,35,0.881,4.213,100,278.0,1.042,4.497,25.624,15.808,6,3.634,1.284,4.313,96.868,1.524,4.39,3.073,99,5.653,3.513,132.827,6.195,9.563,166.465,33,0.6,0.34,3.712,1.107,1.717,2.76,25.715,0.0
5.574,0.95,0.173,0.0,3.171,0.66,0.0,1.0,2.012,0.725,0.0,0.0,0.713,1.142,1.005,1.878,0.0,2.062,1.844,48.106,0.0,48.106,2.46,2.849,1.167,0.0,2.459,4.889,0.0,129.0,1179.5,0.0,2.392,0.0,14.282,8.0,46.106,5.083,14,0.0,3.148,25,61.0,-2.426,2.642,12.184,7.539,1,2.524,0.0,2.812,77.206,0.615,2.851,1.81,16,2.694,2.204,42.018,2.526,5.012,48.106,13,0.0,0.0,2.833,0.0,0.605,1.597,11.948,0.0
5.356,1.172,1.228,0.902,3.959,1.127,0.869,1.231,2.949,1.407,0.663,0.0,1.035,1.493,0.807,2.821,1.039,2.916,2.799,100.702,0.361,104.702,3.029,3.454,1.499,0.875,3.052,11.111,0.062,240.0,4249.4,0.73,3.118,1.01,28.804,11.75,94.702,6.556,27,0.071,3.861,46,118.0,-0.881,4.159,17.763,10.431,8,2.942,0.875,3.838,93.622,1.392,3.892,2.748,42,4.167,3.236,75.315,5.519,7.005,122.211,26,0.0,0.557,3.412,0.619,1.262,2.508,19.609,0.0
4.0,1.032,0.987,0.358,3.645,0.753,0.577,1.094,2.662,0.967,0.03,0.0,0.778,1.301,0.839,2.459,0.86,2.578,2.338,73.956,0.026,75.956,2.993,3.185,1.316,0.659,2.972,6.857,0.0,188.0,2009.78,0.174,2.677,0.822,21.192,9.5,69.956,6.429,20,0.0,3.516,34,90.0,-1.72,3.345,14.288,8.222,5,2.697,0.317,3.473,101.735,0.94,3.616,2.15,30,3.111,2.796,53.278,3.943,5.598,80.711,19,0.0,0.276,3.117,0.0,1.001,2.172,14.814,0.0
5.025,0.915,1.045,0.606,3.612,0.885,0.679,0.997,2.622,1.067,0.353,0.0,0.865,1.317,0.835,2.459,0.868,2.514,2.263,74.439,0.069,82.439,2.832,3.227,1.32,0.674,2.836,6.571,0.0,169.0,1929.44,0.311,2.672,0.816,22.109,8.75,68.439,5.786,21,0.047,3.518,32,81.0,-1.724,3.556,14.115,8.043,6,2.664,0.509,3.611,112.475,1.041,3.766,2.27,22,3.139,2.953,52.674,3.543,5.654,86.439,20,0.0,0.191,3.15,0.145,0.997,2.313,15.32,0.0
4.0,1.04,1.038,0.56,3.676,0.77,0.644,1.104,2.718,1.007,0.329,0.0,0.793,1.307,0.835,2.459,0.918,2.634,2.399,79.684,0.044,81.684,2.994,3.211,1.329,0.73,2.973,6.857,0.0,188.0,2009.78,0.378,2.677,0.876,22.109,9.0,74.929,6.429,21,0.0,3.552,34,90.0,-1.72,3.368,14.288,8.117,6,2.697,0.464,3.555,95.283,0.985,3.692,2.237,30,3.111,2.848,53.278,4.076,5.598,86.439,20,0.0,0.322,3.144,0.07,1.079,2.313,15.32,0.0
4.348,1.26,1.181,1.035,3.952,0.957,0.821,1.309,2.925,1.137,1.094,0.003,0.912,1.584,0.712,2.735,1.107,2.854,2.715,80.072,0.218,104.602,3.184,3.499,1.533,0.886,3.206,8.25,0.491,222.0,2782.46,0.828,3.18,1.062,28.867,10.0,65.153,6.313,28,0.546,3.83,37,101.0,-1.299,3.982,15.827,9.142,10,2.891,0.996,4.047,111.2,1.146,4.236,2.831,34,3.528,2.978,62.895,4.6,6.686,122.211,26,0.0,0.449,3.397,0.852,1.476,3.205,17.865,0.0
4.301,1.753,1.341,1.242,4.37,1.291,1.158,1.771,3.359,1.57,1.215,0.822,1.278,1.84,0.769,3.062,1.396,3.351,3.119,147.402,0.413,181.376,3.752,3.888,1.85,1.18,3.743,24.152,1.009,643.0,17628.7,1.089,5.168,1.436,42.624,18.5,117.328,10.0,43,1.004,4.313,103,290.0,1.585,4.615,26.763,16.41,10,3.853,1.278,4.574,139.915,1.674,4.669,3.193,102,6.167,3.531,143.578,7.483,11.04,206.131,39,0.784,0.996,3.835,1.201,2.313,3.566,29.911,0.0
4.425,1.549,1.417,1.308,4.369,1.16,0.858,1.603,3.009,1.347,1.246,0.877,1.144,1.758,0.708,2.813,1.308,2.874,2.767,129.466,0.469,149.466,3.469,3.794,1.786,0.934,3.455,14.3,1.065,342.0,6007.96,0.934,3.484,1.239,40.949,11.75,111.466,8.0,39,1.032,4.21,60,160.0,-0.866,4.641,19.678,11.068,17,3.163,1.239,4.458,119.187,1.384,4.622,3.009,48,4.194,3.297,87.753,7.7,7.403,192.75,37,0.804,0.946,3.688,1.107,2.21,3.756,24.138,0.0
5.351,1.143,1.193,0.819,3.799,1.124,0.793,1.18,2.81,1.327,0.593,0.0,1.066,1.514,0.809,2.528,0.987,2.734,2.531,92.532,0.213,97.287,3.054,3.355,1.521,0.779,3.128,10.035,0.0,231.0,3655.24,0.635,3.027,0.954,25.528,10.75,87.777,6.647,24,0.0,3.713,45,113.0,-1.227,3.982,16.995,9.543,6,2.883,0.765,3.793,87.782,1.311,3.902,2.58,33,3.75,3.236,70.032,4.66,6.445,104.042,23,0.0,0.325,3.3,0.509,1.225,2.295,17.749,0.0
4.627,1.424,1.28,1.107,4.246,1.226,0.972,1.484,3.099,1.407,1.141,0.653,1.209,1.738,0.723,2.891,1.191,3.093,2.913,133.464,0.37,153.464,3.306,3.719,1.756,0.982,3.316,17.12,0.963,419.0,7323.35,0.886,3.925,1.237,37.538,13.0,109.364,9.286,36,0.923,4.133,68,195.0,-0.335,4.289,20.804,11.709,13,3.341,1.062,4.31,113.321,1.448,4.462,2.925,77,4.722,3.353,94.835,6.533,8.515,172.974,34,0.613,0.935,3.643,1.032,2.126,3.437,23.514,0.0
4.292,0.872,0.962,0.193,3.493,0.864,0.655,0.885,2.408,1.027,0.304,0.0,0.824,1.042,0.919,2.459,0.745,2.352,2.23,67.059,0.069,75.059,2.824,3.089,1.073,0.634,2.799,6.571,0.0,171.0,1970.38,0.0,2.692,0.643,19.555,8.75,57.059,5.857,19,0.0,3.439,33,82.0,-1.723,3.177,14.195,8.301,4,2.683,0.093,3.514,80.321,0.994,3.631,2.0,24,3.111,2.921,52.99,3.352,5.631,75.059,18,0.0,0.167,3.057,0.0,0.942,2.111,15.126,0.0
4.851,1.239,1.179,0.856,3.825,1.057,0.814,1.262,2.787,1.22,0.837,0.0,1.013,1.39,0.852,2.619,0.929,2.735,2.61,81.633,0.306,99.284,3.357,3.382,1.389,0.793,3.324,9.952,0.313,268.0,3659.91,0.622,3.343,0.895,26.026,10.5,68.736,7.176,26,0.299,3.744,46,122.0,-0.927,3.868,17.102,10.021,7,3.057,0.803,3.889,110.395,1.189,4.037,2.637,35,3.722,3.097,70.108,4.46,7.005,110.039,24,0.0,0.384,3.326,0.673,1.358,2.778,18.825,0.0
4.301,1.178,1.078,0.914,3.906,0.874,0.827,1.184,2.918,1.035,0.729,0.0,0.862,1.402,0.867,2.813,1.03,2.889,2.777,97.732,0.163,114.096,3.181,3.432,1.355,0.853,3.18,12.0,0.159,328.0,5629.58,0.797,3.451,0.99,27.46,12.75,83.367,7.7,27,0.191,3.866,54,154.0,-0.547,3.827,19.334,11.884,5,3.089,0.902,4.104,80.72,1.0,4.17,2.822,53,4.25,2.935,86.376,4.771,7.291,116.096,25,0.0,0.31,3.399,0.638,1.387,2.579,20.896,0.0
4.008,1.122,1.126,0.759,3.752,0.947,0.803,1.164,2.679,1.133,0.411,0.0,0.894,1.352,0.854,2.462,0.988,2.624,2.46,82.239,0.188,90.239,3.179,3.315,1.336,0.799,3.182,8.875,0.219,231.0,2991.43,0.618,3.143,0.953,23.192,11.0,76.239,6.563,23,0.141,3.66,41,105.0,-1.296,3.545,16.119,9.75,5,2.967,0.675,3.704,113.822,1.131,3.858,2.333,29,3.472,2.979,64.148,3.91,6.559,92.239,21,0.0,0.285,3.248,0.281,1.138,2.388,16.814,0.0
4.301,1.381,1.182,1.032,4.179,1.147,1.023,1.39,3.123,1.385,1.065,0.709,1.135,1.555,0.817,2.989,1.182,3.099,2.941,127.929,0.419,147.58,3.439,3.661,1.538,1.03,3.355,18.82,0.806,474.0,9439.41,0.872,4.336,1.178,34.306,14.75,110.277,9.348,34,0.897,4.113,77,215.0,0.691,4.172,22.378,14.324,8,3.544,0.99,4.177,105.5,1.424,4.27,2.919,77,4.889,3.34,106.808,5.769,9.029,153.58,31,0.658,0.525,3.612,1.008,1.724,2.947,24.193,0.0
4.521,1.311,1.178,1.077,4.063,1.11,1.051,1.329,3.098,1.397,1.06,0.59,1.094,1.837,0.738,2.748,1.296,3.077,2.808,115.372,0.177,132.881,3.269,3.625,1.679,1.059,3.319,17.244,0.787,381.0,8664.53,0.859,4.012,1.333,32.632,15.0,95.107,7.913,31,0.865,4.016,71,182.0,-0.427,4.229,21.865,12.802,6,3.296,1.068,4.234,96.548,1.503,4.329,2.956,61,4.944,3.496,104.707,5.493,8.503,140.881,29,0.56,0.348,3.571,0.931,1.562,2.758,22.262,0.0
5.226,1.094,1.069,0.0,3.609,0.731,0.585,1.144,2.5,1.073,0.008,0.0,0.763,1.351,0.83,2.287,0.809,2.388,2.145,70.304,0.0,70.304,2.858,3.162,1.33,0.696,2.84,5.941,0.0,157.0,1548.01,0.0,2.464,0.722,20.192,8.5,70.304,5.769,19,0.0,3.481,29,75.0,-2.034,3.325,13.197,7.654,5,2.589,0.0,3.401,92.871,1.043,3.557,2.022,24,2.861,2.654,47.495,3.66,5.145,75.059,18,0.0,0.242,3.08,0.0,0.93,2.062,13.814,0.0
4.173,1.206,1.174,0.813,3.799,0.982,0.811,1.23,2.78,1.176,0.745,0.0,0.926,1.37,0.856,2.612,0.919,2.729,2.605,90.432,0.239,102.042,3.322,3.361,1.362,0.787,3.293,9.952,0.302,268.0,3659.91,0.61,3.343,0.886,25.109,11.0,76.923,7.176,25,0.153,3.714,46,122.0,-0.927,3.737,17.102,10.112,6,3.057,0.762,3.828,116.847,1.154,3.973,2.59,35,3.722,3.054,70.108,4.326,7.005,104.042,23,0.0,0.313,3.303,0.636,1.28,2.623,18.32,0.0
6.004,1.278,1.363,1.035,4.177,1.184,0.861,1.343,2.988,1.389,1.094,0.541,1.16,1.539,0.729,2.813,1.243,2.891,2.774,118.561,0.437,136.07,3.208,3.636,1.582,0.92,3.201,11.136,0.7,287.0,4768.11,0.876,3.389,1.189,34.459,11.5,103.051,7.053,33,0.779,4.043,49,134.0,-0.554,4.342,18.443,10.673,12,3.035,1.014,4.226,103.716,1.422,4.358,2.936,48,4.056,3.325,80.26,6.426,7.121,153.58,31,0.499,0.747,3.548,1.026,1.829,3.278,21.467,0.0
4.301,1.309,1.067,0.732,3.731,0.977,0.831,1.339,2.57,1.109,0.492,0.0,0.966,1.388,0.887,2.507,1.032,2.526,2.434,82.239,0.188,90.239,3.153,3.274,1.421,0.862,3.135,8.25,0.081,221.0,2775.08,0.535,3.008,0.99,22.718,10.25,72.629,6.313,23,0.137,3.678,37,101.0,-1.122,3.454,15.773,10.009,5,2.856,0.691,3.752,76.426,1.06,3.836,2.387,36,3.444,2.918,62.853,3.96,6.322,92.239,21,0.0,0.424,3.232,0.185,1.161,2.325,17.211,0.0
4.0,1.327,1.181,1.032,3.939,0.905,0.821,1.336,2.925,1.107,1.025,0.0,0.888,1.469,0.766,2.735,1.055,2.854,2.715,80.072,0.218,104.602,3.279,3.438,1.473,0.886,3.249,8.25,0.381,222.0,2782.46,0.838,3.18,1.023,28.205,9.25,65.153,6.313,28,0.357,3.846,37,101.0,-1.213,3.99,15.827,9.136,10,2.891,0.99,4.073,98.342,1.062,4.225,2.831,34,3.528,2.935,62.895,4.667,6.686,122.211,26,0.0,0.682,3.364,0.805,1.542,3.328,18.536,0.0
4.921,1.311,1.153,1.056,4.061,1.105,1.049,1.328,3.102,1.394,0.987,0.588,1.093,1.836,0.767,2.806,1.285,3.084,2.825,119.272,0.176,132.881,3.272,3.623,1.679,1.053,3.322,18.819,0.784,430.0,9987.66,0.867,4.052,1.329,32.576,15.75,102.907,8.583,31,0.854,4.028,77,206.0,0.142,4.217,22.736,13.495,5,3.353,1.015,4.254,90.573,1.502,4.325,2.921,74,5.139,3.497,111.288,5.552,8.636,140.881,29,0.559,0.32,3.58,0.897,1.549,2.623,23.09,0.0
5.799,1.834,1.27,1.107,4.393,1.438,1.155,1.856,3.307,1.625,1.181,0.842,1.475,1.923,0.777,3.147,1.359,3.286,3.134,156.348,0.595,195.367,3.811,3.886,1.942,1.17,3.797,23.58,1.042,638.0,15658.1,0.889,4.94,1.388,43.9,16.75,122.838,10.778,43,1.032,4.319,102,291.0,1.5,4.587,25.796,15.606,13,3.836,1.062,4.561,151.644,1.587,4.685,2.929,111,5.736,3.583,133.156,7.176,10.385,212.877,40,0.806,1.047,3.828,1.05,2.19,3.439,29.55,2.511
5.519,1.353,1.552,1.294,4.403,1.252,1.129,1.389,3.257,1.512,1.06,0.733,1.237,1.762,0.722,3.025,1.469,3.173,3.002,167.63,0.604,179.24,3.275,3.842,1.677,1.207,3.325,24.049,0.886,487.0,14523.3,1.058,4.502,1.418,42.209,17.5,149.166,8.741,39,0.946,4.317,92,236.0,0.671,4.615,25.233,15.515,10,3.577,1.335,4.482,102.631,1.607,4.58,3.159,79,5.681,3.57,130.929,7.221,9.551,192.75,37,0.709,0.752,3.782,0.995,2.011,3.026,27.227,0.0
5.005,0.868,0.808,0.149,3.458,0.698,0.571,0.876,2.404,0.917,0.215,0.0,0.703,1.013,0.929,2.459,0.715,2.359,2.231,67.487,0.0,69.487,2.817,3.06,1.031,0.607,2.794,6.571,0.0,169.0,1929.44,0.0,2.672,0.609,18.638,9.25,60.732,5.786,18,0.0,3.4,32,81.0,-1.724,3.082,14.115,8.373,3,2.664,0.049,3.408,86.773,0.908,3.511,1.999,22,3.139,2.83,52.674,3.219,5.654,69.487,17,0.0,0.037,3.027,0.0,0.871,1.951,14.62,0.0
5.353,1.216,1.194,0.895,3.799,1.059,0.792,1.247,2.72,1.307,0.649,0.0,1.003,1.515,0.809,2.459,0.926,2.659,2.446,92.532,0.213,97.287,3.127,3.355,1.492,0.766,3.192,9.557,0.0,225.0,3541.01,0.601,3.048,0.887,25.528,10.75,87.777,6.471,24,0.046,3.713,42,110.0,-1.159,3.849,16.853,9.549,6,2.859,0.866,3.794,87.782,1.285,3.903,2.716,36,3.75,3.185,69.435,4.66,6.471,104.042,23,0.0,0.325,3.3,0.525,1.225,2.295,17.749,0.0
4.301,1.271,1.149,1.033,4.17,1.121,0.991,1.285,3.146,1.361,1.056,0.419,1.108,1.661,0.758,2.872,1.244,3.118,2.879,124.942,0.209,140.452,3.281,3.647,1.557,1.015,3.326,18.174,0.567,434.0,10225.8,0.844,3.95,1.294,34.169,15.5,107.432,8.667,32,0.707,4.112,76,208.0,-0.016,4.23,22.852,13.797,6,3.367,0.99,4.264,93.446,1.452,4.347,2.886,75,5.0,3.361,111.911,5.638,8.404,147.207,30,0.374,0.365,3.597,0.958,1.615,2.677,23.459,0.0
4.627,1.238,1.143,0.752,3.799,0.972,0.805,1.262,2.786,1.16,0.794,0.0,0.922,1.39,0.856,2.618,0.928,2.734,2.61,92.432,0.215,104.042,3.33,3.361,1.389,0.79,3.305,9.952,0.31,268.0,3659.91,0.568,3.343,0.894,25.109,11.0,76.923,7.176,25,0.228,3.714,46,122.0,-0.927,3.752,17.102,10.121,6,3.057,0.719,3.827,116.847,1.144,3.973,2.558,35,3.722,3.054,70.108,4.326,7.005,104.042,23,0.0,0.353,3.303,0.673,1.28,2.623,18.32,0.0
4.301,1.662,1.513,1.307,4.538,1.34,1.107,1.701,3.26,1.543,1.181,0.873,1.362,1.897,0.718,3.113,1.429,3.254,3.093,167.66,0.825,187.66,3.617,3.923,1.903,1.153,3.601,20.506,1.058,562.0,12414.7,1.106,4.606,1.376,45.581,16.25,141.66,10.16,44,1.032,4.422,94,254.0,1.0,4.725,24.198,14.6,16,3.693,1.333,4.643,105.992,1.523,4.789,3.206,80,5.361,3.482,120.171,7.317,9.807,219.66,41,0.821,1.075,3.854,1.107,2.394,3.548,27.964,0.0
4.638,1.097,1.098,0.618,3.613,0.886,0.798,1.118,2.769,1.107,0.381,0.0,0.821,1.398,0.842,2.46,0.919,2.723,2.497,72.439,0.076,76.439,3.037,3.228,1.364,0.761,3.123,10.344,0.0,240.0,3183.64,0.413,2.936,0.898,22.113,10.25,68.439,7.25,21,0.0,3.566,44,116.0,-1.5,3.48,16.333,9.065,4,2.87,0.531,3.65,85.248,1.062,3.766,2.303,36,3.556,2.925,65.139,3.743,6.233,86.439,20,0.0,0.218,3.188,0.23,1.023,2.038,16.222,0.0
4.73,1.066,1.181,0.624,3.704,0.886,0.791,1.128,2.718,1.107,0.381,0.0,0.821,1.319,0.831,2.459,0.919,2.634,2.401,75.484,0.218,79.484,3.027,3.236,1.341,0.765,3.001,6.857,0.0,188.0,2009.78,0.427,2.677,0.876,23.026,8.5,71.484,6.429,22,0.0,3.587,34,90.0,-1.72,3.589,14.288,8.017,7,2.697,0.523,3.643,88.832,1.062,3.791,2.29,30,3.111,2.925,53.278,4.21,5.598,92.239,21,0.0,0.325,3.171,0.23,1.157,2.485,15.825,0.0
4.907,1.232,1.233,0.982,3.994,0.934,0.821,1.275,2.925,1.308,0.876,0.0,0.835,1.426,0.778,2.66,1.107,2.854,2.647,92.702,0.361,96.702,3.203,3.463,1.418,0.886,3.198,10.344,0.308,240.0,3183.64,0.828,2.936,1.062,28.94,10.25,88.702,7.25,27,0.23,3.825,44,116.0,-1.204,4.143,16.333,9.149,10,2.87,0.959,3.881,99.495,1.239,4.04,2.862,36,3.556,3.009,65.139,5.41,6.233,122.211,26,0.0,0.469,3.372,0.689,1.357,2.815,18.373,0.0
4.0,1.104,1.026,0.659,3.65,0.917,0.802,1.112,2.677,1.051,0.303,0.0,0.884,1.238,0.929,2.462,0.978,2.623,2.46,76.439,0.182,84.439,3.263,3.228,1.242,0.798,3.184,8.875,0.067,231.0,2991.43,0.581,3.143,0.938,21.614,10.5,70.439,6.563,22,0.14,3.601,41,105.0,-1.296,3.278,16.119,9.991,4,2.967,0.526,3.589,94.24,1.003,3.696,2.138,29,3.472,2.939,64.148,3.826,6.559,86.439,20,0.0,0.268,3.197,0.169,1.097,2.302,16.98,0.0
4.0,1.102,1.024,0.737,3.704,0.885,0.676,1.172,2.609,1.064,0.359,0.0,0.866,1.363,0.831,2.459,0.854,2.506,2.274,79.484,0.12,87.484,3.026,3.236,1.389,0.662,3.001,6.571,0.0,171.0,1970.38,0.519,2.692,0.795,23.026,8.5,71.484,5.857,22,0.0,3.587,33,82.0,-1.723,3.592,14.195,8.033,7,2.683,0.638,3.643,88.832,1.04,3.791,2.404,24,3.111,2.952,52.99,4.21,5.631,92.239,21,0.0,0.365,3.171,0.187,1.157,2.485,15.825,0.0
4.627,1.27,1.417,1.107,4.137,0.934,0.821,1.292,3.009,1.308,1.181,0.565,0.836,1.431,0.758,2.662,1.308,2.874,2.652,101.923,0.469,105.923,3.431,3.574,1.42,0.934,3.388,11.419,0.381,257.0,3829.55,0.886,2.945,1.239,33.272,10.0,97.923,7.353,31,0.681,3.972,49,125.0,-1.0,4.407,17.225,9.492,13,2.903,1.062,4.159,106.482,1.239,4.326,2.925,33,3.611,3.009,70.886,6.46,6.229,147.207,30,0.565,0.469,3.48,0.976,1.719,3.171,20.405,0.0
4.301,1.274,1.181,1.107,4.035,1.078,0.974,1.295,3.111,1.356,1.076,0.654,1.056,1.719,0.752,2.748,1.298,3.076,2.804,112.475,0.218,128.127,3.269,3.621,1.595,1.043,3.315,17.091,0.817,366.0,7654.47,0.886,4.105,1.332,32.455,13.75,97.578,7.909,31,0.904,3.962,66,174.0,-0.274,4.198,21.131,12.175,7,3.294,1.062,4.177,154.761,1.455,4.296,2.925,61,4.917,3.448,98.741,5.517,8.827,140.881,29,0.59,0.348,3.545,0.936,1.607,2.901,21.965,0.0
4.056,1.279,1.362,1.043,4.164,1.189,0.874,1.343,2.988,1.388,1.106,0.557,1.165,1.537,0.747,2.862,1.244,2.884,2.787,112.419,0.459,134.07,3.256,3.624,1.582,0.921,3.203,10.037,0.703,250.0,3982.34,0.887,3.309,1.189,34.065,11.25,94.767,6.444,33,0.792,4.026,44,116.0,-1.003,4.327,17.528,9.916,13,2.976,1.008,4.198,127.067,1.412,4.334,2.927,38,3.889,3.314,74.172,6.367,6.984,153.58,31,0.513,0.747,3.534,1.024,1.849,3.442,21.293,0.0
4.936,0.865,0.898,0.23,3.517,0.868,0.64,0.886,2.432,1.031,0.309,0.0,0.821,1.062,0.868,2.459,0.726,2.379,2.233,63.059,0.0,67.059,2.775,3.107,1.107,0.616,2.785,6.857,0.0,188.0,2009.78,0.0,2.677,0.649,19.951,8.75,59.059,6.429,19,0.0,3.451,34,90.0,-1.72,3.2,14.288,8.142,4,2.697,0.133,3.536,85.942,1.041,3.676,2.003,30,3.111,2.925,53.278,3.352,5.598,75.059,18,0.0,0.218,3.066,0.003,0.942,2.0,14.681,0.0
4.301,1.381,1.18,1.032,4.004,1.035,0.884,1.389,2.939,1.199,1.028,0.457,1.023,1.555,0.817,2.812,1.051,2.884,2.769,96.382,0.256,120.382,3.336,3.526,1.538,0.917,3.296,11.623,0.505,311.0,4842.83,0.871,3.695,1.003,29.292,12.25,80.382,7.211,30,0.673,3.929,51,137.0,-0.521,3.77,18.61,11.542,8,3.217,0.99,4.074,106.946,1.206,4.197,2.915,41,4.056,3.175,80.623,5.067,7.739,128.382,27,0.439,0.524,3.465,0.966,1.588,3.011,20.712,0.0
