pXC50,P_VSA_e_5,P_VSA_m_3,MATS1e,CATS2D_04_AP,CATS2D_06_AN,P_VSA_p_2,SAacc,O.,CATS2D_02_DA,CATS2D_05_DP,CATS2D_05_PP,nPO4,O.056,P.117,P_VSA_MR_3,SdsssP,ATSC1e,CATS2D_01_AN,CATS2D_08_DD,Eig03_AEA.ri.,nO,CATS2D_08_AN,NsOH,SpMax7_Bh.s.,SpMax6_Bh.s.,P_VSA_v_2,Eta_epsi_A,IC1,ATSC2e,CATS2D_01_DN,CATS2D_02_DD,CATS2D_06_DN,NdsssP,nP,CATS2D_08_PN,nROH,SsssCH,nOHs,CATS2D_08_DP,nC..N.N2,ATSC1s,SaasN,nN.,nCconj,TPSA.NO.,CATS2D_02_AP,Eig03_EA.ri.,ATSC3e,CATS2D_09_DP,CATS2D_03_AP,Eta_betaS_A,Psi_i_s,TPSA.Tot.,P_VSA_s_6,SpMax5_Bh.s.,GATS1e,CATS2D_09_AP,CATS2D_09_DA,nHet,P_VSA_p_4,SAdon,IC3,P_VSA_LogP_3,Eig03_EA,SM11_AEA.bo.,CATS2D_07_DD,H.050,Hy,nHDon
4.301,36.145,36.145,0.028,0,0,87.482,87.482,5.4,2,0,0,0,0,0,0.0,0.0,0.05,0,0,3.383,2,0,0,3.674,3.84,87.482,0.597,3.506,0.228,0,0,0,0,0,0,0,0.319,0,0,0,6.921,0.0,0,0,64.11,0,2.32,0.235,0,0,0.613,46.0,92.35,69.471,4.143,0.721,0,0,6,0.0,18.011,4.337,37.905,2.422,2.422,0,1,-0.222,1
4.194,50.29,65.25,-0.032,0,0,71.425,86.385,5.1,1,0,0,0,0,0,0.0,0.0,0.069,0,0,3.286,2,0,0,4.078,4.245,86.385,0.621,3.399,0.279,0,0,0,0,0,0,0,0.0,0,0,0,11.107,0.0,0,0,49.41,0,2.255,0.497,0,0,0.631,55.444,49.41,104.399,4.273,0.581,0,0,6,0.0,18.011,4.824,28.429,2.29,2.29,0,1,-0.244,1
4.301,96.399,96.399,0.131,0,0,102.069,96.399,12.5,0,0,0,0,0,0,50.747,0.0,0.167,0,0,3.674,5,0,0,4.523,4.624,102.069,0.676,2.968,0.343,0,0,0,0,0,0,0,0.0,0,0,0,6.354,0.0,0,5,89.17,0,2.633,0.369,0,0,0.63,69.333,89.17,96.399,4.825,0.519,0,0,6,0.0,0.0,4.653,123.191,2.698,2.698,0,0,-0.769,0
4.301,45.652,45.652,0.009,0,0,78.978,78.978,8.3,0,0,0,0,0,0,0.0,0.0,0.097,0,0,3.371,3,0,0,3.928,4.276,78.978,0.661,3.307,0.35,0,0,0,0,0,0,0,0.0,0,0,0,7.892,0.0,0,0,65.22,0,2.312,0.5,0,0,0.63,55.111,65.22,118.127,4.387,0.689,0,0,6,0.0,0.0,4.538,85.286,2.414,2.414,0,0,-0.729,0
4.194,47.145,47.145,-0.022,0,0,100.381,98.481,6.7,1,0,0,0,0,0,0.0,0.0,0.101,0,0,3.432,3,0,0,4.013,4.045,100.381,0.639,3.91,0.464,0,0,0,0,0,0,0,0.0,0,0,0,7.609,2.029,0,0,78.27,0,2.363,0.382,0,0,0.667,59.833,131.81,80.471,4.38,0.798,0,0,9,0.0,18.011,5.164,55.03,2.508,2.508,0,1,-0.236,1
4.194,75.435,75.435,-0.033,0,0,115.254,115.254,7.0,0,0,0,0,0,0,0.0,0.0,0.071,0,0,3.639,3,0,0,4.369,4.684,115.254,0.66,3.163,0.302,0,0,0,0,0,0,0,0.0,0,0,0,7.646,0.0,0,4,86.85,0,2.564,0.335,0,0,0.681,71.5,86.85,109.006,4.789,0.612,0,0,7,0.0,0.0,4.703,104.239,2.677,2.677,0,0,-0.751,0
4.194,61.29,61.29,0.072,0,0,97.495,97.495,8.6,0,0,0,0,0,0,0.0,0.0,0.099,0,0,3.341,3,0,0,3.728,4.352,97.495,0.651,3.213,0.36,0,0,0,0,0,0,0,0.0,0,0,0,8.027,0.0,0,1,74.08,0,2.278,0.378,0,0,0.625,54.833,74.08,94.493,4.54,0.59,0,0,6,0.0,0.0,4.512,85.286,2.381,2.381,0,0,-0.717,0
4.194,50.747,50.747,0.311,0,0,73.202,67.532,5.7,0,0,0,0,0,0,50.747,0.0,0.107,0,0,3.535,2,0,0,3.829,4.017,73.202,0.607,3.143,0.142,0,0,0,0,0,0,0,0.0,0,0,0,4.322,0.0,0,0,58.71,0,2.485,0.067,0,0,0.607,50.667,58.71,67.532,4.328,0.265,0,0,4,0.0,0.0,4.515,75.81,2.563,2.563,0,0,-0.797,0
4.194,44.16,44.16,-0.032,0,0,82.08,82.08,5.7,1,0,0,0,0,0,0.0,0.0,0.038,0,0,3.595,3,0,0,4.004,4.25,82.08,0.598,3.668,0.277,0,0,0,0,0,0,0,0.046,0,0,0,6.051,0.0,0,0,71.51,0,2.548,0.481,0,0,0.664,63.611,71.51,100.094,4.309,0.772,0,1,7,0.0,18.011,5.034,68.597,2.625,2.625,0,1,-0.336,1
4.301,86.435,86.435,-0.027,0,0,113.818,113.818,6.6,1,0,0,0,0,0,0.0,0.0,0.037,0,0,3.679,4,0,0,4.282,4.433,113.818,0.593,3.487,0.41,0,0,0,0,0,0,0,0.0,0,0,0,8.332,0.0,0,3,83.88,0,2.614,0.528,0,0,0.667,77.167,83.88,86.435,4.755,0.718,0,0,8,0.0,18.011,5.066,85.286,2.713,2.713,0,1,-0.352,1
4.301,25.145,25.145,0.016,0,0,46.28,46.28,1.9,2,0,0,0,0,0,0.0,0.0,0.062,0,0,3.935,1,0,0,3.72,3.93,46.28,0.508,2.4,0.251,0,0,0,0,0,0,0,0.0,0,0,0,6.789,0.0,0,0,32.34,0,2.935,0.22,0,0,0.63,44.5,64.43,70.337,3.93,0.73,0,0,4,0.0,18.011,3.868,0.0,2.935,2.935,0,1,-0.369,1
4.364,164.195,164.195,-0.18,0,0,164.195,164.195,17.2,0,0,0,0,0,0,0.0,0.0,0.19,0,1,3.525,5,0,3,4.126,4.204,164.195,0.694,3.719,0.228,0,0,0,0,0,0,1,0.0,0,0,0,27.576,0.0,0,7,90.9,0,2.481,0.574,0,0,0.632,53.5,90.9,164.195,4.856,0.946,0,1,5,0.0,128.05,4.556,37.905,2.547,2.547,0,3,1.148,3
4.194,47.145,47.145,-0.03,0,0,98.481,81.696,7.7,1,0,0,0,0,0,0.0,0.0,0.093,0,0,3.573,3,0,0,4.201,4.273,98.481,0.636,3.542,0.237,0,0,0,0,0,0,0,-0.722,0,0,0,8.036,0.0,0,1,75.71,0,2.531,0.611,0,0,0.656,54.833,75.71,63.808,4.336,0.799,0,1,6,0.0,34.674,4.875,84.857,2.589,2.589,0,2,0.296,2
4.194,128.05,128.05,-0.097,0,0,161.376,161.376,7.3,0,0,0,0,0,0,0.0,0.0,0.108,0,0,3.278,3,0,3,4.346,4.688,161.376,0.62,2.622,0.053,0,0,0,0,0,0,0,0.0,0,0,0,17.167,0.0,0,2,85.41,0,2.278,0.331,0,0,0.59,61.667,85.41,161.376,4.701,0.947,0,0,5,0.0,128.05,4.092,113.715,2.278,2.278,0,3,0.926,3
4.194,69.458,69.458,0.111,0,0,134.749,118.086,7.1,1,0,0,0,0,0,0.0,0.0,0.13,0,0,3.503,3,0,0,4.378,4.696,134.749,0.672,3.822,0.384,0,0,0,0,0,0,0,0.0,0,0,0,16.99,0.0,0,4,105.14,0,2.422,0.269,0,0,0.625,70.583,138.82,118.086,4.781,0.472,0,2,9,0.0,16.663,4.898,91.094,2.613,2.613,0,1,-0.252,1
4.194,47.145,47.145,0.002,0,0,70.179,70.179,5.6,0,0,0,0,0,0,0.0,0.0,0.003,0,0,3.6,3,0,0,4.066,4.207,70.179,0.57,3.319,0.353,0,0,0,0,0,0,0,0.0,0,0,0,7.636,0.0,0,3,56.06,0,2.506,0.305,0,0,0.657,57.5,84.3,63.93,4.305,0.806,0,0,7,0.0,0.0,4.81,28.429,2.653,2.653,0,0,-0.733,0
4.301,94.907,94.907,0.106,0,0,135.128,129.458,13.5,1,0,0,0,0,0,50.747,0.0,0.235,0,0,3.738,5,0,0,4.555,4.694,135.128,0.717,3.25,0.429,0,0,0,0,0,0,0,0.0,0,0,0,11.214,0.0,0,2,113.56,0,2.743,0.807,0,0,0.654,68.833,113.56,111.57,5.049,0.571,0,0,8,0.0,17.888,4.919,85.286,2.732,2.732,0,1,-0.256,1
4.194,11.219,56.099,0.0,0,0,78.464,123.344,4.0,0,0,0,0,0,0,0.0,0.0,0.303,0,0,3.029,1,0,0,4.424,4.906,123.344,0.828,3.943,0.926,0,0,0,0,0,0,0,-0.972,0,0,0,45.746,0.0,0,0,58.27,0,1.864,0.597,0,0,0.639,61.694,58.27,162.492,4.999,0.623,0,0,8,0.0,0.0,4.263,9.476,2.116,2.116,0,0,-0.545,0
4.194,47.145,47.145,-0.046,0,0,81.696,81.696,8.6,1,0,0,0,0,0,0.0,0.0,0.167,0,0,3.538,3,0,0,4.207,4.227,81.696,0.721,3.839,0.458,0,0,0,0,0,0,0,0.0,0,0,0,8.453,0.0,0,2,59.92,0,2.476,0.453,0,0,0.65,60.056,88.16,142.105,4.692,0.727,0,0,8,0.0,17.888,5.015,56.857,2.572,2.572,0,1,-0.238,1
4.197,170.766,170.766,-0.062,2,0,260.425,254.877,17.1,5,0,0,0,0,0,50.747,0.0,0.364,1,0,3.442,6,1,2,5.056,5.203,260.425,0.763,3.876,0.587,1,1,0,0,0,0,1,0.0,0,0,1,40.503,0.0,0,3,179.26,1,2.366,0.763,0,2,0.635,74.667,179.26,236.989,6.35,0.803,0,2,11,0.0,136.152,4.958,65.269,2.497,2.497,0,5,2.825,5
4.444,148.557,148.557,-0.143,0,0,185.008,185.008,11.6,0,0,0,0,0,0,11.0,0.0,0.219,0,0,3.426,5,0,3,4.46,4.639,185.008,0.665,3.994,0.428,0,0,0,0,0,0,0,0.0,0,0,0,19.458,0.0,0,3,112.71,0,2.332,0.687,0,0,0.654,65.5,140.95,182.006,4.8,1.005,0,2,9,0.0,128.05,5.112,49.644,2.479,2.479,0,3,1.05,3
4.301,36.145,36.145,-0.018,0,0,68.11,68.11,7.4,0,0,0,0,0,0,0.0,0.0,0.093,0,0,3.265,2,0,0,3.674,3.866,68.11,0.698,3.732,0.319,0,0,0,0,0,0,0,0.0,0,0,0,5.823,0.0,0,3,51.55,0,2.155,0.343,0,0,0.625,44.111,108.03,107.259,4.175,0.679,0,0,7,0.0,0.0,4.208,37.905,2.312,2.312,0,0,-0.6,0
4.301,164.227,164.227,0.033,0,1,189.807,184.137,13.0,1,0,0,0,0,0,50.747,0.0,0.271,1,0,3.807,7,1,1,4.814,5.083,189.807,0.686,4.019,0.638,1,0,0,0,0,0,1,0.0,0,0,0,17.907,0.0,0,5,139.85,0,2.788,0.634,0,0,0.65,93.667,168.09,181.013,6.351,0.653,0,1,11,0.0,42.683,5.431,94.762,2.812,2.812,0,1,-0.288,1
4.301,90.047,90.047,-0.023,0,0,109.447,109.447,12.5,0,0,0,0,0,0,0.0,0.0,0.213,0,0,3.092,4,0,1,4.116,4.61,109.447,0.714,4.001,0.427,0,0,0,0,0,0,1,0.0,0,0,0,16.844,0.0,0,6,72.03,0,2.028,0.574,0,0,0.631,56.389,72.03,187.744,4.631,0.746,0,0,7,0.0,42.683,4.789,37.905,2.155,2.155,0,1,-0.197,1
4.301,71.254,71.254,0.148,0,0,161.587,155.917,8.5,2,0,0,0,0,0,50.747,0.0,0.237,0,0,3.669,4,0,0,4.517,4.657,161.587,0.68,3.661,0.457,0,0,0,0,0,0,0,0.0,0,0,0,5.615,0.0,0,1,131.25,0,2.623,0.55,0,0,0.653,76.833,131.25,138.029,4.846,0.586,0,0,10,0.0,17.888,4.943,94.762,2.694,2.694,0,1,-0.265,1
4.301,114.973,114.973,-0.05,0,0,184.32,184.32,7.8,3,0,0,0,0,0,0.0,0.0,0.133,1,0,3.733,5,1,1,4.664,4.735,184.32,0.627,3.935,0.435,1,0,0,0,0,0,1,0.0,0,0,0,14.823,0.0,0,2,122.14,0,2.675,0.804,0,0,0.625,91.167,150.38,148.422,4.905,0.807,0,2,10,0.0,78.582,5.42,111.888,2.76,2.76,0,3,0.791,3
4.194,89.828,89.828,-0.037,0,0,124.379,124.379,8.7,1,0,0,0,0,0,0.0,0.0,0.1,0,0,3.517,4,0,1,4.26,4.615,124.379,0.628,3.37,0.222,0,0,0,0,0,0,0,-0.521,0,0,0,11.04,0.0,0,1,80.15,0,2.49,0.429,0,0,0.625,66.167,80.15,106.491,4.622,0.813,0,1,6,0.0,60.572,4.839,104.239,2.532,2.532,1,2,0.212,2
4.301,67.828,67.828,-0.027,0,0,102.38,102.38,5.9,1,0,0,0,0,0,0.0,0.0,0.068,1,0,3.279,2,0,1,3.675,3.895,102.38,0.612,3.344,0.169,1,0,0,0,0,0,1,0.0,0,0,0,8.728,0.0,0,2,61.69,0,2.235,0.108,0,0,0.575,48.667,86.99,84.491,4.46,0.764,0,0,5,0.0,60.572,4.631,75.81,2.308,2.308,0,2,0.361,2
4.301,169.322,169.322,0.153,0,0,199.347,186.108,17.1,0,0,0,0,0,0,101.494,0.0,0.326,0,0,3.618,6,0,1,5.0,6.467,199.347,0.793,3.782,0.55,0,0,0,0,0,0,0,0.0,0,0,0,39.662,1.384,0,3,146.24,0,2.555,0.644,0,0,0.676,80.833,174.48,186.108,6.999,0.483,0,0,11,0.0,42.683,4.844,66.334,2.652,2.652,0,1,-0.162,1
4.194,34.652,34.652,-0.056,0,0,52.663,52.663,6.9,1,0,0,0,0,0,0.0,0.0,0.042,0,0,3.179,2,0,0,3.585,3.622,52.663,0.631,2.821,0.144,0,0,0,0,0,0,0,0.0,0,0,0,4.06,0.0,0,1,42.24,0,2.085,0.312,0,0,0.618,43.75,42.24,34.652,3.974,0.729,0,0,4,0.0,18.011,4.392,85.286,2.246,2.246,0,1,-0.301,1
4.194,75.435,75.435,-0.028,0,0,130.141,130.141,5.5,1,0,0,0,0,0,0.0,0.0,0.032,0,0,3.789,3,0,0,4.055,4.412,130.141,0.601,3.799,0.276,0,0,0,0,0,0,0,0.0,0,0,0,7.899,0.0,0,3,93.95,0,2.72,0.369,0,0,0.645,73.0,119.25,109.006,4.721,0.63,0,0,8,0.0,18.011,5.172,47.381,2.796,2.796,0,1,-0.329,1
4.194,42.683,42.683,-0.09,0,0,59.469,59.469,3.6,0,0,0,0,0,0,0.0,0.0,0.025,0,0,2.975,1,0,1,3.572,3.674,59.469,0.585,2.435,0.014,0,0,0,0,0,0,0,0.0,0,0,0,6.131,0.0,0,0,33.12,0,1.932,0.072,0,0,0.603,37.333,33.12,59.469,3.776,0.907,0,0,2,0.0,42.683,4.178,94.762,2.015,2.015,0,1,-0.371,1
4.301,77.336,77.336,-0.08,0,0,77.336,77.336,11.5,0,0,0,0,0,0,0.0,0.0,0.055,0,0,3.019,3,0,1,3.599,3.621,77.336,0.635,2.93,0.08,0,0,0,0,0,0,0,0.0,0,0,0,7.659,0.0,0,3,50.44,0,2.018,0.206,0,0,0.594,41.167,50.44,77.336,4.111,0.806,0,0,3,0.0,42.683,4.624,87.549,2.008,2.008,0,1,-0.291,1
4.493,67.828,67.828,-0.051,0,0,67.828,67.828,4.3,1,0,0,0,0,0,0.0,0.0,0.046,1,0,2.883,2,0,1,4.134,4.368,67.828,0.525,2.419,0.187,1,0,0,0,0,0,1,0.0,0,0,0,9.652,0.0,0,0,37.3,0,1.882,0.161,0,0,0.5,51.667,37.3,67.828,4.59,0.777,0,0,2,0.0,42.683,4.327,0.0,1.883,1.883,0,1,-0.444,1
4.194,154.511,154.511,-0.083,0,0,154.511,154.511,13.0,0,0,0,0,0,0,0.0,0.0,0.136,0,0,3.932,7,0,2,4.58,4.58,154.511,0.622,3.329,0.465,0,0,0,0,0,0,0,0.0,0,0,0,15.565,0.0,0,5,94.45,0,2.844,0.652,0,0,0.625,74.333,94.45,154.511,4.82,0.899,0,0,7,0.0,85.367,3.773,56.857,2.96,2.96,0,2,0.21,2
4.194,20.734,20.734,0.136,0,0,57.116,57.116,6.5,0,0,0,0,0,0,0.0,0.0,0.069,0,0,3.131,2,0,0,3.674,3.686,57.116,0.62,2.896,0.177,0,0,0,0,0,0,0,0.0,0,0,0,6.205,0.0,0,0,48.15,0,2.073,0.095,0,0,0.645,41.333,48.15,57.116,3.841,0.699,0,0,4,0.0,0.0,4.055,85.286,2.178,2.178,0,0,-0.776,0
4.194,306.39,306.39,-0.141,0,0,306.39,306.39,11.8,0,0,0,0,0,0,0.0,0.0,0.194,0,2,4.074,8,0,6,6.4,6.46,306.39,0.614,3.397,0.233,0,0,0,0,0,0,0,-0.547,0,0,0,34.824,0.0,0,2,155.52,0,3.039,0.423,0,0,0.592,102.667,155.52,306.39,6.472,0.911,0,0,8,0.0,256.1,4.293,18.952,3.09,3.09,0,6,2.946,6
4.472,0.0,0.0,0.131,1,0,5.023,3.124,0.0,0,0,0,0,0,0,0.0,0.0,0.051,0,0,3.464,0,0,0,3.801,4.053,5.023,0.525,3.016,0.118,0,0,0,0,0,0,0,0.0,0,0,0,8.898,2.379,1,4,8.81,0,2.44,0.185,0,0,0.62,47.0,8.81,0.0,4.057,0.992,0,0,2,0.0,0.0,4.97,123.191,2.479,2.479,0,0,-0.909,0
4.301,50.29,50.29,-0.007,0,0,77.674,77.674,2.8,1,0,0,0,0,0,0.0,0.0,0.028,0,0,3.603,2,0,0,4.336,4.407,77.674,0.573,3.399,0.308,0,0,0,0,0,0,0,0.0,0,0,0,8.01,0.0,0,4,57.58,0,2.532,0.402,0,0,0.641,83.444,85.82,89.438,4.693,0.681,0,2,8,0.0,18.011,5.215,123.191,2.651,2.651,0,1,-0.409,1
4.194,69.458,69.458,0.116,0,0,134.749,118.086,6.7,1,0,0,0,0,0,0.0,0.0,0.125,0,0,3.513,3,0,0,4.377,4.686,134.749,0.656,3.873,0.383,0,0,0,0,0,0,0,0.0,0,0,0,17.488,0.0,0,4,105.14,0,2.49,0.273,0,0,0.621,72.083,138.82,118.086,4.781,0.468,0,2,9,0.0,16.663,4.986,91.094,2.613,2.613,0,1,-0.268,1
4.194,0.0,0.0,0.031,0,0,54.706,54.706,0.0,2,0,0,0,0,0,0.0,0.0,0.048,0,0,3.356,0,0,0,3.672,3.674,54.706,0.533,3.138,0.23,0,0,0,0,0,0,0,0.0,0,0,0,6.695,0.0,0,0,41.05,0,2.259,0.197,0,0,0.655,40.167,41.05,33.571,3.939,0.973,0,0,4,0.0,18.011,4.507,56.857,2.414,2.414,0,1,-0.338,1
4.307,0.0,0.0,0.14,0,0,6.249,6.249,0.0,0,0,0,0,0,0,0.0,0.0,0.046,0,0,3.054,0,0,0,3.612,3.674,6.249,0.515,2.693,0.145,0,0,0,0,0,0,0,0.0,0,0,0,8.373,0.0,0,0,6.48,0,2.031,0.168,0,0,0.632,35.75,6.48,0.0,3.776,1.019,0,0,2,0.0,0.0,4.263,85.286,2.105,2.105,0,0,-0.879,0
4.322,243.023,243.023,-0.281,0,0,243.023,243.023,28.6,0,0,0,0,0,0,0.0,0.0,0.458,0,2,3.646,8,0,4,4.747,6.401,243.023,0.833,3.039,0.675,0,0,0,0,0,0,0,0.0,0,0,0,64.103,0.0,0,2,141.34,0,2.558,1.053,0,0,0.682,69.0,141.34,243.023,6.401,1.05,0,0,8,0.0,170.733,3.664,18.952,2.678,2.678,1,4,1.959,4
4.301,0.0,0.0,0.047,0,0,31.965,31.965,0.0,0,0,0,0,0,0,0.0,0.0,0.042,0,0,2.489,0,0,0,2.61,3.309,31.965,0.701,2.88,0.095,0,0,0,0,0,0,0,0.0,0,0,0,1.934,0.0,0,2,25.25,0,1.466,0.165,0,0,0.615,28.778,81.73,71.114,3.674,0.569,0,0,5,0.0,0.0,3.572,47.381,1.529,1.529,0,0,-0.598,0
