pXC50,N.,X.,nN,nF,nX,nCL,nC,Me,nHet,H.,nBM,AMW,RBN,C.,nDB,Sp,nCsp2,Mv,nS,RBF,Mi,MW,nCsp3,nAB,Sv,nBO,Si,Se,nAT,nSK
7.456,5.9,0.0,4,0,0,0,27,1.006,9,47.1,19,7.245,8,39.7,2,43.955,17,0.618,0,0.113,1.13,492.63,10,17,42.035,39,76.853,68.414,68,36
6.666,0.0,0.0,0,0,0,0,20,1.009,6,45.8,14,7.802,10,41.7,2,32.296,15,0.637,1,0.204,1.115,374.49,5,12,30.556,27,53.534,48.433,48,26
6.623,1.9,0.0,1,0,0,0,21,1.002,6,48.1,14,7.453,10,40.4,2,34.608,15,0.623,1,0.189,1.12,387.54,6,12,32.389,28,58.238,52.091,52,27
7.572,0.0,6.1,0,3,3,0,21,1.024,7,42.9,14,8.377,9,42.9,2,32.961,15,0.649,1,0.18,1.134,410.49,6,12,31.803,29,55.55,50.2,49,28
7.331,0.0,9.1,0,3,4,1,19,1.047,9,36.4,14,9.838,9,43.2,2,30.75,15,0.688,1,0.2,1.133,432.87,4,12,30.292,29,49.873,46.083,44,28
6.0,0.0,12.8,0,6,6,0,20,1.068,11,34.0,14,9.924,9,42.6,2,31.466,15,0.684,1,0.188,1.157,466.43,5,12,32.141,32,54.363,50.181,47,31
6.86,0.0,4.5,0,0,2,2,19,1.02,7,40.9,14,9.394,9,43.2,2,31.796,15,0.681,1,0.2,1.109,413.34,4,12,29.969,27,48.798,44.869,44,26
4.602,6.3,0.0,4,0,0,0,28,1.005,8,43.8,25,7.572,8,43.8,2,42.978,22,0.645,0,0.119,1.122,484.6,6,23,41.266,39,71.813,64.32,64,36
7.767,0.0,6.4,0,3,3,0,20,1.035,8,40.4,14,8.776,9,42.6,2,31.654,15,0.659,1,0.188,1.135,412.46,5,12,30.991,29,53.344,48.643,47,28
5.0,0.0,0.0,0,0,0,0,18,0.992,4,57.7,3,5.971,13,34.6,3,31.239,4,0.553,0,0.25,1.136,310.48,14,0,28.761,22,59.066,51.563,52,22
4.602,4.4,0.0,3,0,0,0,30,1.0,7,45.6,25,7.318,8,44.1,2,45.495,23,0.637,0,0.113,1.12,497.64,7,23,43.299,40,76.145,67.985,68,37
5.788,4.8,0.0,3,0,0,0,27,1.009,8,43.5,24,7.638,8,43.5,2,41.426,21,0.645,0,0.123,1.121,473.57,6,22,39.96,38,69.524,62.545,62,35
4.602,4.4,0.0,3,0,0,0,27,1.003,8,48.5,19,7.053,9,39.7,2,43.711,17,0.611,0,0.129,1.129,479.63,10,17,41.54,37,76.77,68.196,68,35
4.602,4.4,0.0,3,0,0,0,27,1.003,8,48.5,19,7.053,10,39.7,2,43.711,17,0.611,0,0.143,1.129,479.63,10,17,41.54,37,76.77,68.196,68,35
4.602,4.8,0.0,3,0,0,0,26,1.007,8,46.0,20,7.358,10,41.3,3,41.188,19,0.627,0,0.154,1.126,463.58,7,17,39.487,36,70.94,63.429,63,34
4.602,4.3,0.0,3,0,0,0,30,1.005,8,44.9,25,7.444,10,43.5,2,45.949,23,0.638,0,0.139,1.121,513.64,7,23,44.013,41,77.355,69.312,69,38
7.046,3.0,0.0,2,0,0,0,26,0.995,6,51.5,17,6.646,13,39.4,1,42.012,14,0.596,0,0.191,1.128,438.62,12,16,39.331,34,74.477,65.65,66,32
6.432,0.0,1.4,0,0,1,1,31,1.003,7,44.9,20,7.988,10,44.9,1,47.96,19,0.652,1,0.139,1.109,551.14,10,18,45.017,41,76.554,69.174,69,38
6.456,0.0,1.5,0,0,1,1,30,1.004,7,43.9,20,8.138,10,45.5,1,46.199,19,0.659,1,0.145,1.108,537.11,9,18,43.491,40,73.139,66.291,66,37
5.567,1.9,0.0,1,0,0,0,24,1.01,7,42.6,22,8.103,9,44.4,1,37.301,18,0.659,1,0.158,1.112,437.55,6,21,35.577,34,60.033,54.534,54,31
6.7,3.9,2.0,2,0,1,0,23,1.022,9,37.3,22,10.106,5,45.1,4,37.136,20,0.697,1,0.093,1.109,515.41,3,18,35.57,35,56.542,52.098,51,32
6.863,1.9,0.0,1,0,0,0,24,1.01,7,42.6,22,8.103,9,44.4,1,37.301,18,0.659,1,0.158,1.112,437.55,6,21,35.577,34,60.033,54.534,54,31
5.0,3.7,0.0,2,0,0,0,24,1.014,8,40.7,22,8.344,5,44.4,4,37.546,20,0.668,1,0.088,1.113,450.55,4,18,36.072,35,60.116,54.753,54,32
5.7,3.8,1.9,2,0,1,1,23,1.029,10,36.5,22,9.365,5,44.2,4,37.097,20,0.694,1,0.091,1.113,486.96,3,18,36.087,36,57.854,53.52,52,33
6.8,3.9,2.0,2,0,1,0,23,1.022,9,37.3,22,10.106,5,45.1,4,37.136,20,0.697,1,0.093,1.109,515.41,3,18,35.57,35,56.542,52.098,51,32
7.347,1.7,0.0,1,0,0,0,26,1.005,7,45.0,22,7.76,11,43.3,1,40.824,18,0.644,1,0.175,1.114,465.61,8,21,38.631,36,66.863,60.302,60,33
6.772,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,10,45.0,1,40.176,20,0.641,0,0.159,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
6.932,1.8,0.0,1,0,0,0,25,1.007,7,43.9,22,7.922,10,43.9,1,39.063,18,0.651,1,0.167,1.113,451.58,7,21,37.104,35,63.448,57.418,57,32
6.7,3.7,0.0,2,0,0,0,24,1.014,8,40.7,22,8.344,5,44.4,4,37.546,20,0.668,1,0.088,1.113,450.55,4,18,36.072,35,60.116,54.753,54,32
6.9,3.9,2.0,2,0,1,1,23,1.023,9,37.3,22,9.235,5,45.1,4,36.642,20,0.694,1,0.093,1.111,470.96,3,18,35.373,35,56.644,52.193,51,32
6.301,0.0,1.9,0,0,1,0,18,0.993,5,55.8,3,8.392,13,34.6,3,33.898,4,0.578,0,0.25,1.131,436.37,14,0,30.078,23,58.786,51.632,52,23
5.699,0.0,0.0,0,0,0,0,26,0.984,4,58.3,4,5.815,17,36.1,3,43.807,4,0.554,0,0.236,1.133,418.68,20,0,39.922,30,81.557,70.865,72,30
4.651,0.0,0.0,0,0,0,0,16,1.034,5,32.3,14,9.105,1,51.6,2,22.08,15,0.716,0,0.029,1.101,282.26,1,12,22.208,24,34.123,32.055,31,21
5.959,0.0,4.3,0,3,3,0,31,1.02,9,42.0,20,8.271,10,44.9,1,46.915,19,0.657,1,0.139,1.125,570.67,10,18,45.34,43,77.629,70.389,69,40
4.305,0.0,0.0,0,0,0,0,20,1.014,6,45.8,12,7.467,4,41.7,0,31.102,12,0.627,0,0.078,1.121,358.42,8,12,30.084,29,53.824,48.683,48,26
4.469,3.3,0.0,2,0,0,0,29,1.002,6,42.6,25,7.649,7,47.5,2,41.966,24,0.659,0,0.108,1.112,466.57,5,23,40.224,39,67.817,61.116,61,35
4.569,0.0,0.0,0,0,0,0,21,0.998,4,49.0,14,6.948,7,42.9,2,31.955,15,0.616,0,0.14,1.119,340.45,6,12,30.181,26,54.82,48.912,49,25
5.278,1.4,0.0,1,0,0,0,31,0.998,6,47.1,24,7.138,12,44.3,2,46.461,22,0.629,0,0.164,1.117,499.65,9,22,44.024,40,78.189,69.876,70,37
5.0,1.4,0.0,1,0,0,0,30,0.998,6,47.8,23,7.067,11,43.5,2,45.461,20,0.624,0,0.153,1.119,487.64,10,21,43.024,39,77.189,68.876,69,36
5.0,1.4,1.4,1,1,1,0,31,1.006,7,45.7,24,7.395,12,44.3,2,46.398,22,0.634,0,0.164,1.122,517.64,9,22,44.407,41,78.528,70.389,70,38
5.352,1.4,0.0,1,0,0,0,32,1.001,7,47.3,24,7.158,13,43.2,2,48.676,22,0.625,0,0.169,1.119,529.68,10,22,46.266,42,82.813,74.087,74,39
5.0,1.4,0.0,1,0,0,0,31,0.998,6,47.1,24,7.138,12,44.3,2,46.461,22,0.629,0,0.164,1.117,499.65,9,22,44.024,40,78.189,69.876,70,37
5.0,3.7,0.0,2,0,0,0,24,1.014,8,40.7,22,8.344,5,44.4,4,37.546,20,0.668,1,0.088,1.113,450.55,4,18,36.072,35,60.116,54.753,54,32
5.721,0.0,4.5,0,3,3,0,28,1.026,10,43.3,19,8.219,13,41.8,1,44.37,19,0.643,1,0.188,1.132,550.64,9,18,43.055,40,75.839,68.716,67,38
5.77,0.0,4.7,0,3,3,0,27,1.029,10,42.2,19,8.385,12,42.2,1,42.608,19,0.649,1,0.182,1.132,536.61,8,18,41.528,39,72.424,65.832,64,37
8.222,3.8,0.0,2,0,0,0,24,1.017,8,38.5,26,8.626,5,46.2,4,36.784,22,0.684,1,0.091,1.11,448.53,2,22,35.545,35,57.7,52.869,52,32
7.9,4.1,2.0,2,0,1,0,23,1.025,9,34.7,26,10.477,5,46.9,4,36.375,22,0.715,1,0.096,1.105,513.39,1,22,35.043,35,54.127,50.214,49,32
7.284,0.0,4.8,0,3,3,0,29,1.026,9,39.7,20,8.613,10,46.0,1,43.392,19,0.671,1,0.152,1.124,542.61,8,18,42.286,41,70.799,64.621,63,38
7.25,3.8,0.0,2,0,0,0,24,1.023,9,37.7,26,8.765,6,45.3,4,37.239,22,0.684,1,0.107,1.112,464.53,2,22,36.26,36,58.91,54.196,53,33
5.9,3.7,1.9,2,0,1,1,24,1.034,11,35.2,23,9.536,6,44.4,5,38.551,21,0.7,1,0.105,1.112,514.97,3,18,37.802,38,60.063,55.847,54,35
6.8,4.1,2.0,2,0,1,1,23,1.027,9,34.7,26,9.57,5,46.9,4,35.881,22,0.711,1,0.096,1.107,468.94,1,22,34.846,35,54.229,50.309,49,32
5.824,0.0,0.0,0,0,0,0,28,0.998,6,48.5,14,7.283,11,42.4,1,44.103,13,0.624,1,0.159,1.115,480.67,13,12,41.19,37,73.61,65.851,66,34
6.1,3.9,3.9,2,0,2,2,23,1.03,10,35.3,22,9.91,5,45.1,4,37.5,20,0.71,1,0.093,1.11,505.4,3,18,36.2,36,56.588,52.516,51,33
6.7,4.1,2.0,2,0,1,1,23,1.027,9,34.7,26,9.57,5,46.9,4,35.881,22,0.711,1,0.096,1.107,468.94,1,22,34.846,35,54.229,50.309,49,32
7.8,3.6,0.0,2,0,0,0,25,1.019,9,39.3,26,8.546,6,44.6,4,39.0,22,0.675,1,0.102,1.113,478.56,3,22,37.787,37,62.325,57.08,56,34
8.211,4.0,2.0,2,0,1,1,23,1.033,10,34.0,26,9.699,6,46.0,4,36.335,22,0.711,1,0.113,1.109,484.94,1,22,35.561,36,55.439,51.636,50,33
7.745,0.0,7.0,0,3,4,1,26,1.03,9,38.6,19,9.175,8,45.6,1,40.034,19,0.682,1,0.133,1.125,523.0,7,18,38.872,38,64.118,58.734,57,35
6.5,3.7,3.7,2,0,2,2,24,1.026,10,37.0,22,9.619,5,44.4,4,39.261,20,0.699,1,0.088,1.111,519.43,4,18,37.727,37,60.004,55.4,54,34
5.461,0.0,0.0,0,0,0,0,29,1.001,7,48.6,14,7.296,10,41.4,1,46.318,13,0.62,1,0.137,1.118,510.7,14,12,43.431,39,78.235,70.061,70,36
6.435,0.0,0.0,0,0,0,0,29,0.996,6,49.3,14,7.17,10,42.0,1,45.864,13,0.619,1,0.139,1.116,494.7,14,12,42.717,38,77.025,68.734,69,35
6.8,4.0,2.0,2,0,1,1,23,1.033,10,34.0,26,9.699,6,46.0,4,36.335,22,0.711,1,0.113,1.109,484.94,1,22,35.561,36,55.439,51.636,50,33
7.45,4.0,2.0,2,0,1,1,23,1.033,10,34.0,26,9.699,6,46.0,4,36.335,22,0.711,1,0.113,1.109,484.94,1,22,35.561,36,55.439,51.636,50,33
7.5,3.8,0.0,2,0,0,0,24,1.017,8,38.5,26,8.626,5,46.2,4,36.784,22,0.684,1,0.091,1.11,448.53,2,22,35.545,35,57.7,52.869,52,32
7.5,4.1,2.0,2,0,1,1,23,1.027,9,34.7,26,9.57,5,46.9,4,35.881,22,0.711,1,0.096,1.107,468.94,1,22,34.846,35,54.229,50.309,49,32
5.0,3.4,1.7,2,0,1,1,25,1.035,12,36.2,23,9.397,8,43.1,5,40.767,21,0.69,1,0.131,1.115,545.0,4,18,40.044,40,64.688,60.058,58,37
6.0,3.9,3.9,2,1,2,1,23,1.033,10,35.3,22,9.587,5,45.1,4,36.58,20,0.701,1,0.093,1.117,488.95,3,18,35.756,36,56.984,52.705,51,33
6.377,0.0,4.3,0,3,3,0,31,1.02,9,42.0,20,8.271,10,44.9,1,46.915,19,0.657,1,0.139,1.125,570.67,10,18,45.34,43,77.629,70.389,69,40
5.699,0.0,4.3,0,3,3,0,31,1.025,10,41.4,20,8.381,11,44.3,1,47.37,19,0.658,1,0.151,1.126,586.67,10,18,46.055,44,78.839,71.716,70,41
5.0,1.3,0.0,1,0,0,0,37,0.996,6,46.3,30,7.197,13,46.3,2,53.983,28,0.638,0,0.155,1.113,575.75,9,28,51.078,47,89.019,79.643,80,43
5.523,1.4,0.0,1,0,0,0,30,0.999,7,47.1,20,7.424,13,42.9,2,47.108,20,0.632,1,0.178,1.116,519.71,10,18,44.211,40,78.109,69.952,70,37
7.367,0.0,4.5,0,3,3,0,30,1.023,9,40.9,20,8.434,10,45.5,1,45.154,19,0.664,1,0.145,1.124,556.64,9,18,43.813,42,74.214,67.505,66,39
7.357,0.0,4.3,0,3,3,0,31,1.02,9,42.0,20,8.271,10,44.9,1,46.915,19,0.657,1,0.139,1.125,570.67,10,18,45.34,43,77.629,70.389,69,40
5.387,1.5,4.5,1,3,3,0,30,1.026,10,39.4,25,8.631,11,45.5,1,45.398,24,0.671,1,0.159,1.126,569.64,6,24,44.308,43,74.297,67.723,66,40
5.149,0.0,4.4,0,3,3,0,29,1.025,10,42.6,19,8.274,11,42.6,1,45.37,19,0.648,1,0.155,1.13,562.65,10,18,44.055,42,76.839,69.716,68,39
5.921,1.5,4.4,1,3,3,0,30,1.024,10,41.2,20,8.407,10,44.1,1,46.159,18,0.659,1,0.141,1.128,571.66,10,18,44.834,43,76.712,69.607,68,40
5.538,1.5,4.5,1,3,3,0,30,1.026,10,39.4,25,8.631,11,45.5,1,45.398,24,0.671,1,0.159,1.126,569.64,6,24,44.308,43,74.297,67.723,66,40
5.921,0.0,4.3,0,3,3,0,31,1.025,10,41.4,20,8.381,10,44.3,1,47.37,19,0.658,1,0.137,1.126,586.67,10,18,46.055,44,78.839,71.716,70,41
4.301,1.9,0.0,1,0,0,0,24,1.013,7,40.4,20,8.376,9,46.2,2,36.54,20,0.674,1,0.164,1.108,435.53,4,18,35.05,34,57.617,52.651,52,31
5.509,1.4,4.3,1,3,3,0,31,1.017,9,42.9,20,8.138,10,44.3,1,47.466,19,0.652,1,0.137,1.127,569.69,10,18,45.646,43,78.918,71.163,70,40
6.469,0.0,4.3,0,3,3,0,31,1.025,10,41.4,20,8.381,11,44.3,1,47.37,19,0.658,1,0.151,1.126,586.67,10,18,46.055,44,78.839,71.716,70,41
6.796,1.6,0.0,1,0,0,0,28,1.003,7,45.3,20,7.682,11,43.8,2,43.585,20,0.643,1,0.164,1.114,491.65,8,18,41.158,38,71.278,64.185,64,35
7.157,0.0,10.6,0,5,5,0,20,1.057,10,36.2,14,9.541,9,42.6,2,31.529,15,0.676,1,0.188,1.149,448.44,5,12,31.758,31,54.023,49.669,47,30
5.854,0.0,4.1,0,3,3,0,32,1.022,10,42.5,20,8.229,10,43.8,1,49.131,19,0.652,1,0.132,1.127,600.7,11,18,47.581,45,82.254,74.6,73,42
5.0,1.3,0.0,1,0,0,0,36,1.0,7,46.3,29,7.247,13,45.0,2,53.438,26,0.635,0,0.155,1.115,579.74,10,27,50.793,47,89.228,79.97,80,43
4.301,1.4,0.0,1,0,0,0,32,0.998,7,47.3,20,7.375,12,43.2,2,49.87,20,0.632,1,0.154,1.115,545.75,12,18,46.738,43,82.524,73.836,74,39
4.301,3.5,1.8,2,1,1,0,26,1.019,8,40.4,24,8.114,8,45.6,2,38.597,21,0.663,0,0.133,1.122,462.51,5,22,37.795,37,63.951,58.072,57,34
5.262,1.5,0.0,1,0,0,0,28,1.008,8,44.6,20,7.81,12,43.1,2,44.04,20,0.644,1,0.176,1.115,507.65,8,18,41.872,39,72.488,65.512,65,36
5.0,1.2,0.0,1,0,0,0,38,0.993,6,48.2,26,6.962,13,44.7,2,56.506,26,0.625,0,0.146,1.116,591.8,12,24,53.131,48,94.849,84.41,85,44
6.167,1.4,4.2,1,3,3,0,34,1.022,10,38.9,26,8.607,10,47.2,1,50.159,24,0.678,1,0.132,1.121,619.7,8,24,48.834,48,80.712,73.607,72,44
4.301,1.5,0.0,1,0,0,0,28,1.008,8,44.6,20,7.81,12,43.1,2,44.04,20,0.644,1,0.176,1.115,507.65,8,18,41.872,39,72.488,65.512,65,36
4.301,3.8,3.8,2,1,2,1,24,1.023,8,38.5,23,8.748,7,46.2,1,36.239,20,0.68,0,0.127,1.121,454.91,4,22,35.381,35,58.27,53.185,52,32
5.569,4.3,0.0,3,0,0,0,28,0.996,7,50.0,19,6.824,9,40.0,2,45.017,17,0.605,0,0.125,1.128,477.66,11,17,42.352,37,78.976,69.752,70,35
4.301,2.5,0.0,2,0,0,0,34,1.01,11,43.0,28,8.188,14,43.0,4,54.671,26,0.656,2,0.169,1.113,646.84,8,24,51.849,49,87.946,79.785,79,45
4.301,3.3,0.0,2,0,0,0,27,1.007,7,43.3,24,7.642,8,45.0,2,40.421,21,0.649,0,0.127,1.117,458.55,6,22,38.938,37,67.026,60.443,60,34
6.328,0.0,4.1,0,3,3,0,32,1.022,10,42.5,20,8.229,12,43.8,1,49.131,19,0.652,1,0.158,1.127,600.7,11,18,47.581,45,82.254,74.6,73,42
5.699,0.0,0.0,0,0,0,0,18,0.992,4,57.7,3,5.971,13,34.6,3,31.239,4,0.553,0,0.25,1.136,310.48,14,0,28.761,22,59.066,51.563,52,22
7.547,0.0,6.3,0,3,3,0,20,1.041,9,39.6,14,8.926,10,41.7,2,32.108,15,0.661,1,0.204,1.137,428.46,5,12,31.706,30,54.553,49.971,48,29
6.301,0.0,8.5,0,3,4,1,20,1.042,9,38.3,14,9.509,9,42.6,2,32.512,15,0.677,1,0.188,1.134,446.9,5,12,31.819,30,53.288,48.967,47,29
6.0,0.0,6.3,0,3,3,0,20,1.041,9,39.6,14,8.926,10,41.7,2,32.108,15,0.661,1,0.204,1.137,428.46,5,12,31.706,30,54.553,49.971,48,29
5.975,6.0,0.0,4,0,0,0,27,1.001,8,47.8,19,7.114,8,40.3,2,43.5,17,0.617,0,0.114,1.129,476.63,10,17,41.32,38,75.644,67.087,67,35
5.81,4.6,0.0,3,0,0,0,29,1.002,7,44.6,25,7.44,8,44.6,2,43.733,23,0.643,0,0.118,1.119,483.61,6,23,41.772,39,72.73,65.101,65,36
7.265,0.0,6.4,0,3,3,0,20,1.03,8,40.4,14,9.118,9,42.6,2,32.847,15,0.669,2,0.188,1.129,428.53,5,12,31.463,29,53.055,48.392,47,28
7.184,0.0,2.3,0,0,1,1,19,1.012,6,43.2,14,8.611,9,43.2,2,30.938,15,0.662,1,0.2,1.11,378.9,4,12,29.142,26,48.854,44.545,44,25
7.222,1.3,1.3,1,1,1,0,32,0.995,6,51.3,14,6.689,11,41.0,2,49.989,14,0.6,0,0.134,1.128,521.73,18,12,46.8,42,87.98,77.596,78,38
7.602,1.3,2.6,1,2,2,0,32,1.001,7,50.0,14,6.919,11,41.0,2,49.927,14,0.605,0,0.134,1.132,539.72,18,12,47.183,43,88.319,78.108,78,39
4.602,3.9,0.0,3,0,0,0,33,0.995,7,48.1,25,7.009,10,42.9,2,50.779,23,0.622,0,0.125,1.122,539.73,10,23,47.879,43,86.391,76.636,77,40
4.301,1.6,4.7,1,3,3,0,28,1.027,10,40.6,20,8.525,11,43.8,2,43.398,20,0.661,1,0.164,1.13,545.62,8,18,42.308,41,72.297,65.723,64,38
6.604,0.0,6.4,0,3,3,0,20,1.04,8,40.4,14,8.434,9,42.6,2,30.46,15,0.649,0,0.188,1.141,396.39,5,12,30.519,29,53.633,48.894,47,28
7.633,0.0,6.0,0,3,3,0,21,1.031,8,42.0,13,8.53,9,42.0,1,33.415,13,0.65,1,0.173,1.135,426.49,8,12,32.518,31,56.759,51.527,50,29
5.688,4.1,0.0,3,0,0,0,29,1.0,8,50.0,19,6.861,11,39.2,2,47.233,17,0.603,0,0.145,1.13,507.69,12,17,44.594,39,83.6,73.963,74,37
4.602,4.2,0.0,3,0,0,0,28,1.001,8,49.3,19,6.953,10,39.4,2,45.472,17,0.607,0,0.137,1.129,493.66,11,17,43.067,38,80.185,71.08,71,36
4.602,4.7,0.0,3,0,0,0,26,1.0,7,48.4,19,7.025,8,40.6,2,41.495,17,0.614,0,0.121,1.127,449.6,9,17,39.299,35,72.145,63.985,64,33
4.533,0.0,0.0,0,0,0,0,25,1.014,9,50.0,12,7.038,11,36.8,0,42.034,12,0.594,0,0.157,1.132,478.59,13,12,40.389,36,76.943,68.967,68,34
6.301,0.0,9.1,0,3,4,1,19,1.047,9,36.4,14,9.838,9,43.2,2,30.75,15,0.688,1,0.2,1.133,432.87,4,12,30.292,29,49.873,46.083,44,28
4.602,4.2,0.0,3,0,0,0,29,0.997,7,49.3,20,6.897,10,40.8,3,46.017,19,0.611,0,0.137,1.126,489.67,10,17,43.352,38,79.976,70.752,71,36
7.451,2.1,6.3,1,3,3,0,21,1.039,9,37.5,15,9.114,9,43.8,2,32.898,15,0.677,1,0.184,1.134,437.47,5,12,32.486,31,54.427,49.862,48,30
7.342,0.0,5.3,0,3,3,0,26,1.025,8,40.4,20,8.571,10,45.6,2,39.176,21,0.667,1,0.169,1.126,488.56,5,18,38.045,36,64.174,58.411,57,34
4.301,3.6,9.1,2,3,5,2,25,1.044,11,34.5,23,9.807,7,45.5,1,38.733,20,0.7,0,0.121,1.133,539.36,5,22,38.502,39,62.309,57.418,55,36
5.0,4.5,0.0,3,0,0,0,27,0.998,7,49.3,19,6.92,8,40.3,2,43.256,17,0.609,0,0.116,1.128,463.63,10,17,40.825,36,75.561,66.869,67,34
4.301,3.8,5.8,2,1,3,2,24,1.029,9,36.5,23,9.411,7,46.2,1,37.097,20,0.696,0,0.127,1.119,489.35,4,22,36.208,36,58.214,53.509,52,33
6.3,3.9,2.0,2,1,1,0,23,1.027,9,37.3,22,8.912,5,45.1,4,35.722,20,0.685,1,0.093,1.118,454.51,3,18,34.928,35,57.04,52.382,51,32
7.276,1.9,0.0,1,0,0,0,24,1.01,7,42.6,22,8.103,9,44.4,1,37.301,18,0.659,1,0.158,1.112,437.55,6,21,35.577,34,60.033,54.534,54,31
5.0,0.0,1.9,0,0,1,0,18,0.993,5,55.8,3,8.392,13,34.6,3,33.898,4,0.578,0,0.25,1.131,436.37,14,0,30.078,23,58.786,51.632,52,23
5.0,0.0,0.0,0,0,0,0,26,0.984,4,58.3,4,5.815,17,36.1,3,43.807,4,0.554,0,0.236,1.133,418.68,20,0,39.922,30,81.557,70.865,72,30
5.9,3.6,1.8,2,0,1,1,24,1.026,10,38.2,22,9.109,6,43.6,4,38.858,20,0.684,1,0.103,1.114,500.99,4,18,37.614,37,61.269,56.404,55,34
6.169,1.6,0.0,1,0,0,0,26,1.015,9,43.5,22,8.026,11,41.9,1,41.733,18,0.646,1,0.169,1.117,497.61,8,21,40.06,38,69.282,62.956,62,35
7.1,3.8,0.0,2,0,0,0,24,1.017,8,38.5,26,8.626,5,46.2,4,36.784,22,0.684,1,0.091,1.11,448.53,2,22,35.545,35,57.7,52.869,52,32
5.959,1.7,5.2,1,3,3,0,26,1.034,10,37.9,20,8.923,10,44.8,1,39.875,19,0.677,1,0.167,1.129,517.56,6,18,39.254,38,65.467,59.956,58,36
5.0,1.4,0.0,1,0,0,0,33,1.003,7,45.2,28,7.393,12,45.2,2,48.915,24,0.64,0,0.156,1.115,539.67,9,26,46.739,44,81.398,73.203,73,40
7.3,3.8,0.0,2,0,0,0,24,1.017,8,38.5,26,8.626,5,46.2,4,36.784,22,0.684,1,0.091,1.11,448.53,2,22,35.545,35,57.7,52.869,52,32
7.8,3.8,1.9,2,0,1,1,24,1.029,10,35.8,26,9.415,6,45.3,4,38.097,22,0.7,1,0.107,1.11,498.97,2,22,37.087,37,58.854,54.52,53,34
6.8,3.7,5.6,2,3,3,0,24,1.042,11,35.2,22,9.343,5,44.4,4,37.358,20,0.689,1,0.088,1.132,504.52,4,18,37.222,38,61.135,56.291,54,35
5.143,4.6,0.0,3,0,0,0,28,1.018,10,41.5,22,7.963,10,43.1,4,43.335,22,0.652,0,0.147,1.122,517.58,6,18,42.389,41,72.943,66.2,65,38
5.0,1.3,0.0,1,0,0,0,35,0.991,5,48.1,28,6.958,12,45.5,1,51.529,25,0.628,0,0.148,1.114,535.73,10,27,48.363,44,85.81,76.316,77,40
5.9,3.9,0.0,2,0,0,0,23,1.017,8,39.2,22,8.559,5,45.1,4,35.784,20,0.677,1,0.093,1.112,436.52,3,18,34.545,34,56.7,51.869,51,31
6.2,3.8,0.0,2,0,0,0,24,1.023,9,37.7,26,8.765,6,45.3,4,37.239,22,0.684,1,0.107,1.112,464.53,2,22,36.26,36,58.91,54.196,53,33
7.268,0.0,5.1,0,3,3,0,27,1.029,9,39.0,20,8.755,10,45.8,1,40.631,19,0.674,1,0.164,1.125,516.57,6,18,39.759,38,66.384,60.738,59,36
4.301,1.6,1.6,1,0,1,1,27,1.01,8,42.6,20,8.394,11,44.3,2,42.682,20,0.663,1,0.172,1.112,512.06,7,18,40.458,38,67.807,61.625,61,35
6.1,3.6,1.8,2,0,1,1,24,1.026,10,38.2,22,9.109,6,43.6,4,38.858,20,0.684,1,0.103,1.114,500.99,4,18,37.614,37,61.269,56.404,55,34
5.0,1.4,4.1,1,3,3,0,30,1.023,11,43.8,19,8.105,12,41.1,1,48.137,19,0.638,1,0.158,1.134,591.7,11,18,46.603,44,82.752,74.701,73,41
7.4,3.8,0.0,2,0,0,0,24,1.023,9,37.7,26,8.765,6,45.3,4,37.239,22,0.684,1,0.107,1.112,464.53,2,22,36.26,36,58.91,54.196,53,33
6.55,3.8,0.0,2,0,0,0,24,1.023,9,37.7,26,8.765,6,45.3,4,37.239,22,0.684,1,0.107,1.112,464.53,2,22,36.26,36,58.91,54.196,53,33
6.658,0.0,4.5,0,3,3,0,30,1.027,10,40.3,20,8.547,10,44.8,1,45.608,19,0.665,1,0.143,1.126,572.64,9,18,44.528,43,75.424,68.832,67,40
4.301,1.5,0.0,1,0,0,0,28,1.014,10,43.3,22,8.294,12,41.8,4,46.142,20,0.653,2,0.171,1.114,555.72,8,18,43.774,41,74.617,67.916,67,38
5.658,1.5,4.5,1,3,3,0,29,1.031,11,39.4,24,8.691,11,43.9,1,44.852,22,0.667,1,0.159,1.129,573.63,7,23,44.022,43,74.507,68.051,66,40
5.0,1.4,4.2,1,3,3,0,30,1.019,10,44.4,19,7.996,12,41.7,1,47.682,19,0.637,1,0.16,1.133,575.7,11,18,45.888,43,81.543,73.374,72,40
4.301,2.9,0.0,2,0,0,0,28,1.015,11,43.5,22,8.272,13,40.6,4,47.148,20,0.649,2,0.181,1.118,570.74,8,18,44.796,42,77.115,70.018,69,39
4.301,1.4,0.0,1,0,0,0,31,0.998,7,47.9,20,7.312,13,42.5,2,48.87,20,0.627,1,0.171,1.117,533.74,11,18,45.738,41,81.524,72.836,73,38
5.373,1.6,0.0,1,0,0,0,28,1.003,7,45.3,20,7.682,11,43.8,2,43.585,20,0.643,1,0.164,1.114,491.65,8,18,41.158,38,71.278,64.185,64,35
4.301,1.6,0.0,1,0,0,0,28,1.003,7,45.3,20,7.682,11,43.8,2,43.585,20,0.643,1,0.164,1.114,491.65,8,18,41.158,38,71.278,64.185,64,35
