pXC50,SaaNH,NaaNH,C.035,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_AEA.ed.,SpMax1_Bh.s.,Eig02_EA.ri.,nN.CO.2,PCR,PCD,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig02_AEA.ri.,nCONN,piID,H.049,MPC09,SpMax2_Bh.s.,N.072,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA,SM10_AEA.bo.,TWC,MPC06,Rperim,MWC09,X4A,MWC08,SsssN,MWC10,SM08_EA,SdO,nCIC,TRS,O.058,SM14_EA,SM15_EA,MPC08,SM06_EA,MWC07,SM04_EA.ed.,SM05_AEA.ed.,Eig03_AEA.ed.,SM06_AEA.ed.,SM08_EA.bo.,SaaN,SM13_EA,X5A,SM03_EA.ed.,SM07_AEA.ed.,MPC07,nCIR,SM11_EA,SM12_EA,MATS2e,NdssC,X3A,SM04_AEA.ed.,D.Dtr05,MPC10,SM10_EA,SM08_EA.ed.,SM07_EA,N.075,NaaN,nAB
7.854,0.0,0,0,9.59,9.59,6.339,7.432,2.706,0,1.418,3.171,3.959,3.959,3.793,1,10.75,1,5.268,7.427,3,3.647,3.647,2.838,2.838,12.748,4.868,19,11.313,0.103,10.382,2.669,12.249,10.152,24.337,4,23,2,17.168,18.364,5.236,7.98,9.448,10.865,10.829,5.977,12.635,11.981,4.163,15.964,0.065,7.678,14.471,5.081,7,13.579,14.785,0.294,4,0.164,9.064,35.242,5.247,12.437,20.287,8.86,1,1,12
6.839,0.0,0,0,9.565,9.565,6.333,7.435,2.708,0,1.372,2.725,3.991,3.991,3.789,1,10.06,1,5.056,7.423,3,3.644,3.644,2.831,2.831,12.653,4.71,19,11.219,0.103,10.289,2.477,12.153,10.095,24.636,4,23,2,17.125,18.321,5.011,7.907,9.358,10.801,10.759,5.894,12.574,11.873,4.063,15.922,0.066,7.609,14.416,4.868,7,13.535,14.742,0.252,3,0.166,8.986,29.764,5.004,12.389,20.235,8.8,1,1,12
6.742,0.0,0,0,9.572,9.572,6.335,8.201,2.713,0,1.423,3.148,3.954,3.954,3.8,1,10.593,1,5.153,7.428,2,3.717,3.717,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.493,12.193,10.133,12.639,4,23,1,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,12.018,4.089,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.137,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,1,1,12
7.151,0.0,0,0,11.249,11.249,6.842,7.444,3.035,1,1.463,3.986,4.011,4.011,4.105,1,12.587,1,5.948,7.428,3,3.833,3.833,3.134,3.134,13.184,5.303,31,11.748,0.105,10.814,3.488,12.686,10.589,41.265,6,35,3,17.59,18.784,5.799,8.416,9.882,11.321,11.274,6.328,13.09,12.46,4.305,16.388,0.065,8.12,14.935,5.576,9,14.008,15.212,0.28,5,0.168,9.502,60.424,6.038,12.87,20.773,9.291,1,1,24
7.444,0.0,0,0,12.146,12.146,7.071,7.737,3.13,0,1.414,3.264,4.543,4.543,4.27,1,11.158,0,5.541,7.694,2,4.193,4.193,3.327,3.327,13.076,5.069,19,11.625,0.102,10.696,2.396,12.589,10.948,62.355,4,23,5,18.377,19.638,5.529,8.602,9.733,11.563,11.382,6.337,13.275,13.162,0.0,17.115,0.061,8.456,15.196,5.347,7,14.61,15.866,0.36,3,0.156,9.531,44.534,5.549,13.383,21.571,9.663,0,0,12
6.975,0.0,0,0,9.597,9.597,6.341,7.435,2.882,0,1.48,4.047,3.959,3.959,3.891,1,12.477,0,5.613,7.429,3,3.843,3.843,2.895,2.895,12.978,5.1,25,11.547,0.107,10.627,2.69,12.471,10.395,37.809,5,29,3,17.286,18.466,5.489,8.262,9.708,11.094,11.116,6.122,12.911,12.336,0.0,16.098,0.067,7.941,14.732,5.323,8,13.751,14.94,0.217,5,0.173,9.36,56.003,5.704,12.635,20.378,9.116,0,0,18
9.721,3.484,1,1,11.824,11.824,6.989,7.444,3.146,1,1.137,1.111,3.996,3.996,4.259,1,9.225,0,5.697,7.411,2,3.704,3.704,3.305,3.305,13.203,5.236,15,11.754,0.095,10.788,3.109,12.726,10.928,25.831,5,27,2,18.525,19.812,5.541,8.536,9.818,11.611,11.351,6.08,13.256,12.009,4.861,17.238,0.059,8.425,15.196,5.416,10,14.677,15.961,0.289,2,0.153,9.494,147.35,5.829,13.421,21.996,9.608,1,1,5
6.627,0.0,0,0,9.606,9.606,6.343,7.431,2.809,0,1.473,3.928,3.959,3.959,3.841,1,12.239,2,5.642,7.427,3,3.728,3.728,2.87,2.87,12.934,5.063,25,11.502,0.107,10.579,2.708,12.429,10.327,26.0,5,29,2,17.246,18.431,5.489,8.193,9.657,11.029,11.041,6.092,12.834,12.268,3.921,16.052,0.067,7.867,14.655,5.293,8,13.695,14.889,0.106,4,0.172,9.289,50.394,5.737,12.574,20.344,9.039,1,1,18
5.431,0.0,0,0,9.374,9.374,6.28,7.433,2.665,0,1.388,3.035,3.696,3.696,3.75,0,10.862,2,5.118,5.089,0,3.632,3.632,2.793,2.793,12.649,4.745,21,11.225,0.116,10.336,0.0,12.122,10.024,12.588,4,23,1,16.714,17.86,5.063,7.973,9.445,10.712,10.8,5.56,12.557,12.583,9.042,15.551,0.074,7.573,14.347,4.927,5,13.262,14.43,0.02,1,0.182,9.088,75.016,5.136,12.191,19.814,8.733,2,2,16
5.98,0.0,0,0,9.377,9.377,6.28,7.433,2.673,0,1.404,3.033,3.696,3.696,3.759,0,10.546,2,4.905,5.089,0,3.632,3.632,2.804,2.804,12.637,4.673,18,11.212,0.113,10.315,0.0,12.115,10.052,12.349,4,20,1,16.745,17.89,4.898,7.984,9.418,10.716,10.796,5.597,12.562,12.586,8.911,15.586,0.071,7.627,14.356,4.82,5,13.303,14.464,-0.012,1,0.178,9.073,68.223,4.868,12.225,19.823,8.792,2,2,16
5.57,0.0,0,0,9.347,9.347,6.275,7.433,2.659,0,1.403,3.03,3.695,3.695,3.741,0,10.546,2,4.875,5.089,0,3.629,3.629,2.783,2.783,12.53,4.605,15,11.108,0.118,10.221,0.0,12.002,9.937,12.404,3,17,1,16.662,17.81,4.868,7.873,9.333,10.63,10.706,5.52,12.47,12.576,8.882,15.498,0.075,7.486,14.268,4.771,4,13.201,14.371,-0.08,1,0.184,8.989,75.133,4.844,12.12,19.775,8.648,2,2,16
10.155,3.101,1,1,11.881,11.881,7.001,7.717,3.067,1,1.293,2.315,4.683,4.683,4.282,1,10.205,0,5.247,7.444,2,4.234,4.234,3.341,3.341,12.859,4.898,15,11.429,0.111,10.521,4.83,12.347,10.622,50.911,3,17,4,17.717,18.917,5.147,8.385,9.606,11.24,11.198,6.229,13.043,12.893,4.468,16.512,0.069,8.165,14.918,5.043,4,14.116,15.322,0.276,2,0.177,9.397,83.953,5.357,12.95,20.803,9.357,1,1,11
7.987,3.022,1,1,11.881,11.881,7.001,7.717,3.067,1,1.31,2.429,4.683,4.683,4.282,1,10.264,0,5.236,7.444,2,4.234,4.234,3.341,3.341,12.854,4.89,15,11.423,0.111,10.514,4.415,12.343,10.62,50.563,3,17,4,17.716,18.917,5.124,8.38,9.598,11.239,11.195,6.229,13.041,12.894,4.392,16.512,0.069,8.165,14.916,5.05,4,14.116,15.322,0.255,2,0.176,9.391,80.113,5.347,12.949,20.803,9.357,1,1,11
8.377,0.0,0,0,10.234,10.234,6.553,7.431,2.828,0,1.513,4.667,3.629,3.629,3.962,0,13.769,2,5.447,7.427,2,3.678,3.678,3.023,3.023,12.996,5.037,26,11.573,0.116,10.684,0.0,12.47,10.412,24.64,5,28,2,17.109,18.256,5.352,8.352,9.793,11.07,11.181,5.962,12.936,12.707,12.9,15.949,0.074,7.949,14.72,5.209,6,13.662,14.826,-0.011,2,0.182,9.467,244.715,5.541,12.585,20.115,9.142,3,3,22
7.301,0.0,0,0,11.005,11.005,6.76,6.497,2.939,0,1.394,3.074,3.907,3.907,4.07,0,10.867,2,5.112,6.452,0,3.625,3.625,3.13,3.13,12.87,4.754,20,11.436,0.108,10.518,0.0,12.365,10.716,0.0,4,22,0,18.159,19.425,5.05,8.391,9.592,11.324,11.197,6.063,13.074,12.541,13.018,16.893,0.069,8.191,14.988,4.898,5,14.378,15.64,-0.015,0,0.173,9.369,133.679,5.187,13.15,21.367,9.415,3,3,16
6.595,0.0,0,0,11.012,11.012,6.763,7.429,2.938,0,1.409,3.245,4.005,4.005,4.069,0,11.184,2,5.22,6.493,1,3.661,3.661,3.129,3.129,12.931,4.844,20,11.497,0.106,10.574,0.0,12.429,10.765,12.021,4,22,1,18.204,19.472,5.112,8.444,9.647,11.379,11.258,6.229,13.135,12.608,12.921,16.937,0.067,8.249,15.046,4.977,5,14.422,15.684,-0.008,1,0.174,9.43,139.87,5.308,13.195,21.408,9.47,3,3,16
6.365,0.0,0,0,10.954,10.954,6.753,6.497,2.924,0,1.302,2.08,3.907,3.907,4.069,0,8.974,1,4.71,6.452,0,3.63,3.63,3.137,3.137,12.728,4.554,14,11.29,0.103,10.356,0.0,12.233,10.654,0.0,3,16,0,18.153,19.422,4.718,8.28,9.414,11.255,11.094,6.017,12.995,12.483,11.874,16.884,0.064,8.124,14.926,4.635,4,14.359,15.624,-0.042,0,0.168,9.236,90.666,4.585,13.118,21.355,9.363,3,3,10
6.456,0.0,0,0,11.258,11.258,6.822,6.497,2.97,0,1.29,2.18,3.881,3.881,4.11,0,9.702,2,5.088,6.452,0,3.6,3.6,3.173,3.173,12.811,4.71,19,11.377,0.106,10.452,0.0,12.308,10.68,0.0,4,21,0,18.097,19.355,5.024,8.34,9.523,11.279,11.146,6.177,13.034,12.438,12.945,16.84,0.065,8.155,14.954,4.868,5,14.339,15.593,-0.024,0,0.17,9.306,171.235,5.142,13.114,21.267,9.387,3,3,10
8.516,3.028,1,1,9.135,9.135,6.194,7.444,2.722,1,1.327,2.185,3.968,3.968,3.781,1,8.863,0,4.489,7.411,2,3.602,3.602,2.814,2.814,12.436,4.407,15,11.008,0.107,10.091,2.439,11.926,9.976,23.84,3,17,2,16.908,18.087,4.533,7.807,9.175,10.641,10.68,5.845,12.49,11.959,4.297,15.723,0.066,7.483,14.322,4.466,4,13.373,14.56,0.26,2,0.179,8.903,34.492,4.331,12.241,19.842,8.719,1,1,11
7.684,0.0,0,0,10.214,10.214,6.549,6.498,2.819,0,1.413,3.179,3.586,3.586,3.954,0,10.882,2,5.056,6.453,0,3.649,3.649,3.015,3.015,12.702,4.682,20,11.275,0.11,10.369,0.0,12.187,10.188,0.0,4,22,0,17.019,18.179,4.97,8.054,9.461,10.852,10.899,5.943,12.688,12.515,12.838,15.849,0.07,7.714,14.505,4.82,5,13.531,14.705,-0.115,0,0.176,9.148,121.498,5.118,12.42,20.053,8.923,3,3,16
9.461,0.0,0,0,10.234,10.234,6.553,6.498,2.826,0,1.293,2.181,3.586,3.586,3.961,0,9.616,2,5.011,6.453,0,3.352,3.352,3.023,3.023,12.666,4.644,19,11.237,0.108,10.322,0.0,12.155,10.148,0.0,4,21,0,17.015,18.179,4.956,7.993,9.407,10.819,10.839,5.961,12.639,12.364,12.886,15.842,0.067,7.664,14.465,4.804,5,13.517,14.692,-0.063,0,0.172,9.077,162.446,5.056,12.396,20.055,8.887,3,3,10
6.09,0.0,0,0,9.937,9.937,6.463,7.428,2.851,0,1.398,2.868,3.92,3.92,3.891,0,10.07,0,4.956,5.115,1,3.812,3.812,2.908,2.908,12.669,4.663,18,11.234,0.103,10.299,3.399,12.171,10.164,12.641,4,22,1,17.278,18.485,4.963,7.937,9.364,10.865,10.796,5.787,12.626,11.994,0.0,16.066,0.064,7.667,14.484,4.836,7,13.659,14.872,0.06,3,0.163,9.005,66.873,4.927,12.493,20.409,8.876,0,0,11
6.778,0.0,0,1,9.636,9.636,6.354,6.471,2.78,0,1.586,4.235,3.373,3.373,3.826,0,11.462,0,4.89,5.177,0,3.914,3.914,2.851,2.851,12.537,4.575,19,11.106,0.107,10.186,0.0,12.03,9.981,0.0,4,23,0,16.934,18.114,4.92,7.811,9.265,10.681,10.653,5.643,12.46,12.976,12.526,15.745,0.068,7.496,14.297,4.754,7,13.385,14.581,0.268,0,0.167,8.888,26.923,4.913,12.255,20.061,8.679,3,3,21
6.633,0.0,0,0,9.937,9.937,6.463,7.428,2.769,0,1.398,2.868,3.92,3.92,3.861,0,10.07,0,4.956,4.962,1,3.812,3.812,2.908,2.908,12.669,4.663,18,11.234,0.103,10.299,3.499,12.171,10.164,12.708,4,22,1,17.278,18.485,4.963,7.937,9.364,10.865,10.796,5.787,12.626,11.994,0.0,16.066,0.064,7.667,14.484,4.836,7,13.659,14.872,0.181,3,0.163,9.005,66.873,4.927,12.493,20.409,8.876,0,0,11
5.409,0.0,0,1,8.219,8.219,5.967,6.471,2.492,0,1.51,3.252,3.36,3.36,3.565,0,9.632,0,4.043,5.174,0,3.695,3.695,2.607,2.607,12.26,4.205,13,10.831,0.104,9.911,0.0,11.751,9.768,0.0,3,17,0,16.748,17.929,4.344,7.58,8.991,10.444,10.429,5.374,12.24,12.862,11.986,15.558,0.068,7.273,14.078,4.277,6,13.194,14.389,0.283,0,0.17,8.658,17.208,3.829,12.054,19.842,8.486,3,3,15
6.604,0.0,0,1,9.644,9.644,6.356,6.475,2.793,0,1.58,4.258,3.373,3.373,3.84,0,11.596,0,4.977,6.467,0,3.938,3.938,2.865,2.865,12.583,4.635,19,11.152,0.106,10.233,0.0,12.075,10.024,0.0,4,23,0,16.95,18.128,4.963,7.869,9.313,10.718,10.714,5.649,12.513,13.004,12.408,15.763,0.068,7.554,14.342,4.804,7,13.411,14.603,0.162,0,0.169,8.955,29.59,5.024,12.285,20.066,8.737,3,3,21
6.328,0.0,0,1,9.731,9.731,6.377,6.53,2.839,0,1.576,4.284,3.377,3.377,3.899,0,11.723,0,5.05,6.471,0,4.021,4.021,2.929,2.929,12.648,4.691,19,11.217,0.105,10.297,0.0,12.141,10.115,0.0,4,23,0,17.017,18.189,5.024,7.956,9.376,10.801,10.811,5.894,12.613,13.054,12.254,15.835,0.067,7.644,14.442,4.852,7,13.494,14.679,0.1,0,0.17,9.046,31.788,5.124,12.371,20.108,8.842,3,3,21
5.951,0.0,0,0,10.879,10.879,6.738,6.497,2.916,0,1.306,2.074,3.907,3.907,4.047,0,8.853,2,4.554,6.452,0,3.619,3.619,3.108,3.108,12.665,4.454,14,11.229,0.103,10.295,0.0,12.168,10.624,0.0,3,16,0,18.135,19.405,4.615,8.238,9.356,11.223,11.051,6.007,12.959,12.419,11.972,16.865,0.065,8.091,14.898,4.543,4,14.338,15.604,-0.107,0,0.169,9.185,84.911,4.419,13.094,21.346,9.328,3,3,10
5.688,0.0,0,0,9.941,9.941,6.463,7.428,2.856,0,1.422,3.178,3.92,3.92,3.899,0,10.709,0,5.112,4.979,1,3.842,3.842,2.917,2.917,12.735,4.771,19,11.302,0.105,10.371,3.462,12.235,10.216,12.927,4,23,1,17.291,18.495,5.081,8.016,9.442,10.915,10.875,5.793,12.694,12.089,0.0,16.081,0.066,7.74,14.54,4.956,7,13.682,14.893,0.05,3,0.168,9.096,34.456,5.204,12.526,20.417,8.927,0,0,12
6.583,0.0,0,1,9.64,9.64,6.356,6.471,2.787,0,1.559,3.971,3.373,3.373,3.833,0,11.072,0,4.844,5.203,0,3.925,3.925,2.857,2.857,12.531,4.554,18,11.099,0.105,10.177,0.0,12.025,9.98,0.0,4,22,0,16.939,18.119,4.875,7.803,9.253,10.679,10.647,5.645,12.457,12.971,12.281,15.751,0.066,7.496,14.296,4.718,7,13.392,14.585,0.076,0,0.165,8.879,62.53,4.82,12.257,20.061,8.694,3,3,20
7.116,0.0,0,0,9.934,9.934,6.462,7.428,2.845,0,1.428,3.134,3.92,3.92,3.885,0,10.457,0,4.997,4.969,1,3.798,3.798,2.902,2.902,12.675,4.682,19,11.24,0.104,10.307,3.489,12.176,10.165,12.803,4,23,1,17.275,18.481,5.004,7.944,9.374,10.867,10.801,5.786,12.629,12.007,0.0,16.062,0.066,7.667,14.485,4.868,7,13.653,14.869,0.221,3,0.165,9.014,28.981,5.011,12.491,20.409,8.864,0,0,12
8.585,0.0,0,0,9.652,9.652,6.397,5.239,2.789,0,1.606,4.899,3.529,3.529,3.848,0,12.983,0,5.568,4.878,0,3.874,3.874,2.882,2.882,12.948,5.063,25,11.51,0.103,10.574,0.0,12.452,10.356,0.0,5,29,0,17.456,18.669,5.481,8.163,9.637,11.075,11.011,6.16,12.828,13.185,9.582,16.237,0.065,7.87,14.675,5.298,8,13.823,15.043,0.316,0,0.165,9.239,44.113,5.656,12.667,20.639,9.048,2,2,27
6.924,0.0,0,1,9.64,9.64,6.356,6.471,2.76,0,1.559,3.971,3.373,3.373,3.824,0,11.072,0,4.844,5.177,0,3.925,3.925,2.857,2.857,12.531,4.554,18,11.099,0.105,10.177,0.0,12.025,9.98,0.0,4,22,0,16.939,18.119,4.875,7.803,9.253,10.679,10.647,5.645,12.457,12.971,12.48,15.751,0.066,7.496,14.296,4.718,7,13.392,14.585,0.213,0,0.165,8.879,62.53,4.82,12.257,20.061,8.694,3,3,20
5.319,0.0,0,0,10.047,10.047,6.427,7.433,2.946,0,1.421,3.091,3.701,3.701,4.014,0,10.441,2,4.905,5.09,0,3.651,3.651,3.049,3.049,12.631,4.663,15,11.2,0.111,10.306,0.0,12.114,10.321,12.414,3,17,1,17.145,18.302,4.898,8.161,9.395,10.915,10.935,6.236,12.738,12.622,8.958,15.982,0.07,7.895,14.565,4.796,4,13.674,14.84,0.1,1,0.174,9.168,63.555,4.934,12.559,20.111,9.082,2,2,16
7.796,3.326,1,1,9.293,9.293,6.23,7.445,2.746,1,1.262,2.093,3.988,3.988,3.805,1,10.069,0,5.308,7.428,3,3.653,3.653,2.839,2.839,12.839,4.913,20,11.413,0.11,10.506,2.971,12.323,10.285,38.109,4,22,3,17.103,18.273,5.236,8.184,9.601,10.963,11.041,5.978,12.823,12.061,4.658,15.925,0.068,7.837,14.629,5.063,5,13.602,14.777,0.286,3,0.179,9.298,168.138,5.318,12.497,20.108,9.034,1,1,11
7.0,0.0,0,0,9.4,9.4,6.288,7.433,2.693,0,1.425,3.092,3.695,3.695,3.799,0,10.373,2,4.844,5.089,0,3.64,3.64,2.849,2.849,12.529,4.585,15,11.105,0.114,10.207,0.0,12.007,9.98,12.291,3,17,1,16.726,17.873,4.82,7.877,9.309,10.679,10.726,6.013,12.513,12.59,8.914,15.567,0.072,7.535,14.328,4.745,4,13.273,14.439,0.057,1,0.178,8.983,61.135,4.844,12.182,19.834,8.705,2,2,16
6.458,0.0,0,0,9.426,9.426,6.292,7.433,2.697,0,1.509,3.94,3.696,3.696,3.805,0,11.673,2,5.165,5.093,0,3.661,3.661,2.856,2.856,12.663,4.754,21,11.239,0.115,10.342,0.0,12.141,10.069,12.518,4,23,1,16.776,17.92,5.088,7.991,9.444,10.762,10.829,6.013,12.602,12.681,8.982,15.617,0.072,7.618,14.406,4.949,5,13.329,14.495,0.053,1,0.179,9.098,67.223,5.22,12.251,19.871,8.786,2,2,22
7.824,3.149,1,1,9.373,9.373,6.247,7.445,2.839,1,1.177,1.243,3.988,3.988,3.865,1,8.281,0,4.92,7.426,2,3.328,3.328,2.884,2.884,12.637,4.663,14,11.205,0.105,10.281,2.863,12.132,10.105,36.688,3,16,3,17.051,18.233,4.927,7.938,9.356,10.8,10.802,5.979,12.609,11.763,4.455,15.862,0.066,7.639,14.441,4.787,4,13.508,14.695,0.24,3,0.169,9.031,105.034,4.804,12.372,20.072,8.85,1,1,5
7.66,2.874,1,1,11.558,11.558,6.94,7.762,3.004,1,1.339,2.403,5.164,5.164,4.226,1,9.5,0,4.86,7.444,2,4.23,4.23,3.304,3.304,12.64,4.605,15,11.209,0.107,10.3,2.216,12.13,10.492,46.046,3,17,4,17.535,18.723,4.727,8.244,9.381,11.057,11.059,6.193,12.908,12.846,4.177,16.343,0.064,8.013,14.779,4.691,4,13.971,15.164,0.331,2,0.177,9.243,47.274,4.942,12.811,20.451,9.251,1,1,11
5.387,0.0,0,0,9.4,9.4,6.288,7.433,2.693,0,1.421,3.091,3.695,3.695,3.799,0,10.441,2,4.89,5.089,0,3.64,3.64,2.849,2.849,12.539,4.605,15,11.115,0.115,10.218,0.0,12.016,9.983,12.361,3,17,1,16.727,17.873,4.868,7.884,9.321,10.681,10.732,6.013,12.516,12.591,8.955,15.567,0.072,7.535,14.33,4.779,4,13.273,14.439,0.066,1,0.18,8.991,64.162,4.905,12.184,19.834,8.705,2,2,16
6.821,0.0,0,0,9.4,9.4,6.288,7.433,2.693,0,1.417,3.09,3.695,3.695,3.799,0,10.506,2,4.934,5.089,0,3.64,3.64,2.849,2.849,12.547,4.615,15,11.123,0.116,10.227,0.0,12.023,9.986,12.386,3,17,1,16.727,17.873,4.898,7.892,9.333,10.683,10.737,6.013,12.52,12.591,8.925,15.567,0.073,7.535,14.332,4.796,4,13.273,14.44,-0.042,1,0.181,9.0,67.34,4.949,12.185,19.835,8.705,2,2,16
6.328,0.0,0,0,9.629,9.629,6.35,7.433,2.706,0,1.403,3.093,3.711,3.711,3.822,0,10.776,2,5.176,5.086,0,3.667,3.667,2.878,2.878,12.713,4.787,21,11.286,0.111,10.378,2.14,12.198,10.135,12.553,4,23,1,16.959,18.123,5.112,8.018,9.471,10.854,10.865,6.013,12.658,12.62,9.052,15.784,0.07,7.689,14.482,4.99,5,13.461,14.64,-0.078,1,0.175,9.117,63.757,5.209,12.358,20.16,8.848,2,2,16
4.849,0.0,0,0,8.858,8.858,6.095,7.434,2.666,0,1.469,3.396,3.671,3.671,3.741,0,10.628,0,5.037,7.429,1,3.879,3.879,2.777,2.777,12.558,4.691,13,11.126,0.107,10.212,0.0,12.049,9.955,22.924,3,17,2,16.757,17.918,4.997,7.849,9.292,10.635,10.697,5.845,12.473,12.901,12.018,15.587,0.065,7.506,14.274,4.852,6,13.272,14.445,0.155,2,0.17,8.957,39.661,4.963,12.169,19.737,8.701,3,3,15
8.301,0.0,0,0,8.824,8.824,6.09,7.433,2.627,0,1.481,3.335,3.67,3.67,3.716,0,10.272,0,4.779,5.289,0,3.871,3.871,2.759,2.759,12.474,4.575,13,11.044,0.105,10.126,0.0,11.967,9.893,11.681,3,17,1,16.73,17.894,4.796,7.768,9.205,10.573,10.619,5.838,12.405,12.886,12.378,15.556,0.066,7.434,14.214,4.682,6,13.234,14.41,0.101,1,0.171,8.87,31.113,4.625,12.123,19.715,8.636,3,3,15
7.638,3.127,1,1,9.791,9.791,6.427,7.454,2.943,1,1.273,2.368,4.579,4.579,3.995,1,11.047,0,5.318,7.441,5,3.702,3.702,3.014,3.014,13.016,5.024,20,11.593,0.118,10.705,3.307,12.488,10.475,84.947,4,22,7,17.242,18.404,5.247,8.403,9.819,11.14,11.248,6.232,13.013,12.233,4.502,16.071,0.077,8.017,14.808,5.136,5,13.761,14.932,0.192,7,0.187,9.525,337.335,5.342,12.667,20.237,9.214,1,1,11
8.602,2.941,1,1,9.033,9.033,6.163,7.445,2.71,1,1.336,2.21,3.896,3.896,3.764,1,8.779,0,4.357,7.412,2,3.573,3.573,2.795,2.795,12.288,4.29,15,10.862,0.11,9.959,0.998,11.77,9.779,23.313,3,17,2,16.539,17.686,4.431,7.661,9.054,10.425,10.513,5.757,12.298,11.891,4.225,15.381,0.069,7.29,14.107,4.369,4,13.086,14.251,0.294,2,0.179,8.763,32.45,4.205,11.99,19.418,8.523,1,1,11
8.208,3.131,1,1,9.302,9.302,6.232,7.446,2.758,1,1.285,2.332,3.987,3.987,3.82,1,10.508,0,5.231,7.431,4,3.702,3.702,2.855,2.855,12.812,4.905,15,11.386,0.116,10.492,2.79,12.289,10.236,60.575,3,17,5,17.058,18.234,5.147,8.165,9.599,10.917,11.013,5.976,12.777,12.128,4.498,15.874,0.074,7.791,14.574,5.037,4,13.541,14.724,0.161,5,0.186,9.291,108.795,5.263,12.439,20.079,8.969,1,1,11
7.0,0.0,0,0,8.803,8.803,6.075,5.168,2.673,0,1.504,3.346,3.163,3.163,3.695,0,9.99,0,4.454,4.992,0,3.693,3.693,2.707,2.707,12.19,4.304,16,10.769,0.114,9.883,0.0,11.662,9.565,0.0,3,18,0,16.115,17.226,4.431,7.528,8.992,10.252,10.363,5.325,12.116,12.407,9.072,14.981,0.073,7.14,13.896,4.394,4,12.745,13.892,0.06,0,0.178,8.649,0.0,4.263,11.7,19.098,8.285,2,2,17
7.959,0.0,0,0,9.543,9.543,6.342,8.201,2.764,0,1.512,3.417,3.25,3.25,3.823,0,10.085,0,4.431,6.47,0,3.907,3.907,2.852,2.852,12.239,4.304,16,10.815,0.115,9.931,0.0,11.713,9.683,0.0,3,18,0,16.269,17.383,4.454,7.618,9.034,10.361,10.468,5.225,12.234,12.487,8.576,15.136,0.072,7.248,14.026,4.344,4,12.897,14.041,0.038,0,0.177,8.738,0.0,4.317,11.838,19.249,8.423,2,2,17
6.092,0.0,0,0,8.815,8.815,6.077,5.099,2.672,0,1.562,4.108,3.278,3.278,3.698,0,11.423,0,5.011,4.825,0,3.693,3.693,2.713,2.713,12.406,4.585,22,10.984,0.115,10.1,0.0,11.878,9.71,0.0,4,24,0,16.202,17.308,4.913,7.707,9.21,10.39,10.522,5.502,12.258,12.516,9.29,15.069,0.073,7.261,14.022,4.745,5,12.842,13.991,0.119,0,0.18,8.828,0.0,4.977,11.818,19.171,8.408,2,2,23
5.06,0.0,0,0,8.901,8.901,6.099,5.063,2.687,0,1.451,3.276,3.302,3.302,3.714,0,10.536,0,5.024,4.738,0,3.693,3.693,2.731,2.731,12.456,4.625,22,11.032,0.111,10.135,2.434,11.935,9.79,0.0,4,24,0,16.416,17.543,4.942,7.74,9.236,10.494,10.57,5.797,12.33,12.441,9.472,15.266,0.071,7.345,14.12,4.812,5,13.001,14.162,-0.022,0,0.176,8.852,0.0,4.956,11.945,19.485,8.489,2,2,17
7.796,0.0,0,0,8.756,8.756,6.067,6.47,2.649,0,1.526,3.378,3.156,3.156,3.671,0,9.801,1,4.205,5.034,0,3.676,3.676,2.683,2.683,12.032,4.078,16,10.614,0.118,9.736,0.0,11.497,9.439,0.0,3,18,0,15.962,17.065,4.19,7.401,8.854,10.113,10.231,5.063,11.987,12.331,8.592,14.834,0.076,6.986,13.772,4.174,4,12.608,13.753,0.045,0,0.18,8.516,0.0,3.97,11.57,18.929,8.145,2,2,17
7.996,3.14,1,1,9.302,9.302,6.232,7.445,2.826,1,1.36,3.046,3.987,3.987,3.825,1,11.508,0,5.278,7.43,4,3.766,3.766,2.855,2.855,12.924,5.011,21,11.5,0.115,10.605,2.8,12.4,10.359,50.228,4,23,4,17.132,18.297,5.198,8.284,9.712,11.039,11.137,6.029,12.907,12.361,4.509,15.957,0.073,7.923,14.704,5.112,5,13.643,14.817,0.146,4,0.184,9.406,110.491,5.308,12.55,20.14,9.094,1,1,17
6.0,0.0,0,0,9.119,9.119,6.16,6.477,2.691,0,1.55,3.979,3.326,3.326,3.77,0,11.215,0,5.03,5.166,0,3.929,3.929,2.811,2.811,12.561,4.673,18,11.13,0.104,10.209,0.0,12.054,9.944,0.0,4,22,0,16.77,17.932,4.977,7.821,9.287,10.626,10.662,5.893,12.445,12.946,12.892,15.598,0.065,7.476,14.254,4.82,7,13.277,14.453,0.065,0,0.167,8.916,69.68,4.949,12.17,19.763,8.679,3,3,20
