pXC50,H.050,nHDon,CATS2D_08_DA,ATSC8s,Hy,CATS2D_08_AP,Eig10_EA.bo.,Eig11_EA.bo.,DLS_07,P_VSA_MR_5,ATS8s,DBI,PHI,Eig13_EA.bo.,GGI9,CATS2D_09_DL,CATS2D_02_DP,GGI8,S2K,Uindex,CATS2D_09_DA,CATS2D_03_DA,Eig04_EA.dm.,RBN,Eig04_AEA.dm.,Eig06_AEA.dm.,S3K,BAC,SAdon,Eig05_EA.dm.,Eig09_EA.dm.,CATS2D_02_DA,IC3,GGI10,DLS_02,TPSA.NO.,TPSA.Tot.,TIE,IAC,IDDE,TIC0,LLS_02,Eig08_EA.dm.,ON0V,SpMax6_Bh.v.,SpMin6_Bh.i.,SpMin6_Bh.p.,SpMin6_Bh.v.,SsNH2,Eig07_EA.dm.,S1K,SpMax7_Bh.e.,SpMax7_Bh.i.,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin7_Bh.p.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.v.,TIC2,VvdwZAZ,ATSC5s,SpMin6_Bh.e.,Chi1_EA.ed.,Eig09_EA.bo.,Eig10_EA.dm.,Eig11_EA.dm.,Eta_F,Eta_FL
7.543,13,13,7,367.801,8.549,2,2.69,2.67,0.0,220.615,7.207,7.0,15.814,2.318,0.906,22,2,1.027,20.454,117.152,6,4,1.956,21,3.647,3.559,12.828,165.0,286.257,1.912,0.38,6,6.109,0.759,0.33,294.71,294.71,250.194,163.894,5.371,163.894,0.5,0.589,16.4,3.472,1.595,1.847,1.842,10.882,1.119,41.751,3.53,3.592,3.489,3.528,1.74,1.446,1.387,1.629,517.623,682.7,335.625,1.646,10.094,2.71,0.248,0.135,71.31,12.897
4.262,3,3,1,56.529,0.768,0,1.174,0.91,0.5,66.96,5.791,4.848,16.199,0.295,0.086,3,0,0.152,18.301,98.848,1,0,0.0,18,2.214,1.79,15.062,37.0,103.377,0.0,0.0,1,4.668,0.07,0.67,69.56,69.56,123.984,91.561,4.574,91.561,0.75,0.0,12.483,3.301,1.409,1.683,1.707,0.0,0.0,26.555,3.356,3.429,3.217,3.291,1.573,1.23,1.154,1.489,281.834,459.27,41.14,1.476,6.545,1.323,0.0,0.0,15.696,4.033
4.262,4,4,0,14.249,2.005,0,-0.88,-1.061,1.0,4.288,4.19,1.871,2.194,-1.598,0.0,0,0,0.041,3.602,23.576,0,0,0.0,0,2.129,1.259,1.611,10.0,65.794,0.0,0.0,0,3.898,0.0,0.83,55.92,55.92,17.265,42.219,3.264,42.219,1.0,0.0,5.75,2.598,0.753,1.054,1.097,11.657,0.0,10.355,2.707,2.782,2.577,2.721,0.922,0.532,0.377,0.955,107.174,196.82,16.764,0.841,3.091,-0.122,0.0,0.0,15.752,4.962
4.253,2,2,0,11.307,0.259,0,1.143,0.986,1.0,39.881,4.86,2.121,3.043,-0.783,0.063,2,0,0.153,5.19,29.996,0,0,0.0,2,2.385,1.657,2.344,2.0,34.796,0.0,0.0,2,4.469,0.033,1.0,61.54,61.54,26.331,51.606,4.096,51.606,1.0,0.0,6.283,2.718,0.885,1.111,1.122,0.0,0.0,12.9,2.824,2.878,2.681,2.763,1.062,0.781,0.724,1.012,134.631,253.21,33.047,0.939,4.376,1.5,0.0,0.0,22.113,6.856
4.252,1,1,0,18.848,-0.326,0,1.034,0.774,1.0,43.361,5.23,2.646,3.543,-0.404,0.043,0,0,0.193,5.707,31.724,0,0,0.0,4,2.17,1.685,2.394,7.0,18.011,0.0,0.0,4,4.499,0.02,1.0,47.67,47.67,23.088,59.098,4.35,59.098,1.0,0.0,8.217,2.835,0.957,1.273,1.29,0.0,0.0,14.279,2.935,3.013,2.806,2.891,1.164,0.807,0.74,1.042,168.968,260.8,21.608,1.028,4.441,1.431,0.0,0.0,21.329,6.264
5.207,1,1,1,35.095,-0.32,0,-0.082,-0.339,1.0,0.0,5.082,2.121,3.203,-1.089,0.056,2,0,0.143,5.021,29.887,0,1,0.0,2,2.589,1.766,2.312,11.0,42.683,0.0,0.0,0,4.664,0.025,1.0,59.67,59.67,32.855,44.98,4.022,44.98,1.0,0.0,6.117,2.701,0.781,1.036,1.045,0.0,0.0,12.758,2.763,2.832,2.606,2.656,0.981,0.588,0.542,0.821,129.594,240.52,43.082,0.828,3.647,0.612,0.0,0.0,20.257,6.059
4.262,1,1,2,68.67,-0.291,0,0.158,-0.154,1.0,28.735,5.491,2.55,3.222,-1.146,0.101,1,0,0.151,5.058,32.135,0,0,0.227,2,2.765,1.888,2.292,18.0,42.683,0.0,0.0,1,4.514,0.037,1.0,72.19,72.19,37.473,52.691,3.844,52.691,1.0,0.0,6.35,2.715,0.821,1.063,1.107,0.0,0.0,13.376,2.852,2.925,2.624,2.672,1.062,0.531,0.495,0.81,128.955,251.09,70.884,0.886,3.771,1.477,0.0,0.0,22.099,6.309
4.325,2,2,1,38.688,0.137,0,1.112,0.958,1.0,57.155,5.488,3.606,4.112,-0.232,0.185,1,0,0.3,6.204,38.085,0,0,0.0,3,2.662,2.254,3.066,30.0,59.469,0.0,0.0,0,5.064,0.081,1.0,45.25,45.25,39.242,67.155,4.162,67.155,1.0,0.0,10.45,3.075,1.159,1.433,1.475,0.0,0.0,17.231,3.048,3.141,2.976,3.045,1.299,1.025,0.958,1.308,238.009,331.78,29.162,1.227,4.627,1.473,0.0,0.0,21.721,5.81
4.536,1,1,1,50.024,-0.363,0,1.978,1.5,1.0,63.412,6.035,3.464,7.839,0.835,0.412,1,0,0.533,10.828,56.419,0,0,0.86,8,3.182,2.65,5.441,46.0,31.672,0.86,0.0,1,4.913,0.346,0.67,69.36,94.66,60.141,100.481,4.852,100.481,0.75,0.12,12.21,3.051,1.16,1.523,1.54,0.0,0.393,24.613,3.249,3.315,3.138,3.223,1.485,1.117,1.029,1.415,265.48,440.27,54.305,1.221,6.049,1.986,0.0,0.0,36.333,8.879
4.262,2,2,0,22.576,0.173,0,0.945,0.618,1.0,53.223,5.366,3.082,4.754,-0.188,0.069,1,0,0.189,6.991,33.823,0,1,0.0,5,2.558,2.111,3.335,5.0,60.694,0.0,0.0,0,5.0,0.063,1.0,37.19,37.19,34.858,69.319,4.252,69.319,1.0,0.0,9.567,2.937,1.198,1.482,1.507,0.0,0.0,16.32,3.018,3.111,2.961,3.038,1.334,1.057,0.969,1.334,236.235,320.85,23.369,1.266,4.715,1.242,0.0,0.0,13.23,3.654
4.267,1,1,0,52.166,-0.409,0,2.059,1.937,1.0,53.055,6.072,3.808,9.304,1.553,0.336,0,0,0.348,13.058,61.868,2,1,0.8,8,3.216,2.976,7.062,18.0,18.011,0.8,0.0,1,5.215,0.239,0.83,57.58,85.82,74.074,114.19,4.978,114.19,0.75,0.0,13.076,3.33,1.418,1.638,1.649,0.0,0.0,27.788,3.368,3.445,3.223,3.28,1.582,1.214,1.158,1.429,312.793,513.98,72.649,1.468,7.468,2.202,0.0,0.0,40.064,9.564
4.964,2,2,0,16.433,0.337,0,1.0,0.87,1.0,50.815,5.031,2.739,4.737,-0.253,0.135,0,0,0.096,7.133,34.099,0,2,0.0,5,2.531,1.971,3.462,2.0,34.796,0.0,0.0,1,4.869,0.077,1.0,66.07,66.07,28.634,72.68,4.22,72.68,1.0,0.0,7.743,2.91,1.026,1.327,1.323,0.0,0.0,15.94,3.074,3.162,2.895,2.958,1.316,0.888,0.816,1.095,197.46,283.68,29.911,1.079,4.857,1.324,0.0,0.0,18.772,5.739
4.262,0,0,0,12.655,-0.704,0,0.527,-0.104,1.0,5.942,4.798,2.55,3.93,-0.981,0.145,0,0,0.142,5.86,32.424,0,0,0.0,3,2.488,1.781,2.929,11.0,0.0,0.0,0.0,0,4.572,0.066,1.0,51.77,51.77,22.556,58.265,4.011,58.265,1.0,0.0,6.943,2.724,0.821,1.062,1.107,0.0,0.0,14.083,2.854,2.925,2.788,2.873,1.053,0.793,0.723,0.988,139.812,249.23,21.635,0.886,3.875,1.0,0.0,0.0,18.615,5.979
5.612,3,3,1,40.849,1.372,0,-0.947,-1.241,1.0,47.059,4.98,3.0,3.975,-1.53,0.089,0,0,0.137,5.277,26.253,1,0,0.247,5,2.784,1.633,3.052,15.0,78.705,0.0,0.0,3,4.625,0.0,1.0,78.43,103.73,31.849,56.026,3.5,56.026,1.0,0.0,5.2,2.355,0.596,1.021,1.042,0.0,0.0,12.052,2.419,2.487,2.327,2.471,0.752,0.098,0.0,0.595,134.49,218.44,53.973,0.67,3.074,-0.69,0.0,0.0,6.529,1.877
4.262,3,3,0,28.564,0.957,0,0.991,0.23,1.0,31.737,5.146,3.082,4.721,-0.54,0.158,1,0,0.152,6.934,39.539,0,0,0.0,3,2.49,2.018,3.886,17.0,50.908,0.0,0.0,1,5.103,0.14,1.0,68.01,68.01,38.676,63.412,4.168,63.412,1.0,0.0,7.426,2.887,0.947,1.229,1.231,6.027,0.0,16.342,2.879,2.922,2.811,2.862,1.024,0.781,0.735,1.017,178.122,298.08,39.538,1.001,4.5,1.432,0.0,0.0,24.597,7.05
