pXC50,nCIR,LLS_02,TRS,nCIC,SssNH,ATSC5e,nR.Cs,Eig04_AEA.dm.,DELS,SpMax3_Bh.i.,X1A,CATS2D_04_DL,Eig02_AEA.bo.,C.003,nCrt,ATSC5s,Eig09_EA.bo.,Eig09_AEA.bo.,nHDon,MATS4e,N.067,nRNHR,Hy,MATS4s,ATS8e,CATS2D_03_DL,MATS1v,Eig09_EA.ed.,SM04_AEA.ri.,ATSC8v,H.050,SpMax3_Bh.m.,Eig08_AEA.bo.,Eig11_AEA.ri.,DLS_02,Eig10_EA,SM04_AEA.dm.,ATSC7p,Eig10_AEA.ri.,ATS7s,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,nCt,ATSC8p,CATS2D_05_DL,ATS4s,NssNH,ATSC7i,ATSC7e,Xindex,MPC10,Eig14_AEA.ed.,Eig11_EA.bo.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_04_DA,CATS2D_07_DD,Vindex,ATS5s,CATS2D_02_DL,Eig12_AEA.ed.,SM02_AEA.bo.,ATS6v
6.319,13,0.75,34,6,0.0,0.348,3,3.069,18.238,3.881,0.412,0,4.661,3,3,44.689,1.951,2.899,0,-0.094,0,0,-0.888,-0.043,4.906,0,0.057,4.08,4.08,17.082,0,3.767,3.046,2.087,0.67,1.34,1.34,14.885,2.33,5.821,1.325,3.364,3.364,3,11.753,0,6.119,0,1.816,0.251,0.27,6.082,3.178,1.443,3.711,5.711,3.711,0,0,0.178,6.153,0,3.573,5.103,4.255
9.097,10,0.88,23,4,0.0,0.72,3,2.848,32.431,3.827,0.427,4,4.603,4,4,107.985,1.63,2.637,2,-0.027,0,0,0.129,0.001,5.528,4,0.061,4.0,4.0,29.182,2,3.744,2.732,2.138,1.0,1.271,1.271,24.092,2.272,6.298,1.272,2.994,2.994,4,21.797,4,6.482,0,2.585,0.508,0.327,5.905,3.173,1.187,3.724,5.724,3.724,0,0,0.214,6.534,0,3.83,5.024,4.503
9.222,10,1.0,23,4,3.608,0.737,2,3.442,34.653,3.804,0.419,6,4.604,4,4,104.376,1.3,2.312,2,-0.047,1,1,0.176,-0.035,5.257,8,0.059,3.842,3.842,21.354,2,3.633,2.635,1.663,1.0,1.036,1.036,16.687,2.022,6.073,1.021,2.727,2.727,5,13.903,8,6.441,1,1.925,0.461,0.342,5.72,2.978,0.695,3.718,5.718,3.718,1,0,0.226,6.405,3,3.49,4.963,4.259
8.42,10,1.0,24,4,3.639,0.623,2,3.374,27.101,3.768,0.431,3,4.592,4,4,76.689,1.269,2.31,1,-0.034,1,1,-0.429,-0.018,5.211,4,0.039,3.006,3.006,20.465,1,3.585,2.614,1.668,1.0,0.948,0.948,17.888,1.957,6.09,0.95,2.195,2.195,4,13.57,3,6.365,1,2.109,0.435,0.348,5.7,2.788,0.701,3.713,5.713,3.713,1,0,0.231,6.408,3,3.379,4.92,4.37
8.854,10,1.0,23,4,6.967,0.638,1,3.378,28.656,3.806,0.418,8,4.624,4,4,85.76,1.272,2.296,2,0.002,1,1,0.141,0.016,5.295,7,0.06,3.148,3.148,22.622,2,3.617,2.652,1.687,1.0,1.032,1.032,17.471,2.021,6.036,1.015,2.835,2.835,5,14.983,6,6.39,2,2.012,0.405,0.342,5.765,3.057,0.706,3.724,5.724,3.724,1,1,0.225,6.384,7,3.367,4.963,4.29
8.745,10,1.0,23,4,3.236,0.597,4,3.067,27.095,3.8,0.418,5,4.602,4,4,85.856,1.274,2.397,2,0.061,0,0,0.157,0.058,5.175,3,0.064,3.071,3.071,20.644,2,3.611,2.697,1.609,1.0,0.941,0.941,15.566,1.933,5.961,0.929,2.608,2.608,5,13.662,4,6.288,1,1.814,0.374,0.342,5.666,2.946,0.73,3.714,5.714,3.714,1,0,0.226,6.276,6,3.176,4.949,4.176
10.0,10,1.0,23,4,0.0,0.525,2,3.339,25.633,3.768,0.422,0,4.599,5,4,71.725,1.252,2.36,0,0.023,0,0,-0.879,0.016,5.229,0,0.044,3.064,3.064,21.15,0,3.575,2.651,1.735,1.0,1.044,1.044,17.705,2.041,6.0,1.037,2.765,2.765,5,14.263,0,6.292,0,2.002,0.36,0.351,5.707,2.789,0.756,3.724,5.724,3.724,0,0,0.234,6.342,0,3.52,4.913,4.298
8.377,10,1.0,23,4,0.0,0.619,2,3.376,27.298,3.764,0.433,0,4.609,4,4,71.958,1.429,2.502,0,-0.036,0,0,-0.858,-0.022,5.555,0,0.018,3.276,3.276,29.255,0,3.578,2.668,1.867,1.0,1.091,1.091,23.764,2.092,6.304,1.089,2.592,2.592,4,19.48,0,6.389,0,2.696,0.523,0.346,5.892,3.067,0.94,3.725,5.725,3.725,0,0,0.23,6.457,0,3.522,4.977,4.555
6.745,10,1.0,23,4,3.775,0.68,1,3.375,28.604,3.771,0.432,5,4.633,4,4,83.911,1.314,2.331,1,-0.057,1,1,-0.439,-0.026,5.298,5,0.038,3.174,3.174,22.978,1,3.589,2.638,1.721,1.0,0.956,0.956,19.772,1.961,6.112,0.955,2.228,2.228,4,15.296,4,6.418,1,2.24,0.467,0.341,5.829,3.052,0.763,3.726,5.726,3.726,1,0,0.225,6.462,3,3.5,4.956,4.405
8.301,15,0.88,26,5,0.0,0.63,2,3.385,27.213,3.784,0.417,0,4.65,6,6,77.391,1.614,2.623,0,-0.04,0,0,-0.853,-0.034,5.305,0,0.038,4.622,4.622,23.259,0,3.609,2.791,1.744,1.0,1.01,1.01,20.025,2.019,6.107,1.015,2.469,2.469,6,15.412,0,6.377,0,2.277,0.46,0.31,6.105,3.349,0.833,3.815,5.815,3.815,0,0,0.206,6.425,0,3.739,5.017,4.423
10.0,12,0.63,34,6,3.611,0.695,2,3.581,39.416,3.924,0.421,8,4.627,4,5,113.143,2.173,3.047,2,-0.042,0,0,0.055,-0.033,5.553,8,0.082,5.024,5.024,33.643,2,3.826,3.236,2.301,0.5,1.598,1.598,24.086,2.599,6.408,1.599,4.524,4.524,5,24.009,4,6.53,1,2.671,0.595,0.235,6.08,3.618,1.612,3.722,5.722,3.722,0,0,0.151,6.574,5,4.003,5.27,4.598
9.569,11,0.63,29,5,5.709,1.622,2,3.42,62.179,3.902,0.42,7,4.597,4,4,260.243,1.974,2.889,2,0.038,0,0,0.177,0.031,5.217,9,0.067,4.516,4.516,20.009,2,3.789,2.975,2.41,0.67,1.536,1.536,16.378,2.442,6.19,1.432,4.491,4.491,4,16.089,4,6.57,2,2.111,0.695,0.273,5.905,3.531,1.658,3.716,5.716,3.716,0,0,0.176,6.698,5,3.991,5.179,4.305
10.0,11,0.63,29,5,6.962,0.686,2,3.454,34.462,3.912,0.419,13,4.593,4,4,92.686,2.118,3.1,2,0.049,1,1,0.089,0.03,5.307,8,0.063,5.32,5.32,26.516,2,3.8,3.15,2.292,0.67,1.593,1.593,19.12,2.584,6.25,1.569,4.515,4.515,4,18.937,6,6.47,2,2.066,0.639,0.271,5.903,3.531,1.622,3.714,5.714,3.714,1,1,0.174,6.489,6,4.018,5.179,4.437
10.0,12,0.63,35,6,7.146,0.667,2,3.454,33.562,3.919,0.421,13,4.596,4,4,93.726,2.268,3.14,2,0.032,1,1,0.009,0.023,5.541,9,0.069,5.325,5.325,33.755,2,3.803,3.298,2.585,0.5,1.747,1.747,21.566,2.742,6.387,1.738,4.515,4.515,4,23.906,8,6.551,2,2.619,0.556,0.23,6.059,3.954,1.856,3.714,5.714,3.714,1,1,0.147,6.583,6,4.327,5.333,4.586
10.0,12,0.63,35,6,7.194,0.697,2,3.538,36.659,3.933,0.419,13,4.596,4,4,99.656,2.368,3.288,2,0.043,1,1,-0.024,0.024,5.648,9,0.063,6.375,6.375,38.043,2,3.824,3.499,2.785,0.5,1.864,1.864,23.246,2.842,6.45,1.818,5.325,5.325,4,26.862,8,6.683,2,2.815,0.56,0.219,6.174,4.272,2.118,3.714,5.714,3.714,1,1,0.139,6.682,6,4.711,5.425,4.666
10.0,12,0.63,35,6,7.449,0.702,2,3.531,35.375,3.92,0.42,11,4.625,4,5,94.641,2.119,3.101,2,0.016,1,1,0.009,0.0,5.724,10,0.071,5.325,5.325,39.47,2,3.802,3.26,2.585,0.5,1.627,1.627,24.77,2.625,6.36,1.623,4.515,4.515,5,27.122,7,6.624,2,2.958,0.507,0.231,6.061,3.732,1.627,3.716,5.716,3.716,1,1,0.148,6.657,7,4.277,5.306,4.649
10.0,12,0.63,36,6,7.496,0.731,2,3.53,35.881,3.92,0.421,12,4.625,4,5,96.726,2.119,3.101,2,0.016,1,1,0.0,0.002,5.781,10,0.07,5.325,5.325,41.953,2,3.802,3.259,2.587,0.5,1.709,1.709,26.324,2.708,6.427,1.706,4.515,4.515,5,28.862,7,6.664,2,3.135,0.546,0.232,6.08,3.802,1.637,3.716,5.716,3.716,1,1,0.149,6.695,7,4.275,5.321,4.704
9.699,11,0.75,29,5,7.014,0.642,2,3.454,30.695,3.912,0.42,12,4.591,4,4,88.138,2.005,2.867,2,0.027,1,1,0.072,0.021,5.297,9,0.067,4.515,4.515,25.953,2,3.791,3.101,2.167,1.0,1.45,1.45,17.832,2.438,6.177,1.432,3.659,3.659,4,18.033,6,6.446,2,2.12,0.514,0.272,5.875,3.531,1.614,3.714,5.714,3.714,1,1,0.176,6.477,6,3.946,5.15,4.39
9.699,11,0.63,29,5,5.868,1.986,2,3.815,88.408,3.912,0.418,9,4.589,4,4,304.194,2.119,3.101,2,-0.018,1,1,0.189,-0.004,5.209,8,0.068,5.326,5.326,20.647,2,3.797,3.271,2.503,0.67,1.619,1.619,15.941,2.593,6.65,1.579,4.821,4.821,4,15.594,6,6.664,2,2.129,1.669,0.26,5.932,3.976,1.698,3.714,5.714,3.714,1,1,0.167,6.702,6,4.377,5.26,4.365
10.0,11,0.63,29,5,7.147,0.677,2,3.502,34.2,3.916,0.418,13,4.609,4,4,90.979,2.12,3.101,2,0.046,1,1,0.028,0.022,5.633,9,0.06,5.325,5.325,36.281,2,3.796,3.271,2.525,0.67,1.607,1.607,22.178,2.597,6.402,1.588,4.547,4.547,4,25.411,9,6.59,2,2.631,0.552,0.265,5.951,3.954,1.682,3.714,5.714,3.714,1,1,0.17,6.591,6,4.328,5.26,4.561
10.0,12,0.63,32,6,7.105,0.761,2,3.451,38.129,3.914,0.414,11,4.714,4,5,108.677,2.119,3.101,2,0.059,1,1,0.118,0.025,5.277,7,0.075,5.325,5.325,25.732,2,3.82,3.242,2.278,0.5,1.596,1.596,19.224,2.587,6.14,1.575,4.515,4.515,5,18.644,6,6.442,2,2.085,0.497,0.241,5.922,3.537,1.624,3.717,5.717,3.717,1,1,0.155,6.447,7,4.217,5.207,4.401
10.0,12,0.63,35,6,7.345,0.705,2,3.449,35.386,3.914,0.421,11,4.619,4,5,93.852,2.118,3.045,2,-0.012,1,1,0.066,-0.008,5.553,10,0.074,5.011,5.011,33.869,2,3.812,3.101,2.412,0.5,1.599,1.599,24.013,2.59,6.331,1.58,4.515,4.515,5,24.004,6,6.499,2,2.645,0.563,0.241,6.004,3.679,1.519,3.716,5.716,3.716,1,1,0.155,6.559,7,3.986,5.228,4.586
4.699,6,1.0,18,3,3.425,0.223,1,2.519,16.13,3.424,0.426,2,4.167,0,0,34.795,0.0,1.138,1,-0.134,1,1,-0.334,-0.141,2.884,5,0.056,0.0,0.0,2.006,1,3.398,1.632,0.216,0.83,-0.199,-0.199,3.889,0.674,4.704,-0.141,-0.478,-0.478,0,1.754,2,5.639,1,0.307,0.133,0.469,4.331,1.821,-0.88,3.63,5.63,3.63,1,0,0.325,5.54,3,2.191,4.57,3.149
6.914,10,1.0,23,4,3.225,0.553,4,3.256,25.586,3.8,0.42,4,4.311,3,3,82.283,1.247,2.318,1,0.054,0,0,-0.408,0.041,5.087,2,0.041,2.998,2.998,18.866,1,3.614,2.566,1.599,1.0,0.941,0.941,14.984,1.944,5.869,0.94,2.556,2.556,4,12.481,2,6.18,1,1.723,0.348,0.337,5.583,2.697,0.619,3.664,5.664,3.664,0,0,0.222,6.173,4,3.026,4.898,4.101
