pXC50,Eta_betaS_A,N.,Hy,Eig11_EA.dm.,GATS8v,ATSC7m,ATSC7v,JGI8,Eig12_EA.ed.,SM07_AEA.ri.,BIC0,SpMin5_Bh.i.,CATS2D_03_LL,ATSC5p,SpMax3_Bh.m.,Eig07_EA.bo.,GATS8p,ATSC1v,ATSC6p,Eta_FL,ATSC5v,P_VSA_i_4,P_VSA_LogP_7,ATS7i,SpMax5_Bh.v.,piPC04,SM04_EA.bo.,CATS2D_08_LL,X1Per,X1MulPer,piID,SpMax2_Bh.i.,Eig06_EA.bo.,ATS5p,Chi1_EA.bo.,Eig07_AEA.bo.,ATSC5i,Eta_beta,ATSC3p,ATS6s,SpMax6_Bh.v.,ATSC6v,P_VSA_s_3,Eig04_AEA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,piPC02,SM02_EA.bo.,Eig06_AEA.bo.,GATS8m,ATS5m,SpMax4_Bh.m.,ATS6e,ATS6v,piPC03,ATS1v,nCt,SpMax6_Bh.p.,X5Av,Eta_betaP,Psi_i_s,ICR,Eig08_AEA.bo.,SpMax6_Bh.m.,Eig12_EA.dm.,piPC01,SCBO,X1Kup
6.46,0.625,2.1,-0.823,0.0,1.203,27.756,15.047,0.006,2.0,2.0,0.25,1.366,10,14.983,3.729,1.862,1.009,6.456,14.38,5.317,17.368,3.124,270.735,5.043,2.918,5.155,6.815,7,6.835,8.292,8.509,3.919,1.908,4.26,11.112,2.781,1.625,28.5,12.338,5.864,2.877,17.763,14.446,3.56,2.176,2.176,4.078,4.762,2.871,0.807,4.13,3.728,4.925,4.008,4.62,3.496,0,2.899,0.043,13.5,48.972,2.289,2.5,2.883,0.0,3.555,34.0,8.63
4.301,0.669,6.5,-0.393,0.0,0.85,39.514,19.934,0.01,2.275,2.275,0.238,1.227,7,17.3,3.788,2.289,0.872,8.247,15.277,6.45,25.007,27.384,353.133,5.358,3.195,5.267,7.01,4,9.109,11.104,10.464,3.995,2.428,4.404,14.788,3.209,2.096,35.25,14.169,5.958,3.052,22.288,40.328,3.788,2.516,2.516,4.29,4.977,3.28,1.056,4.072,3.648,5.195,4.086,4.771,3.72,0,3.058,0.036,14.5,61.778,3.216,2.889,3.096,0.0,3.761,42.0,11.404
5.387,0.618,3.4,-0.776,0.0,1.058,6.658,4.018,0.018,-2.062,-2.062,0.307,0.821,6,5.058,3.733,1.5,1.154,2.558,4.613,5.299,5.187,3.124,117.711,3.87,2.735,5.07,6.827,4,4.678,5.684,8.989,3.896,1.97,3.34,7.77,2.5,0.631,27.25,6.034,5.212,2.715,4.556,24.127,3.476,2.394,2.394,3.989,4.673,2.842,1.6,3.472,3.389,3.885,3.187,4.564,3.162,0,2.735,0.027,15.5,46.25,2.379,2.429,2.687,0.0,3.401,29.0,5.858
6.27,0.625,1.9,-0.823,0.0,1.094,36.334,19.553,0.006,2.0,2.0,0.237,1.39,10,17.707,3.728,1.529,0.93,8.041,16.817,3.382,21.638,3.124,341.362,5.337,2.985,4.865,6.559,7,7.597,9.236,7.876,3.918,1.863,4.382,12.094,2.538,1.895,22.5,15.254,5.958,2.91,21.811,23.933,3.326,2.041,2.041,3.922,4.605,2.867,0.756,4.164,3.656,5.142,4.119,4.404,3.543,1,2.941,0.056,7.5,46.139,2.289,2.5,2.955,0.0,3.466,31.0,9.575
4.63,0.667,3.6,-0.807,-0.4,0.0,3.368,1.762,0.0,-5.441,-5.441,0.268,0.804,1,4.884,3.034,-0.558,0.0,3.926,3.275,2.325,7.201,0.0,176.567,3.407,2.57,4.175,6.013,0,3.774,4.487,6.093,3.779,0.722,3.13,5.57,0.515,0.559,12.0,6.261,4.234,2.245,4.889,12.624,2.327,0.927,0.927,3.305,3.98,1.811,0.0,2.501,2.634,3.684,2.235,3.723,2.814,0,2.278,0.048,4.0,22.5,1.459,0.0,2.241,-0.4,2.803,15.5,4.649
6.499,0.614,2.4,-0.851,0.0,0.779,31.652,13.737,0.018,-0.227,-0.227,0.25,1.18,21,12.042,3.686,1.878,0.614,5.404,12.699,4.936,15.711,3.124,243.158,4.93,3.094,5.341,6.969,0,6.208,7.541,10.008,3.853,2.015,4.154,9.778,2.788,1.359,26.5,10.141,5.597,2.91,15.383,65.512,3.432,2.3,2.3,4.107,4.792,2.873,0.766,3.936,3.269,4.736,3.878,4.72,3.413,0,2.941,0.034,13.0,44.0,2.191,2.542,2.866,0.0,3.512,32.5,7.864
6.2,0.603,4.5,-0.751,0.0,1.054,38.237,15.954,0.005,1.737,1.737,0.242,1.383,7,13.042,3.663,1.722,1.013,9.229,12.01,4.115,18.395,33.076,466.357,5.202,3.379,4.68,6.477,6,8.982,10.694,8.157,3.881,1.854,4.137,13.293,2.698,1.584,25.0,13.264,5.704,3.253,16.65,90.051,3.104,1.957,1.957,3.917,4.6,2.834,0.986,3.863,3.559,4.963,3.865,4.254,3.635,0,3.248,0.051,7.5,59.0,3.401,2.518,3.295,0.0,3.57,34.5,11.05
7.63,0.63,1.8,-0.83,0.0,1.157,39.441,21.219,0.008,2.075,2.075,0.229,1.409,10,19.664,3.774,1.529,0.996,8.696,18.402,3.519,24.356,0.0,376.675,5.415,3.043,4.895,6.663,7,8.098,9.788,7.965,3.981,2.002,4.468,12.583,2.54,2.093,23.25,16.976,6.031,2.984,23.701,23.933,3.392,2.126,2.126,3.98,4.663,2.913,0.804,4.232,3.656,5.224,4.195,4.44,3.587,1,3.006,0.058,7.5,47.639,2.284,2.5,2.998,0.0,3.497,32.0,10.175
6.65,0.63,1.8,-0.83,0.0,1.157,39.441,21.219,0.008,2.075,2.075,0.229,1.409,10,19.664,3.774,1.529,0.996,8.696,18.402,3.519,24.356,0.0,376.675,5.415,3.043,4.895,6.663,7,8.098,9.788,7.965,3.981,2.002,4.468,12.583,2.54,2.093,23.25,16.976,6.031,2.984,23.701,23.933,3.392,2.126,2.126,3.98,4.663,2.913,0.804,4.232,3.656,5.224,4.195,4.44,3.587,1,3.006,0.058,7.5,47.639,2.284,2.5,2.998,0.0,3.497,32.0,10.175
7.28,0.63,2.0,-0.83,0.0,1.269,30.852,16.616,0.008,2.075,2.075,0.241,1.391,10,17.238,3.792,1.908,1.08,7.185,16.136,5.454,20.523,0.0,306.049,5.139,3.041,5.178,6.897,7,7.335,8.844,8.579,3.982,2.037,4.357,11.601,2.781,1.852,29.25,14.122,5.946,2.918,19.864,14.446,3.63,2.271,2.271,4.127,4.812,2.979,0.86,4.2,3.729,5.025,4.092,4.649,3.542,0,2.937,0.046,13.5,50.472,2.284,2.5,2.987,0.0,3.584,35.0,9.23
5.482,0.606,2.0,-0.37,0.0,1.16,30.181,11.298,0.008,0.393,0.393,0.268,1.117,13,12.204,3.738,1.912,1.137,6.227,10.633,5.621,17.069,18.084,258.964,4.839,3.058,4.975,6.875,8,7.115,8.693,8.852,3.951,2.072,3.972,11.384,2.856,1.389,29.25,11.877,5.785,2.91,14.796,40.581,3.66,2.477,2.477,4.111,4.796,2.96,1.451,3.626,3.484,4.765,3.678,4.57,3.509,1,2.941,0.038,13.5,63.194,3.104,2.5,3.053,0.0,3.584,35.0,8.902
6.592,0.596,1.9,-0.874,0.0,1.042,26.747,13.089,0.007,0.791,0.791,0.218,1.36,16,12.243,3.673,1.68,1.009,7.303,10.943,6.117,16.888,3.124,317.82,4.971,3.246,5.006,6.756,13,7.603,9.137,9.033,3.949,2.114,4.061,11.134,2.659,1.457,30.5,11.6,5.894,3.056,14.773,32.727,3.437,2.308,2.308,4.078,4.762,2.95,1.066,3.81,3.443,4.906,3.846,4.549,3.542,1,3.045,0.033,15.0,53.5,2.83,2.507,3.104,0.0,3.611,36.0,9.381
4.355,0.661,2.9,-0.696,-0.4,0.0,11.457,4.604,0.0,-5.078,-5.078,0.292,0.808,0,8.115,3.067,-0.49,0.0,5.011,6.359,1.631,10.438,0.0,223.651,4.182,2.695,3.689,5.79,0,4.319,5.208,5.704,3.778,0.784,3.521,7.092,0.878,0.805,10.75,8.616,5.001,2.57,7.686,8.074,2.464,1.331,1.331,3.258,3.932,1.793,0.0,3.217,2.998,4.194,2.929,3.497,2.993,0,2.618,0.078,1.5,29.222,1.788,0.503,2.499,-0.4,2.833,16.0,5.553
7.372,0.604,2.1,-0.864,0.0,1.014,22.978,11.376,0.007,0.765,0.765,0.229,1.217,12,10.612,3.666,1.661,0.969,6.23,9.344,6.093,14.403,3.124,270.735,4.81,3.127,4.992,6.742,14,6.789,8.151,8.986,3.928,2.084,3.935,10.134,2.651,1.273,29.5,10.022,5.831,2.924,12.215,27.658,3.429,2.308,2.308,4.043,4.727,2.919,0.992,3.76,3.361,4.747,3.774,4.527,3.449,1,2.938,0.03,15.0,50.5,2.642,2.5,2.924,0.0,3.555,34.0,8.381
6.48,0.63,1.8,-0.83,0.0,1.157,39.441,21.219,0.008,2.075,2.075,0.229,1.409,10,19.664,3.774,1.529,0.996,8.696,18.402,3.519,24.356,0.0,376.675,5.415,3.043,4.895,6.663,7,8.098,9.788,7.965,3.981,2.002,4.468,12.583,2.54,2.093,23.25,16.976,6.031,2.984,23.701,23.933,3.392,2.126,2.126,3.98,4.663,2.913,0.804,4.232,3.656,5.224,4.195,4.44,3.587,1,3.006,0.058,7.5,47.639,2.284,2.5,2.998,0.0,3.497,32.0,10.175
6.564,0.604,2.1,-0.864,0.0,1.045,22.769,11.24,0.007,0.765,0.765,0.229,1.211,12,10.475,3.662,1.668,0.999,6.23,9.249,6.062,14.076,3.124,270.735,4.8,3.105,5.039,6.808,14,6.806,8.168,8.986,3.928,2.082,3.928,10.061,2.666,1.263,29.5,9.901,5.823,2.917,12.079,33.378,3.401,2.298,2.298,4.06,4.745,2.917,1.02,3.763,3.364,4.739,3.768,4.57,3.449,0,2.932,0.03,15.0,50.333,2.642,2.5,2.914,0.0,3.555,34.0,8.406
6.319,0.596,1.9,-0.874,0.0,1.014,26.747,13.089,0.007,0.791,0.791,0.218,1.36,16,12.107,3.669,1.719,0.981,7.303,10.79,6.087,16.586,3.124,317.82,4.971,3.251,5.051,6.822,13,7.62,9.155,9.033,3.949,2.113,4.056,11.061,2.696,1.447,30.5,11.488,5.886,3.028,14.533,38.447,3.408,2.298,2.298,4.094,4.779,2.949,1.041,3.813,3.442,4.893,3.843,4.59,3.542,0,3.022,0.033,15.0,53.333,2.83,2.5,3.072,0.0,3.611,36.0,9.406
6.9,0.596,4.9,-0.332,0.0,1.056,34.242,14.19,0.005,0.862,0.862,0.242,1.32,7,11.8,3.654,1.517,1.019,8.676,10.779,3.338,16.612,33.076,431.044,5.091,3.34,4.643,6.366,5,8.315,9.901,7.946,3.879,1.725,4.043,12.096,2.516,1.439,21.5,12.662,5.577,3.101,14.906,78.267,2.954,1.857,1.857,3.79,4.472,2.699,0.995,3.774,3.525,4.852,3.755,4.195,3.552,0,3.119,0.051,6.0,50.833,3.277,2.426,3.139,0.0,3.45,30.5,10.195
5.612,0.6,8.2,3.451,0.0,1.195,17.407,9.147,0.007,0.14,0.14,0.259,1.185,4,8.396,3.544,1.713,1.232,5.914,7.802,6.313,12.55,129.138,211.88,4.566,3.144,4.911,6.788,2,6.633,7.944,8.721,3.938,1.817,3.721,10.198,2.721,1.062,31.0,8.49,5.432,3.025,11.305,38.302,3.698,1.891,1.891,4.043,4.727,2.806,1.08,3.338,3.336,4.523,3.423,4.494,3.428,0,3.021,0.029,16.0,58.5,3.204,2.5,3.078,0.0,3.555,34.0,8.103
9.801,0.636,1.6,-0.382,0.0,1.161,47.604,19.856,0.007,2.276,2.276,0.247,1.414,2,18.099,3.946,2.115,1.163,8.233,17.181,6.707,21.53,0.0,380.375,5.328,3.388,5.346,7.111,8,9.378,11.452,9.354,3.956,2.575,4.38,15.315,2.95,2.001,37.0,17.223,6.085,3.195,20.03,98.326,3.76,2.93,2.93,4.369,5.056,3.464,1.225,4.311,3.815,5.162,4.207,4.871,3.782,2,3.16,0.045,16.0,69.75,3.037,2.896,3.347,0.0,3.85,46.0,11.798
5.44,0.654,3.2,-0.822,0.0,0.0,7.103,4.219,0.0,-4.983,-4.983,0.256,0.804,2,5.379,3.037,-0.515,0.0,4.421,4.006,2.377,7.936,0.0,211.88,3.93,2.57,4.305,6.176,0,4.089,4.844,6.296,3.816,0.768,3.246,5.981,0.574,0.626,12.5,6.789,4.462,2.565,6.011,18.072,2.399,1.105,1.105,3.409,4.086,1.851,0.0,2.676,2.845,3.89,2.659,3.826,2.902,0,2.598,0.045,4.0,24.167,1.826,0.381,2.499,-0.4,2.862,16.5,5.075
5.745,0.641,4.5,-0.284,0.0,0.975,35.17,15.436,0.012,0.0,0.0,0.289,1.112,3,9.029,3.655,1.612,0.98,5.612,10.758,4.125,11.413,66.015,235.422,5.222,3.064,4.761,6.591,4,6.48,7.923,7.655,3.926,1.748,3.896,11.107,2.581,1.586,22.25,9.141,5.849,2.764,14.053,27.531,3.491,2.341,2.341,3.882,4.564,2.706,1.126,4.017,3.342,4.818,3.902,4.341,3.364,1,2.775,0.029,7.5,62.917,2.225,2.296,2.782,0.0,3.401,29.0,8.005
3.7,0.68,8.2,-0.589,0.0,0.906,30.813,11.925,0.005,2.141,2.141,0.298,1.306,0,11.818,3.702,1.813,0.84,6.868,9.356,6.837,14.601,63.028,403.014,4.919,3.309,5.06,6.816,0,8.08,9.809,9.111,3.818,1.912,4.014,14.547,2.772,1.408,32.75,9.952,5.786,3.157,11.242,125.524,3.104,1.977,1.977,4.135,4.82,2.875,1.03,4.026,3.558,4.775,3.748,4.603,3.614,0,3.162,0.035,11.0,69.5,3.465,2.664,3.269,0.0,3.714,40.0,10.141
4.68,0.667,3.6,-0.807,-0.4,0.0,3.368,1.762,0.0,-5.441,-5.441,0.268,0.804,1,4.884,3.034,-0.558,0.0,3.926,3.275,2.325,7.201,0.0,176.567,3.407,2.57,4.175,6.013,0,3.774,4.487,6.093,3.779,0.722,3.13,5.57,0.515,0.559,12.0,6.261,4.234,2.245,4.889,12.624,2.327,0.927,0.927,3.305,3.98,1.811,0.0,2.501,2.634,3.684,2.235,3.723,2.814,0,2.278,0.048,4.0,22.5,1.459,0.0,2.241,-0.4,2.803,15.5,4.649
5.02,0.654,3.2,-0.822,0.0,0.0,7.103,4.219,0.0,-4.983,-4.983,0.256,0.804,2,5.379,3.037,-0.515,0.0,4.421,4.006,2.377,7.936,0.0,211.88,3.93,2.57,4.305,6.176,0,4.089,4.844,6.296,3.816,0.768,3.246,5.981,0.574,0.626,12.5,6.789,4.462,2.565,6.011,18.072,2.399,1.105,1.105,3.409,4.086,1.851,0.0,2.676,2.845,3.89,2.659,3.826,2.902,0,2.598,0.045,4.0,24.167,1.826,0.381,2.499,-0.4,2.862,16.5,5.075
5.5,0.667,3.6,-0.807,-0.4,0.0,3.368,1.762,0.0,-5.441,-5.441,0.268,0.804,1,4.884,3.034,-0.558,0.0,3.926,3.275,2.325,7.201,0.0,176.567,3.407,2.57,4.175,6.013,0,3.774,4.487,6.093,3.779,0.722,3.13,5.57,0.515,0.559,12.0,6.261,4.234,2.245,4.889,12.624,2.327,0.927,0.927,3.305,3.98,1.811,0.0,2.501,2.634,3.684,2.235,3.723,2.814,0,2.278,0.048,4.0,22.5,1.459,0.0,2.241,-0.4,2.803,15.5,4.649
6.615,0.63,1.8,-0.83,0.0,1.157,39.441,21.219,0.008,2.075,2.075,0.229,1.409,10,19.664,3.774,1.529,0.996,8.696,18.402,3.519,24.356,0.0,376.675,5.415,3.043,4.895,6.663,7,8.098,9.788,7.965,3.981,2.002,4.468,12.583,2.54,2.093,23.25,16.976,6.031,2.984,23.701,23.933,3.392,2.126,2.126,3.98,4.663,2.913,0.804,4.232,3.656,5.224,4.195,4.44,3.587,1,3.006,0.058,7.5,47.639,2.284,2.5,2.998,0.0,3.497,32.0,10.175
6.36,0.625,2.1,-0.836,0.0,1.077,20.064,10.21,0.008,1.141,1.141,0.246,1.381,12,10.172,3.755,2.263,1.071,6.081,8.72,6.096,14.033,18.084,258.964,4.702,3.103,5.448,7.171,8,7.299,8.861,10.526,3.945,2.476,3.875,11.314,3.015,1.215,31.75,10.624,5.749,2.955,11.483,45.299,3.797,2.76,2.76,4.273,4.959,3.215,1.101,3.639,3.458,4.578,3.715,4.872,3.522,0,2.988,0.028,15.5,59.0,2.988,2.523,2.919,0.0,3.664,38.0,9.071
5.33,0.654,3.2,-0.822,0.0,0.0,7.103,4.219,0.0,-4.983,-4.983,0.256,0.804,2,5.379,3.037,-0.515,0.0,4.421,4.006,2.377,7.936,0.0,211.88,3.93,2.57,4.305,6.176,0,4.089,4.844,6.296,3.816,0.768,3.246,5.981,0.574,0.626,12.5,6.789,4.462,2.565,6.011,18.072,2.399,1.105,1.105,3.409,4.086,1.851,0.0,2.676,2.845,3.89,2.659,3.826,2.902,0,2.598,0.045,4.0,24.167,1.826,0.381,2.499,-0.4,2.862,16.5,5.075
5.9,0.661,5.3,-0.636,0.0,0.93,27.59,10.606,0.006,1.469,1.469,0.283,1.303,0,9.783,3.588,1.691,0.885,6.912,8.106,5.621,13.609,33.076,372.188,4.794,3.257,4.671,6.468,0,7.306,8.884,8.107,3.746,1.839,3.877,12.793,2.672,1.206,26.0,9.116,5.674,3.113,10.671,92.26,3.104,1.951,1.951,3.897,4.58,2.815,0.991,3.876,3.5,4.706,3.631,4.24,3.499,0,3.117,0.036,7.5,63.5,3.369,2.461,3.195,0.0,3.541,33.5,9.164
6.415,0.63,2.0,-0.83,0.0,1.269,30.852,16.616,0.008,2.075,2.075,0.241,1.391,10,17.238,3.792,1.908,1.08,7.185,16.136,5.454,20.523,0.0,306.049,5.139,3.041,5.178,6.897,7,7.335,8.844,8.579,3.982,2.037,4.357,11.601,2.781,1.852,29.25,14.122,5.946,2.918,19.864,14.446,3.63,2.271,2.271,4.127,4.812,2.979,0.86,4.2,3.729,5.025,4.092,4.649,3.542,0,2.937,0.046,13.5,50.472,2.284,2.5,2.987,0.0,3.584,35.0,9.23
6.85,0.62,1.9,-0.815,0.0,1.126,35.358,18.33,0.012,-1.087,-1.087,0.236,1.27,10,16.072,3.676,1.528,0.956,7.961,16.815,3.567,19.933,0.0,353.133,5.325,2.992,4.776,6.57,1,7.212,8.612,7.559,3.907,1.927,4.324,11.144,2.537,1.75,21.75,15.254,5.94,2.91,21.851,18.864,3.37,2.062,2.062,3.882,4.564,2.897,0.772,4.11,3.656,5.147,4.066,4.287,3.484,1,2.941,0.059,7.5,45.306,2.298,2.5,2.962,0.0,3.401,29.0,9.046
7.266,0.625,5.0,-0.836,0.0,1.101,21.203,11.033,0.012,-1.12,-1.12,0.246,0.974,6,9.845,3.559,1.792,0.965,5.413,9.313,4.938,12.997,6.249,267.642,4.677,2.919,5.035,6.699,0,5.63,6.705,9.319,3.788,1.966,3.892,8.776,2.702,1.138,25.5,9.187,5.282,2.811,12.719,47.58,3.202,2.166,2.166,3.912,4.595,2.819,0.881,3.514,3.298,4.562,3.596,4.46,3.303,0,2.827,0.037,13.0,37.0,2.228,2.416,2.829,0.0,3.367,28.0,7.043
5.57,0.602,4.3,-0.896,0.0,1.193,28.65,16.312,0.012,-1.467,-1.467,0.209,1.232,20,11.666,3.537,1.932,1.199,6.502,11.475,5.223,16.933,19.91,270.735,5.14,3.115,5.153,6.834,3,6.402,7.61,9.225,3.889,2.047,4.098,9.347,2.819,1.46,26.75,9.777,5.616,2.837,16.83,22.674,3.224,2.161,2.161,4.025,4.71,2.901,1.163,3.69,3.349,4.854,3.909,4.58,3.405,1,2.863,0.032,13.5,41.167,2.431,2.5,2.804,0.0,3.466,31.0,7.967
5.534,0.667,4.9,-0.338,0.0,1.163,14.716,7.413,0.01,-1.055,-1.055,0.258,1.151,6,7.803,3.43,1.879,1.122,5.385,4.873,4.315,10.886,19.91,211.88,4.384,2.926,5.188,6.863,4,6.112,7.454,9.177,4.031,1.95,3.504,9.935,2.876,0.903,23.5,9.473,5.262,2.886,6.335,25.232,3.211,2.304,2.304,4.012,4.696,2.879,1.105,3.303,3.206,4.138,3.317,4.606,3.337,0,2.899,0.035,9.5,43.667,2.489,2.512,2.89,0.0,3.434,30.0,7.618
6.64,0.625,1.7,-0.446,0.0,1.109,33.758,18.933,0.009,1.779,1.779,0.21,1.452,13,15.722,3.679,1.562,1.045,8.522,14.959,4.435,21.77,0.0,364.904,5.275,3.104,5.154,6.883,9,8.338,10.03,8.769,3.99,2.011,4.349,12.475,2.554,1.851,26.25,15.199,5.872,3.037,21.151,33.931,3.572,2.229,2.229,4.107,4.792,2.886,1.205,4.013,3.626,5.107,4.111,4.631,3.598,2,3.057,0.039,10.0,49.917,2.431,2.5,3.031,0.0,3.57,34.5,10.3
7.92,0.625,1.7,-0.446,0.0,1.109,33.758,18.933,0.009,1.779,1.779,0.21,1.452,13,15.722,3.679,1.562,1.045,8.522,14.959,4.435,21.77,0.0,364.904,5.275,3.104,5.154,6.883,9,8.338,10.03,8.769,3.99,2.011,4.349,12.475,2.554,1.851,26.25,15.199,5.872,3.037,21.151,33.931,3.572,2.229,2.229,4.107,4.792,2.886,1.205,4.013,3.626,5.107,4.111,4.631,3.598,2,3.057,0.039,10.0,49.917,2.431,2.5,3.031,0.0,3.57,34.5,10.3
6.06,0.625,1.7,-0.446,0.0,1.109,33.758,18.933,0.009,1.779,1.779,0.21,1.452,13,15.722,3.679,1.562,1.045,8.522,14.959,4.435,21.77,0.0,364.904,5.275,3.104,5.154,6.883,9,8.338,10.03,8.769,3.99,2.011,4.349,12.475,2.554,1.851,26.25,15.199,5.872,3.037,21.151,33.931,3.572,2.229,2.229,4.107,4.792,2.886,1.205,4.013,3.626,5.107,4.111,4.631,3.598,2,3.057,0.039,10.0,49.917,2.431,2.5,3.031,0.0,3.57,34.5,10.3
6.33,0.62,1.9,-0.435,0.0,1.085,31.872,17.914,0.006,1.744,1.744,0.217,1.446,13,14.274,3.669,1.524,1.028,7.861,14.071,4.298,19.499,3.124,329.591,5.216,3.101,5.125,6.799,9,7.838,9.477,8.66,3.94,1.936,4.271,11.984,2.521,1.689,25.5,13.469,5.832,2.91,19.758,33.931,3.485,2.149,2.149,4.056,4.741,2.825,1.143,3.962,3.575,5.042,4.06,4.601,3.555,2,2.941,0.037,10.0,48.417,2.44,2.5,2.874,0.0,3.541,33.5,9.7
8.81,0.625,1.7,-0.446,0.0,1.109,33.758,18.933,0.009,1.779,1.779,0.21,1.452,13,15.722,3.679,1.562,1.045,8.522,14.959,4.435,21.77,0.0,364.904,5.275,3.104,5.154,6.883,9,8.338,10.03,8.769,3.99,2.011,4.349,12.475,2.554,1.851,26.25,15.199,5.872,3.037,21.151,33.931,3.572,2.229,2.229,4.107,4.792,2.886,1.205,4.013,3.626,5.107,4.111,4.631,3.598,2,3.057,0.039,10.0,49.917,2.431,2.5,3.031,0.0,3.57,34.5,10.3
7.81,0.62,1.8,-0.909,0.0,1.026,31.225,18.736,0.009,1.59,1.59,0.199,1.452,18,14.979,3.678,1.5,1.016,8.6,14.368,4.244,20.895,0.0,376.675,5.23,3.092,5.089,6.777,9,8.28,9.935,8.745,3.99,1.99,4.3,12.0,2.5,1.749,25.5,15.113,5.733,3.037,20.383,33.931,3.508,2.225,2.225,4.056,4.741,2.858,1.005,3.918,3.625,5.035,4.069,4.55,3.58,2,3.057,0.043,10.0,44.0,2.428,2.475,3.028,0.0,3.541,33.5,10.213
7.43,0.625,1.9,-0.446,0.0,1.117,26.923,15.151,0.009,1.779,1.779,0.219,1.436,13,13.606,3.729,1.908,1.037,6.994,12.58,6.371,17.98,0.0,294.278,5.018,3.053,5.374,7.074,9,7.573,9.086,9.277,3.991,2.073,4.236,11.49,2.781,1.616,32.25,12.58,5.771,3.03,17.331,24.444,3.736,2.662,2.662,4.238,4.924,2.934,1.243,3.98,3.642,4.903,4.007,4.807,3.554,1,3.037,0.029,16.0,52.75,2.431,2.5,3.028,0.0,3.651,37.5,9.355
7.94,0.625,1.7,-0.446,0.0,1.109,33.758,18.933,0.009,1.779,1.779,0.21,1.452,13,15.722,3.679,1.562,1.045,8.522,14.959,4.435,21.77,0.0,364.904,5.275,3.104,5.154,6.883,9,8.338,10.03,8.769,3.99,2.011,4.349,12.475,2.554,1.851,26.25,15.199,5.872,3.037,21.151,33.931,3.572,2.229,2.229,4.107,4.792,2.886,1.205,4.013,3.626,5.107,4.111,4.631,3.598,2,3.057,0.039,10.0,49.917,2.431,2.5,3.031,0.0,3.57,34.5,10.3
5.81,0.62,1.9,-0.435,0.0,1.085,31.872,17.914,0.006,1.744,1.744,0.217,1.446,13,14.274,3.669,1.524,1.028,7.861,14.071,4.298,19.499,3.124,329.591,5.216,3.101,5.125,6.799,9,7.838,9.477,8.66,3.94,1.936,4.271,11.984,2.521,1.689,25.5,13.469,5.832,2.91,19.758,33.931,3.485,2.149,2.149,4.056,4.741,2.825,1.143,3.962,3.575,5.042,4.06,4.601,3.555,2,2.941,0.037,10.0,48.417,2.44,2.5,2.874,0.0,3.541,33.5,9.7
8.48,0.62,1.9,-0.435,0.0,1.085,31.872,17.914,0.006,1.744,1.744,0.217,1.446,13,14.274,3.669,1.524,1.028,7.861,14.071,4.298,19.499,3.124,329.591,5.216,3.101,5.125,6.799,9,7.838,9.477,8.66,3.94,1.936,4.271,11.984,2.521,1.689,25.5,13.469,5.832,2.91,19.758,33.931,3.485,2.149,2.149,4.056,4.741,2.825,1.143,3.962,3.575,5.042,4.06,4.601,3.555,2,2.941,0.037,10.0,48.417,2.44,2.5,2.874,0.0,3.541,33.5,9.7
6.98,0.615,2.1,-0.905,0.0,1.023,23.028,13.948,0.006,1.574,1.574,0.214,1.43,18,11.093,3.729,1.908,1.012,6.368,10.963,6.063,14.701,3.124,270.735,4.888,3.025,5.285,6.909,9,7.005,8.433,9.161,3.941,1.944,4.094,10.508,2.781,1.32,30.75,10.63,5.579,2.877,15.137,24.444,3.636,2.335,2.335,4.147,4.832,2.838,0.994,3.828,3.578,4.747,3.904,4.704,3.489,1,2.899,0.029,16.0,45.333,2.44,2.5,2.874,0.0,3.597,35.5,8.663
7.56,0.62,1.9,-0.435,0.0,1.085,31.872,17.914,0.006,1.744,1.744,0.217,1.446,13,14.274,3.669,1.524,1.028,7.861,14.071,4.298,19.499,3.124,329.591,5.216,3.101,5.125,6.799,9,7.838,9.477,8.66,3.94,1.936,4.271,11.984,2.521,1.689,25.5,13.469,5.832,2.91,19.758,33.931,3.485,2.149,2.149,4.056,4.741,2.825,1.143,3.962,3.575,5.042,4.06,4.601,3.555,2,2.941,0.037,10.0,48.417,2.44,2.5,2.874,0.0,3.541,33.5,9.7
7.01,0.62,2.1,-0.435,0.0,1.106,24.826,14.014,0.006,1.744,1.744,0.226,1.43,13,11.909,3.729,1.908,1.034,6.261,11.587,6.233,15.335,3.124,258.964,4.941,3.042,5.351,7.006,9,7.074,8.534,9.179,3.941,1.945,4.148,10.999,2.781,1.428,31.5,10.791,5.727,2.877,15.75,24.444,3.641,2.483,2.483,4.193,4.879,2.841,1.189,3.927,3.58,4.823,3.949,4.782,3.509,1,2.899,0.027,16.0,51.25,2.44,2.5,2.874,0.0,3.624,36.5,8.755
7.26,0.615,1.9,-0.905,0.0,1.018,29.559,17.654,0.006,1.574,1.574,0.205,1.446,18,13.487,3.668,1.5,1.006,7.946,13.451,4.107,18.664,3.124,341.362,5.168,3.089,5.057,6.684,9,7.781,9.383,8.635,3.94,1.934,4.218,11.508,2.5,1.581,24.75,13.383,5.678,2.91,18.989,33.931,3.443,2.117,2.117,4.003,4.687,2.82,1.001,3.861,3.574,4.966,4.015,4.518,3.536,2,2.941,0.041,10.0,42.5,2.44,2.444,2.874,0.0,3.512,32.5,9.613
