pXC50,nPyrroles,SaaNH,Chi0_EA.dm.,SpMax2_Bh.i.,Chi1_EA.dm.,SpMin4_Bh.v.,P_VSA_LogP_6,NaaNH,SpMin4_Bh.p.,SpMax2_Bh.e.,SpMax1_Bh.e.,CATS2D_06_DL,Hy,D.Dtr09,H.050,nHDon,GMTI,N.073,SpMin3_Bh.v.,IC5,Eta_beta,C.025,SpMax1_Bh.p.,P_VSA_e_3,SaaaC,SpMax6_Bh.m.,Eig07_AEA.bo.,ATSC5p,SpMin3_Bh.p.,Eig07_EA.bo.,CATS2D_02_DL,XMOD,SpMax8_Bh.p.,X2sol,SpMin7_Bh.s.,SpMax8_Bh.m.,ATSC5m,Eig09_EA.ed.,SM04_AEA.ri.,SpMin7_Bh.m.,C.034,piPC09,piPC06,piPC07,ATS5i,CATS2D_04_DD,SpMAD_EA.ri.,piPC08,GATS4p,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e
5.2,1,3.384,12.06,3.874,15.404,1.447,4.901,1,1.462,3.837,4.167,1,0.361,41.359,2,2,3458.0,1,1.77,4.84,29.25,2,4.09,97.536,2.076,2.831,2.854,5.645,1.787,1.995,5,68.542,2.22,10.007,0.002,2.568,12.044,1.974,1.974,0.915,2,7.852,6.592,7.091,4.436,1,1.449,7.551,0.929,1.688,6.8,2.949,8.697,78.998,10.939,0.696,3.56,3.658,3.461,3.237,4.723,3.221,4.055,4.17,3.923,3.665,5.226,3.629,4.342
5.9,0,0.0,17.465,3.91,23.987,1.663,11.771,0,1.682,3.885,4.075,3,0.917,0.0,3,3,8513.0,1,1.862,5.154,41.5,3,4.003,52.807,0.0,3.087,3.173,9.091,1.868,2.359,3,86.948,2.735,12.896,0.169,2.689,22.914,3.268,3.268,1.151,0,7.905,6.548,7.034,4.844,0,1.474,7.47,0.99,1.701,9.286,2.888,8.339,105.583,9.329,0.581,3.871,3.959,3.616,3.502,5.17,3.505,4.316,4.418,4.018,3.897,5.649,3.888,4.599
5.2,0,0.0,18.125,3.925,25.696,1.663,11.771,0,1.682,3.897,4.079,4,0.882,0.0,3,3,8513.0,1,1.875,5.164,41.25,4,4.005,52.807,0.0,3.039,3.173,10.253,1.883,2.359,3,83.773,2.735,12.525,0.218,2.689,23.872,3.268,3.268,1.181,0,7.905,6.548,7.034,4.981,0,1.501,7.47,0.995,1.556,9.286,2.71,7.341,105.819,8.254,0.581,3.923,4.023,3.569,3.529,5.184,3.525,4.38,4.507,3.951,3.919,5.65,3.905,4.644
5.8,1,0.0,24.978,4.138,28.135,1.876,47.679,0,1.878,4.094,4.214,3,-0.348,244.348,1,1,22366.0,2,2.013,5.533,49.0,3,4.116,44.23,1.955,3.396,3.443,13.894,2.012,2.726,2,116.67,2.941,16.717,0.682,3.049,37.857,5.331,5.331,1.513,2,8.614,7.196,7.729,5.416,0,1.498,8.238,0.927,1.676,12.763,3.133,9.813,138.257,8.136,0.455,4.286,4.399,3.939,3.83,5.403,3.838,4.868,5.033,4.368,4.288,5.996,4.278,5.159
5.1,0,0.0,13.583,3.946,13.633,1.794,3.686,0,1.753,3.919,4.048,1,-0.405,0.0,1,1,10711.0,0,1.93,5.254,41.75,4,4.023,51.582,0.0,3.139,3.195,9.43,1.923,2.444,2,90.743,2.735,13.151,0.326,2.792,25.648,2.808,2.808,1.277,1,7.581,6.4,6.821,4.827,0,1.436,7.214,1.126,1.503,11.0,5.629,31.689,118.509,7.991,0.719,3.996,4.103,3.675,3.673,5.121,3.614,4.478,4.629,4.054,4.044,5.575,3.961,4.681
5.2,0,0.0,22.161,3.985,30.547,1.675,7.962,0,1.652,3.953,4.105,7,1.629,128.878,4,4,11717.0,0,1.886,4.879,41.5,5,4.098,102.49,1.753,3.067,3.232,10.005,1.904,2.481,5,90.085,2.738,13.879,0.318,2.852,28.647,4.565,4.565,1.289,1,7.635,6.585,6.96,4.981,0,1.439,7.436,1.079,1.605,12.0,4.094,16.762,119.498,8.071,0.688,4.013,4.134,3.689,3.632,5.172,3.589,4.49,4.652,4.097,4.026,5.635,3.957,4.67
6.8,0,0.0,29.592,3.898,39.265,1.806,11.418,0,1.793,3.867,3.968,4,0.972,0.0,3,3,11830.0,0,1.873,5.426,40.0,0,3.858,100.652,0.0,3.298,3.063,10.316,1.863,2.181,2,99.822,2.786,13.125,0.408,3.078,33.931,3.236,3.236,1.274,0,6.377,5.982,6.154,5.122,0,1.307,6.352,0.928,1.808,12.387,2.663,7.09,111.663,8.451,0.364,4.089,4.189,3.738,3.538,5.289,3.562,4.619,4.769,4.072,3.883,5.805,3.88,4.888
5.2,0,2.979,14.148,3.972,21.718,1.598,6.42,1,1.645,3.936,4.127,7,0.898,113.514,3,3,9226.0,1,1.896,5.17,38.75,4,4.046,69.348,2.077,2.976,3.048,7.385,1.895,2.322,6,78.468,2.735,11.445,0.273,2.693,20.871,2.587,2.587,1.222,1,7.393,6.373,6.794,4.789,0,1.46,7.231,1.099,1.475,11.269,4.171,17.4,102.684,7.782,0.759,3.893,4.015,3.504,3.497,5.055,3.478,4.356,4.503,3.846,3.877,5.509,3.834,4.579
5.0,2,3.093,16.375,4.12,17.207,1.799,38.591,1,1.792,4.079,4.156,1,0.304,206.551,2,2,8592.0,2,1.854,5.17,35.25,2,4.041,51.398,1.74,2.953,3.199,6.914,1.856,2.354,5,82.673,2.75,11.866,0.342,2.736,20.691,4.072,4.072,1.263,3,7.785,6.687,7.118,4.771,0,1.436,7.595,0.944,1.737,10.667,3.998,15.98,99.425,8.053,0.667,3.969,4.075,3.595,3.442,5.155,3.465,4.486,4.641,3.993,3.812,5.66,3.837,4.673
5.187,0,0.0,18.149,3.942,18.596,1.729,4.815,0,1.695,3.923,4.082,2,1.084,0.0,3,3,6838.0,0,1.793,4.833,33.25,1,4.094,67.693,0.0,3.095,2.83,7.426,1.75,1.879,2,86.067,2.659,12.975,0.161,2.709,24.029,2.102,2.102,1.18,0,5.972,5.806,5.868,4.757,0,1.377,5.597,1.112,1.896,11.08,2.215,4.905,96.404,8.928,0.462,3.86,3.953,3.708,3.432,5.022,3.389,4.375,4.512,3.98,3.764,5.771,3.722,4.591
5.3,0,0.0,18.249,3.957,17.182,1.695,4.815,0,1.66,3.936,4.077,1,2.672,0.0,5,5,7003.0,0,1.739,5.083,36.75,2,4.065,130.044,0.0,3.07,2.942,7.25,1.717,1.981,3,86.824,2.599,12.77,0.114,2.753,24.915,2.332,2.332,1.153,0,6.016,5.883,6.118,4.877,0,1.413,5.876,1.33,1.866,9.808,0.732,0.535,96.924,8.731,0.444,3.869,3.97,3.699,3.403,5.124,3.389,4.355,4.489,3.935,3.729,5.869,3.71,4.57
5.187,0,0.0,29.502,3.96,40.237,1.788,7.143,0,1.745,3.934,4.095,5,0.972,0.0,3,3,11140.0,0,1.826,5.095,41.75,2,4.096,98.753,0.0,3.167,3.395,10.822,1.799,2.564,4,101.984,2.85,15.262,0.533,2.889,35.262,4.298,4.298,1.455,0,6.177,6.199,6.297,5.163,1,1.373,6.467,1.103,1.782,11.355,1.912,3.658,115.081,8.155,0.375,4.1,4.194,3.847,3.595,5.306,3.577,4.625,4.775,4.114,3.916,5.957,3.905,4.807
5.0,0,3.015,11.017,3.967,9.41,1.761,2.757,1,1.772,3.932,4.123,3,0.872,112.937,3,3,10189.0,1,1.866,5.232,37.25,4,4.034,83.009,2.076,2.932,2.968,8.953,1.87,2.167,3,81.725,2.735,11.767,0.249,2.687,23.926,3.019,3.019,1.231,1,7.491,6.345,6.814,4.916,0,1.445,7.251,1.002,1.447,11.889,3.212,10.318,107.094,7.316,0.733,3.988,4.113,3.548,3.566,5.096,3.538,4.486,4.649,3.875,3.946,5.513,3.897,4.722
5.2,0,0.0,18.095,3.909,22.268,1.537,0.0,0,1.572,3.883,4.109,3,-0.284,62.546,1,1,4947.0,2,1.708,4.765,33.0,2,3.989,18.44,0.0,2.89,2.995,5.944,1.693,2.164,0,72.35,2.534,10.802,0.169,2.687,15.54,2.341,2.341,1.087,0,7.775,6.486,6.94,4.59,0,1.494,7.368,0.918,1.722,8.087,3.896,15.176,87.838,9.308,0.654,3.711,3.802,3.468,3.327,4.949,3.325,4.183,4.302,3.895,3.725,5.394,3.722,4.429
5.3,0,0.0,13.45,3.905,18.948,1.595,0.0,0,1.575,3.864,4.163,2,-0.222,0.0,1,1,3387.0,0,1.858,4.885,26.0,2,4.144,36.315,1.584,2.863,2.455,8.503,1.843,1.439,1,68.6,2.418,10.056,0.208,2.485,29.829,1.734,1.734,1.022,0,6.956,6.018,6.411,4.795,0,1.421,6.699,1.258,1.708,7.1,0.713,0.509,78.321,7.876,0.5,3.721,3.828,3.536,3.305,4.699,3.248,4.303,4.473,3.816,3.711,5.53,3.631,4.599
5.0,0,0.0,28.462,3.98,46.697,1.781,34.147,0,1.726,3.977,4.045,4,1.032,0.0,3,3,11502.0,0,1.887,5.015,38.0,2,3.973,85.998,0.0,3.118,3.166,9.377,1.902,2.337,3,100.154,2.753,14.002,0.53,2.866,35.038,3.838,3.838,1.324,0,6.767,5.979,6.19,5.176,1,1.418,6.475,1.095,1.968,12.033,1.658,2.749,109.44,8.657,0.375,4.056,4.16,3.858,3.537,5.251,3.538,4.617,4.777,4.158,3.908,5.995,3.907,4.88
6.131,0,0.0,23.154,3.926,34.898,1.595,4.227,0,1.608,3.902,4.041,1,-0.302,0.0,1,1,10610.0,1,1.885,5.103,41.5,2,3.963,54.706,0.0,3.378,3.232,8.87,1.878,2.481,2,98.239,2.839,13.961,0.241,3.038,26.674,3.353,3.353,1.175,0,7.684,6.41,6.799,4.826,0,1.387,7.269,0.872,1.798,11.517,5.639,31.799,120.773,9.853,0.563,3.925,4.019,3.771,3.606,5.109,3.562,4.407,4.542,4.162,3.993,5.588,3.932,4.606
5.2,0,3.088,22.157,3.938,24.611,1.77,49.947,1,1.782,3.891,4.137,2,-0.363,122.176,1,1,18978.0,1,1.82,5.349,39.75,5,4.074,39.575,0.0,3.259,3.402,13.445,1.829,2.494,2,109.355,2.941,15.283,0.709,3.032,40.969,3.671,3.671,1.513,2,8.128,6.737,7.239,5.253,0,1.416,7.71,0.899,1.606,16.118,3.853,14.843,138.642,7.688,0.421,4.233,4.344,3.873,3.795,5.281,3.759,4.805,4.983,4.211,4.198,5.777,4.145,4.944
5.0,0,0.0,43.255,3.996,67.105,1.886,0.0,0,1.894,3.964,4.089,6,2.065,0.0,5,5,35820.0,1,2.024,5.615,58.0,4,4.013,90.054,0.0,3.481,3.688,20.151,2.023,2.951,9,129.695,2.954,19.332,0.825,3.054,53.336,5.609,5.609,1.569,0,8.02,6.765,7.201,5.693,0,1.468,7.587,1.091,1.515,17.395,4.639,21.52,168.424,7.407,0.5,4.458,4.577,4.019,4.0,5.565,3.985,4.993,5.153,4.408,4.416,6.056,4.385,5.283
5.2,0,0.0,23.167,3.944,32.931,1.707,4.227,0,1.71,3.901,4.005,2,1.697,0.0,4,4,11025.0,0,1.965,5.223,35.0,1,3.902,108.16,0.0,3.314,2.919,10.954,1.968,2.096,3,94.205,2.867,12.476,0.641,2.924,37.756,2.769,2.769,1.513,0,6.444,5.686,5.867,5.28,1,1.38,6.006,1.05,1.648,12.241,3.741,13.997,122.016,7.309,0.387,4.124,4.264,3.702,3.643,5.199,3.588,4.674,4.867,4.0,4.052,5.756,3.953,4.965
5.2,0,0.0,17.311,3.967,24.218,1.589,19.121,0,1.615,3.933,4.106,6,1.661,118.128,4,4,10041.0,0,1.916,5.164,40.0,4,4.112,85.704,2.081,3.022,3.165,9.136,1.915,2.381,5,85.262,2.735,12.533,0.218,2.766,25.907,2.689,2.689,1.209,1,7.561,6.463,6.868,4.822,0,1.435,7.339,1.125,1.596,11.852,4.031,16.251,110.81,8.322,0.733,3.915,4.029,3.622,3.567,5.091,3.523,4.371,4.508,3.985,3.954,5.546,3.882,4.587
5.2,0,0.0,16.486,3.946,22.737,1.561,19.121,0,1.589,3.917,4.105,6,1.698,118.128,4,4,10041.0,0,1.914,5.154,40.25,3,4.112,85.704,2.058,3.226,3.165,8.761,1.91,2.381,5,88.437,2.735,12.941,0.167,2.768,24.982,2.689,2.689,1.181,1,7.561,6.463,6.868,4.719,0,1.407,7.339,1.154,1.748,11.852,4.209,17.719,110.574,9.403,0.733,3.863,3.966,3.666,3.541,5.075,3.502,4.306,4.42,4.05,3.933,5.548,3.865,4.539
5.438,0,0.0,41.54,3.992,63.371,1.885,0.0,0,1.893,3.957,4.08,4,2.111,0.0,5,5,33350.0,1,2.01,5.659,57.0,4,4.005,90.054,0.0,3.393,3.58,16.912,2.01,2.868,9,125.13,2.954,18.119,0.728,3.054,44.927,5.038,5.038,1.567,0,7.953,6.709,7.139,5.526,0,1.444,7.536,1.135,1.542,17.561,3.76,14.135,159.348,7.634,0.522,4.388,4.504,3.977,3.933,5.513,3.926,4.913,5.064,4.342,4.334,6.008,4.309,5.19
6.3,0,2.894,21.251,3.989,40.027,1.593,6.371,1,1.64,3.955,4.101,5,1.773,106.35,4,4,8730.0,3,1.86,5.322,40.0,2,3.989,102.919,1.914,2.954,3.034,5.506,1.878,2.301,8,79.908,2.589,11.453,0.223,2.692,17.174,2.622,2.622,1.184,1,7.284,6.286,6.678,4.643,2,1.429,7.107,1.076,1.675,10.462,3.46,11.97,96.728,8.659,0.759,3.84,3.955,3.525,3.376,5.115,3.401,4.271,4.403,3.875,3.738,5.63,3.744,4.48
6.2,0,3.154,24.866,3.904,29.046,1.804,2.757,1,1.781,3.87,4.126,1,-0.361,110.516,1,1,15952.0,1,1.956,5.272,40.0,4,4.042,84.295,0.0,3.136,3.104,11.251,1.957,2.182,2,96.121,2.927,13.239,0.718,2.866,32.946,3.112,3.112,1.458,1,7.889,6.554,7.065,5.205,0,1.419,7.478,1.072,1.526,14.968,3.785,14.322,119.477,7.42,0.486,4.137,4.254,3.717,3.678,5.201,3.664,4.708,4.88,4.05,4.083,5.674,4.048,4.933
5.2,0,0.0,20.429,3.98,27.095,1.729,23.708,0,1.759,3.946,4.136,6,1.663,127.39,4,4,11695.0,1,1.896,5.179,42.0,4,4.027,104.144,1.664,3.048,3.358,7.628,1.906,2.641,4,87.629,2.764,12.521,0.234,2.786,24.539,3.639,3.639,1.343,1,7.644,6.534,6.963,4.965,0,1.459,7.402,1.208,1.659,12.0,3.225,10.398,110.654,8.135,0.688,3.993,4.122,3.627,3.529,5.222,3.534,4.466,4.63,4.004,3.909,5.7,3.901,4.676
5.2,0,0.0,20.473,3.974,29.218,1.729,8.748,0,1.759,3.937,4.136,6,1.662,122.041,4,4,10800.0,1,1.896,5.179,41.25,4,4.027,104.144,1.741,3.015,3.204,7.605,1.906,2.459,5,84.298,2.764,12.521,0.234,2.782,24.739,3.262,3.262,1.343,1,7.628,6.51,6.951,4.957,0,1.463,7.393,1.212,1.539,11.929,3.019,9.115,110.437,7.76,0.71,3.984,4.116,3.586,3.53,5.165,3.523,4.454,4.623,3.947,3.911,5.619,3.885,4.656
5.3,0,0.0,12.669,3.865,13.141,1.374,2.328,0,1.408,3.836,4.137,5,0.378,76.405,2,2,3626.0,1,1.831,4.04,28.25,2,4.002,84.908,1.509,2.858,2.572,5.492,1.829,1.605,1,64.552,2.618,10.45,0.218,2.499,16.76,2.275,2.275,1.181,0,7.597,6.53,6.939,4.646,0,1.463,7.374,0.699,1.582,7.333,3.296,10.86,86.005,8.157,0.696,3.72,3.854,3.368,3.275,4.862,3.251,4.226,4.412,3.803,3.671,5.316,3.64,4.453
5.3,0,2.926,6.516,3.614,9.786,1.308,2.328,1,1.239,3.516,4.065,0,-0.002,37.585,1,1,750.0,1,1.561,3.559,17.75,0,3.865,70.266,1.58,2.182,0.828,1.911,1.574,-0.793,0,37.287,0.808,5.194,0.0,0.926,7.695,-2.429,-2.429,0.159,0,5.195,5.523,5.809,3.831,0,1.383,5.998,0.818,1.545,4.25,0.327,0.107,46.36,7.772,0.769,3.194,3.347,2.81,2.577,4.364,2.613,3.676,3.915,3.119,2.908,4.774,2.933,3.652
5.3,0,0.0,29.523,3.972,42.357,1.766,23.892,0,1.762,3.94,4.015,7,2.431,0.0,5,5,16765.0,0,1.924,5.269,46.0,2,3.912,137.286,0.0,3.265,3.314,8.111,1.955,2.558,4,100.784,2.735,12.754,0.218,2.78,23.878,4.324,4.324,1.181,0,7.237,6.305,6.583,5.028,1,1.404,6.88,1.121,1.856,13.576,3.544,12.556,116.173,9.189,0.5,4.06,4.181,3.769,3.544,5.363,3.592,4.57,4.718,4.218,3.916,6.283,3.953,4.813
5.2,0,3.143,22.72,3.944,29.273,1.758,15.998,1,1.753,3.898,4.048,7,0.915,0.0,3,3,15060.0,1,1.845,5.469,47.75,3,3.95,151.009,0.0,3.385,3.397,7.754,1.846,2.693,2,102.967,2.832,14.603,0.283,3.053,20.548,3.402,3.402,1.233,0,7.487,6.481,6.834,4.877,0,1.366,7.178,0.838,1.661,13.563,4.476,20.037,127.573,9.308,0.657,4.031,4.15,3.783,3.618,5.253,3.614,4.506,4.669,4.157,3.988,5.692,3.96,4.719
6.5,0,0.0,28.198,3.898,37.762,1.715,11.418,0,1.72,3.867,3.967,5,0.999,0.0,3,3,10659.0,0,1.866,5.364,39.5,0,3.856,100.652,0.0,3.289,3.061,9.887,1.856,2.181,1,96.822,2.786,12.771,0.271,3.066,31.927,3.012,3.012,1.205,0,6.344,5.974,6.141,5.084,0,1.307,6.336,0.998,1.836,11.667,2.6,6.762,106.798,8.678,0.375,4.039,4.136,3.71,3.485,5.262,3.517,4.562,4.705,4.049,3.826,5.777,3.835,4.824
5.3,0,2.814,35.407,3.985,51.895,1.809,22.373,1,1.82,3.943,4.08,3,2.256,0.0,5,5,33629.0,2,1.962,5.854,52.0,1,3.973,106.043,1.408,3.431,3.466,14.015,1.951,2.655,7,134.371,3.144,19.072,0.549,3.198,45.536,5.211,5.211,1.523,1,7.6,6.434,6.806,5.47,1,1.387,7.222,1.009,1.851,19.146,2.961,8.766,151.061,8.161,0.5,4.386,4.503,4.125,3.858,5.541,3.853,4.921,5.078,4.379,4.197,6.34,4.181,5.136
5.2,0,2.686,15.19,3.91,18.855,1.732,29.92,1,1.77,3.878,4.1,2,0.365,107.254,2,2,7733.0,1,1.834,4.925,33.0,2,3.962,87.787,0.744,2.898,2.939,6.19,1.847,2.136,3,80.03,2.618,10.398,0.323,2.725,21.498,3.154,3.154,1.268,0,7.627,6.4,6.903,4.778,0,1.419,7.356,0.829,1.776,10.923,2.367,5.602,92.456,8.191,0.571,3.904,4.038,3.534,3.37,5.139,3.388,4.418,4.608,3.885,3.731,5.627,3.739,4.632
5.2,0,0.0,20.975,3.92,26.694,1.569,0.0,0,1.574,3.892,4.063,4,0.917,0.0,3,3,8277.0,0,1.89,5.361,34.5,3,3.98,3.124,0.0,3.115,3.087,11.916,1.891,2.17,5,87.177,2.784,13.073,0.38,2.886,34.357,3.565,3.565,1.176,0,7.422,6.353,6.695,5.122,1,1.445,7.089,0.994,1.621,9.179,3.058,9.351,107.239,8.372,0.387,3.998,4.081,3.643,3.551,5.185,3.547,4.526,4.657,4.068,3.981,5.672,3.964,4.86
5.3,0,0.0,19.76,3.96,20.266,1.73,4.815,0,1.698,3.94,4.082,1,1.05,0.0,3,3,7547.0,0,1.795,4.88,36.75,2,4.095,98.753,0.0,3.043,3.112,7.151,1.753,2.023,3,86.473,2.703,12.855,0.184,2.725,22.106,2.275,2.275,1.181,0,6.076,5.96,6.131,4.812,0,1.396,5.815,1.09,1.811,11.192,1.429,2.043,97.336,8.51,0.444,3.879,3.975,3.689,3.445,5.1,3.412,4.383,4.523,3.928,3.767,5.786,3.735,4.602
5.822,0,0.0,24.517,3.894,32.475,1.643,6.604,0,1.615,3.849,3.952,2,0.365,0.0,2,2,7519.0,0,1.884,4.953,35.5,0,3.853,103.776,0.0,3.12,2.947,7.251,1.876,1.962,1,81.634,2.618,11.689,0.321,2.699,23.654,2.275,2.275,1.259,0,5.827,5.621,5.761,4.798,0,1.338,5.887,0.872,1.765,11.538,2.232,4.984,97.562,8.33,0.444,3.899,4.024,3.543,3.369,5.122,3.374,4.396,4.586,3.881,3.692,5.585,3.682,4.604
5.0,0,0.0,20.975,3.92,26.694,1.569,0.0,0,1.574,3.892,4.063,4,0.917,0.0,3,3,8277.0,0,1.89,5.361,34.5,3,3.98,3.124,0.0,3.115,3.087,11.916,1.891,2.17,5,87.177,2.784,13.073,0.38,2.886,34.357,3.565,3.565,1.176,0,7.422,6.353,6.695,5.122,1,1.445,7.089,0.994,1.621,9.179,3.058,9.351,107.239,8.372,0.387,3.998,4.081,3.643,3.551,5.185,3.547,4.526,4.657,4.068,3.981,5.672,3.964,4.86
5.5,0,0.0,25.741,3.947,33.9,1.903,4.656,0,1.895,3.887,4.106,1,0.162,0.0,2,2,16562.0,1,1.988,5.373,39.75,1,3.988,88.277,0.0,3.402,3.143,13.257,1.979,2.243,4,111.879,2.941,15.793,0.825,3.158,42.043,3.714,3.714,1.513,1,7.899,6.595,7.055,5.416,0,1.392,7.512,0.789,1.487,11.029,7.07,49.989,144.886,7.443,0.436,4.317,4.453,3.891,3.877,5.256,3.826,4.916,5.115,4.283,4.313,5.804,4.225,5.236
5.15,0,3.367,9.425,3.927,10.192,1.597,26.299,1,1.636,3.913,4.096,0,0.891,117.324,3,3,10909.0,1,1.914,5.225,44.0,3,3.989,83.254,0.0,3.12,2.998,7.627,1.912,2.177,2,89.073,2.723,12.9,0.218,2.705,20.227,3.112,3.112,1.212,1,8.151,6.697,7.21,4.841,0,1.485,7.665,1.021,1.606,10.207,3.447,11.883,105.223,8.543,0.697,3.957,4.051,3.643,3.535,5.176,3.553,4.434,4.545,4.02,3.915,5.695,3.921,4.594
5.6,0,0.0,5.957,3.89,5.327,1.517,11.771,0,1.503,3.864,4.108,0,-0.709,66.194,0,0,2885.0,1,1.527,4.352,26.25,2,3.973,80.567,0.812,2.691,2.5,5.396,1.527,1.5,0,63.621,2.108,8.482,0.0,2.461,21.549,0.76,0.76,0.902,0,7.355,6.23,6.719,4.252,0,1.386,7.12,0.945,1.733,8.389,2.733,7.47,72.677,10.863,0.8,3.478,3.574,3.379,3.089,4.66,3.078,3.945,4.081,3.79,3.454,5.081,3.431,4.051
5.0,0,2.599,24.567,3.915,37.709,1.643,11.771,1,1.7,3.886,3.994,5,1.855,0.0,4,4,6986.0,1,1.718,4.726,30.0,1,3.894,87.358,0.0,3.18,2.715,6.457,1.741,1.79,5,82.127,2.633,11.489,0.234,2.866,25.159,2.412,2.412,1.193,0,6.074,5.5,5.63,4.704,3,1.388,5.878,0.957,1.842,10.12,1.599,2.557,95.872,9.102,0.407,3.859,3.982,3.576,3.39,5.015,3.383,4.388,4.548,3.967,3.795,5.554,3.756,4.68
5.0,1,3.312,34.756,4.047,41.308,1.834,5.513,1,1.84,4.033,4.157,5,0.137,190.395,2,2,33014.0,1,1.912,5.624,52.0,4,4.15,41.045,0.0,3.613,3.545,19.039,1.918,2.648,7,141.861,3.019,21.84,0.908,3.309,60.205,5.282,5.282,1.762,2,7.849,6.678,7.08,5.596,0,1.455,7.5,1.016,1.709,15.419,5.69,32.372,171.59,8.333,0.354,4.444,4.548,4.198,4.062,5.463,4.009,5.04,5.2,4.583,4.506,6.166,4.438,5.321
5.2,0,0.0,13.942,3.943,21.654,1.452,2.328,0,1.498,3.897,4.12,2,-0.198,91.324,1,1,5954.0,1,1.495,4.479,30.0,2,3.953,69.164,0.543,2.771,2.843,4.292,1.536,1.973,3,70.537,2.215,9.043,0.074,2.404,13.777,2.275,2.275,0.995,0,7.662,6.445,6.94,4.481,0,1.444,7.379,0.927,1.758,9.348,3.664,13.427,81.975,9.123,0.615,3.729,3.847,3.455,3.24,4.942,3.277,4.253,4.407,3.884,3.562,5.994,3.595,4.371
5.8,0,0.0,36.264,3.962,58.098,1.804,4.227,0,1.814,3.932,4.01,3,0.892,0.0,3,3,15772.0,2,1.892,5.349,44.25,1,3.897,90.728,0.0,3.303,2.967,11.221,1.91,2.144,4,105.184,2.907,14.252,0.573,2.968,34.581,3.851,3.851,1.513,0,7.242,6.187,6.534,5.235,2,1.364,6.895,1.102,1.713,13.182,3.918,15.348,128.203,8.086,0.5,4.174,4.293,3.805,3.656,5.306,3.661,4.698,4.87,4.153,4.02,5.807,4.006,4.895
5.2,0,0.0,10.664,3.852,12.133,1.242,0.0,0,1.265,3.822,4.048,5,1.096,0.0,3,3,2821.0,0,1.614,4.574,27.25,2,3.99,50.908,0.0,2.687,2.561,5.562,1.629,1.5,3,59.438,2.361,8.798,0.0,2.563,13.112,0.446,0.446,1.036,0,6.899,6.023,6.389,4.413,0,1.451,6.699,0.954,1.618,6.368,2.199,4.835,76.305,9.024,0.571,3.523,3.626,3.248,3.192,4.744,3.169,3.969,4.08,3.646,3.586,5.195,3.543,4.242
5.0,1,3.069,39.545,4.04,63.795,1.875,30.958,1,1.881,4.007,4.121,7,1.504,315.729,4,4,22951.0,3,1.896,5.602,52.25,3,3.984,110.637,1.171,3.353,3.507,10.99,1.919,2.793,7,119.794,2.954,16.689,0.605,3.067,40.42,5.308,5.308,1.636,0,7.977,6.778,7.204,5.413,4,1.428,7.675,1.043,1.705,13.282,3.582,12.832,146.018,7.833,0.512,4.338,4.466,3.94,3.803,5.502,3.818,4.868,5.055,4.32,4.196,6.012,4.197,5.056
5.2,0,0.0,16.893,3.742,25.798,1.358,17.288,0,1.446,3.736,4.064,2,-0.146,52.217,1,1,2594.0,1,1.546,4.505,25.5,2,3.952,22.721,0.0,2.807,2.412,5.103,1.604,1.386,1,61.341,1.971,8.381,0.0,2.162,8.921,0.524,0.524,0.699,0,7.112,6.141,6.478,4.343,0,1.45,6.821,1.071,2.023,6.211,3.229,10.428,66.431,10.469,0.524,3.488,3.554,3.312,3.022,4.835,3.067,3.976,4.083,3.76,3.421,5.351,3.466,4.2
5.7,0,0.0,26.266,3.978,28.948,1.633,3.503,0,1.664,3.955,4.14,1,-0.262,139.8,1,1,14502.0,1,1.715,5.199,43.0,2,4.047,18.685,1.208,3.171,3.276,12.268,1.742,2.506,0,105.955,2.878,13.588,0.549,3.055,34.528,3.575,3.575,1.365,2,7.974,6.744,7.201,5.116,0,1.396,7.643,1.245,1.925,11.818,5.287,27.951,114.465,9.57,0.583,4.065,4.133,3.851,3.591,5.353,3.617,4.59,4.698,4.316,3.959,6.286,3.986,4.668
5.721,0,0.0,39.73,3.95,67.244,1.757,23.843,0,1.753,3.93,4.006,3,0.928,0.0,3,3,16879.0,2,1.877,4.995,47.0,0,3.856,104.389,0.0,3.144,3.355,9.389,1.911,2.604,3,105.445,2.874,14.645,0.562,2.979,30.993,5.276,5.276,1.541,0,7.442,6.338,6.661,5.17,2,1.382,7.076,1.05,1.811,13.294,3.881,15.065,120.223,8.255,0.486,4.181,4.287,3.819,3.59,5.41,3.639,4.696,4.852,4.212,3.93,5.928,3.987,4.871
5.398,0,0.0,26.988,4.062,41.389,1.824,6.984,0,1.846,4.07,4.133,2,0.94,134.204,3,3,13259.0,3,1.894,5.329,44.5,2,4.071,104.437,2.015,3.109,3.334,11.492,1.903,2.622,2,100.934,2.887,15.954,0.571,2.878,37.021,4.851,4.851,1.517,1,7.598,6.552,7.005,5.255,0,1.466,7.374,1.344,1.719,11.968,3.864,14.932,122.737,8.103,0.647,4.104,4.224,3.876,3.648,5.22,3.62,4.618,4.794,4.174,4.016,5.962,3.99,4.786
