pXC50,O.059,nROR,SpDiam_EA.ed.,ATS6s,Eig01_AEA.ed.,SpMax_AEA.ed.,nBnz,Mi,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,SpDiam_EA.bo.,Chi1_EA.bo.,ATS8m,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_betaS,SpMin6_Bh.i.,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.bo.,Eig14_AEA.ri.,CATS2D_02_AA,Chi0_EA.ri.,SpMaxA_EA.ri.,SpMin5_Bh.m.,SpMin6_Bh.e.,Eig15_AEA.ri.,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,C.,X1Per,IDM,X1Kup,CID,X1,SpMin6_Bh.p.,IVDM,Psi_i_0,Eig15_EA,SM09_AEA.dm.,RDSQ,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig15_EA.bo.,SpMaxA_AEA.ed.,S0K,HDcpx,X1Mad,MPC01,MWC01,nBO,SRW02,SM15_EA.ed.,SM14_EA.ed.,Eig14_AEA.ed.,BID,SpMaxA_AEA.bo.,nN.C.N.,SpMaxA_AEA.ri.,P_VSA_MR_5,ATS7m,GMTI,ATSC7m,SM13_EA.ed.,CATS2D_06_LL,LPRS,Psi_i_1,MPC07,Xu,IDDM,Eig06_EA.ri.,nSK,MPC08,P_VSA_e_3,Eig09_EA.ed.,SM04_AEA.ri.,ATS7v,Psi_e_0,SMTI,nRNHR,Eig11_EA.ed.,SM06_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,Eig11_AEA.ri.,SpAD_EA.ri.,SpDiam_AEA.ri.,X0,VvdwZAZ,CATS2D_05_LL,ATS7p,SpMin5_Bh.e.,X0sol,Psi_e_1,GGI10,GGI6,SpMax7_Bh.p.,N.067,Eig11_AEA.bo.,ATSC8s,C.027,SpMaxA_EA.bo.,CATS2D_08_AA,Eig11_AEA.ed.,IC4,S1K,SpMax7_Bh.v.,MWC10,N.074,ON0,MW,ATSC6i,TWC,ATS6v,Eig06_EA.ed.,SM15_AEA.dm.,Eig11_EA.bo.,IC5,piPC06,Eig01_AEA.dm.,SpMax_AEA.dm.,SpMin3_Bh.s.,D.Dtr06,TIC3,Eig09_AEA.dm.,SpDiam_AEA.dm.
8.77,0,0,21.706,6.774,7.671,7.671,3,1.131,13.645,13.645,13.645,3.528,3.528,5.528,3.528,7.881,22.561,4.953,4.453,4.453,35.5,1.587,35.717,35.717,35.717,35.717,35.717,31.644,2.563,5,36.736,0.055,1.908,1.619,2.488,4.881,4.881,4.881,40.4,13.771,10.202,17.178,4.703,25.532,1.821,5.649,37.434,1.538,1.538,630.457,29.033,29.033,29.033,29.033,29.033,1.772,0.13,291.58,1.873,23.557,4.094,4.094,59,4.779,39.338,36.748,4.759,3.992,0.084,0,0.075,35.473,4.896,53657.0,56.232,34.158,12,320.905,31.369,5.784,44.387,5.691,2.562,53,6.011,91.45,6.672,6.672,4.783,20.062,50273.0,0,6.025,6.025,4.768,4.768,2.916,84.584,5.54,37.277,630.97,12,4.817,1.673,36.657,9.064,0.666,1.898,3.438,0,3.375,173.724,0,0.083,3,5.158,5.927,36.81,3.441,12.923,0,27.25,740.94,3.133,13.431,4.744,7.594,7.594,2.701,5.927,7.413,4.727,4.727,1.187,755.197,550.357,2.587,6.727
9.0,0,0,19.309,5.799,6.921,6.921,1,1.13,11.688,11.688,11.688,3.302,3.302,5.302,3.302,7.802,11.307,3.642,4.271,4.271,16.5,1.082,18.033,18.033,18.033,18.033,18.033,16.283,0.897,1,18.277,0.11,1.613,1.153,0.398,4.802,4.802,4.802,41.2,7.775,8.141,9.588,4.004,12.707,1.395,4.637,19.056,-0.561,-0.561,232.575,14.196,14.196,14.196,14.196,14.196,-0.729,0.239,118.211,1.7,12.37,3.401,3.401,29,4.078,36.921,34.48,2.678,3.306,0.164,0,0.147,78.172,3.806,7188.0,30.809,32.03,12,124.098,16.281,5.024,24.456,4.67,1.738,26,5.187,84.295,2.757,2.757,4.006,9.626,6903.0,0,1.931,1.931,4.015,4.015,1.777,42.207,5.324,18.096,323.6,8,4.147,1.438,18.096,4.102,0.041,0.692,2.941,0,2.008,42.489,1,0.166,2,3.247,5.015,17.157,2.91,12.191,1,13.0,347.51,1.632,12.702,4.046,4.877,4.877,1.0,5.015,6.868,4.058,4.058,1.041,178.763,250.274,1.209,6.058
6.745,0,0,18.982,5.626,6.87,6.87,0,1.143,11.457,11.457,11.457,3.249,3.249,5.249,3.249,7.633,8.639,3.123,4.218,4.218,13.5,1.105,14.491,14.491,14.491,14.491,14.491,13.25,0.186,2,14.925,0.143,1.561,1.174,-0.377,4.633,4.633,4.633,34.9,6.022,7.51,7.355,3.763,10.223,1.401,4.311,14.898,-1.354,-1.354,155.426,10.712,10.712,10.712,10.712,10.712,-1.523,0.312,92.239,1.64,9.706,3.135,3.135,22,3.807,36.619,34.195,1.807,3.104,0.213,0,0.192,61.935,3.348,3549.0,21.948,31.761,4,93.475,11.507,4.419,20.467,4.353,1.378,21,4.407,53.236,1.16,1.16,3.516,7.772,3762.0,0,-0.146,-0.146,3.625,3.625,0.884,30.125,5.267,15.242,269.92,2,3.64,1.211,15.242,3.125,0.0,0.532,2.639,0,1.168,43.854,2,0.211,0,2.43,4.862,15.772,2.681,11.753,0,11.5,290.41,0.995,12.271,3.596,3.202,3.202,-0.089,4.862,6.166,3.695,3.695,0.977,54.723,209.065,0.774,5.695
8.796,0,0,18.984,6.076,6.871,6.871,1,1.136,11.458,11.458,11.458,3.25,3.25,5.25,3.25,7.633,14.536,4.242,4.221,4.221,22.75,1.304,23.223,23.223,23.223,23.223,23.223,21.075,1.681,2,23.865,0.085,1.814,1.36,1.431,4.633,4.633,4.633,38.1,9.123,8.884,11.318,4.253,16.512,1.641,5.016,24.071,0.53,0.53,310.886,18.08,18.08,18.08,18.08,18.08,0.603,0.186,172.974,1.763,15.466,3.638,3.638,37,4.317,36.649,34.234,3.239,3.56,0.126,0,0.114,69.679,4.141,17147.0,30.842,31.81,4,183.445,19.567,4.852,31.71,5.053,2.043,34,4.956,74.371,3.759,3.759,4.098,12.614,16451.0,0,2.809,2.809,3.889,3.889,2.174,51.904,5.277,24.079,425.44,4,4.17,1.561,24.579,5.33,0.25,0.675,3.117,0,2.414,92.699,2,0.125,2,3.759,5.572,24.613,3.109,12.197,0,17.667,485.04,1.622,12.728,4.068,6.515,6.515,1.379,5.572,6.421,3.73,3.73,1.153,206.682,347.059,1.742,5.73
8.745,1,1,18.985,5.956,6.871,6.871,1,1.134,11.459,11.459,11.459,3.25,3.25,5.25,3.25,7.633,13.348,4.165,4.222,4.222,20.75,1.221,21.309,21.309,21.309,21.309,21.309,19.291,1.437,1,21.994,0.093,1.7,1.279,1.333,4.633,4.633,4.633,38.6,8.249,8.63,10.252,4.166,15.101,1.563,4.888,21.978,0.374,0.374,279.913,16.619,16.619,16.619,16.619,16.619,0.416,0.202,151.58,1.742,14.092,3.555,3.555,34,4.234,36.638,34.219,2.978,3.472,0.138,0,0.124,64.401,4.105,12764.0,26.579,31.791,4,160.693,17.919,4.844,29.072,4.92,2.028,31,4.956,71.247,3.718,3.718,4.042,11.482,12227.0,0,2.457,2.457,3.889,3.889,1.957,47.193,5.285,21.794,382.48,5,4.101,1.445,22.294,4.854,0.194,0.701,2.99,0,2.284,53.883,2,0.136,0,3.451,5.456,22.028,2.982,12.141,0,15.833,443.98,1.432,12.67,3.998,6.496,6.496,1.249,5.456,6.417,3.61,3.61,1.098,183.246,310.965,1.643,5.61
7.229,0,0,21.638,6.471,7.669,7.669,2,1.133,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,17.495,4.556,4.445,4.445,27.75,1.355,26.667,26.667,26.667,26.667,26.667,24.3,1.967,7,27.641,0.073,1.777,1.407,1.965,4.77,4.77,4.77,37.5,10.161,9.372,12.766,4.415,19.133,1.645,5.226,28.087,1.0,1.0,424.188,21.526,21.526,21.526,21.526,21.526,1.15,0.174,202.877,1.806,17.299,3.807,3.807,44,4.489,39.303,36.712,3.771,3.718,0.112,0,0.101,59.036,4.552,24015.0,46.139,34.121,1,222.669,23.342,5.421,35.408,5.289,2.259,40,5.602,44.463,5.939,5.939,4.428,15.23,22968.0,0,3.836,3.836,4.26,4.26,2.313,63.265,5.521,28.604,492.01,2,4.469,1.483,28.854,6.93,0.37,1.456,3.174,0,2.656,115.707,0,0.108,6,4.273,5.434,28.426,3.173,12.674,0,21.417,568.72,2.214,13.181,4.425,7.176,7.176,1.625,5.434,6.688,4.726,4.726,1.148,510.134,388.46,2.339,6.726
5.266,0,0,19.786,5.789,6.982,6.982,1,1.128,11.786,11.786,11.786,3.343,3.343,5.343,3.343,7.269,10.286,3.529,4.293,4.293,16.0,1.09,15.853,15.853,15.853,15.853,15.853,14.422,0.295,4,16.392,0.122,1.521,1.167,0.096,4.269,4.269,4.269,38.6,6.169,7.906,7.758,3.902,11.435,1.406,4.478,16.88,-0.873,-0.873,204.484,12.712,12.712,12.712,12.712,12.712,-1.0,0.269,108.039,1.677,10.505,3.296,3.296,26,3.97,37.105,34.664,2.356,3.23,0.178,0,0.165,50.203,3.752,5225.0,25.633,32.206,1,111.018,13.75,4.828,22.676,4.556,1.761,24,4.934,39.82,2.555,2.555,3.677,8.921,5284.0,0,0.703,0.703,3.822,3.822,1.27,37.734,5.367,17.43,305.39,0,3.813,1.226,17.784,3.816,0.025,0.782,2.752,0,1.709,56.599,0,0.164,0,2.948,4.8,17.057,2.755,12.162,0,13.333,344.48,1.305,12.668,3.789,4.974,4.974,0.517,4.8,6.145,4.357,4.357,0.845,133.471,209.195,1.66,6.357
7.699,0,0,21.638,6.416,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,15.701,4.351,4.445,4.445,24.25,1.354,22.78,22.78,22.78,22.78,22.78,21.137,1.809,7,23.576,0.085,1.759,1.404,1.581,4.77,4.77,4.77,34.3,9.22,8.995,11.583,4.273,16.539,1.637,5.014,24.748,0.583,0.583,351.58,18.632,18.632,18.632,18.632,18.632,0.738,0.202,168.77,1.774,14.863,3.664,3.664,38,4.344,39.302,36.712,3.414,3.589,0.13,0,0.117,76.686,4.36,15495.0,47.225,34.12,1,185.761,20.658,5.268,31.488,5.1,2.217,35,5.407,44.463,4.977,4.977,4.279,13.39,15207.0,0,2.993,2.993,4.259,4.259,2.061,55.151,5.521,25.491,445.2,2,4.359,1.483,25.741,6.108,0.321,1.335,3.168,0,2.553,114.483,0,0.126,4,4.029,5.204,25.797,3.171,12.577,0,19.583,504.68,2.045,13.08,4.322,6.742,6.742,1.564,5.204,6.537,4.726,4.726,1.149,335.089,348.654,2.095,6.726
5.0,0,0,19.782,5.757,6.981,6.981,1,1.135,11.782,11.782,11.782,3.342,3.342,5.342,3.342,7.267,9.859,3.211,4.292,4.292,15.75,0.891,14.983,14.983,14.983,14.983,14.983,13.499,0.173,5,15.277,0.127,1.42,0.946,0.0,4.267,4.267,4.267,39.0,5.881,7.781,7.247,3.86,10.897,1.239,4.413,15.843,-1.0,-1.0,193.157,12.275,12.275,12.275,12.275,12.275,-1.121,0.279,102.042,1.665,10.402,3.258,3.258,25,3.932,37.074,34.631,2.0,3.19,0.185,0,0.172,45.118,3.531,4684.0,18.315,32.172,1,104.617,12.972,4.779,21.844,4.495,1.758,23,4.868,39.82,2.555,2.555,3.543,8.555,4724.0,0,0.485,0.485,3.806,3.806,1.237,36.967,5.366,16.723,278.37,0,3.613,1.187,16.723,3.747,0.025,0.727,2.744,0,1.708,101.923,0,0.171,0,2.948,4.766,15.716,2.742,12.129,0,12.833,314.38,1.078,12.635,3.665,4.96,4.96,0.282,4.766,6.108,3.976,3.976,0.848,126.405,193.395,1.478,5.976
8.523,0,0,21.639,6.53,7.669,7.669,1,1.137,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,17.167,4.502,4.445,4.445,25.25,1.476,25.065,25.065,25.065,25.065,25.065,23.421,1.963,7,25.7,0.079,1.759,1.498,1.809,4.77,4.77,4.77,34.7,10.47,9.227,13.059,4.354,18.077,1.705,5.14,27.057,0.872,0.872,387.133,20.098,20.098,20.098,20.098,20.098,1.0,0.187,191.421,1.794,16.439,3.738,3.738,41,4.419,39.302,36.712,3.454,3.668,0.12,0,0.108,79.489,4.495,19702.0,54.94,34.12,9,208.12,22.792,5.347,33.902,5.214,2.295,38,5.485,41.338,4.977,4.977,4.405,14.563,19424.0,0,3.026,3.026,4.259,4.259,2.281,59.315,5.522,27.612,494.89,8,4.496,1.601,27.862,6.635,0.395,1.477,3.189,0,2.554,182.014,0,0.116,4,4.029,5.442,28.715,3.221,12.606,0,21.083,547.75,2.313,13.112,4.435,7.145,7.145,1.564,5.442,6.554,4.726,4.726,1.198,375.177,408.142,2.106,6.726
7.032,0,0,21.638,6.462,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,16.719,4.478,4.445,4.445,25.25,1.427,23.772,23.772,23.772,23.772,23.772,22.128,1.809,7,24.469,0.081,1.759,1.428,1.608,4.77,4.77,4.77,34.2,9.926,9.165,12.439,4.325,17.395,1.642,5.09,26.321,0.652,0.652,377.428,19.65,19.65,19.65,19.65,19.65,0.774,0.192,180.75,1.789,15.741,3.714,3.714,40,4.394,39.302,36.712,3.671,3.643,0.123,0,0.111,85.511,4.457,17829.0,52.38,34.12,5,199.851,22.013,5.308,32.958,5.179,2.222,37,5.46,44.463,5.041,5.041,4.405,14.158,17563.0,0,3.809,3.809,4.259,4.259,2.288,58.532,5.521,27.068,479.8,6,4.495,1.601,27.318,6.426,0.461,1.457,3.178,0,2.65,124.114,0,0.119,4,4.26,5.224,27.741,3.207,12.597,0,20.917,532.74,2.23,13.102,4.422,6.743,6.743,1.618,5.224,6.554,4.726,4.726,1.217,361.053,369.328,2.205,6.726
5.0,0,0,19.782,5.764,6.981,6.981,1,1.141,11.782,11.782,11.782,3.342,3.342,5.342,3.342,7.267,9.859,3.23,4.292,4.292,15.75,0.89,14.983,14.983,14.983,14.983,14.983,13.499,0.168,5,15.295,0.127,1.42,0.945,0.0,4.267,4.267,4.267,40.0,5.843,7.781,7.202,3.86,10.897,1.239,4.413,15.788,-1.0,-1.0,193.157,12.275,12.275,12.275,12.275,12.275,-1.121,0.279,102.042,1.665,10.358,3.258,3.258,25,3.932,37.074,34.631,2.0,3.19,0.185,0,0.172,45.118,3.559,4684.0,17.8,32.172,1,104.617,12.929,4.779,21.844,4.495,1.745,23,4.868,39.82,2.555,2.555,3.522,8.591,4724.0,0,0.485,0.485,3.806,3.806,1.237,36.837,5.366,16.723,275.65,0,3.584,1.187,15.853,3.798,0.025,0.727,2.733,0,1.708,117.236,0,0.171,0,2.948,4.715,15.691,2.732,12.129,0,12.833,316.37,1.113,12.635,3.644,4.96,4.96,0.282,4.715,6.108,3.976,3.976,0.848,126.405,186.612,1.485,5.976
7.0,0,0,21.638,6.37,7.669,7.669,1,1.138,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,15.445,4.356,4.444,4.444,24.25,1.354,23.203,23.203,23.203,23.203,23.203,21.43,1.809,7,24.007,0.085,1.75,1.405,1.67,4.77,4.77,4.77,35.4,9.034,8.993,11.337,4.275,16.683,1.636,5.023,24.568,0.673,0.673,349.416,18.598,18.598,18.598,18.598,18.598,0.906,0.202,173.525,1.774,15.003,3.664,3.664,38,4.344,39.3,36.709,3.321,3.589,0.13,0,0.117,61.57,4.372,15639.0,44.447,34.117,1,186.039,20.379,5.257,31.553,5.098,2.215,35,5.398,44.463,3.839,3.839,4.26,13.366,15341.0,0,2.859,2.859,4.259,4.259,2.058,54.359,5.521,25.328,442.56,2,4.317,1.483,25.578,6.088,0.268,1.26,3.169,0,2.563,101.587,0,0.126,4,4.026,5.341,25.545,3.172,12.56,0,19.25,502.66,1.948,13.064,4.282,6.742,6.742,1.563,5.341,6.542,4.726,4.726,1.14,335.582,347.189,1.951,6.726
7.201,0,0,21.639,6.513,7.669,7.669,1,1.142,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,17.684,4.504,4.445,4.445,27.0,1.41,25.349,25.349,25.349,25.349,25.349,23.706,1.967,7,26.261,0.077,1.782,1.47,1.809,4.77,4.77,4.77,33.3,10.459,9.284,13.127,4.377,18.433,1.707,5.171,27.795,0.872,0.872,397.723,20.615,20.615,20.615,20.615,20.615,1.0,0.183,196.131,1.798,16.643,3.761,3.761,42,4.443,39.302,36.712,3.672,3.693,0.118,0,0.106,84.022,4.493,21843.0,61.96,34.12,1,216.643,22.98,5.347,34.86,5.249,2.288,39,5.493,47.587,5.046,5.046,4.43,14.902,21534.0,0,3.912,3.912,4.259,4.259,2.346,60.523,5.524,28.482,508.1,2,4.543,1.596,28.732,6.682,0.359,1.497,3.241,0,2.692,137.053,0,0.114,6,4.294,5.33,29.653,3.249,12.617,0,21.917,561.79,2.423,13.123,4.475,7.173,7.173,1.666,5.33,6.551,4.726,4.726,1.176,390.383,403.732,2.342,6.726
7.041,0,0,21.638,6.491,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,16.206,4.382,4.445,4.445,24.75,1.354,23.021,23.021,23.021,23.021,23.021,21.377,1.809,7,23.813,0.083,1.765,1.405,1.623,4.77,4.77,4.77,34.3,9.412,9.077,11.874,4.297,16.83,1.638,5.041,25.483,0.627,0.627,366.956,19.137,19.137,19.137,19.137,19.137,0.798,0.197,173.362,1.781,15.156,3.689,3.689,39,4.369,39.322,36.735,3.414,3.616,0.127,0,0.114,85.511,4.403,16574.0,50.641,34.147,1,192.683,21.354,5.303,32.196,5.141,2.228,36,5.447,44.463,5.714,5.714,4.347,13.771,16302.0,0,3.031,3.031,4.26,4.26,2.069,57.165,5.521,26.413,462.5,2,4.435,1.483,26.663,6.288,0.4,1.512,3.169,0,2.562,128.933,0,0.122,4,4.072,5.079,26.768,3.172,12.622,0,20.5,518.71,2.196,13.125,4.392,7.774,7.774,1.573,5.079,6.548,4.726,4.726,1.149,345.835,355.501,2.255,6.726
7.796,0,0,21.638,6.474,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,16.246,4.434,4.445,4.445,24.75,1.406,23.065,23.065,23.065,23.065,23.065,21.421,1.809,8,23.8,0.083,1.764,1.414,1.586,4.77,4.77,4.77,34.3,9.525,9.082,11.981,4.298,16.895,1.63,5.047,25.504,0.588,0.588,365.989,19.167,19.167,19.167,19.167,19.167,0.744,0.197,173.362,1.782,15.228,3.689,3.689,39,4.369,39.303,36.712,3.669,3.616,0.127,0,0.114,75.834,4.426,16512.0,49.185,34.121,1,192.545,21.332,5.298,32.178,5.14,2.221,36,5.46,44.463,4.99,4.99,4.345,13.776,16243.0,0,3.711,3.711,4.26,4.26,2.262,57.035,5.521,26.361,462.5,4,4.427,1.588,26.611,6.282,0.363,1.375,3.172,0,2.641,114.858,0,0.122,4,4.221,5.15,26.768,3.196,12.598,0,20.417,518.71,2.191,13.102,4.383,6.749,6.749,1.606,5.15,6.553,4.726,4.726,1.155,347.644,360.52,2.196,6.726
6.259,0,0,19.786,5.977,6.982,6.982,1,1.136,11.786,11.786,11.786,3.343,3.343,5.343,3.343,7.27,12.347,3.741,4.293,4.293,18.5,1.241,18.681,18.681,18.681,18.681,18.681,17.25,1.172,4,19.073,0.106,1.673,1.31,0.584,4.27,4.27,4.27,37.5,7.92,8.33,9.705,4.052,13.435,1.566,4.714,19.942,-0.378,-0.378,244.11,14.75,14.75,14.75,14.75,14.75,-0.432,0.233,132.606,1.716,12.875,3.434,3.434,30,4.111,37.108,34.667,2.553,3.375,0.154,0,0.143,71.224,3.889,8469.0,31.762,32.21,6,139.109,16.083,4.927,26.399,4.77,1.82,28,5.05,39.82,2.754,2.754,3.974,10.44,8560.0,0,1.846,1.846,3.824,3.824,1.809,42.999,5.368,20.259,364.87,4,4.082,1.334,20.259,4.4,0.147,0.843,2.83,0,2.087,74.242,0,0.142,1,3.569,5.146,20.562,2.857,12.202,0,15.333,384.53,1.552,12.711,4.028,4.977,4.977,1.066,5.146,6.19,3.976,3.976,1.09,165.413,286.192,1.581,5.976
5.0,0,0,19.795,5.926,6.984,6.984,1,1.138,11.795,11.795,11.795,3.346,3.346,5.346,3.346,7.276,10.868,3.524,4.296,4.296,17.25,1.099,16.19,16.19,16.19,16.19,16.19,14.783,0.3,5,16.557,0.118,1.502,1.187,0.123,4.276,4.276,4.276,37.5,6.568,8.026,8.119,3.938,11.807,1.449,4.527,17.556,-0.87,-0.87,217.237,13.259,13.259,13.259,13.259,13.259,-1.0,0.259,107.342,1.688,11.266,3.332,3.332,27,4.007,37.186,34.747,2.37,3.268,0.171,0,0.159,45.118,3.655,5770.0,24.907,32.292,1,117.348,14.203,4.875,23.463,4.616,1.939,25,4.997,42.944,2.555,2.555,3.732,9.286,5852.0,0,1.551,1.551,3.857,3.857,1.576,40.077,5.37,18.301,315.18,0,3.84,1.294,18.301,3.951,0.025,0.838,2.752,0,1.942,61.513,0,0.158,1,3.466,4.715,17.648,2.754,12.215,0,14.167,341.46,1.409,12.721,3.878,4.987,4.987,0.733,4.715,6.181,3.976,3.976,0.849,140.538,224.304,1.489,5.976
8.0,0,0,21.638,6.437,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,16.201,4.416,4.445,4.445,24.75,1.418,23.488,23.488,23.488,23.488,23.488,21.844,1.809,7,24.203,0.083,1.759,1.425,1.59,4.77,4.77,4.77,34.3,9.656,9.081,12.083,4.3,17.039,1.641,5.057,25.564,0.593,0.593,363.785,19.132,19.132,19.132,19.132,19.132,0.747,0.197,178.117,1.782,15.378,3.689,3.689,39,4.369,39.302,36.712,3.452,3.616,0.127,0,0.114,79.221,4.41,16660.0,49.785,34.12,3,192.828,21.325,5.288,32.238,5.139,2.217,36,5.434,44.463,4.977,4.977,4.344,13.776,16381.0,0,3.02,3.02,4.259,4.259,2.234,56.549,5.521,26.198,462.5,4,4.429,1.596,26.448,6.259,0.374,1.355,3.177,0,2.554,118.095,0,0.122,4,4.029,5.275,26.768,3.203,12.584,0,20.083,518.71,2.137,13.088,4.373,6.742,6.742,1.564,5.275,6.545,4.726,4.726,1.165,348.071,369.275,2.106,6.726
7.553,0,0,21.638,6.356,7.669,7.669,1,1.138,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,16.201,4.345,4.445,4.445,24.75,1.31,23.228,23.228,23.228,23.228,23.228,21.584,1.811,7,24.023,0.083,1.646,1.364,1.723,4.77,4.77,4.77,35.4,9.326,8.994,11.745,4.279,16.701,1.573,5.031,24.966,0.725,0.725,358.931,19.132,19.132,19.132,19.132,19.132,0.896,0.197,171.525,1.774,15.025,3.689,3.689,39,4.369,39.303,36.713,3.414,3.589,0.127,0,0.114,64.105,4.351,16643.0,44.398,34.121,1,185.754,21.515,5.318,31.55,5.1,2.225,35,5.468,44.463,5.714,5.714,4.25,13.411,15753.0,0,3.045,3.045,4.259,4.259,2.079,56.629,5.521,24.905,432.84,2,4.319,1.417,25.155,6.252,0.268,1.224,3.17,0,2.564,103.8,0,0.122,4,4.072,5.249,24.411,3.172,12.634,0,18.583,502.66,1.989,13.137,4.299,7.083,7.083,1.575,5.249,6.554,4.726,4.726,1.114,333.29,341.189,2.247,6.726
7.0,0,0,21.638,6.351,7.669,7.669,1,1.14,13.629,13.629,13.629,3.521,3.521,5.521,3.521,7.77,15.167,4.319,4.444,4.444,23.75,1.348,22.496,22.496,22.496,22.496,22.496,20.852,1.808,8,23.3,0.087,1.751,1.395,1.458,4.77,4.77,4.77,34.4,8.953,8.91,11.227,4.247,16.183,1.621,4.979,23.991,0.45,0.45,337.634,18.098,18.098,18.098,18.098,18.098,0.558,0.207,164.219,1.767,14.503,3.638,3.638,37,4.317,39.3,36.709,3.257,3.561,0.133,0,0.12,65.311,4.316,14420.0,42.838,34.117,1,178.794,19.971,5.231,30.752,5.058,2.215,34,5.366,44.463,3.838,3.838,4.207,13.008,14120.0,0,2.713,2.713,4.259,4.259,2.019,53.154,5.521,24.621,427.9,2,4.273,1.482,24.871,5.94,0.259,1.199,3.163,0,2.38,100.787,0,0.129,4,4.026,5.265,24.827,3.169,12.552,0,18.75,490.65,1.904,13.056,4.248,6.742,6.742,1.348,5.265,6.525,4.726,4.726,1.15,324.343,336.98,1.825,6.726
7.222,0,0,19.786,5.92,6.982,6.982,1,1.135,11.786,11.786,11.786,3.343,3.343,5.343,3.343,7.27,11.347,3.55,4.293,4.293,17.5,1.091,17.267,17.267,17.267,17.267,17.267,15.836,0.513,4,17.658,0.113,1.521,1.168,0.303,4.27,4.27,4.27,38.0,7.086,8.131,8.705,3.98,12.435,1.407,4.601,18.309,-0.675,-0.675,224.988,13.75,13.75,13.75,13.75,13.75,-0.757,0.249,120.211,1.698,11.875,3.367,3.367,28,4.043,37.108,34.667,2.375,3.305,0.165,0,0.153,66.155,3.772,6623.0,29.824,32.21,4,124.634,14.75,4.89,24.486,4.668,1.8,26,5.004,39.82,2.555,2.555,3.85,9.678,6706.0,0,1.564,1.564,3.824,3.824,1.588,40.461,5.367,18.845,330.27,4,3.961,1.31,18.845,4.109,0.111,0.843,2.784,0,1.947,76.747,0,0.152,1,3.37,4.983,18.617,2.793,12.189,0,14.333,356.47,1.451,12.696,3.955,4.977,4.977,0.745,4.983,6.181,3.976,3.976,1.069,148.836,247.173,1.493,5.976
5.0,0,0,19.786,5.813,6.982,6.982,1,1.138,11.786,11.786,11.786,3.343,3.343,5.343,3.343,7.269,10.286,3.375,4.294,4.294,16.5,1.09,15.853,15.853,15.853,15.853,15.853,14.422,0.298,4,16.194,0.122,1.521,1.167,0.116,4.269,4.269,4.269,37.8,6.303,7.906,7.764,3.902,11.435,1.407,4.478,16.774,-0.873,-0.873,204.484,12.712,12.712,12.712,12.712,12.712,-1.0,0.269,108.039,1.677,10.925,3.296,3.296,26,3.97,37.105,34.664,2.356,3.23,0.178,0,0.165,50.203,3.584,5225.0,23.739,32.206,1,111.018,13.592,4.828,22.676,4.556,1.805,24,4.934,57.83,2.555,2.555,3.651,8.91,5284.0,0,0.703,0.703,3.822,3.822,1.388,38.236,5.367,17.43,297.88,0,3.756,1.292,17.43,3.81,0.025,0.782,2.752,0,1.709,65.679,0,0.164,0,2.948,4.847,16.681,2.755,12.162,0,13.333,327.43,1.254,12.668,3.787,4.974,4.974,0.517,4.847,6.145,3.976,3.976,0.845,133.471,216.114,1.484,5.976
