pXC50,nX,nF,Mi,Si,nBT,nAT,nHet,Se,Sp,MW,X.,nC,nCsp,RBN,N.,SCBO,nTB,nCsp3,nN,nBO,nH,Sv,nSK,Mp,nS,nBM,C.,nHM
5.854,1,1,1.13,83.654,76.0,74.0,11,74.996,48.512,571.73,1.4,29,0,15,4.1,55.0,0,9,3,42,34,46.352,40,0.656,1,22,39.2,1
4.398,0,0,1.149,265.39,231.0,231.0,45,236.417,138.58,1668.02,0.0,72,0,58,6.9,140.0,0,46,16,117,114,134.885,117,0.6,0,26,31.2,0
6.278,0,0,1.129,91.434,84.0,81.0,10,81.025,52.648,580.82,0.0,31,0,13,4.9,56.0,0,12,4,44,40,49.329,41,0.65,1,21,38.3,1
8.398,0,0,1.126,85.603,79.0,76.0,10,76.258,50.125,564.77,0.0,30,0,4,5.3,56.0,0,10,4,43,36,47.275,40,0.66,1,22,39.5,1
4.222,0,0,1.119,38.029,35.0,34.0,2,33.498,22.551,227.33,0.0,15,0,3,2.9,24.0,0,3,1,18,17,20.951,17,0.663,0,12,44.1,0
5.699,2,2,1.135,105.562,96.0,93.0,9,92.963,59.222,635.87,2.2,37,0,14,3.2,60.0,0,17,3,49,47,55.806,46,0.637,0,20,39.8,0
6.903,1,0,1.127,77.793,72.0,69.0,8,68.967,45.665,509.1,1.4,28,0,10,5.8,49.5,0,10,4,39,33,42.959,36,0.662,0,19,40.6,1
6.516,0,0,1.135,91.925,83.0,81.0,7,80.061,50.614,508.78,0.0,30,0,15,4.9,47.0,0,16,4,39,44,46.766,37,0.625,0,14,37.0,0
7.347,2,2,1.14,88.901,81.0,78.0,9,78.428,49.177,543.72,2.6,30,0,13,3.8,50.0,0,16,3,42,39,46.699,39,0.63,0,14,38.5,0
5.699,2,2,1.141,90.11,82.0,79.0,10,79.756,49.631,559.72,2.5,30,0,14,3.8,51.0,0,16,3,43,39,47.414,40,0.628,0,14,38.0,0
7.523,2,2,1.141,94.731,84.0,83.0,9,83.196,51.699,559.77,2.4,31,0,15,3.6,50.0,0,16,3,41,43,48.753,40,0.623,0,15,37.3,0
7.18,0,0,1.138,96.763,87.0,85.0,11,84.894,53.177,575.86,0.0,29,0,16,5.9,51.0,0,17,5,42,45,49.404,40,0.626,1,15,34.1,1
6.432,2,2,1.14,85.486,78.0,75.0,9,75.545,47.415,529.69,2.7,29,0,12,4.0,49.0,0,15,3,41,37,45.172,38,0.632,0,14,38.7,0
8.0,1,1,1.129,88.066,81.0,78.0,9,78.109,51.125,567.79,1.3,31,0,5,3.8,55.0,0,12,3,43,38,47.976,40,0.655,1,21,39.7,1
5.87,0,0,1.128,86.889,80.0,77.0,8,76.738,49.785,530.73,0.0,31,0,13,5.2,53.0,0,11,4,42,38,46.9,39,0.647,0,20,40.3,0
6.907,1,0,1.13,71.172,65.0,63.0,9,63.527,41.597,485.03,1.6,25,0,12,6.3,46.5,0,7,4,36,29,39.621,34,0.66,0,19,39.7,1
5.921,2,2,1.134,81.658,76.0,72.0,11,73.072,47.784,570.72,2.8,29,0,11,5.6,54.5,0,12,4,44,32,45.8,40,0.664,1,19,40.3,1
5.951,0,0,1.133,89.51,82.0,79.0,7,78.178,49.853,506.76,0.0,30,0,11,5.1,48.0,0,16,4,40,42,46.239,37,0.631,0,14,38.0,0
4.649,0,0,1.144,100.677,88.0,88.0,12,88.356,53.199,577.81,0.0,29,0,17,5.7,49.0,0,18,5,41,47,50.173,41,0.605,0,11,33.0,0
7.347,4,4,1.151,120.902,106.0,105.0,15,106.497,64.302,739.95,3.8,37,0,21,4.8,63.0,0,22,5,53,53,61.626,52,0.612,0,16,35.2,0
7.174,2,2,1.145,120.223,106.0,105.0,13,105.472,64.427,703.97,1.9,37,0,21,4.8,61.0,0,22,5,51,55,60.859,50,0.614,0,16,35.2,0
7.796,0,0,1.145,149.959,132.0,131.0,22,133.021,79.489,919.17,0.0,43,0,28,6.1,79.0,0,27,8,66,66,76.456,65,0.607,0,16,32.8,0
8.0,0,0,1.145,126.001,110.0,110.0,14,109.719,66.183,699.09,0.0,34,0,21,5.5,54.0,0,28,6,48,62,61.069,48,0.602,1,6,30.9,1
5.0,0,0,1.142,89.055,79.0,78.0,9,77.465,47.716,496.8,0.0,25,0,7,5.1,39.0,0,20,4,35,44,43.668,34,0.612,1,4,32.1,1
5.283,0,0,1.122,75.192,69.0,67.0,8,67.171,44.353,496.68,0.0,27,0,13,3.0,49.0,0,8,2,37,32,41.706,35,0.662,1,21,40.3,1
6.593,0,0,1.129,74.514,70.0,66.0,6,65.207,43.143,443.65,0.0,27,1,9,7.6,46.5,1,14,5,37,33,40.197,33,0.654,0,14,40.9,0
7.252,0,0,1.124,84.311,78.0,75.0,8,74.712,49.427,535.77,0.0,30,0,4,4.0,53.0,0,11,3,41,37,46.066,38,0.659,1,21,40.0,1
5.0,0,0,1.142,89.055,79.0,78.0,9,77.465,47.716,496.8,0.0,25,0,7,5.1,39.0,0,20,4,35,44,43.668,34,0.612,1,4,32.1,1
7.523,0,0,1.149,268.802,234.0,234.0,43,238.53,140.194,1652.07,0.0,73,0,57,6.8,138.0,0,48,16,116,118,135.509,116,0.599,0,25,31.2,0
8.921,0,0,1.153,117.623,106.0,102.0,24,104.283,64.728,800.96,0.0,34,0,19,17.6,80.5,0,14,18,62,44,63.522,58,0.635,0,32,33.3,0
5.854,2,2,1.135,98.731,89.0,87.0,9,87.196,55.699,607.81,2.3,35,0,16,3.4,58.0,0,14,3,46,43,52.753,44,0.64,0,21,40.2,0
5.463,0,0,1.146,127.207,111.0,111.0,13,110.275,66.489,685.11,0.0,34,0,21,5.4,52.0,0,29,6,47,64,60.881,47,0.599,1,5,30.6,1
8.097,0,0,1.142,131.337,115.0,115.0,15,115.156,69.847,754.12,0.0,37,0,22,4.3,62.0,0,26,5,52,63,65.004,52,0.607,1,13,32.2,1
7.69,0,0,1.135,80.603,73.0,71.0,10,70.781,45.87,507.8,0.0,24,0,13,7.0,44.5,0,14,5,36,37,42.054,34,0.646,2,14,33.8,2
5.523,0,0,1.151,341.818,297.0,297.0,56,302.584,177.649,2092.65,0.0,91,0,72,8.1,175.0,0,60,24,147,150,171.576,147,0.598,0,31,30.6,0
7.523,0,0,1.147,271.845,237.0,237.0,42,240.944,142.904,1669.17,0.0,74,0,58,6.3,137.0,0,50,15,116,121,137.013,116,0.603,1,24,31.2,1
5.17,0,0,1.13,88.178,81.0,78.0,8,77.512,50.336,529.75,0.0,31,0,12,6.4,53.0,0,11,5,42,39,47.207,39,0.645,0,20,39.7,0
4.658,0,0,1.134,79.394,72.0,70.0,9,69.93,44.671,488.72,0.0,25,0,3,5.7,45.0,0,13,4,36,36,41.561,34,0.638,1,15,35.7,1
5.456,2,0,1.125,81.031,75.0,72.0,10,72.203,49.518,659.47,2.8,29,0,11,6.9,53.0,0,9,5,42,33,46.204,39,0.688,0,20,40.3,2
5.854,2,2,1.134,86.153,80.0,76.0,10,76.879,49.898,576.7,2.6,32,0,10,5.3,58.0,0,11,4,46,34,48.14,42,0.657,0,21,42.1,0
5.751,0,0,1.125,90.019,84.0,80.0,10,80.141,52.887,590.81,0.0,32,0,12,5.0,59.0,0,12,4,46,38,49.802,42,0.661,1,22,40.0,1
5.0,2,2,1.137,98.951,89.0,87.0,16,89.36,56.341,704.82,2.3,33,0,16,4.6,66.0,0,11,4,51,38,54.955,49,0.648,1,24,37.9,1
6.301,0,0,1.128,90.221,82.0,80.0,7,79.403,51.302,531.76,0.0,32,0,15,3.8,52.0,0,12,3,41,41,47.933,39,0.641,0,20,40.0,0
6.091,1,0,1.117,87.126,82.0,78.0,7,77.632,53.182,582.19,1.3,35,0,12,3.8,60.0,0,9,3,46,36,49.992,42,0.682,0,26,44.9,1
7.212,0,0,1.142,131.291,115.0,115.0,14,114.97,69.989,743.07,0.0,39,0,25,5.2,64.0,0,23,6,53,62,65.597,53,0.609,0,14,33.9,0
6.959,3,3,1.142,91.324,83.0,80.0,11,81.159,51.358,598.73,3.8,32,0,13,5.0,57.0,0,12,4,46,37,49.577,43,0.642,0,20,40.0,0
7.62,0,0,1.128,124.055,113.0,110.0,16,111.181,71.733,830.06,0.0,43,0,20,4.5,81.0,0,14,5,62,51,68.559,59,0.652,1,31,39.1,1
7.854,0,0,1.127,120.64,110.0,107.0,16,108.298,69.972,816.03,0.0,42,0,19,4.7,80.0,0,13,5,61,49,67.032,58,0.654,1,31,39.3,1
5.0,2,2,1.132,108.652,99.0,96.0,14,97.723,62.762,744.86,2.1,40,0,17,4.2,74.0,0,11,4,57,42,61.107,54,0.654,0,29,41.7,0
6.678,2,2,1.134,117.901,107.0,104.0,16,105.668,67.938,808.0,1.9,41,0,18,4.8,78.0,0,13,5,60,47,65.369,57,0.653,1,30,39.4,1
7.824,1,0,1.124,85.442,81.0,76.0,14,77.4,53.046,697.6,1.3,33,0,10,10.5,69.5,0,6,8,52,29,51.565,47,0.698,0,32,43.4,1
6.018,2,2,1.134,99.814,92.0,88.0,10,88.414,56.944,632.82,2.3,36,0,13,4.5,62.0,0,15,4,50,42,54.247,46,0.647,0,21,40.9,0
6.26,2,2,1.137,103.439,94.0,91.0,11,91.625,58.16,650.84,2.2,36,0,14,4.4,62.0,0,15,4,50,44,55.489,47,0.639,0,21,39.6,0
6.285,4,4,1.145,87.039,79.0,76.0,11,77.461,49.08,586.69,5.3,31,0,12,5.3,56.0,0,11,4,45,34,47.719,42,0.646,0,20,40.8,0
9.097,0,0,1.146,128.333,111.0,112.0,13,111.385,66.7,688.11,0.0,34,0,22,4.5,51.0,0,29,5,46,65,61.102,47,0.596,1,5,30.4,1
5.49,1,1,1.13,116.348,107.0,103.0,12,103.057,67.398,744.03,1.0,41,0,16,4.9,73.0,0,15,5,57,50,63.368,53,0.654,1,28,39.8,1
6.0,0,0,1.13,109.586,100.0,97.0,7,95.596,61.66,612.94,0.0,38,0,17,4.1,59.0,0,18,4,48,52,56.873,45,0.636,0,20,39.2,0
6.582,1,1,1.128,89.146,83.0,79.0,8,79.032,51.478,559.74,1.3,33,0,11,3.8,56.0,0,13,3,45,38,48.789,41,0.652,0,20,41.8,0
8.386,3,3,1.137,89.828,83.0,79.0,12,80.352,52.245,628.78,3.8,32,0,10,5.1,62.0,0,11,4,48,35,50.237,44,0.661,1,25,40.5,1
7.06,3,3,1.135,87.41,81.0,77.0,10,78.174,50.591,593.7,3.9,33,0,11,3.9,60.0,0,11,3,47,34,49.029,43,0.657,0,24,42.9,0
7.585,3,3,1.137,88.699,82.0,78.0,10,78.948,51.143,592.72,3.8,33,0,11,5.1,60.0,0,11,4,47,35,49.335,43,0.656,0,24,42.3,0
5.0,2,2,1.143,127.98,113.0,112.0,18,113.857,69.893,824.06,1.8,39,0,23,4.5,70.0,0,21,5,58,55,66.905,57,0.624,1,18,34.8,1
5.724,0,0,1.131,114.222,103.0,101.0,14,102.119,64.319,732.91,0.0,39,0,20,4.0,70.0,0,15,4,55,48,61.823,53,0.637,0,24,38.6,0
9.523,0,0,1.147,113.55,99.0,99.0,15,99.512,59.591,658.97,0.0,30,0,19,6.1,53.5,0,23,6,45,54,55.677,45,0.602,1,11,30.3,1
7.658,1,0,1.126,85.545,81.0,76.0,14,77.494,52.551,653.15,1.3,33,0,10,10.5,69.5,0,6,8,52,29,51.367,47,0.691,0,32,43.4,1
5.921,0,0,1.128,124.055,113.0,110.0,16,111.181,71.733,830.06,0.0,43,0,20,4.5,81.0,0,14,5,62,51,68.559,59,0.652,1,31,39.1,1
4.42,1,0,1.114,36.767,35.0,33.0,4,32.789,23.847,278.83,3.0,14,0,2,6.1,25.5,0,5,2,20,15,21.745,18,0.723,1,11,42.4,2
5.0,2,2,1.143,131.395,116.0,115.0,18,116.741,71.654,838.09,1.7,40,0,24,4.3,71.0,0,22,5,59,57,68.432,58,0.623,1,18,34.8,1
7.553,3,3,1.14,87.782,81.0,77.0,11,78.167,50.387,593.71,3.9,32,0,11,6.5,60.0,0,11,5,47,34,48.83,43,0.654,0,24,41.6,0
6.0,0,0,1.131,110.882,101.0,98.0,11,97.912,62.506,671.92,0.0,38,0,17,5.1,66.0,0,17,5,52,49,58.985,49,0.638,0,23,38.8,0
6.377,0,0,1.129,89.182,83.0,79.0,10,79.283,51.483,571.74,0.0,32,0,12,6.3,58.0,0,11,5,46,37,49.11,42,0.652,0,21,40.5,0
7.48,0,0,1.124,85.394,80.0,76.0,9,75.93,50.671,560.78,0.0,31,0,10,5.3,58.0,0,10,4,44,36,47.561,40,0.667,1,25,40.8,1
6.0,1,1,1.137,120.471,109.0,106.0,14,106.37,67.62,753.05,0.9,39,0,16,5.7,70.0,0,18,6,56,53,63.631,53,0.638,1,23,36.8,1
9.921,0,0,1.146,112.261,98.0,98.0,15,98.738,59.04,659.95,0.0,30,0,19,5.1,53.5,0,23,5,45,53,55.37,45,0.602,1,11,30.6,1
4.602,0,0,1.12,41.448,39.0,37.0,4,36.676,25.205,274.42,0.0,15,0,3,5.4,26.5,0,6,2,21,18,23.159,19,0.681,1,11,40.5,1
5.901,0,0,1.123,97.676,92.0,87.0,9,86.614,58.341,628.84,0.0,38,0,14,6.9,68.5,0,10,6,52,40,55.228,47,0.671,0,31,43.7,0
7.469,3,3,1.143,86.865,80.0,76.0,12,77.385,49.631,594.7,3.9,31,0,11,7.9,60.0,0,11,6,47,33,48.325,43,0.653,0,24,40.8,0
6.0,0,0,1.126,118.218,109.0,105.0,12,104.872,68.915,754.05,0.0,42,0,16,4.8,75.0,0,15,5,58,51,64.699,54,0.656,1,29,40.0,1
5.796,2,2,1.139,110.493,99.0,97.0,20,100.327,62.472,805.89,2.1,36,0,18,5.2,75.0,0,12,5,58,41,61.647,56,0.644,1,26,37.1,1
7.886,2,2,1.134,121.319,110.0,107.0,18,109.323,69.847,852.01,1.9,42,0,19,4.7,82.0,0,13,5,63,47,67.798,60,0.653,1,31,39.3,1
5.801,0,0,1.102,67.246,66.0,61.0,10,63.109,43.159,552.51,0.0,31,0,4,0.0,62.0,0,1,0,46,20,43.416,41,0.708,0,28,50.8,0
5.951,0,0,1.115,89.182,84.0,80.0,6,79.309,54.324,571.77,0.0,37,2,11,3.8,63.0,1,9,3,47,37,51.164,43,0.679,0,27,46.3,0
5.398,2,2,1.142,94.814,85.0,83.0,10,83.414,51.944,572.77,2.4,31,0,13,4.8,52.0,0,16,4,43,42,49.247,41,0.626,0,15,37.3,0
5.621,0,0,1.132,122.254,111.0,108.0,11,107.196,68.745,720.09,0.0,40,0,19,4.6,67.0,0,20,5,54,57,63.565,51,0.637,1,22,37.0,1
6.155,2,2,1.135,94.193,87.0,83.0,11,83.974,53.875,620.76,2.4,34,0,11,4.8,61.0,0,13,4,49,38,51.909,45,0.649,0,21,41.0,0
8.046,2,1,1.129,85.782,81.0,76.0,15,77.912,52.983,715.59,2.6,33,0,10,10.5,70.5,0,6,8,53,28,51.948,48,0.697,0,32,43.4,1
7.244,2,2,1.136,98.818,91.0,87.0,12,88.185,56.091,650.79,2.3,35,0,12,4.6,63.0,0,14,4,51,40,54.15,47,0.645,0,21,40.2,0
5.0,0,0,1.106,74.076,72.0,67.0,10,68.876,46.682,580.57,0.0,33,0,6,0.0,64.0,0,3,0,48,24,46.47,43,0.697,0,28,49.3,0
5.243,0,0,1.121,69.484,64.0,62.0,6,62.218,40.148,438.56,0.0,26,0,7,0.0,43.0,0,9,0,34,30,38.191,32,0.648,0,15,41.9,0
5.398,2,2,1.131,102.951,94.0,91.0,16,93.36,60.341,752.86,2.2,37,0,16,4.4,74.0,0,9,4,56,38,58.955,53,0.663,1,30,40.7,1
4.277,0,0,1.11,37.744,36.0,34.0,4,34.494,23.148,270.3,0.0,16,0,3,0.0,30.0,0,3,0,22,14,22.547,20,0.681,0,13,47.1,0
7.201,3,3,1.141,90.114,82.0,79.0,10,79.832,50.904,582.73,3.8,32,0,12,5.1,56.0,0,12,4,45,37,48.862,42,0.644,0,20,40.5,0
7.201,0,0,1.133,90.64,83.0,80.0,9,79.581,50.955,542.82,0.0,29,0,11,5.0,50.0,0,16,4,41,42,47.141,38,0.637,1,15,36.3,1
5.873,1,1,1.135,128.218,116.0,113.0,13,112.919,71.899,780.12,0.9,42,0,18,4.4,72.0,0,21,5,58,58,67.19,55,0.636,1,23,37.2,1
6.62,2,2,1.141,92.399,84.0,81.0,10,81.53,51.182,570.75,2.5,31,0,12,4.9,53.0,0,16,4,44,40,48.721,41,0.632,0,15,38.3,0
6.0,1,1,1.127,107.096,99.0,95.0,8,94.341,62.075,650.91,1.1,40,0,15,4.2,66.0,0,14,4,52,47,58.203,48,0.653,0,26,42.1,0
5.678,0,0,1.145,93.882,82.0,82.0,7,80.937,48.347,467.78,0.0,26,0,7,3.7,36.0,0,23,3,33,49,44.04,33,0.59,0,3,31.7,0
6.013,2,2,1.136,101.103,92.0,89.0,10,89.188,57.495,631.84,2.2,36,1,13,5.6,62.0,1,15,5,49,43,54.554,46,0.646,0,21,40.4,0
5.0,2,2,1.136,93.117,85.0,82.0,14,83.821,53.671,658.79,2.4,32,0,14,4.9,63.0,0,11,4,49,36,51.998,46,0.655,1,23,39.0,1
6.0,0,0,1.132,112.088,102.0,99.0,10,98.468,62.813,657.94,0.0,38,0,18,5.1,64.0,0,18,5,51,51,58.797,48,0.634,0,22,38.4,0
6.699,2,2,1.134,124.735,113.0,110.0,18,112.207,71.608,866.04,1.8,43,0,20,4.5,83.0,0,14,5,64,49,69.325,61,0.651,1,31,39.1,1
4.407,0,0,1.125,73.109,67.0,65.0,7,65.429,41.364,456.58,0.0,26,0,8,0.0,43.0,0,11,0,35,32,39.432,33,0.636,0,14,40.0,0
5.554,0,0,1.118,64.86,60.0,58.0,5,58.007,37.932,408.53,0.0,25,0,6,0.0,41.0,0,8,0,32,28,35.949,30,0.654,0,15,43.1,0
5.105,0,0,1.112,57.834,56.0,52.0,12,54.996,35.545,496.4,0.0,24,0,4,0.0,52.0,0,0,0,40,16,36.792,36,0.684,0,24,46.2,0
6.0,0,0,1.124,106.756,99.0,95.0,7,93.828,62.137,632.92,0.0,40,0,15,4.2,65.0,0,14,4,51,48,57.82,47,0.654,0,26,42.1,0
4.456,0,0,1.126,95.72,89.0,85.0,8,84.505,55.307,582.81,0.0,35,0,12,4.7,60.0,0,13,4,47,42,51.954,43,0.651,0,24,41.2,0
5.06,0,0,1.145,93.882,82.0,82.0,7,80.937,48.347,467.78,0.0,26,0,7,3.7,36.0,0,23,3,33,49,44.04,33,0.59,0,3,31.7,0
5.602,0,0,1.145,90.467,79.0,79.0,7,78.054,46.586,453.75,0.0,25,0,7,3.8,35.0,0,22,3,32,47,42.513,32,0.59,0,3,31.6,0
5.427,0,0,1.144,93.802,81.0,82.0,8,81.014,48.995,487.84,0.0,25,0,18,3.7,35.0,0,22,3,32,49,44.227,33,0.597,1,3,30.5,1
5.432,0,0,1.147,86.052,74.0,75.0,7,74.17,43.824,427.71,0.0,23,0,15,4.0,32.0,0,20,3,29,45,39.986,30,0.584,0,3,30.7,0
4.796,1,0,1.119,44.767,42.0,40.0,8,40.764,29.006,374.88,2.5,17,0,5,10.0,38.0,0,1,4,27,15,27.691,25,0.725,1,20,42.5,2
5.62,0,0,1.147,89.467,77.0,78.0,7,77.054,45.586,441.74,0.0,24,0,15,3.8,33.0,0,21,3,30,47,41.513,31,0.584,0,3,30.8,0
5.796,0,0,1.146,83.637,73.0,73.0,7,72.287,43.063,425.69,0.0,23,0,7,4.1,33.0,0,20,3,30,43,39.459,30,0.59,0,3,31.5,0
4.161,0,0,1.124,49.448,46.0,44.0,8,44.651,30.364,370.47,0.0,18,0,6,9.1,39.0,0,2,4,28,18,29.105,26,0.69,1,20,40.9,1
4.151,0,0,1.107,34.332,33.0,31.0,6,32.382,21.534,286.25,0.0,15,0,1,0.0,31.0,0,0,0,23,10,21.923,21,0.695,0,14,48.4,0
6.131,1,1,1.128,85.731,80.0,76.0,8,76.149,49.716,545.71,1.3,32,0,11,3.9,55.0,0,12,3,44,36,47.262,40,0.654,0,20,42.1,0
6.001,0,0,1.121,82.976,78.0,74.0,7,73.752,49.017,525.7,0.0,32,0,11,4.1,56.0,0,10,3,43,35,46.352,39,0.662,0,24,43.2,0
4.21,0,0,1.113,61.239,58.0,55.0,6,55.567,36.864,420.49,0.0,25,0,3,0.0,44.0,0,6,0,34,24,35.61,31,0.67,0,16,45.5,0
7.921,0,0,1.128,124.059,113.0,110.0,18,111.952,71.881,860.04,0.0,43,0,20,4.5,84.0,0,13,5,64,49,69.461,61,0.653,1,32,39.1,1
4.737,1,0,1.125,71.983,66.0,64.0,6,63.443,42.699,498.51,1.6,26,0,13,4.7,43.5,0,9,3,34,32,39.421,32,0.667,0,18,40.6,1
4.327,1,0,1.118,67.07,63.0,60.0,5,59.458,40.932,481.47,1.7,26,0,8,3.3,43.5,0,9,2,34,29,37.873,31,0.682,0,18,43.3,1
7.051,0,0,1.124,88.806,83.0,79.0,7,78.519,51.54,541.75,0.0,33,0,11,3.8,55.0,0,13,3,44,39,48.406,40,0.652,0,20,41.8,0
5.959,0,0,1.121,51.574,48.0,46.0,8,46.76,31.574,385.48,0.0,19,0,7,6.5,39.5,0,4,3,29,19,30.325,27,0.686,1,19,41.3,1
4.495,0,0,1.111,44.448,42.0,40.0,4,39.676,28.205,310.45,0.0,18,0,5,5.0,32.5,0,3,2,24,18,26.159,22,0.705,1,17,45.0,1
4.678,0,0,1.124,55.072,52.0,49.0,9,49.862,33.58,412.51,0.0,20,0,5,8.2,43.0,0,4,4,32,20,32.346,29,0.685,1,20,40.8,1
4.824,0,0,1.129,57.567,53.0,51.0,8,51.192,34.438,397.55,0.0,20,0,6,9.8,41.0,0,4,5,30,23,32.465,28,0.675,1,20,39.2,1
4.222,3,3,1.147,47.008,42.0,41.0,7,42.207,26.989,345.42,7.3,16,0,5,2.4,29.0,0,7,1,24,18,26.056,23,0.658,1,8,39.0,1
4.62,0,0,1.122,48.238,45.0,43.0,7,43.323,29.909,354.47,0.0,18,0,5,9.3,38.0,0,2,4,27,18,28.39,25,0.696,1,20,41.9,1
4.886,0,0,1.112,43.376,42.0,39.0,9,41.247,26.659,372.3,0.0,18,0,2,0.0,39.0,0,0,0,30,12,27.594,27,0.684,0,18,46.2,0
4.438,0,0,1.125,16.874,15.0,15.0,3,15.633,9.648,126.12,0.0,6,0,0,0.0,12.0,0,0,0,9,6,9.725,9,0.643,0,6,40.0,0
5.651,0,0,1.116,83.686,79.0,75.0,7,74.501,51.211,553.78,0.0,33,0,12,4.0,57.5,0,9,3,44,35,47.824,40,0.683,1,25,44.0,1
7.201,0,0,1.124,85.391,80.0,76.0,7,75.636,49.779,527.72,0.0,32,0,11,3.9,54.0,0,12,3,43,37,46.879,39,0.655,0,20,42.1,0
7.252,0,0,1.124,88.806,83.0,79.0,7,78.519,51.54,541.75,0.0,33,0,11,3.8,55.0,0,13,3,44,39,48.406,40,0.652,0,20,41.8,0
6.122,3,2,1.136,99.964,91.0,88.0,10,88.294,57.109,641.27,3.4,35,0,13,4.5,59.0,0,15,4,48,43,53.887,45,0.649,0,20,39.8,1
5.601,0,0,1.125,80.976,75.0,72.0,7,71.752,47.017,501.68,0.0,30,0,12,4.2,51.0,0,10,3,40,35,44.352,37,0.653,0,20,41.7,0
5.801,0,0,1.124,77.561,72.0,69.0,7,68.869,45.256,487.65,0.0,29,0,11,4.3,50.0,0,9,3,39,33,42.825,36,0.656,0,20,42.0,0
4.959,2,2,1.141,78.738,72.0,69.0,10,69.996,44.137,514.63,2.9,27,0,10,5.8,49.0,0,12,4,40,32,42.613,37,0.64,0,15,39.1,0
4.301,0,0,1.142,126.8,111.0,111.0,17,112.41,67.279,763.99,0.0,37,0,26,4.5,65.0,0,23,5,54,57,64.381,54,0.606,0,14,33.3,0
5.125,2,2,1.143,84.569,76.0,74.0,10,74.763,46.66,530.68,2.7,28,0,11,5.4,49.0,0,13,4,40,36,44.667,38,0.631,0,15,37.8,0
5.0,0,0,1.145,87.052,76.0,76.0,7,75.17,44.824,439.72,0.0,24,0,7,3.9,34.0,0,21,3,31,45,40.986,31,0.59,0,3,31.6,0
5.0,0,0,1.145,90.467,79.0,79.0,7,78.054,46.586,453.75,0.0,25,0,7,3.8,35.0,0,22,3,32,47,42.513,32,0.59,0,3,31.6,0
6.292,2,2,1.141,82.153,75.0,72.0,10,72.879,45.898,528.66,2.8,28,0,10,5.6,50.0,0,13,4,41,34,44.14,38,0.637,0,15,38.9,0
6.745,2,2,1.141,85.569,78.0,75.0,10,75.763,47.66,542.69,2.7,29,0,11,5.3,51.0,0,14,4,42,36,45.667,39,0.635,0,15,38.7,0
4.668,2,2,1.141,82.153,75.0,72.0,10,72.879,45.898,528.66,2.8,28,0,11,5.6,50.0,0,13,4,41,34,44.14,38,0.637,0,15,38.9,0
6.276,2,2,1.139,83.153,77.0,73.0,10,73.879,46.898,540.67,2.7,29,0,10,5.5,52.0,0,14,4,43,34,45.14,39,0.642,0,15,39.7,0
6.208,2,2,1.144,88.067,80.0,77.0,11,77.865,48.665,557.71,2.6,29,0,11,6.5,52.0,0,14,5,43,37,46.688,40,0.632,0,15,37.7,0
4.678,0,0,1.131,79.138,74.0,70.0,7,69.418,45.358,473.68,0.0,28,0,6,7.1,48.0,0,13,5,39,35,42.439,35,0.648,0,15,40.0,0
4.558,0,0,1.117,53.614,50.0,48.0,5,48.356,31.648,354.43,0.0,21,0,4,0.0,36.0,0,6,0,28,22,30.369,26,0.659,0,14,43.8,0
4.0,0,0,1.136,60.185,56.0,53.0,5,52.338,33.614,340.52,0.0,20,0,4,7.5,33.0,0,12,4,28,28,31.122,25,0.634,0,8,37.7,0
4.0,0,0,1.128,74.431,70.0,66.0,5,64.989,42.898,430.65,0.0,27,0,6,6.1,44.0,0,13,4,36,34,39.702,32,0.65,0,14,40.9,0
4.727,1,1,1.133,71.355,67.0,63.0,6,62.618,41.074,434.61,1.6,26,0,5,6.3,44.0,0,12,4,36,31,38.559,32,0.652,0,14,41.3,0
5.889,0,0,1.132,80.394,74.0,71.0,9,70.93,45.671,500.73,0.0,26,0,11,5.6,47.0,0,13,4,38,36,42.561,35,0.643,1,15,36.6,1
6.854,0,0,1.134,75.979,69.0,67.0,9,67.047,42.909,474.69,0.0,24,0,10,6.0,44.0,0,11,4,35,34,40.034,33,0.64,1,15,35.8,1
7.311,0,0,1.13,74.564,69.0,66.0,9,66.163,43.148,484.68,0.0,25,0,8,6.1,48.0,0,10,4,37,32,40.507,34,0.654,1,19,37.9,1
5.357,0,0,1.131,53.152,49.0,47.0,8,47.785,30.932,368.43,0.0,19,0,7,8.5,39.5,0,4,4,29,20,30.159,27,0.658,0,19,40.4,0
5.745,0,0,1.131,56.568,52.0,50.0,8,50.669,32.693,382.46,0.0,20,0,7,8.0,40.5,0,5,4,30,22,31.686,28,0.654,0,19,40.0,0
4.0,2,2,1.138,68.28,64.0,60.0,7,60.247,39.25,438.57,3.3,25,0,4,6.7,44.0,0,11,4,36,28,37.415,32,0.654,0,14,41.7,0
5.32,1,1,1.135,79.478,74.0,70.0,8,69.93,45.296,491.67,1.4,28,0,6,7.1,49.0,0,13,5,40,34,42.822,36,0.647,0,15,40.0,0
4.658,0,0,1.127,71.015,67.0,63.0,5,62.105,41.137,416.62,0.0,26,0,5,6.3,43.0,0,12,4,35,32,38.176,31,0.653,0,14,41.3,0
4.975,0,0,1.122,72.9,67.0,65.0,6,65.101,41.909,452.59,0.0,27,0,8,0.0,44.0,0,10,0,35,32,39.718,33,0.645,0,15,41.5,0
6.327,1,1,1.13,119.763,110.0,106.0,12,105.941,69.16,758.06,0.9,42,0,17,4.7,74.0,0,16,5,58,52,64.895,54,0.652,1,28,39.6,1
