pXC50,GGI3,ATS7s,ATS7i,ATS8s,ATS5e,SpMin5_Bh.v.,GGI5,ATS6e,SM06_EA.ri.,SM04_EA.ri.,ATS5m,ATS6s,ATS7m,SpMin3_Bh.s.,CATS2D_07_AL,SpMin5_Bh.p.,SM05_EA.ri.,ATSC6p,SM05_AEA.ed.,ATS5i,ATS6m,Eig12_EA,SM06_AEA.dm.,TIE,Eig03_EA.ri.,P_VSA_e_5,P_VSA_m_3,Pol,CIC0,ATSC4p,SM10_EA.ri.,nO,ATSC3v,SM04_AEA.ed.,Eig12_AEA.ri.,ATSC7v,SM06_AEA.ed.,Eig12_EA.ri.,SM03_EA.ri.,TPSA.NO.,SM02_EA.ed.,SpMin8_Bh.p.,Eig13_EA.ri.,SM03_AEA.ed.,ATSC8e,SM12_EA.ri.,Eig11_AEA.ri.,ATSC1p,Eig14_AEA.dm.,SM11_EA.ri.,GGI6,SM02_AEA.ed.,ATSC5p,Eig12_AEA.ed.,IC5,X1MulPer,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_EA.ri.,SpMax6_Bh.e.,NsssCH,Eig13_EA.ed.,SM08_AEA.ri.,ATSC7e,DELS,Eig13_EA,SM07_AEA.dm.,HDcpx,ATS3s,Ram,Eig12_EA.bo.,C.008,GGI7,Eig11_EA,SM05_AEA.dm.,Eig08_AEA.dm.,Eig04_AEA.dm.,ATSC5s,SM13_EA.ri.,SIC0,GGI8,SsOH,SpMin7_Bh.p.,Eig03_EA,SM11_AEA.bo.,nC,VvdwZAZ,P_VSA_p_2,P_VSA_v_2,SAacc,GGI4,Eig12_EA.ed.,SM07_AEA.ri.,IC4,Eig09_AEA.ri.,SM04_EA,ATSC5e,S1K,SpMaxA_EA.bo.,Eig03_AEA.ri.,SPI,Eig15_EA.ri.,TIC4,ATS1p,Eig15_EA,SM09_AEA.dm.,P_VSA_s_6,Uindex,Eta_epsi,Eig11_EA.bo.,Eig11_AEA.bo.,Eig11_AEA.dm.,TIC3,SpMax7_Bh.i.,ATSC6v,Eig15_EA.bo.,ATSC7s,NsOH,Eig15_AEA.ri.,SAdon,Psi_e_1,TIC5,Eig12_AEA.bo.,SM05_AEA.bo.,SpMax8_Bh.v.,ATS1v,BIC0,SpMin8_Bh.e.,SM04_AEA.bo.,P_VSA_MR_2,DLS_06,P_VSA_MR_7,ATSC4s,SpMax8_Bh.p.,Psi_i_s,Eig06_AEA.dm.,Sv,N.
8.301,4.104,6.832,5.362,6.421,5.193,1.786,2.063,5.127,8.312,6.402,4.515,6.598,4.425,1.14,8,1.791,6.909,13.383,11.264,5.323,4.427,1.318,1.318,175.4,2.901,367.68,367.68,68,4.442,14.075,12.566,11,15.554,9.518,2.309,16.352,13.046,1.294,4.517,210.92,7.083,1.342,1.205,7.827,1.476,14.795,2.5,6.229,1.721,13.648,1.159,6.232,12.964,4.136,5.653,11.721,2.844,2.844,1.462,3.359,3,2.968,2.968,1.982,95.822,1.217,1.217,1.8,6.449,16,1.841,2,0.821,1.547,1.547,2.629,3.516,375.81,15.913,0.262,0.669,59.511,1.437,2.954,2.954,28,484.19,385.69,385.69,385.69,3.205,3.31,3.31,5.568,2.816,6.469,2.264,29.045,0.1,3.938,27.48,1.0,361.944,3.803,1.0,1.0,367.68,73.325,44.333,1.941,2.859,1.913,350.434,3.272,14.595,1.362,349.39,6,2.0,274.111,7.102,367.454,2.796,9.206,2.959,3.832,0.249,1.098,7.854,383.852,0.33,0.0,305.789,2.935,118.167,2.917,43.206,1.5
7.699,4.104,6.73,5.295,6.384,5.11,1.767,2.063,5.07,8.288,6.379,4.479,6.651,4.357,1.134,8,1.763,6.887,12.556,11.25,5.223,4.407,1.318,1.318,168.922,2.89,367.68,367.68,66,4.363,12.879,12.543,11,13.729,9.503,2.308,14.998,13.032,1.292,4.504,210.92,7.067,1.338,1.194,7.812,1.58,14.773,2.498,5.879,1.72,13.626,1.078,6.217,11.968,4.129,5.599,11.277,2.843,2.843,1.46,3.331,3,2.968,2.968,1.819,95.487,1.205,1.205,1.793,6.447,16,1.833,3,0.821,1.546,1.546,2.63,3.516,365.712,15.891,0.267,0.669,59.813,1.436,2.951,2.951,27,466.89,385.69,385.69,385.69,3.08,3.28,3.28,5.51,2.816,6.454,2.087,28.07,0.103,3.932,26.977,1.0,341.65,3.763,1.0,1.0,367.68,70.553,43.033,1.941,2.857,1.913,330.141,3.272,13.275,1.359,307.371,6,2.0,274.111,6.985,347.16,2.792,9.198,2.871,3.799,0.253,1.093,7.845,372.081,0.33,0.0,296.062,2.828,116.667,2.919,41.679,1.6
6.398,4.16,6.975,5.392,6.56,5.263,1.787,2.174,5.184,8.385,6.461,4.615,6.652,4.611,1.14,12,1.792,7.014,14.608,11.454,5.395,4.569,1.446,1.446,202.882,2.917,369.309,369.309,72,4.384,15.362,12.642,12,15.285,9.673,2.407,16.897,13.272,1.376,4.645,224.83,7.21,1.403,1.282,7.95,1.752,14.866,2.508,6.992,1.809,13.724,1.404,6.33,14.776,4.524,5.637,11.902,2.968,2.968,1.474,3.36,3,3.214,3.214,2.195,109.735,1.314,1.314,1.813,6.555,18,1.87,3,1.071,1.551,1.551,2.639,3.573,425.772,15.981,0.277,0.818,49.973,1.437,2.989,2.989,28,511.49,387.32,387.32,387.32,3.775,4.347,4.347,5.555,2.817,6.611,2.516,30.998,0.1,3.968,31.024,1.045,372.163,3.879,1.047,1.047,369.309,79.056,46.767,1.941,2.863,2.232,360.654,3.285,14.754,1.439,410.217,5,2.056,231.427,7.909,377.673,2.811,9.4,3.07,3.884,0.262,1.113,8.01,416.394,0.33,6.046,363.421,3.019,127.583,3.02,45.108,1.5
4.796,4.319,6.831,5.458,6.473,5.37,1.8,2.226,5.232,8.423,6.497,4.575,6.675,4.517,1.142,12,1.767,7.018,14.781,11.42,5.553,4.548,1.382,1.382,158.545,2.923,324.996,324.996,76,4.529,16.645,12.709,10,18.019,9.658,2.364,17.901,13.218,1.345,4.613,193.93,7.216,1.437,1.295,7.951,1.374,14.951,2.788,6.634,1.79,13.799,1.398,6.34,15.787,4.327,5.718,12.725,2.967,2.967,1.749,3.366,4,3.367,3.367,1.85,92.28,1.318,1.318,1.813,6.487,18,1.874,4,0.905,1.784,1.784,2.636,3.517,367.038,16.074,0.261,0.796,50.356,1.466,2.976,2.976,30,508.64,346.131,346.131,346.131,3.503,3.875,3.875,5.64,2.973,6.586,2.307,29.541,0.094,3.96,28.209,1.109,394.785,3.884,1.148,1.148,324.996,68.874,46.267,2.06,3.017,2.162,379.275,3.273,16.717,1.5,313.949,5,2.117,231.427,7.49,400.295,2.806,9.285,3.048,3.904,0.248,1.131,7.93,395.623,0.33,0.0,262.256,3.015,117.5,2.932,46.039,2.9
5.337,4.035,6.833,5.475,6.463,5.34,1.846,2.132,5.236,8.367,6.466,4.571,6.686,4.517,1.142,12,1.848,6.952,14.939,11.347,5.515,4.562,1.386,1.386,156.927,2.91,324.996,324.996,78,4.529,17.224,12.61,10,18.809,9.599,2.361,18.178,13.13,1.34,4.564,193.93,7.166,1.387,1.285,7.907,1.299,14.838,2.807,6.634,1.795,13.69,1.212,6.312,15.101,4.325,5.558,12.843,2.968,2.968,1.749,3.376,3,3.316,3.316,1.897,92.683,1.311,1.311,1.813,6.497,17,1.902,2,0.957,1.805,1.805,2.638,3.517,356.879,15.954,0.261,0.679,50.407,1.437,2.962,2.962,30,508.64,346.131,346.131,346.131,3.26,3.894,3.894,5.479,3.028,6.55,2.265,29.541,0.094,3.947,26.729,1.0,383.54,3.884,1.0,1.0,324.996,68.841,46.267,2.15,3.113,2.169,372.03,3.272,16.941,1.5,322.817,5,2.0,231.427,7.472,389.05,2.818,9.256,2.987,3.904,0.248,1.132,7.908,383.852,0.33,0.0,277.31,2.971,117.167,2.925,46.039,2.9
8.301,4.104,6.799,5.382,6.423,5.219,1.786,2.063,5.148,8.314,6.404,4.512,6.597,4.418,1.14,8,1.792,6.91,13.438,11.264,5.364,4.425,1.318,1.318,171.477,2.902,324.996,324.996,68,4.425,14.0,12.568,10,16.209,9.518,2.31,16.964,13.046,1.294,4.517,216.71,7.083,1.364,1.205,7.827,1.414,14.797,2.5,6.156,1.72,13.65,1.159,6.232,13.31,4.136,5.65,11.815,2.844,2.844,1.463,3.359,3,2.968,2.968,1.815,92.684,1.217,1.217,1.8,6.441,16,1.841,2,0.821,1.547,1.547,2.629,3.516,364.431,15.914,0.268,0.669,49.951,1.437,2.954,2.954,28,486.4,375.904,375.904,375.904,3.205,3.31,3.31,5.567,2.816,6.469,2.14,29.045,0.1,3.938,27.48,1.0,367.42,3.813,1.0,1.0,357.893,73.325,44.267,1.941,2.859,1.913,355.91,3.272,15.19,1.362,319.934,5,2.0,264.325,7.057,372.93,2.796,9.206,2.991,3.838,0.255,1.102,7.854,383.852,0.33,0.0,280.844,2.97,116.167,2.917,43.512,3.0
7.469,3.688,6.771,5.395,6.389,5.237,1.855,1.965,5.151,8.255,6.361,4.508,6.627,4.413,1.141,8,1.848,6.837,13.547,11.22,5.392,4.46,1.32,1.32,165.144,2.862,324.996,324.996,71,4.425,14.475,12.499,10,16.251,9.475,2.311,16.716,13.001,1.295,4.45,202.72,7.041,1.399,1.235,7.789,1.378,14.73,2.552,6.139,1.751,13.58,1.019,6.205,13.528,3.955,5.65,11.891,2.967,2.967,1.503,3.379,2,3.083,3.083,1.831,90.8,1.239,1.239,1.8,6.447,15,1.762,2,0.778,1.617,1.617,2.628,3.516,356.053,15.849,0.268,0.645,50.01,1.437,2.918,2.918,28,486.4,361.018,361.018,361.018,3.17,3.154,3.154,5.567,2.816,6.435,2.183,29.045,0.1,3.897,25.964,1.0,367.42,3.808,1.0,1.0,324.996,73.316,44.267,1.868,2.808,1.906,355.91,3.273,15.219,1.469,308.011,5,2.0,249.438,7.003,372.93,2.755,9.18,2.978,3.834,0.255,1.111,7.832,372.081,0.33,0.0,269.153,2.965,114.833,2.894,43.512,3.0
8.0,4.104,6.799,5.382,6.423,5.219,1.786,2.063,5.148,8.314,6.404,4.512,6.597,4.418,1.14,8,1.792,6.91,13.438,11.264,5.364,4.425,1.318,1.318,171.477,2.902,324.996,324.996,68,4.425,14.0,12.568,10,16.209,9.518,2.31,16.964,13.046,1.294,4.517,216.71,7.083,1.364,1.205,7.827,1.414,14.797,2.5,6.156,1.72,13.65,1.159,6.232,13.31,4.136,5.65,11.815,2.844,2.844,1.463,3.359,3,2.968,2.968,1.815,92.684,1.217,1.217,1.8,6.441,16,1.841,2,0.821,1.547,1.547,2.629,3.516,364.431,15.914,0.268,0.669,49.951,1.437,2.954,2.954,28,486.4,375.904,375.904,375.904,3.205,3.31,3.31,5.567,2.816,6.469,2.14,29.045,0.1,3.938,27.48,1.0,367.42,3.813,1.0,1.0,357.893,73.325,44.267,1.941,2.859,1.913,355.91,3.272,15.19,1.362,319.934,5,2.0,264.325,7.057,372.93,2.796,9.206,2.991,3.838,0.255,1.102,7.854,383.852,0.33,0.0,280.844,2.97,116.167,2.917,43.512,3.0
7.523,4.104,6.73,5.295,6.384,5.11,1.767,2.063,5.07,8.288,6.379,4.479,6.651,4.357,1.134,8,1.763,6.887,12.556,11.25,5.223,4.407,1.318,1.318,168.922,2.89,367.68,367.68,66,4.363,12.879,12.543,11,13.729,9.503,2.308,14.998,13.032,1.292,4.504,210.92,7.067,1.338,1.194,7.812,1.58,14.773,2.498,5.879,1.72,13.626,1.078,6.217,11.968,4.129,5.599,11.277,2.843,2.843,1.46,3.331,3,2.968,2.968,1.819,95.487,1.205,1.205,1.793,6.447,16,1.833,3,0.821,1.546,1.546,2.63,3.516,365.712,15.891,0.267,0.669,59.813,1.436,2.951,2.951,27,466.89,385.69,385.69,385.69,3.08,3.28,3.28,5.51,2.816,6.454,2.087,28.07,0.103,3.932,26.977,1.0,341.65,3.763,1.0,1.0,367.68,70.553,43.033,1.941,2.857,1.913,330.141,3.272,13.275,1.359,307.371,6,2.0,274.111,6.985,347.16,2.792,9.198,2.871,3.799,0.253,1.093,7.845,372.081,0.33,0.0,296.062,2.828,116.667,2.919,41.679,1.6
6.678,5.84,6.908,5.545,6.54,5.537,1.899,2.792,5.293,8.955,6.749,4.62,6.735,4.568,1.142,8,1.874,7.534,16.431,11.837,5.762,4.601,1.474,1.474,174.512,2.926,324.996,324.996,82,4.686,20.632,13.996,10,20.833,9.955,2.455,20.313,13.775,1.442,4.939,190.69,7.442,1.437,1.338,8.15,1.09,16.653,2.81,7.364,1.795,15.312,1.568,6.466,18.983,4.601,5.611,13.083,3.212,3.212,1.749,3.364,3,3.781,3.781,1.909,94.056,1.371,1.371,1.819,6.537,20,1.906,2,1.193,1.809,1.809,2.637,3.56,393.256,17.995,0.245,0.937,50.597,1.462,2.979,2.979,32,532.24,343.007,343.007,343.007,3.712,4.198,4.198,5.537,3.182,6.797,2.467,30.545,0.092,3.964,31.074,1.174,409.725,3.949,1.179,1.179,324.996,71.401,47.467,2.389,3.227,2.232,389.951,3.338,18.989,1.5,350.297,5,2.188,231.427,7.762,415.235,2.821,9.457,3.071,3.953,0.234,1.124,8.057,336.767,0.33,0.0,269.607,3.022,119.167,2.931,48.071,1.4
7.469,3.688,6.771,5.395,6.389,5.237,1.855,1.965,5.151,8.255,6.361,4.508,6.627,4.413,1.141,8,1.848,6.837,13.547,11.22,5.392,4.46,1.32,1.32,165.144,2.862,324.996,324.996,71,4.425,14.475,12.499,10,16.251,9.475,2.311,16.716,13.001,1.295,4.45,202.72,7.041,1.399,1.235,7.789,1.378,14.73,2.552,6.139,1.751,13.58,1.019,6.205,13.528,3.955,5.65,11.891,2.967,2.967,1.503,3.379,2,3.083,3.083,1.831,90.8,1.239,1.239,1.8,6.447,15,1.762,2,0.778,1.617,1.617,2.628,3.516,356.053,15.849,0.268,0.645,50.01,1.437,2.918,2.918,28,486.4,361.018,361.018,361.018,3.17,3.154,3.154,5.567,2.816,6.435,2.183,29.045,0.1,3.897,25.964,1.0,367.42,3.808,1.0,1.0,324.996,73.316,44.267,1.868,2.808,1.906,355.91,3.273,15.219,1.469,308.011,5,2.0,249.438,7.003,372.93,2.755,9.18,2.978,3.834,0.255,1.111,7.832,372.081,0.33,0.0,269.153,2.965,114.833,2.894,43.512,3.0
6.569,3.597,6.494,5.664,6.378,5.326,1.769,1.723,5.405,8.286,6.312,4.522,6.457,4.527,1.171,13,1.773,6.819,18.008,11.254,5.532,4.597,1.235,1.235,58.577,2.866,61.29,61.29,63,4.389,14.741,12.76,3,16.896,9.479,2.205,24.423,13.071,1.195,4.308,81.05,7.064,1.396,1.079,7.769,0.745,15.105,2.287,5.364,1.2,13.907,1.406,6.163,16.698,3.646,5.328,11.292,2.332,2.332,1.27,3.449,1,2.713,2.713,0.615,32.655,1.121,1.121,1.773,6.049,13,1.667,1,0.827,1.321,1.321,2.055,3.152,53.891,16.282,0.257,0.505,0.0,1.609,2.942,2.942,27,399.23,101.109,101.109,97.311,1.834,2.827,2.827,5.194,2.678,6.409,0.538,21.358,0.121,3.918,13.147,0.772,311.659,3.777,0.808,0.808,61.29,44.534,35.5,1.789,2.705,1.451,303.659,3.344,24.091,0.975,89.835,0,1.769,36.022,5.657,319.659,2.64,9.19,3.051,3.765,0.241,1.164,7.806,73.832,1.0,0.0,59.974,3.053,74.0,2.456,39.025,6.7
6.387,4.104,6.895,5.435,6.516,5.252,1.787,2.143,5.231,8.38,6.462,4.574,6.658,4.51,1.139,10,1.792,6.983,14.687,11.325,5.384,4.489,1.362,1.362,191.871,2.918,350.141,350.141,72,4.458,13.912,12.639,11,15.494,9.575,2.347,17.294,13.109,1.33,4.586,219.79,7.135,1.434,1.273,7.88,1.535,14.867,2.503,6.299,1.782,13.722,1.241,6.282,13.956,4.181,5.694,12.176,2.964,2.964,1.468,3.36,3,2.99,2.99,2.115,100.179,1.309,1.309,1.814,6.505,17,1.859,2,1.009,1.549,1.549,2.638,3.57,381.938,15.984,0.268,0.719,50.069,1.439,2.964,2.964,29,509.85,386.163,386.163,386.163,3.49,3.565,3.565,5.613,2.816,6.521,2.287,30.68,0.096,3.95,29.79,1.045,381.683,3.84,1.047,1.047,350.141,79.041,46.433,1.941,2.861,1.913,370.173,3.314,16.881,1.386,352.509,5,2.056,249.438,7.448,387.193,2.805,9.265,3.069,3.87,0.254,1.115,7.911,397.226,0.33,0.0,319.109,3.019,123.833,2.976,45.227,2.9
5.602,3.785,6.584,5.819,6.506,5.469,1.792,1.675,5.525,8.333,6.385,4.616,6.549,4.648,1.189,16,1.787,6.859,20.324,11.319,5.687,4.701,1.33,1.33,64.093,2.866,72.29,72.29,69,4.565,17.556,12.776,4,19.783,9.556,2.305,29.08,13.125,1.27,4.365,81.49,7.149,1.465,1.231,7.859,1.012,15.114,2.332,6.279,1.256,13.917,1.405,6.267,19.442,3.808,5.352,12.954,2.811,2.811,1.324,3.504,1,2.933,2.933,0.725,37.429,1.306,1.306,1.798,6.168,14,1.789,1,0.851,1.444,1.444,2.255,3.152,64.706,16.288,0.25,0.549,0.0,1.61,2.943,2.943,30,447.56,97.223,97.223,93.425,1.986,3.076,3.076,5.235,2.868,6.506,0.677,23.864,0.107,3.918,11.342,1.079,355.947,3.889,1.112,1.112,72.29,48.106,40.267,1.92,2.843,1.923,342.438,3.414,27.086,1.417,96.019,0,2.088,18.011,6.364,363.947,2.705,9.247,3.069,3.881,0.236,1.237,7.874,73.832,0.83,0.0,64.389,3.075,81.0,2.692,43.793,5.9
5.301,4.285,6.709,5.783,6.636,5.462,1.808,2.161,5.534,8.508,6.529,4.73,6.637,4.768,1.176,15,1.802,7.065,21.549,11.533,5.652,4.785,1.337,1.337,90.451,3.063,105.603,105.603,77,4.489,17.913,12.955,5,19.072,9.735,2.329,26.114,13.376,1.324,4.576,115.19,7.295,1.607,1.269,8.006,1.152,15.279,2.678,6.629,1.4,14.091,1.589,6.389,19.845,4.391,5.558,13.439,2.841,2.841,1.685,3.591,1,2.957,2.957,1.11,55.261,1.317,1.317,1.819,6.324,16,1.92,1,0.924,1.648,1.648,2.255,3.219,115.79,16.445,0.268,0.656,0.0,1.616,3.194,3.194,32,490.64,143.817,143.817,140.018,2.243,3.642,3.642,5.444,2.964,6.668,1.009,26.871,0.098,4.167,17.463,1.158,381.05,3.989,1.179,1.179,105.603,55.821,43.5,2.307,3.149,1.924,363.398,3.563,25.847,1.663,150.117,0,2.164,34.416,7.448,389.05,2.843,9.491,3.2,3.965,0.25,1.302,8.085,118.145,0.83,5.807,116.46,3.195,98.583,2.871,47.168,5.7
5.678,3.597,6.47,5.575,6.354,5.279,1.751,1.723,5.353,8.282,6.304,4.494,6.44,4.486,1.17,13,1.76,6.819,16.912,11.25,5.485,4.568,1.193,1.193,57.788,2.866,61.29,61.29,62,4.298,13.873,12.758,3,15.881,9.474,2.175,21.914,13.068,1.168,4.308,95.04,7.055,1.334,1.079,7.76,0.736,15.104,2.283,5.018,1.05,13.906,1.406,6.151,15.937,3.637,5.271,10.918,2.185,2.185,1.268,3.403,1,2.711,2.711,0.603,34.357,1.113,1.113,1.765,6.045,13,1.663,1,0.827,1.315,1.315,2.05,3.152,57.64,16.281,0.263,0.474,0.0,1.546,2.942,2.942,26,381.93,115.996,115.996,112.198,1.834,2.819,2.819,5.131,2.678,6.399,0.508,20.427,0.124,3.918,12.753,0.711,292.475,3.741,0.736,0.736,94.187,42.644,34.2,1.789,2.705,1.451,284.475,3.274,22.284,0.962,90.895,0,1.707,50.908,5.547,300.475,2.636,9.184,2.94,3.733,0.246,1.13,7.798,73.832,1.0,0.0,62.988,2.939,73.5,2.454,37.498,7.0
5.1,1.16,5.632,4.587,5.595,4.41,1.352,1.077,4.386,7.635,5.818,3.76,5.643,3.721,0.97,3,1.387,6.133,6.284,10.641,4.615,3.787,0.795,0.795,39.225,2.525,0.0,29.92,38,3.718,6.197,11.707,0,7.545,8.93,1.718,8.751,12.392,0.732,3.763,41.57,6.535,1.062,-0.141,7.281,0.247,13.856,1.984,3.097,0.272,12.724,0.375,5.733,6.03,3.247,4.564,7.506,-0.521,-0.521,0.983,2.854,0,-0.356,-0.356,0.223,27.87,-0.16,-0.16,1.687,5.712,8,1.171,0,0.28,1.0,1.0,1.139,2.598,29.018,14.924,0.291,0.294,0.0,1.062,2.573,2.573,20,277.62,50.357,80.277,63.491,1.386,2.136,2.136,4.406,2.0,5.948,0.273,15.376,0.154,3.554,9.29,-0.619,167.421,3.408,-0.65,-0.65,63.491,35.604,24.829,1.5,2.5,1.0,159.421,2.925,7.739,-0.865,26.262,0,0.309,16.786,4.005,173.421,2.277,8.769,2.715,3.408,0.268,0.886,7.43,0.0,1.0,33.571,43.54,2.735,61.833,1.845,26.992,7.9
4.755,2.438,5.98,5.524,5.847,5.382,1.758,1.292,5.348,7.588,5.803,4.047,6.075,3.672,1.273,3,1.75,6.128,17.333,10.631,5.628,3.903,0.398,0.398,85.997,2.303,78.828,78.828,46,4.864,17.248,11.648,3,22.928,8.91,1.287,22.545,12.398,0.345,3.801,49.77,6.497,1.375,0.242,7.256,0.426,13.795,1.679,7.388,0.525,12.674,0.648,5.714,17.891,2.813,5.372,11.121,0.203,0.203,0.679,3.404,3,0.571,0.571,0.34,24.744,0.252,0.252,1.716,6.017,8,0.412,2,0.354,0.681,0.681,1.611,2.631,100.745,14.865,0.206,0.189,9.698,1.542,2.458,2.458,25,432.25,81.952,81.952,81.952,1.453,0.649,0.649,5.172,2.227,5.916,0.663,24.052,0.132,3.387,17.549,-0.291,362.03,3.763,-0.299,-0.299,78.828,65.996,35.3,0.702,1.725,1.171,341.011,3.385,25.418,-0.339,48.232,1,0.698,42.683,4.425,376.03,1.476,8.464,2.945,3.685,0.203,1.143,7.167,71.458,0.67,0.0,55.138,2.949,59.667,1.923,38.702,1.4
6.009,3.722,6.533,5.711,6.535,5.438,1.828,1.723,5.445,8.285,6.329,4.545,6.483,4.578,1.169,14,1.832,6.808,18.4,11.255,5.661,4.594,1.328,1.328,68.204,2.865,72.29,72.29,66,4.617,17.292,12.755,4,19.718,9.49,2.317,26.833,13.066,1.303,4.302,81.49,7.081,1.6,1.251,7.794,0.885,15.101,2.376,6.46,1.261,13.902,1.31,6.209,18.667,3.76,5.461,12.751,2.745,2.745,1.346,3.506,0,2.876,2.876,0.619,36.354,1.284,1.284,1.798,6.151,13,1.767,0,0.873,1.46,1.46,2.233,3.153,66.721,16.279,0.247,0.637,0.0,1.615,2.94,2.94,30,459.92,97.223,97.223,93.425,1.834,3.06,3.06,5.318,2.693,6.441,0.653,25.079,0.11,3.916,14.082,1.077,372.295,3.884,1.099,1.099,72.29,52.539,40.867,1.869,2.842,1.908,358.295,3.487,25.134,1.384,89.457,0,2.083,18.011,6.194,382.295,2.694,9.207,3.096,3.871,0.234,1.284,7.834,73.832,0.83,0.0,63.548,3.094,81.667,2.514,44.32,5.7
5.804,3.722,6.554,5.733,6.603,5.496,1.799,1.723,5.485,8.293,6.339,4.599,6.592,4.6,1.182,12,1.797,6.815,18.973,11.271,5.717,4.638,1.329,1.329,75.211,2.865,114.973,114.973,68,4.603,17.425,12.758,5,19.634,9.506,2.324,27.086,13.081,1.317,4.302,101.72,7.098,1.585,1.202,7.81,1.271,15.103,2.464,6.527,1.295,13.905,1.228,6.225,19.101,3.763,5.023,12.983,2.772,2.772,1.396,3.53,0,2.809,2.809,0.704,42.723,1.227,1.227,1.804,6.191,13,1.737,0,0.8,1.575,1.575,2.272,3.154,84.57,16.28,0.252,0.641,9.47,1.629,2.94,2.94,30,468.71,139.906,139.906,136.108,1.914,3.27,3.27,5.023,2.678,6.457,0.895,25.988,0.107,3.916,14.61,1.012,356.632,3.89,1.069,1.069,114.973,54.63,42.333,1.821,2.759,1.906,339.122,3.42,25.13,1.326,96.18,1,2.016,60.694,6.381,356.632,2.705,9.215,3.144,3.884,0.239,1.279,7.844,50.29,0.83,0.0,62.839,3.138,87.167,2.498,45.035,5.6
5.066,3.208,6.206,5.18,6.133,4.995,1.618,1.511,5.045,8.203,6.217,4.313,6.317,4.203,1.036,7,1.621,6.795,12.141,11.171,5.165,4.301,1.065,1.065,80.443,2.862,105.603,105.603,52,3.997,10.826,12.64,5,12.04,9.386,2.032,13.828,12.995,1.026,4.339,123.15,6.948,1.408,0.751,7.664,0.792,14.958,2.194,5.112,0.93,13.775,1.058,6.052,11.834,3.584,5.431,9.494,0.849,0.849,1.186,3.3,0,2.033,2.033,0.808,47.112,0.777,0.777,1.751,6.042,12,1.441,0,0.662,1.211,1.211,1.9,3.186,80.634,16.122,0.306,0.492,0.0,1.512,3.09,3.09,22,387.08,158.703,158.703,156.804,1.944,2.696,2.696,5.394,2.453,6.34,0.741,22.216,0.133,4.029,18.566,0.315,291.254,3.666,0.336,0.336,122.388,51.559,34.7,1.634,2.631,1.293,287.254,3.315,15.114,0.38,100.304,0,1.277,34.416,5.424,293.254,2.485,9.191,2.745,3.647,0.287,1.181,7.781,129.145,1.0,22.593,88.999,2.736,81.917,2.404,35.588,7.4
5.1,2.688,5.448,4.334,5.458,4.578,1.324,1.188,4.416,7.872,5.954,3.941,5.746,3.741,0.953,0,1.326,6.412,7.632,10.921,4.742,4.01,0.0,0.0,53.508,2.612,67.828,67.828,46,3.527,8.332,12.17,2,8.615,9.166,0.933,6.236,12.71,0.0,4.007,50.19,6.739,0.912,-0.116,7.466,0.426,14.424,1.004,2.641,0.256,13.26,0.624,5.861,8.552,2.955,5.101,7.514,-0.844,-0.844,0.065,2.954,1,-0.387,-0.387,0.417,35.535,-0.157,-0.157,1.683,5.809,11,0.0,0,0.514,0.083,0.083,2.106,2.845,82.047,15.551,0.323,0.246,10.557,1.018,2.693,2.693,19,305.57,84.614,84.614,84.614,2.187,0.0,0.0,5.101,2.217,6.107,0.591,16.8,0.164,3.668,13.876,-0.298,188.75,3.473,-0.515,-0.515,202.06,35.811,25.09,0.1,1.406,0.81,184.75,2.922,8.795,-0.621,56.543,1,0.294,42.683,4.205,188.75,1.345,8.898,2.656,3.444,0.299,0.759,7.521,67.828,1.0,134.231,87.349,2.676,61.333,2.535,27.621,2.7
5.553,3.146,6.186,5.164,6.013,5.005,1.648,1.431,5.052,8.205,6.234,4.28,6.245,4.165,1.077,13,1.641,6.734,12.056,11.137,5.197,4.291,1.236,1.236,56.509,2.817,50.29,50.29,55,4.326,12.576,12.67,2,14.833,9.365,2.213,14.648,12.952,1.203,4.242,70.99,6.948,1.341,1.016,7.66,0.4,15.011,2.261,4.899,0.909,13.813,1.033,6.061,12.236,3.595,5.388,10.281,1.929,1.929,1.257,3.435,0,2.516,2.516,0.346,27.907,1.038,1.038,1.753,5.929,12,1.705,0,0.707,1.272,1.272,1.964,3.014,39.825,16.185,0.255,0.36,0.0,1.512,2.855,2.855,26,382.86,90.11,90.11,88.21,1.798,2.804,2.804,5.28,2.618,6.301,0.242,20.473,0.13,3.845,14.961,0.605,295.702,3.717,0.619,0.619,67.075,45.342,32.733,1.86,2.756,1.311,280.947,3.28,15.908,0.855,71.348,0,1.598,18.011,5.198,301.702,2.666,9.12,2.929,3.696,0.239,1.12,7.742,73.832,1.0,16.786,59.449,2.928,70.667,2.424,36.783,7.1
