pXC50,CATS2D_07_DA,MATS2p,MPC10,SpMin1_Bh.p.,CATS2D_04_DA,SpMin7_Bh.i.,Eig06_EA.ri.,Eig15_AEA.ed.,GATS2i,Eig02_EA.ed.,SM11_AEA.dm.,GGI5,MPC07,MATS4e,Eig02_EA.ri.,P_VSA_LogP_5,MATS2i,SpMin7_Bh.e.,MPC06,GATS1e,piPC05,Eig06_EA.bo.,ATS4v,SpMin6_Bh.i.,piID,SpMin1_Bh.i.,SpMin8_Bh.i.,SpMin6_Bh.e.,SpMin8_Bh.p.,SpMin6_Bh.m.,SpMin8_Bh.v.,SM02_EA.ri.,CATS2D_04_AA,X4,SpMin1_Bh.e.,SpMax8_Bh.p.,nHAcc,MATS2v,Eig06_AEA.ri.,MPC04,Eig02_AEA.ri.,Eig15_AEA.bo.,TIC1,Eig06_AEA.bo.,Eig05_AEA.bo.,piPC10,piPC09,nO,GGI6,Eig02_AEA.bo.,ATS4p,ATS2i,SpMax8_Bh.v.,Eig03_EA.ri.,P_VSA_p_2,MPC05,ATSC5i,ATS3v,SpMaxA_AEA.dm.,SM02_EA.ed.,Eig06_EA.ed.,SM15_AEA.dm.,TIC2,ATSC6e,SpDiam_EA.ed.,SpMin8_Bh.e.,TPC,ATS2e
6.523,7,-0.014,5.46,2.008,10,1.431,2.678,4.069,1.167,11.61,11.61,2.087,5.298,-0.022,3.043,45.339,-0.043,1.46,5.159,1.08,6.043,3.188,4.384,1.484,11.32,1.751,1.155,1.502,1.434,1.559,1.428,4.892,7,13.511,1.797,3.037,21,-0.005,3.754,4.86,4.221,2.413,310.256,4.055,4.134,7.099,6.988,13,1.949,4.641,4.398,5.1,3.025,2.965,481.347,4.99,2.041,4.402,0.09,7.501,8.692,8.692,363.54,3.511,26.792,1.166,8.701,5.013
6.959,7,0.001,5.361,2.008,10,1.434,2.678,3.835,1.209,11.609,11.609,1.754,5.236,0.071,3.043,15.419,-0.015,1.466,5.112,1.157,6.034,3.187,4.36,1.484,11.302,1.751,1.155,1.502,1.433,1.56,1.429,4.841,7,13.502,1.797,3.037,19,-0.032,3.754,4.828,4.22,2.227,301.972,4.054,4.133,7.067,6.962,13,1.681,4.623,4.403,5.087,3.025,2.965,481.347,4.963,1.807,4.361,0.077,7.331,8.689,8.689,363.54,2.75,19.641,1.166,8.655,4.992
4.121,9,0.131,5.361,2.008,11,1.386,2.764,3.835,1.042,11.609,11.609,1.754,5.236,0.021,3.049,25.355,0.126,1.387,5.112,1.205,6.034,3.187,4.328,1.467,11.302,1.751,1.157,1.486,1.434,1.61,1.432,4.872,8,13.502,1.797,3.002,20,-0.003,3.794,4.828,4.22,2.227,304.694,4.054,4.133,7.067,6.962,15,1.681,4.623,4.325,5.074,3.009,3.042,476.912,4.963,1.619,4.329,0.077,7.331,8.689,8.689,357.978,3.11,19.641,1.167,8.655,4.995
7.632,9,0.112,5.361,2.008,10,1.388,2.721,3.835,1.073,11.609,11.609,1.754,5.236,0.0,3.043,48.132,0.071,1.387,5.112,1.22,6.034,3.187,4.343,1.48,11.302,1.751,1.156,1.499,1.412,1.536,1.423,4.863,7,13.502,1.797,3.068,20,-0.003,3.774,4.828,4.22,2.227,297.153,4.054,4.133,7.067,6.962,14,1.681,4.623,4.377,5.057,3.035,3.014,110.159,4.963,1.718,4.331,0.077,7.331,8.689,8.689,350.438,2.919,19.641,1.164,8.655,4.98
6.611,1,0.043,4.357,2.029,3,0.873,1.413,2.168,0.854,7.98,7.98,0.719,4.304,0.199,2.546,91.342,0.189,0.938,4.234,0.964,5.715,2.057,3.703,1.119,9.588,1.893,0.821,1.16,1.062,1.295,1.107,4.178,1,7.18,1.914,2.735,7,-0.006,2.444,4.078,3.643,0.826,144.903,3.202,3.41,7.127,6.892,2,0.444,4.051,3.733,4.385,2.715,2.381,121.159,4.205,1.117,3.698,0.145,6.333,3.667,3.667,168.612,0.458,17.033,0.886,6.809,4.244
5.921,4,-0.003,4.89,2.015,4,0.588,1.735,2.148,1.078,10.205,10.205,1.118,4.796,-0.119,3.041,6.371,0.038,0.655,4.673,1.152,5.793,2.12,3.709,1.001,9.374,1.766,0.502,1.053,0.989,1.046,0.919,4.27,3,7.395,1.805,2.287,12,-0.021,2.818,4.277,4.097,0.592,157.011,3.041,3.54,7.062,6.955,8,0.832,4.382,3.679,4.52,2.34,2.813,292.754,4.5,0.927,3.72,0.133,6.756,5.905,5.905,189.376,1.607,19.362,0.544,7.241,4.425
6.0,4,-0.029,4.89,2.013,4,0.612,1.735,2.148,1.145,10.205,10.205,1.118,4.796,-0.147,3.042,6.371,0.037,0.68,4.673,1.22,5.83,2.12,3.733,1.023,9.469,1.779,0.506,1.074,0.99,1.054,0.919,4.279,3,7.395,1.817,2.325,11,-0.039,2.818,4.277,4.097,0.613,164.248,3.041,3.567,7.186,7.049,8,0.832,4.382,3.717,4.499,2.375,2.814,292.754,4.5,0.933,3.739,0.133,6.756,5.905,5.905,196.122,1.425,19.362,0.553,7.241,4.409
6.022,7,0.006,5.407,2.016,9,1.356,2.756,3.836,1.153,11.609,11.609,1.945,5.263,0.067,3.043,19.033,0.053,1.381,5.118,1.124,6.13,3.228,4.421,1.449,11.594,1.909,1.157,1.49,1.486,1.574,1.468,4.887,7,13.716,1.929,3.081,18,-0.039,3.776,4.836,4.22,2.413,316.912,4.056,4.133,7.149,7.025,13,1.708,4.623,4.462,5.131,3.087,3.034,464.562,4.997,1.959,4.433,0.075,7.336,8.607,8.607,385.99,2.821,19.641,1.183,8.723,5.03
6.538,4,0.099,5.318,2.032,11,1.369,2.588,4.069,1.01,11.929,11.929,1.907,5.313,0.162,3.293,55.833,0.149,1.423,5.198,1.053,6.32,3.323,4.592,1.457,12.417,1.937,1.271,1.499,1.551,1.651,1.542,4.96,7,15.314,1.947,3.164,17,0.108,3.643,4.934,4.342,2.413,365.787,3.978,4.133,7.271,7.191,13,1.622,4.642,4.647,5.278,3.146,3.043,399.981,5.075,2.45,4.551,0.073,7.408,9.164,9.164,485.779,2.689,20.111,1.291,8.804,5.148
5.879,4,-0.047,4.89,2.008,4,0.589,1.735,2.148,1.145,10.205,10.205,1.118,4.796,-0.125,3.04,6.371,0.04,0.655,4.673,1.222,5.793,2.12,3.731,1.006,9.374,1.768,0.502,1.055,0.989,1.045,0.919,4.262,3,7.395,1.806,2.304,11,-0.067,2.818,4.277,4.097,0.592,157.011,3.041,3.54,7.062,6.955,8,0.832,4.382,3.724,4.505,2.352,2.811,292.754,4.5,0.854,3.736,0.133,6.756,5.905,5.905,189.376,1.497,19.362,0.544,7.241,4.418
6.097,5,-0.014,5.46,2.008,10,1.431,2.678,4.069,1.147,11.61,11.61,2.087,5.298,-0.027,3.033,45.339,-0.058,1.46,5.159,1.028,6.043,3.188,4.369,1.482,11.32,1.75,1.152,1.501,1.422,1.559,1.418,4.889,7,13.511,1.797,3.037,21,-0.006,3.754,4.86,4.218,2.413,310.985,4.055,4.134,7.099,6.988,12,1.949,4.641,4.376,5.099,3.025,2.965,438.664,4.99,2.167,4.392,0.09,7.501,8.692,8.692,368.369,3.496,26.792,1.162,8.701,5.009
5.222,5,0.0,5.361,2.008,10,1.434,2.678,3.835,1.173,11.609,11.609,1.754,5.236,0.066,3.033,15.419,-0.034,1.466,5.112,1.088,6.034,3.187,4.344,1.482,11.302,1.751,1.152,1.502,1.421,1.56,1.419,4.838,7,13.502,1.797,3.037,19,-0.033,3.754,4.828,4.217,2.227,305.456,4.054,4.133,7.067,6.962,12,1.681,4.623,4.381,5.086,3.025,2.965,438.664,4.963,1.95,4.35,0.078,7.331,8.689,8.689,368.369,2.749,19.641,1.162,8.655,4.988
6.357,6,-0.018,4.997,2.014,4,0.594,1.736,2.234,1.208,10.234,10.234,1.243,4.868,-0.145,3.048,6.371,0.032,0.658,4.727,1.293,5.83,2.122,3.755,1.01,9.469,1.766,0.503,1.055,0.99,1.046,0.919,4.333,3,7.523,1.801,2.301,13,-0.048,2.819,4.304,4.098,0.602,160.847,3.041,3.612,7.186,7.049,10,0.929,4.382,3.716,4.534,2.361,2.83,378.121,4.543,0.881,3.763,0.128,6.808,5.908,5.908,196.905,1.714,19.374,0.545,7.332,4.457
6.523,4,0.099,5.318,2.032,11,1.369,2.588,4.069,1.01,11.929,11.929,1.907,5.313,0.162,3.293,55.833,0.149,1.423,5.198,1.053,6.32,3.323,4.592,1.457,12.417,1.937,1.271,1.499,1.551,1.651,1.542,4.96,7,15.314,1.947,3.164,17,0.108,3.643,4.934,4.342,2.413,365.787,3.978,4.133,7.271,7.191,13,1.622,4.642,4.647,5.278,3.146,3.043,399.981,5.075,2.45,4.551,0.073,7.408,9.164,9.164,485.779,2.689,20.111,1.291,8.804,5.148
4.432,4,-0.046,5.308,2.037,4,1.026,2.063,2.807,1.086,10.207,10.207,1.181,4.99,-0.067,3.042,9.557,0.06,1.075,4.828,1.144,6.1,2.884,3.946,1.302,11.593,1.901,0.821,1.306,1.062,1.339,1.107,4.501,3,9.245,1.929,2.735,11,-0.094,3.135,4.454,4.097,1.154,203.954,3.563,3.733,8.07,7.71,8,0.914,4.382,3.965,4.697,2.715,2.815,292.754,4.682,1.274,3.988,0.106,6.887,6.583,6.583,247.073,1.382,19.363,0.886,7.97,4.602
6.194,1,-0.013,4.043,2.032,0,0.821,1.626,2.0,0.989,7.799,7.799,0.577,4.007,-0.01,2.652,30.439,0.076,0.886,3.989,0.834,5.557,2.294,3.517,1.056,9.46,1.898,0.763,1.103,1.051,1.275,1.063,4.137,0,6.332,1.925,2.537,5,-0.039,2.642,3.912,3.695,0.5,124.776,3.104,3.237,6.606,6.427,2,0.307,4.077,3.585,4.32,2.551,2.438,87.459,3.989,0.857,3.615,0.148,6.213,4.339,4.339,151.24,0.246,15.18,0.82,6.639,4.176
5.301,1,0.076,4.812,2.014,1,1.069,1.676,2.577,0.857,9.251,9.251,0.917,4.605,-0.056,2.882,94.204,0.081,1.094,4.511,0.798,5.978,2.373,3.752,1.126,11.058,1.887,0.821,1.178,1.062,1.34,1.107,4.322,1,8.161,1.906,2.65,7,0.055,2.702,4.277,3.906,0.838,145.251,3.134,3.502,7.704,7.383,3,0.51,4.293,3.732,4.425,2.641,2.537,81.596,4.443,1.198,3.756,0.114,6.561,4.48,4.48,175.716,0.715,17.28,0.886,7.358,4.309
5.301,1,0.049,4.779,2.059,2,0.846,1.699,2.523,0.771,9.063,9.063,0.778,4.575,-0.1,2.799,48.021,0.324,0.899,4.443,0.97,6.008,2.494,3.714,1.126,11.276,1.903,0.821,1.164,1.062,1.309,1.107,4.289,0,7.928,1.932,2.735,7,-0.006,2.728,4.205,3.863,0.924,141.139,3.205,3.351,7.741,7.433,1,0.47,4.249,3.743,4.483,2.715,2.443,112.671,4.394,1.13,3.767,0.104,6.463,4.499,4.499,176.438,0.305,15.663,0.886,7.354,4.323
6.387,1,0.064,4.745,2.031,1,1.045,1.612,2.314,0.921,9.238,9.238,0.768,4.522,-0.006,2.87,76.494,0.158,1.103,4.407,0.889,5.904,2.304,3.708,1.111,11.017,1.883,0.821,1.19,1.062,1.354,1.107,4.26,1,7.907,1.906,2.649,6,0.027,2.628,4.22,3.904,0.768,142.068,3.073,3.378,7.643,7.327,2,0.399,4.293,3.725,4.44,2.638,2.412,90.529,4.344,1.061,3.712,0.116,6.475,4.085,4.085,175.367,0.475,17.034,0.886,7.293,4.297
5.301,1,0.04,4.663,2.023,0,1.055,1.613,2.313,0.914,9.237,9.237,0.706,4.443,-0.044,2.881,65.734,0.121,1.102,4.344,0.901,5.867,2.302,3.691,1.124,10.981,1.914,0.821,1.168,1.062,1.334,1.107,4.275,0,7.664,1.937,2.636,5,0.006,2.626,4.174,3.905,0.744,133.322,3.071,3.352,7.592,7.288,2,0.344,4.292,3.746,4.39,2.633,2.434,70.597,4.277,1.039,3.723,0.115,6.444,4.08,4.08,167.866,0.302,16.739,0.886,7.226,4.259
7.0,2,0.112,5.011,2.036,0,1.144,1.975,2.916,0.929,10.227,10.227,1.227,4.779,-0.081,3.033,74.782,0.171,1.196,4.663,0.884,6.057,2.709,4.117,1.266,11.879,1.924,1.085,1.296,1.443,1.465,1.458,4.505,1,9.482,1.946,2.804,8,0.093,2.997,4.431,4.042,1.639,205.49,3.394,3.67,7.816,7.487,4,0.678,4.407,4.155,4.731,2.812,2.627,141.549,4.575,1.654,4.041,0.11,6.753,5.751,5.751,258.419,0.752,18.245,1.133,7.816,4.578
7.347,1,0.143,5.176,2.039,0,1.175,2.112,3.271,0.927,9.992,9.992,1.338,4.883,0.001,3.01,77.906,0.19,1.241,4.762,0.857,6.072,2.693,4.236,1.266,12.449,1.915,1.127,1.296,1.453,1.513,1.453,4.621,1,11.031,1.936,2.941,9,0.111,3.175,4.554,4.02,2.118,236.289,3.423,3.714,7.828,7.498,4,0.745,4.391,4.302,4.954,2.91,2.659,112.99,4.7,1.894,4.201,0.097,6.858,6.37,6.37,305.999,0.861,18.29,1.171,8.292,4.785
5.301,1,-0.003,4.663,1.995,0,0.824,1.605,2.313,0.95,9.237,9.237,0.706,4.443,-0.007,2.867,66.049,0.08,0.886,4.344,0.852,5.867,2.302,3.634,1.083,10.981,1.89,0.821,1.125,1.018,1.234,1.059,4.241,0,7.664,1.909,2.631,5,-0.078,2.623,4.174,3.903,0.744,118.064,3.071,3.352,7.592,7.288,2,0.344,4.292,3.672,4.289,2.63,2.431,70.597,4.277,0.81,3.692,0.12,6.444,4.08,4.08,152.608,0.387,16.739,0.868,7.226,4.187
5.0,1,0.003,4.804,2.015,1,1.09,1.615,2.365,0.945,9.238,9.238,0.796,4.575,0.072,2.882,85.083,0.099,1.105,4.466,0.91,5.921,2.305,3.773,1.146,11.051,1.892,0.821,1.2,1.068,1.341,1.107,4.306,1,8.14,1.909,2.713,6,-0.003,2.632,4.248,3.906,0.952,149.666,3.074,3.384,7.67,7.352,3,0.439,4.293,3.793,4.5,2.705,2.445,81.596,4.382,1.103,3.769,0.11,6.491,4.088,4.088,187.065,0.493,17.073,0.886,7.356,4.37
5.301,1,0.08,4.844,2.059,2,0.881,1.731,2.53,0.803,9.377,9.377,0.806,4.635,-0.181,2.802,41.731,0.288,0.943,4.477,0.96,6.048,2.506,3.803,1.127,11.46,1.905,0.821,1.167,1.062,1.309,1.107,4.339,0,8.331,1.933,2.735,7,0.056,2.785,4.263,3.901,0.934,155.875,3.229,3.419,7.796,7.47,1,0.551,4.329,3.84,4.565,2.715,2.483,112.671,4.443,1.228,3.842,0.103,6.55,5.323,5.323,192.339,0.305,16.594,0.886,7.466,4.395
6.509,1,0.121,5.226,2.041,0,1.266,2.125,3.271,0.949,10.227,10.227,1.4,4.934,-0.001,3.033,77.906,0.171,1.296,4.804,0.853,6.103,2.715,4.292,1.315,12.482,1.924,1.144,1.351,1.473,1.513,1.459,4.641,1,11.274,1.946,2.941,9,0.093,3.191,4.585,4.042,2.118,247.524,3.436,3.719,7.868,7.529,4,0.8,4.407,4.359,5.004,2.91,2.659,112.99,4.745,2.029,4.24,0.094,6.878,6.483,6.483,326.293,0.921,18.29,1.196,8.347,4.831
7.678,2,0.128,4.949,2.025,0,1.093,1.816,2.913,0.899,9.992,9.992,1.164,4.718,-0.072,2.899,74.651,0.194,1.133,4.615,0.895,6.025,2.686,4.024,1.147,11.846,1.899,1.044,1.201,1.395,1.432,1.347,4.451,1,9.239,1.921,2.793,8,0.081,2.907,4.394,3.987,1.454,184.585,3.368,3.665,7.774,7.453,4,0.622,4.391,4.061,4.587,2.772,2.627,141.549,4.522,1.348,3.981,0.114,6.73,5.515,5.515,222.659,0.764,18.245,1.105,7.757,4.461
5.796,1,-0.067,4.663,2.008,1,0.839,1.609,2.313,0.958,9.237,9.237,0.706,4.443,0.062,2.882,68.839,0.086,0.886,4.344,0.968,5.867,2.302,3.618,1.093,10.981,1.887,0.821,1.106,1.062,1.223,1.107,4.267,0,7.664,1.907,2.631,6,-0.093,2.624,4.174,3.905,0.744,120.696,3.071,3.352,7.592,7.288,3,0.344,4.292,3.628,4.308,2.63,2.444,113.28,4.277,0.902,3.673,0.116,6.444,4.08,4.08,153.24,0.444,16.739,0.883,7.226,4.203
7.387,2,0.191,5.011,2.026,1,1.123,1.921,2.916,0.895,10.227,10.227,1.227,4.779,-0.043,2.963,81.549,0.2,1.171,4.663,0.913,6.057,2.709,4.071,1.17,11.879,1.899,1.069,1.208,1.443,1.46,1.458,4.486,2,9.482,1.921,2.8,9,0.144,2.972,4.431,4.02,1.639,204.423,3.394,3.67,7.816,7.487,5,0.678,4.407,4.084,4.685,2.809,2.625,152.549,4.575,1.527,3.999,0.11,6.753,5.751,5.751,252.132,0.939,18.245,1.133,7.816,4.546
5.796,1,0.13,4.812,2.001,1,1.075,1.649,2.577,0.853,9.251,9.251,0.917,4.605,-0.019,2.882,88.583,0.19,1.096,4.511,0.878,5.978,2.373,3.788,1.126,11.058,1.891,0.821,1.178,1.062,1.34,1.107,4.306,1,8.161,1.906,2.67,6,0.072,2.694,4.277,3.906,0.838,145.251,3.134,3.502,7.704,7.383,3,0.51,4.293,3.812,4.415,2.646,2.492,81.596,4.443,1.002,3.787,0.115,6.561,4.48,4.48,175.716,0.623,17.28,0.886,7.358,4.304
7.056,1,-0.022,4.663,1.996,0,0.824,1.602,2.313,0.929,9.237,9.237,0.706,4.443,0.03,2.877,72.34,0.102,0.886,4.344,0.852,5.867,2.302,3.632,1.093,10.981,1.89,0.821,1.106,1.018,1.223,1.059,4.244,0,7.664,1.908,2.633,5,-0.083,2.622,4.174,3.904,0.744,114.064,3.071,3.352,7.592,7.288,2,0.344,4.292,3.665,4.29,2.63,2.44,70.597,4.277,0.814,3.69,0.12,6.444,4.08,4.08,146.608,0.381,16.739,0.868,7.226,4.187
7.387,2,0.125,4.949,2.025,0,1.093,1.83,2.913,0.925,9.992,9.992,1.164,4.718,-0.048,2.913,75.097,0.176,1.133,4.615,0.873,6.025,2.686,4.01,1.147,11.846,1.899,1.044,1.201,1.396,1.432,1.347,4.456,1,9.239,1.921,2.779,8,0.076,2.912,4.394,3.99,1.454,184.585,3.368,3.665,7.774,7.453,4,0.622,4.391,4.031,4.589,2.76,2.627,141.549,4.522,1.316,3.969,0.114,6.73,5.515,5.515,222.659,0.834,18.245,1.105,7.757,4.463
7.824,1,0.277,5.075,2.031,1,1.159,1.957,3.0,0.782,10.227,10.227,1.282,4.828,0.082,2.985,90.964,0.338,1.219,4.7,0.874,6.066,2.713,4.163,1.244,12.032,1.899,1.126,1.296,1.473,1.465,1.458,4.544,2,10.069,1.922,2.804,9,0.241,3.032,4.477,4.027,1.949,216.834,3.401,3.698,7.839,7.505,4,0.759,4.407,4.2,4.856,2.812,2.648,112.99,4.615,1.71,4.1,0.105,6.804,5.913,5.913,270.827,0.824,18.282,1.179,7.947,4.68
5.699,1,0.057,4.82,2.013,1,1.08,1.675,2.34,0.94,9.238,9.238,0.935,4.585,0.069,2.883,85.083,0.1,1.125,4.466,0.91,5.958,2.328,3.778,1.149,11.169,1.891,0.821,1.207,1.062,1.429,1.107,4.335,1,8.162,1.908,2.735,6,0.074,2.714,4.263,3.908,0.772,150.6,3.103,3.478,7.706,7.395,3,0.46,4.295,3.81,4.503,2.715,2.499,81.596,4.407,1.09,3.79,0.11,6.541,4.911,4.911,184.31,0.485,17.147,0.886,7.401,4.369
5.699,1,-0.031,4.727,2.011,0,0.821,1.684,2.233,1.034,9.239,9.239,0.654,4.489,-0.196,2.885,62.549,0.002,0.886,4.344,0.895,5.926,2.333,3.727,1.168,11.266,1.893,0.821,1.209,1.062,1.334,1.107,4.327,0,7.945,1.916,2.735,5,0.023,2.699,4.22,3.912,0.669,139.219,3.104,3.446,7.645,7.334,2,0.419,4.299,3.782,4.478,2.715,2.505,70.597,4.344,1.016,3.77,0.112,6.512,4.622,4.622,165.683,0.264,16.861,0.886,7.38,4.336
7.244,1,0.099,4.745,2.011,1,1.069,1.614,2.314,0.883,9.238,9.238,0.768,4.522,0.02,2.881,78.792,0.156,1.115,4.407,0.918,5.904,2.304,3.72,1.123,11.017,1.89,0.821,1.171,1.062,1.335,1.107,4.282,1,7.907,1.909,2.65,6,0.041,2.629,4.22,3.906,0.768,140.068,3.073,3.378,7.643,7.327,3,0.399,4.293,3.741,4.416,2.639,2.434,81.596,4.344,1.031,3.73,0.114,6.475,4.085,4.085,174.612,0.494,17.034,0.886,7.293,4.295
5.301,1,0.109,4.82,2.015,1,1.079,1.619,2.339,0.894,9.239,9.239,0.852,4.585,-0.003,2.884,78.792,0.148,1.111,4.454,0.91,5.955,2.307,3.808,1.128,11.192,1.894,0.821,1.185,1.062,1.355,1.107,4.335,1,8.275,1.911,2.735,6,0.098,2.633,4.277,3.91,0.785,152.6,3.076,3.43,7.709,7.381,3,0.48,4.298,3.835,4.504,2.715,2.529,81.596,4.407,1.127,3.807,0.112,6.561,4.24,4.24,190.31,0.579,17.815,0.886,7.401,4.369
7.553,1,0.035,4.043,2.016,1,1.073,1.412,2.138,0.996,7.502,7.502,0.632,4.143,0.053,2.596,50.248,0.043,1.083,4.078,0.856,5.545,2.037,3.578,1.126,9.63,1.892,0.748,1.175,1.019,1.327,1.048,4.163,1,6.58,1.909,2.482,6,0.022,2.444,3.989,3.606,0.566,137.166,2.89,3.31,6.818,6.63,4,0.455,4.006,3.596,4.311,2.5,2.458,89.956,4.025,0.87,3.57,0.139,6.279,3.667,3.667,174.385,0.535,17.032,0.815,6.645,4.195
7.748,1,0.081,4.745,2.013,1,1.074,1.613,2.314,0.864,9.238,9.238,0.768,4.522,0.065,2.882,85.083,0.176,1.1,4.407,0.918,5.904,2.304,3.719,1.126,11.017,1.89,0.821,1.179,1.062,1.34,1.107,4.284,1,7.907,1.908,2.65,6,0.037,2.629,4.22,3.906,0.768,136.068,3.073,3.378,7.643,7.327,3,0.399,4.293,3.738,4.417,2.64,2.445,81.596,4.344,1.031,3.729,0.114,6.475,4.085,4.085,168.612,0.525,17.034,0.886,7.293,4.295
5.699,1,-0.07,3.97,2.014,0,0.821,1.275,1.733,1.113,7.441,7.441,0.406,4.043,-0.195,2.606,27.714,-0.081,0.886,3.912,0.813,5.481,1.805,3.499,1.089,9.722,1.895,0.777,1.099,1.062,1.257,1.093,4.153,0,6.233,1.918,2.486,5,-0.042,2.276,3.912,3.624,0.476,126.633,2.768,3.276,6.781,6.582,3,0.398,4.017,3.55,4.28,2.506,2.482,78.956,3.912,0.783,3.545,0.145,6.236,2.786,2.786,159.853,0.279,16.593,0.845,6.607,4.156
7.859,1,0.168,5.226,2.038,1,1.159,2.109,3.271,0.911,10.227,10.227,1.4,4.934,0.062,2.985,90.964,0.202,1.219,4.804,0.876,6.103,2.715,4.253,1.266,12.482,1.9,1.126,1.296,1.473,1.513,1.458,4.626,2,11.274,1.923,2.941,10,0.128,3.182,4.585,4.027,2.118,243.698,3.436,3.719,7.868,7.529,5,0.8,4.407,4.301,4.969,2.91,2.659,123.99,4.745,1.9,4.205,0.094,6.878,6.483,6.483,313.407,1.127,18.29,1.179,8.347,4.806
5.301,1,-0.018,4.654,2.01,0,0.821,1.618,2.217,0.964,9.239,9.239,0.542,4.443,-0.209,2.884,62.549,0.069,0.886,4.29,0.901,5.86,2.303,3.651,1.097,11.13,1.893,0.821,1.117,1.062,1.265,1.107,4.275,0,7.559,1.916,2.735,5,-0.021,2.632,4.159,3.91,0.662,126.793,3.073,3.332,7.587,7.262,2,0.398,4.297,3.698,4.389,2.715,2.48,70.597,4.263,0.944,3.707,0.114,6.441,4.097,4.097,156.092,0.253,16.594,0.886,7.273,4.259
7.721,1,0.116,4.234,2.034,1,1.048,1.679,2.086,0.914,7.818,7.818,0.83,4.205,0.148,2.652,46.683,0.154,1.099,4.19,0.863,5.675,2.313,3.694,1.123,9.558,1.898,0.773,1.173,1.053,1.358,1.071,4.206,1,7.082,1.923,2.625,6,0.083,2.692,4.06,3.696,0.67,149.969,3.128,3.338,6.775,6.569,3,0.403,4.077,3.737,4.442,2.606,2.445,98.459,4.159,1.032,3.724,0.137,6.361,4.553,4.553,182.498,0.525,17.032,0.835,6.795,4.295
5.301,1,-0.071,4.575,2.008,0,0.821,1.592,2.159,0.938,9.062,9.062,0.515,4.369,-0.13,2.854,68.839,0.09,0.886,4.248,0.908,5.811,2.293,3.547,1.093,10.944,1.89,0.821,1.107,1.062,1.225,1.107,4.221,0,7.157,1.912,2.63,5,-0.111,2.609,4.094,3.863,0.587,104.568,3.063,3.236,7.518,7.215,2,0.318,4.245,3.586,4.291,2.628,2.437,70.597,4.205,0.85,3.621,0.115,6.344,4.059,4.059,134.833,0.25,15.523,0.886,7.155,4.177
6.721,0,0.042,4.745,2.011,1,1.033,1.614,2.314,0.933,9.238,9.238,0.768,4.522,0.103,2.881,85.083,0.105,1.053,4.407,0.918,5.904,2.304,3.705,1.118,11.017,1.885,0.821,1.187,1.062,1.357,1.107,4.282,2,7.907,1.906,2.655,6,0.014,2.629,4.22,3.906,0.768,138.068,3.073,3.378,7.643,7.327,3,0.399,4.293,3.718,4.416,2.647,2.434,81.596,4.344,1.014,3.717,0.114,6.475,4.085,4.085,172.612,0.567,17.034,0.886,7.293,4.295
6.678,1,0.133,5.081,2.136,1,0.91,1.76,2.513,0.942,9.697,9.697,1.108,4.844,0.087,2.833,42.352,0.07,0.955,4.691,0.906,6.28,2.602,3.8,1.042,11.235,2.037,0.821,1.106,1.062,1.291,1.107,4.284,2,7.966,2.053,2.68,5,0.094,2.781,4.29,3.881,0.722,129.447,3.261,3.346,8.543,8.243,3,0.532,4.269,3.826,4.348,2.679,2.579,96.762,4.543,1.028,3.811,0.122,6.564,4.683,4.683,163.911,0.442,17.793,0.886,7.364,4.235
7.523,1,0.087,4.934,2.019,2,1.126,1.912,2.817,0.946,10.224,10.224,1.133,4.7,0.086,2.982,87.839,0.118,1.179,4.595,0.884,6.023,2.658,3.939,1.159,11.699,1.894,1.074,1.219,1.387,1.432,1.343,4.432,1,9.017,1.915,2.742,8,0.082,2.956,4.369,4.018,1.322,176.685,3.384,3.513,7.777,7.448,4,0.561,4.396,3.95,4.59,2.73,2.511,124.752,4.511,1.316,3.894,0.111,6.648,5.404,5.404,217.904,0.786,17.154,1.1,7.669,4.456
6.796,2,0.153,5.46,2.08,3,1.123,2.041,3.0,0.808,9.705,9.705,1.393,5.037,0.018,2.826,67.389,0.318,1.168,4.868,0.862,6.177,2.678,4.123,1.136,11.65,1.905,1.064,1.199,1.402,1.513,1.429,4.552,2,10.715,1.933,2.919,10,0.076,3.135,4.533,3.95,2.095,210.367,3.469,3.637,8.089,7.721,3,0.727,4.355,4.156,4.864,2.91,2.558,137.054,4.762,1.705,4.136,0.085,6.804,6.46,6.46,260.21,0.592,17.035,1.153,8.054,4.693
6.509,1,0.213,5.004,2.067,3,1.126,1.812,2.815,0.705,10.073,10.073,1.171,4.745,0.125,2.945,67.45,0.382,1.192,4.635,0.954,6.123,2.558,3.958,1.132,11.516,1.92,1.112,1.208,1.418,1.524,1.425,4.399,1,9.083,1.947,2.821,8,0.168,2.868,4.369,3.999,1.349,184.411,3.284,3.467,7.911,7.559,2,0.607,4.393,3.987,4.662,2.83,2.493,123.671,4.554,1.47,3.942,0.1,6.658,5.46,5.46,235.205,0.508,17.038,1.163,7.578,4.491
