pXC50,Cl.090,nPyrroles,SaaNH,nBnz,nCb.,nCbH,CATS2D_06_DD,P_VSA_LogP_6,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,NaaNH,SpMax1_Bh.e.,P_VSA_MR_8,N.,D.Dtr09,SM09_EA.bo.,SpDiam_EA.ed.,JGI2,JGI5,SaaaC,nR09,C.026,SM11_EA.bo.,MATS7i,C.033,GGI5,CATS2D_05_LL,SpMax1_Bh.s.,MAXDP,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM13_EA.bo.,SM12_EA.bo.,SsCl,GATS6v,PDI,SRW07,SRW09,nCrs,H.048,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Chi0_EA.dm.,ATSC4s,ATSC4e,NaaaC,CATS2D_04_DL,CATS2D_07_DA,nN,ATS7m,GGI8,SM10_EA.bo.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,N.075,NaaN,SM14_EA.ed.,PCD,SM15_EA.ed.,CATS2D_02_DL
7.6,0,0,2.813,2,5,7,0,15.998,4.367,4.367,7.367,4.367,1,4.095,0.0,15.0,106.35,13.695,16.379,0.056,0.02,1.844,1,2,16.58,-0.188,1,0.622,2,7.475,4.311,9.816,9.816,9.816,19.467,18.08,0.0,0.958,1.017,4.595,6.581,0,1,6.417,6.417,40.027,3.608,5.608,3.608,21.251,35.598,0.452,2,6,2,6,3.582,0.201,15.253,2.988,2.988,4.988,2.988,3,3,32.391,4.4,34.643,7
5.5,0,0,0.0,1,2,4,0,4.227,4.138,4.138,7.138,4.138,0,4.004,0.0,11.3,0.0,13.165,16.422,0.078,0.028,0.0,0,2,15.951,-0.009,0,0.882,0,7.815,4.324,9.847,9.847,9.847,18.742,17.41,6.155,0.793,0.953,0.0,0.0,4,0,6.424,6.424,32.577,3.804,5.804,3.804,22.364,102.67,0.894,0,7,0,6,3.896,0.311,14.674,3.005,3.005,5.005,3.005,2,2,32.177,2.257,34.435,3
5.0,0,0,0.0,2,7,5,0,17.288,4.513,4.513,7.513,4.513,0,4.081,45.954,7.4,0.0,13.831,17.498,0.077,0.023,1.424,0,5,16.782,0.013,0,0.958,6,8.201,6.264,10.547,10.547,10.547,19.745,18.302,0.0,1.063,0.984,0.0,0.0,2,0,6.59,6.59,33.11,3.313,5.313,3.313,25.914,59.27,0.653,2,1,0,4,4.17,0.431,15.391,3.14,3.14,5.14,3.14,2,2,33.126,3.402,35.451,2
5.477,0,0,0.0,1,4,2,0,12.777,4.067,4.067,7.067,4.067,0,3.982,31.278,14.0,0.0,13.34,16.407,0.061,0.022,0.0,0,4,16.097,-0.07,0,1.156,3,7.431,5.538,9.688,9.688,9.688,18.856,17.54,6.438,1.02,0.984,4.443,6.26,2,0,6.323,6.323,46.934,4.073,6.073,4.073,32.403,70.549,0.873,0,2,1,7,4.35,0.307,14.839,3.029,3.029,5.029,3.029,3,3,32.242,3.127,34.475,2
5.5,0,0,3.144,1,3,3,0,2.757,4.39,4.39,7.39,4.39,1,4.125,0.0,10.0,97.75,13.644,19.269,0.063,0.027,0.0,1,1,16.535,-0.151,0,0.952,5,6.821,2.941,11.729,11.729,11.729,19.435,18.027,0.0,0.813,1.022,5.476,7.644,1,0,6.933,6.933,28.072,4.057,6.057,4.057,23.097,33.131,0.244,0,3,1,5,3.672,0.328,15.181,3.316,3.316,5.316,3.316,2,2,34.522,3.523,36.97,2
5.0,0,0,0.0,1,3,3,0,7.229,4.874,4.874,7.874,4.874,0,4.201,0.0,13.9,51.709,14.353,19.444,0.074,0.026,2.895,1,0,17.487,-0.311,0,0.656,2,5.134,1.645,11.909,11.909,11.909,20.631,19.074,0.0,1.255,1.023,4.727,6.843,0,0,6.991,6.991,14.709,3.354,5.354,3.354,12.293,21.424,0.179,3,1,0,5,2.73,0.057,15.962,3.312,3.312,5.312,3.312,2,2,34.695,3.249,37.166,0
5.5,0,0,0.0,1,4,2,1,39.011,4.173,4.173,7.173,4.173,0,3.97,77.006,8.9,0.0,13.444,17.77,0.072,0.026,0.0,0,3,16.276,-0.153,0,0.941,2,8.21,5.984,10.936,10.936,10.936,19.111,17.726,0.0,0.94,0.967,5.283,7.273,2,0,6.743,6.743,38.283,3.634,5.634,3.634,30.806,177.309,1.613,0,2,1,5,4.226,0.289,14.927,3.149,3.149,5.149,3.149,1,1,33.68,2.082,36.049,3
5.0,0,0,0.0,2,6,6,0,13.67,4.104,4.104,7.104,4.104,0,4.066,0.0,11.5,0.0,13.75,18.855,0.072,0.024,0.0,0,3,16.509,0.118,1,1.514,7,8.513,6.105,11.744,11.744,11.744,19.266,17.967,0.0,1.017,1.019,4.595,6.555,0,1,7.125,7.125,46.278,4.461,6.461,4.461,30.805,98.132,0.855,0,5,2,7,4.376,0.468,15.272,3.338,3.338,5.338,3.338,4,4,34.597,5.103,37.035,5
5.5,0,0,0.0,1,2,4,0,22.103,4.34,4.34,7.34,4.34,0,4.088,0.0,8.3,0.0,13.463,19.3,0.074,0.024,0.0,0,1,16.337,-0.059,0,1.035,6,8.201,5.371,11.923,11.923,11.923,19.222,17.829,0.0,1.091,0.953,4.727,6.862,6,0,6.988,6.988,11.476,3.334,5.334,3.334,14.422,60.474,0.527,0,0,1,4,3.968,0.319,15.004,3.286,3.286,5.286,3.286,3,3,34.717,2.845,37.188,2
5.0,0,0,0.0,3,8,10,1,31.819,4.341,4.341,7.341,4.341,0,4.08,0.0,8.2,0.0,13.884,19.521,0.077,0.022,0.0,0,4,16.731,-0.002,0,1.295,7,8.21,6.647,11.854,11.854,11.854,19.585,18.215,6.234,1.019,1.023,2.708,5.38,0,0,6.978,6.978,35.76,3.576,5.576,3.576,25.112,133.233,1.019,0,5,0,4,4.335,0.359,15.421,3.296,3.296,5.296,3.296,2,2,34.789,4.626,37.236,3
5.5,0,0,0.0,2,4,8,0,16.427,4.615,4.615,7.615,4.615,0,4.125,0.0,14.6,122.698,14.104,18.687,0.073,0.019,1.449,1,2,17.076,-0.113,1,0.875,7,7.429,5.541,11.286,11.286,11.286,20.065,18.605,0.0,1.087,1.037,5.283,7.298,0,1,6.818,6.818,32.402,3.577,5.577,3.577,23.925,45.511,0.54,2,2,2,7,3.916,0.288,15.672,3.221,3.221,5.221,3.221,4,4,34.034,5.008,36.433,5
5.5,0,0,2.791,2,2,10,0,0.0,4.695,4.695,7.695,4.695,1,4.127,0.0,14.3,77.379,14.062,19.732,0.063,0.022,1.33,1,0,17.113,-0.112,0,0.837,12,5.295,2.076,12.256,12.256,12.256,20.173,18.673,0.0,1.188,1.073,4.727,6.823,0,0,7.081,7.081,2.5,3.339,5.339,3.339,3.162,18.972,0.138,2,2,0,5,3.311,0.062,15.663,3.329,3.329,5.329,3.329,3,3,35.106,4.135,37.605,2
5.0,0,0,0.0,2,5,7,0,4.227,3.955,3.955,6.955,3.955,0,3.998,0.0,8.2,0.0,13.116,15.607,0.074,0.025,0.0,0,3,15.836,-0.024,0,0.764,4,5.291,2.401,9.236,9.236,9.236,18.55,17.301,0.0,1.017,0.969,0.0,0.0,0,0,6.188,6.188,34.768,3.258,5.258,3.258,26.546,45.5,0.384,0,2,1,4,3.676,0.271,14.656,2.951,2.951,4.951,2.951,2,2,31.57,3.125,33.756,1
5.5,0,0,0.0,2,5,7,0,21.564,4.626,4.626,7.626,4.626,0,4.078,31.052,14.0,123.493,14.053,18.662,0.076,0.021,1.421,1,3,17.044,-0.056,0,0.722,0,8.201,5.77,11.489,11.489,11.489,20.052,18.581,0.0,1.014,1.037,4.727,6.862,0,0,6.884,6.884,22.095,3.575,5.575,3.575,17.267,54.652,0.485,2,7,0,6,3.53,0.205,15.626,3.229,3.229,5.229,3.229,3,3,34.216,4.163,36.646,4
5.5,0,0,0.0,3,8,10,0,11.44,4.696,4.696,7.696,4.696,0,4.123,45.954,8.7,126.729,14.12,19.209,0.069,0.03,1.19,1,4,17.146,0.03,0,1.157,2,7.431,5.215,11.808,11.808,11.808,20.192,18.698,0.0,0.999,1.022,4.727,6.843,0,0,6.969,6.969,27.457,3.563,5.563,3.563,20.842,31.059,0.403,2,9,0,4,3.672,0.252,15.704,3.282,3.282,5.282,3.282,1,1,34.583,4.059,37.043,5
6.5,0,0,0.0,3,8,10,0,11.44,4.621,4.621,7.621,4.621,0,4.118,0.0,8.7,131.818,14.056,18.697,0.074,0.028,1.391,1,4,17.043,0.057,0,0.966,4,7.431,5.254,11.471,11.471,11.471,20.046,18.577,6.076,0.968,1.017,4.727,6.823,0,0,6.879,6.879,26.323,3.565,5.565,3.565,19.564,32.974,0.427,2,9,1,4,3.538,0.244,15.627,3.223,3.223,5.223,3.223,1,1,34.192,4.14,36.62,5
5.5,0,0,0.0,1,2,4,0,19.616,4.34,4.34,7.34,4.34,0,4.085,0.0,13.6,0.0,13.45,19.297,0.068,0.021,0.0,0,1,16.327,-0.121,0,0.862,6,8.201,5.305,11.921,11.921,11.921,19.214,17.82,0.0,1.086,1.023,4.727,6.862,3,0,6.988,6.988,20.662,3.33,5.33,3.33,17.439,37.019,0.333,0,1,1,6,3.789,0.229,14.993,3.284,3.284,5.284,3.284,3,3,34.714,2.856,37.185,2
5.721,0,0,0.0,2,8,4,0,0.0,4.576,4.576,7.576,4.576,0,4.102,0.0,7.7,0.0,14.059,18.287,0.082,0.024,1.351,0,7,17.02,0.096,0,1.278,6,6.82,3.745,11.06,11.06,11.06,19.997,18.539,12.604,0.913,0.963,0.0,0.0,0,0,6.744,6.744,46.674,4.073,6.073,4.073,34.549,65.448,0.747,2,1,0,5,4.382,0.537,15.61,3.209,3.209,5.209,3.209,1,1,33.803,3.505,36.175,3
5.824,0,0,0.0,0,0,0,0,5.449,3.913,3.913,6.55,3.913,0,3.964,63.497,8.2,0.0,12.866,18.723,0.07,0.02,0.0,0,0,15.543,0.03,0,0.511,3,7.428,5.249,11.698,11.698,11.698,18.223,16.917,0.0,1.121,0.938,5.283,7.273,2,0,7.118,7.118,36.798,4.438,6.331,4.438,26.932,59.771,0.565,0,1,3,4,3.622,0.185,14.279,3.327,3.327,5.327,3.327,2,2,34.454,1.801,36.907,4
6.143,0,2,0.0,2,4,8,0,27.83,4.717,4.717,7.717,4.717,0,4.212,0.0,7.4,290.794,14.663,20.534,0.064,0.023,4.061,2,0,17.715,-0.068,2,1.668,17,7.45,6.339,12.678,12.678,12.678,20.774,19.266,0.0,1.023,1.059,5.938,8.138,3,2,7.192,7.192,30.58,3.839,5.839,3.839,25.266,61.46,0.361,4,2,0,5,4.383,0.536,16.244,3.434,3.434,5.434,3.434,1,1,35.828,5.129,38.337,2
5.5,0,0,0.0,1,2,4,0,2.328,4.75,4.75,7.75,4.75,0,4.139,0.0,12.5,76.405,14.143,20.8,0.089,0.037,1.585,1,0,17.215,0.055,0,1.063,4,5.256,2.076,12.865,12.865,12.865,20.302,18.778,0.0,1.385,0.97,4.844,7.096,0,0,7.354,7.354,13.971,3.574,5.574,3.574,13.493,42.398,0.368,2,1,0,5,3.136,0.172,15.73,3.485,3.485,5.485,3.485,3,3,35.851,3.101,38.39,1
5.5,0,0,3.292,2,4,8,0,32.677,4.3,4.3,7.3,4.3,1,4.088,0.0,7.9,0.0,13.48,18.235,0.074,0.03,0.0,0,2,16.325,-0.095,0,1.077,14,8.203,5.262,11.08,11.08,11.08,19.179,17.823,0.0,1.016,1.057,4.727,6.862,0,0,6.747,6.747,1.325,3.209,5.209,3.209,3.255,43.54,0.335,0,4,0,3,3.721,0.294,15.044,3.203,3.203,5.203,3.203,2,2,33.723,3.35,36.113,2
5.0,0,0,0.0,2,7,5,0,17.288,4.514,4.514,7.514,4.514,0,4.085,0.0,8.5,0.0,13.844,17.491,0.067,0.018,1.258,0,5,16.788,0.037,0,0.847,7,8.201,5.52,10.55,10.55,10.55,19.748,18.306,5.897,0.912,0.979,0.0,0.0,0,0,6.588,6.588,45.905,3.49,5.49,3.49,31.688,69.915,0.767,2,2,2,5,4.23,0.447,15.4,3.141,3.141,5.141,3.141,2,2,33.11,3.428,35.438,5
5.5,0,0,0.0,2,6,6,0,11.771,4.231,4.231,7.231,4.231,0,4.075,0.0,7.1,0.0,13.564,19.428,0.084,0.032,0.0,0,4,16.372,-0.031,0,1.472,14,7.449,5.743,11.723,11.723,11.723,19.184,17.842,6.31,0.993,1.005,0.0,0.0,0,1,6.947,6.947,23.987,3.768,5.768,3.768,17.465,87.525,0.651,0,2,0,3,4.142,0.419,15.09,3.311,3.311,5.311,3.311,1,1,34.569,3.502,37.005,3
5.5,0,0,0.0,2,6,6,0,11.771,4.231,4.231,7.231,4.231,0,4.079,0.0,6.7,0.0,13.564,19.428,0.084,0.032,0.0,0,3,16.372,-0.128,0,1.472,16,7.449,5.776,11.723,11.723,11.723,19.184,17.842,0.0,0.982,1.001,0.0,0.0,0,1,6.947,6.947,25.696,3.766,5.766,3.766,18.125,76.401,0.527,0,2,0,3,3.96,0.419,15.09,3.311,3.311,5.311,3.311,1,1,34.569,3.502,37.005,3
5.5,0,1,0.0,1,4,2,0,47.679,4.766,4.766,7.766,4.766,0,4.214,0.0,9.5,244.348,14.673,20.526,0.067,0.024,1.955,2,1,17.726,0.019,2,1.751,5,8.201,7.032,12.703,12.703,12.703,20.79,19.274,0.0,0.933,1.069,5.938,8.138,3,2,7.197,7.197,28.135,3.839,5.839,3.839,24.978,112.276,0.856,3,1,0,6,4.476,0.524,16.244,3.438,3.438,5.438,3.438,1,1,35.877,4.488,38.387,2
5.5,0,0,0.0,2,3,9,0,3.686,4.269,4.269,7.269,4.269,0,4.048,31.278,6.0,0.0,13.497,18.229,0.061,0.018,0.0,0,0,16.318,-0.245,0,0.792,17,7.429,5.477,11.029,11.029,11.029,19.147,17.805,0.0,1.045,1.014,4.727,6.843,0,0,6.732,6.732,13.633,3.571,5.571,3.571,13.583,39.011,0.254,0,3,0,3,3.919,0.323,15.048,3.184,3.184,5.184,3.184,2,2,33.662,4.171,36.046,2
6.7,0,0,0.0,2,5,7,0,7.962,4.703,4.703,7.703,4.703,0,4.105,31.278,10.0,128.878,14.156,19.244,0.058,0.025,1.753,1,2,17.181,0.139,0,0.941,4,7.431,5.338,12.049,12.049,12.049,20.227,18.732,0.0,0.918,1.025,4.844,7.05,0,0,7.034,7.034,30.547,3.564,5.564,3.564,22.161,29.261,0.159,2,10,0,5,3.529,0.292,15.738,3.312,3.312,5.312,3.312,2,2,34.857,4.16,37.34,5
5.0,0,2,3.093,1,4,2,0,38.591,4.663,4.663,7.663,4.663,1,4.156,0.0,8.7,206.551,14.468,18.834,0.076,0.025,1.74,2,3,17.522,-0.037,1,0.896,3,8.201,6.836,11.511,11.511,11.511,20.577,19.069,0.0,1.07,0.969,5.476,7.627,0,1,6.894,6.894,17.207,3.478,5.478,3.478,16.375,56.999,0.757,3,0,2,4,3.806,0.311,16.043,3.265,3.265,5.265,3.265,2,2,34.501,4.102,36.918,5
5.5,0,0,0.0,1,2,4,0,4.815,4.66,4.66,7.66,4.66,0,4.082,0.0,7.0,0.0,14.182,18.545,0.102,0.04,0.0,0,3,17.186,0.026,0,1.132,2,7.716,5.241,11.657,11.657,11.657,20.207,18.712,5.98,1.151,0.956,0.0,0.0,0,0,7.111,7.111,18.596,5.18,7.18,5.18,18.149,75.523,0.609,0,2,2,3,3.502,0.329,15.722,3.313,3.313,5.313,3.313,1,1,34.475,2.31,36.914,2
5.5,0,0,0.0,1,2,4,0,4.815,4.704,4.704,7.704,4.704,0,4.077,0.0,11.6,0.0,14.269,19.718,0.099,0.036,0.0,0,2,17.294,0.079,0,1.194,1,7.726,5.339,12.232,12.232,12.232,20.333,18.827,0.0,1.013,0.959,0.0,0.0,0,0,7.247,7.247,17.182,4.685,6.685,4.685,18.249,101.185,0.615,0,4,2,5,3.715,0.292,15.817,3.375,3.375,5.375,3.375,1,1,35.135,2.59,37.623,3
5.5,0,0,0.0,1,4,2,0,7.143,4.722,4.722,7.722,4.722,0,4.095,0.0,7.3,0.0,14.351,19.808,0.082,0.039,0.0,0,4,17.367,0.116,0,1.84,1,7.716,5.618,12.298,12.298,12.298,20.402,18.897,0.0,1.217,0.925,0.0,0.0,0,0,7.258,7.258,40.237,5.192,7.192,5.192,29.502,102.021,0.935,0,2,0,4,3.898,0.316,15.893,3.397,3.397,5.397,3.397,1,1,35.212,2.465,37.704,4
6.658,0,0,3.015,2,4,8,0,2.757,4.51,4.51,7.51,4.51,1,4.123,0.0,8.2,112.937,13.787,16.757,0.065,0.021,2.076,1,1,16.744,0.086,0,0.663,3,5.096,2.392,10.231,10.231,10.231,19.71,18.273,0.0,1.044,1.013,4.727,6.804,0,0,6.522,6.522,9.41,3.148,5.148,3.148,11.017,34.748,0.244,2,4,1,4,3.557,0.152,15.367,3.103,3.103,5.103,3.103,2,2,32.721,4.037,35.021,3
5.5,0,0,0.0,2,4,8,0,0.0,4.477,4.477,7.477,4.477,0,4.109,0.0,8.6,62.546,13.805,20.72,0.074,0.032,0.0,1,3,16.737,0.0,0,1.139,7,7.427,5.821,12.72,12.72,12.72,19.68,18.241,5.984,1.179,1.01,4.844,7.066,0,0,7.219,7.219,22.268,4.221,6.221,4.221,18.095,40.249,0.511,0,2,0,3,3.451,0.106,15.345,3.447,3.447,5.447,3.447,1,1,35.647,3.291,38.178,0
7.5,0,1,3.254,3,10,8,0,4.288,4.947,4.947,7.947,4.947,1,4.248,0.0,5.4,185.377,14.651,20.7,0.068,0.033,2.768,3,2,17.774,0.043,0,1.588,12,7.45,5.544,12.93,12.93,12.93,20.916,19.36,6.335,1.033,1.076,5.533,7.743,0,0,7.254,7.254,6.655,3.849,5.849,3.849,9.311,68.039,0.412,4,6,1,2,3.81,0.137,16.256,3.469,3.469,5.469,3.469,0,0,35.926,4.374,38.467,8
5.0,0,0,0.0,1,4,2,0,34.147,4.51,4.51,7.51,4.51,0,4.045,0.0,9.8,0.0,14.2,19.141,0.095,0.033,0.0,0,3,17.143,-0.055,0,1.347,1,8.239,6.204,11.657,11.657,11.657,20.094,18.636,0.0,0.957,0.964,0.0,0.0,3,0,7.111,7.111,46.697,4.375,6.375,4.375,28.462,211.429,1.469,0,2,0,5,3.851,0.32,15.712,3.314,3.314,5.314,3.314,2,2,35.01,2.409,37.452,3
8.2,0,1,3.196,0,0,0,1,13.67,4.531,4.531,7.531,4.531,1,4.124,0.0,12.2,80.117,13.703,18.065,0.052,0.01,1.975,1,0,16.7,0.129,1,0.254,1,5.103,1.689,10.906,10.906,10.906,19.7,18.235,0.0,0.983,1.03,4.727,6.843,6,1,6.71,6.71,17.5,3.162,5.162,3.162,9.487,23.832,0.232,2,5,1,5,3.214,0.1,15.283,3.158,3.158,5.158,3.158,3,3,33.473,3.225,35.852,4
5.0,0,0,0.0,2,5,7,0,4.227,4.242,4.242,7.242,4.242,0,4.041,32.22,8.9,0.0,13.583,19.318,0.072,0.028,0.0,0,4,16.404,0.026,0,1.222,5,7.428,6.003,11.619,11.619,11.619,19.228,17.878,12.608,0.849,1.011,0.0,0.0,0,0,6.941,6.941,34.898,4.328,6.328,4.328,23.154,55.763,0.529,0,3,0,4,3.974,0.361,15.113,3.291,3.291,5.291,3.291,2,2,34.485,3.639,36.913,2
5.5,0,0,3.088,1,3,3,0,49.947,4.507,4.507,7.507,4.507,1,4.137,31.278,6.5,122.176,13.876,20.255,0.059,0.022,0.0,1,0,16.814,0.059,1,0.99,5,7.427,6.403,12.541,12.541,12.541,19.766,18.318,0.0,1.114,1.001,5.861,8.021,0,1,7.165,7.165,24.611,3.728,5.728,3.728,22.157,49.935,0.345,0,3,0,4,4.005,0.329,15.414,3.422,3.422,5.422,3.422,1,1,35.436,3.915,37.956,2
5.5,0,0,0.0,1,2,4,0,4.227,4.138,4.138,7.138,4.138,0,4.005,32.22,10.5,0.0,13.184,16.422,0.076,0.029,0.0,0,2,15.972,0.009,0,0.944,0,7.815,4.377,9.847,9.847,9.847,18.764,17.43,0.0,0.764,0.95,0.0,0.0,4,0,6.424,6.424,32.931,4.36,6.36,4.36,23.167,89.825,0.752,0,7,0,6,3.937,0.324,14.693,3.005,3.005,5.005,3.005,2,2,32.289,2.309,34.545,3
5.5,0,0,0.0,2,4,8,0,19.121,4.626,4.626,7.626,4.626,0,4.106,31.278,8.9,118.128,13.979,18.662,0.063,0.023,2.081,1,2,16.981,0.03,1,0.722,4,7.431,5.181,11.489,11.489,11.489,20.0,18.526,0.0,0.908,1.044,4.727,6.862,0,1,6.884,6.884,24.218,3.563,5.563,3.563,17.311,26.887,0.121,2,10,0,4,3.435,0.193,15.563,3.229,3.229,5.229,3.229,1,1,34.194,4.106,36.628,5
5.7,0,0,0.0,2,4,8,0,19.121,4.626,4.626,7.626,4.626,0,4.105,31.278,9.5,118.128,13.979,18.662,0.063,0.023,2.058,1,3,16.981,-0.057,1,0.723,4,7.431,5.138,11.489,11.489,11.489,20.0,18.526,5.923,0.959,1.048,4.727,6.862,0,1,6.884,6.884,22.737,3.563,5.563,3.563,16.486,25.558,0.231,2,10,0,4,3.482,0.193,15.563,3.229,3.229,5.229,3.229,1,1,34.194,4.106,36.628,5
7.9,0,0,2.894,2,5,7,0,6.371,4.367,4.367,7.367,4.367,1,4.101,0.0,15.0,106.35,13.695,16.379,0.056,0.02,1.914,1,2,16.58,0.023,0,0.622,2,7.475,4.312,9.816,9.816,9.816,19.467,18.08,0.0,0.956,1.017,4.595,6.581,0,0,6.417,6.417,40.027,3.608,5.608,3.608,21.251,38.011,0.457,2,4,2,6,3.586,0.201,15.253,2.988,2.988,4.988,2.988,3,3,32.391,4.4,34.643,8
5.5,0,0,3.154,1,3,3,0,2.757,4.39,4.39,7.39,4.39,1,4.126,0.0,8.9,110.516,13.644,19.269,0.06,0.024,0.0,1,1,16.535,-0.056,0,0.896,9,6.821,2.958,11.729,11.729,11.729,19.435,18.027,0.0,0.98,1.009,5.476,7.644,1,0,6.933,6.933,29.046,4.057,6.057,4.057,24.866,37.805,0.28,0,3,1,5,3.713,0.294,15.181,3.316,3.316,5.316,3.316,2,2,34.522,3.518,36.97,2
5.5,0,0,0.0,2,5,7,0,23.708,4.708,4.708,7.708,4.708,0,4.136,0.0,12.5,127.39,14.198,19.198,0.077,0.027,1.664,1,3,17.221,-0.012,0,1.021,0,8.201,5.806,11.8,11.8,11.8,20.264,18.769,0.0,0.96,1.028,4.844,7.018,0,0,6.97,6.97,27.095,3.575,5.575,3.575,20.429,47.007,0.365,2,7,1,6,3.526,0.252,15.776,3.287,3.287,5.287,3.287,2,2,34.589,4.188,37.045,4
5.5,0,0,0.0,2,4,8,0,8.748,4.708,4.708,7.708,4.708,0,4.136,0.0,12.5,122.041,14.134,19.198,0.066,0.029,1.741,1,2,17.169,0.065,0,1.021,0,7.431,5.211,11.8,11.8,11.8,20.222,18.724,0.0,0.926,1.028,4.844,7.018,0,0,6.97,6.97,29.218,3.563,5.563,3.563,20.473,30.216,0.164,2,8,1,6,3.434,0.24,15.722,3.287,3.287,5.287,3.287,2,2,34.573,4.129,37.033,5
6.4,0,0,0.0,2,5,7,0,23.892,4.09,4.09,7.09,4.09,0,4.015,0.0,14.0,0.0,13.537,18.7,0.085,0.03,0.0,0,4,16.301,0.073,0,1.372,0,8.513,5.837,11.704,11.704,11.704,19.067,17.755,0.0,1.073,1.021,2.708,5.198,1,0,7.119,7.119,42.357,4.461,6.461,4.461,29.523,156.614,1.193,0,6,0,7,3.908,0.375,15.047,3.328,3.328,5.328,3.328,2,2,34.599,3.78,37.033,4
5.5,0,0,3.143,1,3,3,1,15.998,4.273,4.273,7.273,4.273,1,4.048,0.0,16.0,0.0,13.602,18.574,0.069,0.026,0.0,0,2,16.415,0.034,1,1.167,0,6.82,2.842,11.19,11.19,11.19,19.237,17.891,12.536,1.084,1.005,4.595,6.555,0,1,6.791,6.791,29.273,4.057,6.057,4.057,22.72,59.168,0.596,0,4,0,8,4.098,0.246,15.136,3.195,3.195,5.195,3.195,4,4,33.852,3.486,36.252,2
5.6,0,0,2.686,1,3,3,0,29.92,4.527,4.527,7.527,4.527,1,4.1,0.0,13.6,107.254,13.902,17.759,0.085,0.029,0.744,1,2,16.873,0.052,0,0.948,4,8.239,5.989,10.642,10.642,10.642,19.848,18.39,0.0,0.879,0.979,4.727,6.823,0,0,6.645,6.645,18.855,3.599,5.599,3.599,15.19,88.034,0.791,2,1,1,6,3.676,0.279,15.456,3.162,3.162,5.162,3.162,3,3,33.483,3.223,35.823,3
5.4,0,0,0.0,2,7,5,0,0.0,4.38,4.38,7.38,4.38,0,4.063,0.0,2.1,0.0,13.663,19.814,0.082,0.031,0.0,0,4,16.55,-0.153,0,1.465,5,7.428,5.769,12.191,12.191,12.191,19.447,18.034,6.246,0.92,0.919,0.0,0.0,2,0,7.072,7.072,26.694,3.71,5.71,3.71,20.975,133.607,1.093,0,4,1,1,4.086,0.39,15.182,3.355,3.355,5.355,3.355,0,0,35.12,2.696,37.597,5
5.5,0,0,0.0,1,2,4,0,4.815,4.66,4.66,7.66,4.66,0,4.082,0.0,9.1,0.0,14.213,18.545,0.099,0.042,0.0,0,2,17.218,0.106,0,1.25,1,7.716,5.289,11.657,11.657,11.657,20.237,18.743,0.0,1.136,0.95,0.0,0.0,0,0,7.111,7.111,20.266,5.18,7.18,5.18,19.76,93.037,0.597,0,2,3,4,3.535,0.329,15.754,3.313,3.313,5.313,3.313,1,1,34.528,2.453,36.963,3
5.377,0,0,0.0,2,7,5,0,0.0,4.38,4.38,7.38,4.38,0,4.063,0.0,2.1,0.0,13.663,19.814,0.082,0.031,0.0,0,4,16.55,-0.153,0,1.465,5,7.428,5.769,12.191,12.191,12.191,19.447,18.034,6.246,0.92,0.919,0.0,0.0,2,0,7.072,7.072,26.694,3.71,5.71,3.71,20.975,133.607,1.093,0,4,1,1,4.086,0.39,15.182,3.355,3.355,5.355,3.355,0,0,35.12,2.696,37.597,5
5.5,0,0,0.0,1,2,4,0,11.771,4.507,4.507,7.507,4.507,0,4.108,45.954,10.7,66.194,13.722,16.87,0.087,0.036,0.812,1,2,16.694,0.152,1,0.542,1,5.135,1.639,10.173,10.173,10.173,19.672,18.218,0.0,0.635,1.017,4.727,6.804,0,1,6.508,6.508,5.327,3.238,5.238,3.238,5.957,13.169,0.143,1,0,0,3,3.293,0.104,15.289,3.094,3.094,5.094,3.094,2,2,32.631,3.142,34.928,0
5.0,0,0,2.599,1,3,3,0,11.771,4.113,4.113,7.113,4.113,1,3.994,0.0,11.9,0.0,13.244,17.556,0.078,0.027,0.0,0,3,16.051,-0.164,1,0.802,0,7.432,5.457,10.64,10.64,10.64,18.855,17.492,12.084,0.852,0.979,4.595,6.581,3,1,6.686,6.686,37.709,3.695,5.695,3.695,24.567,86.415,0.864,0,4,1,5,3.951,0.155,14.727,3.119,3.119,5.119,3.119,1,1,33.446,2.165,35.786,5
6.921,0,1,3.312,2,6,6,0,5.513,4.726,4.726,7.726,4.726,1,4.157,0.0,5.2,190.395,14.628,20.199,0.09,0.028,0.0,1,4,17.623,-0.076,0,2.146,11,7.714,6.841,12.597,12.597,12.597,20.635,19.142,12.486,1.033,1.015,6.075,8.148,5,0,7.324,7.324,41.308,5.264,7.264,5.264,34.756,111.978,0.8,0,1,1,4,4.543,0.79,16.16,3.428,3.428,5.428,3.428,0,0,35.872,3.851,38.367,7
