pXC50,nBM,nCsp2,nN,nBT,nAB,Se,nAT,Si,SCBO,O.,nBO,MW,nC,N.,nH,Sp,nHet,Sv,nSK,nDB,C.,nCsp3,nCL,Mi,nO,RBN
6.498,26,24,4,61,24,58.505,57,63.851,55.0,7.0,41,518.96,27,7.0,20,40.489,10,39.897,37,2,47.4,3,1,1.12,4,6
4.77,24,24,4,81,18,80.607,79,89.106,62.0,11.4,47,618.7,32,5.1,34,51.534,13,50.421,45,6,40.5,8,0,1.128,9,16
5.0,25,22,5,65,23,62.211,62,69.687,51.5,4.8,38,469.59,27,8.1,27,41.767,8,40.046,35,2,43.5,5,0,1.124,3,9
5.155,14,15,1,33,12,31.829,31,34.412,30.0,12.9,22,269.27,15,3.2,11,21.631,5,21.515,20,2,48.4,0,0,1.11,4,1
6.301,12,10,2,24,11,23.836,23,25.87,22.5,13.0,16,204.2,10,8.7,8,15.659,5,15.768,15,1,43.5,0,0,1.125,3,1
6.0,18,16,2,38,17,36.487,36,40.116,33.5,8.3,24,294.33,17,5.6,14,24.943,5,24.348,22,1,47.2,1,0,1.114,3,3
5.6,19,15,5,68,16,64.65,65,73.308,49.0,3.1,37,457.63,27,7.7,31,42.836,7,40.385,34,2,41.5,11,0,1.128,2,7
4.8,17,15,3,51,17,47.469,48,53.856,36.5,2.1,28,333.47,21,6.3,23,32.086,4,30.047,25,0,43.8,6,0,1.122,1,4
4.7,17,15,2,46,17,42.483,43,47.943,34.5,2.3,26,304.42,20,4.7,20,29.319,3,27.499,23,0,46.5,5,0,1.115,1,3
4.824,17,17,3,70,12,70.622,69,78.192,50.0,13.0,39,529.6,26,4.3,31,43.767,12,42.873,38,5,37.7,9,0,1.133,9,14
4.495,24,24,4,78,18,77.723,76,85.691,61.0,11.8,46,604.67,31,5.3,32,49.773,13,48.894,44,6,40.8,7,0,1.128,9,15
5.097,23,20,4,74,22,68.76,69,77.434,54.0,4.3,42,496.66,30,5.8,32,46.046,7,43.605,37,1,43.5,10,0,1.122,3,5
5.222,23,19,5,72,22,66.65,67,75.308,53.0,3.0,41,481.65,29,7.5,31,44.836,7,42.385,36,1,43.3,10,0,1.124,2,5
7.377,22,18,4,52,22,48.131,48,53.734,43.0,4.2,32,372.46,22,8.3,20,33.023,6,31.73,28,0,45.8,4,0,1.119,2,4
5.9,20,16,6,66,16,63.312,63,71.185,51.0,4.8,38,472.6,26,9.5,28,41.773,9,40.068,35,3,41.3,9,0,1.13,3,7
4.735,32,27,13,138,22,135.65,133,151.46,100.0,9.0,79,1042.27,48,9.8,59,85.688,26,83.159,74,10,36.1,21,0,1.139,12,29
6.0,18,16,2,35,17,33.604,33,36.701,32.5,9.1,23,280.3,16,6.1,12,23.182,5,22.821,21,1,48.5,0,0,1.112,3,2
4.301,17,17,3,69,12,69.294,68,76.983,49.0,11.8,38,513.6,26,4.4,31,43.313,11,42.158,37,5,38.2,9,0,1.132,8,14
5.721,14,13,4,55,12,52.781,53,59.979,37.0,3.8,29,366.51,21,7.5,26,34.307,6,32.31,27,2,39.6,8,0,1.132,2,6
8.9,20,19,5,65,18,62.414,62,69.781,49.0,3.2,38,512.48,26,8.1,27,42.79,9,40.513,35,2,41.9,7,2,1.125,2,9
7.125,23,18,5,44,22,43.443,41,46.949,45.0,4.9,33,433.8,19,12.2,11,29.415,11,30.148,30,1,46.3,1,1,1.145,2,4
6.7,21,16,4,64,21,60.505,60,67.944,47.5,5.0,37,450.56,25,6.7,27,39.461,8,37.935,33,0,41.7,9,0,1.132,3,8
5.9,18,16,4,36,18,34.338,34,38.409,32.0,0.0,23,280.33,16,11.8,13,23.767,5,23.103,21,0,47.1,0,0,1.13,0,4
5.0,23,19,4,49,22,46.247,46,51.318,44.0,4.3,31,370.44,22,8.7,18,32.262,6,31.203,28,0,47.8,2,0,1.116,2,5
5.0,24,21,3,57,23,52.469,53,58.856,46.5,1.9,34,393.52,26,5.7,23,37.086,4,35.047,30,1,49.1,5,0,1.11,1,4
4.398,18,16,2,41,17,39.371,39,43.531,34.5,7.7,25,308.36,18,5.1,16,26.705,5,25.875,23,1,46.2,2,0,1.116,3,4
4.301,31,26,13,137,22,132.996,131,149.042,98.0,7.6,78,1010.27,48,9.9,59,84.779,24,81.73,72,9,36.6,22,0,1.138,10,25
5.442,18,15,3,53,17,49.796,50,56.066,39.5,4.0,30,361.48,22,6.0,23,33.54,5,31.762,27,1,44.0,7,0,1.121,2,5
5.301,18,15,3,53,17,51.334,50,57.085,42.5,4.0,33,415.45,22,6.0,20,33.353,8,32.912,30,1,44.0,7,0,1.142,2,5
5.218,18,15,3,53,17,51.334,50,57.085,42.5,4.0,33,415.45,22,6.0,20,33.353,8,32.912,30,1,44.0,7,0,1.142,2,5
5.0,14,13,4,49,12,47.014,47,53.149,35.0,4.3,27,338.45,19,8.5,22,30.784,6,29.256,25,2,40.4,6,0,1.131,2,4
7.721,20,19,5,57,17,52.789,53,59.438,45.5,1.9,34,397.52,24,9.4,23,36.336,6,34.563,30,3,45.3,5,0,1.121,1,2
6.914,18,15,5,65,17,60.767,61,68.893,45.5,3.3,36,431.59,25,8.2,29,40.074,7,37.858,32,1,41.0,10,0,1.129,2,7
5.0,16,8,7,61,15,58.531,58,66.268,43.5,5.2,34,425.55,21,12.1,27,37.017,10,35.562,31,0,36.2,11,0,1.143,3,5
5.0,18,15,5,65,17,60.767,61,68.893,45.5,3.3,36,431.59,25,8.2,29,40.074,7,37.858,32,1,41.0,10,0,1.129,2,7
5.419,18,15,4,57,17,52.898,53,59.564,42.5,3.8,33,388.51,23,7.5,24,35.546,6,33.783,29,1,43.4,8,0,1.124,2,4
5.0,18,15,4,60,17,55.781,56,62.979,43.5,3.6,34,402.54,24,7.1,26,37.307,6,35.31,30,1,42.9,9,0,1.125,2,4
5.0,18,15,4,54,17,50.014,50,56.149,41.5,4.0,32,374.48,22,8.0,22,33.784,6,32.256,28,1,44.0,7,0,1.123,2,4
6.237,14,13,4,53,11,49.571,50,56.355,37.5,2.0,29,348.49,21,8.0,24,33.091,5,31.068,26,3,42.0,8,0,1.127,1,4
5.875,24,21,3,54,23,49.585,50,55.441,45.5,2.0,33,379.49,25,6.0,21,35.324,4,33.52,29,1,50.0,4,0,1.109,1,4
5.0,24,20,5,65,23,60.883,61,68.478,50.5,3.3,38,453.59,27,8.2,27,41.313,7,39.331,34,1,44.3,7,0,1.123,2,5
5.614,12,12,0,28,12,28.898,27,29.574,28.0,7.4,22,406.89,13,0.0,6,23.625,8,22.555,21,0,48.1,1,6,1.095,2,2
5.699,24,22,5,71,23,66.4,67,75.019,52.5,1.5,40,497.72,29,7.5,31,46.029,7,42.857,36,1,43.3,7,0,1.12,1,6
8.143,20,19,4,56,17,52.571,53,59.355,43.5,1.9,32,384.52,24,7.5,24,36.091,5,34.068,29,3,45.3,5,0,1.12,1,3
6.244,21,20,4,49,17,46.247,46,51.318,43.5,4.3,31,370.44,22,8.7,18,32.262,6,31.203,28,4,47.8,2,0,1.116,2,3
6.638,21,20,4,53,17,50.458,50,55.943,45.5,6.0,33,400.47,23,8.0,20,34.478,7,33.444,30,4,46.0,3,0,1.119,3,5
6.387,20,19,4,48,17,45.247,45,50.318,41.5,4.4,30,358.43,21,8.9,18,31.262,6,30.203,27,3,46.7,2,0,1.118,2,3
5.398,29,26,3,88,23,86.349,85,95.358,68.5,10.6,51,675.82,35,3.5,37,56.699,13,54.64,48,6,41.2,9,0,1.122,9,16
5.6,21,15,3,34,21,32.084,31,34.009,36.5,9.7,26,437.23,15,9.7,8,25.972,8,24.293,23,0,48.4,0,0,1.097,3,3
6.959,25,22,6,52,22,48.24,48,53.69,48.0,2.1,34,394.47,23,12.5,18,34.057,7,33.004,30,3,47.9,1,0,1.119,1,3
5.523,24,21,5,74,23,69.534,70,78.723,53.5,2.9,41,495.68,30,7.1,33,46.597,7,43.912,37,1,42.9,9,0,1.125,2,6
6.0,23,20,5,67,22,62.767,63,70.893,50.0,3.2,38,455.61,27,7.9,29,42.074,7,39.858,34,1,42.9,7,0,1.125,2,5
4.796,17,14,3,57,16,52.68,53,59.481,41.0,3.8,32,375.51,23,5.7,25,35.302,5,33.289,28,1,43.4,9,0,1.122,2,4
6.319,20,19,4,44,17,41.873,41,45.978,41.5,2.4,30,380.83,20,9.8,14,29.841,7,29.172,27,3,48.8,1,1,1.121,1,2
4.602,20,19,4,47,17,44.432,44,49.449,41.5,2.3,30,360.42,21,9.1,17,30.745,6,29.871,27,3,47.7,2,0,1.124,1,2
6.131,20,19,4,47,17,44.432,44,49.449,41.5,2.3,30,360.42,21,9.1,17,30.745,6,29.871,27,3,47.7,2,0,1.124,1,2
5.921,20,19,4,47,17,45.458,44,50.128,43.5,2.3,32,396.4,21,9.1,15,30.62,8,30.638,29,3,47.7,2,0,1.139,1,2
8.205,11,10,6,67,6,67.691,66,75.786,44.0,12.1,36,514.54,20,9.1,31,41.25,15,39.619,35,5,30.3,10,0,1.148,8,11
4.886,14,15,0,34,12,33.709,32,35.542,32.0,21.9,24,302.25,15,0.0,10,21.989,7,22.638,22,2,46.9,0,0,1.111,7,1
7.959,22,17,7,85,22,80.901,81,92.305,56.0,2.5,45,561.78,31,8.6,40,51.83,10,48.918,41,0,38.3,14,0,1.14,2,12
5.357,31,26,13,135,22,131.996,130,148.042,96.0,7.7,76,998.26,47,10.0,59,83.779,24,80.73,71,9,36.2,21,0,1.139,10,28
7.796,25,23,5,77,22,73.189,73,82.142,58.0,5.5,44,539.69,31,6.8,33,48.506,9,46.341,40,3,42.5,8,0,1.125,4,8
4.523,20,20,2,46,17,43.767,43,47.461,42.5,9.3,31,486.28,21,4.7,15,32.818,7,30.906,28,3,48.8,1,0,1.104,4,4
5.77,20,19,4,47,17,45.458,44,50.128,43.5,2.3,32,396.4,21,9.1,15,30.62,8,30.638,29,3,47.7,2,0,1.139,1,2
5.6,15,9,4,28,15,26.134,26,29.159,25.5,0.0,18,230.32,11,15.4,10,18.955,5,17.853,16,0,42.3,2,0,1.121,0,0
8.097,26,25,4,85,23,80.694,80,90.023,64.5,6.3,50,610.74,35,5.0,35,53.415,10,51.472,45,3,43.8,10,0,1.125,5,11
6.824,20,19,4,48,17,45.247,45,50.318,41.5,4.4,30,358.43,21,8.9,18,31.262,6,30.203,27,3,46.7,2,0,1.118,2,3
7.102,70,70,0,184,60,186.029,174,194.428,172.0,26.4,132,1701.28,76,0.0,52,116.703,46,122.578,122,10,43.7,6,0,1.117,46,31
5.921,37,30,9,105,34,99.348,98,110.98,84.0,4.1,64,793.98,41,9.2,41,66.336,16,63.961,57,3,41.8,11,0,1.132,4,10
5.9,24,21,5,50,23,47.022,47,52.607,43.5,2.1,31,369.46,22,10.6,19,32.813,6,31.509,28,1,46.8,1,0,1.119,1,3
5.5,19,15,3,36,16,33.822,33,36.784,36.0,9.1,25,293.3,16,9.1,11,23.426,6,23.316,22,3,48.5,1,0,1.115,3,1
6.45,20,16,7,86,18,82.116,82,93.039,57.0,3.7,46,614.29,30,8.5,40,53.853,12,50.264,42,2,36.6,14,1,1.135,3,9
6.538,26,25,4,54,22,51.6,50,56.207,53.0,6.0,38,458.45,25,8.0,16,35.591,9,35.684,34,4,50.0,0,0,1.124,3,5
5.301,28,27,3,87,23,84.945,84,94.229,66.5,9.5,50,639.76,36,3.6,37,55.597,11,53.738,47,5,42.9,9,0,1.122,8,16
7.398,28,26,3,87,23,85.574,84,94.371,67.5,11.9,51,677.7,34,3.6,36,56.188,14,54.091,48,5,40.5,8,0,1.123,10,16
5.0,25,22,6,63,22,61.2,60,67.774,53.0,8.3,39,488.55,25,10.0,24,40.159,11,39.444,36,3,41.7,3,0,1.13,5,10
6.263,20,18,4,46,18,45.785,44,50.338,42.0,4.5,31,400.39,20,9.1,15,30.074,9,30.353,29,2,45.5,2,0,1.144,2,4
5.42,15,15,1,42,12,40.153,40,44.448,34.0,7.5,25,307.37,19,2.5,17,27.46,4,26.38,23,3,47.5,4,0,1.111,3,2
5.0,14,12,7,81,12,76.832,77,87.76,50.0,3.9,42,521.74,28,9.1,39,48.586,10,45.723,38,2,36.4,16,0,1.14,3,7
5.7,22,18,3,54,21,53.182,51,58.008,47.5,7.8,36,477.5,22,5.9,18,35.148,11,35.002,33,1,43.1,4,0,1.137,4,7
5.301,22,17,6,55,22,51.331,51,57.465,45.0,2.0,34,420.94,22,11.8,21,35.438,8,33.885,30,0,43.1,5,1,1.127,1,4
6.324,22,17,6,43,22,40.353,40,45.01,39.0,0.0,28,350.84,18,15.0,15,28.699,7,27.59,25,0,45.0,1,1,1.125,0,3
5.0,28,21,5,53,27,49.542,49,54.322,51.5,4.1,36,439.53,24,10.2,17,36.154,8,34.884,32,0,49.0,2,0,1.109,2,6
8.222,27,21,5,63,26,58.749,59,65.773,53.0,1.7,38,467.64,27,8.5,25,41.745,7,39.277,34,0,45.8,5,0,1.115,1,6
4.523,15,15,4,47,12,48.392,46,52.892,40.0,8.7,31,536.28,18,8.7,16,32.404,12,31.626,30,3,39.1,3,0,1.15,4,8
4.377,18,18,4,70,12,70.84,69,78.275,52.0,13.0,40,542.6,26,5.8,30,44.011,13,43.367,39,6,37.7,8,0,1.134,9,14
4.6,19,15,3,51,17,48.316,48,53.78,40.5,6.3,30,383.51,20,6.3,21,32.881,7,31.137,27,2,41.7,5,0,1.12,3,4
5.6,19,15,5,59,16,56.0,56,63.062,46.0,3.6,34,415.54,24,8.9,25,37.551,7,35.805,31,2,42.9,8,0,1.126,2,4
4.602,23,19,6,56,22,53.662,53,59.94,46.0,5.7,34,418.5,22,11.3,22,35.489,9,34.487,31,1,41.5,3,0,1.131,3,8
4.796,15,14,4,54,12,50.014,50,56.149,41.0,4.0,32,374.48,22,8.0,22,33.784,6,32.256,28,3,44.0,8,0,1.123,2,5
5.0,22,13,7,67,20,62.683,62,70.108,52.0,4.8,40,513.71,23,11.3,27,42.313,12,39.936,35,2,37.1,10,0,1.131,3,5
7.155,24,22,4,68,23,63.221,64,71.6,50.5,1.6,38,450.63,29,6.3,30,43.375,5,40.649,34,1,45.3,7,0,1.119,1,5
4.796,18,15,3,50,17,46.912,47,52.651,38.5,4.3,29,347.45,21,6.4,21,31.779,5,30.235,26,1,44.7,6,0,1.12,2,4
6.602,18,16,6,54,16,50.52,50,56.861,43.0,2.0,33,392.48,21,12.0,21,33.517,8,32.441,29,2,42.0,5,0,1.137,1,2
6.469,20,19,4,44,17,41.36,41,45.638,40.5,2.4,29,362.84,20,9.8,15,29.904,6,28.789,26,3,48.8,1,1,1.113,1,2
5.097,24,21,4,67,23,62.992,63,70.604,51.5,4.8,39,468.6,28,6.3,28,42.523,7,40.552,35,1,44.4,7,0,1.121,3,5
5.77,20,19,4,44,17,41.036,41,45.694,39.5,2.4,28,328.4,20,9.8,16,29.046,5,27.961,25,3,48.8,1,0,1.114,1,2
5.6,12,10,2,30,11,29.371,28,31.439,27.5,14.3,21,280.68,12,7.1,9,19.733,7,19.837,19,1,42.9,2,1,1.123,4,1
5.6,16,11,6,54,16,51.774,52,59.351,36.0,1.9,28,354.51,19,11.5,26,33.103,7,31.111,26,0,36.5,8,0,1.141,1,8
5.398,12,9,5,36,11,34.767,34,39.117,28.5,2.9,22,275.32,13,14.7,14,22.228,7,21.839,20,1,38.2,4,0,1.15,1,2
5.796,15,13,4,64,11,60.952,61,68.939,43.5,4.9,34,442.64,23,6.6,30,39.932,8,37.265,31,4,37.7,10,0,1.13,3,7
5.0,18,15,4,46,17,43.247,43,48.318,37.5,4.7,28,334.41,19,9.3,18,29.262,6,28.203,25,1,44.2,4,0,1.124,2,4
5.745,20,19,5,58,17,54.116,54,60.647,46.5,3.7,35,413.52,24,9.3,23,36.79,7,35.278,31,3,44.4,5,0,1.123,2,3
5.108,25,22,5,51,22,47.465,47,52.402,48.0,4.3,34,395.45,23,10.6,17,33.506,7,32.697,30,3,48.9,1,0,1.115,2,3
5.6,19,17,4,37,16,34.269,34,37.863,36.0,2.9,25,288.33,17,11.8,12,24.523,5,23.908,22,3,50.0,0,0,1.114,1,2
5.523,18,16,2,44,17,40.6,41,45.528,35.5,2.4,26,302.4,20,4.9,18,28.557,3,26.972,23,1,48.8,4,0,1.11,1,3
4.496,15,15,1,72,12,70.073,68,76.615,52.0,16.2,43,543.57,27,1.5,29,43.665,12,43.259,39,3,39.7,12,0,1.127,11,5
8.097,22,18,5,68,22,63.323,64,72.099,48.0,1.6,37,441.63,27,7.8,31,42.381,6,39.67,33,0,42.2,9,0,1.127,1,6
5.921,14,14,4,58,11,56.178,56,63.734,39.5,3.6,31,398.53,22,7.1,27,36.006,7,34.22,29,3,39.3,8,0,1.138,2,7
4.301,16,11,5,39,16,37.909,37,42.196,32.0,8.1,24,301.34,14,13.5,15,24.199,8,23.885,22,0,37.8,3,0,1.14,3,5
5.886,1,1,0,7,0,8.422,8,9.249,4.0,25.0,3,60.06,2,0.0,4,4.432,2,4.483,4,1,25.0,1,0,1.156,2,0
5.6,13,12,3,39,11,36.262,36,40.405,31.5,5.6,24,281.34,16,8.3,15,24.495,5,23.655,21,2,44.4,4,0,1.122,2,2
5.0,16,11,5,39,16,37.909,37,42.196,32.0,8.1,24,301.34,14,13.5,15,24.199,8,23.885,22,0,37.8,3,0,1.14,3,5
5.301,17,14,3,38,17,36.585,36,40.349,32.5,5.6,24,315.78,16,8.3,14,25.352,6,24.482,22,0,44.4,2,1,1.121,2,4
4.387,28,29,0,88,24,87.374,84,93.994,72.0,19.0,56,720.68,36,0.0,32,55.454,16,55.866,52,4,42.9,7,0,1.119,16,14
5.0,17,14,3,38,17,36.774,36,40.745,32.5,5.6,24,299.33,16,8.3,14,24.432,6,24.038,22,0,44.4,2,0,1.132,2,4
8.0,19,17,6,56,18,53.538,53,59.824,44.0,1.9,34,457.4,22,11.3,22,37.057,9,35.239,31,1,41.5,5,2,1.129,1,5
4.0,17,14,3,50,17,49.218,48,54.223,38.5,10.4,30,405.87,19,6.3,20,32.0,9,31.207,28,0,39.6,5,1,1.13,5,7
5.0,17,14,3,38,17,36.262,36,40.405,31.5,5.6,23,281.34,16,8.3,15,24.495,5,23.655,21,0,44.4,2,0,1.122,2,4
5.0,17,14,3,46,17,44.683,44,49.654,35.5,9.1,27,341.4,18,6.8,19,28.926,7,28.138,25,0,40.9,4,0,1.129,4,6
5.0,17,14,3,42,17,40.473,40,45.03,33.5,7.5,25,311.37,17,7.5,17,26.71,6,25.896,23,0,42.5,3,0,1.126,3,5
6.222,15,13,4,75,11,70.603,71,80.185,48.5,4.2,39,496.74,27,5.6,36,46.216,8,42.846,35,4,38.0,14,0,1.129,3,7
4.0,17,14,3,54,17,53.105,52,58.903,39.5,11.5,31,401.46,20,5.8,23,33.358,9,32.621,29,0,38.5,6,0,1.133,6,8
5.0,17,14,3,46,17,44.683,44,49.654,35.5,9.1,27,341.4,18,6.8,19,28.926,7,28.138,25,0,40.9,4,0,1.129,4,6
4.0,17,14,3,41,17,39.145,39,43.82,32.5,5.1,24,295.37,17,7.7,17,26.256,5,25.181,22,0,43.6,3,0,1.124,2,4
6.301,17,14,3,50,17,48.894,48,54.279,37.5,10.4,29,371.43,19,6.3,21,31.142,8,30.379,27,0,39.6,5,0,1.131,5,7
5.0,17,14,3,46,17,44.683,44,49.654,35.5,9.1,27,341.4,18,6.8,19,28.926,7,28.138,25,0,40.9,4,0,1.129,4,6
4.0,17,14,3,48,17,46.24,46,51.86,35.5,6.5,27,339.43,19,6.5,21,30.233,6,28.95,25,0,41.3,5,0,1.127,3,5
4.699,17,14,3,41,17,39.145,39,43.82,32.5,5.1,24,295.37,17,7.7,17,26.256,5,25.181,22,0,43.6,3,0,1.124,2,5
4.301,17,14,3,42,17,40.796,40,44.974,34.5,7.5,26,345.81,17,7.5,16,27.568,7,26.724,24,0,42.5,3,1,1.124,3,5
5.3,21,15,5,35,20,32.487,32,35.947,35.0,3.1,24,277.31,15,15.6,11,22.767,6,22.402,21,1,46.9,0,0,1.123,1,2
5.2,19,19,2,45,18,42.698,42,46.741,39.0,9.5,29,348.38,20,4.8,16,29.159,6,28.59,26,1,47.6,1,0,1.113,4,2
4.523,17,14,2,43,16,41.211,40,45.08,37.0,10.0,28,342.35,18,5.0,15,27.097,7,26.973,25,1,45.0,4,0,1.127,4,3
6.439,18,14,3,54,17,52.451,52,58.485,41.5,7.7,31,393.48,22,5.8,23,34.449,7,33.191,29,0,42.3,6,0,1.125,4,10
5.45,30,24,4,70,28,67.232,66,74.017,60.0,6.1,44,581.11,29,6.1,26,46.421,11,44.664,40,2,43.9,5,1,1.121,4,11
6.523,15,13,4,73,11,69.047,69,77.979,48.5,5.8,39,498.71,26,5.8,34,44.909,9,42.034,35,4,37.7,13,0,1.13,4,7
5.523,17,14,3,39,17,37.589,37,41.614,32.5,8.1,24,297.34,16,8.1,15,24.949,6,24.369,22,0,43.2,2,0,1.125,3,4
4.301,17,14,3,30,17,28.164,28,31.1,28.5,0.0,20,255.72,14,10.7,10,20.921,4,19.999,18,0,50.0,0,1,1.111,0,2
4.301,17,14,3,46,17,43.029,43,48.235,35.5,4.7,27,321.41,19,7.0,19,29.017,5,27.708,24,0,44.2,5,0,1.122,2,4
4.0,17,14,4,52,17,49.342,49,55.358,38.5,6.1,30,366.46,20,8.2,22,32.239,7,30.971,27,0,40.8,6,0,1.13,3,5
6.097,15,13,3,65,11,61.178,61,68.65,45.5,6.6,36,455.63,24,4.9,29,40.381,8,37.959,32,4,39.3,11,0,1.125,4,5
6.0,28,23,3,55,24,49.473,49,54.03,54.0,6.1,38,419.46,26,6.1,17,35.71,6,34.896,32,4,53.1,3,0,1.103,3,1
6.194,27,21,6,57,27,56.083,53,61.559,54.5,1.9,41,518.46,24,11.3,16,36.205,13,37.357,37,0,45.3,3,0,1.161,1,5
6.0,25,19,3,55,24,49.356,49,54.445,49.0,6.1,36,397.46,24,6.1,19,34.472,6,33.423,30,1,49.0,5,0,1.111,3,0
5.6,20,16,5,38,17,37.142,36,40.365,39.5,8.3,27,333.33,17,13.9,11,25.676,8,25.832,25,2,47.2,0,0,1.121,3,3
6.398,15,13,5,78,11,74.032,74,83.892,50.5,5.4,41,527.76,27,6.8,37,47.677,10,44.582,37,4,36.5,14,0,1.134,4,9
5.824,20,18,7,72,16,68.294,68,76.833,55.0,2.9,42,532.1,28,10.3,30,45.944,10,43.728,38,3,41.2,9,1,1.13,2,8
6.68,18,14,8,70,17,65.745,66,75.178,47.5,1.5,38,460.65,25,12.1,32,42.637,9,40.208,34,1,37.9,11,0,1.139,1,4
6.523,27,21,3,60,24,55.338,54,60.073,56.0,11.1,41,469.48,26,5.6,19,37.835,9,37.567,35,3,48.1,5,0,1.112,6,2
5.0,24,20,4,53,22,51.996,50,56.962,49.0,6.0,36,454.44,23,8.0,17,34.29,10,34.594,33,2,46.0,3,0,1.139,3,6
9.699,34,27,9,80,33,73.963,74,83.261,66.5,1.4,49,569.73,33,12.2,31,50.881,10,48.702,43,1,44.6,6,0,1.125,1,6
4.699,23,18,6,63,22,59.101,59,66.561,49.0,3.4,37,442.57,25,10.2,26,39.557,8,37.826,33,1,42.4,7,0,1.128,2,7
5.565,23,18,6,66,22,61.985,62,69.976,50.0,3.2,38,456.6,26,9.7,28,41.319,8,39.353,34,1,41.9,8,0,1.129,2,7
5.2,24,20,6,60,21,55.334,55,61.73,51.5,3.6,38,438.53,25,10.9,22,38.034,8,36.772,33,3,45.5,5,0,1.122,2,3
7.0,16,14,4,57,11,54.629,54,60.903,43.5,7.4,33,428.56,21,7.4,24,36.103,9,34.4,30,5,38.9,7,0,1.128,4,6
6.553,29,24,6,55,29,51.12,51,56.84,50.5,0.0,36,438.95,25,11.8,19,37.222,7,35.643,32,0,49.0,1,1,1.115,0,5
7.921,29,24,7,60,29,56.105,56,62.754,52.5,0.0,38,468.0,26,12.5,22,39.989,8,38.192,34,0,46.4,2,1,1.121,0,6
8.824,28,21,8,55,28,51.116,51,57.478,49.0,0.0,35,408.51,23,15.7,20,35.614,8,34.332,31,0,45.1,2,0,1.127,0,5
10.155,34,26,11,84,33,78.167,78,88.258,68.5,1.3,51,599.77,33,14.1,33,52.893,12,50.745,45,1,42.3,7,0,1.132,1,6
6.614,16,11,5,50,16,46.461,47,53.228,35.0,0.0,27,321.47,19,10.6,23,30.881,5,28.848,24,0,40.4,8,0,1.133,0,4
7.959,23,18,7,64,22,59.876,60,67.85,49.0,1.7,37,441.59,25,11.7,27,40.108,8,38.133,33,1,41.7,7,0,1.131,1,5
9.0,23,18,7,61,22,56.992,57,64.434,48.0,1.8,36,427.56,24,12.3,25,38.347,8,36.606,32,1,42.1,6,0,1.13,1,6
9.347,29,23,8,82,27,77.283,77,87.012,63.5,3.9,48,578.74,32,10.4,34,51.307,11,49.164,43,2,41.6,9,0,1.13,3,9
8.886,23,19,5,54,21,51.003,50,56.236,47.5,8.0,35,417.46,22,10.0,19,34.176,9,33.654,31,2,44.0,3,0,1.125,4,3
6.893,22,17,5,47,22,43.694,44,49.398,39.0,0.0,28,329.44,20,11.4,19,30.358,5,28.795,25,0,45.5,3,0,1.123,0,4
10.222,28,22,8,73,27,67.861,68,76.763,57.5,1.5,43,506.67,29,11.8,30,45.875,9,43.681,38,1,42.6,7,0,1.129,1,5
9.0,28,22,8,76,27,70.745,71,80.178,58.5,1.4,44,520.7,30,11.3,32,47.637,9,45.208,39,1,42.3,8,0,1.129,1,5
6.284,24,21,6,73,22,68.425,69,77.597,55.0,1.4,41,492.68,30,8.7,32,46.387,7,43.692,37,1,43.5,8,0,1.125,1,8
8.0,28,22,7,68,27,62.876,63,70.85,55.5,1.6,41,477.62,28,11.1,27,43.108,8,41.133,36,1,44.4,6,0,1.125,1,5
8.745,28,22,8,88,27,82.279,83,93.839,62.5,1.2,48,576.82,34,9.6,40,54.682,9,51.315,43,1,41.0,12,0,1.131,1,10
6.097,23,18,6,65,22,60.658,61,68.766,49.0,1.6,37,440.6,26,9.8,28,40.864,7,38.638,33,1,42.6,8,0,1.127,1,6
7.337,23,18,6,63,22,59.101,59,66.561,49.0,3.4,37,442.57,25,10.2,26,39.557,8,37.826,33,1,42.4,7,0,1.128,2,6
7.237,22,17,5,47,22,43.694,44,49.398,39.0,0.0,28,329.44,20,11.4,19,30.358,5,28.795,25,0,45.5,3,0,1.123,0,4
9.0,28,22,7,71,27,65.76,66,74.265,56.5,1.5,42,491.65,29,10.6,29,44.87,8,42.659,37,1,43.9,7,0,1.125,1,5
6.975,28,22,6,66,27,60.774,61,68.351,54.5,1.6,40,462.6,28,9.8,26,42.103,7,40.111,35,1,45.9,6,0,1.121,1,5
6.082,22,17,5,41,22,37.927,38,42.568,37.0,0.0,26,301.38,18,13.2,15,26.836,5,25.741,23,0,47.4,1,0,1.12,0,4
7.124,28,22,8,73,27,67.861,68,76.763,57.5,1.5,43,506.67,29,11.8,30,45.875,9,43.681,38,1,42.6,7,0,1.129,1,5
6.815,22,17,5,44,22,40.811,41,45.983,38.0,0.0,27,315.41,19,12.2,17,28.597,5,27.268,24,0,46.3,2,0,1.122,0,4
5.683,22,17,5,50,22,46.578,47,52.813,40.0,0.0,29,343.47,21,10.6,21,32.12,5,30.321,26,0,44.7,4,0,1.124,0,4
7.648,18,11,7,57,16,54.396,54,61.564,42.0,3.7,32,415.58,19,13.0,25,35.449,10,33.508,29,2,35.2,8,0,1.14,2,5
6.3,22,17,7,65,22,60.432,61,69.055,47.0,0.0,36,427.61,25,11.5,29,40.415,7,37.945,32,0,41.0,8,0,1.132,0,6
9.398,29,23,10,90,27,84.043,84,95.215,67.5,2.4,52,618.82,34,11.9,38,55.626,12,53.019,46,2,40.5,11,0,1.134,2,7
