pXC50,Eta_beta,CATS2D_08_DD,P_VSA_e_3,Eig07_AEA.bo.,Eta_FL,D.Dtr09,TPSA.Tot.,Eta_betaP,DECC,P_VSA_m_2,CATS2D_08_DP,Eig07_EA.bo.,Ui,SpMax3_Bh.p.,X0sol,SpMax3_Bh.v.,Eig08_AEA.bo.,Eig09_EA.ed.,SM04_AEA.ri.,Eta_F,SpMax2_Bh.i.,Eig07_EA,SM15_AEA.bo.,CATS2D_06_DL,Vindex,UNIP,H.050,nHDon,Eig09_AEA.dm.,SssNH,SMTIV,SMTI,Eig09_AEA.ri.,Eig09_EA.ri.,Xindex,Eig09_EA,SM03_AEA.dm.,ZM2Mad,MSD,LPRS,P_VSA_MR_6,GMTI,nBM,Uc,Chi0_EA.dm.,X3sol,Eig08_EA.ri.,Hy,Eig07_AEA.ri.,SpMax2_Bh.e.,Eig09_AEA.bo.,Yindex,Eig08_AEA.ri.,piPC01,SCBO,Eig15_AEA.dm.,CATS2D_05_DL,X0,Eig08_AEA.dm.,Eig06_AEA.bo.,SpMax3_Bh.m.,N.069,Eig08_EA.bo.,IDE,Chi1_EA.dm.,SpMax6_Bh.m.,X4sol,Eig08_EA,SM02_AEA.dm.
5.0,33.25,0,100.7,3.013,6.124,96.253,123.65,17.5,1.5,194.283,0,2.262,3.459,3.573,17.785,3.573,2.733,2.497,2.497,24.816,4.02,1.518,1.518,3,0.239,82.0,3,3,1.101,2.613,10405.0,5837.0,2.024,1.016,0.37,1.083,1.083,215.53,5.691,113.18,78.295,5877.0,18,4.248,10.781,9.24,1.206,1.121,2.475,4.018,2.579,0.672,2.215,3.611,36.0,-0.946,3,17.535,1.329,3.21,3.684,1,1.825,3.377,11.314,2.811,8.634,1.236,1.236
5.0,29.0,0,87.665,2.703,5.462,88.881,88.91,13.0,1.361,169.231,0,1.708,3.17,3.418,16.397,3.435,2.521,2.222,2.222,19.773,3.952,1.52,1.52,1,0.255,71.0,1,1,1.512,0.0,8585.0,5032.0,1.868,0.869,0.387,0.917,0.917,157.178,5.258,105.892,56.252,5072.0,12,3.7,16.291,8.578,0.945,-0.241,2.479,3.895,2.5,0.736,1.947,3.526,33.0,-0.501,0,16.397,1.547,3.048,3.517,0,1.5,3.239,21.804,3.067,7.119,1.0,1.0
5.4,40.75,1,100.652,3.206,7.921,0.0,158.85,19.0,2.031,197.554,0,2.189,3.322,3.552,23.424,3.54,3.036,3.59,3.59,34.086,3.898,1.854,1.854,6,0.217,142.0,4,4,2.085,5.155,24602.0,12725.0,2.502,1.431,0.34,1.583,1.583,217.407,7.043,167.373,63.717,12885.0,14,3.907,28.96,11.196,1.534,1.694,2.815,3.867,2.832,0.597,2.61,3.784,43.0,0.771,3,22.924,2.211,3.319,3.556,0,2.176,3.707,38.343,3.299,8.781,1.681,1.681
5.319,40.75,2,102.245,3.342,8.341,123.126,95.83,23.0,1.939,241.344,1,2.608,3.7,3.761,18.803,3.765,2.967,3.599,3.599,31.015,3.979,1.911,1.911,9,0.17,124.0,5,5,1.535,5.219,17540.0,10184.0,2.347,1.33,0.273,1.365,1.365,191.021,7.166,142.488,163.172,10812.0,23,4.585,17.267,9.814,1.473,2.467,2.87,3.946,2.805,0.448,2.486,3.784,43.0,0.219,10,19.673,1.801,3.362,3.796,1,2.173,3.697,22.095,3.048,8.653,1.507,1.507
5.2,38.5,1,100.652,3.061,7.243,0.0,129.39,18.5,1.8,195.972,0,2.181,3.322,3.553,21.847,3.541,2.835,3.012,3.012,30.125,3.91,1.727,1.727,7,0.224,127.0,3,3,1.976,5.276,19431.0,10494.0,2.377,1.352,0.349,1.418,1.418,199.558,6.535,152.924,61.659,10659.0,14,3.907,27.729,10.397,1.447,0.966,2.665,3.873,2.736,0.623,2.523,3.738,41.0,0.525,4,21.347,2.081,3.207,3.556,0,1.797,3.583,35.511,3.291,8.544,1.609,1.609
5.2,43.0,0,117.057,3.207,7.986,0.0,163.71,22.0,1.811,214.07,0,2.199,3.585,3.692,23.183,3.677,3.031,3.584,3.584,35.495,3.924,1.853,1.853,4,0.226,132.0,3,3,2.046,7.39,22780.0,11322.0,2.496,1.429,0.351,1.565,1.565,251.772,6.616,159.503,68.42,11466.0,16,4.087,27.564,10.78,1.531,1.036,2.814,3.895,2.831,0.628,2.599,3.807,44.0,0.673,2,22.433,2.125,3.425,3.865,0,2.179,3.596,35.931,3.299,9.287,1.664,1.664
6.1,22.25,0,51.582,2.419,4.477,53.459,57.78,11.5,1.063,119.335,0,1.384,2.907,3.176,10.958,3.182,2.054,-0.693,-0.693,12.947,3.829,1.0,1.0,2,0.292,39.0,2,2,0.285,2.832,3341.0,1961.0,0.709,-0.299,0.435,-0.301,-0.301,109.322,4.035,63.32,45.018,2021.0,12,3.7,7.745,6.068,0.607,0.451,1.951,3.784,1.031,0.869,1.609,3.239,24.5,-1.746,1,10.958,1.0,2.5,3.281,0,0.852,2.822,6.909,2.602,5.137,0.621,0.621
7.2,38.75,0,68.367,3.106,7.638,95.423,70.67,21.5,1.633,194.161,0,2.328,3.7,3.682,17.51,3.689,2.895,3.114,3.114,26.81,4.057,1.618,1.618,3,0.172,98.0,2,2,1.398,2.878,12805.0,7985.0,2.345,1.33,0.269,1.371,1.371,185.82,6.151,126.635,98.158,8827.0,23,4.585,7.745,10.42,1.449,0.213,2.586,4.024,2.683,0.474,2.459,3.761,42.0,-0.346,2,17.51,1.582,3.118,3.733,0,2.074,3.501,6.909,2.995,8.993,1.48,1.48
6.1,32.5,0,51.582,2.853,6.57,84.713,57.78,17.5,1.376,163.256,0,1.997,3.392,3.606,14.941,3.609,2.651,2.653,2.653,22.64,3.962,1.414,1.414,3,0.21,75.0,2,2,1.223,2.827,9340.0,5414.0,1.992,0.991,0.324,1.0,1.0,162.314,5.429,106.453,95.23,5771.0,18,4.248,9.373,8.49,1.289,0.278,2.382,3.931,2.5,0.594,2.308,3.597,35.5,-0.605,2,15.811,1.402,2.896,3.644,0,1.692,3.289,7.571,2.867,7.26,1.347,1.347
5.0,41.5,1,132.936,3.269,8.228,0.0,144.06,24.0,1.142,228.718,1,2.538,3.644,3.712,18.259,3.735,2.868,3.058,3.058,31.77,3.882,1.889,1.889,6,0.231,80.0,6,6,1.285,0.0,12062.0,6705.0,2.215,1.208,0.345,1.236,1.236,183.285,5.233,123.35,150.303,6983.0,23,4.585,10.638,9.65,1.365,3.468,2.826,3.852,2.697,0.696,2.382,3.726,40.5,-0.258,1,18.259,1.492,3.423,3.793,2,2.03,3.145,9.826,2.846,8.595,1.411,1.411
8.824,42.75,1,21.809,3.523,8.087,238.345,88.65,19.5,1.025,141.029,0,2.849,3.807,3.698,22.275,3.716,3.4,5.578,5.578,36.631,4.043,2.232,2.232,13,0.195,101.0,3,3,1.989,3.05,17519.0,11023.0,2.707,1.667,0.28,1.742,1.742,307.921,4.824,162.632,105.754,12383.0,25,4.7,22.317,15.77,1.991,0.802,3.181,4.016,3.066,0.639,3.021,3.989,53.0,1.134,5,22.275,2.32,3.687,3.791,0,2.668,2.988,33.429,3.208,15.019,2.037,2.037
7.18,56.75,0,24.933,3.73,11.085,428.391,77.73,27.0,1.484,218.704,0,3.062,4.17,3.858,29.198,3.858,3.548,7.135,7.135,54.516,4.046,2.4,2.4,4,0.153,172.0,1,1,2.334,3.126,36698.0,23670.0,3.078,2.064,0.226,2.086,2.086,369.693,6.34,234.301,180.305,26543.0,32,5.044,30.079,19.217,2.15,-0.438,3.375,4.019,3.515,0.471,3.227,4.234,68.0,1.399,2,29.198,2.551,3.861,3.885,0,2.88,3.484,44.101,3.429,18.325,2.274,2.274
5.4,40.25,1,85.704,3.165,8.008,118.128,108.28,23.0,1.953,218.615,1,2.381,3.7,3.773,18.286,3.763,2.977,2.689,2.689,28.9,3.953,1.743,1.743,5,0.169,119.0,4,4,1.275,5.316,16947.0,9415.0,2.172,1.166,0.272,1.182,1.182,199.943,7.122,136.072,156.761,10041.0,23,4.585,16.513,10.168,1.45,1.698,2.716,3.921,2.658,0.444,2.469,3.761,42.0,0.185,6,18.803,1.539,3.416,3.802,1,2.182,3.718,22.779,3.011,9.18,1.493,1.493
6.155,93.5,6,369.499,4.124,17.885,0.0,295.45,48.0,4.64,334.129,0,3.472,4.644,3.886,60.509,3.871,4.108,8.321,8.321,91.54,3.996,2.783,2.783,19,0.092,782.0,11,11,3.191,8.157,326954.0,168075.0,3.661,2.532,0.154,2.713,2.713,697.533,17.117,521.046,218.83,176048.0,42,5.426,59.105,32.086,2.608,6.215,3.755,3.984,4.081,0.228,3.716,4.654,104.0,2.638,23,54.509,3.383,4.214,6.879,0,3.462,5.067,58.957,6.878,24.076,2.753,2.753
5.4,29.0,0,87.665,2.703,5.462,88.881,88.91,13.0,1.361,169.231,0,1.708,3.17,3.418,16.397,3.435,2.521,2.222,2.222,19.773,3.952,1.52,1.52,1,0.255,71.0,1,1,1.512,0.0,8585.0,5032.0,1.868,0.869,0.387,0.917,0.917,157.178,5.258,105.892,56.252,5072.0,12,3.7,16.291,8.578,0.945,-0.241,2.479,3.895,2.5,0.736,1.947,3.526,33.0,-0.501,0,16.397,1.547,3.048,3.517,0,1.5,3.239,21.804,3.067,7.119,1.0,1.0
7.7,36.75,2,69.593,2.861,7.588,0.0,107.37,21.0,1.639,177.762,0,2.015,3.459,3.607,16.941,3.629,2.676,2.558,2.558,26.561,3.925,1.414,1.414,5,0.218,88.0,4,4,1.242,5.94,11571.0,6283.0,2.109,1.097,0.343,1.154,1.154,151.81,6.097,114.807,97.223,6448.0,19,4.322,23.408,8.063,1.176,1.819,2.399,3.898,2.636,0.594,2.182,3.611,36.0,-0.46,1,16.941,1.311,3.145,3.71,0,1.758,3.464,42.894,2.88,6.91,1.205,1.205
8.1,40.0,1,102.919,3.034,8.175,106.35,115.82,22.5,1.734,215.376,0,2.301,3.7,3.622,17.933,3.648,2.863,2.622,2.622,28.689,3.989,1.534,1.534,5,0.18,104.0,4,4,1.311,6.133,14511.0,8162.0,2.127,1.113,0.285,1.186,1.186,175.729,6.523,128.173,99.367,8730.0,23,4.585,21.251,9.417,1.394,1.773,2.515,3.955,2.661,0.484,2.402,3.738,41.0,0.075,1,17.933,1.468,3.215,3.748,0,2.018,3.574,40.027,2.957,8.151,1.416,1.416
5.4,34.25,0,108.16,2.916,6.254,0.0,121.68,16.0,1.98,185.237,0,2.087,3.17,3.689,20.433,3.722,2.846,2.769,2.769,24.527,3.944,1.533,1.533,2,0.2,115.0,4,4,1.519,6.234,16860.0,9876.0,2.135,1.124,0.319,1.177,1.177,186.272,7.127,142.607,49.676,10104.0,14,3.907,22.364,10.11,1.235,1.733,2.499,3.902,2.733,0.537,2.343,3.664,38.0,0.413,3,19.933,1.554,3.143,3.766,0,1.98,3.726,32.577,3.29,7.775,1.414,1.414
5.824,37.5,0,100.66,3.116,7.11,0.0,59.51,17.5,2.233,176.323,0,2.242,3.248,3.724,21.217,3.719,2.99,3.629,3.629,27.054,3.934,1.952,1.952,0,0.179,129.0,1,1,1.708,3.053,19846.0,11623.0,2.359,1.323,0.283,1.417,1.417,232.1,7.163,154.829,96.981,12191.0,17,4.17,25.914,11.162,1.464,-0.316,2.861,3.887,2.833,0.489,2.534,3.75,41.5,0.23,1,21.087,2.025,3.362,3.771,0,2.087,3.754,33.11,3.183,8.796,1.615,1.615
7.2,45.25,0,135.448,3.205,8.605,0.0,162.32,23.0,2.16,242.468,0,2.225,3.644,3.692,23.192,3.719,3.055,3.481,3.481,34.516,3.91,1.824,1.824,4,0.18,143.0,3,3,2.051,8.555,25386.0,13411.0,2.455,1.39,0.284,1.54,1.54,239.642,7.168,167.666,62.589,14194.0,19,4.322,32.403,12.274,1.526,0.977,2.772,3.871,2.811,0.493,2.612,3.861,46.5,0.713,2,22.338,2.141,3.426,3.865,0,2.181,3.746,46.934,3.282,10.214,1.684,1.684
5.4,39.0,0,84.295,3.104,7.663,97.75,87.06,19.5,2.392,206.21,0,2.182,3.524,3.591,19.631,3.607,2.876,3.094,3.094,27.065,3.903,1.671,1.671,1,0.15,129.0,1,1,1.885,0.0,18912.0,11618.0,2.143,1.133,0.241,1.182,1.182,204.582,7.511,149.501,84.725,12630.0,18,4.248,23.097,11.239,1.355,-0.336,2.658,3.871,2.594,0.399,2.428,3.795,43.5,0.602,1,19.631,2.089,3.394,3.695,0,1.633,3.843,28.072,3.111,9.581,1.545,1.545
5.0,25.5,0,85.765,2.353,5.03,51.709,68.24,12.5,1.208,159.377,0,1.329,3.087,3.372,13.405,3.377,2.33,0.647,0.647,16.112,3.786,1.083,1.083,1,0.298,50.0,3,3,0.603,3.238,4446.0,2858.0,1.269,0.318,0.438,0.345,0.345,133.685,4.312,79.957,38.843,2834.0,15,4.0,12.293,7.051,0.784,1.148,2.02,3.743,1.567,0.913,1.776,3.384,28.5,-1.169,3,13.405,0.835,2.685,3.448,0,1.246,2.931,14.709,2.77,6.165,0.832,0.832
6.6,34.75,0,132.973,3.232,6.569,0.0,137.82,14.0,2.531,171.518,0,2.481,3.087,3.704,22.7,3.699,3.112,3.367,3.367,26.776,3.934,1.879,1.879,2,0.18,159.0,4,4,1.809,5.257,28255.0,15165.0,2.574,1.501,0.292,1.606,1.606,255.843,8.526,172.531,60.416,15582.0,13,3.807,30.806,11.088,1.657,1.694,2.787,3.878,2.67,0.466,2.73,3.75,41.5,0.744,1,23.087,2.317,3.343,3.831,0,2.261,4.012,38.283,3.333,9.248,1.825,1.825
5.0,56.75,0,105.063,3.687,11.496,0.0,97.62,30.5,2.26,293.697,0,3.079,4.044,3.821,25.07,3.827,3.38,4.537,4.537,50.805,4.02,2.28,2.28,2,0.144,204.0,2,2,1.888,5.712,43633.0,24093.0,2.733,1.698,0.229,1.775,1.775,271.652,8.641,219.503,120.051,25702.0,30,4.954,30.805,13.168,1.957,0.187,3.229,3.979,3.207,0.383,3.0,4.086,58.5,1.0,2,27.57,2.249,3.765,3.859,0,2.664,4.011,46.278,3.407,11.083,2.039,2.039
5.4,34.75,0,52.256,2.93,6.653,0.0,73.06,16.5,1.303,163.287,0,2.036,3.248,3.653,17.933,3.664,2.696,2.734,2.734,25.684,3.897,1.61,1.61,0,0.219,84.0,1,1,1.144,0.0,13245.0,7690.0,2.0,1.0,0.331,1.046,1.046,187.777,5.641,130.885,73.328,7997.0,17,4.17,14.422,9.689,1.151,-0.309,2.556,3.86,2.5,0.649,2.17,3.676,38.5,0.113,0,18.803,1.308,3.273,3.725,0,1.785,3.309,11.476,2.989,8.216,1.236,1.236
6.387,49.75,0,68.367,3.423,10.152,0.0,87.47,27.5,1.934,223.033,0,2.74,3.907,3.789,22.579,3.794,3.329,5.104,5.104,42.534,3.954,2.012,2.012,2,0.17,144.0,2,2,2.23,3.045,29191.0,15175.0,2.787,1.678,0.264,1.879,1.879,251.391,7.157,179.981,138.856,16087.0,26,4.755,25.112,12.363,1.765,0.206,2.96,3.928,3.232,0.474,2.925,3.97,52.0,0.973,2,23.819,2.342,3.574,3.868,0,2.585,3.736,35.76,3.243,10.478,1.988,1.988
5.4,29.5,0,58.477,2.5,6.076,0.0,137.31,15.5,1.687,132.553,0,1.5,3.248,3.237,15.596,3.286,2.177,1.566,1.566,20.125,3.928,1.0,1.0,2,0.241,80.0,2,2,1.0,5.068,9728.0,4723.0,1.489,0.537,0.39,0.658,0.658,152.596,6.349,97.933,61.493,4665.0,14,3.907,21.215,7.713,0.688,0.519,2.0,3.907,1.935,0.624,1.68,3.45,30.5,-0.825,2,15.242,1.0,2.701,3.533,0,1.002,3.568,29.606,2.77,5.845,0.753,0.753
5.4,47.75,0,107.629,3.05,9.696,122.698,110.76,26.5,1.886,256.679,0,2.324,3.954,3.728,21.209,3.731,2.955,3.588,3.588,36.283,3.984,1.565,1.565,3,0.158,133.0,2,2,1.546,6.005,22307.0,12898.0,2.41,1.401,0.25,1.414,1.414,220.664,7.161,161.245,120.844,14015.0,28,4.858,23.925,11.9,1.423,0.257,2.529,3.956,2.854,0.431,2.467,3.922,49.5,0.618,1,21.209,1.66,3.473,3.786,0,2.135,3.744,32.402,3.206,10.064,1.531,1.531
7.4,45.25,1,137.286,3.313,9.145,0.0,117.32,23.5,2.215,260.444,0,2.558,3.585,3.689,20.217,3.714,3.023,4.101,4.101,37.824,3.966,1.96,1.96,7,0.157,162.0,5,5,1.797,8.147,28799.0,14940.0,2.422,1.376,0.256,1.471,1.471,221.738,8.193,171.362,135.037,15734.0,20,4.392,29.567,10.37,1.508,2.438,2.924,3.932,2.871,0.409,2.54,3.85,46.0,0.51,8,22.717,1.845,3.396,3.796,1,2.201,3.923,44.48,3.243,8.819,1.59,1.59
5.4,34.25,0,99.549,2.675,6.966,77.379,80.48,20.5,0.888,213.241,0,1.759,3.585,3.704,14.941,3.717,2.585,2.136,2.136,23.154,3.89,1.185,1.185,8,0.252,56.0,3,3,1.0,0.0,7049.0,4278.0,2.0,1.0,0.37,1.0,1.0,154.242,4.516,97.435,139.789,4530.0,22,4.524,3.162,8.453,1.068,1.024,2.174,3.853,2.5,0.783,2.074,3.611,36.0,-0.932,6,14.941,1.114,2.972,3.757,1,1.626,2.917,2.5,2.688,7.537,1.1,1.1
5.4,39.5,0,58.259,3.366,7.856,136.484,90.5,17.5,1.965,174.47,0,2.592,3.459,3.618,20.543,3.649,2.91,3.549,3.549,35.052,3.989,2.037,2.037,2,0.178,145.0,1,1,1.868,0.0,25627.0,13504.0,2.315,1.304,0.283,1.33,1.33,240.364,7.452,168.595,65.49,13897.0,18,4.248,27.425,11.005,1.436,-0.248,2.989,3.952,2.634,0.481,2.49,3.829,45.0,0.672,0,23.043,1.931,3.618,3.774,0,2.045,3.786,37.254,3.309,9.665,1.542,1.542
5.0,38.0,0,99.365,2.919,7.932,0.0,105.51,20.5,2.173,233.154,0,2.058,3.322,3.644,19.225,3.669,2.823,2.275,2.275,28.244,3.929,1.604,1.604,2,0.196,117.0,4,4,1.311,0.0,15682.0,9211.0,2.0,1.0,0.314,1.0,1.0,171.074,7.249,136.523,181.509,9435.0,18,4.248,26.546,9.507,1.319,1.698,2.519,3.901,2.5,0.516,2.351,3.664,38.0,-0.133,3,19.225,1.567,3.357,3.762,2,1.952,3.779,34.768,3.007,7.403,1.417,1.417
5.4,41.5,1,117.466,3.351,8.236,123.493,134.06,23.0,1.944,234.499,1,2.598,3.7,3.751,19.156,3.741,2.988,3.598,3.598,30.499,3.972,1.944,1.944,6,0.168,125.0,4,4,1.539,5.179,18742.0,10256.0,2.348,1.329,0.271,1.372,1.372,213.647,7.231,142.683,129.413,10888.0,23,4.585,17.267,10.488,1.42,1.733,2.87,3.941,2.808,0.444,2.457,3.784,43.0,0.213,6,19.673,1.801,3.421,3.808,1,2.209,3.729,22.095,3.052,9.53,1.517,1.517
6.3,42.25,1,134.469,3.169,8.461,126.729,102.41,23.5,2.019,228.357,1,2.385,3.7,3.75,21.38,3.756,2.953,3.805,3.805,31.156,3.947,1.752,1.752,7,0.169,132.0,4,4,1.531,5.597,20324.0,11144.0,2.304,1.277,0.272,1.362,1.362,226.06,7.386,149.347,172.739,11755.0,23,4.585,20.842,11.14,1.449,1.663,2.691,3.917,2.744,0.448,2.469,3.807,44.0,0.307,7,20.38,1.625,3.475,3.827,1,2.144,3.776,27.457,3.308,9.819,1.474,1.474
5.4,42.5,1,88.515,3.274,8.732,131.818,102.41,23.5,2.128,228.802,1,2.498,3.7,3.749,20.88,3.754,2.955,3.699,3.699,32.336,3.952,1.831,1.831,6,0.163,135.0,4,4,1.535,5.511,20810.0,11464.0,2.358,1.236,0.264,1.467,1.467,209.712,7.598,150.133,173.184,12131.0,23,4.585,19.564,11.103,1.47,1.663,2.826,3.93,2.847,0.425,2.474,3.807,44.0,0.397,7,20.38,1.983,3.344,3.802,1,2.149,3.82,26.323,3.228,9.638,1.484,1.484
5.4,33.75,0,103.164,2.684,6.566,0.0,81.65,16.5,1.261,199.967,0,1.766,3.248,3.621,16.355,3.631,2.655,2.465,2.465,24.135,3.89,1.414,1.414,1,0.227,73.0,3,3,1.077,3.377,10545.0,6246.0,2.0,1.0,0.34,1.0,1.0,173.289,5.262,117.553,95.342,6559.0,17,4.17,17.439,8.854,1.134,1.005,2.352,3.85,2.5,0.68,2.149,3.624,36.5,-0.352,0,17.225,1.222,3.058,3.705,1,1.69,3.193,20.662,2.88,7.842,1.207,1.207
5.0,38.5,0,50.357,2.872,7.858,0.0,61.8,22.5,1.299,189.733,0,2.038,3.644,3.74,16.355,3.743,2.5,2.275,2.275,27.513,3.895,1.414,1.414,0,0.214,81.0,2,2,1.0,0.0,11639.0,6547.0,2.0,1.0,0.326,1.0,1.0,168.927,5.563,118.685,116.197,6899.0,23,4.585,3.784,8.938,1.0,0.233,2.353,3.872,2.5,0.624,2.0,3.701,39.5,-0.605,2,17.225,1.118,3.201,3.772,0,1.5,3.305,1.825,2.768,7.496,1.04,1.04
5.0,45.25,0,72.104,3.356,8.985,0.0,82.88,21.0,2.469,219.624,0,2.617,3.524,3.656,26.656,3.665,3.12,4.732,4.732,37.538,3.936,2.116,2.116,0,0.169,176.0,1,1,2.29,3.261,32774.0,19083.0,2.606,1.479,0.269,1.711,1.711,263.019,8.319,197.773,118.673,19781.0,18,4.248,34.549,13.903,1.766,-0.327,3.027,3.898,3.058,0.455,2.826,3.922,49.5,1.023,1,25.656,2.318,3.618,3.736,0,2.239,3.976,46.674,3.363,11.348,1.885,1.885
4.4,27.5,0,51.582,2.5,5.573,0.0,37.81,16.5,0.962,155.288,0,1.5,3.248,3.236,11.502,3.253,2.342,0.109,0.109,15.66,3.902,1.0,1.0,0,0.272,43.0,1,1,0.164,3.296,3828.0,2367.0,0.981,0.041,0.41,0.043,0.043,107.828,4.325,69.584,92.944,2471.0,17,4.17,9.487,6.084,0.851,-0.314,2.0,3.868,1.377,0.791,1.849,3.35,27.5,-1.562,1,11.502,0.928,2.765,3.327,0,1.272,2.931,17.5,2.687,5.215,0.886,0.886
5.0,26.75,0,69.593,2.727,4.316,0.0,133.59,10.5,2.0,140.017,0,1.782,2.807,3.699,18.571,3.664,2.242,2.136,2.136,15.677,3.93,1.423,1.423,0,0.189,108.0,2,2,1.358,6.212,12486.0,7787.0,1.984,0.98,0.307,1.0,1.0,201.5,7.128,124.003,10.153,8015.0,11,3.585,26.932,10.051,0.983,0.352,2.39,3.886,2.17,0.49,1.995,3.526,33.0,-0.323,0,17.864,1.609,2.876,3.749,0,1.167,3.731,36.798,3.179,8.233,1.036,1.036
6.4,28.75,0,80.75,2.854,5.437,41.359,44.89,16.0,1.04,128.026,0,1.995,3.322,3.413,14.69,3.399,2.577,1.974,1.974,17.248,3.887,1.397,1.397,1,0.268,52.0,2,2,0.973,2.964,5768.0,3273.0,1.722,0.714,0.391,0.756,0.756,173.421,4.163,84.831,90.695,3458.0,17,4.17,12.06,8.407,1.08,0.311,2.393,3.859,2.196,0.836,2.085,3.497,32.0,-0.906,3,13.69,1.222,3.08,3.78,0,1.608,2.849,15.404,2.834,7.598,1.092,1.092
5.0,52.75,0,41.719,3.395,10.362,290.794,75.92,26.5,2.146,227.225,0,2.702,4.087,3.787,26.509,3.792,3.342,5.314,5.314,44.945,4.137,2.125,2.125,4,0.135,178.0,1,1,2.04,2.587,35103.0,22801.0,2.847,1.809,0.211,1.877,1.877,289.671,7.828,215.456,162.316,25302.0,29,4.907,25.266,15.698,1.932,-0.434,3.076,4.102,3.314,0.375,2.957,4.127,61.0,1.122,2,26.509,2.303,3.54,3.835,0,2.626,3.876,30.58,3.33,14.368,1.974,1.974
7.7,42.0,0,52.868,3.38,8.135,259.964,62.75,22.5,1.034,190.367,0,2.676,4.0,3.634,19.698,3.639,3.33,3.167,3.167,32.411,4.058,1.932,1.932,4,0.212,87.0,1,1,1.806,3.051,13376.0,8336.0,2.414,1.406,0.308,1.426,1.426,232.347,4.959,139.47,130.752,9015.0,26,4.755,16.148,12.335,1.509,-0.405,2.907,4.028,2.942,0.671,2.517,3.912,49.0,0.889,2,19.698,2.041,3.492,3.691,0,2.124,3.071,16.191,3.18,11.811,1.523,1.523
6.0,28.0,0,84.908,2.572,5.241,76.405,69.62,14.5,1.111,182.476,0,1.605,3.17,3.503,15.198,3.496,2.5,2.275,2.275,18.777,3.896,1.103,1.103,5,0.293,56.0,2,2,0.992,0.0,5641.0,3654.0,1.871,0.873,0.431,0.926,0.926,149.963,4.52,91.739,82.074,3626.0,16,4.087,13.493,7.664,1.0,0.331,2.058,3.859,2.311,0.9,2.0,3.466,31.0,-1.0,2,15.198,1.0,2.989,3.524,1,1.5,2.972,13.971,2.81,6.533,1.0,1.0
5.4,38.0,0,50.357,2.872,7.821,0.0,41.57,22.0,1.299,198.854,0,2.038,3.644,3.741,15.485,3.743,2.5,2.275,2.275,27.311,3.901,1.414,1.414,0,0.214,81.0,1,1,1.0,0.0,11991.0,6547.0,2.0,1.0,0.326,1.0,1.0,170.176,5.563,118.685,125.318,6899.0,23,4.585,3.255,8.527,1.0,-0.356,2.35,3.875,2.5,0.624,2.0,3.701,39.5,-0.604,2,17.225,1.139,3.201,3.774,0,1.5,3.305,1.325,2.768,7.344,1.04,1.04
5.0,43.5,0,72.717,3.314,8.856,0.0,88.61,20.5,2.369,211.717,0,2.521,3.524,3.61,23.545,3.621,3.009,3.523,3.523,36.241,3.912,1.867,1.867,0,0.172,157.0,2,2,2.062,5.913,29467.0,16431.0,2.447,1.4,0.271,1.533,1.533,235.802,7.881,183.346,96.132,17155.0,19,4.322,31.688,11.715,1.555,0.235,2.828,3.89,2.82,0.466,2.618,3.882,47.5,0.794,1,23.916,2.125,3.518,3.698,0,2.227,3.881,45.905,3.333,9.661,1.693,1.693
5.4,33.75,0,16.786,3.111,6.335,0.0,50.19,18.0,1.411,108.192,0,2.261,3.392,3.611,19.215,3.606,2.979,3.295,3.295,23.809,3.942,1.763,1.763,2,0.221,83.0,1,1,1.374,0.0,12443.0,6320.0,2.217,1.175,0.337,1.246,1.246,207.878,5.445,117.939,81.437,6606.0,18,4.248,14.609,10.632,1.411,-0.317,2.678,3.926,2.643,0.641,2.567,3.651,37.5,0.191,1,17.715,2.106,3.445,3.789,0,2.102,3.307,11.645,3.129,9.824,1.628,1.628
5.4,29.25,0,97.536,2.854,5.518,41.359,57.78,16.0,1.04,134.478,0,1.995,3.322,3.402,14.69,3.388,2.577,1.974,1.974,17.546,3.874,1.397,1.397,1,0.268,52.0,2,2,0.973,2.902,5922.0,3273.0,1.718,0.711,0.391,0.756,0.756,175.475,4.163,84.831,68.557,3458.0,17,4.17,12.06,8.407,1.05,0.361,2.362,3.837,2.196,0.836,2.059,3.497,32.0,-0.906,3,13.69,1.222,3.08,3.766,0,1.608,2.849,15.404,2.831,7.598,1.092,1.092
5.6,41.5,0,52.807,3.173,8.407,0.0,98.21,23.5,1.306,187.354,0,2.359,3.7,3.687,20.336,3.696,2.95,3.268,3.268,33.736,3.91,1.81,1.81,3,0.224,92.0,3,3,1.6,0.0,15447.0,8221.0,2.268,1.208,0.337,1.3,1.3,206.512,5.629,136.74,116.452,8513.0,21,4.459,17.465,10.993,1.402,0.917,2.735,3.885,2.766,0.665,2.444,3.784,43.0,0.117,1,19.836,1.756,3.335,3.762,0,2.024,3.312,23.987,3.087,9.567,1.461,1.461
