pXC50,nAB,nDB,nBM,Se,nSK,Si,Sv,nAT,nCsp2,nHet,nBT,MW,nBO,nO,SCBO
8.553,12,6,18,45.302,28,48.581,29.131,43,14,12,44,409.41,29,8,41.0
9.0,18,8,26,62.0,39,66.482,40.956,59,20,17,61,598.06,41,9,58.0
7.481,17,4,21,48.229,29,52.947,31.347,47,18,9,49,394.42,31,5,43.5
8.854,12,5,17,44.422,27,48.451,29.008,43,15,10,44,388.44,28,5,39.0
7.553,18,8,26,62.458,38,67.455,40.634,60,20,15,62,562.63,40,9,57.0
8.046,12,4,16,42.669,26,46.475,27.648,41,14,10,42,378.8,27,5,37.0
8.523,12,6,18,46.076,28,49.87,29.437,44,14,12,45,408.43,29,7,41.0
6.46,12,3,15,66.818,34,74.982,39.937,66,13,11,68,492.66,36,6,45.0
7.921,12,6,18,48.96,29,53.285,30.964,47,14,12,48,422.46,30,7,42.0
8.886,6,5,11,63.665,44,67.429,38.378,54,7,27,54,707.37,44,6,52.0
8.155,12,4,16,42.993,27,46.419,28.475,41,14,11,42,413.24,28,5,38.0
8.222,12,4,16,43.371,27,47.211,27.587,41,14,11,42,380.34,28,5,38.0
7.796,12,5,17,41.716,26,44.883,28.018,40,13,11,41,491.29,27,6,38.0
6.498,15,4,19,51.524,30,56.119,32.975,50,14,10,53,432.49,33,7,44.5
7.114,12,3,15,49.829,27,55.036,31.259,49,13,9,50,410.56,28,5,37.0
7.469,12,3,15,35.891,21,39.245,23.25,35,13,7,36,306.37,22,4,31.0
5.959,18,3,21,60.171,34,66.099,38.668,59,19,10,61,505.03,36,6,48.0
7.161,18,3,21,68.822,37,76.345,43.248,68,19,10,70,547.12,39,6,51.0
5.357,11,3,15,56.596,30,62.866,35.313,56,11,9,57,450.63,31,5,41.5
7.367,6,5,11,39.749,22,43.661,23.722,38,7,11,38,332.38,22,6,30.0
8.699,6,5,11,48.029,32,51.05,29.204,42,7,19,42,507.33,32,6,40.0
8.046,12,4,16,42.669,26,46.475,27.648,41,14,10,42,378.8,27,5,37.0
7.357,17,5,22,47.531,29,51.578,31.228,46,17,10,48,415.46,31,6,44.5
4.108,6,2,8,18.811,11,20.292,11.933,18,6,5,18,173.21,11,3,16.0
9.155,18,8,26,64.56,39,69.953,41.656,62,20,16,64,577.65,41,9,58.0
8.796,18,8,26,62.0,39,66.482,40.956,59,20,17,61,598.06,41,9,58.0
7.638,18,8,26,59.898,38,63.983,39.935,57,20,16,59,583.04,40,9,57.0
4.62,22,4,27,64.065,38,70.239,42.335,63,22,10,66,531.63,41,6,58.0
7.854,12,7,19,44.52,28,47.664,28.625,42,13,13,43,410.4,29,8,42.0
7.602,6,5,11,35.735,23,37.579,23.657,33,7,13,33,406.65,23,6,31.0
7.387,12,3,15,47.862,27,53.072,30.346,47,14,9,48,388.49,28,4,37.0
8.602,18,8,26,62.189,39,66.877,40.512,59,20,17,61,581.61,41,9,58.0
8.602,12,6,18,45.302,28,48.581,29.131,43,14,12,44,409.41,29,8,41.0
7.959,12,4,16,42.858,26,46.871,27.204,41,14,10,42,362.35,27,5,37.0
6.796,12,3,15,50.08,27,55.325,30.787,49,13,9,50,394.49,28,6,37.0
7.357,12,3,15,58.731,30,65.571,35.367,58,13,9,59,436.58,31,6,40.0
6.959,12,3,15,47.196,26,51.91,29.26,46,13,9,47,380.46,27,6,36.0
6.167,11,3,14,48.829,26,54.036,30.259,48,11,9,49,398.55,27,5,35.5
7.469,12,3,15,47.425,25,52.906,29.357,47,13,7,48,362.49,26,4,35.0
6.602,11,3,14,47.273,26,51.83,29.447,46,11,10,47,400.52,27,6,35.5
4.921,22,6,28,71.563,41,78.408,46.005,70,22,13,73,599.74,44,8,61.0
7.62,16,3,19,49.854,29,55.444,32.148,49,15,10,51,412.52,31,3,42.0
5.495,11,3,14,43.574,25,47.545,27.589,42,11,10,43,388.48,26,5,34.5
5.638,18,4,22,59.52,33,65.946,38.125,59,21,8,61,466.6,35,5,48.0
8.886,18,8,26,61.676,38,66.538,40.129,59,20,16,61,563.62,40,9,57.0
5.301,6,3,9,63.632,32,71.936,37.529,63,9,10,66,445.58,35,5,41.0
5.301,6,11,17,179.148,83,203.689,101.282,178,17,25,179,1174.62,84,16,98.0
5.301,6,3,9,62.632,31,70.936,36.529,62,9,10,64,433.57,33,5,39.0
7.149,11,3,14,43.971,25,49.029,27.621,43,11,10,44,362.46,26,3,34.5
5.301,6,4,10,59.647,31,67.023,35.981,59,11,9,62,428.54,34,5,41.0
10.013,12,3,15,50.851,29,55.329,31.69,49,13,11,51,424.47,31,8,40.0
6.303,6,4,10,62.531,32,70.438,37.508,62,11,9,65,442.57,35,5,42.0
7.678,12,5,17,41.876,26,45.004,27.726,40,13,11,41,444.29,27,6,38.0
7.824,17,3,20,54.52,31,60.777,35.18,54,18,9,56,437.57,33,3,44.5
5.301,6,3,9,75.167,36,85.597,43.637,75,9,10,78,501.7,39,5,45.0
5.301,6,4,10,64.632,33,72.936,38.529,64,11,10,67,457.59,36,5,43.0
5.301,6,3,9,72.283,35,82.182,42.11,72,9,10,75,487.67,38,5,44.0
7.161,18,3,21,50.651,29,55.617,33.051,50,19,7,52,411.51,31,5,43.0
4.783,12,1,13,37.934,20,42.365,23.886,38,13,3,39,270.35,21,3,28.0
7.009,12,3,15,38.0,22,41.372,24.47,37,13,7,38,321.38,23,5,32.0
9.097,18,3,21,49.094,29,53.412,32.239,48,19,8,50,413.48,31,6,43.0
6.032,18,3,21,44.884,27,48.787,29.997,44,19,7,46,383.45,29,5,41.0
5.137,18,3,21,41.454,25,45.079,28.261,41,19,5,43,352.43,27,4,39.0
6.137,18,3,21,45.665,27,49.704,30.502,45,19,6,47,382.46,29,5,41.0
6.509,18,3,21,43.556,26,47.578,29.282,43,19,6,45,367.45,28,4,40.0
5.114,18,3,21,40.673,25,44.162,27.755,40,19,6,42,353.42,27,4,39.0
6.469,18,3,21,46.44,27,50.993,30.809,46,19,6,48,381.48,29,4,41.0
7.097,12,3,15,55.185,29,62.109,34.212,55,15,8,56,414.58,30,3,39.0
4.62,12,3,15,52.418,27,58.448,32.104,52,13,7,53,391.53,28,5,37.0
4.62,12,3,15,35.116,21,37.957,22.943,34,13,7,35,307.35,22,5,31.0
6.161,18,3,21,42.0,26,45.372,28.47,41,19,7,43,369.42,28,5,40.0
8.699,6,3,9,43.967,24,47.913,26.163,42,7,11,43,362.4,25,8,31.0
4.292,18,4,22,47.287,29,50.916,31.899,46,19,9,48,431.52,31,6,44.0
6.377,18,3,21,46.993,28,50.913,31.217,46,19,7,48,398.46,30,6,42.0
4.699,18,3,21,44.338,26,48.494,29.788,44,19,5,46,366.46,28,4,40.0
5.301,6,3,9,69.4,34,78.767,40.583,69,9,10,72,473.64,37,5,43.0
5.301,6,3,9,64.414,32,72.853,38.035,64,9,9,67,444.59,35,5,41.0
6.387,18,3,21,46.211,28,49.996,30.712,45,19,8,47,399.45,30,6,42.0
5.523,18,3,21,48.549,28,53.119,32.029,48,19,6,50,396.49,30,5,42.0
5.301,6,3,9,63.632,32,71.936,37.529,63,9,10,66,445.58,35,5,41.0
7.027,18,3,21,47.767,28,52.202,31.524,47,19,7,49,397.48,30,5,42.0
5.301,6,3,9,66.516,33,75.351,39.056,66,9,10,69,459.61,36,5,42.0
4.0,12,3,15,35.898,21,38.873,23.449,35,13,6,36,306.36,22,5,31.0
6.0,6,3,9,44.08,25,48.51,26.98,42,9,10,42,378.41,25,4,31.0
8.131,12,3,15,53.734,30,58.744,33.216,52,13,11,54,438.5,32,8,41.0
5.301,6,4,10,70.171,36,78.77,41.486,69,10,12,72,503.62,39,7,46.0
5.301,6,3,9,55.763,29,62.607,33.454,55,9,9,58,402.5,32,5,38.0
9.509,12,3,15,66.196,33,74.77,39.54,66,15,8,67,455.61,34,5,43.0
5.638,36,0,36,104.68,63,112.658,67.876,101,36,18,109,866.83,71,18,89.0
4.564,36,0,36,104.68,63,112.658,67.876,101,36,18,109,866.83,71,18,89.0
4.407,60,0,60,173.211,105,186.153,112.775,167,60,30,181,1443.37,119,30,149.0
8.824,0,3,3,65.519,27,75.806,35.406,66,3,7,65,385.62,26,4,29.0
6.991,15,3,18,47.047,28,51.949,30.808,46,13,11,48,418.55,30,3,40.5
6.783,6,2,8,48.418,23,54.75,27.862,48,7,8,48,344.39,23,5,28.0
5.886,17,2,19,64.203,34,72.228,39.793,64,17,8,67,462.6,37,4,47.5
4.602,17,2,19,58.941,33,66.11,36.924,58,14,10,61,452.54,36,3,46.5
5.699,17,3,20,62.091,35,68.817,39.169,61,18,10,64,478.55,38,6,49.5
4.0,18,2,20,54.232,30,60.401,34.697,54,20,6,56,404.5,32,4,43.0
7.328,12,3,15,49.524,28,54.119,30.975,48,13,10,50,408.47,30,7,39.0
10.222,12,3,15,50.851,29,55.329,31.69,49,13,11,51,424.47,31,8,40.0
8.297,12,2,14,50.534,27,56.335,31.335,50,13,8,52,390.41,29,5,37.0
5.699,12,2,14,48.349,26,53.986,30.17,48,14,6,50,354.44,28,4,36.0
5.699,17,2,19,56.334,31,62.9,35.718,56,17,7,59,419.52,34,4,44.5
5.699,17,3,20,60.763,34,67.607,38.454,60,18,9,63,462.55,37,5,48.5
5.699,17,2,19,56.334,31,62.9,35.718,56,17,7,59,419.52,34,4,44.5
5.699,17,3,20,70.96,39,79.146,44.244,70,18,11,74,533.64,43,6,54.5
5.699,17,2,19,56.334,31,62.9,35.718,56,17,7,59,419.52,34,4,44.5
7.625,12,3,15,62.614,32,70.288,37.652,62,14,10,63,463.52,33,6,42.0
5.707,17,2,19,55.552,31,61.983,35.213,55,17,8,58,420.51,34,4,44.5
6.386,12,2,14,54.956,31,60.769,34.012,53,13,11,55,458.41,33,5,41.0
5.699,17,2,19,54.778,31,60.694,34.906,54,17,8,57,421.49,34,5,44.5
7.481,0,3,3,51.101,22,58.73,27.772,51,3,7,50,315.47,21,4,24.0
7.77,5,3,8,57.28,27,65.148,32.98,57,6,9,57,398.59,27,4,32.5
7.678,0,3,3,53.985,23,62.145,29.299,54,3,7,53,329.5,22,4,25.0
8.14,12,2,14,35.269,20,39.033,22.853,35,15,4,36,269.32,21,3,29.0
8.138,12,2,14,38.153,21,42.448,24.38,38,15,4,39,283.35,22,3,30.0
6.724,24,3,27,62.749,37,68.788,42.151,62,25,9,65,581.52,40,5,55.0
7.161,10,3,13,78.05,37,89.012,45.163,78,11,10,80,515.73,39,5,47.0
8.456,11,3,14,76.949,37,87.514,45.142,77,13,9,79,512.72,39,5,47.5
8.398,24,3,27,62.52,36,68.946,41.125,62,25,8,65,502.63,39,5,54.0
8.155,18,3,21,49.087,29,53.784,32.04,48,18,9,50,413.49,31,5,43.0
8.155,24,3,27,61.738,36,68.029,40.62,61,24,9,64,503.62,39,5,54.0
5.785,12,2,14,33.713,20,36.827,22.041,33,15,5,34,271.29,21,4,29.0
8.699,29,3,32,67.622,40,74.444,45.147,67,28,9,71,553.68,44,5,61.5
7.469,5,3,8,57.28,27,65.148,32.98,57,6,9,57,398.59,27,4,32.5
7.137,6,3,9,62.97,29,72.059,35.847,63,8,8,63,406.59,29,4,35.0
7.009,5,3,8,60.163,28,68.564,34.507,60,6,9,60,412.62,28,4,33.5
9.268,10,3,13,56.32,28,63.813,33.266,56,11,8,57,388.52,29,4,37.0
8.824,12,3,15,61.203,31,69.228,36.793,61,14,8,62,426.57,32,4,41.0
7.585,10,3,13,63.087,31,71.644,37.32,63,11,8,65,428.59,33,4,41.0
6.903,18,3,21,61.632,34,68.203,39.677,61,19,9,63,547.51,36,5,48.0
5.626,6,2,8,42.771,21,48.487,25.928,43,8,5,44,306.47,22,2,27.0
8.097,23,3,26,59.182,35,64.823,38.808,58,22,10,61,493.58,38,6,52.5
7.06,11,2,13,54.64,28,61.816,34.003,55,11,6,58,397.59,31,2,38.5
7.538,5,3,8,57.28,27,65.148,32.98,57,6,9,57,398.59,27,4,32.5
8.569,12,3,15,61.203,31,69.228,36.793,61,14,8,62,426.57,32,4,41.0
5.462,30,3,33,72.516,43,79.618,49.204,72,31,9,76,657.62,47,5,65.0
7.62,5,3,8,60.163,28,68.564,34.507,60,6,9,60,412.62,28,4,33.5
5.155,0,2,2,55.189,24,63.563,31.562,56,2,5,58,352.6,26,2,28.0
7.618,6,4,10,41.531,23,45.578,25.228,40,8,10,41,343.4,24,6,31.0
8.629,12,2,14,33.713,20,36.827,22.041,33,15,5,34,271.29,21,4,29.0
7.658,10,3,13,59.203,29,67.228,34.793,59,11,8,60,402.55,30,4,38.0
8.228,18,3,21,51.971,30,57.199,33.567,51,18,9,53,427.52,32,5,44.0
6.256,24,3,27,65.403,37,72.361,42.652,65,25,8,68,516.66,40,5,55.0
9.155,11,3,14,57.32,29,64.813,34.266,57,12,8,58,400.53,30,4,38.5
8.444,12,3,15,80.832,39,91.929,47.669,81,15,9,83,538.76,41,5,50.0
8.638,0,3,3,52.429,23,59.94,28.487,52,3,8,51,331.47,22,5,25.0
8.201,18,3,21,74.636,38,84.391,45.879,75,21,7,77,515.71,40,4,52.0
9.108,16,3,19,65.305,34,73.727,39.815,65,16,9,67,465.61,36,4,47.0
8.06,10,3,13,64.414,32,72.853,38.035,64,11,9,66,444.59,34,5,42.0
9.237,11,3,14,76.949,37,87.514,45.142,77,13,9,79,512.72,39,5,47.5
8.886,11,3,14,58.101,29,65.73,34.772,58,13,7,59,399.54,30,4,38.5
8.602,0,3,3,51.101,22,58.73,27.772,51,3,7,50,315.47,21,4,24.0
8.77,10,3,13,57.647,29,65.023,33.981,57,11,9,58,404.52,30,5,38.0
7.745,10,3,13,54.763,28,61.607,32.454,54,11,9,55,390.49,29,5,37.0
7.131,16,3,19,71.298,37,80.268,43.562,71,17,9,74,506.66,40,5,51.0
9.167,16,3,19,65.305,34,73.727,39.815,65,16,9,67,465.61,36,4,47.0
7.337,24,3,27,68.287,38,75.776,44.179,68,25,8,71,530.69,41,5,56.0
7.585,10,3,13,60.531,30,68.438,35.508,60,11,9,61,418.55,31,5,39.0
8.432,16,3,19,68.97,35,78.059,41.847,69,17,8,71,478.65,37,4,48.0
8.959,6,4,10,50.182,26,55.823,29.808,49,8,10,50,385.49,27,6,34.0
4.398,0,2,2,55.189,24,63.563,31.562,56,2,5,58,352.6,26,2,28.0
6.021,23,3,26,59.16,36,64.376,40.306,58,22,11,61,588.54,39,5,53.5
8.301,18,3,21,69.272,36,77.69,42.727,69,19,9,71,511.7,38,5,50.0
6.635,23,3,26,59.942,36,65.292,40.811,59,23,10,62,587.55,39,5,53.5
7.377,10,3,13,59.203,29,67.228,34.793,59,11,8,60,402.55,30,4,38.0
9.387,10,3,13,62.087,30,70.644,36.32,62,11,8,63,416.58,31,4,39.0
4.921,0,2,2,55.189,24,63.563,31.562,56,2,5,58,352.6,26,2,28.0
9.004,11,3,14,58.101,29,65.73,34.772,58,13,7,59,399.54,30,4,38.5
8.187,18,3,21,75.963,39,85.6,46.594,76,21,8,78,531.71,41,5,53.0
6.818,24,3,27,61.738,36,68.029,40.62,61,24,9,64,503.62,39,5,54.0
8.097,18,3,21,52.502,30,57.826,34.544,52,19,8,54,442.6,32,4,44.0
8.149,10,3,13,67.854,32,77.474,39.374,68,11,8,69,444.64,33,4,41.0
7.62,18,3,21,52.2,31,57.04,34.592,51,18,10,53,506.41,33,5,45.0
8.523,18,3,21,71.752,37,80.976,44.352,72,21,7,74,501.68,39,4,51.0
6.569,10,3,13,56.32,28,63.813,33.266,56,11,8,57,388.52,29,4,37.0
9.046,15,3,18,62.498,33,70.232,38.475,62,14,10,64,471.64,35,4,45.5
8.276,17,3,20,67.869,35,76.561,41.825,68,19,7,70,475.64,37,4,48.5
8.796,10,3,13,59.203,29,67.228,34.793,59,11,8,60,402.55,30,4,38.0
8.523,20,3,23,69.407,37,78.225,42.836,69,18,10,72,504.65,40,4,53.0
8.77,15,3,18,63.531,33,71.438,38.508,63,15,9,65,454.58,35,5,45.5
4.886,22,0,22,48.687,27,54.939,31.542,49,19,5,52,358.48,30,1,41.0
8.745,12,5,18,60.611,35,66.531,38.544,59,15,12,61,500.58,37,7,50.0
8.553,0,5,5,72.494,33,82.806,40.351,72,5,11,72,469.66,33,6,38.0
9.046,12,3,15,50.843,30,55.055,31.63,48,13,12,49,449.44,31,7,40.0
8.167,12,4,16,51.298,29,56.408,32.281,50,14,10,52,419.5,31,6,41.0
8.658,18,3,21,52.734,33,56.929,34.41,50,18,12,52,482.47,35,6,47.0
8.013,17,3,20,54.669,34,58.686,36.289,52,17,13,54,533.61,36,6,47.5
8.553,6,3,9,51.436,25,58.398,29.74,51,8,8,51,350.47,25,4,31.0
8.959,16,4,20,77.61,40,87.391,46.825,77,18,11,79,551.71,42,6,54.0
7.432,18,3,21,57.938,37,62.28,37.592,54,19,14,56,549.48,39,6,51.0
8.367,6,5,11,68.625,34,77.478,40.276,68,11,10,69,474.62,35,6,43.0
7.921,22,3,25,60.502,37,65.759,39.463,58,21,12,61,534.55,40,6,54.0
9.585,12,3,15,50.047,28,55.119,31.754,49,12,10,51,423.56,30,5,39.0
9.495,12,3,15,54.727,32,59.47,34.157,52,13,12,54,475.48,34,7,43.0
8.854,12,5,17,59.716,34,65.392,37.877,58,15,12,60,510.01,36,7,47.0
8.0,12,5,17,59.603,35,65.258,37.485,57,15,13,59,513.54,37,6,48.0
10.036,12,3,15,52.171,31,56.265,32.345,49,13,13,50,465.44,32,8,41.0
8.77,12,3,15,62.596,35,68.799,38.232,60,13,13,62,518.56,37,7,46.0
7.432,12,5,17,56.833,33,61.977,36.35,55,15,12,57,495.98,35,7,46.0
8.699,12,5,17,62.116,36,67.513,38.607,59,13,15,61,552.6,38,8,49.0
5.824,12,4,16,61.832,32,69.069,37.388,61,14,10,62,463.61,33,6,43.0
6.921,12,3,15,58.527,34,64.338,36.298,56,15,12,58,481.47,36,6,45.0
8.959,12,3,15,64.705,36,70.925,39.452,62,13,13,64,533.57,38,8,47.0
9.041,12,5,18,59.283,34,65.322,37.829,58,15,11,60,484.58,36,6,49.0
9.066,12,5,17,63.443,37,68.723,39.322,60,13,16,62,568.6,39,9,50.0
9.046,12,3,15,54.502,31,59.759,33.463,52,13,12,53,462.49,32,6,41.0
8.208,12,5,17,68.043,36,75.694,41.63,67,15,11,69,517.66,38,7,49.0
7.201,12,3,15,51.636,27,57.531,31.599,51,12,8,52,392.52,28,5,37.0
7.824,12,3,15,70.265,34,79.231,41.474,70,13,9,71,492.7,35,6,44.0
7.102,11,3,14,58.48,30,65.281,35.839,58,11,9,60,452.65,32,5,40.5
7.149,6,3,9,52.858,24,60.069,30.443,53,7,6,53,355.55,24,4,30.0
9.469,12,5,17,60.931,36,66.467,38.2,58,15,14,60,529.54,38,7,49.0
7.886,18,3,21,62.403,34,69.361,39.652,62,19,8,65,480.63,37,5,49.0
7.602,0,5,5,75.127,34,85.932,42.35,75,5,11,75,499.76,34,5,39.0
7.638,6,3,9,74.589,33,85.268,42.34,75,7,8,76,482.76,34,5,40.0
7.796,12,4,16,47.651,26,52.617,30.051,47,15,7,48,375.48,27,5,37.0
7.638,18,3,21,52.753,30,58.116,34.072,52,19,8,54,426.53,32,5,44.0
7.292,6,5,11,51.974,25,58.654,30.916,52,11,6,52,365.54,25,4,33.0
7.959,12,3,15,43.767,24,48.202,27.524,43,13,7,44,349.44,25,5,34.0
7.886,12,3,15,64.498,32,72.401,38.421,64,13,9,65,464.64,33,6,42.0
8.959,12,5,17,59.142,33,65.159,37.522,58,15,11,60,491.64,35,6,46.0
8.523,12,3,15,74.367,37,83.73,44.496,74,13,10,77,531.74,40,6,49.0
7.585,12,3,15,56.847,30,63.155,34.84,56,13,9,58,434.56,32,6,41.0
7.921,12,3,15,56.847,30,63.155,34.84,56,13,9,58,434.56,32,6,41.0
7.081,12,3,16,44.985,26,49.285,29.018,44,12,8,45,374.45,27,5,38.0
8.046,12,4,16,52.636,28,58.531,32.599,52,14,8,53,404.53,29,5,39.0
7.456,6,5,11,41.767,22,46.202,25.524,41,11,7,41,325.42,22,5,30.0
8.221,18,4,22,55.625,33,60.618,35.996,54,19,11,56,471.53,35,7,48.0
6.678,6,4,10,63.6,30,71.899,36.442,63,8,10,63,443.63,30,6,37.0
7.678,12,3,15,63.942,33,71.195,38.609,63,13,10,65,478.62,35,7,44.0
7.77,12,3,15,55.52,29,61.946,34.126,55,13,8,57,418.56,31,5,40.0
5.533,6,3,9,62.836,28,71.524,35.738,63,7,7,63,413.64,28,5,34.0
6.357,18,3,21,52.753,30,58.116,34.072,52,19,8,54,426.53,32,5,44.0
6.759,12,3,15,63.171,31,71.192,37.706,63,12,8,64,448.64,32,5,41.0
6.188,6,3,9,51.52,25,57.946,30.126,51,7,8,52,370.52,26,5,32.0
8.387,6,4,10,50.182,26,55.823,29.808,49,8,10,50,385.49,27,6,34.0
8.31,12,3,15,55.054,32,59.68,33.872,52,13,13,53,479.47,33,8,42.0
9.102,12,5,17,69.985,39,76.842,42.682,67,13,16,69,595.68,41,8,52.0
9.276,18,4,22,62.938,38,68.095,40.398,60,20,13,62,553.55,40,8,53.0
9.009,18,4,22,65.822,39,71.51,41.925,63,20,13,65,567.58,41,8,54.0
8.0,12,3,15,52.865,29,58.372,33.624,52,13,9,54,483.42,31,5,40.0
8.046,12,3,15,65.498,33,73.401,39.421,65,13,9,67,476.65,35,6,44.0
8.699,12,3,15,50.076,28,55.06,31.899,49,13,9,51,424.94,30,5,39.0
8.523,18,3,21,62.403,34,69.361,39.652,62,19,8,65,480.63,37,5,49.0
8.523,12,3,15,65.498,33,73.401,39.421,65,13,9,67,476.65,35,6,44.0
8.398,12,3,15,64.171,32,72.192,38.706,64,13,8,66,460.65,34,5,43.0
9.0,12,3,15,52.96,29,58.475,33.426,52,13,9,54,438.97,31,5,40.0
8.301,12,3,15,68.381,34,76.816,40.947,68,13,9,70,490.68,36,6,45.0
6.427,6,3,9,48.636,24,54.531,28.599,48,7,8,49,356.49,25,5,31.0
8.699,12,3,15,83.018,40,93.975,49.076,83,13,10,86,573.83,43,6,52.0
6.627,17,3,20,47.291,29,51.047,32.231,46,17,10,48,497.42,31,5,42.5
9.0,18,3,21,64.054,36,70.515,41.195,63,19,10,66,531.07,39,6,51.0
7.699,12,3,15,61.934,33,68.664,38.834,61,13,10,63,515.5,35,5,44.0
8.222,12,3,15,53.284,30,58.419,34.254,52,13,10,54,473.41,32,5,41.0
5.117,12,4,16,64.385,34,73.438,39.664,64,16,12,65,505.52,35,0,45.0
7.367,6,3,9,54.403,26,61.361,31.652,54,7,8,55,384.55,27,5,33.0
6.863,12,4,16,66.498,34,74.401,40.421,66,14,9,68,488.66,36,6,46.0
9.0,18,3,21,59.843,34,65.89,38.953,59,19,9,62,501.04,37,5,49.0
5.754,12,3,15,52.636,28,58.531,32.599,52,13,8,54,404.53,30,5,39.0
7.237,12,3,15,57.632,30,64.203,35.677,57,13,9,58,499.47,31,5,40.0
7.959,17,3,20,59.596,33,65.866,38.313,59,17,9,62,486.66,36,5,47.5
6.971,12,3,15,40.884,23,44.787,25.997,40,13,7,41,335.41,24,5,33.0
8.699,18,4,22,59.836,35,65.242,38.238,58,20,12,60,501.56,37,8,50.0
8.399,18,4,22,65.603,37,72.073,41.291,64,20,12,66,529.62,39,8,52.0
7.854,12,3,15,64.171,32,72.192,38.706,64,13,8,66,460.65,34,5,43.0
6.452,18,3,21,52.753,30,58.116,34.072,52,19,8,54,426.53,32,5,44.0
8.046,6,3,9,49.418,24,55.448,29.104,49,7,7,50,355.5,25,5,31.0
6.921,12,3,15,54.52,28,60.946,33.126,54,12,8,55,406.55,29,5,38.0
7.721,12,3,15,61.8,32,69.116,37.562,61,13,9,63,464.61,34,5,43.0
6.893,6,3,9,39.767,20,44.202,23.524,39,7,7,39,301.4,20,5,26.0
7.357,12,3,15,59.731,31,66.571,36.367,59,13,9,61,448.59,33,6,42.0
6.35,6,3,9,45.534,22,51.033,26.577,45,7,7,45,329.46,22,5,28.0
8.699,12,3,15,47.193,27,51.644,30.373,46,13,9,48,410.91,29,5,38.0
8.222,18,3,21,61.622,34,68.444,39.147,61,18,9,64,481.62,37,5,49.0
5.155,17,0,17,39.571,24,43.36,27.455,39,15,6,41,381.7,26,1,34.5
7.469,12,3,15,59.731,31,66.571,36.367,59,13,9,61,448.59,33,6,42.0
7.192,18,3,21,57.738,32,64.029,36.62,57,19,9,59,455.58,34,5,46.0
8.699,12,3,15,81.461,40,91.77,48.264,81,13,11,84,575.8,43,7,52.0
8.0,12,3,15,52.636,28,58.531,32.599,52,13,8,54,404.53,30,5,39.0
6.742,12,3,15,55.52,29,61.946,34.126,55,13,8,57,418.56,31,5,40.0
6.86,6,3,9,61.171,29,69.192,35.706,61,7,8,63,424.62,31,5,37.0
5.283,0,4,4,29.302,14,32.003,16.351,28,0,8,27,246.34,13,6,17.0
6.224,12,4,16,63.385,34,69.989,38.797,62,14,11,64,492.6,36,8,46.0
8.268,12,4,16,67.825,35,75.61,41.135,67,14,10,69,504.66,37,7,47.0
7.155,17,3,20,46.509,29,50.13,31.725,45,16,11,47,498.41,31,5,42.5
7.379,12,3,15,42.985,24,47.285,27.018,42,13,8,43,350.43,25,5,34.0
7.294,12,4,16,68.043,36,75.694,41.63,67,14,11,70,517.66,39,7,49.0
7.932,12,4,16,64.942,34,72.195,39.609,64,14,10,66,490.63,36,7,46.0
6.845,6,3,9,30.335,17,33.04,18.438,29,7,8,29,260.3,17,5,23.0
5.507,18,2,20,47.218,28,51.644,32.427,47,20,5,49,410.94,30,3,41.0
7.023,12,4,16,62.058,33,68.78,38.082,61,14,10,63,476.6,35,7,45.0
6.51,18,2,20,61.771,35,68.235,39.653,61,20,8,65,474.55,39,6,50.0
5.965,18,2,20,61.0,33,68.232,38.75,61,20,6,64,444.57,36,4,47.0
7.764,18,4,22,60.989,35,67.319,39.148,60,20,9,63,475.54,38,6,51.0
8.676,18,2,20,58.629,33,65.156,37.607,58,20,7,61,448.53,36,4,47.0
5.524,6,4,10,65.152,32,72.82,37.85,64,8,11,65,472.62,33,8,40.0
7.569,12,3,15,51.636,27,57.531,31.599,51,13,8,52,392.52,28,5,37.0
7.728,18,4,22,78.138,42,86.733,48.398,77,19,12,80,597.75,45,8,58.0
8.553,18,2,20,62.327,34,69.441,39.465,62,20,7,65,460.57,37,5,48.0
7.187,22,4,26,86.134,45,96.862,53.307,86,23,11,89,632.76,48,6,63.0
7.26,28,4,32,91.461,50,102.072,58.022,91,29,12,95,696.8,54,7,72.0
6.161,18,4,22,66.832,37,74.069,42.388,66,20,10,69,523.66,40,6,53.0
8.268,18,2,20,58.116,32,64.817,37.224,58,20,6,61,430.54,35,4,46.0
8.0,28,4,32,95.901,51,107.693,60.361,96,29,11,100,708.86,55,6,73.0
8.481,12,3,15,66.196,33,74.77,39.54,66,15,8,67,455.61,34,5,43.0
8.222,28,4,32,95.894,51,108.065,60.162,96,29,12,100,708.87,55,5,73.0
6.611,24,8,32,93.88,53,103.866,59.156,92,27,17,95,746.78,56,10,76.0
5.0,16,4,20,51.309,31,55.916,34.402,50,14,13,52,497.7,33,4,45.0
7.26,33,4,37,96.018,53,107.277,61.834,96,33,11,101,730.86,58,6,78.5
7.658,28,5,33,113.967,59,128.559,70.226,114,30,14,118,823.03,63,7,82.0
7.893,0,3,3,59.97,26,69.059,32.847,60,3,8,60,370.56,26,4,29.0
4.357,22,4,26,60.0,36,65.826,40.269,59,20,12,62,541.73,39,4,54.0
4.678,17,4,21,54.345,33,59.252,36.767,53,16,13,55,570.56,35,4,47.5
9.0,0,4,4,66.509,30,75.893,36.803,66,4,10,66,428.6,30,6,34.0
9.046,6,4,10,67.625,33,76.478,39.276,67,10,10,68,462.61,34,6,41.0
