pXC50,nO,nC,O.,nCsp2,Mp,nBO,nF,nSK,Sp,nBM,Sv,MW,Me,nAB,nX,Se,Si,nBT,C.,nAT,nH,SCBO,H.,RBF,nDB,Mv,X.,RBN,nN,nCL
6.943,2,17,4.4,10,0.659,26,0,24,29.642,9,28.084,348.87,1.008,6,1,45.338,51.093,47,37.8,45,21,32.0,46.7,0.106,3,0.624,2.2,5,4,1
7.387,2,18,4.2,10,0.632,29,3,27,30.358,9,29.933,382.43,1.03,6,3,49.436,55.583,50,37.5,48,21,35.0,43.8,0.1,3,0.624,6.3,5,4,0
6.595,2,16,4.8,10,0.664,25,0,23,27.881,9,26.557,334.84,1.011,6,1,42.454,47.678,44,38.1,42,19,31.0,45.2,0.114,3,0.632,2.4,5,4,1
6.481,2,12,5.9,6,0.651,16,0,16,22.12,6,20.217,288.21,0.998,6,1,33.938,38.496,34,35.3,34,18,19.0,52.9,0.176,0,0.595,2.9,6,1,0
6.455,2,17,4.8,13,0.681,26,1,24,28.603,18,27.279,347.45,1.015,16,1,42.618,47.495,44,40.5,42,18,36.0,42.9,0.114,2,0.649,2.4,5,3,0
9.585,2,23,3.5,16,0.685,35,0,32,39.029,18,36.986,474.43,1.009,17,2,57.531,64.366,60,40.4,57,25,44.5,43.9,0.117,1,0.649,3.5,7,5,2
9.201,3,23,5.2,16,0.689,36,0,33,39.978,18,37.899,534.88,1.013,17,2,58.763,65.473,61,39.7,58,25,45.5,43.1,0.115,1,0.653,3.4,7,5,1
8.398,3,24,4.9,16,0.662,36,0,33,40.387,18,38.4,470.02,1.007,17,1,61.418,69.046,64,39.3,61,28,45.5,45.9,0.125,1,0.63,1.6,8,5,1
6.511,1,16,2.4,10,0.669,24,0,22,27.426,12,25.842,318.84,1.003,12,1,41.127,46.468,43,39.0,41,19,30.0,46.3,0.116,0,0.63,2.4,5,4,1
7.187,2,17,4.4,10,0.659,26,0,24,29.642,9,28.084,348.87,1.008,6,1,45.338,51.093,47,37.8,45,21,32.0,46.7,0.106,3,0.624,2.2,5,4,1
7.63,2,21,4.1,12,0.668,32,1,28,32.722,17,31.64,380.46,1.011,16,1,49.527,55.489,53,42.9,49,21,41.0,42.9,0.057,1,0.646,2.0,3,4,0
6.99,2,22,3.8,12,0.677,32,1,29,35.887,14,33.859,413.56,1.005,12,1,53.269,59.741,56,41.5,53,24,40.0,45.3,0.089,2,0.639,1.9,5,3,0
6.2,2,27,3.4,18,0.678,37,1,33,40.0,20,38.199,443.56,1.001,18,1,59.076,66.236,63,45.8,59,26,48.0,44.1,0.079,2,0.647,1.7,5,3,0
8.284,1,18,2.4,14,0.699,24,0,22,28.671,16,26.524,359.29,0.993,16,1,40.712,45.784,43,43.9,41,19,32.0,46.3,0.14,0,0.647,2.4,6,2,0
7.1,0,11,0.0,8,0.681,16,1,15,18.375,10,17.414,226.7,1.013,10,2,27.342,30.772,28,40.7,27,12,21.0,44.4,0.071,0,0.645,7.4,2,2,1
6.51,2,21,4.1,12,0.663,30,1,27,32.478,14,31.145,367.46,1.006,12,1,49.309,55.405,52,42.9,49,22,38.0,44.9,0.077,2,0.636,2.0,4,3,0
6.9,2,27,3.4,18,0.682,39,1,34,40.245,23,38.693,456.56,1.005,22,1,59.294,66.319,64,45.8,59,25,51.0,42.4,0.063,1,0.656,1.7,4,4,0
9.509,3,23,5.2,16,0.664,37,2,34,38.5,18,37.64,491.97,1.027,17,3,59.56,66.31,61,39.7,58,24,46.5,41.4,0.115,1,0.649,5.2,7,5,1
5.301,2,15,5.6,13,0.698,23,0,21,25.142,18,23.842,301.4,1.009,16,0,36.338,40.325,38,41.7,36,15,33.0,41.7,0.105,2,0.662,0.0,4,3,0
8.62,2,22,3.7,12,0.657,34,1,30,35.489,17,34.188,409.51,1.009,16,1,54.512,61.402,58,40.7,54,24,43.0,44.4,0.069,1,0.633,1.9,4,5,0
7.746,2,18,4.5,12,0.674,23,0,22,29.642,12,27.271,364.31,0.993,12,1,43.705,49.326,45,40.9,44,22,29.0,50.0,0.156,0,0.62,2.3,7,1,0
6.032,1,13,2.9,8,0.634,17,0,16,21.557,10,19.972,218.33,0.988,10,0,33.6,38.528,35,38.2,34,18,22.0,52.9,0.143,0,0.587,0.0,5,2,0
8.602,2,24,3.3,16,0.666,35,0,32,39.932,18,37.686,454.02,1.002,17,1,60.091,67.837,63,40.0,60,28,44.5,46.7,0.111,1,0.628,1.7,7,5,1
7.658,2,17,4.9,12,0.745,23,0,22,30.54,12,27.061,476.17,0.997,12,2,40.891,45.631,42,41.5,41,19,29.0,46.3,0.167,0,0.66,4.9,7,1,0
7.26,1,18,2.4,14,0.666,23,0,21,27.319,16,25.499,280.4,0.987,16,0,40.483,45.943,43,43.9,41,20,31.0,48.8,0.14,0,0.622,0.0,6,2,0
7.772,1,21,2.0,14,0.652,26,0,24,32.603,16,30.079,322.49,0.983,16,0,49.134,56.188,52,42.0,50,26,34.0,52.0,0.173,0,0.602,0.0,9,2,0
7.523,2,17,4.9,12,0.679,23,1,22,27.819,12,26.128,368.27,1.008,12,2,41.334,46.25,42,41.5,41,19,29.0,46.3,0.167,0,0.637,4.9,7,1,0
6.377,2,12,5.9,6,0.651,16,0,16,22.12,6,20.217,288.21,0.998,6,1,33.938,38.496,34,35.3,34,18,19.0,52.9,0.147,0,0.595,2.9,5,1,0
9.444,2,23,3.5,16,0.677,35,1,32,38.603,18,36.74,502.43,1.011,17,2,57.625,64.659,60,40.4,57,25,44.5,43.9,0.117,1,0.645,3.5,7,5,0
8.19,2,22,3.7,12,0.653,32,1,29,35.245,14,33.693,396.51,1.005,12,1,54.294,61.319,57,40.7,54,25,40.0,46.3,0.088,2,0.624,1.9,5,4,0
6.883,2,17,4.8,13,0.703,26,0,24,29.523,18,27.723,363.9,1.01,16,1,42.429,47.099,44,40.5,42,18,36.0,42.9,0.114,2,0.66,2.4,5,3,1
9.004,2,24,3.3,16,0.65,35,1,32,39.012,18,37.241,437.57,1.005,17,1,60.28,68.232,63,40.0,60,28,44.5,46.7,0.111,1,0.621,1.7,7,5,0
6.125,2,26,3.3,18,0.668,36,0,32,40.069,19,37.837,428.58,0.994,16,0,59.665,67.394,64,43.3,60,28,47.0,46.7,0.063,3,0.631,0.0,4,4,0
9.018,3,25,4.7,17,0.662,38,0,35,42.392,19,40.422,497.05,1.008,17,1,64.52,72.544,67,39.1,64,29,48.5,45.3,0.104,2,0.632,1.6,7,6,1
9.004,3,23,5.2,16,0.666,35,0,32,38.625,18,36.874,455.99,1.009,17,1,58.534,65.631,61,39.7,58,26,44.5,44.8,0.131,1,0.636,1.7,8,5,1
9.041,2,24,3.3,16,0.649,36,2,33,38.949,18,37.625,455.56,1.013,17,2,60.792,68.572,63,40.0,60,27,45.5,45.0,0.111,1,0.627,3.3,7,5,0
9.367,2,24,3.3,16,0.68,36,0,33,40.79,18,38.513,488.46,1.007,17,2,60.414,67.781,63,40.0,60,27,45.5,45.0,0.111,1,0.642,3.3,7,5,2
9.086,3,23,5.2,16,0.65,35,1,32,37.705,18,36.429,439.54,1.012,17,1,58.723,66.027,61,39.7,58,26,44.5,44.8,0.115,1,0.628,1.7,7,5,0
7.285,2,20,4.0,12,0.663,25,0,24,33.165,12,30.325,392.37,0.989,12,1,49.472,56.156,51,40.0,50,26,31.0,52.0,0.196,0,0.606,2.0,10,1,0
7.357,2,19,4.3,12,0.668,24,0,23,31.404,12,28.798,378.34,0.991,12,1,46.589,52.741,48,40.4,47,24,30.0,51.1,0.188,0,0.613,2.1,9,1,0
6.347,1,12,3.2,8,0.639,16,0,15,19.796,10,18.445,204.3,0.991,10,0,30.716,35.112,32,38.7,31,16,21.0,51.6,0.125,0,0.595,0.0,4,2,0
8.854,2,25,3.2,16,0.648,35,0,32,40.836,18,38.385,433.61,0.994,17,0,62.65,71.308,66,39.7,63,31,44.5,49.2,0.106,1,0.609,0.0,7,5,0
9.237,2,23,3.4,16,0.687,35,0,32,39.818,18,37.346,472.06,1.005,17,1,58.283,65.342,61,39.7,58,26,44.5,44.8,0.115,1,0.644,1.7,7,5,1
6.4,2,21,4.1,16,0.67,34,3,31,32.841,19,32.901,429.44,1.036,18,3,50.771,56.251,52,42.9,49,18,44.0,36.7,0.058,1,0.671,6.1,3,5,0
6.651,1,18,2.3,14,0.659,24,0,22,28.324,16,26.52,295.42,0.99,16,0,42.585,48.441,45,41.9,43,21,32.0,48.8,0.133,0,0.617,0.0,6,3,0
7.21,0,21,0.0,13,0.661,27,0,24,32.393,16,29.859,319.49,0.98,16,0,48.025,55.062,52,42.9,49,25,35.0,51.0,0.058,0,0.609,0.0,3,3,0
6.921,2,18,4.8,16,0.701,30,3,28,29.426,18,29.378,455.26,1.048,17,4,44.014,48.179,44,42.9,42,14,39.5,33.3,0.091,1,0.699,9.5,4,4,0
5.703,1,11,3.6,7,0.653,17,0,15,18.279,7,17.413,203.27,1.002,6,0,28.051,31.78,30,39.3,28,13,21.0,46.4,0.0,1,0.622,0.0,0,3,0
5.175,1,12,3.2,7,0.646,18,0,16,20.04,7,18.94,217.3,0.998,6,0,30.934,35.196,33,38.7,31,15,22.0,48.4,0.0,1,0.611,0.0,0,3,0
5.914,1,12,3.2,7,0.646,18,0,16,20.04,7,18.94,217.3,0.998,6,0,30.934,35.196,33,38.7,31,15,22.0,48.4,0.0,1,0.611,0.0,0,3,0
6.398,0,23,0.0,18,0.689,27,0,24,32.381,18,29.816,313.47,0.975,18,0,45.821,52.066,50,48.9,47,23,36.0,48.9,0.1,0,0.634,0.0,5,1,0
6.111,1,12,3.2,7,0.646,18,0,16,20.04,7,18.94,217.3,0.998,6,0,30.934,35.196,33,38.7,31,15,22.0,48.4,0.0,1,0.611,0.0,0,3,0
5.0,1,12,3.2,7,0.646,18,0,16,20.04,7,18.94,217.3,0.998,6,0,30.934,35.196,33,38.7,31,15,22.0,48.4,0.0,1,0.611,0.0,0,3,0
6.735,1,12,3.2,7,0.64,21,3,19,19.853,7,20.09,271.27,1.047,6,3,32.472,36.215,33,38.7,31,12,25.0,38.7,0.0,1,0.648,9.7,0,3,0
6.401,1,11,3.6,7,0.683,18,0,16,19.137,7,18.241,237.71,1.013,6,1,28.374,31.724,30,39.3,28,12,22.0,42.9,0.0,1,0.651,3.6,0,3,1
6.831,1,12,3.2,7,0.674,19,0,17,20.898,7,19.767,251.74,1.008,6,1,31.258,35.14,33,38.7,31,14,23.0,45.2,0.0,1,0.638,3.2,0,3,1
6.343,1,13,2.9,7,0.641,19,0,17,21.801,7,20.467,231.33,0.995,6,0,33.818,38.611,36,38.2,34,17,23.0,50.0,0.0,1,0.602,0.0,0,3,0
6.851,1,13,2.9,7,0.641,19,0,17,21.801,7,20.467,231.33,0.995,6,0,33.818,38.611,36,38.2,34,17,23.0,50.0,0.0,1,0.602,0.0,0,3,0
4.868,1,12,3.2,7,0.674,19,0,17,20.898,7,19.767,251.74,1.008,6,1,31.258,35.14,33,38.7,31,14,23.0,45.2,0.0,1,0.638,3.2,0,3,1
6.588,1,12,3.2,7,0.646,18,0,16,20.04,7,18.94,217.3,0.998,6,0,30.934,35.196,33,38.7,31,15,22.0,48.4,0.0,1,0.611,0.0,0,3,0
5.0,2,20,4.5,17,0.707,30,0,27,31.12,19,30.03,380.86,1.013,18,1,44.571,49.262,47,45.5,44,17,40.0,38.6,0.064,1,0.683,2.3,3,4,1
9.155,2,18,4.8,16,0.726,28,0,26,30.472,18,29.056,435.73,1.019,17,2,42.8,47.104,44,42.9,42,16,37.5,38.1,0.091,1,0.692,4.8,4,4,1
8.699,0,21,0.0,14,0.668,26,0,23,31.387,16,28.838,304.47,0.977,16,0,45.923,52.564,50,44.7,47,24,34.0,51.1,0.06,0,0.614,0.0,3,2,0
5.824,0,16,0.0,12,0.663,18,0,17,23.858,12,21.763,225.36,0.974,12,0,35.054,40.235,37,44.4,36,19,24.0,52.8,0.135,0,0.605,0.0,5,1,0
5.957,2,17,5.0,14,0.691,24,0,22,27.659,18,25.874,314.44,1.0,16,0,40.003,44.657,42,42.5,40,18,34.0,45.0,0.119,2,0.647,0.0,5,2,0
6.238,1,19,2.2,11,0.673,27,0,24,30.944,12,28.875,343.89,0.995,12,1,45.792,51.8,49,41.3,46,22,33.0,47.8,0.061,0,0.628,2.2,3,3,1
5.657,0,13,0.0,5,0.632,18,0,16,22.108,6,20.279,217.35,0.982,6,0,34.374,39.817,37,37.1,35,19,21.0,54.3,0.027,0,0.579,0.0,1,3,0
7.321,2,22,3.8,14,0.674,30,0,27,35.705,18,32.981,382.57,0.991,16,0,52.538,59.318,56,41.5,53,26,40.0,49.1,0.089,2,0.622,0.0,5,2,0
5.587,0,16,0.0,12,0.663,18,0,17,23.858,12,21.763,225.36,0.974,12,0,35.054,40.235,37,44.4,36,19,24.0,52.8,0.135,0,0.605,0.0,5,1,0
6.234,2,20,4.1,14,0.672,27,0,25,32.944,18,30.454,356.53,0.993,16,0,48.654,54.903,51,40.8,49,24,37.0,49.0,0.137,2,0.622,0.0,7,2,0
7.076,0,18,0.0,12,0.665,21,0,19,26.62,12,24.289,251.4,0.973,12,0,38.938,44.65,42,45.0,40,21,27.0,52.5,0.071,0,0.607,0.0,3,1,0
6.123,0,17,0.0,12,0.657,19,0,18,25.62,12,23.289,239.39,0.973,12,0,37.938,43.65,40,43.6,39,21,25.0,53.8,0.15,0,0.597,0.0,6,1,0
5.824,1,19,2.2,11,0.651,28,2,25,29.961,12,28.814,345.43,1.011,12,2,46.494,52.536,49,41.3,46,21,34.0,45.7,0.082,0,0.626,4.3,4,3,0
5.223,2,20,4.1,14,0.672,27,0,25,32.944,18,30.454,356.53,0.993,16,0,48.654,54.903,51,40.8,49,24,37.0,49.0,0.137,2,0.622,0.0,7,2,0
7.273,1,21,1.9,11,0.645,29,1,26,33.546,12,31.484,355.5,0.995,12,1,51.749,59.026,55,40.4,52,26,35.0,50.0,0.073,0,0.605,1.9,4,3,0
5.989,2,18,4.7,14,0.684,25,0,23,29.421,18,27.401,328.47,0.997,16,0,42.887,48.072,45,41.9,43,20,35.0,46.5,0.133,2,0.637,0.0,6,2,0
7.036,0,17,0.0,12,0.672,20,0,18,24.858,12,22.763,237.37,0.974,12,0,36.054,41.235,39,45.9,37,19,26.0,51.4,0.077,0,0.615,0.0,3,1,0
7.155,1,19,2.2,11,0.673,27,0,24,30.944,12,28.875,343.89,0.995,12,1,45.792,51.8,49,41.3,46,22,33.0,47.8,0.061,0,0.628,2.2,3,3,1
6.627,1,18,2.3,11,0.679,26,0,23,29.182,12,27.348,329.86,0.998,12,1,42.909,48.385,46,41.9,43,20,32.0,46.5,0.065,0,0.636,2.3,3,3,1
6.745,2,21,4.0,14,0.679,29,0,26,33.944,18,31.454,368.54,0.993,16,0,49.654,55.903,53,42.0,50,24,39.0,48.0,0.094,2,0.629,0.0,5,2,0
5.0,1,21,1.9,14,0.651,28,0,26,33.853,17,31.595,350.51,0.99,17,0,51.454,58.77,54,40.4,52,26,36.5,50.0,0.093,0,0.608,0.0,5,4,0
6.573,2,19,4.3,14,0.678,26,0,24,31.182,18,28.928,342.5,0.995,16,0,45.771,51.487,48,41.3,46,22,36.0,47.8,0.125,2,0.629,0.0,6,2,0
5.882,1,18,2.3,11,0.679,26,0,23,29.182,12,27.348,329.86,0.998,12,1,42.909,48.385,46,41.9,43,20,32.0,46.5,0.065,0,0.636,2.3,3,3,1
5.845,1,20,2.0,11,0.647,29,2,26,31.722,12,30.34,359.46,1.008,12,2,49.378,55.951,52,40.8,49,23,35.0,46.9,0.077,0,0.619,4.1,4,3,0
6.8,2,21,4.3,17,0.71,31,0,28,33.375,19,31.755,439.34,1.008,18,1,47.36,52.575,50,44.7,47,19,41.0,40.4,0.06,1,0.676,2.1,3,4,0
6.46,2,18,4.7,14,0.684,25,0,23,29.421,18,27.401,328.47,0.997,16,0,42.887,48.072,45,41.9,43,20,35.0,46.5,0.111,2,0.637,0.0,5,2,0
7.8,2,18,4.8,16,0.721,31,3,29,30.284,18,30.205,489.7,1.056,17,5,44.338,48.123,44,42.9,42,13,40.5,31.0,0.091,1,0.719,11.9,4,4,1
8.4,2,20,4.2,16,0.672,35,6,33,32.267,18,33.384,492.84,1.071,17,7,51.414,56.131,50,41.7,48,15,44.5,31.3,0.08,1,0.695,14.6,4,4,1
7.3,2,20,4.0,16,0.683,30,0,28,34.142,18,32.303,444.37,1.007,17,1,50.345,56.489,52,40.0,50,22,39.5,44.0,0.096,1,0.646,2.0,5,5,0
8.6,2,21,3.9,16,0.684,30,0,28,34.898,18,32.808,443.38,1.002,17,1,51.127,57.406,53,41.2,51,23,39.5,45.1,0.094,1,0.643,2.0,5,4,0
6.716,1,17,2.5,13,0.664,23,0,21,26.563,13,24.993,281.39,0.993,12,0,39.702,45.026,42,42.5,40,19,30.0,47.5,0.095,1,0.625,0.0,4,3,0
7.8,2,24,3.8,22,0.747,36,0,33,38.852,24,36.937,546.27,1.017,23,3,52.891,57.878,55,46.2,52,19,48.5,36.5,0.109,1,0.71,5.8,6,4,2
7.3,2,25,3.6,22,0.723,36,0,33,39.756,24,37.636,525.86,1.008,23,2,55.451,61.35,58,45.5,55,22,48.5,40.0,0.121,1,0.684,3.6,7,4,1
6.438,0,25,0.0,18,0.677,29,0,26,35.904,18,32.87,341.53,0.973,18,0,51.589,58.896,56,47.2,53,27,38.0,50.9,0.125,0,0.62,0.0,7,1,0
8.75,2,18,4.8,16,0.668,29,3,27,28.074,18,28.353,376.37,1.043,17,3,43.785,48.338,44,42.9,42,15,38.5,35.7,0.091,1,0.675,7.1,4,4,0
8.9,2,18,4.8,16,0.702,29,2,27,29.489,18,28.995,437.27,1.036,17,3,43.502,47.839,44,42.9,42,15,38.5,35.7,0.091,1,0.69,7.1,4,4,0
9.2,2,18,4.8,16,0.702,29,2,27,29.489,18,28.995,437.27,1.036,17,3,43.502,47.839,44,42.9,42,15,38.5,35.7,0.091,1,0.69,7.1,4,4,0
9.1,2,18,4.8,16,0.69,29,2,27,28.995,18,28.797,392.82,1.038,17,3,43.596,47.942,44,42.9,42,15,38.5,35.7,0.091,1,0.686,7.1,4,4,1
8.2,2,24,3.8,22,0.731,35,0,32,37.995,24,36.109,511.83,1.011,23,2,52.567,57.934,55,46.2,52,20,47.5,38.5,0.109,1,0.694,3.8,6,4,1
7.678,1,20,2.4,16,0.691,25,0,22,28.313,17,26.477,289.4,0.985,17,0,40.382,45.445,44,48.8,41,19,33.5,46.3,0.045,0,0.646,0.0,2,1,0
7.721,1,17,2.6,16,0.744,26,0,24,28.256,18,26.814,405.7,1.015,17,2,38.589,42.479,40,44.7,38,14,35.5,36.8,0.075,1,0.706,5.3,3,4,1
8.801,2,19,4.4,16,0.716,29,0,27,32.233,18,30.582,449.76,1.015,17,2,45.683,50.519,47,42.2,45,18,38.5,40.0,0.106,1,0.68,4.4,5,4,1
8.801,2,20,4.2,16,0.708,30,0,28,33.995,18,32.109,463.79,1.012,17,2,48.567,53.934,50,41.7,48,20,39.5,41.7,0.1,1,0.669,4.2,5,4,1
9.45,2,18,4.8,16,0.737,28,0,26,30.966,18,29.253,480.18,1.017,17,2,42.705,47.002,44,42.9,42,16,37.5,38.1,0.091,1,0.697,4.8,4,4,0
9.4,2,19,4.4,16,0.693,31,3,29,31.188,18,30.905,469.29,1.042,17,4,46.898,51.594,47,42.2,45,16,40.5,35.6,0.085,1,0.687,8.9,4,4,0
8.5,3,20,6.4,17,0.699,30,0,28,32.83,19,31.47,443.33,1.015,17,1,47.687,52.785,49,42.6,47,19,40.5,40.4,0.102,2,0.67,2.1,5,4,0
8.699,2,20,4.2,16,0.683,35,6,33,32.762,18,33.581,537.29,1.069,17,7,51.32,56.029,50,41.7,48,15,44.5,31.3,0.08,1,0.7,14.6,4,4,0
9.155,2,30,2.7,16,0.657,40,0,36,49.279,19,45.163,505.79,0.986,17,0,73.941,84.307,79,40.0,75,39,50.5,52.0,0.114,2,0.602,0.0,9,3,0
7.936,3,31,3.8,16,0.652,42,0,38,51.495,19,47.405,535.82,0.989,17,0,78.152,88.932,83,39.2,79,41,52.5,51.9,0.12,2,0.6,0.0,10,3,0
7.292,2,27,3.0,16,0.666,38,1,34,43.932,19,40.966,481.69,0.997,17,1,65.803,74.401,70,40.9,66,32,48.5,48.5,0.129,2,0.621,1.5,9,3,0
6.535,2,26,3.1,15,0.665,37,0,33,43.239,19,40.077,464.69,0.992,17,0,64.509,73.145,69,40.0,65,32,47.5,49.2,0.13,2,0.617,0.0,9,4,0
7.788,4,28,5.2,12,0.636,39,0,36,48.949,14,45.12,515.79,0.993,12,0,76.479,87.141,80,36.4,77,41,47.0,53.2,0.138,2,0.586,0.0,11,3,0
7.71,3,28,3.9,12,0.636,41,3,38,48.307,14,45.555,553.76,1.009,12,3,76.69,86.951,79,36.8,76,38,49.0,50.0,0.127,2,0.599,3.9,10,3,0
6.745,4,23,6.5,12,0.651,35,0,32,40.387,16,37.98,458.64,1.005,12,0,62.28,70.148,65,37.1,62,30,45.0,48.4,0.154,4,0.613,0.0,10,4,0
8.801,2,18,4.8,16,0.704,28,1,26,29.551,18,28.611,419.28,1.024,17,2,42.989,47.5,44,42.9,42,16,37.5,38.1,0.091,1,0.681,4.8,4,4,0
6.656,2,28,2.9,16,0.66,41,3,37,45.569,19,43.26,531.7,1.01,17,3,69.712,78.496,73,40.6,69,32,51.5,46.4,0.123,2,0.627,4.3,9,3,0
6.866,3,24,4.7,12,0.648,34,0,31,41.449,14,38.298,443.67,0.994,12,0,63.618,72.271,67,37.5,64,33,42.0,51.6,0.149,2,0.598,0.0,10,3,0
5.656,4,25,5.9,12,0.642,36,0,33,43.665,14,40.539,473.7,0.997,12,0,67.829,76.896,71,36.8,68,35,44.0,51.5,0.155,2,0.596,0.0,11,3,0
6.767,2,27,3.0,16,0.667,37,0,33,43.995,19,40.583,463.7,0.989,17,0,65.29,74.062,70,40.9,66,33,47.5,50.0,0.129,2,0.615,0.0,9,3,0
7.15,2,24,3.2,12,0.648,36,3,33,40.807,14,38.733,481.64,1.013,12,3,63.829,72.081,66,38.1,63,30,44.0,47.6,0.136,2,0.615,4.8,9,3,0
7.879,2,26,2.9,12,0.644,36,1,33,44.455,14,41.02,473.72,0.994,12,1,68.57,78.232,72,37.7,69,36,44.0,52.2,0.125,2,0.594,1.4,9,3,0
6.848,2,23,3.3,12,0.653,33,1,30,39.171,14,36.439,431.63,0.999,12,1,59.92,67.986,63,38.3,60,30,41.0,50.0,0.143,2,0.607,1.7,9,3,0
6.139,3,25,4.5,12,0.642,38,3,35,43.023,14,40.974,511.67,1.016,12,3,68.039,76.705,70,37.3,67,32,46.0,47.8,0.143,2,0.612,4.5,10,3,0
7.14,3,24,4.7,12,0.647,35,1,32,41.387,14,38.681,461.66,1.002,12,1,64.13,72.611,67,37.5,64,32,43.0,50.0,0.149,2,0.604,1.6,10,3,0
8.027,3,27,4.1,12,0.64,37,0,34,46.733,14,42.878,485.76,0.99,12,0,72.269,82.517,76,37.0,73,39,45.0,53.4,0.132,2,0.587,0.0,10,3,0
7.223,3,30,3.8,15,0.651,42,0,38,50.739,19,46.899,536.81,0.992,17,0,77.37,88.015,82,38.5,78,40,52.5,51.3,0.122,2,0.601,0.0,10,4,0
7.536,2,30,2.6,15,0.651,44,3,40,50.097,19,47.335,574.78,1.008,17,3,77.581,87.825,81,39.0,77,37,54.5,48.1,0.111,2,0.615,3.9,9,4,0
8.292,2,29,2.7,15,0.655,41,1,37,48.461,19,45.041,524.77,0.996,17,1,73.672,83.73,78,39.2,74,37,51.5,50.0,0.115,2,0.609,1.4,9,4,0
7.445,2,27,3.0,16,0.667,37,0,33,43.995,19,40.583,463.7,0.989,17,0,65.29,74.062,70,40.9,66,33,47.5,50.0,0.129,2,0.615,0.0,9,3,0
9.3,2,18,4.8,16,0.704,28,1,26,29.551,18,28.611,419.28,1.024,17,2,42.989,47.5,44,42.9,42,16,37.5,38.1,0.091,1,0.681,4.8,4,4,0
7.883,2,31,2.6,16,0.652,44,3,40,50.853,19,47.84,573.79,1.005,17,3,78.363,88.742,82,39.7,78,38,54.5,48.7,0.11,2,0.613,3.8,9,3,0
8.149,2,27,2.8,12,0.64,39,3,36,46.091,14,43.313,523.73,1.007,12,3,72.479,82.326,75,37.5,72,36,47.0,50.0,0.12,2,0.602,4.2,9,3,0
8.208,2,24,3.4,16,0.668,34,1,31,39.409,19,36.913,441.62,1.001,17,1,59.036,66.571,62,40.7,59,28,44.5,47.5,0.113,2,0.626,1.7,7,3,0
9.301,2,30,2.7,16,0.656,41,1,37,49.216,19,45.547,523.78,0.993,17,1,74.454,84.647,79,40.0,75,38,51.5,50.7,0.114,2,0.607,1.3,9,3,0
7.461,2,29,2.7,15,0.656,40,0,36,48.523,19,44.658,506.78,0.989,17,0,73.159,83.39,78,39.2,74,38,50.5,51.4,0.115,2,0.603,0.0,9,4,0
6.251,3,27,4.3,15,0.659,39,0,35,45.455,19,42.319,494.72,0.996,17,0,68.72,77.769,73,39.1,69,34,49.5,49.3,0.137,2,0.613,0.0,10,4,0
9.3,2,19,4.4,16,0.712,32,3,30,32.046,18,31.732,503.73,1.049,17,5,47.222,51.538,47,42.2,45,15,41.5,33.3,0.085,1,0.705,11.1,4,4,1
9.5,2,18,4.8,16,0.726,28,0,26,30.472,18,29.056,435.73,1.019,17,2,42.8,47.104,44,42.9,42,16,37.5,38.1,0.091,1,0.692,4.8,4,4,1
7.125,2,27,2.9,15,0.659,41,3,37,44.813,19,42.754,532.69,1.014,17,3,68.93,77.579,72,39.7,68,31,51.5,45.6,0.125,2,0.629,4.4,9,4,0
8.585,2,30,2.7,16,0.657,40,0,36,49.279,19,45.163,505.79,0.986,17,0,73.941,84.307,79,40.0,75,39,50.5,52.0,0.114,2,0.602,0.0,9,3,0
8.081,2,26,3.1,15,0.664,38,1,34,43.177,19,40.461,482.68,1.0,17,1,65.021,73.485,69,40.0,65,31,48.5,47.7,0.13,2,0.622,1.5,9,4,0
9.45,2,18,4.8,16,0.69,29,2,27,28.995,18,28.797,392.82,1.038,17,3,43.596,47.942,44,42.9,42,15,38.5,35.7,0.091,1,0.686,7.1,4,4,1
9.6,2,18,4.8,16,0.704,28,1,26,29.551,18,28.611,419.28,1.024,17,2,42.989,47.5,44,42.9,42,16,37.5,38.1,0.091,1,0.681,4.8,4,4,0
7.896,2,24,3.4,16,0.669,33,0,30,39.472,19,36.529,423.63,0.992,17,0,58.523,66.231,62,40.7,59,29,43.5,49.2,0.113,2,0.619,0.0,7,3,0
6.745,2,25,3.2,16,0.662,37,3,34,41.046,19,39.206,491.63,1.015,17,3,62.945,70.666,65,40.3,62,28,47.5,45.2,0.108,2,0.632,4.8,7,3,0
7.067,3,28,4.3,16,0.66,39,0,35,46.211,19,42.824,493.73,0.993,17,0,69.501,78.686,74,40.0,70,35,49.5,50.0,0.135,2,0.612,0.0,10,3,0
7.044,2,22,3.8,14,0.674,30,0,27,35.705,18,32.981,382.57,0.991,16,0,52.538,59.318,56,41.5,53,26,40.0,49.1,0.089,2,0.622,0.0,5,2,0
6.367,2,19,4.3,14,0.678,26,0,24,31.182,18,28.928,342.5,0.995,16,0,45.771,51.487,48,41.3,46,22,36.0,47.8,0.125,2,0.629,0.0,6,2,0
6.178,3,25,4.8,16,0.662,35,0,32,41.688,19,38.771,453.66,0.996,17,0,62.734,70.856,66,39.7,63,31,45.5,49.2,0.121,2,0.615,0.0,8,3,0
5.0,1,11,3.6,7,0.683,18,0,16,19.137,7,18.241,237.71,1.013,6,1,28.374,31.724,30,39.3,28,12,22.0,42.9,0.0,1,0.651,3.6,0,3,1
