pXC50,nBO,nSK,SCBO,nCsp3,N.,nC,nCsp2,nH,Sv,Se,Sp,Si,nBT,nAT,nN,nHet,MW,RBN,nBM,nAB,Mi,nCsp,nCL,nX,nO,nF,RBF,C.
7.301,45,41,59.0,9,7.1,30,19,29,46.498,70.891,48.733,78.721,74,70,5,11,594.16,9,24,22,1.125,2,1,2,3,1,0.122,42.9
5.678,53,50,69.0,6,5.0,34,28,30,55.807,82.196,58.489,89.263,83,80,4,16,942.28,13,28,24,1.116,0,0,4,8,0,0.157,42.5
7.367,35,31,48.5,1,6.5,23,22,15,34.052,46.807,35.892,50.734,50,46,3,8,468.0,6,27,27,1.103,0,1,2,1,1,0.12,50.0
7.097,47,42,61.0,9,7.2,30,19,27,46.686,70.334,48.426,77.515,74,69,5,12,608.14,7,24,22,1.123,2,1,2,4,1,0.095,43.5
7.143,64,57,84.0,11,9.2,41,30,41,63.961,99.348,66.336,110.98,105,98,9,16,793.98,10,37,34,1.132,0,0,2,4,2,0.095,41.8
7.301,48,42,64.0,9,9.9,31,20,29,47.276,71.491,49.426,79.604,77,71,7,11,579.74,6,28,26,1.121,2,0,0,3,0,0.078,43.7
5.8,31,28,43.5,1,10.6,22,21,19,31.509,47.022,32.813,52.607,50,47,5,6,369.46,3,24,23,1.119,0,0,0,1,0,0.06,46.8
7.222,45,40,58.5,9,9.2,27,16,25,44.457,66.233,46.619,72.763,70,65,6,13,597.17,7,23,21,1.119,2,1,1,4,0,0.1,41.5
5.8,37,33,51.5,2,14.5,24,22,22,36.574,55.327,37.83,62.102,59,55,8,9,438.54,4,28,27,1.129,0,0,0,1,0,0.068,43.6
5.8,25,22,36.0,1,9.1,16,15,11,23.316,33.822,23.426,36.784,36,33,3,6,293.3,1,19,16,1.115,0,0,0,3,0,0.028,48.5
6.268,46,42,57.0,14,8.5,30,16,40,50.264,82.116,53.853,93.039,86,82,7,12,614.29,9,20,18,1.135,0,1,1,3,0,0.105,36.6
5.155,56,52,72.0,6,5.1,34,28,26,57.33,80.771,60.432,86.531,82,78,4,18,1098.04,0,28,24,1.109,0,0,6,8,0,0.0,43.6
7.523,49,43,65.0,9,9.9,31,20,28,47.659,72.003,49.364,79.943,77,71,7,12,597.73,6,28,26,1.126,2,0,1,3,1,0.078,43.7
6.836,29,27,39.0,1,13.6,18,17,17,29.546,44.891,30.37,49.844,46,44,6,9,384.86,6,19,18,1.133,0,1,1,2,0,0.13,40.9
7.367,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,8,24,22,1.123,2,1,2,3,1,0.118,43.8
6.11,28,26,38.0,1,9.8,18,17,15,28.218,42.014,28.813,46.057,43,41,4,8,370.82,6,19,18,1.123,0,1,1,3,0,0.14,43.9
5.0,27,24,38.0,1,12.8,18,17,15,26.928,39.003,28.483,43.488,42,39,5,6,333.45,4,22,22,1.115,0,0,0,0,0,0.095,46.2
5.0,42,38,50.0,16,9.1,28,12,39,45.723,76.832,48.586,87.76,81,77,7,10,521.74,7,14,12,1.14,0,0,0,3,0,0.086,36.4
8.0,42,39,55.5,8,5.8,28,20,30,44.718,70.0,46.943,77.847,72,69,4,11,573.14,14,25,23,1.128,0,1,2,4,1,0.194,40.6
6.0,36,33,47.5,4,5.9,22,18,18,35.002,53.182,35.148,58.008,54,51,3,11,477.5,7,22,21,1.137,0,0,3,4,3,0.13,43.1
7.268,40,36,52.0,7,14.1,25,18,28,40.559,64.592,42.057,73.186,68,64,9,11,489.62,8,23,22,1.144,0,0,1,1,1,0.118,39.1
5.0,31,27,44.0,1,9.8,20,19,14,29.809,41.305,31.58,45.119,45,41,4,7,390.52,4,26,26,1.1,0,0,0,1,0,0.089,48.8
7.854,35,31,48.5,1,6.5,23,22,15,33.579,47.058,34.699,51.024,50,46,3,8,451.93,6,27,27,1.109,0,1,2,2,1,0.12,50.0
7.143,39,35,51.0,7,12.9,25,18,27,39.537,62.49,41.052,70.688,66,62,8,10,474.6,8,23,22,1.14,0,0,1,1,1,0.121,40.3
7.0,29,27,39.0,2,9.1,19,17,17,29.745,44.898,30.574,49.472,46,44,4,8,384.85,7,19,18,1.124,0,1,1,3,0,0.152,43.2
8.409,25,23,35.5,0,14.3,16,16,12,24.954,35.6,25.881,39.203,37,35,5,7,370.23,4,19,17,1.12,0,0,1,1,0,0.108,45.7
5.0,36,32,51.5,2,10.2,24,21,17,34.884,49.542,36.154,54.322,53,49,5,8,439.53,6,28,27,1.109,1,0,0,2,0,0.113,49.0
7.167,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,7,24,22,1.123,2,1,2,3,1,0.103,43.8
7.495,44,40,58.0,8,7.5,29,19,27,44.971,68.007,46.972,75.306,71,67,5,11,580.13,8,24,22,1.124,2,1,2,3,1,0.113,43.3
4.0,32,30,42.0,4,9.6,21,17,22,33.82,52.767,35.103,58.801,54,52,5,9,427.93,9,19,18,1.131,0,1,1,3,0,0.167,40.4
5.775,33,31,45.5,7,7.0,23,14,26,36.212,57.185,38.409,64.109,59,57,4,8,438.6,11,20,17,1.125,2,0,0,3,0,0.186,40.4
5.0,37,34,47.0,7,9.8,24,17,27,38.895,61.636,40.631,69.129,64,61,6,10,483.02,9,19,18,1.133,0,1,1,3,0,0.141,39.3
8.699,36,33,48.5,4,9.1,24,20,22,36.82,55.767,38.102,61.801,58,55,5,9,463.96,8,24,23,1.124,0,1,1,3,0,0.138,43.6
5.509,29,25,42.0,0,13.2,19,19,13,27.401,38.12,28.722,42.072,42,38,5,6,343.44,3,26,26,1.107,0,0,0,0,0,0.071,50.0
5.276,38,36,50.0,8,9.5,22,14,27,39.782,64.883,40.722,72.073,65,63,6,14,522.62,11,20,16,1.144,0,0,1,6,1,0.169,34.9
5.8,34,31,46.0,8,8.9,24,15,25,35.805,56.0,37.551,63.062,59,56,5,7,415.54,4,19,16,1.126,1,0,0,2,0,0.068,42.9
6.047,45,40,61.5,3,6.3,31,28,24,44.708,64.694,46.75,71.183,69,64,4,9,571.11,10,33,33,1.112,0,1,2,2,1,0.145,48.4
4.022,25,22,36.0,1,17.6,15,14,12,23.424,34.589,23.773,38.445,37,34,6,7,292.33,3,21,20,1.131,0,0,0,1,0,0.081,44.1
6.135,27,24,38.5,0,5.0,21,21,16,27.445,39.716,28.796,44.112,43,40,2,3,312.39,4,23,23,1.103,0,0,0,1,0,0.093,52.5
7.0,29,26,34.0,12,5.7,20,8,27,31.53,52.891,33.517,60.106,56,53,3,6,357.5,3,8,6,1.134,0,0,0,3,0,0.054,37.7
5.0,40,35,52.0,10,11.3,23,13,27,39.936,62.683,42.313,70.108,67,62,7,12,513.71,5,22,20,1.131,0,0,0,3,0,0.075,37.1
5.4,33,29,43.0,5,12.0,21,16,21,32.441,50.52,33.517,56.861,54,50,6,8,392.48,2,18,16,1.137,0,0,1,1,1,0.037,42.0
7.004,35,32,41.0,15,6.1,24,9,34,38.847,65.97,41.262,75.059,69,66,4,8,442.62,5,9,6,1.137,0,0,0,4,0,0.072,36.4
6.959,41,37,54.0,8,6.3,28,18,26,42.235,63.578,44.512,70.598,67,63,4,9,537.1,8,23,22,1.121,2,1,2,2,1,0.119,44.4
5.8,21,19,27.5,2,7.1,12,10,9,19.837,29.371,19.733,31.439,30,28,2,7,280.68,1,12,11,1.123,0,1,1,4,0,0.033,42.9
6.83,37,33,49.0,6,13.8,24,18,25,37.296,58.28,38.836,66.063,62,58,8,9,444.57,6,23,22,1.139,0,0,1,0,1,0.097,41.4
5.0,28,25,37.5,4,9.3,19,15,18,28.203,43.247,29.262,48.318,46,43,4,6,334.41,4,18,17,1.124,0,0,0,2,0,0.087,44.2
5.0,39,36,53.0,5,6.3,28,23,28,41.266,64.32,42.978,71.813,67,64,4,8,484.6,7,25,22,1.122,0,0,0,4,0,0.104,43.8
5.889,39,35,54.0,2,12.3,26,24,22,38.462,57.621,39.523,64.359,61,57,7,9,467.55,7,29,28,1.129,0,0,1,1,1,0.115,45.6
7.108,43,39,57.0,7,7.8,28,19,25,43.444,65.123,45.21,71.891,68,64,5,11,566.1,8,24,22,1.123,2,1,2,3,1,0.118,43.8
5.8,25,22,36.0,0,11.8,17,17,12,23.908,34.269,24.523,37.863,37,34,4,5,288.33,2,19,16,1.114,0,0,0,1,0,0.054,50.0
6.174,21,19,29.5,0,13.3,14,14,11,21.218,30.171,22.421,33.496,32,30,4,5,315.19,2,17,17,1.117,0,0,1,0,0,0.063,46.7
8.066,32,29,45.5,0,8.5,23,23,18,32.203,47.247,33.262,52.318,50,47,4,6,382.45,6,25,23,1.113,0,0,0,2,0,0.12,48.9
4.699,33,30,41.5,8,7.4,22,14,24,34.718,54.523,36.597,61.161,57,54,4,8,475.4,6,17,17,1.133,0,0,2,2,1,0.105,40.7
5.605,43,39,52.0,12,1.5,27,15,29,43.259,70.073,43.665,76.615,72,68,1,12,543.57,5,15,12,1.127,0,0,0,11,0,0.069,39.7
5.0,31,29,39.5,8,7.1,22,14,27,34.22,56.178,36.006,63.734,58,56,4,7,398.53,7,14,11,1.138,0,0,1,2,1,0.121,39.3
8.523,26,24,36.5,0,14.3,16,16,11,25.14,36.207,25.324,39.645,37,35,5,8,343.77,4,19,17,1.133,0,1,2,1,1,0.108,45.7
7.585,26,24,36.5,0,14.3,16,16,11,25.338,36.113,25.818,39.543,37,35,5,8,388.22,4,19,17,1.13,0,0,2,1,1,0.108,45.7
4.284,22,20,30.5,1,15.6,14,13,12,22.239,32.273,23.426,35.994,34,32,5,6,330.21,3,17,17,1.125,0,0,1,0,0,0.088,43.8
4.458,25,24,35.0,3,4.8,19,15,18,27.402,42.254,28.466,46.946,43,42,2,5,322.39,6,15,12,1.118,1,0,0,3,0,0.14,45.2
7.4,24,21,31.5,4,8.3,16,12,15,23.655,36.262,24.495,40.405,39,36,3,5,281.34,2,13,11,1.122,0,0,0,2,0,0.051,44.4
6.46,32,29,44.5,2,6.0,24,22,21,33.235,49.912,34.779,55.651,53,50,3,5,383.48,8,24,23,1.113,0,0,0,2,0,0.151,48.0
8.056,25,23,35.5,1,13.2,17,16,15,25.456,38.254,26.29,42.777,40,38,5,6,305.37,4,19,17,1.126,0,0,0,1,0,0.1,44.7
8.959,26,24,36.5,0,14.3,16,16,11,25.338,36.113,25.818,39.543,37,35,5,8,388.22,4,19,17,1.13,0,0,2,1,1,0.108,45.7
5.0,22,21,32.0,1,2.9,17,15,13,23.327,34.385,23.938,37.618,35,34,1,4,279.31,3,15,12,1.106,1,0,0,3,0,0.086,50.0
7.748,37,34,47.5,7,8.5,24,17,25,38.257,60.047,39.563,66.971,62,59,5,10,485.99,9,19,17,1.135,0,1,2,3,1,0.145,40.7
4.878,22,21,32.0,0,3.2,16,15,10,22.183,32.014,22.114,34.542,32,31,1,5,283.27,3,15,12,1.114,1,0,1,3,1,0.094,51.6
6.49,31,29,41.5,6,5.8,22,14,23,33.191,52.451,34.449,58.485,54,52,3,7,393.48,10,18,17,1.125,2,0,0,4,0,0.185,42.3
4.47,24,23,34.0,2,5.1,18,15,16,25.875,39.371,26.705,43.531,40,39,2,5,308.36,3,15,12,1.116,1,0,0,3,0,0.075,46.2
7.442,44,40,60.0,5,6.1,29,24,26,44.664,67.232,46.421,74.017,70,66,4,11,581.11,11,30,28,1.121,0,1,2,4,1,0.157,43.9
5.0,38,33,49.0,9,8.1,27,18,29,39.143,61.44,41.62,69.683,67,62,5,6,439.61,6,22,22,1.124,0,0,0,1,0,0.09,43.5
5.0,41,37,54.5,3,11.3,24,21,16,37.357,56.083,36.205,61.559,57,53,6,13,518.46,5,27,27,1.161,0,0,6,1,6,0.088,45.3
4.431,24,23,34.0,2,5.1,18,15,16,25.875,39.371,26.705,43.531,40,39,2,5,308.36,4,15,12,1.116,1,0,0,3,0,0.1,46.2
4.301,24,23,34.0,3,2.5,19,15,17,26.38,40.153,27.46,44.448,41,40,1,4,307.37,3,15,12,1.111,1,0,0,3,0,0.073,47.5
4.458,20,19,29.5,0,3.6,14,13,9,20.46,28.695,21.063,30.707,29,28,1,5,271.31,3,14,11,1.097,1,0,0,3,0,0.103,50.0
5.8,27,25,39.5,0,13.9,17,16,11,25.832,37.142,25.676,40.365,38,36,5,8,333.33,3,20,17,1.121,1,0,0,3,0,0.079,47.2
4.743,21,20,31.0,0,3.2,16,15,11,21.8,31.502,22.176,34.203,32,31,1,4,265.28,3,15,12,1.103,1,0,0,3,0,0.094,51.6
4.242,23,22,33.0,0,6.1,16,15,11,23.649,33.927,24.04,36.645,34,33,2,6,314.74,3,15,12,1.11,1,1,1,3,0,0.088,48.5
4.758,23,22,33.0,0,3.0,16,15,11,23.229,34.156,23.085,36.621,34,33,1,6,297.28,3,15,12,1.11,1,0,0,5,0,0.088,48.5
5.31,25,23,35.0,2,5.4,18,15,14,25.348,37.487,25.943,41.116,39,37,2,5,306.34,2,15,12,1.111,1,0,0,3,0,0.051,48.6
4.87,23,22,33.0,1,5.6,17,15,14,24.348,36.487,24.943,40.116,37,36,2,5,294.33,4,15,12,1.114,1,0,0,3,0,0.108,47.2
7.745,44,39,57.0,10,11.3,29,19,32,44.922,71.072,47.091,80.388,76,71,8,10,524.69,8,21,16,1.132,0,0,0,2,0,0.105,40.8
5.0,38,33,51.5,5,10.9,25,20,22,36.772,55.334,38.034,61.73,60,55,6,8,438.53,3,24,21,1.122,0,0,0,2,0,0.05,45.5
7.745,45,40,58.0,10,12.3,29,19,33,45.944,73.174,48.097,82.886,78,73,9,11,539.71,10,21,16,1.135,0,0,0,2,0,0.128,39.7
8.42,35,32,41.0,13,7.9,22,9,31,37.529,63.632,39.199,71.936,66,63,5,10,445.58,5,9,6,1.142,0,0,0,5,0,0.076,34.9
7.357,44,39,59.5,6,13.6,28,22,27,43.363,66.523,44.813,74.64,71,66,9,11,521.64,10,26,21,1.131,0,0,0,2,0,0.141,42.4
7.553,45,40,58.0,11,10.8,30,19,34,46.449,73.956,48.853,83.803,79,74,8,10,538.72,10,21,16,1.132,0,0,0,2,0,0.127,40.5
7.523,44,39,57.0,10,11.3,29,19,32,44.922,71.072,47.091,80.388,76,71,8,10,524.69,9,21,16,1.132,0,0,0,2,0,0.118,40.8
7.699,45,40,58.0,11,10.8,30,19,34,46.449,73.956,48.853,83.803,79,74,8,10,538.72,8,21,16,1.132,0,0,0,2,0,0.101,40.5
4.379,22,21,32.0,0,6.1,16,15,12,22.821,33.604,23.182,36.701,34,33,2,5,280.3,3,15,12,1.112,1,0,0,3,0,0.088,48.5
7.678,44,39,57.0,9,11.6,28,19,30,44.11,69.516,45.784,78.182,74,69,8,11,526.66,9,21,16,1.133,0,0,0,3,0,0.122,40.6
7.284,32,30,38.0,13,6.5,22,9,32,36.32,62.087,38.5,70.644,64,62,4,8,416.58,5,9,6,1.139,0,0,0,4,0,0.078,35.5
7.509,33,31,39.0,12,8.1,21,9,31,36.529,62.632,38.199,70.936,64,62,5,10,433.57,5,9,6,1.144,0,0,0,5,0,0.078,33.9
7.959,34,31,41.0,11,6.8,22,11,28,35.981,59.647,37.432,67.023,62,59,4,9,428.54,5,10,6,1.136,0,0,0,5,0,0.081,37.3
6.79,34,32,40.0,14,7.5,23,9,35,38.868,67.072,41.267,76.557,69,67,5,9,445.63,9,9,6,1.143,0,0,0,4,0,0.13,34.3
5.522,24,23,36.0,0,6.1,16,15,10,23.724,34.375,23.33,36.704,34,33,2,7,310.28,4,17,12,1.112,1,0,0,5,0,0.118,48.5
8.367,35,32,42.0,13,6.3,24,11,32,38.32,64.087,40.5,72.644,67,64,4,8,440.6,5,10,6,1.135,0,0,0,4,0,0.075,37.5
8.252,35,32,42.0,12,6.5,23,11,30,37.508,62.531,39.193,70.438,65,62,4,9,442.57,5,10,6,1.136,0,0,0,5,0,0.077,37.1
7.297,38,35,44.0,14,7.6,23,9,31,39.823,67.541,40.836,76.031,69,66,5,12,495.59,5,9,6,1.152,0,0,2,5,2,0.072,34.8
7.81,33,31,40.0,12,6.3,23,11,32,37.32,63.087,39.5,71.644,65,63,4,8,428.59,5,10,6,1.137,0,0,0,4,0,0.077,36.5
7.745,40,37,51.5,7,8.2,25,18,24,40.355,62.887,40.955,69.52,64,61,5,12,531.99,9,20,17,1.14,0,1,3,4,2,0.141,41.0
8.0,37,34,47.0,9,6.3,26,17,30,39.793,64.203,41.739,72.228,67,64,4,8,462.6,5,16,12,1.129,0,0,0,4,0,0.075,40.6
7.377,39,36,50.5,7,8.2,25,18,25,39.972,62.374,41.017,69.18,64,61,5,11,514.0,9,20,17,1.134,0,1,2,4,1,0.141,41.0
7.561,39,36,45.0,17,6.7,26,9,39,43.637,75.167,46.245,85.597,78,75,5,10,501.7,5,9,6,1.141,0,0,0,5,0,0.064,34.7
8.42,36,33,43.0,12,7.8,23,11,31,38.529,64.632,40.199,72.936,67,64,5,10,457.59,5,10,6,1.14,0,0,0,5,0,0.075,35.9
8.071,34,32,41.0,12,6.3,23,11,32,38.035,64.414,39.955,72.853,66,64,4,9,444.59,6,10,6,1.138,0,0,0,5,0,0.091,35.9
8.357,38,35,44.0,16,6.9,25,9,37,42.11,72.283,44.483,82.182,75,72,5,10,487.67,5,9,6,1.141,0,0,0,5,0,0.067,34.7
5.4,37,33,46.5,9,13.1,23,14,28,38.341,61.054,40.762,69.268,65,61,8,10,464.66,7,18,17,1.136,0,0,0,1,0,0.108,37.7
5.0,31,28,41.0,5,9.8,22,17,23,32.563,50.789,34.336,57.438,54,51,5,6,373.5,5,19,18,1.126,0,0,0,1,0,0.093,43.1
5.0,30,26,40.5,4,9.5,19,15,16,28.391,42.691,28.955,47.113,46,42,4,7,348.39,2,21,21,1.122,0,0,0,3,0,0.043,45.2
5.0,27,24,38.5,2,0.0,20,18,16,27.546,40.127,29.102,43.87,43,40,0,4,336.43,3,22,21,1.097,0,0,0,3,0,0.07,50.0
5.0,28,25,39.5,3,0.0,21,18,18,29.073,43.011,30.864,47.285,46,43,0,4,350.46,4,22,21,1.1,0,0,0,3,0,0.087,48.8
5.0,41,38,51.0,9,10.3,26,17,30,42.578,69.392,43.66,78.324,71,68,7,12,529.63,8,19,18,1.152,0,0,3,2,3,0.113,38.2
8.252,34,31,40.0,14,6.3,23,9,32,37.32,63.087,39.5,71.644,66,63,4,8,428.59,5,9,6,1.137,0,0,0,4,0,0.076,36.5
5.0,45,40,58.5,10,8.3,29,19,32,46.023,72.483,48.398,81.145,77,72,6,11,560.74,8,26,25,1.127,0,0,0,4,0,0.104,40.3
7.432,45,40,58.0,11,10.8,30,19,34,46.449,73.956,48.853,83.803,79,74,8,10,538.72,10,21,16,1.132,0,0,0,2,0,0.127,40.5
7.114,45,40,58.0,10,11.1,29,19,32,45.637,72.4,47.546,81.597,77,72,8,11,540.69,10,21,16,1.133,0,0,0,3,0,0.13,40.3
5.691,34,32,42.0,8,6.7,22,14,28,36.696,60.974,37.887,68.232,62,60,4,10,444.54,12,14,12,1.137,0,0,0,6,0,0.194,36.7
5.8,18,16,25.0,0,10.0,10,10,4,16.653,21.022,17.352,21.844,22,20,2,6,271.13,0,12,10,1.092,0,2,2,1,0,0.0,50.0
7.638,44,39,57.0,10,11.3,29,19,32,44.922,71.072,47.091,80.388,76,71,8,10,524.69,9,21,16,1.132,0,0,0,2,0,0.118,40.8
7.658,45,40,58.0,9,11.6,28,19,29,44.494,70.029,45.722,78.522,74,69,8,12,544.65,9,21,16,1.138,0,0,1,3,1,0.122,40.6
8.137,37,34,43.0,15,7.2,24,9,35,40.583,69.4,42.722,78.767,72,69,5,10,473.64,5,9,6,1.142,0,0,0,5,0,0.069,34.8
7.377,35,32,41.0,14,6.3,23,9,32,38.035,64.414,39.955,72.853,67,64,4,9,444.59,5,9,6,1.138,0,0,0,5,0,0.075,35.9
7.352,35,32,41.0,13,7.9,22,9,31,37.529,63.632,39.199,71.936,66,63,5,10,445.58,5,9,6,1.142,0,0,0,5,0,0.076,34.9
7.538,44,39,57.0,10,11.3,29,19,32,44.922,71.072,47.091,80.388,76,71,8,10,524.69,9,21,16,1.132,0,0,0,2,0,0.118,40.8
7.538,36,33,45.0,10,6.3,25,15,30,38.793,63.203,40.739,71.228,66,63,4,8,450.59,5,15,12,1.131,0,0,0,4,0,0.076,39.7
7.939,36,33,42.0,14,7.6,23,9,33,39.056,66.516,40.961,75.351,69,66,5,10,459.61,5,9,6,1.142,0,0,0,5,0,0.072,34.8
7.523,35,32,42.0,12,6.5,23,11,30,37.508,62.531,39.193,70.438,65,62,4,9,442.57,5,10,6,1.136,0,0,0,5,0,0.077,37.1
8.092,39,36,46.0,14,7.2,24,10,33,41.486,70.171,42.87,78.77,72,69,5,12,503.62,6,10,6,1.142,0,0,0,7,0,0.083,34.8
7.155,32,29,38.0,11,7.3,20,9,26,33.454,55.763,34.671,62.607,58,55,4,9,402.5,4,9,6,1.138,0,0,0,5,0,0.069,36.4
4.793,30,28,40.0,4,3.8,23,19,24,32.982,51.905,34.75,58.192,54,52,2,5,376.49,5,19,18,1.119,0,0,0,3,0,0.093,44.2
4.352,24,24,28.0,12,3.7,19,7,30,31.315,53.432,34.603,61.322,54,54,2,5,373.41,10,7,6,1.136,0,2,2,1,0,0.185,35.2
4.643,24,23,31.0,5,4.7,18,13,20,27.681,43.014,29.796,48.246,44,43,2,5,351.3,5,13,12,1.122,0,2,2,1,0,0.114,41.9
4.328,16,15,19.0,7,10.0,10,3,15,18.127,30.011,19.688,34.116,31,30,3,5,225.35,2,3,0,1.137,0,0,0,1,0,0.065,33.3
4.336,20,20,24.0,8,4.8,15,7,22,25.207,41.898,27.557,47.661,42,42,2,5,317.29,5,7,6,1.135,0,2,2,1,0,0.119,35.7
4.301,29,27,39.0,4,3.9,23,19,24,32.74,50.327,35.489,56.693,53,51,2,4,376.56,5,19,18,1.112,0,0,0,1,0,0.094,45.1
4.488,24,23,31.0,5,4.5,18,13,21,28.04,43.767,30.586,49.222,45,44,2,5,348.93,6,13,12,1.119,0,1,1,1,0,0.133,40.9
4.316,22,21,26.0,9,4.7,16,7,22,26.207,42.898,28.557,48.661,44,43,2,5,329.3,5,7,6,1.132,0,2,2,1,0,0.114,37.2
5.851,29,27,39.0,2,4.4,21,19,18,30.897,45.396,32.762,50.147,47,45,2,6,400.93,5,19,18,1.114,0,1,2,1,1,0.106,46.7
5.728,29,27,39.0,2,4.4,21,19,18,31.094,45.302,33.256,50.044,47,45,2,6,445.38,5,19,18,1.112,0,0,2,1,1,0.106,46.7
6.387,25,24,32.0,5,4.5,18,13,20,28.395,44.342,30.25,49.455,45,44,2,6,367.3,6,13,12,1.124,0,2,2,2,0,0.133,40.9
5.635,26,25,33.0,7,4.1,20,13,24,30.734,48.782,33.319,55.076,50,49,2,5,379.36,6,13,12,1.124,0,2,2,1,0,0.12,40.8
4.301,25,24,32.0,5,4.5,18,13,20,29.263,43.902,32.432,48.961,45,44,2,6,472.27,6,13,12,1.113,0,0,2,1,0,0.133,40.9
4.805,29,27,39.0,3,4.2,22,19,21,31.596,47.956,33.665,53.618,50,48,2,5,380.52,5,19,18,1.117,0,0,1,1,1,0.1,45.8
5.016,30,28,40.0,2,4.4,21,19,17,31.252,45.971,32.426,50.38,47,45,2,7,419.3,5,19,18,1.12,0,2,3,2,1,0.106,46.7
5.41,17,16,23.0,1,12.5,10,9,8,16.93,24.873,17.341,27.21,25,24,3,6,237.28,3,9,6,1.134,0,0,1,1,1,0.12,41.7
5.561,17,16,23.0,1,12.5,10,9,8,17.374,24.684,18.261,26.814,25,24,3,6,253.73,3,9,6,1.117,0,1,1,1,0,0.12,41.7
4.813,24,23,31.0,4,5.0,17,13,17,26.537,40.643,27.972,45.171,41,40,2,6,355.26,5,13,12,1.129,0,2,3,1,1,0.122,42.5
5.478,24,23,31.0,4,5.0,17,13,17,26.981,40.454,28.892,44.775,41,40,2,6,371.71,5,13,12,1.119,0,3,3,1,0,0.122,42.5
5.588,24,23,31.0,4,5.0,17,13,17,27.179,40.36,29.387,44.672,41,40,2,6,416.16,5,13,12,1.117,0,2,3,1,0,0.122,42.5
4.566,26,25,35.0,4,7.1,17,13,17,28.078,43.004,29.188,47.333,43,42,3,8,382.27,6,15,12,1.127,0,2,2,3,0,0.14,40.5
4.301,26,25,30.0,11,5.8,18,7,27,30.997,52.094,33.54,59.199,53,52,3,7,388.38,8,7,6,1.138,0,2,2,2,0,0.151,34.6
4.587,24,23,31.0,5,4.7,18,13,20,27.681,43.014,29.796,48.246,44,43,2,5,351.3,6,13,12,1.122,0,2,2,1,0,0.136,41.9
4.301,28,28,32.0,16,3.0,23,7,38,37.422,64.967,41.648,74.983,66,66,2,5,429.53,15,7,6,1.136,0,2,2,1,0,0.227,34.8
4.522,20,20,24.0,8,4.8,15,7,22,25.207,41.898,27.557,47.661,42,42,2,5,317.29,7,7,6,1.135,0,2,2,1,0,0.167,35.7
5.4,36,31,51.0,2,14.0,23,21,19,34.498,50.091,36.256,55.899,55,50,7,8,425.56,4,30,30,1.118,0,0,0,0,0,0.073,46.0
4.989,17,16,23.0,1,12.5,10,9,8,17.572,24.589,18.756,26.712,25,24,3,6,298.18,3,9,6,1.113,0,0,1,1,0,0.12,41.7
4.734,29,27,39.0,3,4.1,22,19,22,31.455,49.022,32.989,54.777,51,49,2,5,362.46,5,19,18,1.118,0,0,0,3,0,0.098,44.9
5.656,30,28,40.0,2,4.3,21,19,18,31.583,46.785,32.943,51.25,48,46,2,7,417.31,5,19,18,1.114,0,2,2,3,0,0.104,45.7
4.498,17,16,23.0,2,11.1,11,9,11,18.073,27.244,19.165,30.285,28,27,3,5,233.32,3,9,6,1.122,0,0,0,1,0,0.107,40.7
5.575,29,27,39.0,2,4.3,21,19,19,30.954,46.367,32.58,51.203,48,46,2,6,427.32,5,19,18,1.113,0,0,1,3,0,0.104,45.7
4.301,25,24,32.0,5,4.5,18,13,20,28.791,44.152,31.239,49.251,45,44,2,6,456.2,6,13,12,1.119,0,0,2,2,0,0.133,40.9
5.428,19,18,25.0,1,12.0,10,9,7,19.312,26.145,20.563,27.763,26,25,3,8,393.07,3,9,6,1.111,0,0,2,2,0,0.115,40.0
5.159,17,16,23.0,1,12.0,10,9,9,17.261,25.687,17.858,28.079,26,25,3,6,235.29,3,9,6,1.123,0,0,0,2,0,0.115,40.0
4.663,17,16,23.0,1,12.5,10,9,8,16.93,24.873,17.341,27.21,25,24,3,6,237.28,3,9,6,1.134,0,0,1,1,1,0.12,41.7
4.301,24,23,31.0,5,4.5,18,13,21,27.766,43.923,29.887,49.409,45,44,2,5,377.31,6,13,12,1.123,0,0,1,2,0,0.133,40.9
4.301,25,24,32.0,7,4.0,20,13,26,29.794,49.461,32.057,56.398,51,50,2,4,326.48,6,13,12,1.128,0,0,0,2,0,0.118,40.0
4.301,14,13,17.0,5,12.5,8,3,11,15.073,24.244,16.165,27.285,25,24,3,5,197.29,2,3,0,1.137,0,0,0,1,0,0.08,33.3
4.424,19,18,27.0,1,15.4,10,9,8,18.471,27.233,18.557,29.372,27,26,4,8,264.29,4,11,6,1.13,0,0,0,3,0,0.148,38.5
4.555,17,16,23.0,1,12.0,10,9,9,17.261,25.687,17.858,28.079,26,25,3,6,235.29,3,9,6,1.123,0,0,0,2,0,0.115,40.0
4.301,13,12,16.0,4,14.3,7,3,9,13.547,21.36,14.404,23.87,22,21,3,5,183.26,2,3,0,1.137,0,0,0,1,0,0.091,33.3
4.301,15,14,18.0,6,11.1,9,3,13,16.6,27.127,17.926,30.7,28,27,3,5,211.32,2,3,0,1.137,0,0,0,1,0,0.071,33.3
5.91,30,28,40.0,2,4.3,21,19,18,32.056,46.534,34.137,50.96,48,46,2,7,433.38,5,19,18,1.108,0,2,2,2,0,0.104,45.7
