pXC50,MW,Si,nAT,nSK,nBT,Sv,nC,nBO,nH,Sp,Se,SCBO,AMW,C.,H.,Me,Mi,Mp,Mv,N.,nAB,nB,nBM,nBR,nCL,nCsp,nCsp2,nCsp3,nDB,nF
6.7,438.54,62.102,55,33,59,36.574,24,37,22,37.83,55.327,51.5,7.973,43.6,40.0,1.006,1.129,0.688,0.665,14.5,27,0,28,0,0,0,22,2,1,0
5.9,293.3,36.784,33,22,36,23.316,16,25,11,23.426,33.822,36.0,8.888,48.5,33.3,1.025,1.115,0.71,0.707,9.1,16,0,19,0,0,0,15,1,3,0
6.959,614.29,93.039,82,42,86,50.264,30,46,40,53.853,82.116,57.0,7.491,36.6,48.8,1.001,1.135,0.657,0.613,8.5,18,0,20,0,1,0,16,14,2,0
6.1,322.42,41.199,37,23,40,25.622,17,26,14,26.932,37.229,36.5,8.714,45.9,37.8,1.006,1.113,0.728,0.692,10.8,21,0,21,0,0,0,16,1,0,0
5.0,521.74,87.76,77,38,81,45.723,28,42,39,48.586,76.832,50.0,6.776,36.4,50.6,0.998,1.14,0.631,0.594,9.1,12,0,14,0,0,0,12,16,2,0
6.4,477.5,58.008,51,33,54,35.002,22,36,18,35.148,53.182,47.5,9.363,43.1,35.3,1.043,1.137,0.689,0.686,5.9,21,0,22,0,0,0,18,4,1,3
6.2,415.54,63.062,56,31,59,35.805,24,34,25,37.551,56.0,46.0,7.42,42.9,44.6,1.0,1.126,0.671,0.639,8.9,16,0,19,0,0,1,15,8,2,0
5.824,513.71,70.108,62,35,67,39.936,23,40,27,42.313,62.683,52.0,8.286,37.1,43.5,1.011,1.131,0.682,0.644,11.3,20,0,22,0,0,0,13,10,2,0
5.187,392.48,56.861,50,29,54,32.441,21,33,21,33.517,50.52,43.0,7.85,42.0,42.0,1.01,1.137,0.67,0.649,12.0,16,0,18,0,0,0,16,5,2,1
6.3,354.51,59.351,52,26,54,31.111,19,28,26,33.103,51.774,36.0,6.817,36.5,50.0,0.996,1.141,0.637,0.598,11.5,16,0,16,0,0,0,11,8,0,0
5.0,334.41,48.318,43,25,46,28.203,19,28,18,29.262,43.247,37.5,7.777,44.2,41.9,1.006,1.124,0.681,0.656,9.3,17,0,18,0,0,0,15,4,1,0
7.2,288.33,37.863,34,22,37,23.908,17,25,12,24.523,34.269,36.0,8.48,50.0,35.3,1.008,1.114,0.721,0.703,11.8,16,0,19,0,0,0,17,0,3,0
7.318,398.53,63.734,56,29,58,34.22,22,31,27,36.006,56.178,39.5,7.117,39.3,48.2,1.003,1.138,0.643,0.611,7.1,11,0,14,0,0,0,14,8,3,1
5.7,275.34,38.152,34,21,37,23.214,16,24,13,24.074,34.043,35.0,8.098,47.1,38.2,1.001,1.122,0.708,0.683,14.7,20,0,21,0,0,0,16,0,1,0
5.0,281.34,40.405,36,21,39,23.655,16,24,15,24.495,36.262,31.5,7.815,44.4,41.7,1.007,1.122,0.68,0.657,8.3,11,0,13,0,0,0,12,4,2,0
6.6,277.31,35.947,32,21,35,22.402,15,24,11,22.767,32.487,35.0,8.666,46.9,34.4,1.015,1.123,0.711,0.7,15.6,20,0,21,0,0,0,15,0,1,0
5.6,356.47,52.896,47,27,50,30.816,21,30,20,32.364,46.796,41.5,7.584,44.7,42.6,0.996,1.125,0.689,0.656,12.8,23,0,23,0,0,0,19,2,0,0
6.3,348.38,46.741,42,26,45,28.59,20,29,16,29.159,42.698,39.0,8.295,47.6,38.1,1.017,1.113,0.694,0.681,4.8,18,0,19,0,0,0,19,1,1,0
5.3,393.48,58.485,52,29,54,33.191,22,31,23,34.449,52.451,41.5,7.567,42.3,44.2,1.009,1.125,0.662,0.638,5.8,17,0,18,0,0,2,14,6,0,0
5.3,581.11,74.017,66,40,70,44.664,29,44,26,46.421,67.232,60.0,8.805,43.9,39.4,1.019,1.121,0.703,0.677,6.1,28,0,30,0,1,0,24,5,2,1
5.0,518.46,61.559,53,37,57,37.357,24,41,16,36.205,56.083,54.5,9.782,45.3,30.2,1.058,1.161,0.683,0.705,11.3,27,0,27,0,0,0,21,3,0,6
6.2,333.33,40.365,36,25,38,25.832,17,27,11,25.676,37.142,39.5,9.259,47.2,30.6,1.032,1.121,0.713,0.718,13.9,17,0,20,0,0,1,16,0,2,0
5.3,438.53,61.73,55,33,60,36.772,25,38,22,38.034,55.334,51.5,7.973,45.5,40.0,1.006,1.122,0.692,0.669,10.9,21,0,24,0,0,0,20,5,3,0
5.978,347.47,46.531,42,25,45,28.654,20,28,17,30.449,41.894,39.0,8.273,47.6,40.5,0.997,1.108,0.725,0.682,7.1,22,0,22,0,0,0,18,2,0,0
6.9,369.45,52.235,47,28,51,31.708,23,32,19,33.017,47.029,43.5,7.861,48.9,40.4,1.001,1.111,0.702,0.675,6.4,23,0,23,0,0,0,20,3,0,0
6.75,375.48,48.74,44,27,48,30.369,21,31,17,31.904,44.222,42.0,8.534,47.7,38.6,1.005,1.108,0.725,0.69,6.8,22,0,22,0,0,0,18,3,0,0
5.963,307.4,38.7,35,22,38,24.6,17,25,13,25.926,35.127,35.5,8.783,48.6,37.1,1.004,1.106,0.741,0.703,8.6,21,0,21,0,0,0,16,1,0,0
6.2,383.48,55.651,50,29,54,33.235,24,33,21,34.779,49.912,44.5,7.67,48.0,42.0,0.998,1.113,0.696,0.665,6.0,23,0,23,0,0,0,20,4,0,0
6.75,348.41,48.449,43,26,46,28.871,20,29,17,29.745,43.432,40.0,8.103,46.5,39.5,1.01,1.127,0.692,0.671,9.3,22,0,22,0,0,0,17,3,0,1
5.95,355.47,53.441,48,27,51,31.52,23,30,21,33.324,47.585,41.5,7.406,47.9,43.8,0.991,1.113,0.694,0.657,6.3,23,0,23,0,0,0,20,3,0,0
6.0,361.5,49.946,45,26,48,30.181,21,29,19,32.211,44.778,40.0,8.033,46.7,42.2,0.995,1.11,0.716,0.671,6.7,22,0,22,0,0,0,18,3,0,0
6.876,375.48,48.74,44,27,48,30.369,21,31,17,31.904,44.222,42.0,8.534,47.7,38.6,1.005,1.108,0.725,0.69,6.8,22,0,22,0,0,0,18,3,0,0
7.0,356.41,47.903,43,27,47,29.676,21,31,16,30.5,43.363,42.5,8.289,48.8,37.2,1.008,1.114,0.709,0.69,9.3,23,0,23,0,0,0,19,2,0,0
6.9,373.41,49.16,44,28,48,30.565,22,32,16,31.193,44.658,43.5,8.487,50.0,36.4,1.015,1.117,0.709,0.695,6.8,23,0,23,0,0,0,20,2,0,1
5.45,342.43,49.109,44,26,47,29.488,21,29,18,30.807,43.92,40.5,7.782,47.7,40.9,0.998,1.116,0.7,0.67,9.1,23,0,23,0,0,0,19,2,0,0
7.311,345.38,45.614,41,26,45,28.369,20,30,15,28.949,41.589,41.0,8.424,48.8,36.6,1.014,1.113,0.706,0.692,7.3,22,0,22,0,0,0,18,2,0,0
6.851,319.36,42.535,38,24,41,26.323,19,27,14,26.978,38.447,38.0,8.404,50.0,36.8,1.012,1.119,0.71,0.693,7.9,22,0,22,0,0,0,18,1,0,1
7.301,361.45,45.325,41,26,45,28.842,20,30,15,30.142,41.338,41.0,8.816,48.8,36.6,1.008,1.105,0.735,0.703,7.3,22,0,22,0,0,0,18,2,0,0
6.55,344.45,51.524,46,26,49,30.015,21,29,20,31.569,45.803,40.0,7.488,45.7,43.5,0.996,1.12,0.686,0.652,8.7,22,0,22,0,0,0,17,4,0,0
6.1,302.36,41.279,37,23,40,25.434,18,26,14,26.284,37.153,37.0,8.172,48.6,37.8,1.004,1.116,0.71,0.687,10.8,22,0,22,0,0,0,17,1,0,0
6.15,359.43,50.366,45,27,48,30.377,22,30,18,31.5,45.214,41.5,7.987,48.9,40.0,1.005,1.119,0.7,0.675,6.7,23,0,23,0,0,0,20,2,0,1
6.801,336.45,44.614,40,24,43,27.148,18,27,16,28.693,40.113,37.5,8.411,45.0,40.0,1.003,1.115,0.717,0.679,10.0,21,0,21,0,0,0,15,3,0,0
6.35,370.44,51.318,46,28,50,31.203,22,32,18,32.262,46.247,43.5,8.053,47.8,39.1,1.005,1.116,0.701,0.678,8.7,23,0,23,0,0,0,19,3,0,0
6.3,389.51,52.155,47,28,51,31.895,22,32,19,33.665,47.105,43.0,8.287,46.8,40.4,1.002,1.11,0.716,0.679,6.4,22,0,22,0,0,0,18,4,0,0
5.25,464.66,69.268,61,33,65,38.341,23,37,28,40.762,61.054,46.5,7.617,37.7,45.9,1.001,1.136,0.668,0.629,13.1,17,0,18,0,0,0,14,9,1,0
5.0,373.5,57.438,51,28,54,32.563,22,31,23,34.336,50.789,41.0,7.324,43.1,45.1,0.996,1.126,0.673,0.638,9.8,18,0,19,0,0,0,17,5,1,0
5.0,348.39,47.113,42,26,46,28.391,19,30,16,28.955,42.691,40.5,8.295,45.2,38.1,1.016,1.122,0.689,0.676,9.5,21,0,21,0,0,0,15,4,0,0
6.519,529.63,78.324,68,38,71,42.578,26,41,30,43.66,69.392,51.0,7.789,38.2,44.1,1.02,1.152,0.642,0.626,10.3,18,0,19,0,0,0,17,9,1,3
5.7,258.4,46.358,41,19,42,24.026,16,20,22,26.08,40.367,25.5,6.302,39.0,53.7,0.985,1.131,0.636,0.586,4.9,11,0,11,0,0,0,10,6,0,0
5.0,560.74,81.145,72,40,77,46.023,29,45,32,48.398,72.483,58.5,7.788,40.3,44.4,1.007,1.127,0.672,0.639,8.3,25,0,26,0,0,0,19,10,1,0
6.65,315.4,45.611,41,24,44,27.467,20,27,17,28.801,40.818,38.0,7.693,48.8,41.5,0.996,1.112,0.702,0.67,7.3,22,0,22,0,0,0,18,2,0,0
6.955,291.33,38.99,35,22,38,24.128,17,25,13,24.733,35.378,35.5,8.324,48.6,37.1,1.011,1.114,0.707,0.689,8.6,21,0,21,0,0,0,16,1,0,0
6.0,331.4,46.82,42,25,45,28.181,20,28,17,29.256,42.145,39.0,7.89,47.6,40.5,1.003,1.115,0.697,0.671,7.1,22,0,22,0,0,0,18,2,0,0
7.024,271.13,21.844,20,16,22,16.653,10,18,4,17.352,21.022,25.0,13.557,50.0,20.0,1.051,1.092,0.868,0.833,10.0,10,0,12,0,2,0,10,0,2,0
6.0,393.5,52.365,47,28,51,31.61,21,32,19,33.12,47.433,42.0,8.372,44.7,40.4,1.009,1.114,0.705,0.673,6.4,16,0,18,0,0,0,16,5,2,0
6.3,350.48,48.029,43,25,46,28.675,19,28,18,30.455,42.996,38.5,8.151,44.2,41.9,1.0,1.117,0.708,0.667,9.3,21,0,21,0,0,0,15,4,0,0
6.05,331.41,47.192,42,25,45,27.983,19,28,17,29.051,42.138,39.0,7.891,45.2,40.5,1.003,1.124,0.692,0.666,11.9,22,0,22,0,0,0,16,3,0,0
7.5,439.59,59.315,53,32,58,36.024,24,37,21,38.017,52.974,52.0,8.294,45.3,39.6,1.0,1.119,0.717,0.68,13.2,30,0,30,0,0,0,21,3,0,0
5.0,450.38,59.081,52,30,55,34.128,21,33,22,35.75,52.832,41.5,8.661,40.4,42.3,1.016,1.136,0.688,0.656,9.6,17,0,17,0,2,0,14,7,0,1
5.474,467.97,63.346,56,33,58,37.015,24,35,23,38.347,56.836,47.5,8.357,42.9,41.1,1.015,1.131,0.685,0.661,8.9,17,0,20,0,1,1,18,5,2,1
6.0,366.83,45.847,41,26,44,28.504,19,29,15,29.358,41.687,40.5,8.947,46.3,36.6,1.017,1.118,0.716,0.695,9.8,21,0,22,0,1,0,17,2,1,0
6.585,220.24,27.452,25,17,28,18.338,14,20,8,18.75,25.182,29.0,8.81,56.0,32.0,1.007,1.098,0.75,0.734,8.0,16,0,17,0,0,0,14,0,1,0
5.6,326.45,52.521,46,24,48,28.058,17,26,22,29.58,46.007,34.0,7.097,37.0,47.8,1.0,1.142,0.643,0.61,13.0,16,0,16,0,0,0,11,6,0,0
5.401,468.6,70.604,63,35,68,40.552,28,40,28,42.523,62.992,53.0,7.438,44.4,44.4,1.0,1.121,0.675,0.644,6.3,20,0,23,0,0,0,20,8,3,0
5.2,446.95,62.472,55,31,58,35.236,22,34,24,36.557,55.945,42.5,8.126,40.0,43.6,1.017,1.136,0.665,0.641,7.3,17,0,17,0,1,0,14,8,0,1
5.678,493.67,76.68,68,37,72,43.186,29,41,31,45.631,67.643,54.0,7.26,42.6,45.6,0.995,1.128,0.671,0.635,10.3,24,0,25,0,0,0,22,7,1,0
5.0,353.44,52.362,46,26,49,29.42,19,29,20,30.512,46.418,37.5,7.683,41.3,43.5,1.009,1.138,0.663,0.64,10.9,17,0,17,0,0,0,13,6,0,1
