pXC50,SCBO,MW,RBN,nH,nSK,Sv,nBO,Se,Sp,Si,nBT,nAT,nCsp3,nHet,nO,nC,nDB,nAB,C.,H.,Mi,nCsp2,AMW,nN,Mv,RBF,nBM,Mp,nF,nCsp
6.5,37.5,358.46,5,18,25,28.105,27,43.651,29.364,48.448,45.0,43.0,3,8,3,17,2,17,39.5,41.9,1.127,14,8.336,4,0.654,0.111,19,0.683,0,0
5.7,36.5,407.32,4,15,24,26.888,26,39.669,28.5,43.665,41.0,39.0,2,8,2,16,2,17,41.0,38.5,1.12,14,10.444,4,0.689,0.098,19,0.731,0,0
7.066,51.0,472.53,10,24,35,39.126,38,59.887,40.114,65.82,62.0,59.0,4,8,6,27,1,24,45.8,40.7,1.116,23,8.009,2,0.663,0.161,25,0.68,0,0
5.3,37.5,423.32,4,15,25,27.603,27,40.996,28.955,44.874,42.0,40.0,2,9,3,16,2,17,40.0,37.5,1.122,14,10.583,4,0.69,0.095,19,0.724,0,0
5.3,37.5,376.9,4,17,25,28.217,27,42.647,29.767,47.182,44.0,42.0,3,8,2,17,2,17,40.5,40.5,1.123,14,8.974,4,0.672,0.091,19,0.709,0,0
5.492,39.0,412.9,6,13,26,27.979,28,40.618,29.006,43.319,41.0,39.0,2,10,5,16,3,16,41.0,33.3,1.111,14,10.587,2,0.717,0.146,19,0.744,0,0
7.553,53.0,517.62,10,31,38,43.927,42,69.647,45.608,77.192,73.0,69.0,9,8,7,30,2,18,43.5,44.9,1.119,21,7.502,1,0.637,0.137,20,0.661,0,0
6.759,44.0,438.52,11,26,32,36.653,34,58.771,37.875,65.235,60.0,58.0,7,8,6,24,1,18,41.4,44.8,1.125,17,7.561,2,0.632,0.183,19,0.653,0,0
7.721,44.0,438.52,11,26,32,36.653,34,58.771,37.875,65.235,60.0,58.0,7,8,6,24,1,18,41.4,44.8,1.125,17,7.561,2,0.632,0.183,19,0.653,0,0
6.602,46.0,466.58,11,30,34,39.707,36,64.538,41.398,72.066,66.0,64.0,9,8,6,26,1,18,40.6,46.9,1.126,17,7.29,2,0.62,0.167,19,0.647,0,0
7.959,44.0,446.44,9,20,32,34.366,34,54.029,34.227,59.084,54.0,52.0,5,10,6,22,1,18,42.3,38.5,1.136,17,8.585,2,0.661,0.167,19,0.658,2,0
6.7,36.5,362.87,4,15,24,26.691,26,39.764,28.006,43.767,41.0,39.0,2,8,2,16,2,17,41.0,38.5,1.122,14,9.304,4,0.684,0.098,19,0.718,0,0
5.975,28.0,322.77,4,7,19,19.399,20,27.967,19.721,29.073,27.0,26.0,1,10,5,9,3,10,34.6,26.9,1.118,8,12.414,2,0.746,0.148,13,0.759,0,0
5.1,36.5,360.89,4,17,24,27.701,26,41.327,29.517,45.601,43.0,41.0,2,6,2,18,2,17,43.9,41.5,1.112,16,8.802,2,0.676,0.093,19,0.72,0,0
7.9,39.5,451.38,6,19,27,30.657,29,46.763,32.478,51.705,48.0,46.0,4,9,3,18,2,17,39.1,41.3,1.124,14,9.813,4,0.666,0.125,19,0.706,0,0
6.796,45.0,470.59,11,26,33,37.84,35,59.847,39.523,66.155,61.0,59.0,7,9,6,24,1,18,40.7,44.1,1.121,17,7.976,2,0.641,0.18,19,0.67,0,0
7.2,38.5,437.35,5,17,26,29.13,28,43.88,30.716,48.289,45.0,43.0,3,9,3,17,2,17,39.5,39.5,1.123,14,10.171,4,0.677,0.111,19,0.714,0,0
9.0,57.0,577.68,12,35,42,48.41,46,78.069,50.04,86.441,81.0,77.0,11,10,9,32,2,18,41.6,45.5,1.123,21,7.502,1,0.629,0.148,20,0.65,0,0
7.481,54.0,489.54,6,19,35,37.754,40,55.414,38.483,59.993,59.0,54.0,4,10,6,25,1,26,46.3,35.2,1.111,21,9.066,3,0.699,0.102,27,0.713,0,0
7.013,54.0,487.57,7,21,35,38.566,40,56.971,39.79,62.199,61.0,56.0,5,9,5,26,1,26,46.4,37.5,1.111,21,8.707,3,0.689,0.115,27,0.711,0,0
8.0,66.0,674.81,13,42,49,56.727,55,92.149,58.784,102.395,97.0,91.0,16,12,10,37,2,18,40.7,46.2,1.125,21,7.415,2,0.623,0.134,20,0.646,0,0
5.602,54.0,471.5,7,21,35,38.094,40,57.222,38.597,62.488,61.0,56.0,5,9,6,26,1,26,46.4,37.5,1.116,21,8.42,3,0.68,0.115,27,0.689,0,0
9.523,59.0,592.64,13,32,43,48.292,47,76.738,49.182,83.947,79.0,75.0,10,11,11,32,3,18,42.7,42.7,1.119,22,7.902,0,0.644,0.165,21,0.656,0,0
10.046,59.0,592.64,13,32,43,48.292,47,76.738,49.182,83.947,79.0,75.0,10,11,11,32,3,18,42.7,42.7,1.119,22,7.902,0,0.644,0.165,21,0.656,0,0
8.071,56.0,550.55,10,26,40,43.711,44,68.087,43.898,73.701,70.0,66.0,7,11,11,29,3,18,43.9,39.4,1.117,22,8.342,0,0.662,0.143,21,0.665,0,0
6.2,36.5,407.32,4,15,24,26.888,26,39.669,28.5,43.665,41.0,39.0,2,8,2,16,2,17,41.0,38.5,1.12,14,10.444,4,0.689,0.098,19,0.731,0,0
8.222,70.0,671.8,14,33,48,53.189,52,82.567,54.767,91.272,85.0,81.0,7,15,7,33,3,30,40.7,40.7,1.127,26,8.294,7,0.657,0.165,33,0.676,0,0
8.398,69.0,658.76,14,30,47,51.157,51,78.902,52.25,86.939,81.0,77.0,6,16,7,31,3,30,40.3,39.0,1.129,25,8.555,8,0.664,0.173,33,0.679,0,0
8.398,67.0,630.7,13,26,45,48.103,49,73.134,48.727,80.109,75.0,71.0,4,16,7,29,3,30,40.8,36.6,1.128,25,8.883,8,0.678,0.173,33,0.686,0,0
5.638,64.0,574.73,10,34,43,49.847,47,76.97,52.262,86.059,81.0,77.0,7,8,4,35,3,28,45.5,44.2,1.118,28,7.464,4,0.647,0.123,31,0.679,0,0
7.77,67.0,678.84,14,38,48,54.463,52,87.443,56.5,97.228,90.0,86.0,11,15,8,33,3,24,38.4,44.2,1.131,22,7.893,6,0.633,0.156,27,0.657,0,0
7.523,68.5,675.85,14,33,47,52.86,51,81.323,55.165,89.61,84.0,80.0,7,14,7,33,3,29,41.3,41.3,1.12,26,8.448,5,0.661,0.167,32,0.69,0,0
9.699,64.0,637.74,13,31,45,49.377,49,78.011,50.46,86.066,80.0,76.0,8,16,8,29,3,24,38.2,40.8,1.132,21,8.391,7,0.65,0.163,27,0.664,0,0
8.155,64.0,633.79,14,35,45,51.2,49,81.131,53.279,90.105,84.0,80.0,10,13,7,32,3,24,40.0,43.8,1.126,22,7.922,5,0.64,0.167,27,0.666,0,0
6.602,62.5,563.7,10,33,42,48.54,46,75.196,50.711,83.77,79.0,75.0,7,8,5,34,3,27,45.3,44.0,1.117,27,7.516,3,0.647,0.127,30,0.676,0,0
6.056,60.0,592.73,13,32,42,47.651,45,75.145,49.512,83.192,77.0,74.0,8,12,7,30,3,24,40.5,43.2,1.124,22,8.01,4,0.644,0.169,27,0.669,0,0
6.046,61.0,607.75,13,33,43,48.673,46,77.247,50.517,85.69,79.0,76.0,8,13,7,30,3,24,39.5,43.4,1.128,22,7.997,5,0.64,0.165,27,0.665,0,0
8.222,61.0,607.75,13,33,43,48.673,46,77.247,50.517,85.69,79.0,76.0,8,13,7,30,3,24,39.5,43.4,1.128,22,7.997,5,0.64,0.165,27,0.665,0,0
8.523,66.0,663.83,14,37,47,53.242,51,85.334,55.29,95.102,88.0,84.0,11,15,7,32,3,24,38.1,44.0,1.132,21,7.903,7,0.634,0.159,27,0.658,0,0
7.097,61.0,606.77,12,34,43,48.979,46,78.021,51.068,86.979,80.0,77.0,8,13,6,30,3,24,39.0,44.2,1.13,22,7.88,6,0.636,0.15,27,0.663,0,0
8.155,63.0,635.81,14,37,45,51.726,48,83.014,54.04,92.521,85.0,82.0,10,13,7,32,3,24,39.0,45.1,1.128,22,7.754,5,0.631,0.165,27,0.659,0,0
7.921,58.0,572.71,10,36,42,49.002,47,78.516,51.137,87.521,83.0,78.0,12,9,7,33,2,18,42.3,46.2,1.122,21,7.342,2,0.628,0.12,20,0.656,0,0
9.339,66.0,665.8,14,35,47,52.43,51,83.778,53.983,92.896,86.0,82.0,10,16,8,31,3,24,37.8,42.7,1.133,21,8.12,7,0.639,0.163,27,0.658,0,0
8.097,58.5,610.85,14,42,43,51.571,45,85.236,54.864,96.058,87.0,85.0,14,11,6,32,5,17,37.6,49.4,1.13,18,7.186,4,0.607,0.161,22,0.645,0,0
4.569,57.5,596.82,13,40,42,50.044,44,82.352,53.103,92.643,84.0,82.0,13,11,6,31,5,17,37.8,48.8,1.13,18,7.278,4,0.61,0.155,22,0.648,0,0
8.658,70.5,669.87,13,39,48,55.538,52,87.57,58.347,97.726,91.0,87.0,10,12,6,36,5,27,41.4,44.8,1.123,26,7.7,5,0.638,0.143,32,0.671,0,0
8.066,61.5,636.89,13,44,45,54.097,48,89.119,57.625,100.474,92.0,89.0,16,11,6,34,5,17,38.2,49.4,1.129,18,7.156,4,0.608,0.141,22,0.647,0,0
6.357,64.0,573.74,10,35,43,50.352,47,77.752,53.017,86.976,82.0,78.0,7,7,4,36,3,28,46.2,44.9,1.115,29,7.356,3,0.646,0.122,31,0.68,0,0
5.824,47.0,487.63,10,29,34,39.388,36,63.832,41.29,71.069,65.0,63.0,8,10,6,24,2,18,38.1,46.0,1.128,16,7.74,3,0.625,0.154,20,0.655,0,0
8.222,72.5,699.9,15,41,50,57.78,54,91.781,60.563,102.351,95.0,91.0,11,13,7,37,5,27,40.7,45.1,1.125,26,7.691,5,0.635,0.158,32,0.666,0,0
8.0,70.5,669.87,12,39,48,55.538,52,87.57,58.347,97.726,91.0,87.0,10,12,6,36,5,27,41.4,44.8,1.123,26,7.7,5,0.638,0.132,32,0.671,0,0
8.161,58.5,610.85,14,42,43,51.571,45,85.236,54.864,96.058,87.0,85.0,14,11,6,32,5,17,37.6,49.4,1.13,18,7.186,4,0.607,0.161,22,0.645,0,0
8.276,69.5,655.84,12,37,47,54.012,51,84.687,56.586,94.311,88.0,84.0,9,12,6,35,5,27,41.7,44.0,1.123,26,7.808,5,0.643,0.136,32,0.674,0,0
6.886,62.5,564.69,10,32,42,48.035,46,74.414,49.955,82.853,78.0,74.0,7,9,5,33,3,27,44.6,43.2,1.12,26,7.631,4,0.649,0.128,30,0.675,0,0
8.26,56.5,582.79,13,38,41,48.517,43,79.469,51.341,89.228,81.0,79.0,12,11,6,30,5,17,38.0,48.1,1.129,18,7.377,4,0.614,0.16,22,0.65,0,0
7.886,53.0,632.67,12,42,41,49.715,44,83.163,53.12,94.269,86.0,83.0,18,11,5,30,4,10,36.1,50.6,1.136,12,7.623,5,0.599,0.14,14,0.64,0,0
5.959,58.5,581.7,13,31,41,46.345,44,73.371,47.96,80.903,75.0,72.0,8,12,8,29,3,23,40.3,43.1,1.124,21,8.079,3,0.644,0.173,26,0.666,0,0
5.824,26.5,286.76,3,11,18,19.836,19,30.004,20.688,32.565,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.123,9,9.888,2,0.684,0.1,13,0.713,0,0
6.143,26.5,266.35,3,14,18,20.535,19,32.564,21.591,36.036,33.0,32.0,3,6,3,12,2,11,37.5,43.8,1.126,9,8.323,2,0.642,0.091,13,0.675,0,0
5.854,26.5,331.21,3,11,18,20.034,19,29.909,21.182,32.462,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.119,9,11.421,2,0.691,0.1,13,0.73,0,0
5.42,27.5,321.2,3,10,19,20.663,20,30.327,21.545,32.509,30.0,29.0,2,8,3,11,2,11,37.9,34.5,1.121,9,11.076,2,0.713,0.1,13,0.743,0,0
5.538,35.5,393.28,4,13,23,25.56,25,36.793,26.943,39.878,38.0,36.0,1,7,3,16,2,17,44.4,36.1,1.108,15,10.924,2,0.71,0.105,19,0.748,0,0
6.328,28.5,361.24,4,13,20,22.275,21,34.12,23.398,37.087,34.0,33.0,3,8,4,12,2,11,36.4,39.4,1.124,9,10.947,2,0.675,0.118,13,0.709,0,0
6.854,25.5,272.73,3,9,17,18.309,18,27.12,18.926,29.15,27.0,26.0,1,7,3,10,2,11,38.5,34.6,1.121,9,10.49,2,0.704,0.111,13,0.728,0,0
6.367,27.5,321.2,3,10,19,20.663,20,30.327,21.545,32.509,30.0,29.0,2,8,3,11,2,11,37.9,34.5,1.121,9,11.076,2,0.713,0.1,13,0.743,0,0
6.0,26.5,266.35,3,14,18,20.535,19,32.564,21.591,36.036,33.0,32.0,3,6,3,12,2,11,37.5,43.8,1.126,9,8.323,2,0.642,0.091,13,0.675,0,0
5.229,28.5,359.27,3,15,20,23.087,21,35.676,24.705,39.293,36.0,35.0,4,7,3,13,2,11,37.1,42.9,1.123,9,10.265,2,0.66,0.083,13,0.706,0,0
5.6,25.5,317.18,3,9,17,18.507,18,27.025,19.421,29.047,27.0,26.0,1,7,3,10,2,11,38.5,34.6,1.117,9,12.199,2,0.712,0.111,13,0.747,0,0
6.114,26.5,270.31,3,11,18,19.392,19,30.193,19.767,32.961,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.137,9,9.321,2,0.669,0.1,13,0.682,1,0
5.699,26.5,351.62,3,8,18,19.334,19,27.349,20.278,28.991,27.0,26.0,1,8,3,10,2,11,38.5,30.8,1.115,9,13.524,2,0.744,0.111,13,0.78,0,0
8.092,28.5,360.26,4,14,20,22.582,21,34.894,23.949,38.376,35.0,34.0,3,8,3,12,2,11,35.3,41.2,1.129,9,10.596,3,0.664,0.114,13,0.704,0,0
5.0,26.5,286.76,3,11,18,19.836,19,30.004,20.688,32.565,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.123,9,9.888,2,0.684,0.1,13,0.713,0,0
6.77,27.5,365.65,3,10,19,20.861,20,30.233,22.04,32.406,30.0,29.0,2,8,3,11,2,11,37.9,34.5,1.117,9,12.609,2,0.719,0.1,13,0.76,0,0
4.886,26.5,335.17,3,8,18,18.89,19,27.538,19.358,29.387,27.0,26.0,1,8,3,10,2,11,38.5,30.8,1.13,9,12.891,2,0.727,0.111,13,0.745,1,0
7.276,28.5,359.27,4,15,20,23.087,21,35.676,24.705,39.293,36.0,35.0,4,7,3,13,2,11,37.1,42.9,1.123,9,10.265,2,0.66,0.111,13,0.706,0,0
6.31,29.5,377.24,5,13,21,22.99,22,35.447,23.852,38.296,35.0,34.0,3,9,5,12,2,11,35.3,38.2,1.126,9,11.095,2,0.676,0.143,13,0.702,0,0
6.854,26.5,331.21,3,11,18,20.034,19,29.909,21.182,32.462,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.119,9,11.421,2,0.691,0.1,13,0.73,0,0
5.377,26.5,266.35,3,14,18,20.535,19,32.564,21.591,36.036,33.0,32.0,3,6,3,12,2,11,37.5,43.8,1.126,9,8.323,2,0.642,0.091,13,0.675,0,0
5.569,30.5,362.18,4,8,20,20.431,21,29.898,20.574,31.549,29.0,28.0,1,10,5,10,4,11,35.7,28.6,1.127,9,12.935,3,0.73,0.138,15,0.735,0,0
6.638,26.5,396.07,3,8,18,19.532,19,27.255,20.773,28.889,27.0,26.0,1,8,3,10,2,11,38.5,30.8,1.111,9,15.233,2,0.751,0.111,13,0.799,0,0
4.854,27.5,321.2,3,10,19,20.663,20,30.327,21.545,32.509,30.0,29.0,2,8,3,11,2,11,37.9,34.5,1.121,9,11.076,2,0.713,0.1,13,0.743,0,0
7.569,29.5,308.44,5,20,21,25.116,22,41.214,26.875,46.282,42.0,41.0,6,6,3,15,2,11,36.6,48.8,1.129,9,7.523,2,0.613,0.119,13,0.655,0,0
4.721,30.5,362.18,4,8,20,20.431,21,29.898,20.574,31.549,29.0,28.0,1,10,5,10,4,11,35.7,28.6,1.127,9,12.935,3,0.73,0.138,15,0.735,0,0
5.051,26.5,331.21,3,11,18,20.034,19,29.909,21.182,32.462,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.119,9,11.421,2,0.691,0.1,13,0.73,0,0
6.076,27.5,345.24,3,13,19,21.56,20,32.793,22.943,35.878,33.0,32.0,3,7,3,12,2,11,37.5,40.6,1.121,9,10.789,2,0.674,0.091,13,0.717,0,0
6.31,27.5,410.1,3,10,19,21.059,20,30.138,22.534,32.304,30.0,29.0,2,8,3,11,2,11,37.9,34.5,1.114,9,14.141,2,0.726,0.1,13,0.777,0,0
6.959,29.5,438.16,5,14,21,24.112,22,35.905,26.057,39.134,36.0,35.0,4,8,3,13,2,11,37.1,40.0,1.118,9,12.519,2,0.689,0.139,13,0.744,0,0
7.149,26.5,351.62,3,8,18,19.334,19,27.349,20.278,28.991,27.0,26.0,1,8,3,10,2,11,38.5,30.8,1.115,9,13.524,2,0.744,0.111,13,0.78,0,0
7.357,27.5,345.24,3,13,19,21.56,20,32.793,22.943,35.878,33.0,32.0,3,7,3,12,2,11,37.5,40.6,1.121,9,10.789,2,0.674,0.091,13,0.717,0,0
6.208,26.5,331.21,3,11,18,20.034,19,29.909,21.182,32.462,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.119,9,11.421,2,0.691,0.1,13,0.73,0,0
6.26,27.5,386.06,3,7,19,20.162,20,27.673,21.136,28.935,27.0,26.0,1,9,3,10,2,11,38.5,26.9,1.113,9,14.848,2,0.775,0.111,13,0.813,0,0
6.569,27.5,280.38,3,16,19,22.062,20,35.447,23.352,39.451,36.0,35.0,4,6,3,13,2,11,37.1,45.7,1.127,9,8.011,2,0.63,0.083,13,0.667,0,0
6.921,35.5,393.28,4,13,23,25.56,25,36.793,26.943,39.878,38.0,36.0,1,7,3,16,2,17,44.4,36.1,1.108,15,10.924,2,0.71,0.105,19,0.748,0,0
8.959,36.0,410.32,4,16,24,27.109,26,40.778,28.71,44.791,42.0,40.0,3,8,3,16,2,16,40.0,40.0,1.12,13,10.258,3,0.678,0.095,18,0.718,0,0
6.569,28.5,359.27,4,15,20,23.087,21,35.676,24.705,39.293,36.0,35.0,4,7,3,13,2,11,37.1,42.9,1.123,9,10.265,2,0.66,0.111,13,0.706,0,0
6.638,26.5,351.62,3,8,18,19.334,19,27.349,20.278,28.991,27.0,26.0,1,8,3,10,2,11,38.5,30.8,1.115,9,13.524,2,0.744,0.111,13,0.78,0,0
7.79,35.5,393.28,4,13,23,25.56,25,36.793,26.943,39.878,38.0,36.0,1,7,3,16,2,17,44.4,36.1,1.108,15,10.924,2,0.71,0.105,19,0.748,0,0
4.046,30.5,297.32,4,11,20,20.933,21,32.553,20.983,35.123,32.0,31.0,2,9,5,11,4,11,35.5,35.5,1.133,9,9.591,3,0.675,0.125,15,0.677,0,0
6.959,33.0,367.24,3,11,21,23.034,23,32.909,24.182,35.462,34.0,32.0,1,7,3,14,2,16,43.8,34.4,1.108,13,11.476,2,0.72,0.088,18,0.756,0,0
5.745,26.5,331.21,3,11,18,20.034,19,29.909,21.182,32.462,30.0,29.0,2,7,3,11,2,11,37.9,37.9,1.119,9,11.421,2,0.691,0.1,13,0.73,0,0
5.155,80.0,864.12,24,61,62,73.236,64,124.17,76.597,140.002,125.0,123.0,22,18,11,44,8,16,35.8,49.6,1.138,22,7.025,7,0.595,0.192,24,0.623,0,0
4.854,54.0,482.58,7,26,36,40.74,40,62.436,42.216,69.398,66.0,62.0,5,8,4,28,3,22,45.2,41.9,1.119,23,7.784,4,0.657,0.106,25,0.681,0,0
5.155,52.5,466.57,7,26,35,40.224,39,61.116,41.966,67.817,65.0,61.0,5,6,4,29,2,23,47.5,42.6,1.112,24,7.649,2,0.659,0.108,25,0.688,0,0
5.222,88.0,910.19,24,63,66,78.048,69,129.726,81.904,146.208,132.0,129.0,21,17,10,49,8,22,38.0,48.8,1.133,28,7.056,7,0.605,0.182,30,0.635,0,0
5.097,76.0,806.03,22,55,58,67.941,60,114.192,70.859,128.547,115.0,113.0,19,17,10,41,8,16,36.3,48.7,1.138,22,7.133,7,0.601,0.191,24,0.627,0,0
5.553,79.0,848.12,24,61,61,72.521,63,122.843,76.143,138.793,124.0,122.0,22,17,10,44,8,16,36.1,50.0,1.138,22,6.952,7,0.594,0.194,24,0.624,0,0
5.444,76.0,806.03,22,55,58,67.941,60,114.192,70.859,128.547,115.0,113.0,19,17,10,41,8,16,36.3,48.7,1.138,22,7.133,7,0.601,0.191,24,0.627,0,0
4.0,75.0,806.08,23,59,58,69.28,60,117.632,72.927,133.168,119.0,117.0,21,16,9,42,7,16,35.9,50.4,1.138,21,6.89,7,0.592,0.193,23,0.623,0,0
5.62,52.0,571.75,7,41,41,48.593,43,82.705,50.915,93.431,84.0,82.0,17,12,7,29,6,6,35.4,50.0,1.139,12,6.973,5,0.593,0.083,12,0.621,0,0
5.0,70.0,734.94,20,50,53,62.151,55,103.996,64.875,117.009,105.0,103.0,17,15,9,38,7,16,36.9,48.5,1.136,21,7.135,6,0.603,0.19,23,0.63,0,0
9.533,53.0,520.57,10,28,38,42.808,42,67.316,43.75,73.697,70.0,66.0,9,9,9,29,2,18,43.9,42.4,1.117,20,7.887,0,0.649,0.143,20,0.663,0,0
6.087,34.0,399.31,4,11,22,24.221,24,33.985,25.83,36.382,35.0,33.0,1,8,3,14,2,16,42.4,33.3,1.102,13,12.1,2,0.734,0.114,18,0.783,0,0
6.735,36.0,427.37,5,15,24,27.274,26,39.753,29.352,43.213,41.0,39.0,3,8,3,16,2,16,41.0,38.5,1.108,13,10.958,2,0.699,0.122,18,0.753,0,0
9.959,48.0,510.69,12,38,37,44.814,40,75.072,47.444,84.727,78.0,75.0,15,8,6,29,2,12,38.7,50.7,1.13,14,6.809,2,0.598,0.154,14,0.633,0,0
5.0,71.5,799.05,24,58,57,67.489,58,116.177,70.626,131.46,116.0,115.0,22,18,10,39,8,11,33.9,50.4,1.143,17,6.948,8,0.587,0.207,19,0.614,0,0
5.839,35.0,415.31,5,11,23,24.935,25,35.313,26.284,37.592,36.0,34.0,1,9,4,14,2,16,41.2,32.4,1.106,13,12.215,2,0.733,0.139,18,0.773,0,0
6.999,36.0,427.37,4,15,24,27.274,26,39.753,29.352,43.213,41.0,39.0,3,8,3,16,2,16,41.0,38.5,1.108,13,10.958,2,0.699,0.098,18,0.753,0,0
6.476,36.0,429.34,5,13,24,26.462,26,38.196,28.046,41.007,39.0,37.0,2,9,4,15,2,16,40.5,35.1,1.108,13,11.604,2,0.715,0.128,18,0.758,0,0
5.0,74.0,825.08,24,60,59,70.215,60,120.068,73.592,135.504,120.0,119.0,22,17,11,42,8,12,35.3,50.4,1.139,20,6.933,6,0.59,0.2,20,0.618,0,0
9.736,54.0,539.65,10,29,38,43.302,41,68.167,44.949,74.906,70.0,67.0,8,10,8,28,4,18,41.8,43.3,1.118,20,8.054,1,0.646,0.143,22,0.671,0,0
9.523,52.0,506.54,8,26,37,41.282,41,64.433,41.989,70.282,67.0,63.0,7,9,9,28,2,18,44.4,41.3,1.116,21,8.04,0,0.655,0.119,20,0.666,0,0
6.501,35.0,413.34,4,13,23,25.747,25,36.869,27.591,39.798,38.0,36.0,2,8,3,15,2,16,41.7,36.1,1.105,13,11.482,2,0.715,0.105,18,0.766,0,0
9.26,46.0,482.63,10,34,35,41.76,38,69.305,43.921,77.896,72.0,69.0,13,8,6,27,2,12,39.1,49.3,1.129,14,6.995,2,0.605,0.139,14,0.637,0,0
7.344,43.0,440.54,8,28,32,37.18,35,60.654,38.637,67.651,63.0,60.0,10,8,6,24,2,12,40.0,46.7,1.128,14,7.342,2,0.62,0.127,14,0.644,0,0
5.719,24.0,323.21,3,7,16,17.167,17,24.218,18.307,25.552,24.0,23.0,1,8,3,8,2,10,34.8,30.4,1.111,7,14.053,2,0.746,0.125,12,0.796,0,0
8.602,61.0,592.62,8,27,43,46.658,47,72.069,47.006,79.457,74.0,70.0,7,12,5,31,2,24,44.3,38.6,1.135,24,8.466,4,0.667,0.108,26,0.672,3,0
7.77,60.0,576.62,7,27,42,45.943,46,70.741,46.551,78.248,73.0,69.0,7,11,4,31,2,24,44.9,39.1,1.134,24,8.357,4,0.666,0.096,26,0.675,3,0
10.469,48.0,510.69,12,38,37,44.814,40,75.072,47.444,84.727,78.0,75.0,15,8,6,29,2,12,38.7,50.7,1.13,14,6.809,2,0.598,0.154,14,0.633,0,0
5.585,35.0,413.34,5,13,23,25.747,25,36.869,27.591,39.798,38.0,36.0,2,8,3,15,2,16,41.7,36.1,1.105,13,11.482,2,0.715,0.132,18,0.766,0,0
5.804,44.0,404.46,5,20,30,33.159,33,50.785,33.932,56.152,53.0,50.0,4,8,4,22,2,18,44.0,40.0,1.123,18,8.089,4,0.663,0.094,20,0.679,0,0
8.187,59.0,562.59,7,25,41,44.416,45,67.858,44.79,74.832,70.0,66.0,6,11,4,30,2,24,45.5,37.9,1.134,24,8.524,4,0.673,0.1,26,0.679,3,0
9.092,47.0,496.66,11,36,36,43.287,39,72.189,45.682,81.311,75.0,72.0,14,8,6,28,2,12,38.9,50.0,1.129,14,6.898,2,0.601,0.147,14,0.634,0,0
6.556,60.0,566.71,8,34,42,48.562,46,76.298,50.716,85.268,80.0,76.0,9,9,5,33,2,24,43.4,44.7,1.122,24,7.457,4,0.639,0.1,26,0.667,0,0
8.432,58.0,544.6,7,26,40,44.033,44,67.345,44.853,74.493,70.0,66.0,6,10,4,30,2,24,45.5,39.4,1.129,24,8.252,4,0.667,0.1,26,0.68,2,0
6.656,59.0,552.68,8,32,41,47.035,45,73.414,48.955,81.853,77.0,73.0,8,9,5,32,2,24,43.8,43.8,1.121,24,7.571,4,0.644,0.104,26,0.671,0,0
8.301,57.0,522.65,7,30,39,44.793,43,69.203,46.739,77.228,73.0,69.0,7,8,4,31,2,24,44.9,43.5,1.119,24,7.575,4,0.649,0.096,26,0.677,0,0
5.0,58.0,575.52,7,28,40,45.932,44,68.531,48.205,75.535,72.0,68.0,6,8,4,32,2,24,47.1,41.2,1.111,26,8.464,2,0.675,0.097,26,0.709,0,0
8.174,58.0,544.6,7,26,40,44.033,44,67.345,44.853,74.493,70.0,66.0,6,10,4,30,2,24,45.5,39.4,1.129,24,8.252,4,0.667,0.1,26,0.68,2,0
6.991,66.0,584.72,8,32,44,50.32,49,76.087,52.5,84.644,81.0,76.0,6,8,4,36,2,30,47.4,42.1,1.114,30,7.694,4,0.662,0.099,32,0.691,0,0
7.335,60.0,607.52,9,28,42,47.362,46,71.185,49.114,77.954,74.0,70.0,6,10,6,32,2,24,45.7,40.0,1.114,26,8.679,2,0.677,0.122,26,0.702,0,0
5.0,90.0,939.24,27,66,68,80.596,71,134.712,84.671,152.121,137.0,134.0,22,18,10,50,8,22,37.3,49.3,1.135,28,7.009,8,0.601,0.197,30,0.632,0,0
8.62,59.0,562.59,7,25,41,44.416,45,67.858,44.79,74.832,70.0,66.0,6,11,4,30,2,24,45.5,37.9,1.134,24,8.524,4,0.673,0.1,26,0.679,3,0
6.889,58.0,577.49,8,26,40,45.12,44,66.974,46.898,73.329,70.0,66.0,5,9,5,31,2,24,47.0,39.4,1.111,26,8.75,2,0.684,0.114,26,0.711,0,0
6.807,57.0,561.49,7,26,39,44.405,43,65.647,46.443,72.12,69.0,65.0,5,8,4,31,2,24,47.7,40.0,1.11,26,8.638,2,0.683,0.101,26,0.715,0,0
5.959,84.0,918.27,24,71,66,80.155,68,137.261,84.95,155.869,139.0,137.0,27,17,10,49,8,16,35.8,51.8,1.138,22,6.703,7,0.585,0.173,24,0.62,0,0
5.0,75.0,788.06,12,57,57,68.038,60,114.421,71.711,129.543,117.0,114.0,21,15,8,42,7,16,36.8,50.0,1.136,21,6.913,7,0.597,0.103,23,0.629,0,0
6.836,54.0,528.71,8,36,39,46.374,43,74.854,49.023,84.474,79.0,75.0,13,8,4,31,2,18,41.3,48.0,1.126,18,7.049,4,0.618,0.101,20,0.654,0,0
