pXC50,nX,Mi,nBO,nSK,X.,SCBO,nF,nBT,Si,nAT,nDB,nN,MW,nCL,nHet,C.,nC,Sp,Se,Sv,N.,RBF,nAB,Me,nH,RBN,nHM,H.
8.523,0,1.12,52,50,0.0,69.0,0,94.0,103.072,92.0,8,0,730.92,0,14,39.1,36,60.739,93.636,58.015,0.0,0.17,18,1.018,42,16,2,45.7
6.693,0,1.124,26,24,0.0,33.5,0,47.0,50.571,45.0,2,3,343.49,0,6,40.0,18,30.426,44.989,28.422,6.7,0.128,11,1.0,21,6,1,46.7
8.409,0,1.126,19,18,0.0,24.0,0,38.0,41.654,37.0,2,1,245.35,0,3,40.5,15,23.767,36.709,22.192,2.7,0.105,6,0.992,19,4,0,51.4
9.071,0,1.126,19,18,0.0,24.0,0,38.0,41.654,37.0,2,1,245.35,0,3,40.5,15,23.767,36.709,22.192,2.7,0.132,6,0.992,19,5,0,51.4
7.42,3,1.141,62,59,2.5,75.0,3,121.0,134.648,118.0,7,4,849.13,0,16,36.4,43,74.2,119.265,70.418,3.4,0.116,12,1.011,59,14,1,50.0
8.658,0,1.13,17,16,0.0,22.0,0,31.0,33.907,30.0,2,2,218.28,0,4,40.0,12,19.489,30.16,18.633,6.7,0.097,6,1.005,14,3,0,46.7
6.633,0,1.125,18,17,0.0,23.0,0,35.0,38.239,34.0,2,1,231.32,0,3,41.2,14,22.006,33.825,20.665,2.9,0.086,6,0.995,17,3,0,50.0
8.886,0,1.131,18,17,0.0,23.0,0,34.0,37.322,33.0,2,2,232.31,0,4,39.4,13,21.25,33.043,20.16,6.1,0.088,6,1.001,16,3,0,48.5
8.745,0,1.111,26,24,0.0,34.0,0,47.0,49.989,45.0,2,1,339.49,0,4,44.4,20,31.176,44.669,28.906,2.2,0.128,12,0.993,21,6,1,46.7
8.745,3,1.151,38,37,4.3,46.0,3,70.0,79.414,69.0,5,3,527.6,0,12,36.2,25,42.739,70.945,41.932,4.3,0.143,6,1.028,32,10,0,46.4
5.352,0,1.109,22,20,0.0,30.0,0,37.0,38.824,35.0,2,1,265.33,0,3,48.6,17,24.245,34.942,23.139,2.9,0.081,12,0.998,15,3,0,42.9
8.959,0,1.116,32,29,0.0,42.5,0,53.0,55.78,50.0,2,3,407.53,0,7,44.0,22,34.881,50.316,33.137,6.0,0.132,17,1.006,21,7,1,42.0
9.086,0,1.106,30,27,0.0,40.0,0,50.0,51.992,47.0,2,2,396.57,0,6,44.7,21,34.068,46.963,31.588,4.3,0.12,16,0.999,20,6,2,42.6
8.523,0,1.112,30,27,0.0,40.0,0,50.0,52.282,47.0,2,2,380.5,0,6,44.7,21,32.875,47.214,31.116,4.3,0.12,16,1.005,20,6,1,42.6
7.47,0,1.115,22,20,0.0,29.5,0,39.0,41.239,37.0,2,1,267.35,0,3,45.9,17,25.006,36.825,23.665,2.7,0.077,11,0.995,17,3,0,45.9
6.452,0,1.116,32,29,0.0,42.5,0,53.0,55.78,50.0,2,3,407.53,0,7,44.0,22,34.881,50.316,33.137,6.0,0.132,17,1.006,21,7,1,42.0
8.022,0,1.114,33,30,0.0,44.0,0,53.0,55.7,50.0,3,2,424.51,0,8,44.0,22,34.784,50.869,33.545,4.0,0.132,16,1.017,20,7,1,40.0
7.602,5,1.158,46,44,6.2,54.0,5,83.0,93.837,81.0,5,4,632.7,0,15,35.8,29,49.904,83.723,49.3,4.9,0.12,6,1.034,37,10,0,45.7
7.699,3,1.141,61,57,2.8,74.0,3,112.0,123.197,108.0,7,4,821.02,0,17,37.0,40,68.608,110.057,66.026,3.7,0.098,12,1.019,51,11,1,47.2
8.921,3,1.155,37,36,4.6,46.0,3,66.0,75.082,65.0,6,4,514.56,0,13,35.4,23,40.222,67.28,39.899,6.2,0.136,6,1.035,29,9,0,44.6
7.337,4,1.139,64,61,3.4,77.0,3,122.0,135.512,119.0,7,4,915.64,1,18,36.1,43,76.705,120.665,72.433,3.4,0.123,12,1.014,58,15,3,48.7
9.0,3,1.151,36,35,4.3,43.0,3,70.0,79.41,69.0,4,3,497.62,0,10,36.2,25,42.591,70.174,41.029,4.3,0.114,6,1.017,34,8,0,49.3
7.208,0,1.139,48,45,0.0,60.0,0,86.0,94.518,83.0,7,6,626.74,0,15,36.1,30,52.307,84.694,50.99,7.2,0.14,10,1.02,38,12,0,45.8
6.409,0,1.108,29,26,0.0,40.0,0,43.0,44.325,40.0,2,2,346.36,0,6,50.0,20,28.398,40.814,28.063,5.0,0.093,18,1.02,14,4,0,35.0
8.699,3,1.15,38,37,4.3,47.0,3,70.0,79.334,69.0,6,3,547.66,0,13,34.8,24,43.387,71.021,42.119,4.3,0.129,6,1.029,32,9,1,46.4
7.347,3,1.164,28,28,5.4,32.0,3,56.0,65.164,56.0,4,3,407.49,0,10,32.1,18,33.307,57.523,32.449,5.4,0.125,0,1.027,28,7,0,50.0
8.699,3,1.16,35,35,4.2,40.0,3,72.0,83.533,72.0,5,4,506.64,0,12,31.9,23,42.813,73.487,41.292,5.6,0.153,0,1.021,37,11,0,51.4
4.07,4,1.175,26,24,12.5,36.0,4,34.0,37.594,32.0,0,6,336.28,0,10,43.8,14,22.068,34.312,23.242,18.8,0.088,16,1.072,8,3,0,25.0
6.896,0,1.112,23,21,0.0,31.0,0,40.0,42.239,38.0,2,1,279.36,0,3,47.4,18,26.006,37.825,24.665,2.6,0.1,12,0.995,17,4,0,44.7
9.301,0,1.11,30,27,0.0,40.0,0,49.0,51.075,46.0,2,3,397.56,0,7,43.5,20,33.313,46.182,31.082,6.5,0.122,16,1.004,19,6,2,41.3
6.548,0,1.106,30,27,0.0,40.0,0,50.0,51.992,47.0,2,2,396.57,0,6,44.7,21,34.068,46.963,31.588,4.3,0.12,16,0.999,20,6,2,42.6
6.688,0,1.112,30,27,0.0,40.0,0,50.0,52.282,47.0,2,2,380.5,0,6,44.7,21,32.875,47.214,31.116,4.3,0.12,16,1.005,20,6,1,42.6
6.71,3,1.162,34,33,4.5,38.0,3,67.0,76.703,66.0,4,4,478.58,0,12,31.8,21,39.29,67.719,38.238,6.1,0.104,0,1.026,33,7,0,50.0
8.284,3,1.155,38,37,4.5,48.0,3,67.0,76.211,66.0,7,4,550.62,0,15,33.3,22,41.324,68.683,40.801,6.1,0.149,6,1.041,29,10,1,43.9
4.0,0,1.131,44,41,0.0,52.0,0,76.0,82.575,73.0,5,0,580.59,0,14,37.0,27,45.545,75.72,45.436,0.0,0.145,6,1.037,32,11,0,43.8
6.0,3,1.161,39,38,4.2,45.0,3,73.0,83.62,72.0,6,5,549.62,0,15,31.9,23,43.205,74.476,42.689,6.9,0.151,0,1.034,34,11,0,47.2
7.569,0,1.137,48,45,0.0,61.0,0,84.0,92.102,81.0,8,6,624.72,0,15,37.0,30,51.546,82.811,50.464,7.4,0.143,10,1.022,36,12,0,44.4
7.367,0,1.14,48,45,0.0,61.0,0,83.0,91.186,80.0,8,7,625.71,0,16,36.3,29,50.79,82.029,49.958,8.8,0.145,10,1.025,35,12,0,43.8
7.328,0,1.139,49,46,0.0,61.0,0,89.0,97.933,86.0,7,6,640.77,0,15,36.0,31,54.068,87.578,52.517,7.0,0.135,10,1.018,40,12,0,46.5
7.77,0,1.14,46,43,0.0,57.0,0,84.0,92.308,81.0,6,6,598.73,0,14,35.8,29,50.853,82.367,49.276,7.4,0.143,10,1.017,38,12,0,46.9
7.62,0,1.137,48,45,0.0,61.0,0,84.0,92.102,81.0,8,6,624.72,0,15,37.0,30,51.546,82.811,50.464,7.4,0.143,10,1.022,36,12,0,44.4
7.377,0,1.139,47,44,0.0,59.0,0,83.0,91.102,80.0,7,6,612.71,0,15,36.3,29,50.546,81.811,49.464,7.5,0.145,10,1.023,36,12,0,45.0
7.569,0,1.14,49,46,0.0,62.0,0,86.0,94.601,83.0,8,7,639.74,0,16,36.1,30,52.551,84.912,51.485,8.4,0.14,10,1.023,37,12,0,44.6
7.208,0,1.14,46,43,0.0,56.0,0,88.0,96.929,85.0,5,6,598.78,0,13,35.3,30,52.921,85.807,50.614,7.1,0.136,10,1.009,42,12,0,49.4
7.456,0,1.139,47,44,0.0,59.0,0,83.0,91.102,80.0,7,6,612.71,0,15,36.3,29,50.546,81.811,49.464,7.5,0.145,10,1.023,36,12,0,45.0
7.699,0,1.14,48,46,0.0,59.0,0,90.0,100.348,88.0,8,6,642.79,0,15,35.2,31,54.83,89.461,53.044,6.8,0.156,6,1.017,42,14,0,47.7
7.481,0,1.139,48,45,0.0,60.0,0,86.0,94.518,83.0,7,6,626.74,0,15,36.1,30,52.307,84.694,50.99,7.2,0.14,10,1.02,38,12,0,45.8
7.638,0,1.139,49,46,0.0,61.0,0,89.0,97.933,86.0,7,6,640.77,0,15,36.0,31,54.068,87.578,52.517,7.0,0.135,10,1.018,40,12,0,46.5
7.523,0,1.139,48,45,0.0,60.0,0,86.0,94.518,83.0,7,6,626.74,0,15,36.1,30,52.307,84.694,50.99,7.2,0.14,10,1.02,38,12,0,45.8
7.921,3,1.151,43,41,3.8,51.0,3,80.0,89.742,78.0,5,4,582.69,0,13,35.9,28,48.267,79.814,47.007,5.1,0.113,6,1.023,37,9,0,47.4
8.119,0,1.132,48,45,0.0,61.0,0,86.0,93.936,83.0,5,4,622.74,0,13,38.6,32,53.057,84.374,51.474,4.8,0.163,16,1.017,38,14,0,45.8
7.854,0,1.137,49,46,0.0,62.0,0,87.0,95.518,84.0,8,6,638.75,0,15,36.9,31,53.307,85.694,51.99,7.1,0.138,10,1.02,38,12,0,45.2
7.678,0,1.139,48,46,0.0,60.0,0,88.0,97.933,86.0,9,6,640.77,0,15,36.0,31,54.068,87.578,52.517,7.0,0.159,6,1.018,40,14,0,46.5
8.18,0,1.146,41,40,0.0,49.0,0,78.0,88.229,77.0,8,5,567.67,0,15,32.5,25,46.756,78.92,45.684,6.5,0.167,0,1.025,37,13,0,48.1
7.553,3,1.159,41,40,4.2,49.0,3,73.0,83.414,72.0,8,5,575.61,0,16,33.3,24,43.898,74.92,43.877,6.9,0.151,0,1.041,32,11,0,44.4
7.538,3,1.161,39,38,4.2,45.0,3,73.0,83.62,72.0,6,5,549.62,0,15,31.9,23,43.205,74.476,42.689,6.9,0.151,0,1.034,34,11,0,47.2
8.18,0,1.144,41,40,0.0,50.0,0,76.0,85.814,75.0,9,5,565.65,0,15,33.3,25,45.994,77.036,45.157,6.7,0.171,0,1.027,35,13,0,46.7
5.0,0,1.135,58,53,0.0,69.0,0,111.0,120.261,106.0,8,5,756.03,0,15,35.8,38,67.04,106.738,63.37,4.7,0.063,6,1.007,53,7,1,50.0
6.0,3,1.16,37,36,4.5,44.0,3,67.0,76.58,66.0,7,5,517.57,0,14,33.3,22,40.228,68.381,39.921,7.6,0.134,0,1.036,30,9,0,45.5
7.62,4,1.141,52,49,4.6,65.0,3,90.0,99.231,87.0,7,4,727.27,1,16,37.9,33,56.989,89.425,55.263,4.6,0.122,12,1.028,38,11,2,43.7
6.764,3,1.161,32,32,4.5,36.0,3,66.0,76.619,66.0,4,3,465.58,0,11,31.8,21,39.046,67.501,37.744,4.5,0.136,0,1.023,34,9,0,51.5
7.824,4,1.141,52,49,4.6,65.0,3,90.0,99.231,87.0,7,4,727.27,1,16,37.9,33,56.989,89.425,55.263,4.6,0.122,12,1.028,38,11,2,43.7
6.678,3,1.162,29,28,5.2,32.0,3,59.0,67.37,58.0,3,3,405.52,0,9,32.8,19,34.614,59.079,33.261,5.2,0.102,0,1.019,30,6,0,51.7
4.398,0,1.128,31,29,0.0,40.0,0,56.0,60.9,54.0,3,3,395.5,0,7,40.7,22,35.211,54.334,33.718,5.6,0.107,12,1.006,25,6,0,46.3
7.036,0,1.117,23,21,0.0,31.0,0,39.0,41.322,37.0,2,2,280.35,0,4,45.9,17,25.25,37.043,24.16,5.4,0.077,12,1.001,16,3,0,43.2
7.699,1,1.113,24,22,2.7,32.0,0,39.0,41.163,37.0,2,2,359.24,0,5,45.9,17,26.603,37.273,25.185,5.4,0.077,12,1.007,15,3,1,40.5
9.092,2,1.15,36,35,2.9,43.0,2,70.0,79.363,69.0,4,4,496.62,0,11,34.8,24,42.353,70.207,40.855,5.8,0.157,6,1.017,34,11,0,49.3
7.585,3,1.15,31,30,6.0,40.0,3,51.0,57.504,50.0,6,3,423.43,0,10,40.0,20,32.262,51.989,32.341,6.0,0.137,6,1.04,20,7,0,40.0
8.097,3,1.152,37,36,4.4,45.0,3,69.0,78.334,68.0,5,3,535.65,0,13,33.8,23,42.387,70.021,41.119,4.4,0.145,6,1.03,32,10,1,47.1
7.357,0,1.117,23,21,0.0,31.0,0,39.0,41.322,37.0,2,2,280.35,0,4,45.9,17,25.25,37.043,24.16,5.4,0.077,12,1.001,16,3,0,43.2
8.456,2,1.146,48,47,2.0,56.0,2,102.0,115.724,101.0,5,4,664.93,0,12,34.7,35,61.421,101.37,57.838,4.0,0.176,6,1.004,54,18,0,53.5
8.509,3,1.152,36,35,4.5,43.0,3,68.0,77.204,67.0,4,3,499.59,0,11,35.8,24,41.284,68.618,40.217,4.5,0.132,6,1.024,32,9,0,47.8
9.187,2,1.149,38,37,2.8,46.0,2,72.0,81.572,71.0,5,4,524.63,0,12,35.2,25,43.807,72.534,42.57,5.6,0.153,6,1.022,34,11,0,47.9
8.796,2,1.141,45,43,2.4,55.0,2,87.0,97.024,85.0,4,4,600.78,0,11,37.6,32,53.398,85.741,50.962,4.7,0.172,12,1.009,42,15,0,49.4
6.319,3,1.14,40,38,4.7,52.0,3,66.0,72.959,64.0,6,3,529.56,0,11,42.2,27,42.0,65.967,41.636,4.7,0.136,12,1.031,26,9,0,40.6
5.046,3,1.151,33,31,6.0,41.0,3,52.0,57.554,50.0,5,2,464.46,0,13,36.0,18,32.267,52.945,32.651,4.0,0.115,6,1.059,19,6,1,38.0
6.155,0,1.126,32,29,0.0,40.5,0,53.0,56.281,50.0,3,5,431.59,0,10,38.0,19,34.779,50.713,32.84,10.0,0.151,11,1.014,21,8,2,42.0
6.155,3,1.15,32,30,6.1,40.0,3,51.0,56.344,49.0,5,2,448.46,0,12,36.7,18,31.813,51.618,31.937,4.1,0.098,6,1.053,19,5,1,38.8
5.824,0,1.125,20,19,0.0,23.0,0,37.0,40.498,36.0,3,1,303.44,0,7,33.3,12,24.21,36.633,22.469,2.8,0.108,0,1.018,17,4,2,47.2
6.824,3,1.151,31,29,6.5,39.0,3,48.0,52.929,46.0,5,2,434.43,0,12,37.0,17,30.051,48.734,30.41,4.3,0.104,6,1.059,17,5,1,37.0
6.398,0,1.129,34,32,0.0,44.0,0,56.0,60.953,54.0,7,2,466.51,0,12,37.0,20,35.364,56.062,34.931,3.7,0.143,6,1.038,22,8,1,40.7
5.699,3,1.151,31,29,6.5,39.0,3,48.0,52.929,46.0,5,2,434.43,0,12,37.0,17,30.051,48.734,30.41,4.3,0.104,6,1.059,17,5,1,37.0
5.699,5,1.157,49,47,5.8,58.0,5,88.0,99.462,86.0,6,4,674.74,0,16,36.0,31,53.12,88.934,52.542,4.7,0.125,6,1.034,39,11,0,45.3
4.921,3,1.148,29,27,6.8,35.0,3,46.0,50.51,44.0,3,2,402.43,0,10,38.6,17,29.142,46.08,28.98,4.5,0.109,6,1.047,17,5,1,38.6
4.854,3,1.168,28,27,7.0,34.0,3,44.0,50.221,43.0,6,3,415.39,0,14,30.2,13,26.75,46.28,27.619,7.0,0.091,0,1.076,16,4,1,37.2
6.222,0,1.11,31,28,0.0,40.0,0,54.0,56.614,51.0,3,1,393.54,0,5,45.1,23,35.392,50.88,33.148,2.0,0.13,12,0.998,23,7,1,45.1
7.602,5,1.155,51,49,5.4,60.0,5,94.0,106.292,92.0,6,4,702.8,0,16,35.9,33,56.643,94.701,55.595,4.3,0.128,6,1.029,43,12,0,46.7
6.0,0,1.108,30,27,0.0,39.0,0,51.0,53.199,48.0,3,1,379.51,0,5,45.8,22,33.631,47.996,31.621,2.1,0.118,12,1.0,21,6,1,43.8
4.699,3,1.15,32,30,6.1,40.0,3,51.0,56.344,49.0,5,2,448.46,0,12,36.7,18,31.813,51.618,31.937,4.1,0.098,6,1.053,19,5,1,38.8
6.155,0,1.123,37,34,0.0,48.0,0,63.0,67.365,60.0,5,2,486.59,0,10,40.0,24,39.977,61.174,38.555,3.3,0.143,12,1.02,26,9,1,43.3
4.699,0,1.127,27,25,0.0,34.0,0,48.0,51.827,46.0,4,1,367.46,0,8,37.0,17,29.994,46.978,28.765,2.2,0.104,6,1.021,21,5,1,45.7
7.602,5,1.156,50,48,5.6,59.0,5,91.0,102.877,89.0,6,4,688.77,0,16,36.0,32,54.881,91.817,54.068,4.5,0.132,6,1.032,41,12,0,46.1
5.301,0,1.119,36,33,0.0,47.0,0,59.0,62.661,56.0,5,1,473.54,0,10,41.1,23,37.665,57.516,36.722,1.8,0.153,12,1.027,23,9,1,41.1
4.921,0,1.125,20,19,0.0,23.0,0,37.0,40.498,36.0,3,1,303.44,0,7,33.3,12,24.21,36.633,22.469,2.8,0.108,0,1.018,17,4,2,47.2
5.398,0,1.123,37,34,0.0,48.0,0,63.0,67.365,60.0,5,2,486.59,0,10,40.0,24,39.977,61.174,38.555,3.3,0.143,12,1.02,26,9,1,43.3
4.793,0,1.129,51,49,0.0,68.0,0,94.0,103.846,92.0,6,5,669.85,0,12,40.2,37,59.677,92.589,57.12,5.4,0.138,18,1.006,43,13,0,46.7
4.0,0,1.137,20,19,0.0,23.0,0,41.0,45.488,40.0,3,1,267.36,0,5,35.0,14,24.438,40.247,23.149,2.5,0.098,0,1.006,21,4,0,52.5
5.097,5,1.157,46,44,6.3,55.0,5,81.0,91.422,79.0,6,4,630.68,0,15,36.7,29,49.142,81.839,48.773,5.1,0.111,6,1.036,35,9,0,44.3
5.0,0,1.121,26,24,0.0,32.0,0,45.0,48.202,43.0,3,1,349.44,0,7,39.5,17,28.779,43.767,27.524,2.3,0.133,6,1.018,19,6,1,44.2
5.398,3,1.167,23,22,8.3,27.0,3,37.0,42.015,36.0,4,1,345.33,0,11,30.6,11,22.284,38.749,22.862,2.8,0.108,0,1.076,14,4,1,38.9
6.495,4,1.141,51,49,4.7,65.0,3,87.0,97.025,85.0,8,4,729.24,1,17,37.6,32,55.682,87.869,54.451,4.7,0.138,12,1.034,36,12,2,42.4
6.699,3,1.15,32,30,6.1,40.0,3,51.0,56.344,49.0,5,2,448.46,0,12,36.7,18,31.813,51.618,31.937,4.1,0.098,6,1.053,19,5,1,38.8
6.097,3,1.151,33,31,6.0,41.0,3,52.0,57.554,50.0,5,2,464.46,0,13,36.0,18,32.267,52.945,32.651,4.0,0.115,6,1.059,19,6,1,38.0
7.444,6,1.156,48,46,8.1,61.0,6,76.0,85.516,74.0,7,4,654.62,0,16,40.5,30,47.796,77.701,48.576,5.4,0.158,12,1.05,28,12,0,37.8
5.421,0,1.101,27,24,0.0,36.0,0,42.0,42.953,39.0,3,1,337.42,0,5,48.7,19,28.347,39.345,27.041,2.6,0.119,12,1.009,15,5,1,38.5
5.301,0,1.126,26,24,0.0,33.0,0,45.0,48.412,43.0,4,1,353.43,0,8,37.2,16,28.233,44.094,27.239,2.3,0.111,6,1.025,19,5,1,44.2
6.398,0,1.117,30,28,0.0,37.0,0,53.0,56.953,51.0,4,1,421.58,0,8,39.2,20,34.949,51.611,32.764,2.0,0.151,6,1.012,23,8,2,45.1
5.523,3,1.149,33,31,5.8,41.0,3,54.0,59.759,52.0,5,2,462.49,0,12,36.5,19,33.574,54.502,33.463,3.8,0.111,6,1.048,21,6,1,40.4
5.0,0,1.127,48,44,0.0,61.5,0,77.0,82.279,73.0,5,5,623.7,0,15,39.7,29,48.903,75.134,48.049,6.8,0.169,17,1.029,29,13,1,39.7
7.921,3,1.151,43,41,3.8,51.0,3,80.0,89.742,78.0,5,4,582.69,0,13,35.9,28,48.267,79.814,47.007,5.1,0.113,6,1.023,37,9,0,47.4
6.783,0,1.126,31,30,0.0,42.0,0,53.0,58.534,52.0,5,2,434.51,0,10,38.5,20,34.455,53.407,33.502,3.8,0.17,12,1.027,22,9,1,42.3
7.651,5,1.158,46,44,6.2,54.0,5,83.0,93.837,81.0,5,4,632.7,0,15,35.8,29,49.904,83.723,49.3,4.9,0.12,6,1.034,37,10,0,45.7
4.398,0,1.139,15,14,0.0,18.0,0,24.0,26.206,23.0,3,1,199.18,0,6,34.8,8,14.324,24.273,14.703,4.3,0.083,0,1.055,9,2,0,39.1
5.201,3,1.16,37,36,4.2,42.0,3,72.0,82.327,71.0,5,4,520.62,0,13,32.4,23,42.506,72.93,41.48,5.6,0.111,0,1.027,35,8,0,49.3
5.337,0,1.134,26,26,0.0,30.0,0,62.0,70.311,62.0,4,0,364.58,0,4,35.5,22,37.523,61.214,34.342,0.0,0.242,0,0.987,36,15,0,58.1
5.886,0,1.127,30,28,0.0,38.0,0,51.0,55.246,49.0,5,1,411.47,0,10,36.7,18,31.903,50.633,31.195,2.0,0.137,6,1.033,21,7,1,42.9
4.572,0,1.133,22,22,0.0,26.0,0,50.0,56.65,50.0,4,0,308.46,0,4,36.0,18,30.478,49.68,28.234,0.0,0.22,0,0.994,28,11,0,56.0
4.056,1,1.113,25,22,3.1,35.5,1,35.0,35.625,32.0,0,3,311.36,0,6,50.0,16,24.102,32.756,23.457,9.4,0.057,21,1.024,10,2,1,31.3
4.367,0,1.103,24,21,0.0,34.5,0,35.0,35.285,32.0,0,3,293.37,0,5,50.0,16,24.165,32.244,23.073,9.4,0.057,21,1.008,11,2,1,34.4
4.538,1,1.101,25,22,3.1,35.5,0,35.0,35.229,32.0,0,3,327.81,1,6,50.0,16,25.023,32.567,23.901,9.4,0.057,21,1.018,10,2,2,31.3
10.37,0,1.125,17,16,0.0,22.0,0,30.0,32.618,29.0,2,1,219.26,0,4,41.4,12,18.938,29.385,18.327,3.4,0.1,6,1.013,13,3,0,44.8
7.886,3,1.164,29,29,5.3,33.0,3,57.0,66.374,57.0,4,3,423.49,0,11,31.6,18,33.762,58.85,33.163,5.3,0.14,0,1.032,28,8,0,49.1
7.509,0,1.133,29,27,0.0,36.0,0,54.0,58.9,52.0,4,3,371.48,0,7,38.5,20,33.211,52.334,31.718,5.8,0.111,6,1.006,25,6,0,48.1
5.102,0,1.134,28,28,0.0,32.0,0,68.0,77.142,68.0,4,0,392.64,0,4,35.3,24,41.046,66.981,37.395,0.0,0.25,0,0.985,40,17,0,58.8
10.444,0,1.114,39,35,0.0,52.5,0,65.0,67.946,61.0,5,2,490.62,0,8,44.3,27,42.068,61.52,40.125,3.3,0.108,17,1.009,26,7,1,42.6
7.078,0,1.13,17,16,0.0,22.0,0,31.0,33.907,30.0,2,2,218.28,0,4,40.0,12,19.489,30.16,18.633,6.7,0.129,6,1.005,14,4,0,46.7
6.824,5,1.158,47,45,6.0,55.0,5,86.0,97.252,84.0,5,4,646.73,0,15,35.7,30,51.665,86.607,50.827,4.8,0.116,6,1.031,39,10,0,46.4
4.347,0,1.111,27,24,0.0,39.5,0,37.0,37.787,34.0,2,4,338.37,0,8,47.1,16,25.318,35.116,24.998,11.8,0.081,21,1.033,10,3,1,29.4
4.143,1,1.113,25,22,3.1,35.5,1,35.0,35.625,32.0,0,3,311.36,0,6,50.0,16,24.102,32.756,23.457,9.4,0.057,21,1.024,10,2,1,31.3
9.94,0,1.123,16,15,0.0,21.0,0,27.0,29.203,26.0,2,1,205.23,0,4,42.3,11,17.176,26.502,16.8,3.8,0.074,6,1.019,11,2,0,42.3
4.108,0,1.106,25,22,0.0,35.5,0,38.0,38.7,35.0,0,3,307.4,0,5,48.6,17,25.926,35.127,24.6,8.6,0.053,21,1.004,13,2,1,37.1
5.79,0,1.141,30,28,0.0,37.5,0,51.0,55.91,49.0,5,5,431.55,0,13,30.6,15,32.142,50.694,30.984,10.2,0.137,5,1.035,21,7,2,42.9
4.398,0,1.136,26,25,0.0,32.0,0,47.0,52.246,46.0,6,1,375.44,0,10,32.6,15,28.903,47.633,28.195,2.2,0.149,0,1.035,21,7,1,45.7
5.301,0,1.127,34,32,0.0,43.0,0,61.0,66.491,59.0,6,1,465.57,0,10,37.3,22,38.188,60.283,36.775,1.7,0.164,6,1.022,27,10,1,45.8
4.886,0,1.125,43,39,0.0,48.0,0,88.0,94.52,84.0,2,1,575.91,0,8,36.9,31,54.324,83.33,49.559,1.2,0.102,6,0.992,45,9,2,53.6
8.699,0,1.13,29,27,0.0,36.0,0,53.0,57.611,51.0,4,2,372.46,0,7,39.2,20,32.659,51.56,31.412,3.9,0.132,6,1.011,24,7,0,47.1
7.745,7,1.166,49,47,8.3,57.0,7,86.0,97.932,84.0,5,4,682.71,0,17,35.7,30,51.54,87.632,51.593,4.8,0.128,6,1.043,37,11,0,44.0
5.398,0,1.139,29,28,0.0,36.0,0,51.0,56.953,50.0,7,2,418.47,0,12,32.0,16,31.364,52.062,30.931,4.0,0.157,0,1.041,22,8,1,44.0
4.398,3,1.158,31,30,6.1,38.0,3,50.0,56.763,49.0,7,2,456.44,0,14,32.7,16,30.722,52.273,31.366,4.1,0.14,0,1.067,19,7,1,38.8
5.222,0,1.127,36,34,0.0,46.0,0,61.0,66.495,59.0,7,1,495.55,0,12,37.3,22,38.335,61.054,37.678,1.7,0.18,6,1.035,25,11,1,42.4
6.201,0,1.137,33,31,0.0,41.0,0,55.0,60.245,53.0,8,4,474.57,0,14,32.1,17,34.807,55.131,33.919,7.5,0.127,0,1.04,22,7,2,41.5
5.0,0,1.132,24,23,0.0,28.0,0,45.0,49.827,44.0,4,1,343.44,0,8,34.1,15,27.994,44.978,26.765,2.3,0.156,0,1.022,21,7,1,47.7
4.854,5,1.161,43,41,6.9,51.0,5,74.0,83.591,72.0,5,4,590.61,0,15,36.1,26,44.62,75.072,44.72,5.6,0.122,6,1.043,31,9,0,43.1
7.398,0,1.126,34,32,0.0,44.0,0,55.0,59.664,53.0,7,1,467.49,0,12,37.7,20,34.812,55.287,34.625,1.9,0.182,6,1.043,21,10,1,39.6
7.155,0,1.124,30,28,0.0,39.0,0,49.0,52.83,47.0,6,1,409.45,0,10,38.3,18,31.142,48.749,30.668,2.1,0.163,6,1.037,19,8,1,40.4
5.523,0,1.136,27,26,0.0,33.0,0,50.0,55.661,49.0,6,1,389.47,0,10,32.7,16,30.665,50.516,29.722,2.0,0.16,0,1.031,23,8,1,46.9
4.398,0,1.133,26,25,0.0,30.0,0,51.0,56.657,50.0,4,1,371.5,0,8,34.0,17,31.517,50.745,29.819,2.0,0.176,0,1.015,25,9,1,50.0
4.387,5,1.167,37,36,7.1,41.0,5,71.0,81.714,70.0,4,3,527.6,0,13,32.9,23,41.682,72.41,41.037,4.3,0.127,0,1.034,34,9,0,48.6
5.0,0,1.135,29,28,0.0,36.0,0,52.0,57.87,51.0,7,1,417.48,0,11,33.3,17,32.119,52.844,31.437,2.0,0.173,0,1.036,23,9,1,45.1
6.921,5,1.159,47,45,6.1,55.0,5,84.0,95.046,82.0,5,4,648.7,0,16,35.4,29,50.358,85.05,50.015,4.9,0.119,6,1.037,37,10,0,45.1
7.398,5,1.157,50,48,5.7,59.0,5,89.0,100.671,87.0,6,4,690.74,0,17,35.6,31,53.574,90.261,53.256,4.6,0.135,6,1.037,39,12,0,44.8
4.398,0,1.136,23,22,0.0,27.0,0,43.0,47.7,42.0,4,2,328.43,0,8,33.3,14,26.784,42.869,25.545,4.8,0.14,0,1.021,20,6,1,47.6
5.0,0,1.126,33,31,0.0,42.0,0,58.0,63.076,56.0,6,1,451.54,0,10,37.5,21,36.426,57.4,35.248,1.8,0.155,6,1.025,25,9,1,44.6
4.398,0,1.126,34,32,0.0,43.5,0,58.0,63.079,56.0,7,2,484.6,0,12,35.7,20,37.318,57.694,35.93,3.6,0.155,5,1.03,24,9,2,42.9
