pXC50,RBN,RBF,nH,MW,C.,SCBO,nC,Sp,nBO,Sv,nSK,N.,Se,Si,nBT,nAT,Mp,nCsp2,nF,Mv,nAB,nN,nBM,H.,Mi,nHet,AMW,nX
5.215,9,0.138,31,421.58,41.9,42.0,26,40.245,34,37.783,31,1.6,61.665,69.564,65,62,0.649,15,0,0.609,12,1,14,50.0,1.122,5,6.8,0
5.426,6,0.103,31,361.61,35.7,31.0,20,35.779,27,32.341,25,5.4,55.08,63.437,58,56,0.639,7,0,0.578,6,3,7,55.4,1.133,5,6.457,0
7.0,12,0.16,39,449.7,38.9,44.0,28,45.631,36,41.976,33,4.2,70.865,81.387,75,72,0.634,14,0,0.583,16,3,16,54.2,1.13,5,6.246,0
5.961,4,0.073,27,333.51,44.2,35.0,23,34.358,28,31.585,25,1.9,50.916,58.105,55,52,0.661,13,0,0.607,12,1,13,51.9,1.117,2,6.414,0
5.585,7,0.104,33,423.61,39.1,41.0,25,40.802,34,38.111,31,4.7,63.541,72.351,67,64,0.638,13,0,0.595,12,3,13,51.6,1.13,6,6.619,0
9.367,7,0.132,27,354.47,34.6,30.0,18,31.665,26,30.134,25,3.8,52.512,59.572,53,52,0.609,7,1,0.579,6,2,7,51.9,1.146,7,6.817,1
5.553,3,0.056,20,416.54,46.0,46.0,23,35.671,34,33.917,30,8.0,50.207,55.654,54,50,0.713,15,0,0.678,16,4,19,40.0,1.113,7,8.331,0
5.587,1,0.021,19,349.48,47.7,37.5,21,31.415,29,29.379,25,2.3,43.785,48.574,48,44,0.714,16,0,0.668,17,1,17,43.2,1.104,4,7.943,0
8.553,6,0.146,17,316.81,43.6,31.0,17,26.87,24,25.514,22,5.1,39.251,43.681,41,39,0.689,13,0,0.654,12,2,13,43.6,1.12,5,8.123,1
8.0,8,0.121,34,434.67,34.4,39.5,22,40.455,32,37.319,30,6.3,63.72,72.769,66,64,0.632,10,0,0.583,11,4,13,53.1,1.137,8,6.792,0
6.388,7,0.121,25,446.41,41.8,42.0,23,37.779,33,35.47,30,5.5,55.211,61.784,58,55,0.687,15,0,0.645,16,3,17,45.5,1.123,7,8.117,2
5.18,1,0.023,18,310.46,42.5,32.0,17,28.0,25,25.96,22,10.0,39.669,44.82,43,40,0.7,12,0,0.649,12,4,13,45.0,1.12,5,7.761,0
8.156,8,0.145,30,334.51,35.2,29.0,19,33.035,25,30.562,24,3.7,53.556,61.438,55,54,0.612,7,0,0.566,6,2,7,55.6,1.138,5,6.195,0
6.0,8,0.103,37,523.7,37.3,50.5,28,47.483,41,45.11,38,6.7,75.283,85.182,78,75,0.633,15,0,0.601,17,5,18,49.3,1.136,10,6.983,0
6.0,9,0.155,30,399.97,33.3,32.0,19,35.353,28,33.126,27,5.3,57.309,65.089,58,57,0.62,7,0,0.581,6,3,7,52.6,1.142,8,7.017,1
8.886,7,0.127,24,467.37,39.6,38.0,21,35.256,31,33.632,29,3.8,53.858,59.998,55,53,0.665,13,1,0.635,12,2,13,45.3,1.132,8,8.818,2
6.455,8,0.11,32,497.66,44.9,53.0,31,46.285,41,43.779,37,4.3,68.727,77.481,73,69,0.671,22,1,0.634,18,3,21,46.4,1.123,6,7.212,1
6.359,4,0.082,22,322.45,41.3,35.0,19,30.33,27,28.542,24,8.7,45.687,51.939,49,46,0.659,13,0,0.62,16,4,16,47.8,1.129,5,7.01,0
7.244,5,0.1,26,339.91,34.7,28.0,17,30.921,24,28.643,23,6.1,48.887,55.84,50,49,0.631,7,0,0.585,6,3,7,53.1,1.14,6,6.937,1
5.0,2,0.043,20,374.3,44.2,32.0,19,29.881,26,27.744,23,2.3,42.822,47.911,46,43,0.695,12,0,0.645,12,1,12,46.5,1.114,4,8.705,1
8.398,0,0.0,20,366.32,48.8,34.0,21,30.972,26,28.315,23,2.3,42.167,47.492,46,43,0.72,16,0,0.658,12,1,14,46.5,1.104,2,8.519,1
6.896,9,0.141,29,440.56,41.0,44.0,25,39.426,35,37.66,32,3.3,61.396,68.987,64,61,0.646,14,1,0.617,16,2,17,47.5,1.131,7,7.222,1
6.0,6,0.154,20,285.81,33.3,23.0,13,24.637,19,23.063,19,7.7,39.236,44.595,39,39,0.632,7,0,0.591,6,3,7,51.3,1.143,6,7.328,1
6.52,5,0.093,28,324.51,40.4,32.0,21,33.364,26,30.606,24,3.8,51.018,58.604,54,52,0.642,12,0,0.589,12,2,12,53.8,1.127,3,6.241,0
5.189,1,0.023,19,281.38,45.0,30.0,18,26.767,24,25.192,21,2.5,39.709,44.654,43,40,0.669,12,0,0.63,12,1,12,47.5,1.116,3,7.034,0
6.807,7,0.117,28,392.55,40.4,41.0,23,37.069,32,34.837,29,7.0,56.665,64.394,60,57,0.65,15,0,0.611,16,4,17,49.1,1.13,6,6.887,0
6.177,7,0.109,27,441.58,43.3,50.0,26,40.313,37,38.331,33,8.3,59.883,67.478,64,60,0.672,17,0,0.639,20,5,22,45.0,1.125,7,7.36,0
6.0,6,0.098,30,386.55,36.2,36.0,21,36.285,31,34.078,28,6.9,57.876,66.019,61,58,0.626,8,0,0.588,6,4,8,51.7,1.138,7,6.665,0
7.26,6,0.1,26,418.6,44.6,45.5,25,38.705,34,35.981,30,3.6,55.538,62.318,60,56,0.691,18,0,0.643,17,2,20,46.4,1.113,5,7.475,0
6.167,3,0.079,20,298.25,37.8,21.0,14,24.427,18,22.029,17,2.7,36.494,41.701,38,37,0.66,6,0,0.595,6,1,6,54.1,1.127,3,8.061,1
5.951,4,0.087,21,291.43,44.2,33.0,19,28.87,25,26.805,22,7.0,42.258,48.232,46,43,0.671,13,0,0.623,16,3,16,48.8,1.122,3,6.777,0
5.796,0,0.0,21,291.42,46.5,32.0,20,29.074,25,27.004,22,2.3,42.265,47.86,46,43,0.676,14,0,0.628,12,1,13,48.8,1.113,2,6.777,0
5.569,8,0.121,31,433.59,42.9,44.0,27,41.245,35,38.783,32,1.6,62.665,70.564,66,63,0.655,17,0,0.616,12,1,15,49.2,1.12,5,6.882,0
7.013,7,0.106,29,452.57,41.9,46.0,26,40.426,37,38.66,33,3.2,62.396,69.987,66,62,0.652,14,1,0.624,16,2,17,46.8,1.129,7,7.3,1
7.569,8,0.143,29,339.52,40.7,33.0,22,34.574,27,31.826,25,1.9,53.127,60.73,56,54,0.64,12,0,0.589,12,1,12,53.7,1.125,3,6.287,0
6.4,6,0.113,23,425.37,39.2,37.0,20,34.506,30,32.634,28,7.8,51.614,57.998,53,51,0.677,12,1,0.64,12,4,13,45.1,1.137,8,8.341,3
7.187,6,0.12,25,316.46,39.6,31.0,19,30.54,25,28.463,23,4.2,47.647,54.528,50,48,0.636,9,1,0.593,10,2,11,52.1,1.136,4,6.593,1
7.481,5,0.083,25,420.53,42.9,45.0,24,37.245,35,35.693,31,7.1,56.294,63.319,60,56,0.665,16,1,0.637,16,4,18,44.6,1.131,7,7.509,1
5.0,5,0.122,19,269.38,41.0,29.0,16,25.563,22,23.993,20,7.7,38.702,44.026,41,39,0.655,11,0,0.615,10,3,12,48.7,1.129,4,6.907,0
6.155,5,0.089,24,392.57,42.3,41.0,22,35.739,32,33.256,28,7.7,51.647,58.275,56,52,0.687,14,0,0.64,16,4,17,46.2,1.121,6,7.549,0
6.0,3,0.07,21,292.84,39.0,26.0,16,26.938,22,24.853,20,4.9,40.691,46.302,43,41,0.657,7,0,0.606,6,2,7,51.2,1.129,4,7.142,1
8.59,7,0.137,23,337.45,43.8,35.0,21,31.745,28,29.961,25,2.1,47.803,53.694,51,48,0.661,14,0,0.624,12,1,13,47.9,1.119,4,7.03,0
8.222,0,0.0,22,290.44,45.5,33.0,20,29.625,25,27.311,22,4.5,43.04,49.149,47,44,0.673,14,0,0.621,16,2,16,50.0,1.117,2,6.601,0
6.0,11,0.2,30,371.96,32.7,29.0,18,33.898,25,31.411,25,5.5,54.981,62.88,55,55,0.616,7,0,0.571,6,3,7,54.5,1.143,7,6.763,1
7.456,6,0.091,33,407.61,39.7,40.0,25,40.347,33,37.396,30,4.8,62.214,71.142,66,63,0.64,13,0,0.594,12,3,13,52.4,1.129,5,6.47,0
7.0,5,0.089,24,368.51,48.1,42.5,25,35.841,32,33.552,28,3.8,51.251,57.773,56,52,0.689,19,0,0.645,17,2,19,46.2,1.111,3,7.087,0
5.804,7,0.14,24,379.49,34.7,31.0,17,30.728,26,29.351,25,2.0,50.185,56.463,50,49,0.627,6,3,0.599,6,1,8,49.0,1.152,8,7.745,3
6.979,6,0.111,26,330.51,45.1,37.0,23,34.148,28,31.364,25,3.9,49.807,56.979,54,51,0.67,16,0,0.615,16,2,17,51.0,1.117,2,6.481,0
9.375,6,0.13,23,418.31,35.6,27.0,16,30.409,23,27.299,22,4.4,44.974,50.913,46,45,0.676,7,0,0.607,6,2,7,51.1,1.131,6,9.296,1
8.222,4,0.087,20,309.42,44.2,34.0,19,28.807,26,27.189,23,7.0,42.771,48.571,46,43,0.67,13,1,0.632,16,3,16,46.5,1.13,4,7.196,1
4.0,1,0.02,23,309.44,43.5,32.0,20,30.29,26,28.246,23,2.2,45.476,51.484,49,46,0.658,12,0,0.614,12,1,12,50.0,1.119,3,6.727,0
6.487,5,0.057,36,592.74,45.0,63.0,36,53.682,51,51.287,44,2.5,80.189,89.311,87,80,0.671,24,0,0.641,24,2,24,45.0,1.116,8,7.409,0
6.738,5,0.079,27,434.56,42.4,46.0,25,39.006,36,37.22,32,6.8,59.178,66.734,63,59,0.661,16,1,0.631,16,4,18,45.8,1.131,7,7.365,1
4.0,11,0.112,46,638.87,41.9,64.0,39,60.489,52,56.921,47,2.2,92.607,104.387,98,93,0.65,24,0,0.612,24,2,24,49.5,1.122,8,6.87,0
5.726,6,0.122,21,357.45,40.4,36.0,19,30.756,28,29.615,26,10.6,47.487,53.908,49,47,0.654,10,2,0.63,12,5,13,44.7,1.147,7,7.605,2
7.638,7,0.109,30,422.58,39.3,42.0,24,39.284,34,37.078,31,6.6,60.876,69.019,64,61,0.644,14,0,0.608,12,4,14,49.2,1.131,7,6.928,0
6.553,4,0.095,19,336.96,42.5,29.0,17,29.392,23,26.228,21,2.5,39.473,44.227,42,40,0.735,12,0,0.656,12,1,12,47.5,1.106,4,8.424,1
4.178,3,0.033,40,608.79,43.5,63.0,37,56.205,51,53.341,45,2.4,84.956,95.142,91,85,0.661,24,0,0.628,24,2,24,47.1,1.119,8,7.162,0
6.839,1,0.023,19,301.44,42.5,29.5,17,27.415,24,25.379,21,2.5,39.785,44.574,43,40,0.685,10,0,0.634,11,1,11,47.5,1.114,4,7.536,0
4.766,8,0.085,40,636.8,43.7,66.0,38,57.659,54,55.056,47,2.3,87.283,97.351,94,87,0.663,24,0,0.633,24,2,24,46.0,1.119,9,7.32,0
5.155,1,0.023,19,281.38,45.0,30.0,18,26.767,24,25.192,21,2.5,39.709,44.654,43,40,0.669,12,0,0.63,12,1,12,47.5,1.116,3,7.034,0
6.854,6,0.098,31,365.57,39.7,36.0,23,37.131,30,34.154,27,5.2,57.003,65.517,61,58,0.64,11,0,0.589,12,3,12,53.4,1.13,4,6.303,0
5.559,3,0.033,38,622.77,44.0,65.0,37,55.898,52,53.529,46,2.4,84.4,93.936,90,84,0.665,25,0,0.637,24,2,25,45.2,1.118,9,7.414,0
5.764,1,0.022,21,315.47,41.9,30.5,18,29.176,25,26.906,22,2.3,42.669,47.989,46,43,0.679,10,0,0.626,11,1,11,48.8,1.116,4,7.337,0
5.95,1,0.029,14,259.75,46.9,26.0,15,22.648,20,21.251,18,3.1,31.938,35.558,34,32,0.708,12,0,0.664,12,1,12,43.8,1.111,3,8.117,1
5.498,3,0.033,40,608.79,43.5,63.0,37,56.205,51,53.341,45,2.4,84.956,95.142,91,85,0.661,24,0,0.628,24,2,24,47.1,1.119,8,7.162,0
5.65,6,0.109,21,463.37,42.3,43.5,22,36.199,34,34.821,31,7.7,53.058,58.792,55,52,0.696,15,1,0.67,17,4,18,40.4,1.131,9,8.911,3
5.0,3,0.059,21,372.45,37.5,37.5,18,30.972,30,30.156,27,12.5,48.847,55.07,51,48,0.645,11,1,0.628,11,6,13,43.8,1.147,9,7.759,1
6.0,5,0.088,27,390.96,37.0,35.0,20,34.927,30,32.664,27,7.4,53.989,61.338,57,54,0.647,8,0,0.605,6,4,8,50.0,1.136,7,7.24,1
6.0,7,0.113,29,415.55,35.6,40.0,21,36.983,33,35.288,30,8.5,59.421,67.312,62,59,0.627,8,0,0.598,6,5,10,49.2,1.141,9,7.043,0
5.056,2,0.053,17,255.34,44.4,27.0,16,24.006,21,22.665,19,2.8,35.825,40.239,38,36,0.667,12,0,0.63,12,1,12,47.2,1.118,3,7.093,0
4.0,11,0.116,44,624.84,42.2,63.0,38,58.728,51,55.394,46,2.2,89.723,100.972,95,90,0.653,24,0,0.615,24,2,24,48.9,1.122,8,6.943,0
5.51,6,0.113,24,407.38,39.2,36.0,20,34.569,29,32.25,27,7.8,51.102,57.658,53,51,0.678,12,0,0.632,12,4,13,47.1,1.131,7,7.988,2
7.23,4,0.075,25,339.47,42.0,34.0,21,32.506,28,30.487,25,2.0,49.687,56.109,53,50,0.65,12,0,0.61,12,1,12,50.0,1.122,4,6.789,0
6.0,5,0.088,27,374.51,37.0,35.0,20,34.006,30,32.22,27,7.4,54.178,61.734,57,54,0.63,8,1,0.597,6,4,8,50.0,1.143,7,6.935,1
6.46,2,0.047,23,245.4,39.0,23.0,16,25.836,20,23.531,18,2.4,40.149,46.275,43,41,0.63,6,0,0.574,6,1,6,56.1,1.129,2,5.985,0
6.01,6,0.107,23,444.4,41.5,42.5,22,36.813,33,34.745,30,9.4,53.32,59.741,56,53,0.695,15,0,0.656,17,5,18,43.4,1.127,8,8.385,2
6.77,4,0.077,25,335.55,44.9,34.5,22,33.79,27,30.53,24,2.0,47.781,54.401,52,49,0.69,14,0,0.623,11,1,13,51.0,1.11,2,6.848,0
4.547,4,0.043,42,622.82,43.2,64.0,38,57.966,52,54.868,46,2.3,87.839,98.557,94,88,0.659,24,0,0.623,24,2,24,47.7,1.12,8,7.077,0
4.523,11,0.118,40,652.8,43.2,67.0,38,58.114,53,55.77,48,2.3,88.61,98.561,93,88,0.66,26,0,0.634,24,2,26,45.5,1.12,10,7.418,0
7.569,9,0.098,42,610.81,42.5,62.0,37,56.966,50,53.868,45,2.3,86.839,97.557,92,87,0.655,24,0,0.619,24,2,24,48.3,1.121,8,7.021,0
6.699,1,0.022,19,313.38,42.9,32.0,18,27.676,26,26.622,23,2.4,42.363,47.073,45,42,0.659,12,0,0.634,12,1,12,45.2,1.121,5,7.461,0
5.824,1,0.022,19,313.38,42.9,32.0,18,27.676,26,26.622,23,2.4,42.363,47.073,45,42,0.659,12,0,0.634,12,1,12,45.2,1.121,5,7.461,0
6.0,5,0.083,27,424.52,36.8,38.0,21,35.643,33,34.514,30,7.0,58.087,65.829,60,57,0.625,8,3,0.606,6,4,8,47.4,1.155,9,7.448,3
7.523,1,0.022,19,313.38,42.9,32.0,18,27.676,26,26.622,23,2.4,42.363,47.073,45,42,0.659,12,0,0.634,12,1,12,45.2,1.121,5,7.461,0
6.51,6,0.103,25,451.41,40.0,40.0,22,37.267,33,35.16,30,7.3,55.498,62.413,58,55,0.678,12,1,0.639,12,4,13,45.5,1.135,8,8.207,3
6.602,4,0.067,28,413.99,40.4,39.0,23,37.682,32,35.17,29,5.3,56.771,64.255,60,57,0.661,13,0,0.617,12,3,13,49.1,1.127,6,7.263,1
5.556,2,0.047,23,245.4,39.0,23.0,16,25.836,20,23.531,18,2.4,40.149,46.275,43,41,0.63,6,0,0.574,6,1,6,56.1,1.129,2,5.985,0
6.523,2,0.042,21,327.41,42.2,33.0,19,29.438,27,28.149,24,2.2,45.247,50.488,48,45,0.654,12,0,0.626,12,1,12,46.7,1.122,5,7.276,0
6.539,6,0.083,37,419.67,39.7,41.0,27,43.415,35,39.735,31,4.4,66.654,76.763,72,68,0.638,12,0,0.584,12,3,12,54.4,1.129,4,6.172,0
6.66,4,0.061,33,391.61,40.3,39.0,25,39.893,33,36.681,29,4.8,60.887,69.932,66,62,0.643,12,0,0.592,12,3,12,53.2,1.128,4,6.316,0
6.614,7,0.109,33,399.67,36.1,36.5,22,39.336,31,35.669,28,8.2,59.956,69.224,64,61,0.645,9,0,0.585,11,5,11,54.1,1.135,6,6.552,0
5.704,7,0.109,33,399.67,36.1,36.5,22,39.336,31,35.669,28,8.2,59.956,69.224,64,61,0.645,9,0,0.585,11,5,11,54.1,1.135,6,6.552,0
7.391,7,0.104,35,393.63,39.1,38.0,25,40.654,32,37.208,29,4.7,62.77,72.348,67,64,0.635,12,0,0.581,12,3,12,54.7,1.13,4,6.15,0
6.866,4,0.061,31,460.49,40.3,41.0,25,41.608,35,38.336,31,4.8,61.534,69.82,66,62,0.671,12,0,0.618,12,3,12,50.0,1.126,6,7.427,2
7.585,7,0.104,35,393.63,39.1,38.0,25,40.654,32,37.208,29,4.7,62.77,72.348,67,64,0.635,12,0,0.581,12,3,12,54.7,1.13,4,6.15,0
6.623,7,0.104,35,393.63,39.1,38.0,25,40.654,32,37.208,29,4.7,62.77,72.348,67,64,0.635,12,0,0.581,12,3,12,54.7,1.13,4,6.15,0
6.481,3,0.063,21,327.41,42.2,33.0,19,29.438,27,28.149,24,2.2,45.247,50.488,48,45,0.654,12,0,0.626,12,1,12,46.7,1.122,5,7.276,0
5.573,4,0.098,23,233.39,37.5,21.0,15,24.836,18,22.531,17,2.5,39.149,45.275,41,40,0.621,6,0,0.563,6,1,6,57.5,1.132,2,5.835,0
6.092,7,0.104,35,393.63,39.1,38.0,25,40.654,32,37.208,29,4.7,62.77,72.348,67,64,0.635,12,0,0.581,12,3,12,54.7,1.13,4,6.15,0
7.783,1,0.02,21,343.45,48.9,39.0,23,32.529,30,30.719,26,2.1,46.592,52.069,51,47,0.692,18,0,0.654,18,1,18,44.7,1.108,3,7.307,0
8.227,1,0.019,21,359.45,47.9,40.0,23,32.983,31,31.434,27,2.1,47.92,53.279,52,48,0.687,18,0,0.655,18,1,18,43.8,1.11,4,7.489,0
6.466,2,0.034,26,386.53,45.5,42.0,25,37.057,33,34.794,29,3.6,54.461,61.398,59,55,0.674,18,0,0.633,18,2,18,47.3,1.116,4,7.028,0
5.0,2,0.045,19,293.4,43.9,33.5,18,27.563,25,25.993,22,7.3,40.702,46.026,44,41,0.672,12,0,0.634,15,3,16,46.3,1.123,4,7.156,0
7.48,3,0.065,24,276.42,36.4,25.5,16,27.296,22,25.267,20,4.5,43.578,49.983,46,44,0.62,5,0,0.574,5,2,6,54.5,1.136,4,6.282,0
5.995,7,0.106,30,430.6,41.9,46.0,26,40.83,36,38.364,32,6.5,61.549,69.81,66,62,0.659,17,0,0.619,16,4,18,48.4,1.126,6,6.945,0
5.983,7,0.117,27,423.0,42.1,42.5,24,38.472,33,35.949,30,7.0,56.661,64.129,60,57,0.675,16,0,0.631,17,4,18,47.4,1.125,6,7.421,1
5.0,7,0.117,26,457.44,42.1,43.5,24,39.33,34,36.777,31,7.0,56.985,64.073,60,57,0.69,16,0,0.645,17,4,18,45.6,1.124,7,8.025,2
7.198,4,0.087,21,420.32,43.2,32.0,19,31.739,25,28.342,23,4.5,43.436,49.079,46,44,0.721,13,0,0.644,12,2,13,47.7,1.115,4,9.553,1
5.478,4,0.061,33,391.61,40.3,39.0,25,39.893,33,36.681,29,4.8,60.887,69.932,66,62,0.643,12,0,0.592,12,3,12,53.2,1.128,4,6.316,0
5.0,6,0.107,25,387.49,35.8,38.0,19,33.461,31,32.234,28,9.4,53.654,60.481,56,53,0.631,8,0,0.608,6,5,10,47.2,1.141,9,7.311,0
5.598,4,0.061,33,391.61,40.3,39.0,25,39.893,33,36.681,29,4.8,60.887,69.932,66,62,0.643,12,0,0.592,12,3,12,53.2,1.128,4,6.316,0
6.471,4,0.061,31,460.49,40.3,41.0,25,41.608,35,38.336,31,4.8,61.534,69.82,66,62,0.671,12,0,0.618,12,3,12,50.0,1.126,6,7.427,2
5.47,6,0.109,22,461.45,42.3,42.5,22,37.455,33,34.91,30,7.7,52.294,58.163,55,52,0.72,15,0,0.671,17,4,18,42.3,1.119,8,8.874,2
5.0,3,0.063,22,314.43,37.8,31.0,17,28.784,26,27.256,23,8.9,45.014,51.149,48,45,0.64,8,0,0.606,6,4,8,48.9,1.137,6,6.987,0
6.0,4,0.077,24,344.46,36.7,33.0,18,31.0,28,29.498,25,8.2,49.225,55.773,52,49,0.633,8,0,0.602,6,4,8,49.0,1.138,7,7.03,0
7.785,1,0.02,21,343.45,48.9,39.0,23,32.529,30,30.719,26,2.1,46.592,52.069,51,47,0.692,18,0,0.654,18,1,18,44.7,1.108,3,7.307,0
7.309,2,0.043,21,311.41,43.2,32.0,19,28.983,26,27.434,23,2.3,43.92,49.279,47,44,0.659,12,0,0.623,12,1,12,47.7,1.12,4,7.077,0
5.47,6,0.109,21,479.44,42.3,43.5,22,37.392,34,35.294,31,7.7,52.807,58.502,55,52,0.719,15,1,0.679,17,4,18,40.4,1.125,9,9.22,3
6.0,4,0.074,25,376.93,37.3,34.0,19,33.165,29,31.138,26,7.8,51.105,57.923,54,51,0.65,8,0,0.611,6,4,8,49.0,1.136,7,7.391,1
6.442,5,0.091,26,358.49,36.5,34.0,19,32.762,29,31.025,26,7.7,52.109,59.189,55,52,0.63,8,0,0.597,6,4,8,50.0,1.138,7,6.894,0
5.638,1,0.016,23,433.53,51.8,52.5,29,39.745,39,37.961,33,1.8,55.803,61.694,62,56,0.71,24,0,0.678,27,1,27,41.1,1.102,4,7.742,0
5.39,6,0.107,22,462.39,41.5,43.5,22,36.75,34,35.128,31,9.4,53.832,60.081,56,53,0.693,15,1,0.663,17,5,18,41.5,1.134,9,8.724,3
5.0,4,0.082,20,357.43,39.1,37.5,18,29.966,29,29.134,26,10.9,46.745,52.572,49,46,0.651,12,1,0.633,15,5,16,43.5,1.143,8,7.77,1
5.0,5,0.094,23,373.46,36.0,37.0,18,31.699,30,30.707,27,10.0,50.771,57.066,53,50,0.634,8,0,0.614,6,5,10,46.0,1.141,9,7.469,0
6.127,7,0.115,31,385.64,36.2,35.5,21,37.574,30,34.143,27,8.6,57.072,65.809,61,58,0.648,8,0,0.589,11,5,11,53.4,1.135,6,6.649,0
5.0,3,0.059,23,346.45,37.5,33.0,18,30.483,28,29.167,25,8.3,48.411,54.904,51,48,0.635,8,1,0.608,6,4,8,47.9,1.144,7,7.218,1
6.0,5,0.093,25,360.48,37.3,34.0,19,32.245,29,30.693,26,7.8,51.294,58.319,54,51,0.632,8,1,0.602,6,4,8,49.0,1.144,7,7.068,1
6.583,5,0.091,22,411.47,42.3,42.0,22,34.387,33,33.575,30,5.8,52.963,58.824,55,52,0.661,15,1,0.646,12,3,15,42.3,1.131,8,7.913,1
6.578,8,0.107,37,475.77,39.4,46.5,28,46.859,38,42.723,34,7.0,69.723,80.055,75,71,0.66,15,0,0.602,17,5,17,52.1,1.128,6,6.701,0
6.724,7,0.115,31,432.53,36.2,35.5,21,38.069,30,34.351,27,8.6,57.09,65.755,61,58,0.656,8,0,0.592,11,5,11,53.4,1.134,6,7.457,0
5.59,7,0.111,33,367.6,36.7,35.5,22,37.688,30,34.482,27,8.3,58.879,68.304,63,60,0.628,9,0,0.575,11,5,11,55.0,1.138,5,6.127,0
6.404,7,0.109,33,399.67,36.1,36.5,22,39.336,31,35.669,28,8.2,59.956,69.224,64,61,0.645,9,0,0.585,11,5,11,54.1,1.135,6,6.552,0
6.614,8,0.118,35,429.7,35.4,38.5,23,41.552,33,37.911,30,7.7,64.167,73.849,68,65,0.639,9,0,0.583,11,5,11,53.8,1.136,7,6.611,0
7.246,7,0.109,31,468.55,36.1,38.5,22,41.052,33,37.324,30,8.2,60.603,69.112,64,61,0.673,9,0,0.612,11,5,11,50.8,1.133,8,7.681,2
6.0,4,0.078,23,362.9,37.5,33.0,18,31.404,28,29.611,25,8.3,48.222,54.508,51,48,0.654,8,0,0.617,6,4,8,47.9,1.136,7,7.56,1
6.114,9,0.129,37,427.73,35.8,38.5,24,42.859,33,38.723,30,7.5,65.723,76.055,70,67,0.64,9,0,0.578,11,5,11,55.2,1.135,6,6.384,0
7.051,8,0.127,31,393.57,41.7,39.0,25,38.79,32,36.068,29,1.7,59.338,67.355,63,60,0.647,13,0,0.601,12,1,13,51.7,1.123,4,6.559,0
6.037,3,0.077,17,271.35,40.5,28.5,15,24.256,22,23.181,20,8.1,37.145,41.82,39,37,0.656,10,0,0.627,11,3,12,45.9,1.13,5,7.334,0
5.0,4,0.075,23,373.46,36.0,37.0,18,31.699,30,30.707,27,10.0,50.771,57.066,53,50,0.634,8,0,0.614,6,5,10,46.0,1.141,9,7.469,0
6.783,3,0.063,21,323.42,44.4,34.0,20,29.983,27,28.434,24,2.2,44.92,50.279,48,45,0.666,13,0,0.632,12,1,13,46.7,1.117,4,7.187,0
6.0,7,0.109,32,400.58,36.1,37.0,22,38.046,32,35.605,29,6.6,60.76,69.434,64,61,0.624,8,0,0.584,6,4,8,52.5,1.138,7,6.567,0
7.457,6,0.1,27,464.51,38.6,40.5,22,39.529,33,36.271,30,8.8,56.836,64.282,60,57,0.693,9,0,0.636,11,5,12,47.4,1.128,8,8.149,2
5.736,7,0.111,33,367.6,36.7,35.5,22,37.688,30,34.482,27,8.3,58.879,68.304,63,60,0.628,9,0,0.575,11,5,11,55.0,1.138,5,6.127,0
6.0,6,0.105,27,374.51,37.0,35.0,20,34.006,30,32.22,27,7.4,54.178,61.734,57,54,0.63,8,1,0.597,6,4,8,50.0,1.143,7,6.935,1
6.0,6,0.1,27,424.52,36.8,38.0,21,35.643,33,34.514,30,7.0,58.087,65.829,60,57,0.625,8,3,0.606,6,4,8,47.4,1.155,9,7.448,3
6.039,7,0.113,32,368.58,37.3,35.5,22,37.137,30,34.176,27,6.8,58.105,67.015,62,59,0.629,9,0,0.579,11,4,11,54.2,1.136,5,6.247,0
6.09,7,0.113,32,368.58,37.3,35.5,22,37.137,30,34.176,27,6.8,58.105,67.015,62,59,0.629,9,0,0.579,11,4,11,54.2,1.136,5,6.247,0
6.48,6,0.107,25,439.4,38.9,38.0,21,36.267,31,34.16,29,7.4,54.498,61.413,56,54,0.672,12,1,0.633,12,4,13,46.3,1.137,8,8.137,3
6.0,7,0.119,27,401.52,35.7,39.0,20,35.222,32,33.761,29,8.9,56.538,63.896,59,56,0.629,8,0,0.603,6,5,10,48.2,1.141,9,7.17,0
6.0,4,0.074,23,396.46,37.3,36.0,19,32.12,31,31.46,28,7.8,52.32,58.998,54,51,0.63,8,3,0.617,6,4,8,45.1,1.157,9,7.774,3
7.332,10,0.156,31,425.65,39.3,41.0,24,40.233,33,37.056,30,4.9,60.407,68.647,64,61,0.66,13,0,0.607,16,3,16,50.8,1.125,6,6.978,0
7.588,7,0.127,25,399.63,40.4,38.0,21,36.142,30,32.948,27,5.8,51.505,58.112,55,52,0.695,13,0,0.634,16,3,16,48.1,1.118,6,7.685,0
5.457,2,0.057,19,205.33,38.2,19.0,13,21.313,16,19.477,15,2.9,33.382,38.445,35,34,0.627,6,0,0.573,6,1,6,55.9,1.131,2,6.039,0
7.234,8,0.138,27,413.66,40.0,39.0,22,37.904,31,34.475,28,5.5,54.389,61.527,58,55,0.689,13,0,0.627,16,3,16,49.1,1.119,6,7.521,0
6.0,1,0.037,13,196.7,38.5,17.0,10,17.438,14,16.031,13,7.7,25.829,29.432,27,26,0.671,6,0,0.617,6,2,6,50.0,1.132,3,7.565,1
6.335,6,0.12,22,370.59,40.4,36.0,19,33.171,28,30.201,25,8.5,46.512,52.57,50,47,0.706,12,0,0.643,16,4,16,46.8,1.119,6,7.885,0
