pXC50,nC,Sp,nBT,nAT,Sv,nP,O.,nSK,Si,Me,nAB,Se,AMW,nH,nBO,nCsp2,nCsp3,nO,nHM,H.,nDB,SCBO,RBN,MW,nBM,Mv,nN,nHet,nTB,Mp
5.663,22,36.307,59,59,33.1,0,5.1,25,66.687,0.983,6,58.003,5.874,34,25,9,13,3,0,57.6,2,30.0,14,346.56,8,0.561,0,3,0,0.615
7.097,23,36.517,59,56,34.53,0,5.4,29,63.106,0.998,12,55.891,7.027,27,32,14,9,3,0,48.2,2,40.0,4,393.53,14,0.617,3,6,0,0.652
6.242,24,39.83,65,65,36.154,0,4.6,27,73.517,0.981,6,63.77,5.763,38,27,9,15,3,0,58.5,2,32.0,16,374.62,8,0.556,0,3,0,0.613
6.481,20,30.585,49,46,30.051,0,13.0,27,51.492,1.022,12,47.018,8.03,19,30,14,6,6,0,41.3,2,38.0,5,369.4,14,0.653,1,7,0,0.665
5.048,25,39.586,64,61,36.869,0,3.3,30,68.727,0.989,12,60.33,6.649,31,33,14,11,2,0,50.8,2,41.0,9,405.59,14,0.604,3,5,0,0.649
6.125,25,38.824,63,59,36.342,0,3.4,30,66.311,0.991,12,58.447,6.84,29,34,14,11,2,0,49.2,2,42.0,6,403.57,14,0.616,3,5,0,0.658
6.143,26,39.824,64,60,37.342,0,3.3,31,67.311,0.991,12,59.447,6.926,29,35,16,10,2,0,48.3,3,44.0,6,415.58,15,0.622,3,5,0,0.664
5.658,29,46.796,78,74,44.916,0,12.2,38,83.358,1.011,6,74.851,7.144,36,42,12,17,9,0,48.6,4,49.0,4,528.65,10,0.607,0,9,0,0.632
4.102,29,46.796,78,74,44.916,0,12.2,38,83.358,1.011,6,74.851,7.144,36,42,13,16,9,0,48.6,4,49.0,4,528.65,10,0.607,0,9,0,0.632
4.31,24,36.057,58,54,33.794,0,3.7,28,60.398,0.99,12,53.461,6.936,26,32,14,10,2,0,48.1,2,40.0,1,374.52,14,0.626,2,4,0,0.668
4.284,25,37.819,61,57,35.321,0,3.5,29,63.813,0.989,12,56.345,6.817,28,33,14,11,2,0,49.1,2,41.0,1,388.55,14,0.62,2,4,0,0.663
4.222,11,21.727,32,30,21.132,0,6.7,20,34.02,1.04,9,31.215,10.393,10,22,8,3,2,2,33.3,3,29.5,2,311.78,12,0.704,5,9,0,0.724
6.538,29,48.693,76,72,45.706,0,12.5,39,80.664,1.014,6,73.036,9.063,33,43,14,15,9,1,45.8,5,51.0,4,652.52,11,0.635,0,10,0,0.676
5.032,20,29.466,46,43,28.402,0,7.0,25,47.946,1.006,12,43.254,7.777,18,28,16,4,3,0,41.9,3,37.0,2,334.4,15,0.661,2,5,0,0.685
4.721,20,30.631,47,44,29.041,0,4.5,25,49.096,1.003,12,44.134,8.065,19,28,15,5,2,1,43.2,2,36.0,3,354.86,14,0.66,2,5,0,0.696
7.046,28,41.824,66,62,39.342,0,3.2,33,69.311,0.991,18,61.447,7.09,29,37,20,8,2,0,46.8,2,48.0,4,439.6,20,0.635,3,5,0,0.675
8.046,23,36.517,59,56,34.53,0,5.4,29,63.106,0.998,12,55.891,7.027,27,32,14,9,3,0,48.2,2,40.0,4,393.53,14,0.617,3,6,0,0.652
6.987,24,38.733,63,60,36.772,0,6.7,31,67.73,1.002,12,60.101,7.059,29,34,14,10,4,0,48.3,2,42.0,5,423.56,14,0.613,3,7,0,0.646
7.328,21,33.546,54,51,31.783,0,3.9,27,57.564,0.998,12,50.898,7.147,24,30,13,8,2,0,47.1,2,38.0,3,364.49,14,0.623,4,6,0,0.658
6.658,21,33.546,54,51,31.783,0,3.9,27,57.564,0.998,12,50.898,7.147,24,30,13,8,2,0,47.1,2,38.0,3,364.49,14,0.623,4,6,0,0.658
6.678,23,35.875,58,55,34.965,0,3.6,31,62.915,1.02,12,56.101,7.845,24,34,14,9,2,0,43.6,2,42.0,3,431.5,14,0.636,3,8,0,0.652
4.764,8,17.0,30,29,17.68,0,24.1,17,33.538,1.066,0,30.913,8.559,12,18,1,7,7,0,41.4,3,21.0,4,248.22,3,0.61,2,9,0,0.586
4.253,23,35.108,56,53,34.105,0,11.3,30,59.322,1.015,12,53.785,7.726,23,33,16,7,6,0,43.4,3,42.0,8,409.47,15,0.643,1,7,0,0.662
4.425,25,37.108,59,55,36.105,0,10.9,32,61.322,1.014,17,55.785,7.882,23,36,18,7,6,0,41.8,2,46.5,7,433.49,19,0.656,1,7,0,0.675
4.249,20,32.87,55,52,31.632,0,11.5,27,58.737,1.013,6,52.669,7.22,25,30,8,12,6,0,48.1,2,35.0,7,375.46,8,0.608,1,7,0,0.632
4.363,25,37.108,59,55,36.105,0,10.9,32,61.322,1.014,17,55.785,7.882,23,36,18,7,6,0,41.8,2,46.5,7,433.49,19,0.656,1,7,0,0.675
4.301,13,22.898,36,34,21.347,0,5.9,18,38.242,1.004,5,34.12,7.776,16,20,6,7,2,1,47.1,2,24.5,2,264.38,7,0.628,2,5,0,0.673
5.004,13,24.477,38,36,24.862,0,19.4,24,40.842,1.068,6,38.444,10.532,12,26,7,6,7,2,33.3,3,32.0,5,379.17,9,0.691,2,11,0,0.68
4.301,17,29.182,47,44,26.928,0,4.5,22,49.487,0.995,5,43.771,7.238,22,25,6,11,2,1,50.0,2,29.5,2,318.48,7,0.612,2,5,0,0.663
5.602,12,32.171,52,53,27.979,2,5.7,21,61.297,0.992,0,52.592,6.461,32,20,0,12,3,2,60.4,2,22.0,10,342.42,2,0.528,4,9,0,0.607
6.496,12,20.057,33,32,19.976,0,18.8,18,36.163,1.036,6,33.149,7.946,14,19,7,5,6,0,43.8,1,23.0,3,254.26,7,0.624,0,6,0,0.627
4.3,31,52.796,89,86,48.733,0,5.8,38,97.593,0.99,0,85.163,6.149,48,41,7,24,5,0,55.8,5,46.0,8,528.81,5,0.567,2,7,0,0.614
4.901,33,47.994,74,70,47.303,0,12.9,43,77.781,1.022,24,71.534,8.309,27,47,28,5,9,0,38.6,4,63.0,12,581.61,28,0.676,1,10,0,0.686
7.678,24,37.029,60,57,34.541,0,5.3,28,63.939,0.99,12,56.454,6.659,29,31,13,11,3,0,50.9,1,38.0,6,379.54,13,0.606,1,4,0,0.65
4.333,34,52.199,79,75,50.818,0,10.7,46,83.488,1.02,24,76.487,8.53,29,50,29,5,8,1,38.7,5,67.0,13,639.73,29,0.678,3,12,0,0.696
5.828,17,29.495,47,45,27.181,0,0.0,22,51.089,0.99,6,44.567,7.086,23,24,8,9,0,1,51.1,2,29.0,6,318.89,8,0.604,4,5,0,0.655
4.745,22,32.682,51,48,31.643,0,8.3,28,53.571,1.01,12,48.465,7.842,20,31,17,5,4,0,41.7,4,41.0,2,376.44,16,0.659,2,6,0,0.681
4.585,21,31.779,48,45,30.944,0,8.9,28,50.1,1.02,12,45.905,8.819,17,31,17,4,4,1,37.8,4,41.0,2,396.85,16,0.688,2,7,0,0.706
4.745,21,31.989,51,48,30.455,0,6.3,26,53.777,1.0,12,48.022,7.301,22,29,15,6,3,0,45.8,2,37.0,3,350.45,14,0.634,2,5,0,0.666
5.119,21,31.228,49,46,29.928,0,6.5,26,51.362,1.003,12,46.138,7.575,20,29,16,5,3,0,43.5,3,38.0,2,348.43,15,0.651,2,5,0,0.679
5.174,21,31.228,49,46,29.928,0,6.5,26,51.362,1.003,12,46.138,7.575,20,29,16,5,3,0,43.5,3,38.0,2,348.43,15,0.651,2,5,0,0.679
5.102,21,31.534,50,47,29.74,0,4.3,25,52.567,0.993,12,46.694,7.116,22,28,15,6,2,0,46.8,2,36.0,2,334.45,14,0.633,2,4,0,0.671
4.013,16,24.46,39,37,23.38,0,8.1,20,41.448,1.004,6,37.153,7.334,17,22,10,6,3,0,45.9,3,28.0,1,271.34,9,0.632,1,4,0,0.661
4.793,18,24.938,38,35,24.327,0,8.6,22,38.618,1.011,17,35.385,8.323,13,25,16,2,3,0,37.1,1,34.5,2,291.32,18,0.695,1,4,0,0.713
4.699,25,37.171,58,56,35.422,0,8.9,30,62.445,1.002,12,56.123,7.259,26,32,18,7,5,0,46.4,4,42.0,6,406.51,16,0.633,0,5,0,0.664
4.565,20,31.199,50,48,29.675,0,8.3,25,53.903,1.003,16,48.131,7.113,23,27,14,6,4,0,47.9,0,35.0,6,341.44,16,0.618,1,5,0,0.65
6.495,24,36.608,59,55,34.101,0,1.8,28,61.687,0.986,12,54.236,6.792,27,32,14,10,1,0,49.1,2,40.0,1,373.54,14,0.62,3,4,0,0.666
5.359,24,44.052,68,65,39.904,0,1.5,32,73.215,0.992,6,64.465,7.588,33,35,9,15,1,3,50.8,3,41.0,11,493.2,9,0.614,4,8,0,0.678
4.721,14,24.211,38,36,22.601,0,0.0,19,40.844,0.998,6,35.916,7.689,17,21,8,6,0,1,47.2,2,26.0,3,276.8,8,0.628,4,5,0,0.673
8.041,17,29.239,48,46,27.971,0,6.5,24,52.358,1.007,11,46.342,7.183,22,26,9,8,3,0,47.8,2,33.5,8,330.43,13,0.608,4,7,0,0.636
5.253,26,40.586,66,62,37.869,0,3.2,31,69.727,0.989,12,61.33,6.735,31,35,14,12,2,0,50.0,2,43.0,7,417.6,14,0.611,3,5,0,0.655
6.638,25,38.37,62,58,35.627,0,1.7,29,65.102,0.985,12,57.12,6.682,29,33,14,11,1,0,50.0,2,41.0,1,387.57,14,0.614,3,4,0,0.662
5.618,25,38.824,62,59,36.342,0,3.4,30,66.311,0.991,12,58.447,6.84,29,33,16,9,2,0,49.2,3,42.0,8,403.57,15,0.616,3,5,0,0.658
5.391,18,31.256,50,48,28.708,0,0.0,23,54.504,0.989,6,47.451,6.936,25,25,8,10,0,1,52.1,2,30.0,7,332.92,8,0.598,4,5,0,0.651
4.155,24,35.995,58,54,34.177,0,3.7,29,60.738,1.0,12,53.974,7.269,25,33,14,10,2,0,46.3,2,41.0,1,392.51,14,0.633,2,5,0,0.667
6.319,24,37.063,59,56,34.815,0,3.6,29,62.896,0.992,12,55.563,6.956,27,32,16,8,2,0,48.2,3,41.0,7,389.54,15,0.622,3,5,0,0.662
5.377,16,27.489,40,37,26.658,0,5.4,25,41.435,1.03,15,38.098,10.104,12,28,14,2,2,2,32.4,3,38.5,3,373.85,18,0.72,5,9,0,0.743
7.767,24,41.569,69,67,38.659,0,4.5,31,76.265,0.993,11,66.527,6.398,36,33,9,15,3,0,53.7,2,40.5,15,428.64,13,0.577,4,7,0,0.62
5.387,25,38.273,62,58,36.036,0,5.2,30,65.022,0.994,12,57.672,6.975,28,34,14,11,3,0,48.3,2,42.0,2,404.55,14,0.621,2,5,0,0.66
5.167,22,33.961,55,52,32.202,0,7.7,27,58.318,1.0,16,52.014,7.067,25,30,14,8,4,0,48.1,0,38.0,3,367.48,16,0.619,1,5,0,0.653
4.668,22,40.347,64,63,39.721,0,15.9,36,71.491,1.036,6,65.258,8.343,27,37,12,10,10,1,42.9,6,46.0,13,525.59,12,0.63,3,14,0,0.64
5.186,23,35.722,58,55,33.729,0,7.3,28,61.734,0.998,16,54.898,6.937,27,31,14,9,4,0,49.1,0,39.0,4,381.51,16,0.613,1,5,0,0.649
4.678,21,32.085,49,46,30.756,0,6.5,27,51.306,1.01,12,46.462,8.323,19,30,16,5,3,1,41.3,3,39.0,2,382.87,15,0.669,2,6,0,0.698
4.84,21,32.199,52,49,30.675,0,8.2,26,54.903,1.003,16,49.131,7.213,23,29,14,7,4,0,46.9,0,37.0,3,353.45,16,0.626,1,5,0,0.657
7.223,13,20.034,32,30,18.918,0,3.3,16,33.697,0.994,11,29.833,7.143,14,18,9,4,1,0,46.7,0,23.5,0,214.29,11,0.631,2,3,0,0.668
4.219,23,35.563,57,54,34.82,0,13.0,31,60.531,1.021,12,55.113,7.879,23,34,16,7,7,0,42.6,3,43.0,8,425.47,15,0.645,1,8,0,0.659
4.287,27,39.869,63,59,38.632,0,10.2,34,65.737,1.011,18,59.669,7.789,25,38,20,7,6,0,42.4,2,49.0,8,459.53,20,0.655,1,7,0,0.676
4.921,13,23.96,39,38,23.412,0,7.9,21,43.611,1.021,11,38.793,7.667,17,22,10,3,3,0,44.7,2,29.5,6,291.35,13,0.616,5,8,0,0.631
6.347,39,62.012,104,97,57.975,0,6.2,47,109.218,0.994,12,96.374,6.628,50,54,16,23,6,0,51.5,2,62.0,10,642.91,14,0.598,2,8,0,0.639
6.24,24,37.898,62,58,35.794,0,5.2,30,65.313,0.997,17,57.832,7.009,28,34,15,9,3,0,48.3,0,42.5,6,406.55,17,0.617,3,6,0,0.653
7.585,34,57.62,93,90,53.405,0,3.3,43,101.991,0.992,17,89.312,6.77,47,46,17,17,3,1,52.2,2,56.5,16,609.31,19,0.593,5,9,0,0.64
7.319,42,73.552,121,118,67.619,0,3.4,53,134.227,0.989,17,116.752,6.386,65,56,17,25,4,1,55.1,2,66.5,23,753.58,19,0.573,6,11,0,0.623
4.215,21,31.534,50,47,29.74,0,4.3,25,52.567,0.993,12,46.694,7.116,22,28,15,6,2,0,46.8,2,36.0,2,334.45,14,0.633,2,4,0,0.671
6.456,25,37.682,60,56,35.552,0,3.6,30,62.689,0.993,17,55.621,7.152,26,34,17,8,2,0,46.4,2,44.5,4,400.54,19,0.635,3,5,0,0.673
7.289,12,21.392,35,35,19.95,0,5.7,16,39.945,0.996,6,34.869,6.381,19,16,7,5,2,0,54.3,1,20.0,3,223.33,7,0.57,2,4,0,0.611
4.301,18,32.585,50,47,31.539,1,14.9,29,52.867,1.037,6,48.745,9.379,18,32,12,6,7,2,38.3,5,40.0,4,440.8,11,0.671,2,11,0,0.693
6.68,27,39.131,62,57,37.245,0,5.3,32,63.4,0.997,23,56.847,7.466,25,37,21,6,3,0,43.9,0,48.5,5,425.54,23,0.653,2,5,0,0.687
6.921,24,37.16,59,56,34.407,0,0.0,28,62.976,0.982,18,55.01,6.653,28,31,16,8,0,0,50.0,0,40.0,7,372.56,18,0.614,4,4,0,0.664
5.979,25,38.137,61,57,36.267,0,5.3,31,63.898,0.999,17,56.949,7.308,26,35,17,8,3,0,45.6,2,45.5,5,416.54,19,0.636,3,6,0,0.669
6.187,25,38.444,61,58,36.079,0,3.4,30,65.104,0.991,17,57.505,6.941,28,33,17,8,2,0,48.3,2,43.5,7,402.56,19,0.622,3,5,0,0.663
4.915,20,28.705,44,41,27.875,0,7.3,25,45.531,1.009,17,41.371,8.107,16,28,17,3,3,0,39.0,2,38.5,4,332.38,19,0.68,2,5,0,0.7
9.414,25,37.682,60,56,35.552,0,3.6,30,62.689,0.993,17,55.621,7.152,26,34,17,8,2,0,46.4,2,44.5,4,400.54,19,0.635,3,5,0,0.673
5.767,24,36.682,58,55,34.552,0,3.6,29,61.689,0.993,17,54.621,7.064,26,32,17,7,2,0,47.3,2,42.5,6,388.53,19,0.628,3,5,0,0.667
5.479,22,33.159,52,49,31.498,0,4.1,27,54.858,0.997,17,48.854,7.357,22,30,17,5,2,0,44.9,2,40.5,4,360.47,19,0.643,3,5,0,0.677
4.745,19,26.943,41,38,26.348,0,7.9,24,42.116,1.013,17,38.487,8.378,14,27,17,2,3,0,36.8,2,37.5,3,318.35,19,0.693,2,5,0,0.709
8.582,25,38.444,61,58,36.079,0,3.4,30,65.104,0.991,17,57.505,6.941,28,33,17,8,2,0,48.3,2,43.5,7,402.56,19,0.622,3,5,0,0.663
7.046,50,89.484,149,146,81.833,0,3.4,63,166.464,0.988,17,144.191,6.15,83,66,17,33,5,1,56.8,2,76.5,30,897.85,19,0.561,7,13,0,0.613
8.582,24,36.682,58,55,34.552,0,3.6,29,61.689,0.993,17,54.621,7.064,26,32,17,7,2,0,47.3,2,42.5,6,388.53,19,0.628,3,5,0,0.667
5.294,40,54.648,82,74,54.446,0,0.0,52,83.082,1.025,46,75.818,9.334,22,60,40,0,0,0,29.7,2,85.0,4,690.7,48,0.736,8,12,0,0.738
5.5,23,34.921,55,52,33.025,0,3.8,28,58.273,0.995,17,51.738,7.202,24,31,17,6,2,0,46.2,2,41.5,5,374.5,19,0.635,3,5,0,0.672
4.906,16,20.506,30,27,19.843,0,3.7,18,29.369,0.999,17,26.964,8.565,9,21,16,0,1,0,33.3,1,30.5,0,231.26,18,0.735,1,2,0,0.759
5.907,24,36.375,58,54,34.74,0,5.6,30,60.483,1.001,17,54.065,7.454,24,34,17,7,3,0,44.4,2,44.5,4,402.51,19,0.643,3,6,0,0.674
6.959,26,39.444,63,59,37.079,0,3.4,31,66.104,0.992,17,58.505,7.027,28,35,17,9,2,0,47.5,2,45.5,5,414.57,19,0.628,3,5,0,0.669
6.506,13,24.273,37,36,22.207,0,5.6,18,40.518,1.003,6,36.109,7.996,18,19,6,7,2,2,50.0,2,24.0,2,287.84,8,0.617,1,5,0,0.674
6.699,13,24.568,39,38,23.304,0,10.5,20,43.076,1.017,6,38.658,7.853,18,21,6,7,4,1,47.4,4,28.0,3,298.4,10,0.613,2,7,0,0.647
5.917,13,24.568,39,38,23.304,0,10.5,20,43.076,1.017,6,38.658,7.853,18,21,6,7,4,1,47.4,4,28.0,3,298.4,10,0.613,2,7,0,0.647
6.411,13,23.415,37,36,21.379,0,5.6,17,40.574,0.994,6,35.785,7.039,19,18,6,7,2,1,52.8,2,23.0,2,253.4,8,0.594,1,4,0,0.65
6.438,14,25.176,40,39,22.906,0,5.1,18,43.989,0.992,6,38.669,6.857,21,19,6,8,2,1,53.8,2,24.0,2,267.43,8,0.587,1,4,0,0.646
6.347,17,30.461,49,48,27.487,0,4.2,21,54.235,0.986,6,47.32,6.448,27,22,6,11,2,1,56.3,2,27.0,3,309.52,8,0.573,1,4,0,0.635
6.745,13,24.568,39,38,23.304,0,10.5,20,43.076,1.017,6,38.658,7.853,18,21,6,7,4,1,47.4,4,28.0,3,298.4,10,0.613,2,7,0,0.647
7.046,8,17.654,29,29,15.853,0,6.9,12,33.159,0.997,0,28.902,6.598,17,12,0,8,2,1,58.6,2,14.0,1,191.33,2,0.547,1,4,0,0.609
7.092,13,25.131,37,36,23.034,0,5.6,19,40.462,1.012,6,36.433,8.952,17,20,6,7,2,3,47.2,2,25.0,2,322.28,8,0.64,1,6,0,0.698
8.21,37,64.319,105,101,59.103,0,3.0,47,114.503,0.989,16,99.876,6.565,54,51,14,23,3,1,53.5,2,61.0,21,663.04,18,0.585,6,10,0,0.637
8.19,36,62.558,102,98,57.576,0,3.1,46,111.088,0.99,16,96.992,6.623,52,50,14,22,3,1,53.1,2,60.0,20,649.01,18,0.588,6,10,0,0.638
8.18,34,59.035,96,92,54.523,0,3.3,44,104.257,0.992,16,91.225,6.749,48,48,14,20,3,1,52.2,2,58.0,18,620.95,18,0.593,6,10,0,0.642
8.06,33,57.273,93,89,52.996,0,3.4,43,100.842,0.993,16,88.341,6.819,46,47,14,19,3,1,51.7,2,57.0,17,606.92,18,0.595,6,10,0,0.644
7.97,31,53.751,87,83,49.942,0,3.6,41,94.012,0.995,16,82.574,6.974,42,45,14,17,3,1,50.6,2,55.0,15,578.86,18,0.602,6,10,0,0.648
7.64,35,60.796,99,95,56.049,0,3.2,45,107.672,0.991,16,94.108,6.684,50,49,14,21,3,1,52.6,2,59.0,19,634.98,18,0.59,6,10,0,0.64
8.07,32,55.512,90,86,51.469,0,3.5,42,97.427,0.994,16,85.458,6.894,44,46,14,18,3,1,51.2,2,56.0,16,592.89,18,0.598,6,10,0,0.645
7.58,33,57.126,93,89,52.093,0,1.1,41,100.838,0.984,16,87.57,6.482,48,45,13,20,1,1,53.9,1,54.0,17,576.94,17,0.585,6,8,0,0.642
7.97,31,53.751,87,83,49.942,0,3.6,41,94.012,0.995,16,82.574,6.974,42,45,14,17,3,1,50.6,2,55.0,15,578.86,18,0.602,6,10,0,0.648
7.99,32,55.512,90,86,51.469,0,3.5,42,97.427,0.994,16,85.458,6.894,44,46,14,18,3,1,51.2,2,56.0,16,592.89,18,0.598,6,10,0,0.645
6.469,29,47.262,68,65,44.674,0,3.1,39,72.586,1.013,24,65.843,9.298,26,42,24,5,2,4,40.0,2,56.0,12,604.39,26,0.687,4,10,0,0.727
5.951,34,48.563,77,70,46.729,0,7.1,41,77.649,1.004,32,70.269,7.795,29,48,27,7,5,0,41.4,0,64.0,7,545.65,32,0.668,2,7,0,0.694
5.775,36,52.086,83,76,49.782,0,6.6,43,84.479,1.0,32,76.036,7.549,33,50,27,9,5,0,43.4,0,66.0,9,573.71,32,0.655,2,7,0,0.685
5.91,33,46.801,74,67,45.202,0,7.5,40,74.234,1.006,32,67.385,7.935,27,47,27,6,5,0,40.3,0,63.0,6,531.62,32,0.675,2,7,0,0.699
4.602,17,26.836,45,42,24.531,0,2.4,19,47.275,0.98,6,41.149,6.129,23,22,6,11,1,0,54.8,0,25.0,0,257.41,6,0.584,1,2,0,0.639
6.068,35,50.324,80,73,48.255,0,6.8,42,81.064,1.002,32,73.152,7.667,31,49,27,8,5,0,42.5,0,65.0,8,559.68,32,0.661,2,7,0,0.689
5.678,37,53.847,86,79,51.309,0,6.3,44,87.894,0.999,32,78.92,7.44,35,51,27,10,5,0,44.3,0,67.0,10,587.74,32,0.649,2,7,0,0.682
4.0,20,30.989,49,47,29.455,0,6.4,25,52.777,1.0,12,47.022,7.201,22,27,14,6,3,0,46.8,2,35.0,6,338.44,14,0.627,2,5,0,0.659
6.288,31,47.574,77,71,45.771,0,7.0,40,79.645,1.007,27,71.472,7.601,31,46,21,10,5,0,43.7,0,59.5,10,539.66,27,0.645,4,9,0,0.67
5.0,23,35.819,57,55,33.321,0,3.6,27,61.813,0.988,12,54.345,6.628,28,29,14,9,2,0,50.9,2,37.0,6,364.53,14,0.606,2,4,0,0.651
7.2,28,48.319,78,74,44.459,0,1.4,36,83.762,0.989,16,73.152,6.849,38,40,13,15,1,1,51.4,1,49.0,12,506.79,17,0.601,6,8,0,0.653
7.92,30,51.989,84,80,48.415,0,3.8,40,90.596,0.996,16,79.69,7.06,40,44,14,16,3,1,50.0,2,54.0,14,564.83,18,0.605,6,10,0,0.65
5.247,21,32.586,47,45,30.46,0,0.0,26,50.12,0.998,12,44.905,8.541,19,28,18,3,0,2,42.2,4,38.0,6,384.33,16,0.677,3,5,0,0.724
5.194,19,30.779,41,39,29.062,0,0.0,26,43.177,1.02,12,39.785,10.901,13,28,18,1,0,4,33.3,4,38.0,4,425.15,16,0.745,3,7,0,0.789
5.105,20,30.472,47,45,29.423,0,6.7,26,50.445,1.008,17,45.356,7.765,19,28,17,3,3,0,42.2,2,38.5,7,349.42,19,0.654,3,6,0,0.677
5.571,25,38.824,61,59,36.342,0,3.4,30,66.311,0.991,17,58.447,6.84,29,32,17,8,2,0,49.2,2,42.5,8,403.57,19,0.616,3,5,0,0.658
5.198,23,34.54,54,51,32.762,0,3.9,28,57.066,0.996,17,50.796,7.323,23,31,17,6,2,0,45.1,2,41.5,6,373.49,19,0.642,3,5,0,0.677
5.46,24,37.58,60,58,34.848,0,3.4,28,65.228,0.987,12,57.229,6.527,30,30,14,10,2,0,51.7,2,38.0,7,378.56,14,0.601,2,4,0,0.648
6.4,30,44.318,71,66,42.234,0,7.6,36,73.566,1.001,23,66.051,7.343,30,41,21,9,5,0,45.5,0,52.5,9,484.61,23,0.64,1,6,0,0.671
4.759,19,29.063,41,39,27.407,0,0.0,24,43.289,1.004,12,39.138,9.135,15,26,18,1,0,2,38.5,4,36.0,4,356.27,16,0.703,3,5,0,0.745
5.249,25,38.58,62,59,35.848,0,3.4,29,66.228,0.987,12,58.229,6.62,30,32,14,11,2,0,50.8,2,40.0,6,390.57,14,0.608,2,4,0,0.654
4.0,22,34.512,55,53,32.509,0,5.7,27,59.607,0.996,12,52.789,6.915,26,29,14,8,3,0,49.1,2,37.0,6,366.5,14,0.613,2,5,0,0.651
4.0,23,36.273,58,56,34.036,0,5.4,28,63.022,0.994,12,55.672,6.795,28,30,14,9,3,0,50.0,2,38.0,7,380.53,14,0.608,2,5,0,0.648
7.87,30,51.989,84,80,48.415,0,3.8,40,90.596,0.996,16,79.69,7.06,40,44,14,16,3,1,50.0,2,54.0,14,564.83,18,0.605,6,10,0,0.65
5.0,26,41.557,67,65,38.616,0,4.6,31,73.268,0.99,12,64.323,6.502,34,33,14,12,3,0,52.3,2,41.0,8,422.62,14,0.594,2,5,0,0.639
4.555,21,31.779,49,47,30.235,0,4.3,26,52.651,0.998,17,46.912,7.393,21,28,17,4,2,0,44.7,2,38.5,6,347.45,19,0.643,3,5,0,0.676
7.36,29,50.08,81,77,45.986,0,1.3,37,87.178,0.987,16,76.036,6.764,40,41,13,16,1,1,51.9,1,50.0,13,520.82,17,0.597,6,8,0,0.65
7.66,30,51.842,84,80,47.513,0,1.3,38,90.593,0.986,16,78.919,6.686,42,42,13,17,1,1,52.5,1,51.0,14,534.85,17,0.594,6,8,0,0.648
7.83,29,50.228,81,77,46.889,0,3.9,39,87.181,0.997,16,76.807,7.153,38,43,14,15,3,1,49.4,2,53.0,13,550.8,18,0.609,6,10,0,0.652
6.553,30,45.813,74,68,44.245,0,7.4,39,76.23,1.009,27,68.589,7.73,29,45,21,9,5,0,42.6,0,58.5,9,525.63,27,0.651,4,9,0,0.674
6.426,27,40.529,65,59,39.664,0,8.5,36,65.985,1.016,27,59.938,8.196,23,42,21,6,5,0,39.0,0,55.5,6,483.54,27,0.672,4,9,0,0.687
6.65,29,44.051,71,65,42.718,0,7.7,38,72.815,1.011,27,65.705,7.871,27,44,21,8,5,0,41.5,0,57.5,8,511.6,27,0.657,4,9,0,0.678
5.187,12,23.591,41,40,23.073,0,15.0,20,45.99,1.028,0,41.12,7.208,20,21,2,10,6,0,50.0,2,23.0,6,288.34,2,0.577,2,8,0,0.59
6.65,27,39.034,62,57,37.654,0,8.8,33,63.32,1.007,23,57.4,7.764,24,38,21,6,5,0,42.1,0,49.5,6,442.52,23,0.661,1,6,0,0.685
6.91,28,40.796,65,60,39.18,0,8.3,34,66.735,1.005,23,60.283,7.609,26,39,21,7,5,0,43.3,0,50.5,7,456.55,23,0.653,1,6,0,0.68
7.18,29,42.557,68,63,40.707,0,7.9,35,70.151,1.003,23,63.167,7.47,28,40,21,8,5,0,44.4,0,51.5,8,470.58,23,0.646,1,6,0,0.676
5.268,20,33.898,55,52,34.921,0,19.2,34,58.994,1.055,12,54.865,9.123,18,37,14,6,10,0,34.6,6,49.0,8,474.42,18,0.672,4,14,0,0.652
5.313,27,42.864,69,67,39.428,0,3.0,31,75.474,0.983,12,65.879,6.278,36,33,14,13,2,0,53.7,2,41.0,8,420.65,14,0.588,2,4,0,0.64
4.523,24,37.273,60,57,35.036,0,5.3,29,64.022,0.994,12,56.672,6.887,28,32,14,10,3,0,49.1,2,40.0,6,392.54,14,0.615,2,5,0,0.654
5.085,22,33.54,52,50,31.762,0,4.0,27,56.066,0.996,17,49.796,7.23,23,29,17,5,2,0,46.0,2,39.5,7,361.48,19,0.635,3,5,0,0.671
6.284,31,46.08,74,69,43.761,0,7.2,37,76.981,0.999,23,68.934,7.227,32,42,21,10,5,0,46.4,0,53.5,10,498.64,23,0.634,1,6,0,0.668
5.0,22,34.512,55,53,32.509,0,5.7,27,59.607,0.996,12,52.789,6.915,26,29,14,8,3,0,49.1,2,37.0,7,366.5,14,0.613,2,5,0,0.651
6.445,28,42.29,68,62,41.191,0,8.1,37,69.4,1.013,27,62.822,8.025,25,43,21,7,5,0,40.3,0,56.5,7,497.57,27,0.664,4,9,0,0.682
4.335,19,30.506,51,48,28.487,0,6.3,23,54.109,0.993,6,47.687,6.572,25,26,7,12,3,0,52.1,1,30.0,2,315.45,7,0.593,1,4,0,0.636
4.185,17,26.222,44,40,24.907,0,7.5,21,44.863,1.001,6,40.036,7.134,19,25,7,10,3,0,47.5,1,29.0,0,285.37,7,0.623,1,4,0,0.656
