pXC50,nAB,Sp,Me,Sv,nCsp2,nBM,nHet,Si,nAT,nH,Se,RBN,nC,C.,Mi,RBF,X.,nX,O.,nF,nBT,SCBO,AMW,N.,nCsp3,H.
5.71,17,29.716,1.013,28.918,17,20,7,49.528,44,18,44.574,6,19,43.2,1.126,0.13,0.0,0,6.8,0,46,39.5,7.964,9.1,2,40.9
6.398,12,29.87,1.006,28.514,16,15,5,46.681,42,17,42.251,3,20,47.6,1.111,0.067,2.4,1,4.8,0,45,37.0,8.401,4.8,4,40.5
4.585,11,30.847,0.987,28.574,11,12,4,54.272,48,25,47.352,3,19,39.6,1.131,0.06,0.0,0,2.1,0,50,31.5,6.489,6.3,8,52.1
5.319,17,36.455,1.01,35.213,17,20,8,61.983,55,24,55.552,6,23,41.8,1.127,0.103,0.0,0,7.3,0,58,45.5,7.646,7.3,6,43.6
6.551,17,36.091,0.992,34.068,17,19,5,59.355,53,24,52.571,5,24,45.3,1.12,0.089,0.0,0,1.9,0,56,43.5,7.255,7.5,6,45.3
5.215,17,38.517,0.998,36.53,18,19,6,65.106,58,27,57.891,7,25,43.1,1.123,0.115,0.0,0,5.2,0,61,44.5,7.199,5.2,7,46.6
5.678,17,29.472,1.008,28.423,16,19,6,49.445,44,19,44.356,6,19,43.2,1.124,0.13,0.0,0,6.8,0,46,37.5,7.668,6.8,3,43.2
6.222,6,24.012,0.998,22.687,10,9,4,41.737,37,18,36.927,4,15,40.5,1.128,0.105,0.0,0,5.4,0,38,26.0,6.982,5.4,5,48.6
5.398,17,35.938,1.014,34.881,17,20,8,61.113,54,23,54.738,6,23,42.6,1.132,0.105,1.9,1,5.6,1,57,45.5,7.824,7.4,6,42.6
6.004,17,36.762,1.002,35.025,17,20,7,63.189,56,26,56.109,8,23,41.1,1.128,0.138,0.0,0,5.4,0,58,43.5,7.259,7.1,6,46.4
4.648,11,32.608,0.985,30.101,11,12,4,57.687,51,27,50.236,4,20,39.2,1.131,0.075,0.0,0,2.0,0,53,32.5,6.382,5.9,9,52.9
5.215,17,43.807,0.995,41.132,17,20,7,76.849,68,34,67.643,12,27,39.7,1.13,0.171,0.0,0,4.4,0,70,47.5,6.804,5.9,10,50.0
4.523,11,28.478,1.01,27.444,11,14,7,49.943,44,20,44.458,4,17,38.6,1.135,0.087,0.0,0,6.8,0,46,34.5,7.464,9.1,6,45.5
4.81,11,30.239,1.007,28.971,11,14,7,53.358,47,22,47.342,5,18,38.3,1.135,0.102,0.0,0,6.4,0,49,35.5,7.286,8.5,7,46.8
4.839,11,32.0,1.005,30.498,11,14,7,56.773,50,24,50.225,5,19,38.0,1.135,0.096,0.0,0,6.0,0,52,36.5,7.129,8.0,8,48.0
6.456,17,38.37,0.985,35.627,17,18,4,65.102,58,29,57.12,5,25,43.1,1.122,0.082,0.0,0,1.7,0,61,41.5,6.682,5.2,8,50.0
5.18,17,38.824,0.991,36.342,17,18,5,66.311,59,29,58.447,5,25,42.4,1.124,0.081,0.0,0,3.4,0,62,42.5,6.84,5.1,8,49.2
7.783,6,20.563,1.083,21.238,7,9,10,36.186,31,10,33.582,3,11,35.5,1.167,0.097,12.9,4,12.9,3,31,27.0,11.972,6.5,4,32.3
5.448,17,40.586,0.989,37.869,17,18,5,69.727,62,31,61.33,6,26,41.9,1.125,0.092,0.0,0,3.2,0,65,43.5,6.735,4.8,9,50.0
5.503,17,38.216,1.008,36.74,17,20,8,65.398,58,26,58.436,7,24,41.4,1.128,0.115,0.0,0,6.9,0,61,46.5,7.492,6.9,7,44.8
5.602,17,37.574,1.029,37.175,17,20,10,65.208,57,23,58.647,6,24,42.1,1.144,0.1,5.3,3,5.3,3,60,48.5,8.29,7.0,7,40.4
5.328,17,37.762,1.002,36.025,17,20,7,64.189,57,26,57.109,6,24,42.1,1.126,0.1,0.0,0,5.3,0,60,45.5,7.343,7.0,7,45.6
5.432,18,35.995,1.002,34.477,19,21,6,59.275,53,23,53.123,6,24,45.3,1.118,0.107,0.0,0,5.7,0,56,45.0,7.575,5.7,5,43.4
5.31,18,35.995,1.002,34.477,19,21,6,59.275,53,23,53.123,6,24,45.3,1.118,0.107,0.0,0,5.7,0,56,45.0,7.575,5.7,5,43.4
7.77,6,27.671,1.008,26.337,6,8,7,46.551,41,18,41.345,2,16,39.0,1.135,0.047,2.4,1,2.4,0,43,32.0,8.094,12.2,8,43.9
6.131,21,33.165,1.017,32.611,19,23,7,52.239,47,17,47.8,3,23,48.9,1.111,0.059,0.0,0,8.5,0,51,47.5,8.499,6.4,3,36.2
5.819,6,27.637,0.99,25.25,10,8,3,45.828,41,21,40.603,3,17,41.5,1.118,0.071,2.4,1,4.9,0,42,26.0,8.226,0.0,7,51.2
9.155,6,28.637,1.005,27.063,7,8,6,48.595,43,20,43.236,2,17,39.5,1.13,0.044,2.3,1,4.7,0,45,31.0,7.764,7.0,9,46.5
8.0,6,23.904,1.01,22.789,7,8,6,39.638,35,15,35.36,2,14,40.0,1.133,0.054,2.9,1,2.9,0,37,28.0,8.308,11.4,6,42.9
7.721,6,26.364,1.02,25.525,8,9,8,44.346,39,16,39.789,1,15,38.5,1.137,0.024,2.6,1,5.1,0,41,32.0,8.559,12.8,6,41.0
9.523,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
9.699,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
9.523,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
9.097,6,23.352,1.017,22.482,7,8,6,38.349,34,14,34.585,1,14,41.2,1.128,0.028,2.9,1,5.9,0,36,28.0,8.581,8.8,6,41.2
5.523,22,33.097,1.026,32.973,21,24,7,51.08,46,15,47.211,3,24,52.2,1.11,0.06,2.2,1,8.7,1,50,49.0,9.009,4.3,2,32.6
5.716,6,26.637,0.99,24.25,8,7,3,44.828,40,21,39.603,3,16,40.0,1.121,0.073,2.5,1,5.0,0,41,24.0,8.132,0.0,8,52.5
5.839,6,29.398,0.988,26.776,10,8,3,49.243,44,23,43.487,3,18,40.9,1.119,0.067,2.3,1,4.5,0,45,27.0,7.984,0.0,8,52.3
5.523,12,26.188,1.015,25.543,13,14,5,42.662,38,15,38.556,1,18,47.4,1.123,0.025,2.6,1,5.3,1,40,34.0,8.167,5.3,4,39.5
5.812,6,28.398,0.988,25.776,8,7,3,48.243,43,23,42.487,3,17,39.5,1.122,0.068,2.3,1,4.7,0,44,25.0,7.891,0.0,9,53.5
6.668,16,29.71,1.011,28.896,15,18,6,48.03,43,17,43.473,2,20,46.5,1.117,0.043,0.0,0,7.0,0,46,40.0,8.079,7.0,4,39.5
7.266,12,20.125,1.006,19.198,12,13,3,29.728,27,10,27.171,2,14,51.9,1.101,0.071,3.7,1,3.7,0,28,26.0,9.026,3.7,1,37.0
7.238,12,21.318,0.997,19.67,12,13,3,29.438,27,10,26.92,2,14,51.9,1.09,0.071,3.7,1,0.0,0,28,26.0,9.621,3.7,1,37.0
6.706,12,21.483,1.002,20.612,12,13,3,34.408,31,13,31.058,3,15,48.4,1.11,0.094,0.0,0,6.5,0,32,27.0,7.719,3.2,2,41.9
7.509,6,19.21,1.076,20.213,7,9,9,36.345,31,11,33.353,3,11,35.5,1.172,0.097,9.7,3,12.9,3,31,26.0,9.427,6.5,4,35.5
5.0,12,21.773,1.009,20.385,12,14,4,30.648,28,10,28.247,2,14,50.0,1.095,0.069,3.6,1,3.6,0,29,28.0,9.849,3.6,1,35.7
7.356,12,21.483,1.002,20.612,12,13,3,34.408,31,13,31.058,3,15,48.4,1.11,0.094,0.0,0,6.5,0,32,27.0,7.719,3.2,2,41.9
7.092,6,20.415,1.058,20.335,7,7,8,36.183,31,12,32.811,2,11,35.5,1.167,0.065,12.9,4,6.5,3,31,23.0,11.005,6.5,4,38.7
5.0,6,26.415,0.994,24.379,10,10,4,43.574,39,19,38.785,3,16,41.0,1.117,0.075,0.0,0,5.1,0,40,28.0,7.421,2.6,6,48.7
6.201,12,20.841,1.042,21.047,12,13,5,34.218,30,10,31.269,2,15,50.0,1.141,0.065,10.0,3,3.3,3,31,29.0,9.242,3.3,2,33.3
5.0,6,27.438,1.006,26.149,9,10,5,48.488,43,21,43.247,5,17,39.5,1.128,0.114,0.0,0,9.3,0,44,30.0,7.056,2.3,8,48.8
5.635,6,32.16,0.987,29.303,12,9,3,53.658,48,25,47.371,4,20,41.7,1.118,0.082,2.1,1,4.2,0,49,30.0,7.861,0.0,8,52.1
5.2,6,26.529,0.99,24.719,10,10,3,46.069,41,21,40.592,3,17,41.5,1.124,0.071,0.0,0,4.9,0,42,28.0,6.619,2.4,7,51.2
6.161,17,31.404,1.017,30.785,17,19,6,50.286,45,17,45.767,3,22,48.9,1.117,0.063,2.2,1,6.7,1,48,42.5,8.365,4.4,4,37.8
7.316,6,21.364,1.031,21.101,6,7,5,38.048,33,14,34.036,1,14,42.4,1.153,0.029,9.1,3,3.0,3,34,25.0,8.16,3.0,7,42.4
6.69,12,21.483,1.002,20.612,12,13,3,34.408,31,13,31.058,3,15,48.4,1.11,0.094,0.0,0,6.5,0,32,27.0,7.719,3.2,2,41.9
8.959,0,45.205,0.969,40.304,8,4,1,82.344,73,44,70.767,5,28,38.4,1.128,0.067,0.0,0,1.4,0,75,35.0,5.435,0.0,20,60.3
7.565,12,19.722,1.006,19.085,12,13,3,30.993,28,11,28.174,2,14,50.0,1.107,0.069,0.0,0,7.1,0,29,26.0,8.045,3.6,1,39.3
6.0,23,40.0,1.004,38.498,23,26,7,64.773,58,24,58.225,6,27,46.6,1.117,0.097,0.0,0,5.2,0,62,52.5,7.803,6.9,4,41.4
6.285,6,21.557,1.025,20.573,6,7,5,36.759,32,14,32.785,4,13,40.6,1.149,0.125,9.4,3,0.0,3,32,23.0,8.542,3.1,6,43.8
6.772,6,19.676,0.993,18.084,6,7,3,31.119,28,13,27.807,4,12,42.9,1.111,0.138,0.0,0,3.6,0,29,21.0,7.833,3.6,5,46.4
7.395,12,22.489,1.043,22.234,12,13,6,35.138,31,10,32.345,3,15,48.4,1.133,0.094,9.7,3,3.2,3,32,30.0,9.978,3.2,2,32.3
5.943,6,28.398,0.988,25.776,8,7,3,48.243,43,23,42.487,3,17,39.5,1.122,0.068,2.3,1,4.7,0,44,25.0,7.891,0.0,9,53.5
5.176,6,30.614,0.994,28.018,8,7,4,52.867,47,25,46.698,3,18,38.3,1.125,0.063,2.1,1,6.4,0,48,27.0,7.858,0.0,10,53.2
5.195,6,32.614,0.994,30.018,11,9,4,54.867,49,25,48.698,5,20,40.8,1.12,0.1,2.0,1,6.1,0,50,31.0,8.028,0.0,9,51.0
5.642,12,24.364,1.029,24.101,12,13,5,41.048,36,14,37.036,3,17,47.2,1.14,0.081,8.3,3,2.8,3,37,31.0,8.481,2.8,4,38.9
6.735,12,20.21,1.061,20.376,12,13,6,30.853,27,7,28.647,2,14,51.9,1.143,0.071,14.8,4,0.0,4,28,29.0,11.011,3.7,1,25.9
5.0,10,26.319,0.987,24.499,10,12,3,44.943,40,20,39.483,2,17,42.5,1.124,0.048,0.0,0,2.5,0,42,29.0,6.71,5.0,7,50.0
5.522,6,34.375,0.992,31.545,9,8,4,58.283,52,27,51.581,5,21,40.4,1.121,0.093,1.9,1,5.8,0,54,32.0,7.834,0.0,12,51.9
7.578,12,23.131,1.004,21.799,12,13,4,35.328,32,13,32.134,4,15,46.9,1.104,0.121,0.0,0,6.3,0,33,28.0,8.48,3.1,2,40.6
6.59,12,24.818,1.037,24.815,12,13,6,42.258,37,14,38.363,4,17,45.9,1.142,0.105,8.1,3,5.4,3,38,32.0,8.684,2.7,4,37.8
6.348,6,29.75,0.993,26.802,8,7,4,48.084,43,22,42.716,3,17,39.5,1.118,0.068,4.7,2,4.7,0,44,26.0,9.725,0.0,9,51.2
6.451,12,21.296,1.051,21.762,12,13,6,35.427,31,10,32.596,2,15,48.4,1.143,0.063,9.7,3,6.5,3,32,30.0,9.46,3.2,2,32.3
5.0,12,33.262,0.99,30.993,12,12,3,57.026,51,26,50.469,2,22,43.1,1.118,0.037,0.0,0,5.9,0,54,34.0,6.637,0.0,10,51.0
8.77,12,28.074,1.064,28.762,13,14,10,47.249,41,13,43.629,5,18,43.9,1.152,0.119,12.2,5,7.3,4,42,38.0,10.165,4.9,4,31.7
6.652,12,23.057,1.044,23.289,12,13,6,38.843,34,12,35.48,3,16,47.1,1.142,0.086,8.8,3,5.9,3,35,31.0,9.038,2.9,3,35.3
6.449,12,22.603,1.035,22.574,12,13,5,37.633,33,12,34.152,3,16,48.5,1.14,0.088,9.1,3,3.0,3,34,30.0,8.827,3.0,3,36.4
6.397,12,24.364,1.029,24.101,12,13,5,41.048,36,14,37.036,2,17,47.2,1.14,0.054,8.3,3,2.8,3,37,31.0,8.481,2.8,4,38.9
5.032,17,32.211,0.995,30.181,15,18,5,49.946,45,19,44.778,2,21,46.7,1.11,0.041,0.0,0,2.2,0,49,39.5,8.033,6.7,6,42.2
5.131,17,31.205,0.992,29.159,16,18,4,47.448,43,18,42.676,2,21,48.8,1.103,0.043,0.0,0,2.3,0,47,38.5,8.058,4.7,5,41.9
5.0,12,39.79,0.989,37.068,11,13,4,68.355,61,31,60.338,4,26,42.6,1.121,0.063,0.0,0,4.9,0,64,41.0,6.649,1.6,13,50.8
5.0,17,37.58,1.03,37.196,17,19,11,66.706,58,24,59.749,8,23,39.7,1.15,0.133,5.2,3,5.2,3,60,46.5,8.199,8.6,6,41.4
6.623,6,29.75,0.993,26.802,8,7,4,48.084,43,22,42.716,3,17,39.5,1.118,0.068,4.7,2,4.7,0,44,26.0,9.725,0.0,9,51.2
4.833,11,26.716,1.014,25.918,11,14,7,46.528,41,18,41.574,4,16,39.0,1.135,0.093,0.0,0,7.3,0,43,33.5,7.668,9.8,5,43.9
5.959,6,28.398,0.988,25.776,8,7,3,48.243,43,23,42.487,3,17,39.5,1.122,0.068,2.3,1,4.7,0,44,25.0,7.891,0.0,9,53.5
5.285,11,34.37,0.984,31.627,11,12,4,61.102,54,29,53.12,4,21,38.9,1.132,0.071,0.0,0,1.9,0,56,33.5,6.288,5.6,10,53.7
6.244,6,26.637,0.99,24.25,8,7,3,44.828,40,21,39.603,3,16,40.0,1.121,0.073,2.5,1,5.0,0,41,24.0,8.132,0.0,8,52.5
6.658,17,36.0,1.004,34.498,17,20,7,60.773,54,24,54.225,6,23,42.6,1.125,0.105,0.0,0,5.6,0,57,44.5,7.491,7.4,6,44.4
5.208,17,29.165,1.019,28.611,17,20,7,48.239,43,17,43.8,6,19,44.2,1.122,0.133,0.0,0,9.3,0,45,39.5,8.172,7.0,2,39.5
8.721,6,25.665,1.006,24.316,7,8,6,43.053,38,17,38.243,1,15,39.5,1.133,0.025,2.6,1,2.6,0,40,29.0,8.021,10.5,7,44.7
4.863,17,36.909,1.016,35.928,17,20,9,63.192,56,24,56.88,6,23,41.1,1.128,0.102,0.0,0,8.9,0,59,46.5,7.795,7.1,6,42.9
5.825,6,30.853,0.996,28.491,11,9,4,51.452,46,23,45.814,5,19,41.3,1.119,0.106,2.2,1,6.5,0,47,30.0,8.246,0.0,8,50.0
6.31,11,40.654,0.981,37.208,11,12,4,72.348,64,35,62.77,5,25,39.1,1.13,0.075,0.0,0,1.6,0,67,38.5,6.15,4.7,14,54.7
6.17,11,38.284,0.998,36.078,11,14,7,68.019,60,30,59.876,6,23,38.3,1.134,0.095,0.0,0,5.0,0,63,41.5,6.843,6.7,12,50.0
4.356,12,28.193,1.001,26.654,12,12,4,49.405,44,22,44.029,5,18,40.9,1.123,0.111,0.0,0,9.1,0,45,29.0,6.873,0.0,6,50.0
6.111,21,35.551,1.006,33.556,19,23,7,51.66,47,17,47.298,3,23,48.9,1.099,0.059,0.0,0,4.3,0,51,47.5,9.182,6.4,3,36.2
9.523,6,23.352,1.017,22.482,7,8,6,38.349,34,14,34.585,1,14,41.2,1.128,0.028,2.9,1,5.9,0,36,28.0,8.581,8.8,6,41.2
5.77,17,37.762,1.002,36.025,17,20,7,64.189,57,26,57.109,6,24,42.1,1.126,0.1,0.0,0,5.3,0,60,45.5,7.343,7.0,7,45.6
5.886,17,36.0,1.004,34.498,17,20,7,60.773,54,24,54.225,6,23,42.6,1.125,0.105,0.0,0,5.6,0,57,44.5,7.491,7.4,6,44.4
5.77,17,36.421,1.014,35.25,17,18,7,62.706,55,24,55.774,5,24,43.6,1.14,0.086,5.5,3,1.8,3,58,43.5,7.773,5.5,7,43.6
6.384,17,32.688,1.012,31.665,17,20,7,55.069,49,21,49.567,8,21,42.9,1.124,0.157,0.0,0,8.2,0,51,41.5,7.744,6.1,4,42.9
8.638,6,24.926,1.054,25.159,7,8,9,42.783,37,13,39.007,1,15,40.5,1.156,0.026,10.8,4,5.4,3,39,32.0,9.723,8.1,7,35.1
5.824,28,45.682,0.982,42.461,24,28,4,74.806,67,32,65.778,9,31,46.3,1.117,0.127,0.0,0,0.0,0,71,53.0,6.876,6.0,7,47.8
6.488,16,30.904,1.005,29.369,15,18,6,47.74,43,17,43.222,2,20,46.5,1.11,0.043,0.0,0,4.7,0,46,40.0,8.453,7.0,4,39.5
6.157,6,30.16,0.986,27.303,8,7,3,51.658,46,25,45.371,3,18,39.1,1.123,0.064,2.2,1,4.3,0,47,26.0,7.681,0.0,10,54.3
6.924,0,33.336,0.982,30.353,3,2,3,61.145,54,31,53.01,0,20,37.0,1.132,0.0,0.0,0,3.7,0,57,28.0,5.88,1.9,17,57.4
6.213,0,35.552,0.987,32.595,3,2,4,65.77,58,33,57.221,2,21,36.2,1.134,0.033,0.0,0,5.2,0,61,30.0,5.992,1.7,18,56.9
5.712,6,32.614,0.994,30.018,11,9,4,54.867,49,25,48.698,5,20,40.8,1.12,0.1,2.0,1,6.1,0,50,31.0,8.028,0.0,9,51.0
7.367,6,40.347,0.988,37.396,9,9,5,71.142,63,33,62.214,1,25,39.7,1.129,0.015,0.0,0,3.2,0,67,40.0,6.47,4.8,16,52.4
5.796,6,24.949,1.067,25.82,7,8,10,47.479,40,15,42.661,4,15,37.5,1.187,0.1,15.0,6,2.5,6,40,31.0,9.183,7.5,7,37.5
7.5,6,38.586,0.989,35.869,9,9,5,67.727,60,31,59.33,1,24,40.0,1.129,0.016,0.0,0,3.3,0,64,39.0,6.56,5.0,15,51.7
7.439,6,43.108,0.987,39.923,9,9,5,75.557,67,35,66.098,2,27,40.3,1.128,0.028,0.0,0,3.0,0,72,43.0,6.472,4.5,18,52.2
7.746,6,40.796,0.989,37.79,9,8,4,72.315,64,34,63.29,2,26,40.6,1.13,0.029,1.6,1,3.1,1,68,39.0,6.431,1.6,17,53.1
7.387,6,39.972,0.999,37.646,11,9,5,70.24,62,31,61.919,1,26,41.9,1.133,0.015,3.2,2,3.2,2,66,41.0,6.896,1.6,15,50.0
6.875,6,39.341,0.985,36.374,10,9,4,68.643,61,32,60.112,1,25,41.0,1.125,0.015,0.0,0,3.3,0,65,39.0,6.436,3.3,15,52.5
7.613,0,34.336,0.982,31.353,5,3,3,62.145,55,31,54.01,0,21,38.2,1.13,0.0,0.0,0,3.6,0,58,30.0,5.991,1.8,16,56.4
6.602,12,31.302,1.022,30.31,12,13,7,52.61,46,19,47.003,4,20,43.5,1.144,0.083,8.7,4,0.0,3,48,37.0,8.562,6.5,7,41.3
8.228,0,31.574,0.983,28.826,3,2,3,57.73,51,29,50.127,0,19,37.3,1.132,0.0,0.0,0,3.9,0,54,27.0,5.951,2.0,16,56.9
6.535,6,39.341,0.985,36.374,10,9,4,68.643,61,32,60.112,1,25,41.0,1.125,0.015,0.0,0,3.3,0,65,39.0,6.436,3.3,15,52.5
7.959,6,40.802,0.993,38.111,9,9,6,72.351,64,33,63.541,2,25,39.1,1.13,0.029,0.0,0,4.7,0,68,41.0,6.619,4.7,16,51.6
6.936,6,40.097,0.982,36.88,11,9,3,69.56,62,33,60.894,1,26,41.9,1.122,0.015,0.0,0,3.2,0,66,39.0,6.316,1.6,15,53.2
6.146,12,45.353,0.99,42.417,14,15,6,77.64,69,34,68.316,2,29,42.0,1.125,0.027,0.0,0,2.9,0,74,49.0,6.821,5.8,15,49.3
7.745,6,40.035,0.99,37.263,11,9,4,69.9,62,32,61.407,1,26,41.9,1.127,0.015,1.6,1,3.2,1,66,40.0,6.606,1.6,15,51.6
7.208,6,39.341,0.985,36.374,10,9,4,68.643,61,32,60.112,1,25,41.0,1.125,0.015,0.0,0,3.3,0,65,39.0,6.436,3.3,15,52.5
6.602,12,31.302,1.022,30.31,12,13,7,52.61,46,19,47.003,4,20,43.5,1.144,0.083,8.7,4,0.0,3,48,37.0,8.562,6.5,7,41.3
7.509,6,41.353,0.989,38.417,9,9,6,73.64,65,34,64.316,2,25,38.5,1.133,0.029,0.0,0,3.1,0,69,41.0,6.502,6.2,16,52.3
5.398,11,35.302,0.991,32.989,13,13,4,60.943,54,27,53.53,4,23,42.6,1.129,0.07,1.9,1,1.9,1,57,37.5,6.787,3.7,10,50.0
5.398,11,37.824,0.988,35.043,11,12,4,66.774,59,31,58.298,5,24,40.7,1.132,0.081,1.7,1,1.7,1,62,37.5,6.484,3.4,13,52.5
5.398,17,40.063,0.99,37.516,17,18,4,67.359,60,29,59.414,3,27,45.0,1.123,0.047,1.7,1,1.7,1,64,44.5,6.943,3.3,10,48.3
5.398,17,39.546,0.996,37.484,17,19,5,65.026,58,26,57.749,3,27,46.6,1.121,0.048,1.7,1,1.7,1,62,47.5,7.372,5.2,9,44.8
5.398,16,38.949,0.993,36.176,15,17,5,63.863,57,27,56.607,4,25,43.9,1.12,0.066,1.8,1,1.8,1,61,43.0,7.414,3.5,10,47.4
5.398,17,37.546,0.996,35.484,16,18,5,63.026,56,26,55.749,3,25,44.6,1.125,0.05,1.8,1,1.8,1,60,43.5,7.206,5.4,9,46.4
5.398,17,39.159,0.997,36.817,17,18,5,63.887,57,26,56.854,3,26,45.6,1.121,0.049,3.5,2,1.8,1,61,44.5,7.666,3.5,9,45.6
5.398,16,38.949,0.993,36.176,15,17,5,63.863,57,27,56.607,3,25,43.9,1.12,0.049,1.8,1,1.8,1,61,43.0,7.414,3.5,10,47.4
5.398,11,37.824,0.988,35.043,11,12,4,66.774,59,31,58.298,4,24,40.7,1.132,0.065,1.7,1,1.7,1,62,37.5,6.484,3.4,13,52.5
5.398,17,41.824,0.989,39.043,17,18,4,70.774,63,31,62.298,5,28,44.4,1.123,0.075,1.6,1,1.6,1,67,45.5,6.835,3.2,11,49.2
5.0,16,28.727,1.028,27.832,14,18,8,42.482,38,12,39.065,1,18,47.4,1.118,0.024,5.3,2,2.6,1,41,40.0,10.181,10.5,3,31.6
5.398,16,37.188,0.995,34.65,15,17,5,60.448,54,25,53.723,3,24,44.4,1.119,0.052,1.9,1,1.9,1,58,42.0,7.566,3.7,9,46.3
5.398,11,32.353,1.024,31.612,11,12,7,57.547,50,22,51.185,2,21,42.0,1.151,0.038,8.0,4,2.0,4,53,37.5,7.889,4.0,10,44.0
5.398,17,40.0,0.999,37.899,17,18,5,67.698,60,28,59.927,4,27,45.0,1.128,0.063,3.3,2,1.7,2,64,45.5,7.243,3.3,10,46.7
5.398,16,36.432,0.999,34.144,14,17,6,59.531,53,24,52.941,3,23,43.4,1.123,0.053,1.9,1,1.9,1,57,42.0,7.728,5.7,9,45.3
5.0,16,28.79,1.015,27.449,14,18,7,42.143,38,13,38.553,1,18,47.4,1.109,0.024,2.6,1,2.6,0,41,39.0,9.707,10.5,3,34.2
5.0,16,28.79,1.015,27.449,14,18,7,42.143,38,13,38.553,1,18,47.4,1.109,0.024,2.6,1,2.6,0,41,39.0,9.707,10.5,3,34.2
5.398,17,38.302,0.992,35.989,17,18,4,63.943,57,27,56.53,3,26,45.6,1.122,0.049,1.8,1,1.8,1,61,43.5,7.062,3.5,9,47.4
9.6,6,26.176,0.995,24.326,6,7,4,43.887,39,19,38.807,1,16,41.0,1.125,0.024,2.6,1,2.6,0,41,27.0,7.457,5.1,9,48.7
5.35,16,28.642,1.022,27.255,14,18,7,39.588,36,11,36.775,1,18,50.0,1.1,0.026,5.6,2,2.8,0,39,39.0,10.786,8.3,3,30.6
5.0,16,29.648,1.023,28.277,14,18,8,42.087,38,12,38.876,1,18,47.4,1.108,0.024,5.3,2,2.6,0,41,40.0,10.613,10.5,3,31.6
5.0,16,29.648,1.023,28.277,14,18,8,42.087,38,12,38.876,1,18,47.4,1.108,0.024,5.3,2,2.6,0,41,40.0,10.613,10.5,3,31.6
5.0,16,29.693,1.003,28.148,14,18,6,45.614,41,16,41.113,1,19,46.3,1.113,0.023,0.0,0,2.4,0,44,39.0,8.499,9.8,4,39.0
5.398,11,40.586,0.987,37.57,11,12,4,71.189,63,33,62.181,3,26,41.3,1.13,0.045,1.6,1,1.6,1,67,40.5,6.486,3.2,15,52.4
5.0,16,28.239,1.021,27.142,14,18,7,40.854,37,12,37.778,1,18,48.6,1.104,0.025,2.7,1,5.4,0,40,39.0,9.996,8.1,3,32.4
5.398,16,38.949,0.993,36.176,15,17,5,63.863,57,27,56.607,3,25,43.9,1.12,0.049,1.8,1,1.8,1,61,43.0,7.414,3.5,10,47.4
5.398,16,38.046,1.001,35.477,15,17,6,60.392,54,24,54.047,3,24,44.4,1.118,0.052,3.7,2,1.9,1,58,43.0,8.204,3.7,9,44.4
5.398,11,39.279,0.994,36.758,11,12,5,68.983,61,31,60.625,3,25,41.0,1.131,0.046,1.6,1,3.3,1,65,40.5,6.731,3.3,14,50.8
5.398,17,39.546,0.996,37.484,17,19,5,65.026,58,26,57.749,3,27,46.6,1.121,0.048,1.7,1,1.7,1,62,47.5,7.372,5.2,9,44.8
5.398,17,40.063,0.99,37.516,17,18,4,67.359,60,29,59.414,3,27,45.0,1.123,0.047,1.7,1,1.7,1,64,44.5,6.943,3.3,10,48.3
8.801,11,26.557,0.99,24.972,10,12,3,43.528,39,18,38.6,1,18,46.2,1.116,0.024,0.0,0,2.6,0,42,31.5,7.138,5.1,7,46.2
5.398,17,38.239,1.001,36.373,17,18,5,64.283,57,26,57.043,3,26,45.6,1.128,0.049,3.5,2,1.8,2,61,44.5,7.378,3.5,9,45.6
5.0,16,27.932,1.006,26.622,14,18,6,42.199,38,14,38.229,1,18,47.4,1.11,0.024,0.0,0,2.6,0,41,38.0,8.801,10.5,3,36.8
5.0,16,28.79,1.015,27.449,14,18,7,42.143,38,13,38.553,1,18,47.4,1.109,0.024,2.6,1,2.6,0,41,39.0,9.707,10.5,3,34.2
5.0,16,29.648,1.023,28.277,14,18,8,42.087,38,12,38.876,1,18,47.4,1.108,0.024,5.3,2,2.6,0,41,40.0,10.613,10.5,3,31.6
5.398,17,37.546,0.996,35.484,16,18,5,63.026,56,26,55.749,3,25,44.6,1.125,0.05,1.8,1,1.8,1,60,43.5,7.206,5.4,9,46.4
5.398,11,33.54,0.993,31.463,13,13,4,57.528,51,25,50.647,4,22,43.1,1.128,0.074,2.0,1,2.0,1,54,36.5,6.912,3.9,9,49.0
5.398,17,37.546,0.996,35.484,16,18,5,63.026,56,26,55.749,3,25,44.6,1.125,0.05,1.8,1,1.8,1,60,43.5,7.206,5.4,9,46.4
5.398,16,37.188,0.995,34.65,15,17,5,60.448,54,25,53.723,3,24,44.4,1.119,0.052,1.9,1,1.9,1,58,42.0,7.566,3.7,9,46.3
5.398,11,35.302,0.991,32.989,11,12,4,60.943,54,27,53.53,3,23,42.6,1.129,0.052,1.9,1,1.9,1,58,37.5,6.787,3.7,12,50.0
