pXC50,nHM,Si,nAT,nBT,Mp,C.,nCsp2,nN,SCBO,nBM,AMW,nDB,N.,Se,Sp,Mi,nC,nAB,nBO,Mv,nO,nS,nSK,MW,nH,RBF,H.,Sv,nHet,Me
5.0,1,65.86,58,58,0.635,34.5,10,3,36.0,10,7.303,4,5.2,58.505,36.836,1.136,20,6,29,0.598,5,1,29,423.59,29,0.207,50.0,34.674,9,1.009
7.278,2,50.644,45,46,0.681,37.8,13,2,36.0,15,8.864,3,4.4,46.193,30.642,1.125,17,12,27,0.653,5,1,26,398.9,19,0.152,42.2,29.373,9,1.027
6.0,2,51.328,46,47,0.69,39.1,13,1,35.0,15,8.251,3,2.2,46.4,31.733,1.116,18,12,26,0.642,4,2,25,379.54,21,0.149,45.7,29.523,7,1.009
8.222,2,52.62,47,48,0.69,38.3,7,2,38.0,11,8.692,3,4.3,47.945,32.432,1.12,18,6,28,0.654,5,2,27,408.54,20,0.104,42.6,30.732,9,1.02
5.461,0,67.355,59,59,0.609,33.9,9,3,34.0,9,6.67,3,5.1,59.312,35.949,1.142,20,6,28,0.576,5,0,28,393.54,31,0.186,52.5,34.013,8,1.005
7.522,1,48.548,40,40,0.619,32.5,7,2,35.0,9,11.558,3,5.0,45.156,24.767,1.214,13,6,29,0.682,4,1,29,462.33,11,0.2,27.5,27.28,16,1.129
7.959,2,57.451,51,52,0.666,35.3,7,2,36.0,10,8.09,3,3.9,51.713,33.955,1.126,18,6,28,0.623,5,2,27,412.58,24,0.135,47.1,31.786,9,1.014
5.0,1,74.318,66,68,0.645,37.9,13,1,44.0,15,7.207,3,1.5,66.28,42.563,1.126,25,12,35,0.605,6,1,33,475.66,33,0.176,50.0,39.926,8,1.004
6.284,1,69.703,61,61,0.62,31.1,8,3,35.0,9,7.041,3,4.9,61.498,37.847,1.143,19,6,29,0.577,6,0,29,429.51,32,0.18,52.5,35.179,10,1.008
9.0,0,75.395,66,66,0.605,33.3,9,3,37.0,9,6.63,3,4.5,66.407,39.926,1.142,22,6,31,0.572,6,0,31,437.6,35,0.197,53.0,37.782,9,1.006
8.523,2,58.866,52,53,0.648,32.7,7,2,33.0,9,7.742,3,3.8,52.596,33.716,1.132,17,6,27,0.602,5,2,26,402.59,26,0.075,50.0,31.313,9,1.011
5.306,0,75.644,67,70,0.649,40.3,17,4,48.5,19,7.114,2,6.0,67.087,43.5,1.129,27,17,38,0.617,4,0,35,476.63,32,0.114,47.8,41.32,8,1.001
5.644,1,55.033,49,50,0.659,38.8,13,1,36.0,15,7.704,3,2.0,49.534,32.301,1.123,19,12,27,0.624,5,1,26,377.5,23,0.18,46.9,30.577,7,1.011
5.306,0,59.568,53,56,0.673,43.4,18,4,45.5,20,7.896,3,7.5,53.669,35.693,1.124,23,17,34,0.654,4,0,31,418.49,22,0.107,41.5,34.686,8,1.013
5.301,1,82.939,73,76,0.627,34.2,8,3,46.0,10,7.174,4,4.1,73.694,45.79,1.136,25,6,39,0.592,7,1,36,523.72,37,0.092,50.7,43.21,11,1.01
5.301,1,58.448,52,53,0.655,38.5,13,1,37.0,15,7.529,3,1.9,52.418,34.063,1.124,20,12,28,0.617,5,1,27,391.53,25,0.189,48.1,32.104,7,1.008
5.74,1,79.324,70,71,0.642,35.7,14,3,44.0,15,6.994,3,4.3,69.938,44.915,1.133,25,12,35,0.593,5,0,34,489.61,36,0.183,51.4,41.517,9,0.999
5.442,1,51.617,46,47,0.664,39.1,13,1,35.0,15,7.902,3,2.2,46.651,30.54,1.122,18,12,26,0.632,5,1,25,363.47,21,0.149,45.7,29.051,7,1.014
5.0,1,80.235,71,73,0.641,36.6,14,2,49.0,16,7.531,4,2.8,72.036,45.477,1.13,26,12,39,0.611,8,1,37,534.69,34,0.178,47.9,43.377,11,1.015
4.921,1,49.495,44,45,0.67,38.6,13,2,38.0,17,8.601,5,4.5,45.313,29.477,1.125,17,12,27,0.653,6,1,26,378.44,18,0.156,40.9,28.733,9,1.03
8.523,1,53.827,48,50,0.667,39.6,13,1,38.0,15,8.156,3,2.1,48.978,31.994,1.121,19,12,29,0.641,6,1,27,391.48,21,0.08,43.8,30.765,8,1.02
5.301,0,97.637,86,89,0.63,37.2,16,5,56.0,16,6.905,4,5.8,86.261,54.222,1.135,32,12,46,0.598,6,0,43,593.8,43,0.157,50.0,51.405,11,1.003
6.066,1,90.202,80,82,0.658,40.0,20,2,54.0,21,7.084,3,2.5,79.672,52.677,1.128,32,18,42,0.609,4,0,40,566.71,40,0.159,50.0,48.745,8,0.996
4.509,0,27.203,24,24,0.632,37.5,6,1,17.0,4,7.55,4,4.2,24.502,15.176,1.133,9,0,13,0.617,3,0,13,181.21,11,0.125,45.8,14.8,4,1.021
5.301,1,65.943,58,61,0.639,34.5,8,4,40.0,10,7.527,4,6.9,58.723,37.08,1.137,20,6,33,0.606,5,1,30,436.59,28,0.066,48.3,35.168,10,1.012
5.328,1,55.036,49,51,0.662,38.8,13,1,39.0,15,8.316,3,2.0,50.305,32.449,1.123,19,12,30,0.642,7,1,28,407.48,21,0.098,42.9,31.48,9,1.027
6.921,1,65.239,58,61,0.668,39.7,16,3,47.5,20,8.131,3,5.2,59.065,38.767,1.125,23,17,36,0.644,6,1,33,471.58,25,0.098,43.1,37.335,10,1.018
4.385,1,79.949,70,70,0.616,31.4,8,3,38.0,9,6.737,3,4.3,70.149,43.131,1.142,22,6,32,0.568,6,0,32,471.6,38,0.2,54.3,39.759,10,1.002
5.672,0,82.767,73,76,0.64,38.4,16,5,52.0,19,7.146,3,6.8,73.4,46.722,1.134,28,16,41,0.611,5,0,38,521.68,35,0.105,47.9,44.583,10,1.005
4.301,2,36.589,33,34,0.739,42.4,13,1,31.0,15,11.219,3,3.0,34.018,24.392,1.109,14,12,22,0.705,4,1,21,370.24,12,0.147,36.4,23.254,7,1.031
4.432,1,74.118,65,65,0.625,32.3,9,3,38.0,10,7.008,4,4.6,65.381,40.608,1.14,21,6,31,0.58,6,0,31,455.55,34,0.185,52.3,37.705,10,1.006
4.432,1,91.856,81,84,0.638,35.8,15,4,57.0,17,7.639,5,4.9,82.451,51.705,1.134,29,12,46,0.613,9,1,43,618.78,38,0.119,46.9,49.661,14,1.018
5.0,1,59.657,53,54,0.651,37.7,13,1,38.0,15,7.689,3,1.9,53.745,34.517,1.126,20,12,29,0.619,6,1,28,407.53,25,0.185,47.2,32.819,8,1.014
6.523,1,73.118,64,64,0.619,31.3,8,3,36.0,9,6.93,3,4.7,64.381,39.608,1.142,20,6,30,0.574,6,0,30,443.54,34,0.188,53.1,36.705,10,1.006
7.41,1,53.202,47,48,0.658,36.2,13,3,40.0,17,8.712,5,6.4,48.742,30.938,1.132,17,12,29,0.648,7,1,28,409.46,19,0.167,40.4,30.469,11,1.037
5.0,1,56.242,50,51,0.655,38.0,13,1,37.0,15,7.87,3,2.0,50.862,32.756,1.125,19,12,28,0.626,6,1,27,393.5,23,0.157,46.0,31.292,8,1.017
4.745,1,48.076,43,44,0.688,41.9,13,2,37.0,16,8.336,3,4.7,43.658,29.568,1.118,18,12,26,0.658,4,1,25,358.45,18,0.136,41.9,28.304,7,1.015
6.009,1,109.423,96,97,0.617,33.3,11,5,54.0,15,6.458,5,5.2,95.428,59.222,1.14,32,10,44,0.568,5,1,43,619.97,53,0.227,55.2,54.511,11,0.994
6.629,1,50.119,44,44,0.629,31.8,8,2,31.0,10,8.192,4,4.5,45.524,27.693,1.139,14,6,24,0.613,7,1,24,360.43,20,0.182,45.5,26.975,10,1.035
7.046,1,58.874,52,54,0.661,38.5,14,2,43.0,16,8.702,4,3.8,53.92,34.392,1.132,20,12,33,0.652,7,1,31,452.5,21,0.167,40.4,33.885,11,1.037
6.824,1,72.075,63,64,0.629,31.7,9,5,40.0,13,7.199,3,7.9,63.491,39.642,1.144,20,10,32,0.587,5,0,31,453.54,32,0.172,50.8,36.98,11,1.008
4.0,1,71.909,63,63,0.621,31.7,8,3,35.0,9,6.786,3,4.8,63.054,39.154,1.141,20,6,29,0.571,5,0,29,427.54,34,0.175,54.0,35.991,9,1.001
5.0,1,52.827,47,48,0.659,38.3,13,1,36.0,15,8.074,3,2.1,47.978,30.994,1.124,18,12,27,0.633,6,1,26,379.47,21,0.188,44.7,29.765,8,1.021
6.194,0,59.315,52,52,0.615,34.6,9,3,31.0,9,6.721,3,5.8,52.218,31.972,1.141,18,6,25,0.582,4,0,25,349.48,27,0.173,51.9,30.245,7,1.004
6.959,1,91.311,81,84,0.662,39.5,23,5,63.0,27,7.652,5,6.2,81.687,53.586,1.127,32,22,47,0.63,6,1,44,619.81,37,0.167,45.7,51.012,12,1.008
6.416,1,53.531,47,47,0.624,31.9,7,2,29.0,9,7.329,3,4.3,47.636,29.307,1.139,15,6,23,0.587,5,1,23,344.48,24,0.17,51.1,27.599,8,1.014
8.222,0,63.94,56,56,0.61,33.9,9,3,33.0,9,6.777,3,5.4,56.429,34.188,1.142,19,6,27,0.58,5,0,27,379.51,29,0.179,51.8,32.487,8,1.008
6.398,1,79.324,70,71,0.642,35.7,14,3,44.0,15,6.994,3,4.3,69.938,44.915,1.133,25,12,35,0.593,5,0,34,489.61,36,0.183,51.4,41.517,9,0.999
8.722,0,68.355,60,61,0.616,35.0,9,3,36.0,9,6.759,3,5.0,60.312,36.949,1.139,21,6,30,0.584,5,0,29,405.55,31,0.066,51.7,35.013,8,1.005
4.757,0,65.524,58,60,0.645,39.7,15,3,42.0,15,7.337,3,5.2,58.545,37.426,1.13,23,12,33,0.62,5,0,31,425.53,27,0.133,46.6,35.96,8,1.009
6.627,1,56.325,50,51,0.66,38.0,14,2,39.0,16,8.13,4,4.0,51.08,33.0,1.127,19,12,29,0.636,6,1,28,406.5,22,0.157,44.0,31.787,9,1.022
6.328,1,73.118,64,64,0.619,31.3,8,3,36.0,9,6.93,3,4.7,64.381,39.608,1.142,20,6,30,0.574,6,0,30,443.54,34,0.188,53.1,36.705,10,1.006
5.42,0,64.524,57,58,0.639,38.6,15,3,40.0,15,7.255,3,5.3,57.545,36.426,1.132,22,12,31,0.613,5,0,30,413.52,27,0.155,47.4,34.96,8,1.01
5.0,2,64.91,58,63,0.709,41.4,17,5,55.5,19,9.304,8,8.6,59.694,41.142,1.119,24,11,42,0.689,6,2,37,539.64,21,0.063,36.2,39.984,13,1.029
6.131,1,70.407,61,60,0.593,26.2,2,4,28.0,3,6.468,3,6.6,61.156,36.16,1.154,16,0,25,0.541,5,0,26,394.52,35,0.217,57.4,33.012,10,1.003
5.0,1,60.78,54,58,0.686,40.7,15,5,47.5,16,8.658,5,9.3,55.291,37.04,1.126,22,11,37,0.668,5,1,33,467.55,21,0.086,38.9,36.082,11,1.024
6.046,0,68.438,60,61,0.62,35.0,10,4,38.0,10,6.976,4,6.7,60.531,37.193,1.141,21,6,31,0.592,5,0,30,418.55,30,0.082,50.0,35.508,9,1.009
4.301,1,70.155,63,66,0.691,44.4,21,2,56.0,26,8.232,3,3.2,63.847,43.523,1.114,28,22,40,0.664,6,1,37,518.63,26,0.167,41.3,41.84,9,1.013
4.3,0,59.863,53,54,0.624,37.7,12,0,34.0,12,7.141,0,0.0,53.778,33.08,1.129,20,12,28,0.601,7,0,27,378.46,26,0.167,49.1,31.852,7,1.015
5.0,2,75.53,67,69,0.655,35.8,12,2,46.5,15,7.832,4,3.0,67.902,43.909,1.127,24,11,37,0.617,7,2,35,524.72,32,0.145,47.8,41.323,11,1.013
5.0,2,59.74,53,55,0.67,35.8,11,3,38.5,14,7.993,3,5.7,53.487,35.506,1.127,19,11,30,0.624,4,2,28,423.61,25,0.127,47.2,33.092,9,1.009
6.114,2,69.989,62,64,0.66,35.5,12,3,44.5,15,7.995,4,4.8,62.909,40.938,1.129,22,11,35,0.622,6,2,33,495.68,29,0.125,46.8,38.576,11,1.015
5.343,2,72.115,64,66,0.659,35.9,12,2,45.5,15,7.98,4,3.1,65.018,42.148,1.127,23,11,36,0.622,7,2,34,510.69,30,0.152,46.9,39.796,11,1.016
5.0,2,75.53,67,69,0.655,35.8,12,2,46.5,15,7.832,4,3.0,67.902,43.909,1.127,24,11,37,0.617,7,2,35,524.72,32,0.159,47.8,41.323,11,1.013
4.0,1,72.488,65,68,0.678,43.1,20,1,52.0,22,7.81,4,1.5,65.512,44.04,1.115,28,18,39,0.644,6,1,36,507.65,29,0.132,44.6,41.872,8,1.008
5.0,2,75.53,67,69,0.655,35.8,12,2,46.5,15,7.832,4,3.0,67.902,43.909,1.127,24,11,37,0.617,7,2,35,524.72,32,0.145,47.8,41.323,11,1.013
5.759,2,77.74,69,72,0.657,36.2,12,2,49.5,15,8.011,4,2.9,70.229,45.364,1.127,25,11,40,0.624,8,2,37,552.73,32,0.139,46.4,43.037,12,1.018
5.183,2,73.404,65,67,0.657,35.4,12,3,45.5,15,7.842,4,4.6,65.792,42.699,1.129,23,11,36,0.617,6,2,34,509.71,31,0.134,47.7,40.102,11,1.012
5.0,3,72.035,64,66,0.669,34.4,11,2,46.5,16,8.293,5,3.1,65.094,42.796,1.126,22,11,36,0.625,7,3,34,530.75,30,0.167,46.9,39.983,12,1.017
5.0,2,72.112,64,66,0.656,35.9,11,2,42.5,14,7.511,3,3.1,64.247,42.0,1.127,23,11,34,0.608,5,2,32,480.71,32,0.152,50.0,38.893,9,1.004
5.0,2,75.527,67,69,0.653,35.8,11,2,43.5,14,7.384,3,3.0,67.131,43.762,1.127,24,11,35,0.603,5,2,33,494.74,34,0.145,50.7,40.42,9,1.002
5.0,2,71.198,63,65,0.657,34.9,11,3,45.5,15,8.122,4,4.8,64.236,41.392,1.13,22,11,36,0.624,7,2,34,511.68,29,0.138,46.0,39.29,12,1.02
5.0,2,84.65,75,78,0.653,36.0,12,3,50.5,15,7.517,4,4.0,75.443,48.983,1.129,27,11,41,0.609,6,2,38,563.81,37,0.115,49.3,45.683,11,1.006
5.0,3,65.205,58,60,0.677,34.5,11,2,44.5,16,8.667,5,3.4,59.327,39.273,1.124,20,11,34,0.637,7,3,32,502.69,26,0.15,44.8,36.929,12,1.023
5.0,2,75.53,67,69,0.655,35.8,12,2,46.5,15,7.832,4,3.0,67.902,43.909,1.127,24,11,37,0.617,7,2,35,524.72,32,0.145,47.8,41.323,11,1.013
5.0,2,76.74,68,70,0.652,35.3,12,2,47.5,15,7.952,4,2.9,69.229,44.364,1.129,24,11,38,0.618,8,2,36,540.72,32,0.143,47.1,42.037,12,1.018
5.0,2,75.53,67,69,0.655,35.8,12,2,46.5,15,7.832,4,3.0,67.902,43.909,1.127,24,11,37,0.617,7,2,35,524.72,32,0.159,47.8,41.323,11,1.013
5.695,2,67.491,60,62,0.666,36.7,12,2,43.5,15,8.011,4,3.3,60.807,39.932,1.125,22,11,34,0.626,6,2,32,480.66,28,0.129,46.7,37.554,10,1.013
5.196,2,68.51,60,62,0.662,36.7,12,2,46.5,15,8.91,4,3.3,62.345,39.744,1.142,22,11,37,0.645,6,2,35,534.63,25,0.129,41.7,38.704,13,1.039
5.0,3,75.45,67,69,0.665,34.3,11,2,47.5,16,8.131,5,3.0,67.978,44.557,1.126,23,11,37,0.62,7,3,35,544.78,32,0.159,47.8,41.51,12,1.015
5.0,3,76.035,68,71,0.688,38.2,17,2,54.5,22,8.512,5,2.9,69.094,46.796,1.118,26,17,41,0.647,7,3,38,578.79,30,0.155,44.1,43.983,12,1.016
5.866,1,82.945,72,72,0.599,27.8,3,5,36.0,4,6.634,4,6.9,72.352,43.142,1.152,20,0,32,0.553,6,0,32,477.62,40,0.194,55.6,39.802,12,1.005
4.0,1,82.733,74,77,0.667,41.9,20,1,55.0,22,7.429,4,1.4,74.163,49.324,1.118,31,18,42,0.628,6,1,39,549.74,35,0.143,47.3,46.453,8,1.002
5.0,1,68.78,61,63,0.651,37.7,14,2,45.0,16,7.813,4,3.3,62.058,39.739,1.128,23,12,35,0.624,7,1,33,476.6,28,0.143,45.9,38.082,10,1.017
5.0,2,68.7,61,63,0.662,36.1,12,2,44.5,15,8.142,4,3.3,62.134,40.386,1.126,22,11,35,0.627,7,2,33,496.66,28,0.159,45.9,38.269,11,1.019
5.0,2,75.53,67,69,0.655,35.8,12,2,46.5,15,7.832,4,3.0,67.902,43.909,1.127,24,11,37,0.617,7,2,35,524.72,32,0.174,47.8,41.323,11,1.013
5.444,2,47.174,42,43,0.705,40.5,13,1,35.0,15,10.246,3,2.4,43.182,29.614,1.123,17,12,26,0.672,4,1,25,430.32,17,0.14,40.5,28.217,8,1.028
5.495,1,49.202,44,45,0.677,40.9,14,1,36.0,16,8.215,4,2.3,44.767,29.779,1.118,18,12,26,0.648,5,1,25,361.45,19,0.156,43.2,28.524,7,1.017
5.0,2,66.574,59,61,0.664,35.6,11,3,43.5,15,8.164,4,5.1,60.025,39.176,1.128,21,11,34,0.628,6,2,32,481.65,27,0.131,45.8,37.049,11,1.017
4.0,1,75.827,68,71,0.691,45.6,26,1,59.0,28,8.26,4,1.5,69.025,46.977,1.115,31,24,43,0.666,6,1,40,561.67,28,0.155,41.2,45.256,9,1.015
5.152,2,76.53,68,71,0.66,36.8,12,2,48.5,15,7.893,4,2.9,68.902,44.909,1.125,25,11,39,0.622,7,2,36,536.73,32,0.141,47.1,42.323,11,1.013
5.0,2,81.235,72,75,0.656,36.1,12,3,49.5,15,7.636,4,4.2,72.56,47.222,1.128,26,11,40,0.613,6,2,37,549.78,35,0.12,48.6,44.156,11,1.008
5.491,2,64.075,57,59,0.67,36.8,12,2,42.5,15,8.186,4,3.5,57.923,38.171,1.124,21,11,33,0.632,6,2,31,466.63,26,0.136,45.6,36.027,10,1.016
6.167,2,65.285,58,60,0.666,36.2,12,2,43.5,15,8.321,4,3.4,59.251,38.625,1.126,21,11,34,0.633,7,2,32,482.63,26,0.133,44.8,36.742,11,1.022
5.0,2,78.946,70,72,0.652,35.7,12,2,47.5,15,7.696,4,2.9,70.785,45.671,1.128,25,11,38,0.612,7,2,36,538.75,34,0.167,48.6,42.849,11,1.011
5.0,1,75.61,67,69,0.646,37.3,14,2,47.0,16,7.532,4,3.0,67.825,43.262,1.129,25,12,37,0.614,7,1,35,504.66,32,0.159,47.8,41.135,10,1.012
6.398,1,58.863,52,53,0.631,34.6,7,1,32.0,9,7.106,3,1.9,52.302,32.824,1.132,18,6,26,0.589,5,1,25,369.53,27,0.151,51.9,30.631,7,1.006
5.538,1,76.533,67,67,0.617,31.3,8,3,37.0,9,6.829,3,4.5,67.265,41.37,1.142,21,6,31,0.571,6,0,31,457.57,36,0.179,53.7,38.232,10,1.004
4.569,3,61.004,55,57,0.723,41.8,19,1,49.0,23,10.045,5,1.8,56.167,39.756,1.109,23,18,35,0.682,6,2,33,552.5,22,0.175,40.0,37.504,10,1.021
4.523,1,40.162,36,37,0.689,41.7,12,1,29.0,10,8.483,4,2.8,36.673,24.801,1.116,15,6,22,0.66,4,1,21,305.38,15,0.108,41.7,23.755,6,1.019
5.0,1,67.488,60,62,0.651,38.3,13,1,42.0,15,7.46,3,1.7,60.512,39.04,1.125,23,12,33,0.615,6,1,31,447.6,29,0.161,48.3,36.872,8,1.009
5.0,0,80.936,71,73,0.639,36.6,17,7,57.0,23,7.798,7,9.9,72.607,45.358,1.14,26,16,42,0.626,7,0,40,553.64,31,0.178,43.7,44.475,14,1.023
8.108,2,82.321,73,75,0.666,37.0,20,4,58.0,24,8.285,6,5.5,74.549,48.614,1.128,27,18,43,0.638,8,2,41,604.77,32,0.173,43.8,46.553,14,1.021
5.377,1,51.427,45,46,0.664,40.0,13,1,37.0,15,8.921,3,2.2,46.862,29.898,1.143,18,12,28,0.655,4,1,27,401.44,18,0.13,40.0,29.486,9,1.041
5.815,1,47.289,42,43,0.671,38.1,14,2,37.0,16,9.057,4,4.8,43.756,28.17,1.126,16,12,27,0.665,7,1,26,380.41,16,0.186,38.1,27.921,10,1.042
4.398,2,35.561,32,34,0.736,43.8,10,2,27.0,12,9.15,0,6.3,32.233,23.54,1.111,14,12,21,0.685,1,1,19,292.81,13,0.088,40.6,21.933,5,1.007
6.602,1,82.687,73,75,0.649,37.0,17,5,53.0,21,7.421,5,6.8,73.476,47.37,1.133,27,16,40,0.613,5,1,38,541.74,35,0.16,47.9,44.77,11,1.007
6.538,2,79.215,70,72,0.664,37.1,17,5,53.0,21,8.031,5,7.1,70.916,46.466,1.132,26,16,40,0.63,5,1,38,562.15,32,0.167,45.7,44.071,12,1.013
6.481,0,80.557,71,73,0.638,38.0,17,5,49.0,19,6.953,3,7.0,71.072,45.267,1.135,27,16,38,0.604,4,0,36,493.67,35,0.164,49.3,42.868,9,1.001
5.252,2,75.821,67,69,0.668,38.8,17,5,49.0,19,7.948,3,7.5,67.509,44.767,1.132,26,16,38,0.631,3,0,36,532.52,31,0.159,46.3,42.282,10,1.008
5.0,0,67.355,59,59,0.609,33.9,9,3,34.0,9,6.67,3,5.1,59.312,35.949,1.142,20,6,28,0.576,5,0,28,393.54,31,0.186,52.5,34.013,8,1.005
6.31,1,73.822,64,63,0.593,26.6,2,4,29.0,3,6.384,3,6.3,64.04,37.921,1.153,17,0,26,0.54,5,0,27,408.55,37,0.206,57.8,34.539,10,1.001
6.807,2,64.072,57,58,0.667,36.8,13,2,39.0,15,7.661,3,3.5,57.152,38.023,1.124,21,12,30,0.616,4,2,29,436.65,28,0.172,49.1,35.125,8,1.003
7.301,1,72.992,64,65,0.631,32.8,10,4,40.0,13,7.071,3,6.3,64.272,40.398,1.14,21,10,32,0.586,5,0,31,452.55,33,0.169,51.6,37.485,10,1.004
6.638,1,68.494,60,60,0.623,31.7,8,3,34.0,9,6.892,3,5.0,60.171,37.392,1.142,19,6,28,0.574,5,0,28,413.51,32,0.183,53.3,34.464,9,1.003
5.807,1,75.324,66,66,0.62,31.8,8,3,36.0,9,6.69,3,4.5,65.938,40.915,1.141,21,6,30,0.568,5,0,30,441.57,36,0.182,54.5,37.517,9,0.999
5.218,0,91.308,81,87,0.651,40.7,16,4,59.5,16,7.244,5,4.9,81.392,52.694,1.127,33,11,49,0.621,6,0,43,586.75,38,0.057,46.9,50.33,10,1.005
4.406,1,73.118,64,64,0.619,31.3,8,3,36.0,9,6.93,3,4.7,64.381,39.608,1.142,20,6,30,0.574,6,0,30,443.54,34,0.188,53.1,36.705,10,1.006
7.398,0,61.109,54,55,0.642,38.9,15,3,39.0,15,7.398,3,5.6,54.662,34.665,1.132,21,12,30,0.619,5,0,29,399.49,25,0.164,46.3,33.433,8,1.012
5.839,0,82.683,73,75,0.637,38.4,16,4,49.0,16,6.968,4,5.5,73.181,46.478,1.133,28,12,39,0.604,5,0,37,508.68,36,0.08,49.3,44.088,9,1.002
8.553,0,65.647,57,57,0.59,29.8,4,4,31.0,4,6.781,4,7.0,57.858,33.648,1.152,17,0,27,0.565,6,0,27,386.51,30,0.07,52.6,32.223,10,1.015
6.854,0,99.474,88,91,0.635,38.6,17,3,59.0,17,7.066,5,3.4,88.596,55.881,1.13,34,12,48,0.606,8,0,45,621.8,43,0.165,48.9,53.319,11,1.007
5.607,1,46.495,41,41,0.646,34.1,7,2,31.0,10,8.351,3,4.9,42.313,26.477,1.134,14,6,23,0.628,6,1,23,342.41,18,0.171,43.9,25.733,9,1.032
4.428,1,66.654,59,61,0.653,37.3,10,3,44.5,15,7.824,3,5.1,59.949,38.529,1.13,22,11,34,0.625,6,1,32,461.59,27,0.115,45.8,36.862,10,1.016
5.77,2,47.62,43,45,0.704,41.9,12,0,33.0,14,8.105,2,0.0,42.971,30.273,1.107,18,12,25,0.646,3,2,23,348.52,20,0.089,46.5,27.787,5,0.999
5.268,2,45.498,41,43,0.712,41.5,13,1,35.0,15,8.866,3,2.4,41.633,29.21,1.11,17,12,26,0.67,4,2,24,363.49,17,0.14,41.5,27.469,7,1.015
5.544,0,85.806,75,75,0.609,33.3,11,5,44.0,11,6.743,5,6.7,75.494,45.699,1.144,25,6,36,0.578,6,0,36,505.69,39,0.227,52.0,43.351,11,1.007
6.824,1,85.687,76,79,0.663,39.5,21,5,59.5,26,7.602,5,6.6,76.476,50.37,1.127,30,21,44,0.629,5,1,41,577.77,35,0.152,46.1,47.77,11,1.006
4.301,0,57.488,52,55,0.701,50.0,24,1,47.0,22,7.913,4,1.9,52.247,36.438,1.106,26,18,34,0.676,4,0,31,411.48,21,0.091,40.4,35.149,5,1.005
5.0,3,39.5,36,37,0.748,41.7,12,0,29.0,14,9.014,2,0.0,35.953,26.943,1.097,15,12,21,0.672,2,3,20,324.52,16,0.162,44.4,24.205,5,0.999
6.306,0,91.019,81,85,0.656,42.0,21,3,61.5,22,7.404,5,3.7,81.618,53.142,1.124,34,17,48,0.63,7,0,44,599.74,37,0.141,45.7,51.023,10,1.008
7.638,0,92.517,82,85,0.648,40.2,21,4,60.5,22,7.351,5,4.9,82.72,53.148,1.128,33,17,47,0.622,7,0,44,602.75,38,0.165,46.3,51.045,11,1.009
5.796,1,74.484,66,68,0.652,37.9,16,3,48.0,17,7.601,5,4.5,66.716,43.051,1.129,25,12,37,0.62,6,1,35,501.66,31,0.132,47.0,40.915,10,1.011
6.244,0,92.644,82,85,0.639,39.0,17,3,57.0,17,7.241,5,3.7,82.829,52.358,1.13,32,12,46,0.613,8,0,43,593.74,39,0.153,47.6,50.265,11,1.01
5.301,1,79.69,70,73,0.636,34.3,8,5,49.0,11,7.653,4,7.1,71.247,44.517,1.138,24,6,40,0.61,7,1,37,535.69,33,0.096,47.1,42.673,13,1.018
5.0,2,77.736,69,71,0.655,36.2,12,2,46.5,15,7.576,4,2.9,69.458,45.216,1.127,25,11,37,0.611,6,2,35,522.75,34,0.141,49.3,42.135,10,1.007
5.0,2,78.736,70,73,0.66,37.1,12,2,48.5,15,7.639,4,2.9,70.458,46.216,1.125,26,11,39,0.616,6,2,36,534.76,34,0.123,48.6,43.135,10,1.007
6.071,1,81.773,72,74,0.649,36.1,17,6,57.0,23,7.954,7,8.3,73.465,46.762,1.136,26,16,42,0.627,7,1,40,572.71,32,0.176,44.4,45.167,14,1.02
5.638,2,73.404,65,67,0.657,35.4,12,3,45.5,15,7.842,4,4.6,65.792,42.699,1.129,23,11,36,0.617,6,2,34,509.71,31,0.134,47.7,40.102,11,1.012
5.379,2,67.491,60,62,0.666,36.7,12,2,43.5,15,8.011,4,3.3,60.807,39.932,1.125,22,11,34,0.626,6,2,32,480.66,28,0.129,46.7,37.554,10,1.013
5.0,2,74.321,66,68,0.658,36.4,12,2,45.5,15,7.708,4,3.0,66.574,43.455,1.126,24,11,36,0.615,6,2,34,508.72,32,0.132,48.5,40.608,10,1.009
5.367,3,72.62,65,68,0.693,38.5,17,2,53.5,22,8.689,5,3.1,66.211,45.034,1.117,25,17,40,0.653,7,3,37,564.76,28,0.132,43.1,42.456,12,1.019
5.0,2,76.53,68,71,0.66,36.8,12,2,48.5,15,7.893,4,2.9,68.902,44.909,1.125,25,11,39,0.622,7,2,36,536.73,32,0.127,47.1,42.323,11,1.013
5.495,0,88.019,78,81,0.643,39.7,17,3,55.0,17,7.227,5,3.8,78.618,50.142,1.128,31,12,44,0.616,7,0,41,563.71,37,0.148,47.4,48.023,10,1.008
6.187,3,69.205,62,65,0.698,38.7,17,2,52.5,22,8.883,5,3.2,63.327,43.273,1.116,24,17,39,0.66,7,3,36,550.73,26,0.138,41.9,40.929,12,1.021
4.889,3,72.62,65,68,0.693,38.5,17,2,53.5,22,8.689,5,3.1,66.211,45.034,1.117,25,17,40,0.653,7,3,37,564.76,28,0.147,43.1,42.456,12,1.019
5.301,0,75.644,67,70,0.649,40.3,17,4,48.5,19,7.114,2,6.0,67.087,43.5,1.129,27,17,38,0.617,4,0,35,476.63,32,0.1,47.8,41.32,8,1.001
