pXC50,Sp,nC,nBO,nAT,nBT,nSK,SCBO,Sv,MW,X.,nF,nH,Si,nCsp3,Se,O.,RBN,nN,N.,Mv,nHet,nCsp2,nDB,Mi,H.,nAB,AMW,Mp,RBF,nBM
7.569,51.847,33,44,80.0,85.0,39,53.5,48.218,527.77,0.0,0,41,90.012,17,79.076,3.8,8,3,3.8,0.603,6,16,1,1.125,51.3,17,6.597,0.648,0.094,18
9.046,50.58,30,42,79.0,82.0,39,51.0,47.392,562.79,2.5,2,40,89.738,17,79.287,5.1,11,2,2.5,0.6,9,13,3,1.136,50.6,12,7.124,0.64,0.134,15
7.886,47.813,30,42,74.0,79.0,37,51.0,44.854,504.71,1.4,1,37,83.81,16,73.596,2.7,8,4,5.4,0.606,7,14,1,1.133,50.0,16,6.82,0.646,0.101,17
5.91,45.87,29,38,71.0,75.0,34,46.0,42.449,459.69,0.0,0,37,79.972,15,69.981,2.8,6,3,4.2,0.598,5,14,2,1.126,52.1,12,6.475,0.646,0.08,14
8.222,56.472,35,47,88.0,94.0,41,56.0,51.885,553.87,0.0,0,47,99.42,21,86.392,1.1,6,5,5.7,0.59,6,14,1,1.13,53.4,16,6.294,0.642,0.064,17
5.237,44.108,28,37,68.0,72.0,33,45.0,40.923,445.66,0.0,0,35,76.557,14,67.098,2.9,6,3,4.4,0.602,5,14,2,1.126,51.5,12,6.554,0.649,0.083,14
9.119,56.563,35,46,86.0,91.0,41,55.5,51.744,571.9,0.0,0,45,96.553,19,84.592,2.3,11,3,3.5,0.602,6,16,1,1.123,52.3,17,6.65,0.658,0.121,18
6.839,49.393,31,40,77.0,81.0,36,48.0,45.503,487.75,0.0,0,41,86.803,17,75.748,2.6,7,3,3.9,0.591,5,14,2,1.127,53.2,12,6.334,0.641,0.086,14
8.921,53.609,34,45,83.0,88.0,40,54.5,49.745,541.8,0.0,0,43,93.427,18,81.959,3.6,9,3,3.6,0.599,6,16,1,1.126,51.8,17,6.528,0.646,0.102,18
8.097,45.87,29,38,71.0,75.0,34,46.0,42.449,459.69,0.0,0,37,79.972,15,69.981,2.8,6,3,4.2,0.598,5,14,2,1.126,52.1,12,6.475,0.646,0.08,14
7.638,52.398,33,44,81.0,86.0,39,53.5,48.524,526.79,0.0,0,42,91.301,17,79.85,2.5,8,4,4.9,0.599,6,16,1,1.127,51.9,17,6.504,0.647,0.093,18
8.155,49.637,31,41,77.0,81.0,37,50.5,45.998,500.75,0.0,0,40,86.886,15,75.967,2.6,9,4,5.2,0.597,6,16,1,1.128,51.9,17,6.503,0.645,0.111,18
8.42,49.086,31,41,76.0,80.0,37,50.5,45.691,501.73,0.0,0,39,85.597,15,75.192,3.9,9,3,3.9,0.601,6,16,1,1.126,51.3,17,6.602,0.646,0.113,18
5.604,41.347,26,34,64.0,67.0,31,42.0,38.396,419.62,0.0,0,33,72.142,12,63.214,3.1,5,3,4.7,0.6,5,14,2,1.127,51.6,12,6.557,0.646,0.075,14
9.097,49.671,30,40,77.0,80.0,37,47.0,45.962,530.79,2.6,2,40,87.319,17,76.632,2.6,11,2,2.6,0.597,7,13,1,1.134,51.9,12,6.893,0.645,0.138,13
9.301,49.66,31,42,79.0,82.0,39,49.0,47.068,548.73,5.1,4,40,90.493,18,79.465,2.5,11,2,2.5,0.596,8,13,1,1.145,50.6,12,6.946,0.629,0.134,13
8.523,49.393,31,40,77.0,81.0,36,48.0,45.503,487.75,0.0,0,41,86.803,17,75.748,2.6,6,3,3.9,0.591,5,14,2,1.127,53.2,12,6.334,0.641,0.074,14
9.222,53.256,33,45,81.0,86.0,40,54.5,49.352,561.23,1.2,0,41,91.245,17,80.174,2.5,10,4,4.9,0.609,7,16,1,1.126,50.6,17,6.929,0.657,0.116,18
9.301,49.393,31,40,77.0,81.0,36,48.0,45.503,487.75,0.0,0,41,86.803,17,75.748,2.6,6,3,3.9,0.591,5,14,2,1.127,53.2,12,6.334,0.641,0.074,14
8.456,47.057,29,42,73.0,78.0,37,51.0,44.349,505.7,1.4,1,36,82.893,16,72.814,2.7,8,5,6.8,0.608,8,13,1,1.136,49.3,16,6.927,0.645,0.103,17
7.538,47.057,29,42,73.0,78.0,37,51.0,44.349,505.7,1.4,1,36,82.893,16,72.814,2.7,8,5,6.8,0.608,8,13,1,1.136,49.3,16,6.927,0.645,0.103,17
8.406,42.665,25,34,68.0,71.0,31,40.5,39.251,423.67,0.0,0,37,77.344,16,66.974,1.5,8,5,7.4,0.577,6,9,1,1.137,54.4,11,6.23,0.627,0.113,12
7.05,39.904,23,31,64.0,66.0,29,37.5,36.724,397.63,0.0,0,35,72.929,14,63.09,1.6,7,5,7.8,0.574,6,9,1,1.14,54.7,11,6.213,0.623,0.106,12
7.069,41.478,24,35,67.0,69.0,33,41.5,39.4,465.63,4.5,3,34,77.363,15,67.512,1.5,8,5,7.5,0.588,9,9,1,1.155,50.7,11,6.95,0.619,0.116,12
7.277,43.694,25,37,71.0,73.0,35,43.5,41.642,495.66,4.2,3,36,81.988,16,71.723,2.8,10,5,7.0,0.587,10,9,1,1.155,50.7,11,6.981,0.615,0.137,12
9.863,46.188,27,36,74.0,77.0,33,42.5,42.304,451.73,0.0,0,41,84.175,18,72.741,1.4,8,5,6.8,0.572,6,9,1,1.137,55.4,11,6.104,0.624,0.104,12
4.5,54.921,34,45,86.0,91.0,40,54.0,50.578,542.84,0.0,0,46,97.131,20,84.617,2.3,8,4,4.7,0.588,6,14,1,1.129,53.5,16,6.312,0.639,0.088,17
6.301,56.211,32,43,92.0,96.0,39,47.0,51.18,539.9,0.0,0,53,104.875,27,90.37,2.2,7,5,5.4,0.556,7,5,1,1.14,57.6,6,5.868,0.611,0.073,7
9.29,47.95,28,37,77.0,80.0,34,43.5,43.831,465.76,0.0,0,43,87.59,19,75.625,1.3,8,5,6.5,0.569,6,9,1,1.138,55.8,11,6.049,0.623,0.1,12
8.507,43.427,25,33,70.0,72.0,31,39.5,39.777,425.69,0.0,0,39,79.759,16,68.858,1.4,8,5,7.1,0.568,6,9,1,1.139,55.7,11,6.081,0.62,0.111,12
7.921,47.057,29,42,73.0,78.0,37,51.0,44.349,505.7,1.4,1,36,82.893,16,72.814,2.7,8,5,6.8,0.608,8,13,1,1.136,49.3,16,6.927,0.645,0.103,17
8.523,47.057,29,42,73.0,78.0,37,51.0,44.349,505.7,1.4,1,36,82.893,16,72.814,2.7,8,5,6.8,0.608,8,13,1,1.136,49.3,16,6.927,0.645,0.103,17
7.187,47.813,30,42,74.0,79.0,37,51.0,44.854,504.71,1.4,1,37,83.81,16,73.596,2.7,8,4,5.4,0.606,7,14,1,1.133,50.0,16,6.82,0.646,0.101,17
7.602,50.268,27,39,81.0,84.0,36,45.0,45.974,519.84,0.0,0,45,92.344,22,80.239,3.7,6,5,6.2,0.568,9,5,3,1.14,55.6,6,6.418,0.621,0.071,9
9.538,54.802,34,45,83.0,88.0,40,54.5,50.217,557.87,0.0,0,43,93.138,18,81.708,2.4,9,3,3.6,0.605,6,16,1,1.122,51.8,17,6.721,0.66,0.102,18
8.796,50.086,32,43,77.0,82.0,38,52.5,46.691,513.74,0.0,0,39,86.597,16,76.192,3.9,10,3,3.9,0.606,6,16,1,1.125,50.6,17,6.672,0.65,0.122,18
9.469,51.847,33,44,80.0,85.0,39,53.5,48.218,527.77,0.0,0,41,90.012,17,79.076,3.8,10,3,3.8,0.603,6,16,1,1.125,51.3,17,6.597,0.648,0.118,18
9.0,55.563,34,44,85.0,89.0,40,53.5,50.744,559.89,0.0,0,45,95.553,18,83.592,2.4,11,3,3.5,0.597,6,16,1,1.124,52.9,17,6.587,0.654,0.124,18
9.0,48.631,31,41,75.0,80.0,36,49.0,44.976,485.73,0.0,0,39,84.387,17,73.865,2.7,6,3,4.0,0.6,5,14,2,1.125,52.0,12,6.476,0.648,0.075,14
8.886,54.802,34,45,83.0,88.0,40,54.5,50.217,557.87,0.0,0,43,93.138,18,81.708,2.4,9,3,3.6,0.605,6,16,1,1.122,51.8,17,6.721,0.66,0.102,18
8.824,53.609,34,45,83.0,88.0,40,54.5,49.745,541.8,0.0,0,43,93.427,18,81.959,3.6,9,3,3.6,0.599,6,16,1,1.126,51.8,17,6.528,0.646,0.102,18
7.658,53.029,29,42,85.0,89.0,38,48.0,48.501,545.88,0.0,0,47,96.759,24,84.123,3.5,7,5,5.9,0.571,9,5,3,1.138,55.3,6,6.422,0.624,0.079,9
4.495,40.376,25,31,65.0,69.0,27,33.0,36.439,370.63,0.0,0,38,73.308,21,63.443,3.1,1,0,0.0,0.561,2,4,2,1.128,58.5,0,5.702,0.621,0.014,2
6.754,45.887,26,37,74.0,77.0,34,43.5,42.514,468.72,0.0,0,40,84.467,17,73.287,2.7,7,6,8.1,0.575,8,9,1,1.141,54.1,11,6.334,0.62,0.091,12
7.208,47.825,28,39,77.0,80.0,36,45.5,44.598,501.74,2.6,2,41,88.269,19,76.65,1.3,8,5,6.5,0.579,8,9,1,1.146,53.2,11,6.516,0.621,0.1,12
6.728,48.2,27,38,78.0,81.0,35,44.5,44.347,481.77,0.0,0,43,89.171,18,76.945,1.3,7,7,9.0,0.569,8,9,1,1.143,55.1,11,6.177,0.618,0.086,12
9.42,44.302,26,37,71.0,74.0,34,43.5,41.544,473.68,2.8,2,37,81.439,17,70.883,1.4,8,5,7.0,0.585,8,9,1,1.147,52.1,11,6.672,0.624,0.108,12
8.213,48.745,27,39,77.0,80.0,36,47.5,44.921,515.8,0.0,0,41,87.513,18,76.472,3.9,8,5,6.5,0.583,9,9,3,1.137,53.2,11,6.699,0.633,0.1,14
7.542,50.41,29,40,81.0,84.0,37,47.5,46.567,508.79,0.0,0,44,92.297,19,80.054,2.5,8,6,7.4,0.575,8,10,2,1.139,54.3,11,6.281,0.622,0.095,13
9.319,44.302,26,37,71.0,74.0,34,43.5,41.544,473.68,2.8,2,37,81.439,17,70.883,1.4,8,5,7.0,0.585,8,9,1,1.147,52.1,11,6.672,0.624,0.108,12
7.302,47.825,28,39,77.0,80.0,36,45.5,44.598,501.74,2.6,2,41,88.269,19,76.65,1.3,8,5,6.5,0.579,8,9,1,1.146,53.2,11,6.516,0.621,0.1,12
6.502,40.358,23,32,65.0,67.0,30,38.5,37.439,413.63,0.0,0,35,74.138,14,64.418,3.1,8,5,7.7,0.576,7,9,1,1.141,53.8,11,6.364,0.621,0.119,12
6.11,53.114,32,45,80.0,85.0,40,54.0,49.179,583.66,2.5,0,40,90.189,18,79.498,2.5,7,4,5.0,0.615,8,14,1,1.127,50.0,16,7.296,0.664,0.082,17
8.886,44.302,26,37,71.0,74.0,34,43.5,41.544,473.68,2.8,2,37,81.439,17,70.883,1.4,8,5,7.0,0.585,8,9,1,1.147,52.1,11,6.672,0.624,0.108,12
5.34,50.853,31,42,80.0,84.0,38,50.0,47.239,518.77,0.0,0,42,90.51,17,79.178,3.8,7,4,5.0,0.59,7,14,2,1.131,52.5,12,6.485,0.636,0.083,14
7.131,50.978,32,44,78.0,84.0,38,54.5,47.084,508.78,0.0,0,40,88.048,16,76.632,0.0,7,6,7.7,0.604,6,16,0,1.129,51.3,21,6.523,0.654,0.083,21
7.678,50.188,31,42,78.0,83.0,37,51.0,46.304,499.77,0.0,0,41,88.175,17,76.741,1.3,5,5,6.4,0.594,6,14,1,1.13,52.6,16,6.407,0.643,0.06,17
8.523,51.182,33,44,78.0,84.0,38,54.5,47.283,508.77,0.0,0,40,87.676,16,76.639,1.3,7,4,5.1,0.606,5,17,0,1.124,51.3,21,6.523,0.656,0.083,21
5.1,52.569,31,44,80.0,84.0,40,52.0,48.894,587.65,2.5,0,40,90.398,17,79.825,3.8,8,4,5.0,0.611,9,14,2,1.13,50.0,12,7.346,0.657,0.095,14
5.4,50.853,31,42,80.0,84.0,38,50.0,47.239,518.77,0.0,0,42,90.51,17,79.178,3.8,8,4,5.0,0.59,7,14,2,1.131,52.5,12,6.485,0.636,0.095,14
7.959,50.222,31,43,77.0,82.0,38,54.0,46.579,509.77,0.0,0,39,87.131,16,75.85,0.0,7,7,9.1,0.605,7,14,1,1.132,50.6,16,6.62,0.652,0.085,18
6.889,47.705,29,43,73.0,79.0,37,53.5,44.546,496.73,0.0,0,36,82.799,15,72.185,0.0,6,8,11.0,0.61,8,14,0,1.134,49.3,21,6.805,0.653,0.076,21
4.5,52.569,31,45,80.0,85.0,40,52.5,48.894,587.65,2.5,0,40,90.398,19,79.825,3.8,7,4,5.0,0.611,9,12,2,1.13,50.0,11,7.346,0.657,0.082,13
5.03,50.83,32,45,74.0,79.0,40,56.0,47.599,577.6,2.7,0,34,82.943,12,73.847,2.7,7,4,5.4,0.643,8,20,2,1.121,45.9,18,7.805,0.687,0.089,20
5.28,50.591,31,44,75.0,80.0,39,53.5,47.126,567.61,2.7,0,36,84.358,14,74.73,2.7,8,4,5.3,0.628,8,17,1,1.125,48.0,17,7.568,0.675,0.1,18
5.03,46.807,30,42,71.0,76.0,37,52.5,44.132,498.68,0.0,0,34,79.849,12,70.643,4.2,6,4,5.6,0.622,7,18,2,1.125,47.9,17,7.024,0.659,0.079,19
5.921,42.438,25,34,69.0,71.0,32,39.0,39.793,447.63,0.0,0,37,78.228,18,68.97,8.7,6,1,1.4,0.577,7,7,5,1.134,53.6,0,6.487,0.615,0.085,5
4.102,42.438,25,34,69.0,71.0,32,39.0,39.793,447.63,0.0,0,37,78.228,18,68.97,8.7,6,1,1.4,0.577,7,7,5,1.134,53.6,0,6.487,0.615,0.085,5
8.155,57.614,37,50,88.0,94.0,44,62.0,53.766,592.85,0.0,0,44,98.925,17,87.061,3.4,9,4,4.5,0.611,7,20,1,1.124,50.0,22,6.737,0.655,0.096,23
7.53,54.876,33,46,83.0,88.0,41,55.0,50.706,597.69,2.4,0,42,93.604,19,82.381,2.4,7,4,4.8,0.611,8,14,1,1.128,50.6,16,7.201,0.661,0.08,17
8.678,54.035,34,47,84.0,89.0,42,56.5,50.818,576.8,2.4,2,42,95.395,18,83.759,2.4,9,4,4.8,0.605,8,16,1,1.136,50.0,17,6.867,0.643,0.101,18
6.457,56.359,32,45,92.0,96.0,41,50.0,52.083,569.88,0.0,0,51,104.879,26,91.141,4.3,7,5,5.4,0.566,9,6,2,1.14,55.4,6,6.194,0.613,0.073,8
7.939,57.683,36,47,90.0,95.0,42,56.5,53.105,568.88,0.0,0,48,101.546,20,88.501,2.2,9,4,4.4,0.59,6,16,1,1.128,53.3,17,6.321,0.641,0.095,18
5.46,50.739,31,46,75.0,80.0,41,56.5,48.029,597.59,2.7,0,34,84.362,13,75.501,5.3,7,4,5.3,0.64,10,18,2,1.125,45.3,17,7.968,0.677,0.088,19
9.244,55.921,35,46,87.0,92.0,41,55.5,51.578,554.85,0.0,0,46,98.131,19,85.617,2.3,11,4,4.6,0.593,6,16,1,1.128,52.9,17,6.378,0.643,0.12,18
7.886,60.683,39,51,93.0,99.0,45,63.0,56.105,604.91,0.0,0,48,104.546,19,91.501,2.2,9,4,4.3,0.603,6,20,1,1.124,51.6,22,6.504,0.653,0.091,23
5.04,51.932,31,46,75.0,80.0,41,58.0,48.501,613.66,2.7,0,34,84.073,12,75.251,4.0,8,4,5.3,0.647,10,19,3,1.121,45.3,18,8.182,0.692,0.1,21
8.14,54.421,33,45,82.0,87.0,40,54.0,49.991,581.69,2.4,0,42,92.395,19,81.054,1.2,6,4,4.9,0.61,7,14,1,1.127,51.2,16,7.094,0.664,0.069,17
7.222,60.126,34,48,98.0,102.0,44,54.0,55.631,610.94,0.0,0,54,111.792,27,97.126,4.1,8,6,6.1,0.568,10,7,3,1.141,55.1,6,6.234,0.614,0.078,9
7.509,58.91,34,47,95.0,99.0,43,54.0,54.389,592.92,0.0,0,52,108.168,26,93.916,3.2,7,6,6.3,0.573,9,7,2,1.139,54.7,6,6.241,0.62,0.071,9
7.432,59.427,34,46,97.0,101.0,42,51.0,54.421,581.94,0.0,0,55,110.5,28,95.581,3.1,8,5,5.2,0.561,8,6,2,1.139,56.7,6,5.999,0.613,0.079,8
4.69,52.387,31,47,76.0,81.0,42,59.0,49.216,629.66,2.6,0,34,85.282,12,76.578,5.3,8,4,5.3,0.648,11,19,3,1.122,44.7,18,8.285,0.689,0.099,21
7.398,57.148,35,48,86.0,92.0,42,59.0,52.325,580.92,0.0,0,44,96.799,20,84.476,0.0,8,6,7.0,0.608,7,14,1,1.126,51.2,16,6.755,0.665,0.087,18
7.959,56.251,30,45,91.0,95.0,41,51.0,51.764,590.93,0.0,0,50,103.882,25,90.436,4.4,7,6,6.6,0.569,11,5,3,1.142,54.9,6,6.494,0.618,0.074,9
7.45,53.182,35,46,80.0,86.0,40,58.0,49.283,532.79,0.0,0,40,89.676,15,78.639,1.3,6,4,5.0,0.616,5,20,1,1.121,50.0,22,6.66,0.665,0.07,23
6.0,54.353,34,47,80.0,85.0,42,58.0,50.653,605.66,2.5,0,38,89.774,14,79.614,2.5,8,4,5.0,0.633,8,20,2,1.122,47.5,18,7.571,0.679,0.094,20
5.3,52.637,34,46,80.0,86.0,40,57.5,48.998,536.78,0.0,0,40,89.886,16,78.967,2.5,7,4,5.0,0.612,6,18,1,1.124,50.0,21,6.71,0.658,0.081,22
7.2,53.16,33,44,83.0,88.0,39,53.0,49.051,528.81,0.0,0,44,93.716,19,81.734,2.4,7,4,4.8,0.591,6,14,1,1.129,53.0,16,6.371,0.64,0.08,17
8.432,53.455,33,45,85.0,89.0,41,52.0,50.258,570.79,2.4,2,44,96.648,20,84.977,4.7,14,2,2.4,0.591,8,13,1,1.137,51.8,12,6.715,0.629,0.157,13
7.2,55.398,36,48,84.0,90.0,42,60.0,51.524,562.82,0.0,0,42,94.301,16,82.85,2.4,8,4,4.8,0.613,6,20,1,1.123,50.0,22,6.7,0.66,0.089,23
8.398,55.273,36,50,84.0,90.0,44,62.0,52.291,598.8,2.4,2,40,94.98,16,83.876,2.4,8,4,4.8,0.623,8,20,1,1.131,47.6,22,7.129,0.658,0.089,23
5.5,53.637,35,47,81.0,87.0,41,59.0,49.998,548.79,0.0,0,40,90.886,15,79.967,2.5,6,4,4.9,0.617,6,20,1,1.122,49.4,22,6.775,0.662,0.069,23
6.664,57.904,34,46,93.0,97.0,42,53.0,53.368,577.9,0.0,0,51,105.669,26,91.814,3.2,6,5,5.4,0.574,8,7,2,1.136,54.8,6,6.214,0.623,0.062,9
6.577,55.762,36,51,85.0,91.0,45,63.0,52.981,615.81,3.5,3,40,96.609,16,85.163,1.2,6,5,5.9,0.623,9,20,1,1.137,47.1,22,7.245,0.656,0.066,23
8.301,57.16,37,49,87.0,93.0,43,61.0,53.051,576.85,0.0,0,44,97.716,17,85.734,2.3,9,4,4.6,0.61,6,20,1,1.123,50.6,22,6.63,0.657,0.097,23
7.745,57.234,35,46,90.0,95.0,41,55.0,52.411,555.89,0.0,0,49,101.835,21,88.276,1.1,7,5,5.6,0.582,6,14,1,1.132,54.4,16,6.177,0.636,0.074,17
8.155,55.955,35,48,86.0,92.0,42,59.0,51.852,564.85,0.0,0,44,97.088,20,84.727,1.2,8,6,7.0,0.603,7,14,1,1.129,51.2,16,6.568,0.651,0.087,18
7.194,59.012,32,47,95.0,99.0,43,54.0,54.291,616.97,0.0,0,52,108.297,26,94.319,4.2,7,6,6.3,0.571,11,6,4,1.14,54.7,6,6.494,0.621,0.071,10
7.8,54.898,35,48,80.0,86.0,42,60.0,50.938,601.67,2.5,0,38,89.564,15,79.287,1.3,6,4,5.0,0.637,7,20,1,1.12,47.5,22,7.521,0.686,0.07,23
4.5,49.978,31,46,73.0,78.0,41,57.5,47.502,595.57,2.7,0,32,81.947,12,73.618,5.5,7,4,5.5,0.651,10,19,3,1.123,43.8,17,8.158,0.685,0.09,20
8.523,58.921,38,50,90.0,96.0,44,62.0,54.578,590.88,0.0,0,46,101.131,18,88.617,2.2,8,4,4.4,0.606,6,20,1,1.124,51.1,22,6.565,0.655,0.083,23
8.301,55.2,34,48,85.0,91.0,42,59.0,51.347,565.84,0.0,0,43,96.171,19,83.945,1.2,7,7,8.2,0.604,8,14,1,1.131,50.6,16,6.657,0.649,0.077,18
7.62,53.711,33,44,84.0,89.0,39,53.0,49.358,527.83,0.0,0,45,95.005,19,82.508,1.2,7,5,6.0,0.588,6,14,1,1.131,53.6,16,6.284,0.639,0.079,17
6.35,54.353,34,47,80.0,85.0,42,58.0,50.653,605.66,2.5,0,38,89.774,14,79.614,2.5,7,4,5.0,0.633,8,20,2,1.122,47.5,18,7.571,0.679,0.082,20
8.523,53.194,33,45,82.0,87.0,40,56.0,49.326,538.81,0.0,0,42,92.673,18,80.843,1.2,8,6,7.3,0.602,7,14,1,1.13,51.2,16,6.571,0.649,0.092,18
8.208,52.398,33,44,81.0,86.0,39,53.5,48.524,526.79,0.0,0,42,91.301,17,79.85,2.5,8,4,4.9,0.599,6,16,1,1.127,51.9,17,6.504,0.647,0.093,18
9.638,53.04,33,44,80.0,85.0,39,53.5,48.69,543.84,0.0,0,41,89.723,17,78.825,2.5,10,3,3.8,0.609,6,16,1,1.122,51.3,17,6.798,0.663,0.118,18
8.699,54.802,34,45,83.0,88.0,40,54.5,50.217,557.87,0.0,0,43,93.138,18,81.708,2.4,9,3,3.6,0.605,6,16,1,1.122,51.8,17,6.721,0.66,0.102,18
9.097,53.609,34,45,83.0,88.0,40,54.5,49.745,541.8,0.0,0,43,93.427,18,81.959,3.6,9,3,3.6,0.599,6,16,1,1.126,51.8,17,6.528,0.646,0.102,18
7.742,51.847,33,44,80.0,85.0,39,53.5,48.218,527.77,0.0,0,41,90.012,17,79.076,3.8,8,3,3.8,0.603,6,16,1,1.125,51.3,17,6.597,0.648,0.094,18
4.678,23.364,15,22,36.0,38.0,20,27.0,22.788,276.31,0.0,0,16,40.369,7,36.705,13.9,0,0,0.0,0.633,5,8,5,1.121,44.4,0,7.675,0.649,0.0,5
9.292,50.279,31,41,76.0,80.0,37,50.5,46.163,517.8,0.0,0,39,85.307,15,74.941,2.6,9,3,3.9,0.607,6,16,1,1.122,51.3,17,6.813,0.662,0.113,18
6.785,46.643,27,37,75.0,78.0,34,43.5,43.019,467.73,0.0,0,41,85.384,18,74.068,2.7,8,5,6.7,0.574,7,9,1,1.138,54.7,11,6.236,0.622,0.103,12
7.873,48.393,30,38,76.0,79.0,35,46.0,44.503,475.74,0.0,0,41,85.803,16,74.748,2.6,10,3,3.9,0.586,5,14,2,1.129,53.9,12,6.26,0.637,0.127,14
7.387,49.421,32,42,75.0,80.0,37,52.0,45.756,494.74,0.0,0,38,84.261,14,73.756,1.3,5,4,5.3,0.61,5,18,1,1.123,50.7,18,6.597,0.659,0.063,19
6.301,55.904,32,44,91.0,95.0,40,49.0,51.368,553.88,0.0,0,51,103.669,26,89.814,3.3,6,5,5.5,0.564,8,6,2,1.139,56.0,6,6.087,0.614,0.063,8
8.5,44.427,26,35,71.0,74.0,32,41.5,40.777,437.7,0.0,0,39,80.759,17,69.858,1.4,9,5,7.0,0.574,6,9,1,1.137,54.9,11,6.165,0.626,0.122,12
6.699,47.057,29,42,73.0,78.0,37,51.0,44.349,505.7,1.4,1,36,82.893,16,72.814,2.7,8,5,6.8,0.608,8,13,1,1.136,49.3,16,6.927,0.645,0.103,17
5.733,38.591,23,32,61.0,64.0,29,38.5,35.89,396.59,0.0,0,32,69.225,14,60.432,3.3,7,4,6.6,0.588,6,9,1,1.135,52.5,11,6.501,0.633,0.109,12
7.62,46.66,30,39,71.0,75.0,35,49.0,43.229,468.7,0.0,0,36,79.846,12,69.872,1.4,6,4,5.6,0.609,5,18,1,1.125,50.7,18,6.601,0.657,0.08,19
7.191,48.847,30,39,77.0,80.0,36,47.0,45.218,491.74,0.0,0,41,87.012,16,76.076,3.9,10,3,3.9,0.587,6,14,2,1.13,53.2,12,6.386,0.634,0.125,14
8.44,47.023,29,39,74.0,77.0,36,47.0,44.074,495.7,1.4,1,38,83.936,15,73.705,4.1,10,3,4.1,0.596,7,14,2,1.134,51.4,12,6.699,0.635,0.13,14
8.301,50.609,31,40,80.0,83.0,37,48.0,46.745,505.77,0.0,0,43,90.427,17,78.959,3.8,11,3,3.8,0.584,6,14,2,1.13,53.8,12,6.322,0.633,0.133,14
5.0,34.404,21,29,53.0,56.0,26,37.0,31.902,349.53,0.0,0,27,60.059,9,52.229,0.0,7,5,9.4,0.602,5,12,0,1.133,50.9,16,6.595,0.649,0.125,16
7.456,50.171,28,39,82.0,85.0,36,44.0,46.094,498.8,0.0,0,46,93.713,22,80.937,2.4,5,6,7.3,0.562,8,6,2,1.143,56.1,6,6.083,0.612,0.059,8
7.222,53.035,28,41,86.0,89.0,38,47.0,48.523,548.89,0.0,0,48,98.257,23,85.225,3.5,7,6,7.0,0.564,10,5,3,1.143,55.8,6,6.382,0.617,0.079,9
5.046,39.614,25,30,63.0,66.0,27,34.0,35.912,368.61,0.0,0,36,70.892,19,61.559,3.2,2,0,0.0,0.57,2,6,4,1.125,57.1,0,5.851,0.629,0.03,4
9.638,51.279,32,43,77.0,82.0,38,52.5,47.163,529.81,0.0,0,39,86.307,16,75.941,2.6,10,3,3.9,0.613,6,16,1,1.121,50.6,17,6.881,0.666,0.122,18
9.174,54.16,34,45,84.0,89.0,40,54.5,50.051,540.82,0.0,0,44,94.716,18,82.734,2.4,9,4,4.8,0.596,6,16,1,1.128,52.4,17,6.438,0.645,0.101,18
5.32,51.807,31,45,78.0,83.0,40,53.0,48.367,585.63,2.6,0,38,87.983,17,77.941,3.8,7,4,5.1,0.62,9,14,2,1.128,48.7,12,7.508,0.664,0.084,14
5.83,48.523,30,44,71.0,76.0,39,54.5,45.787,567.56,2.8,0,32,79.737,12,71.291,4.2,6,4,5.6,0.645,9,18,2,1.123,45.1,17,7.994,0.683,0.079,19
5.4,48.978,30,45,72.0,77.0,40,55.5,46.502,583.56,2.8,0,32,80.947,12,72.618,5.6,7,4,5.6,0.646,10,18,2,1.124,44.4,17,8.105,0.68,0.091,19
9.076,47.825,28,39,77.0,80.0,36,45.5,44.598,501.74,2.6,2,41,88.269,19,76.65,1.3,8,5,6.5,0.579,8,9,1,1.146,53.2,11,6.516,0.621,0.1,12
6.85,50.284,31,45,74.0,79.0,40,55.5,47.314,581.59,2.7,0,34,83.153,13,74.174,4.1,7,4,5.4,0.639,9,18,2,1.124,45.9,17,7.859,0.68,0.089,19
7.886,50.427,32,44,77.0,83.0,38,54.5,46.777,509.76,0.0,0,39,86.759,16,75.858,1.3,7,5,6.5,0.607,6,16,0,1.127,50.6,21,6.62,0.655,0.084,21
6.495,50.217,32,44,76.0,82.0,38,55.0,46.557,506.76,0.0,0,38,85.633,15,74.748,0.0,6,6,7.9,0.613,6,17,0,1.127,50.0,22,6.668,0.661,0.073,22
8.312,48.29,27,38,76.0,79.0,35,45.5,44.206,499.8,0.0,0,41,86.304,18,75.145,2.6,8,5,6.6,0.582,8,9,2,1.136,53.9,11,6.576,0.635,0.101,13
7.638,50.864,31,43,76.0,81.0,38,54.0,46.744,526.82,0.0,0,38,85.553,16,74.825,0.0,7,6,7.9,0.615,7,14,1,1.126,50.0,16,6.932,0.669,0.086,18
8.699,49.671,31,43,76.0,81.0,38,54.0,46.272,510.75,0.0,0,38,85.842,16,75.076,1.3,7,6,7.9,0.609,7,14,1,1.13,50.0,16,6.72,0.654,0.086,18
8.398,51.95,32,43,81.0,86.0,38,52.0,47.831,513.8,0.0,0,43,91.59,18,79.625,1.2,6,5,6.2,0.591,6,14,1,1.131,53.1,16,6.343,0.641,0.07,17
5.07,52.614,32,43,83.0,87.0,39,51.0,48.766,532.8,0.0,0,44,93.925,18,82.061,3.6,8,4,4.8,0.588,7,14,2,1.132,53.0,12,6.419,0.634,0.092,14
