pXC50,nN,Mi,nCsp2,H.,Mp,nCL,C.,nAB,Mv,N.,nBM,Sp,nSK,nC,nBO,SCBO,nCsp3,Sv,MW,X.,RBF,nAT
5.578,1,1.108,16,46.3,0.691,0,48.8,17,0.646,2.4,17,28.313,22,20,25,33.5,4,26.477,289.4,0.0,0.045,41
4.99,3,1.137,8,55.2,0.617,0,35.8,6,0.57,4.5,8,41.324,30,24,32,37.0,16,38.164,415.64,0.0,0.145,67
6.742,2,1.113,16,47.6,0.687,0,47.6,16,0.638,4.8,17,28.864,22,20,25,34.0,4,26.784,288.42,0.0,0.044,42
5.26,3,1.13,15,51.3,0.634,0,38.8,12,0.596,3.8,15,50.756,39,31,42,51.0,16,47.647,535.75,0.0,0.157,80
4.92,3,1.122,20,49.3,0.658,0,42.7,18,0.616,4.0,20,49.324,38,32,42,53.0,12,46.164,511.72,0.0,0.139,75
5.0,3,1.12,22,44.6,0.673,0,41.9,22,0.641,4.1,26,49.813,41,31,45,60.0,9,47.442,575.74,0.0,0.115,74
7.509,2,1.126,14,48.9,0.666,0,44.7,16,0.622,4.3,16,31.324,24,21,27,35.0,7,29.221,322.46,2.1,0.06,47
7.22,3,1.13,10,53.2,0.645,0,37.1,11,0.59,4.8,12,39.995,29,23,31,37.5,13,36.583,415.66,0.0,0.188,62
7.01,2,1.126,12,52.3,0.649,0,38.5,11,0.597,3.1,13,42.205,31,25,33,40.5,13,38.803,442.68,0.0,0.164,65
4.0,3,1.137,8,52.7,0.623,0,36.4,6,0.583,5.5,8,34.279,26,20,28,33.0,12,32.057,359.52,0.0,0.158,55
4.02,3,1.135,8,53.2,0.626,0,37.1,6,0.582,4.8,8,38.802,29,23,32,37.0,15,36.111,399.59,0.0,0.138,62
6.951,2,1.12,14,52.0,0.663,0,44.0,16,0.607,4.0,16,33.148,24,22,27,35.0,8,30.364,318.5,0.0,0.057,50
5.37,3,1.134,11,50.8,0.631,0,37.7,11,0.595,4.9,13,38.495,30,23,32,39.5,12,36.299,413.57,0.0,0.175,61
6.812,2,1.114,16,48.9,0.681,0,46.7,16,0.629,4.4,17,30.625,23,21,26,35.0,5,28.311,302.45,0.0,0.042,45
5.01,3,1.127,12,50.0,0.656,0,38.7,11,0.609,4.8,13,40.688,31,24,34,41.5,12,37.771,441.65,0.0,0.154,62
5.48,3,1.139,9,56.0,0.608,0,34.5,6,0.562,3.6,9,51.04,37,29,38,44.0,20,47.228,517.79,0.0,0.176,84
7.009,2,1.14,14,46.0,0.659,0,44.0,16,0.63,4.0,16,32.961,27,22,30,38.0,8,31.514,372.47,6.0,0.057,50
5.8,3,1.139,8,55.6,0.612,0,34.9,6,0.566,4.8,8,38.563,28,22,29,34.0,14,35.637,389.6,0.0,0.172,63
6.0,1,1.124,6,48.6,0.687,2,40.0,6,0.632,2.9,6,24.029,18,14,20,23.0,8,22.132,286.22,5.7,0.108,35
4.77,3,1.14,9,54.4,0.607,0,34.2,6,0.568,3.8,9,47.972,36,27,37,43.0,18,44.889,505.73,0.0,0.188,79
7.155,1,1.121,12,54.8,0.652,0,42.9,12,0.591,2.4,12,27.381,19,18,20,26.0,6,24.816,253.42,0.0,0.14,42
6.14,1,1.11,18,50.0,0.683,0,48.0,18,0.627,2.0,18,34.143,25,24,28,37.0,6,31.343,327.5,0.0,0.113,50
5.559,1,1.116,12,51.5,0.67,0,45.5,12,0.613,3.0,12,22.097,16,15,17,23.0,3,20.236,211.33,0.0,0.118,33
6.22,2,1.135,8,54.0,0.619,0,36.5,6,0.577,3.2,8,39.012,29,23,31,36.0,15,36.331,402.59,0.0,0.138,63
7.125,1,1.119,12,53.8,0.657,0,43.6,12,0.597,2.6,12,25.62,18,17,19,25.0,5,23.289,239.39,0.0,0.125,39
4.55,3,1.137,8,52.7,0.623,0,36.4,6,0.583,5.5,8,34.279,26,20,28,33.0,12,32.057,359.52,0.0,0.158,55
6.03,2,1.137,8,54.2,0.614,0,35.6,6,0.573,3.4,8,36.25,27,21,28,33.0,13,33.804,376.55,0.0,0.167,59
5.76,3,1.137,8,53.4,0.621,0,36.2,6,0.579,5.2,8,36.04,27,21,29,34.0,13,33.584,373.55,0.0,0.15,58
6.98,2,1.13,12,52.3,0.631,0,38.5,11,0.59,3.1,13,41.012,31,25,33,40.5,13,38.331,426.61,0.0,0.164,65
4.02,5,1.137,11,50.0,0.634,0,37.1,11,0.598,8.1,13,39.29,31,23,34,41.5,12,37.1,425.59,0.0,0.154,62
4.87,3,1.129,14,51.5,0.641,0,39.7,12,0.598,4.4,14,43.563,33,27,36,44.0,13,40.637,449.65,0.0,0.155,68
5.78,2,1.136,8,52.8,0.618,0,35.8,6,0.58,3.8,8,32.728,25,19,26,31.0,11,30.75,348.49,0.0,0.167,53
6.442,5,1.133,12,45.8,0.671,1,39.6,6,0.633,10.4,10,32.194,26,19,29,36.0,7,30.391,371.91,2.1,0.098,48
5.69,4,1.134,12,50.8,0.636,0,38.1,12,0.597,6.3,14,40.046,31,24,33,41.0,12,37.605,424.6,0.0,0.169,63
5.03,4,1.135,14,52.9,0.624,0,36.8,12,0.583,4.6,15,54.285,41,32,43,52.0,18,50.722,566.82,0.0,0.18,87
6.4,2,1.13,12,51.6,0.633,0,38.7,11,0.594,3.2,13,39.25,30,24,32,39.5,12,36.804,412.58,0.0,0.172,62
8.12,3,1.133,11,51.2,0.642,0,39.0,12,0.598,7.3,12,26.324,20,16,21,27.0,5,24.52,271.4,0.0,0.167,41
4.45,3,1.139,8,55.6,0.612,0,34.9,6,0.566,4.8,8,38.563,28,22,29,34.0,14,35.637,389.6,0.0,0.172,63
5.4,2,1.136,8,56.3,0.614,0,35.9,6,0.565,3.1,8,39.319,28,23,29,34.0,15,36.143,388.61,0.0,0.169,64
4.72,3,1.139,8,56.5,0.61,0,34.8,6,0.561,4.3,8,42.086,30,24,31,36.0,16,38.691,417.66,0.0,0.171,69
5.0,3,1.134,8,50.9,0.632,0,37.7,6,0.595,5.7,8,33.517,26,20,29,34.0,12,31.53,357.5,0.0,0.143,53
4.33,3,1.14,8,54.7,0.61,0,34.4,6,0.568,4.7,8,39.017,29,22,30,35.0,14,36.352,405.6,0.0,0.185,64
4.66,3,1.137,8,54.7,0.618,0,35.9,6,0.572,4.7,8,39.563,29,23,31,36.0,15,36.637,401.61,0.0,0.136,64
7.13,2,1.125,12,51.6,0.652,0,38.7,11,0.601,3.2,13,40.444,30,24,32,39.5,12,37.276,428.65,0.0,0.172,62
4.84,3,1.139,8,56.9,0.609,0,34.7,6,0.559,4.2,8,43.847,31,25,32,37.0,17,40.218,431.69,0.0,0.178,72
6.56,2,1.137,8,54.8,0.613,0,35.5,6,0.57,3.2,8,38.012,28,22,29,34.0,14,35.331,390.58,0.0,0.19,62
4.27,3,1.137,8,52.7,0.623,0,36.4,6,0.583,5.5,8,34.279,26,20,28,33.0,12,32.057,359.52,0.0,0.14,55
5.64,4,1.134,13,52.8,0.63,0,37.5,12,0.586,5.6,14,45.33,34,27,36,44.0,14,42.186,466.69,0.0,0.176,72
5.65,2,1.136,8,52.0,0.619,0,36.0,6,0.584,4.0,8,30.966,24,18,25,30.0,10,29.224,334.46,0.0,0.157,50
8.636,1,1.115,14,52.3,0.668,0,45.5,12,0.609,2.3,13,29.381,21,20,23,30.0,6,26.816,277.44,0.0,0.065,44
4.77,4,1.135,14,52.9,0.624,0,36.8,12,0.583,4.6,15,54.285,41,32,43,52.0,18,50.722,566.82,0.0,0.18,87
5.85,2,1.134,8,51.9,0.625,0,37.0,6,0.588,3.7,8,33.728,26,20,28,33.0,12,31.75,360.5,0.0,0.161,54
6.3,2,1.137,8,56.3,0.61,0,35.2,6,0.562,2.8,8,43.296,31,25,32,37.0,17,39.911,432.67,0.0,0.208,71
5.36,3,1.122,16,48.5,0.668,0,41.2,16,0.622,4.4,18,45.449,35,28,39,49.0,12,42.298,491.71,0.0,0.139,68
5.7,3,1.123,18,49.3,0.656,0,42.3,17,0.615,4.2,19,46.563,36,30,40,50.5,12,43.637,485.68,0.0,0.133,71
6.38,3,1.13,13,51.6,0.638,0,39.1,12,0.595,4.7,14,40.802,31,25,33,41.0,12,38.111,423.61,0.0,0.167,64
5.09,3,1.139,9,56.3,0.607,0,34.5,6,0.56,3.4,9,52.802,38,30,39,45.0,21,48.755,531.82,0.0,0.182,87
5.17,3,1.139,9,55.1,0.609,0,34.6,6,0.566,3.8,9,47.518,35,27,36,42.0,18,44.174,489.73,0.0,0.177,78
4.95,2,1.136,7,55.4,0.622,0,33.8,6,0.57,3.1,9,40.421,29,22,30,36.0,15,37.045,424.67,0.0,0.182,65
4.87,3,1.127,13,49.3,0.655,0,38.8,12,0.612,4.5,16,43.904,34,26,36,47.0,12,41.012,483.69,0.0,0.174,67
8.911,3,1.122,14,47.1,0.68,1,43.1,12,0.635,5.9,14,34.705,27,22,30,38.0,8,32.401,381.94,2.0,0.056,51
6.42,2,1.127,14,50.0,0.641,0,40.0,12,0.605,3.3,14,38.489,30,24,32,40.0,10,36.277,410.56,0.0,0.145,60
5.0,3,1.129,14,51.5,0.641,0,39.7,12,0.598,4.4,14,43.563,33,27,36,44.0,13,40.637,449.65,0.0,0.155,68
6.45,2,1.134,8,55.4,0.62,0,36.9,6,0.571,3.1,8,40.319,29,24,31,36.0,16,37.143,400.62,0.0,0.164,65
4.33,3,1.135,9,52.7,0.622,0,36.5,6,0.583,4.1,9,45.995,35,27,38,44.0,18,43.121,485.69,0.0,0.13,74
4.34,4,1.136,8,50.0,0.634,0,37.5,6,0.599,7.1,9,35.523,28,21,30,37.0,12,33.552,384.53,0.0,0.155,56
5.96,2,1.132,8,55.4,0.63,0,35.4,6,0.574,3.1,8,40.966,29,23,30,35.0,15,37.33,420.68,0.0,0.197,65
6.25,2,1.129,14,52.2,0.634,0,39.1,12,0.592,2.9,14,43.773,33,27,35,43.0,13,40.858,452.65,0.0,0.141,69
9.721,2,1.114,12,47.7,0.708,1,43.2,12,0.644,4.5,12,31.131,23,19,26,32.0,7,28.325,344.94,2.3,0.021,44
5.65,2,1.135,7,57.1,0.617,0,36.5,6,0.562,3.2,7,38.864,27,23,29,33.0,16,35.428,372.61,0.0,0.185,63
6.51,2,1.137,8,55.4,0.612,0,35.4,6,0.567,3.1,8,39.773,29,23,30,35.0,15,36.858,404.61,0.0,0.182,65
8.542,2,1.116,12,50.0,0.688,0,42.5,12,0.624,5.0,12,27.512,20,17,22,28.0,5,24.971,284.46,0.0,0.071,40
6.24,2,1.137,8,55.9,0.611,0,35.3,6,0.564,2.9,8,41.535,30,24,31,36.0,16,38.384,418.64,0.0,0.203,68
5.48,4,1.134,13,52.8,0.63,0,37.5,12,0.586,5.6,14,45.33,34,27,36,44.0,14,42.186,466.69,0.0,0.176,72
6.18,2,1.137,7,58.5,0.61,0,35.4,6,0.553,3.1,7,39.626,27,23,28,32.0,16,35.955,374.63,0.0,0.197,65
8.77,2,1.118,12,50.0,0.672,0,45.0,12,0.62,5.0,12,26.864,20,18,23,29.0,6,24.784,264.4,0.0,0.0,40
5.09,3,1.137,9,52.9,0.618,0,35.7,6,0.58,4.3,9,43.233,33,25,35,41.0,16,40.594,459.65,0.0,0.153,70
5.97,2,1.137,8,54.2,0.614,0,35.6,6,0.573,3.4,8,36.25,27,21,28,33.0,13,33.804,376.55,0.0,0.183,59
4.43,3,1.135,8,52.5,0.628,0,37.3,6,0.586,5.1,8,37.04,28,22,31,36.0,14,34.584,385.56,0.0,0.129,59
6.06,2,1.136,8,56.3,0.614,0,35.9,6,0.565,3.1,8,39.319,28,23,29,34.0,15,36.143,388.61,0.0,0.185,64
5.82,3,1.137,8,53.4,0.621,0,36.2,6,0.579,5.2,8,36.04,27,21,29,34.0,13,33.584,373.55,0.0,0.15,58
5.98,3,1.137,8,55.2,0.617,0,35.8,6,0.57,4.5,8,41.324,30,24,32,37.0,16,38.164,415.64,0.0,0.145,67
5.92,3,1.139,8,56.1,0.611,0,34.8,6,0.563,4.5,8,40.324,29,23,30,35.0,15,37.164,403.63,0.0,0.164,66
6.56,2,1.137,8,55.9,0.611,0,35.3,6,0.564,2.9,8,41.535,30,24,31,36.0,16,38.384,418.64,0.0,0.188,68
6.03,2,1.127,14,50.0,0.641,0,40.0,12,0.605,3.3,14,38.489,30,24,32,40.0,10,36.277,410.56,0.0,0.161,60
7.42,2,1.123,12,52.4,0.658,0,42.9,12,0.603,4.8,12,27.625,20,18,22,28.0,6,25.311,266.42,0.0,0.068,42
7.921,2,1.114,12,47.7,0.708,1,43.2,12,0.644,4.5,12,31.131,23,19,26,32.0,7,28.325,344.94,2.3,0.021,44
7.25,3,1.133,12,53.0,0.63,0,37.9,11,0.585,4.5,13,41.563,31,25,33,40.5,13,38.637,425.63,0.0,0.162,66
5.0,3,1.134,8,51.8,0.63,0,37.5,6,0.59,5.4,8,35.279,27,21,30,35.0,13,33.057,371.53,0.0,0.136,56
8.796,3,1.124,11,48.7,0.669,0,43.6,12,0.623,7.7,12,26.108,20,17,23,29.0,6,24.279,265.39,0.0,0.0,39
5.38,3,1.138,8,54.4,0.614,0,35.3,6,0.572,4.4,8,41.779,31,24,33,38.0,16,38.879,431.64,0.0,0.143,68
7.765,1,1.121,12,52.5,0.652,0,42.5,12,0.6,2.5,12,26.074,19,17,20,26.0,5,24.004,255.39,0.0,0.146,40
5.114,3,1.132,9,55.1,0.636,0,38.8,11,0.579,6.1,11,31.154,22,19,24,29.5,10,28.386,297.49,0.0,0.098,49
5.389,3,1.13,9,54.7,0.64,0,39.6,11,0.583,5.7,11,33.915,24,21,27,32.5,12,30.913,323.53,0.0,0.089,53
4.803,2,1.121,9,52.8,0.659,0,43.4,11,0.602,3.8,12,34.91,25,23,28,35.5,12,31.891,332.53,0.0,0.036,53
6.292,4,1.118,14,42.9,0.711,1,42.9,16,0.664,8.2,17,34.836,28,21,32,41.0,7,32.556,412.98,2.0,0.075,49
8.54,2,1.115,12,47.5,0.709,1,42.5,12,0.645,5.0,12,28.37,21,17,23,29.0,5,25.799,318.9,2.5,0.095,40
8.505,4,1.125,11,47.6,0.685,0,40.5,11,0.631,9.5,12,28.762,22,17,25,31.5,6,26.487,312.48,0.0,0.022,42
7.678,3,1.123,13,48.1,0.672,0,40.4,12,0.625,5.8,13,34.949,27,21,30,37.0,8,32.476,383.56,0.0,0.109,52
7.398,3,1.144,12,46.4,0.658,0,39.3,12,0.624,5.4,12,36.83,30,22,33,39.0,10,34.964,437.58,5.4,0.102,56
7.62,3,1.121,12,49.0,0.692,1,40.8,12,0.63,6.1,12,33.898,25,20,28,34.0,8,30.874,373.99,2.0,0.077,49
6.824,4,1.124,17,45.3,0.674,1,42.2,17,0.639,6.3,19,43.142,35,27,38,49.5,8,40.906,493.05,1.6,0.104,64
6.724,1,1.112,12,50.0,0.679,0,47.1,12,0.625,2.9,12,23.097,17,16,19,25.0,4,21.236,223.34,0.0,0.056,34
6.26,4,1.136,17,43.8,0.659,0,42.2,17,0.638,6.3,19,42.159,36,27,39,50.5,8,40.845,494.59,3.1,0.104,64
6.0,1,1.132,12,50.9,0.636,0,40.0,12,0.599,1.8,12,34.966,27,22,29,35.0,10,32.924,373.51,1.8,0.123,55
6.745,4,1.129,13,48.5,0.657,1,39.7,12,0.617,5.9,14,44.665,35,27,38,47.0,12,41.959,497.09,1.5,0.099,68
6.18,4,1.14,13,47.1,0.642,0,39.7,12,0.616,5.9,14,43.682,36,27,39,48.0,12,41.899,498.63,2.9,0.099,68
5.0,4,1.137,11,48.1,0.634,0,37.0,10,0.606,7.4,13,34.216,28,20,30,38.0,9,32.74,386.5,0.0,0.161,54
7.58,2,1.122,12,49.0,0.659,0,42.9,12,0.618,4.1,12,32.296,25,21,29,35.0,9,30.267,336.47,0.0,0.038,49
6.0,2,1.12,13,46.5,0.669,0,44.2,12,0.633,4.7,13,28.773,23,19,26,33.0,6,27.214,308.41,0.0,0.022,43
6.0,2,1.125,12,52.8,0.648,0,41.5,12,0.596,3.8,12,34.364,25,22,28,34.0,10,31.606,336.52,0.0,0.089,53
6.0,3,1.117,18,46.7,0.687,1,45.0,18,0.641,5.0,18,41.228,32,27,37,46.0,9,38.455,446.03,1.7,0.046,60
6.0,2,1.107,20,40.0,0.705,0,50.0,18,0.679,4.0,20,35.228,30,25,35,46.0,5,33.928,396.47,0.0,0.036,50
7.97,2,1.121,12,48.8,0.666,0,43.9,12,0.622,4.9,12,27.319,21,18,24,30.0,6,25.499,280.4,0.0,0.045,41
8.22,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.04,47
7.21,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.04,47
8.64,2,1.129,12,47.7,0.659,0,43.2,12,0.623,4.5,12,29.017,23,19,26,32.0,7,27.409,312.42,2.3,0.043,44
7.43,2,1.145,12,44.7,0.652,0,42.6,12,0.632,4.3,12,30.654,26,20,29,35.0,8,29.702,362.43,6.4,0.04,47
6.0,2,1.143,13,41.3,0.66,0,43.5,12,0.65,4.3,13,30.347,27,20,30,37.0,7,29.89,376.41,6.5,0.041,46
6.0,2,1.122,12,50.0,0.661,0,43.2,12,0.614,4.5,12,29.08,22,19,25,31.0,7,27.026,294.43,0.0,0.043,44
6.7,2,1.119,12,47.4,0.673,0,44.7,12,0.631,5.3,12,25.557,20,17,23,29.0,5,23.972,266.37,0.0,0.024,38
6.0,2,1.129,12,47.7,0.659,0,43.2,12,0.623,4.5,12,29.017,23,19,26,32.0,7,27.409,312.42,2.3,0.043,44
8.889,2,1.129,12,47.7,0.659,0,43.2,12,0.623,4.5,12,29.017,23,19,26,32.0,7,27.409,312.42,2.3,0.043,44
7.87,2,1.124,12,52.0,0.652,0,42.0,12,0.602,4.0,12,32.603,24,21,27,33.0,9,30.079,322.49,0.0,0.075,50
7.32,2,1.145,12,44.7,0.652,0,42.6,12,0.632,4.3,12,30.654,26,20,29,35.0,8,29.702,362.43,6.4,0.04,47
8.59,2,1.129,12,47.7,0.659,0,43.2,12,0.623,4.5,12,29.017,23,19,26,32.0,7,27.409,312.42,2.3,0.043,44
7.542,4,1.136,11,47.4,0.649,0,40.4,10,0.618,7.0,13,37.006,30,23,34,42.0,12,35.22,410.54,1.8,0.066,57
7.8,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.04,47
8.796,2,1.12,13,51.2,0.666,0,44.2,12,0.612,4.7,13,28.625,21,19,23,30.0,6,26.311,278.43,0.0,0.089,43
6.2,4,1.121,16,47.6,0.673,0,44.4,17,0.629,6.3,19,42.375,33,28,37,48.5,11,39.649,438.62,0.0,0.075,63
8.23,2,1.123,12,51.1,0.656,0,42.6,12,0.607,4.3,12,30.841,23,20,26,32.0,8,28.552,308.46,0.0,0.04,47
6.0,2,1.145,12,44.7,0.652,0,42.6,12,0.632,4.3,12,30.654,26,20,29,35.0,8,29.702,362.43,6.4,0.04,47
4.75,1,1.13,6,58.0,0.622,0,38.0,6,0.562,2.0,6,31.12,21,19,23,26.0,13,28.111,287.49,0.0,0.096,50
6.72,3,1.161,3,52.9,0.606,0,29.4,5,0.567,17.6,5,10.301,8,5,8,10.5,2,9.645,111.17,0.0,0.118,17
4.01,1,1.123,12,53.5,0.647,0,41.9,12,0.594,2.3,12,27.836,20,18,21,27.0,6,25.531,269.42,0.0,0.136,43
4.4,3,1.149,3,60.0,0.596,0,31.4,5,0.537,8.6,5,20.87,14,11,14,16.5,8,18.805,195.35,0.0,0.229,35
6.06,1,1.105,14,46.2,0.727,1,46.2,12,0.661,2.6,13,28.364,21,18,23,30.0,4,25.777,315.89,2.6,0.073,39
6.0,2,1.137,7,48.4,0.654,0,41.9,6,0.617,6.5,7,20.279,16,13,18,22.0,6,19.114,218.3,3.2,0.061,31
6.947,3,1.128,15,49.3,0.646,0,40.3,12,0.609,4.5,14,43.256,34,27,38,46.0,12,40.825,463.63,0.0,0.099,67
8.409,3,1.115,18,46.4,0.697,1,46.4,18,0.647,5.4,19,39.012,30,26,34,44.0,8,36.213,416.0,1.8,0.033,56
7.108,1,1.121,19,51.3,0.649,0,42.1,18,0.604,1.3,19,49.29,37,32,40,50.0,13,45.89,501.72,0.0,0.127,76
6.327,2,1.114,18,47.5,0.688,1,45.9,18,0.639,3.3,18,41.983,32,28,37,46.0,10,38.96,445.04,1.6,0.045,61
8.432,2,1.125,12,51.7,0.648,0,41.4,12,0.601,3.4,12,37.58,28,24,32,38.0,12,34.848,378.56,0.0,0.065,58
9.155,1,1.117,12,51.1,0.663,0,44.4,12,0.612,2.2,12,29.836,22,20,25,31.0,8,27.531,293.44,0.0,0.042,45
6.337,3,1.123,17,47.0,0.659,0,42.4,17,0.626,4.5,18,43.495,35,28,40,49.5,11,41.299,473.62,0.0,0.085,66
8.018,1,1.119,12,50.0,0.658,0,43.5,12,0.614,2.2,12,30.29,23,20,26,32.0,8,28.246,309.44,0.0,0.041,46
8.201,5,1.125,26,47.0,0.657,0,42.0,28,0.625,5.0,30,65.745,53,42,59,75.0,16,62.459,717.94,0.0,0.123,100
6.51,4,1.127,27,46.7,0.654,0,41.9,28,0.625,3.8,30,68.654,56,44,62,78.0,17,65.589,764.97,1.0,0.126,105
5.3,3,1.148,3,61.0,0.595,0,31.7,5,0.533,7.3,5,24.393,16,13,16,18.5,10,21.859,223.41,0.0,0.244,41
8.569,6,1.135,17,43.9,0.667,0,42.1,16,0.64,10.5,19,38.04,32,24,36,47.0,7,36.494,432.55,1.8,0.082,57
8.204,5,1.127,26,45.8,0.661,0,42.7,28,0.631,5.2,30,63.466,52,41,58,74.0,15,60.6,705.9,1.0,0.118,96
8.181,4,1.125,27,45.0,0.661,0,43.0,28,0.635,4.0,30,66.131,55,43,62,78.0,16,63.535,748.92,1.0,0.112,100
8.301,4,1.126,22,45.8,0.666,2,40.6,22,0.633,4.2,25,63.909,52,39,57,71.0,17,60.807,751.77,2.1,0.139,96
6.325,4,1.135,27,44.0,0.658,0,43.0,28,0.638,4.0,30,65.796,56,43,62,78.0,16,63.782,772.91,4.0,0.113,100
8.18,4,1.131,21,48.5,0.644,0,40.2,22,0.612,4.1,24,62.438,50,39,55,68.0,18,59.347,686.9,1.0,0.147,97
8.222,4,1.124,28,47.8,0.652,0,41.6,28,0.619,3.5,31,73.694,59,47,65,82.0,19,69.974,803.05,0.0,0.151,113
7.229,3,1.124,20,46.2,0.67,0,44.6,22,0.635,4.6,23,43.523,35,29,39,51.0,9,41.252,471.62,1.5,0.116,65
8.197,4,1.125,25,47.5,0.653,0,41.6,27,0.621,4.0,29,65.955,53,42,59,74.5,17,62.679,720.94,0.0,0.14,101
8.197,5,1.122,26,44.8,0.68,2,42.7,28,0.644,5.2,30,65.245,53,41,59,75.0,15,61.872,756.79,2.1,0.118,96
6.533,4,1.123,25,46.8,0.659,0,42.6,27,0.627,4.3,29,61.978,50,40,56,71.5,15,58.91,676.88,0.0,0.12,94
8.22,4,1.125,28,46.8,0.652,0,41.4,28,0.623,3.6,31,72.387,59,46,65,82.0,18,69.162,805.02,0.0,0.137,111
8.189,4,1.127,21,47.4,0.662,2,40.2,22,0.625,4.1,24,64.216,51,39,56,69.0,18,60.619,737.79,2.1,0.137,97
7.854,1,1.118,12,48.8,0.663,0,44.2,12,0.621,2.3,12,28.529,22,19,25,31.0,7,26.719,295.41,0.0,0.043,43
8.627,1,1.118,12,50.0,0.661,0,44.0,12,0.615,2.0,12,33.052,25,22,29,35.0,10,30.773,335.48,0.0,0.037,50
8.243,4,1.128,21,47.8,0.646,0,40.2,22,0.615,4.3,24,59.432,48,37,53,66.0,16,56.625,656.85,0.0,0.124,92
6.437,5,1.123,26,46.9,0.662,0,42.7,28,0.627,5.2,30,63.529,51,41,57,73.0,15,60.217,687.91,0.0,0.118,96
8.162,4,1.12,27,42.0,0.695,2,45.5,28,0.664,4.5,30,61.199,51,40,58,74.0,13,58.465,727.71,3.4,0.095,88
7.268,3,1.144,14,45.2,0.643,0,40.3,12,0.625,4.8,14,39.853,34,25,37,45.0,11,38.734,475.56,4.8,0.092,62
7.527,1,1.112,18,50.0,0.676,0,46.8,18,0.623,1.6,18,41.881,31,29,36,45.0,11,38.638,409.61,0.0,0.045,62
7.569,1,1.117,12,51.1,0.663,0,44.4,12,0.612,2.2,12,29.836,22,20,25,31.0,8,27.531,293.44,0.0,0.042,45
8.203,5,1.128,21,47.6,0.66,2,39.8,22,0.623,4.9,24,67.983,54,41,60,73.0,20,64.167,778.85,1.9,0.119,103
8.184,4,1.124,27,44.3,0.68,2,43.3,28,0.647,4.1,30,65.938,54,42,60,76.0,15,62.761,773.79,3.1,0.117,97
8.135,4,1.126,20,46.0,0.672,0,44.4,22,0.635,6.3,23,42.313,34,28,38,50.0,8,40.032,456.61,1.6,0.104,63
8.178,4,1.125,27,46.4,0.662,0,43.3,28,0.63,4.1,30,64.222,52,42,58,74.0,15,61.106,704.91,1.0,0.117,97
6.538,2,1.119,14,46.0,0.683,1,44.0,12,0.642,4.0,14,34.154,27,22,30,38.0,8,32.095,382.92,2.0,0.038,50
