pXC50,nH,nN,Se,nBT,nAT,nCsp3,Sp,Sv,MW,Si,X.,nC,nF,nX,Mv,SCBO,nSK
7.42,19,1,33.036,32,33,8,19.222,17.907,201.3,37.863,0.0,10,0,0,0.543,15.0,14
6.387,17,1,32.153,31,32,7,19.46,18.38,211.29,36.448,0.0,11,0,0,0.574,18.0,15
6.699,15,1,27.269,26,27,6,15.699,14.853,173.24,31.033,0.0,8,0,0,0.55,13.0,12
4.284,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
5.237,13,1,24.385,23,24,5,13.938,13.327,159.21,27.618,0.0,7,0,0,0.555,12.0,11
7.06,18,1,37.458,35,36,9,20.796,20.584,269.3,42.298,8.3,11,3,3,0.572,19.0,18
7.585,27,1,45.571,46,46,13,27.267,25.014,269.43,52.524,0.0,15,0,0,0.544,21.0,19
7.824,24,2,44.56,43,44,10,25.659,24.412,288.39,50.611,0.0,13,0,0,0.555,22.0,20
7.387,19,1,34.036,33,34,7,20.222,18.907,213.31,38.863,0.0,11,0,0,0.556,17.0,15
7.102,19,1,34.036,33,34,7,20.222,18.907,213.31,38.863,0.0,11,0,0,0.556,17.0,15
7.398,21,1,40.996,41,41,7,26.631,24.621,295.44,46.199,0.0,15,0,0,0.601,25.0,20
7.42,21,1,41.247,41,41,7,25.438,24.149,279.37,46.488,0.0,15,0,0,0.589,25.0,20
7.509,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
7.292,21,1,35.92,35,36,9,20.983,19.434,215.33,41.279,0.0,11,0,0,0.54,16.0,15
7.699,33,3,60.869,61,61,12,37.256,34.825,391.57,69.561,0.0,21,0,0,0.571,34.0,28
6.955,31,3,64.312,65,64,9,40.949,39.013,453.59,72.355,0.0,25,0,0,0.61,44.0,33
7.602,32,2,64.094,65,64,10,40.705,38.519,440.59,72.272,0.0,25,0,0,0.602,42.0,32
6.387,36,2,68.207,71,69,12,44.319,41.143,448.66,77.683,0.0,28,0,0,0.596,44.0,33
6.638,34,2,63.996,67,65,11,42.103,38.901,418.63,73.059,0.0,27,0,0,0.598,42.0,31
8.398,33,3,64.869,66,65,10,41.256,38.825,439.61,73.561,0.0,25,0,0,0.597,42.0,32
5.842,32,2,62.767,64,63,10,40.25,37.804,424.59,71.062,0.0,25,0,0,0.6,41.0,31
6.959,31,3,60.312,60,60,11,36.949,35.013,405.55,68.355,0.0,21,0,0,0.584,36.0,29
7.174,32,2,64.094,65,64,10,40.705,38.519,440.59,72.272,0.0,25,0,0,0.602,42.0,32
6.229,36,2,66.879,70,68,12,43.864,40.428,432.66,76.474,0.0,28,0,0,0.595,43.0,32
6.0,34,2,75.054,78,75,7,51.114,48.233,570.76,83.607,0.0,33,0,0,0.643,60.0,41
